	AEBP1	ARNT2	ARX	ASCL1	ASCL2	E2F7	ETV1	FEV	FOXD4L5	GATA2	HES4	HLF	HMBOX1	INSM1	ISL1	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	RFX6	SIM1	SIX2	SMAD9	SOX4	SPIB	TFCP2L1	TP73	ZFP69B	ZNF519	ZNF846
GO_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	0.00017744129573	1	1	0.124622634626	0.0212052440179	1	0.0102272332679	1	1	1	1	1	1	1	0.000990382898101	0.0	1	0.00915813624396	1	0.826980452966	1	1	1	1	0.000666804290503	1	0.942253081163	1	1	0.00449589040608	1	1	1	1	1	1	1
GO_POTASSIUM_ION_TRANSPORT	1	1	1	0.000101138775914	1	1	0.00587654662719	0.368845791294	1	8.71082713436e-05	1	1	1	1	1	1	1	0.000372260746811	0.0	1	0.0951758955629	1	1	1	1	1	1	0.185990027251	1	0.641639379015	1	1	0.117306116142	1	0.394227043676	1	1	1	1	1
GO_PRESYNAPSE	1	1	0.0105096621635	1	1	1	7.33651931999e-05	0.0131236882525	1	0.00616416907763	0.675423840255	1	1	1	1	5.8144611812e-06	0.0611219500789	9.09245417615e-05	0.0	1	1	1	0.064163824341	1	0.0	0.00166188595981	1	0.0171720941185	1	0.0	1	6.21992040217e-05	0.0	1	0.0145450851268	0.0100282617115	1	1	1	1
GO_PRESYNAPTIC_MEMBRANE	1	1	1	1	1	1	1	1	1	0.0948308256105	1	1	1	1	1	1	1	1	0.222600417586	1	1	1	1	1	5.66328412116e-05	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_BLOOD_CIRCULATION	1	1	1	1	1	1	0.215055624236	1	1	0.735287757048	1	1	1	1	1	1	1	1	0.0	1	1	1	1	1	0.0488268185199	1	1	0.0129273138274	1	1	1	0.536329026548	0.00735574108841	1	1	1	1	1	1	1
GO_REGULATION_OF_CATION_TRANSMEMBRANE_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.911624156683	1	1	1	1	1	1	1	1	0.563430267522	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_CELL_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0123942689284	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.625455056171	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.419649696225	1	1	1	1	1	1	1	0.0559034604723	1	1	1	1	0.0338978354101	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_EXOCYTOSIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0255508663877	0.0189369287411	1	1	1	1	1	0.805543537579	1	1	1	1	0.211526439204	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_HEART_RATE	1	1	1	1	1	1	0.57291183379	1	1	1	1	1	1	1	1	1	1	1	0.108263925473	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_HEART_RATE_BY_CARDIAC_CONDUCTION	1	1	1	1	1	1	0.118295602252	1	1	1	1	1	1	1	1	1	1	1	0.000405924924531	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_HORMONE_LEVELS	1	1	1	1	1	1	0.119363397075	0.063349180294	0.87503877056	1.71557918015e-05	1	1	1	1	1	3.53506422894e-05	1	0.606643997224	0.00127749470226	1	1	1	1	1	1	1	1	0.0775584109647	1	0.307832283176	1	0.187117823719	1	1	0.0136390462213	1	1	1	1	1
GO_REGULATION_OF_HORMONE_SECRETION	1	1	1	1	1	1	0.783595298913	0.00317593396438	1	8.2010875218e-05	1	1	1	1	1	7.02954783183e-05	1	1	0.314891499857	1	1	1	1	1	1	1	1	1	1	1	1	0.0963141222105	1	1	0.00344900453746	1	1	1	1	1
GO_REGULATION_OF_INSULIN_SECRETION	1	1	1	1	1	1	0.778150097984	0.110698802344	1	0.00707884316021	1	1	1	1	1	0.000116556987956	1	1	0.23059154954	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.117922271512	1	1	1	1	1
GO_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORT	1	1	1	0.00793388248825	1	1	0.000408152305389	1	1	0.207416314219	1	1	1	1	1	0.114216332442	1	0.185415955084	0.0	1	1	1	1	1	0.0480889241642	0.123892804744	1	0.00491408121663	1	0.0219965280785	1	0.267263661413	0.0131354533108	1	0.00432394944836	1	1	1	1	1
GO_REGULATION_OF_ION_TRANSPORT	1	1	1	0.000541244078456	1	1	6.36508207915e-05	1	1	0.0892409727367	1	1	1	1	1	0.229297643357	1	1	2.24886113338e-05	1	1	1	1	1	0.00378442930144	1	1	0.0113621533194	1	0.034979242478	1	0.0492000686447	0.0967719131174	1	0.00644135930806	1	1	1	1	1
GO_REGULATION_OF_MEMBRANE_POTENTIAL	1	1	1	0.0184007705341	1	1	0.0	8.10261400584e-05	0.356431485767	0.0	1	1	1	1	1	0.0177014926857	1	0.0291818837347	0.0	1	1	1	8.26096346754e-05	1	0.0014772450999	0.0297136545128	1	0.000120316487981	0.474422817109	0.00320593769947	1	4.18337738397e-05	2.40521939743e-06	0.215421519433	0.00448424069357	1	1	1	0.0471644160003	1
GO_REGULATION_OF_METAL_ION_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.571414574248	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.170331633755	1	1	1	1	1	1	0.00176681663186	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_NEURON_DIFFERENTIATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.519468804279	1	0.0858448695047	1	1	1	1	0.0	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00675643065713	1	1	1	1	0.000627312724133	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_NEUROTRANSMITTER_LEVELS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0591414548118	1	1	1	1	1	1	0.00648039560746	1	1	1	1	1	1	1	1	1	1	0.109200418404	1	1	1	1
GO_REGULATION_OF_PEPTIDE_HORMONE_SECRETION	1	1	1	1	1	1	0.182409274627	0.0100300619233	1	0.000812203408781	1	1	1	1	1	3.82522299872e-05	1	1	0.0604985100426	1	1	1	1	1	1	1	1	1	1	1	1	0.207317455931	1	1	0.0107906972792	1	1	1	1	1
GO_REGULATION_OF_PEPTIDE_SECRETION	1	1	1	1	1	1	1	1	1	0.678411824512	1	1	1	1	1	0.0494336702042	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL	1	1	1	1	1	1	1	0.0915736757643	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_REGULATED_SECRETORY_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.712016863864	0.0531039553437	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_SECRETION	1	1	1	1	1	1	0.0032534817811	0.0184479470519	1	0.000201656179764	1	1	1	1	1	0.000136540849041	1	0.0375693340085	0.00322264567092	1	1	1	1	1	0.00373132907757	1	1	0.574223712017	1	0.124228560853	1	0.583864208453	1	1	0.000975284697356	1	1	1	1	1
GO_REGULATION_OF_SYNAPTIC_PLASTICITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00219902158907	1	1	0.614410235206	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_SYNAPTIC_VESICLE_CYCLE	1	1	1	1	1	1	1	0.00795054626617	1	0.348564941575	0.725029875654	1	1	1	1	1	1	0.0109118810255	1	1	1	1	1	1	0.00177559009367	1	1	1	1	0.282206998285	1	1	1	1	0.104303290148	0.0951660792905	1	1	1	1
GO_REGULATION_OF_SYNAPTIC_VESICLE_EXOCYTOSIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.39808101315	1	1	1	1
GO_REGULATION_OF_SYSTEM_PROCESS	1	1	1	1	1	1	0.0998092388356	1	1	1	1	1	1	1	1	1	1	1	0.0	1	0.213957268733	1	0.121167456758	1	0.000936863389706	1	1	0.000900717036212	1	1	1	0.282894020601	0.0098813999114	1	1	1	1	1	1	1
GO_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	1	1	1	0.00982231400757	1	1	0.000270153215035	1	1	0.687745345122	1	1	1	1	1	0.639815255519	1	1	7.01551251048e-06	1	1	1	1	1	0.0593570429822	1	1	0.0206695822727	1	0.12373859478	1	0.259309561788	0.0483151100635	1	0.0759767517688	1	1	1	0.977308914875	1
GO_REGULATION_OF_TRANSPORT	1	1	1	0.00234768019539	0.192584392766	1	0.0	0.0	1	0.0	1	1	1	1	1	0.000122577857653	1	0.00821206490827	5.80522253446e-06	1	1	1	1	1	0.0	1	1	0.00169139572455	1	0.0	1	0.00775444600367	0.0146945891934	1	0.0	0.00775444600367	1	1	1	1
GO_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING	1	1	1	1	1	1	5.08034488672e-05	0.00641688206707	0.0204609053479	0.012591229484	1	1	1	1	1	1	1	0.0484315245863	5.92096151841e-06	1	1	1	0.000150926036366	1	0.0	0.00691399446802	0.069429648168	0.000198685618562	1	6.16251436558e-06	1	0.0166292409106	8.26847489344e-05	1	1	0.00326321438237	0.336185254032	1	1	1
GO_RESPONSE_TO_NITROGEN_COMPOUND	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.564510957867	1	1	1	1	1	1	1	1	1	1
GO_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.351235794072	1	1	1	1	1	1	1	1	1	1	1	1
GO_RIBONUCLEOTIDE_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	0.309860267307	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_SARCOLEMMA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.901364881258	1	1	1	1	1	1	1
GO_SECRETION	1	1	1	1	1	1	1	1	1	0.0622183854272	1	1	1	1	1	0.454267970118	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.408383308217	1	1	1	1	1
GO_SIGNAL_RELEASE	1	1	1	1	0.542883823003	1	8.07298226446e-05	4.20779960875e-06	1	9.51939160831e-09	1	1	1	1	1	4.20283550295e-05	1	0.00139161358268	0.00105619644255	1	1	1	1	1	0.000660030106214	1	1	0.000136074430484	1	0.00709630211931	1	0.0522581754164	0.000287275354156	1	0.0	0.0522581754164	1	1	1	1
GO_SOMATODENDRITIC_COMPARTMENT	1	1	0.0	1	1	1	0.0	0.000152596691152	0.000972256604337	0.0	1	1	1	1	1	1.45513234232e-05	0.230286215721	0.0	0.0	1	0.0608657371229	1	0.0132205391338	1	0.0	0.000630628752307	1	0.0	0.00962472580242	0.0	1	0.0	0.0	1	3.52393720937e-06	0.000246071184717	1	1	1	0.233079068272
GO_SYNAPSE	1	0.610704222674	3.41961437373e-05	0.00164957253289	9.48241953858e-05	0.0217013979299	1.45641417326e-05	1.36194436997e-05	0.00219659845669	7.17153307384e-06	1	0.0238734039227	0.193496481267	0.961387645417	1	3.74127458971e-05	9.57456107731e-07	2.98024019796e-06	0.0	0.206270966424	0.97587985661	1	2.58064238678e-05	0.0161185053017	0.0	5.32913942575e-06	0.00895020202765	1.10519782879e-05	0.0	8.93310533812e-06	0.00513286100867	9.57060504547e-06	1.96137219277e-05	0.00167922123605	1.38872188948e-06	9.59584375515e-06	0.319906542262	1	0.716259139109	0.000374445130248
GO_SYNAPSE_ORGANIZATION	1	1	1	1	1	1	0.862493243227	1	1	1	1	1	1	1	1	0.90975752683	1	1	1	1	1	1	1	1	0.514911014658	0.770451265967	1	1	1	7.22446236534e-05	1	1	1	1	1	1	1	1	1	1
GO_SYNAPTIC_MEMBRANE	1	1	1	1	1	1	0.536997386617	0.0981618518689	1	0.000731009412528	1	1	1	1	1	0.00643612069082	1	0.010454211307	6.09630360182e-06	1	1	1	0.128440321033	1	0.0	0.184218810003	1	0.0840366624692	1	0.157110857207	1	0.134531233364	0.00814149407875	0.186032497455	1	0.00487917546144	1	1	1	1
GO_SYNAPTIC_SIGNALING	0.392865680065	1	1	1	0.0160924977443	1	0.0	0.000148556554077	0.301056069701	0.0	1	1	1	0.666023966851	1	1.05847220051e-05	0.3080576034	0.0	0.0	0.432397010794	1	1	0.0	1	0.0	0.00600549037361	1	0.0	0.052934497874	0.0	0.357050661409	0.0	0.0	0.342824453568	0.000995246721929	0.0	1	1	1	1
GO_SYNAPTIC_VESICLE_EXOCYTOSIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0226167284112	1	1	1	1	1	1	0.00376553889968	1	1	1	1	1	1	1	1	1	1	0.000154238513002	1	1	1	1
GO_SYNAPTIC_VESICLE_LOCALIZATION	1	1	1	1	1	1	1	0.934299557105	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_TRANSMEMBRANE_TRANSPORT	1	1	1	1	1	1	0.119831533171	1	1	0.440116939281	1	1	1	1	1	0.37883381059	1	0.13358676736	7.69886273786e-05	1	1	1	1	1	1	0.042474926344	1	0.0209744374638	1	1	1	0.141473272354	1	1	0.351325614125	1	1	1	1	1
GO_TRANSPORTER_ACTIVITY	1	1	1	1	1	1	0.306443997573	1	1	1	1	1	1	1	1	1	1	0.0676370731566	8.53441473706e-05	1	1	1	1	1	1	0.154345195177	1	1	1	1	1	1	1	1	0.123892743744	1	1	1	1	1
GO_TRANSPORTER_COMPLEX	1	1	1	2.00169343901e-05	1	1	0.0	0.00954077871081	1	3.71574264746e-05	1	1	1	1	1	0.00171444162748	1	0.0027285303183	0.0	1	1	1	0.00158751151408	1	0.177080476332	0.0228426755101	1	3.62478376581e-06	1	1	1	0.0106543133974	0.0040356194155	1	0.0104061918701	1	1	1	1	1
GO_TRANSPORT_VESICLE	1	1	1	1	1	1	0.342889671742	1	1	0.0620223254957	1	1	1	1	1	0.0039669440358	1	1	0.0462111324697	1	1	1	1	1	1	1	1	1	1	0.0183437838699	1	1	1	1	1	1	1	1	1	1
GO_TRANSPORT_VESICLE_MEMBRANE	1	1	1	1	1	1	0.805877984302	1	1	1	1	1	1	1	1	0.0471856004545	1	1	0.0458536954186	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_TUBULIN_BINDING	1	1	1	1	1	1	0.204096771795	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0604959770825	1	1	1	1	1	1	1	1	1	1
GO_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE	1	1	1	1	1	1	1	0.00170989093297	1	0.0838252843446	1	1	1	1	1	1	1	0.00340769053575	0.53634932361	1	1	1	1	1	0.0	1	1	0.0569977948637	1	0.029081178905	1	1	1	1	0.0163073727099	0.000809285055577	1	1	1	1
GO_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.457416208527	1	1	1	1	1	1	0.920536335565	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_VOLTAGE_GATED_CALCIUM_CHANNEL_COMPLEX	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.799777718651	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_VOLTAGE_GATED_CATION_CHANNEL_ACTIVITY	1	1	1	2.18712798994e-05	1	1	0.000425268144665	0.0684955604346	0.135887975955	0.000217539623918	1	1	0.338387381784	1	1	0.0963219450396	1	0.00183544207232	0.0	1	0.000170677690209	1	0.00331431693098	1	0.0	0.00752791779046	1	0.00184937922993	1	0.00385849958965	1	0.0908099163599	0.0	0.0306070493294	0.00664727208147	1	1	1	1	1
GO_VOLTAGE_GATED_ION_CHANNEL_ACTIVITY	1	1	1	0.0	1	1	0.0	0.0333788480456	0.574726322434	0.0024168360472	1	1	1	1	1	0.839307135616	1	0.000568165205764	0.0	1	4.09028084856e-05	1	0.00062245539132	1	0.000385508243658	0.256723837359	1	0.0015835271666	1	0.000760741041998	1	0.552469371425	8.84399109924e-06	0.11859944686	0.000385576489111	1	1	1	0.173939417498	1
GO_VOLTAGE_GATED_POTASSIUM_CHANNEL_ACTIVITY	1	1	1	0.000363265489701	1	1	0.982240700855	1	1	0.0291331275364	1	1	1	1	1	1	1	0.604098077087	0.0	1	0.0086280878751	1	1	1	1	1	1	1	1	1	1	1	0.210154322138	1	1	1	1	1	1	1
