	ARNT2	ARX	ASCL1	ASCL2	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HES4	HEY1	HIC1	HLF	HMBOX1	ISL1	LMX1A	LMX1B	MAFA	MAFB	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	RFX6	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF883
GO_HUMORAL_IMMUNE_RESPONSE												C7 SPON2 SUSD4																																					
GO_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN												C7 SUSD4															C7 SUSD4																						
GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES						ATP6V1G2 CHD5																			KIF5A RASD1 TUBB2B				GNG4 HSPA6 KIF1A RAB3C TUBB2B																				
GO_HYDROLASE_ACTIVITY_ACTING_ON_GLYCOSYL_BONDS																											KLB MANEAL																						
GO_HYDROLASE_ACTIVITY_HYDROLYZING_O_GLYCOSYL_COMPOUNDS																											KLB MANEAL																						
GO_HYPOTHALAMUS_DEVELOPMENT								CRH HAP1																																									
GO_IDENTICAL_PROTEIN_BINDING		CAMK2B CTPS1 FZD4 KCNJ2 NEFL NPM2 PTPRT S100A1 SLC30A8 SRRM4 ST8SIA3 STX1A SYN1															ADORA2A COL1A2 CRYBA2 FABP5 JAM3 MTUS2 NR4A3 SCHIP1 TTR				APLP1 CADM3 CRYBA2 GSTM2 MTUS2 NTRK2 PCSK1 SCHIP1 SCUBE1 SLC30A8	AADAT FAM161A SCHIP1 SFRP1 SRRM4 TP73 TTR									ADORA2A CRYBA2 GRIK5 KIF1A NTRK2 PTPRT SCHIP1 USH2A																	APLP1 CADM3 CAMK2B CTPS1 GSTM2 HCN4 KCNH2 NPM2 PDE2A S100A1 SCUBE1 SCUBE3 SYP	
GO_IMMUNE_RECEPTOR_ACTIVITY		FZD4 GFRA3																																			FZD4 GFRA3								GFRA3 HLA-DQA2				
GO_IMMUNE_SYSTEM_DEVELOPMENT																						DHRS2 DLL1 DTX1 SFRP1 TP73																			MAFB RET TMEM190								
GO_IMPORT_ACROSS_PLASMA_MEMBRANE		KCNJ2 RGS4 SLC8A1		ATP1A3 KCNJ2	CNGA3 KCNJ11 SLC12A5 WNK3		FAM155B HCN4 KCNJ3 WNK2	AGT CNGA3 KCNJ2 KCNJ3 RGS4 SLC8A1 WNK3										AGT KCNJ3 RGS4		ATP1A3 KCNJ3 RGS4 SLC7A2 WNK2																	SLC12A5 SLC7A2	AGT ATP1A3 HCN4 KCNJ3 RGS4 SLC12A5	FAM155B HCN4 SLC7A2			AGT CNGA3 KCNH2 KCNJ6			AGT ATP1A3	KCNJ6 SLC8A1		AGT FAM155B HCN4 KCNH2 KCNJ11	
GO_IMPORT_INTO_CELL		KCNJ2 RGS4 SLC18A1 SLC8A1 SNAP25		ATP1A3 KCNJ2	CNGA3 KCNJ11 SLC12A5 SNAP25 WNK3		FAM155B HCN4 KCNJ3 SLC18A1 WNK2	AGT CALY CNGA3 KCNJ2 KCNJ3 RGS4 SLC8A1 WNK3										AGT KCNJ3 RGS4 SNAP25		ATP1A3 KCNJ3 RGS4 SLC7A2 WNK2			KCNJ2 SLC18A1			CALY KCNJ11												AGT ATP1A3 HCN4 KCNJ3 RGS4 SLC12A5 SLC18A1 SNAP25	FAM155B HCN4 SLC7A2			AGT CALY CNGA3 KCNH2 KCNJ6			AGT ATP1A3			AGT FAM155B HCN4 KCNH2 KCNJ11	
GO_IMPORT_INTO_NUCLEUS																		AGT SIX2																															
GO_INCLUSION_BODY									HAP1 NEFM																																								
GO_INDOLALKYLAMINE_METABOLIC_PROCESS																											AADAT DDC															AADAT DDC							
GO_INDOLE_CONTAINING_COMPOUND_METABOLIC_PROCESS																											AADAT DDC															AADAT DDC							
GO_INFLAMMATORY_RESPONSE			ADCY1 C2CD4B FFAR2 SCUBE1 SIRPA SLC7A2																																					ISL1 MEP1B TAC1								AGT AIF1 C2CD4A C2CD4B PDE2A SCUBE1 SIRPA	
GO_INHIBITORY_SYNAPSE_ASSEMBLY									GABRB3 GABRG2																																								
GO_INNERVATION								PRKCG RET	GABRB3 UNC13A																													ISL1 RET											
GO_INNER_EAR_MORPHOGENESIS								MAFB MYO3A NR4A3																																									
GO_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORT					FXYD1 SLC12A5				CLCA1 GABRB3 GABRG2	CLCA1 CLCA4 GABRG2		CLCN4 GABRA1																																					
GO_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY									CLCA1 GABRB3 GABRG2	CLCA1 CLCA4 GABRG2	CLCA4 SLC18A1	CLCN4 GABRA1																																					
GO_INORGANIC_ANION_TRANSPORT									CLCA1 GABRB3 GABRG2	CLCA1 CLCA4 GABRG2		CLCN4 GABRA1																																					
GO_INORGANIC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE		KCNJ2 SLC8A1		ATP1A3 KCNJ2	CNGA3 KCNJ11 SLC12A5 WNK3		FAM155B HCN4 KCNJ3 WNK2	CNGA3 KCNJ2 KCNJ3 SLC8A1 WNK3												ATP1A3 KCNJ3 WNK2																		ATP1A3 HCN4 KCNJ3 SLC12A5	FAM155B HCN4			CNGA3 KCNH2 KCNJ6				KCNJ6 SLC8A1		FAM155B HCN4 KCNH2 KCNJ11	
GO_INORGANIC_ION_TRANSMEMBRANE_TRANSPORT		KCNB2 KCNJ2 KCNK17 NALCN RGS4 S100A1 SLC30A8 SLC8A1 SNAP25	ASIC1 CACNA1G FXYD6 KCNAB2 KCNMB2 SCN1B SLC25A27	ATP1A3 FXYD1 GRIN2C KCNB2 KCNH7 KCNJ2 KCNK17	CACNA1C CNGA3 FXYD1 FXYD6 KCNH8 KCNIP3 KCNJ11 KCNN3 SLC12A5 SNAP25 WNK3	ATP6V1G2 CACNA2D2	ATP6V1G2 FAM155B FGF14 GRIN2C HCN4 KCNH7 KCNIP3 KCNJ3 WNK2	ANK2 ASIC4 ATP6V1G2 CACNA1C CACNA1E CACNA2D2 CACNB2 CLCA4 CNGA3 FXYD6 HAP1 HECW2 KCNB2 KCNC1 KCNH8 KCNJ2 KCNJ3 KCNK17 KCNT2 NALCN RGS4 SCN1B SCN3B SLC25A27 SLC26A7 SLC30A8 SLC6A17 SLC8A1 TRPM3 WNK3	ATP1A3 ATP6V1G2 CACNA1E CACNA1G CLCA1 GABRB3 GABRG2 HAP1 HECW2 KCNE4 KCNK3 RGS9	ANK2 CLCA1 CLCA4 GABRG2 HAP1 TRPM3	CLCA4 HECW2 KCNC1 KCNE4 S100A1	ASIC1 ATP6V1G2 CLCN4 GABRA1 KCNAB2 WNK3		GABRB3 ITPR1				CACNA1C CACNA1E KCNC1 KCNJ3 RGS4 SNAP25	ATP6V1G2 KCNAB2 KCNE4 SLC26A7	ASIC1 ATP1A3 CACNA1G ITPR1 KCNAB2 KCNE4 KCNJ3 KCNK17 RGS4 S100A1 SLC30A8 WNK2			KCNJ2 KCNK17 NCS1 SCN3B	CLCA4 KCNC1 KCNJ3					CACNA1E CACNA1G CACNA1H CACNA2D2 HCN4 ITPR1 KCNH6 KCNK3			ASIC1 ATP6V1G2 FXYD6 KCNAB2 SLC6A17		ITPR1 KCNAB2 KCNH7		ATP6V1G2 CACNA2D1 CACNG4 DPP10 HECW2 KCNB2 KCNH7 KCNK16 KCNK17 RGS9	CACNA1G GSTM2 KCNE4 KCNK16 SCN3B SLC12A5	ABCC8 ANK2 ASIC1 ASIC4 ATP1A3 ATP6V1G2 CACNA1A CACNA1C CLCA4 DPP10 FGF14 GABRA1 HAP1 HCN4 KCNB2 KCNH3 KCNH6 KCNIP3 KCNJ3 KCNMA1 KCNMB2 KCNN3 NALCN RGS4 S100A1 SCN1B SLC12A5 SNAP25 TRPM3	ASIC1 FAM155B FXYD6 GABRG2 GSTM2 HAP1 HCN4 KCNAB2 KCNH3 SCN3B SLC25A27 SLC6A17 TRPM3			ASIC4 CACNA1C CACNA1G CNGA3 FXYD1 GABRA1 GSTM2 KCNH2 KCNJ6 KCNK3		RGS4 S100A1 SCN1B	ATP1A3 CACNA1B DPP10 GRIN2C KCNA6 TRPM3			FAM155B FGF14 GRIN1 GSTM2 HCN4 ITPR1 KCNH2 KCNJ11 S100A1 SCN1B SCN3B	CACNA1C CACNA2D2 FAM155B
GO_INOSITOL_LIPID_MEDIATED_SIGNALING			NTRK2 PDGFD PPP1R16B																																										AGT PPP1R16B				
GO_INSULIN_METABOLIC_PROCESS								CPE PCSK2																																		CPE PCSK2							
GO_INSULIN_RECEPTOR_SIGNALING_PATHWAY																																ATP6V1G2 INSRR																	
GO_INSULIN_SECRETION		BRSK2 SLC30A8 SNAP25 STX1A UCN3			BAIAP3 BRSK2 CACNA1C KCNJ11 RAPGEF4 RFX6 SNAP25			BAIAP3 CACNA1C CACNA1E CACNA2D2 CRH GIP PTPRN SFRP1 SLC30A8 STXBP5L UCN3	CACNA1E PTPRN2 UCN3	ADCY5 GHRL GIP	ADCY5 GIP STX1A STXBP5L			CARTPT ITPR1	CHGA STX1A STXBP5L			CACNA1C CACNA1E PTPRN SNAP25	CPLX1 PTPRN2	GIP ISL1 ITPR1 SLC30A8 STX1A UCN3	CACNA1C CACNA1E CHGA PTPRN SLC30A8					CRH KCNJ11 VGF			CACNA1E CACNA2D2 ITPR1 PTPRN2		ISL1 SNAP25		CACNA2D2 CPLX1					ABCC8 BAIAP3 CACNA1A CACNA1C CHGA FFAR1 GIP ISL1 SNAP25 STX1A STXBP5L UCN3 VGF		ISL1 STXBP5L		BAIAP3 CACNA1C GHRL ISL1 NEUROD1 PTPRN RFX6 VGF		CRH VGF		GCK PTPRN2		ITPR1 KCNJ11 VGF	CACNA1C CACNA2D2
GO_INSULIN_SECRETION_INVOLVED_IN_CELLULAR_RESPONSE_TO_GLUCOSE_STIMULUS					BAIAP3 BRSK2 RFX6			BAIAP3 CRH PTPRN		ADCY5 GHRL																																BAIAP3 GHRL PTPRN RFX6							
GO_INTEGRAL_COMPONENT_OF_SYNAPTIC_VESICLE_MEMBRANE	PTPRN2 SV2A							ATP6V1G2 SLC6A17 SV2A SYP	ATP6V1G2 PTPRN2										ATP6V1G2 PTPRN2	STX1A SYP												ATP6V1G2 SLC6A17						ATP6V1G2 STX1A SV2A SYP											
GO_INTEGRIN_ACTIVATION																																										CXCL12 JAM3							
GO_INTERCALATED_DISC	KCNJ2 SPTBN4	KCNJ2 SLC8A1		FXYD1 KCNJ2	FXYD1 KCNJ11			ANK2 KCNJ2 SCN1B SLC8A1																						FXYD1 SCN1B								ANK2 SCN1B SPTBN4										KCNJ11 SCN1B	
GO_INTERFERON_GAMMA_PRODUCTION																															ISL1 SIRPA																		
GO_INTERLEUKIN_1_BETA_PRODUCTION																															ISL1 SIRPA											GHRL ISL1							
GO_INTERLEUKIN_1_PRODUCTION																															ISL1 SIRPA																		
GO_INTERLEUKIN_6_PRODUCTION							AIF1 ZG16					SPON2 ZG16			AIF1 ZG16						AIF1 SIRPA									CD200 SPON2	ISL1 SIRPA											AIF1 GHRL ISL1				AIF1 ZG16		AIF1 SIRPA SPON2	
GO_INTERMEDIATE_FILAMENT_CYTOSKELETON										ADCY5 SYNM																																							
GO_INTRACELLULAR_CALCIUM_ACTIVATED_CHLORIDE_CHANNEL_ACTIVITY										CLCA1 CLCA4																																							
GO_INTRACELLULAR_CAMP_ACTIVATED_CATION_CHANNEL_ACTIVITY								CNGA3 CNGA4																															CNGA4 HCN4										
GO_INTRACELLULAR_CGMP_ACTIVATED_CATION_CHANNEL_ACTIVITY								CNGA3 CNGA4																																									
GO_INTRACELLULAR_LIGAND_GATED_ION_CHANNEL_ACTIVITY								CNGA3 CNGA4																					HCN4 ITPR1										CNGA4 HCN4									HCN4 ITPR1	
GO_INTRACELLULAR_PROTEIN_TRANSPORT																																					CAMK1 CDK5R1 HHEX SCG5 SIX2 STX2												
GO_INTRINSIC_COMPONENT_OF_ENDOPLASMIC_RETICULUM_MEMBRANE																																													HLA-DQA2 TRAM1L1				
GO_INTRINSIC_COMPONENT_OF_EXTERNAL_SIDE_OF_PLASMA_MEMBRANE		F10 IGSF21																																															
GO_INTRINSIC_COMPONENT_OF_ORGANELLE_MEMBRANE	PTPRN2 RTN1 SV2A																		ATP6V1G2 PTPRN2	CPT1C ELOVL4 P2RX6 STX1A SYN1 SYP												ATP6V1G2 SLC6A17								SYP SYT5								CPT1C P2RX6 RTN1 SYP	
GO_INTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE		CHRM4 F10 FZD4 IGSF21 KCNB2 KCNJ2 KCNK17 PTPRT SLC8A1 SNAP25 STX1A UPK2	ADCY1 ASIC1 CACNA1G FFAR2 FXYD6 FZD4 GPC2 KCNAB2 KCNMB2 NTRK2 PODXL2 PTPRN2 REEP2 SCN1B SIRPA SLC7A2 SORCS2	ADCY5 ATP1A3 FXYD1 FZD4 GRIN2C KCNB2 KCNH7 KCNJ2 KCNK17 SIRPA TRO	CACNA1C CNIH2 FXYD1 FXYD6 ITGBL1 KCNH8 KCNIP3 KCNJ11 LRFN2 RTN4RL1 SLC12A5 SLC14A1 SNAP25 TSPAN11		GPC6 GRIN2C HCN4 KCNH7 KCNIP3 KCNJ3 RTN4RL1 SSTR3	ASIC4 AVPR1B CACNA1C CACNB2 CALY CD37 CHRM4 CHRNA5 CLCA4 CYSLTR2 F10 FXYD6 GPC2 ITGBL1 JAM3 KCNB2 KCNC1 KCNH8 KCNJ2 KCNJ3 KCNK17 KIRREL3 LGR6 LRFN2 PCDH17 PLXNC1 RET SCN1B SCN3B SLC14A1 SLC16A12 SLC26A7 SLC6A17 SLC8A1 SSTR3 TRPM3	ADCY1 ATP1A3 BRS3 CACNA1G CHRNA5 CLCA1 EPHA4 FFAR2 GABBR2 GABRB3 GABRG2 IGSF21 KCNE4 KCNK3 LGR6 PTPRN2 TSPAN11	ADCY5 CLCA1 CLCA4 GABRG2 SLC14A1 TRPM3	ADCY1 ADCY5 CHRNA3 CHRNA5 CHRNB2 CLCA4 KCNC1 KCNE4 PODXL2 RTN4RL1 STX1A	ASIC1 C7 CLCN4 GABRA1 KCNAB2 P2RX6 PTPRT SLC16A12				CD200 FXYD6 LGR6 RTN4RL1	ADORA2A CALY CHRNA5 FFAR2 JAM3 KCNH3 KCNH6 LRFN2 RTN4RL1 SLC14A1 SSTR1 TRPM3 UPK2		C7 CYSLTR2 F10 KCNAB2 KCNE4 PTPRN2 SLC26A7 SORCS2	ADCY2 ASIC1 ATP1A3 CACNA1G CD37 CHRM4 CPT1C DLL1 F10 GPC2 KCNAB2 KCNE4 KCNJ3 KCNK17 KIRREL3 LRFN2 MEP1B P2RX6 PTPRT SLC16A12 SLC7A2 STX1A			ADCY2 KCNJ2 KCNK17 RET SCN3B UPK2	CLCA4 KCNC1 KCNJ3 UPK2		ASIC1 CALY GABBR2 GRIN1 KCNJ11 PTPRT SSTR1			ADCY1 BOC CACNA1G CACNA1H HCN4 KCNH6 KCNK3 PTPRN2 SLC16A12	CACNA1H CD200 CHRM4 DLL1 FXYD1 SCN1B SLC16A12	ADORA2A CACNA1G GRIK5 KCNAB2 KCNE4 KIRREL3 NTRK2 PTPRT SIRPA SNAP25 SORCS2 UPK2	ASIC1 CD37 EPHA4 FXYD6 FZD4 INSRR KCNAB2 SLC6A17				ADCY1 CACNG4 CHRM4 DPP10 GABBR2 GPC2 KCNB2 KCNH7 KCNK16 KCNK17 NFASC RAB26 UPK2	CACNA1G ENTPD1 FZD4 KCNE4 KCNK16 LRFN2 PLXNC1 SCN3B SLC12A5 SLC7A2	ABCC8 ADCY2 ASIC1 ASIC4 ATP1A3 BOC BRS3 CACNA1C CHRNA5 CLCA4 CNIH2 DPP10 EFNB3 FFAR1 FZD4 GABRA1 GPC6 GRIK5 HCN4 IGSF21 ITGBL1 JAM3 KCNB2 KCNH3 KCNH6 KCNIP3 KCNJ3 KCNMA1 KCNMB2 KIRREL3 LRRTM3 MEP1B NFASC PTPRT RAB26 REEP2 RET SCN1B SIRPA SLC12A5 SLC14A1 SLC16A12 SNAP25 STX1A TRPM3	ASIC1 ENTPD1 FXYD6 FZD4 GABRG2 GPC6 HCN4 KCNAB2 KCNH3 KL SCN3B SLC14A1 SLC6A17 SLC7A2 TRPM3			ADCY2 ADORA2A ASIC4 AVPR1B CACNA1C CACNA1G CALY CD37 F10 FXYD1 GABRA1 GPC2 INSRR JAM3 KCNH2 KCNJ6 KCNK3 KIRREL3 LRFN2 NTRK2 P2RX6 RAB26 SLC14A1 TRO			ATP1A3 DPP10 GRIK3 GRIN2C HLA-DQA2 KCNA6 TRPM3 TSPAN7			BRS3 CADM3 CNIH2 CPT1C EFNB3 GRIN1 HCN4 KCNH2 KCNJ11 P2RX6 PODXL2 RET SCN1B SCN3B SIRPA	
GO_INTRINSIC_COMPONENT_OF_POSTSYNAPTIC_DENSITY_MEMBRANE					CNIH2 LRFN2																															ADCY1 CACNG4		CNIH2 EFNB3 GRIK5 LRRTM3										CNIH2 EFNB3 GRIN1	
GO_INTRINSIC_COMPONENT_OF_POSTSYNAPTIC_MEMBRANE			ADCY1 FXYD6		CNIH2 FXYD6 LRFN2			FXYD6 KCNC1 LRFN2 PCDH17 SLC8A1	ADCY1 EPHA4		ADCY1 CHRNB2 KCNC1	GABRA1 P2RX6					ADORA2A LRFN2	KCNC1 PCDH17							ADCY1 EPHA4						ADORA2A GRIK5	EPHA4 FXYD6				ADCY1 CACNG4		CNIH2 EFNB3 GABRA1 GRIK5 LRRTM3				ADORA2A GABRA1 LRFN2 P2RX6						CNIH2 EFNB3 GRIN1 P2RX6	
GO_INTRINSIC_COMPONENT_OF_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE					CNIH2 LRFN2						ADCY1 CHRNB2	GABRA1 P2RX6								LRFN2 P2RX6																ADCY1 CACNG4		CNIH2 EFNB3 GABRA1 GRIK5 LRRTM3				GABRA1 LRFN2 P2RX6						CNIH2 EFNB3 GRIN1 P2RX6	
GO_INTRINSIC_COMPONENT_OF_PRESYNAPTIC_MEMBRANE								FXYD6 KCNC1 KCNJ3 PCDH17			CHRNB2 KCNC1 STX1A							KCNC1 KCNJ3 PCDH17		KCNJ3 STX1A	CADM3 EFNB3			KCNC1 KCNJ3							ADORA2A GRIK5	EPHA4 FXYD6						EFNB3 GRIK5 KCNJ3 STX1A										CADM3 EFNB3	
GO_INTRINSIC_COMPONENT_OF_SYNAPTIC_MEMBRANE			ADCY1 FXYD6		CNIH2 FXYD6 LRFN2			FXYD6 KCNC1 KCNJ3 LRFN2 PCDH17 SLC8A1			ADCY1 CHRNB2 KCNC1 STX1A	GABRA1 P2RX6			ADCY1 STX1A		ADORA2A LRFN2	KCNC1 KCNJ3 PCDH17		KCNJ3 LRFN2 P2RX6 STX1A	CADM3 EFNB3			KCNC1 KCNJ3	ADCY1 EPHA4						ADORA2A GRIK5	EPHA4 FXYD6				ADCY1 CACNG4		CNIH2 EFNB3 GABRA1 GRIK5 KCNJ3 LRRTM3 STX1A				ADORA2A GABRA1 LRFN2 P2RX6						CADM3 CNIH2 EFNB3 GRIN1 P2RX6	
GO_INTRINSIC_COMPONENT_OF_SYNAPTIC_VESICLE_MEMBRANE	PTPRN2 SV2A	STX1A SYN1			SYN1 SYP			ATP6V1G2 SLC6A17 SV2A SYP	ATP6V1G2 PTPRN2 RAB3C										ATP6V1G2 PTPRN2	STX1A SYN1 SYP									PTPRN2 RAB3C			ATP6V1G2 SLC6A17				ATP6V1G2 RAB26		ATP6V1G2 RAB26 RAB3C STX1A SV2A SYP				RAB26 SYN1							
GO_INWARD_RECTIFIER_POTASSIUM_CHANNEL_ACTIVITY								KCNJ2 KCNJ3																														ABCC8 KCNJ3				KCNH2 KCNJ6						KCNH2 KCNJ11	
GO_IN_UTERO_EMBRYONIC_DEVELOPMENT																																PPP4R4 STMN3																	
GO_IONOTROPIC_GLUTAMATE_RECEPTOR_ACTIVITY																																													GRIK3 GRIN2C				
GO_IONOTROPIC_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY																										CDK5R1 GRIN1																			GRIK3 GRIN2C				
GO_ION_CHANNEL_BINDING		SLC8A1 STX1A	KCNAB2 SCN1B		FXYD1 KCNIP3 KCNJ11			ANK2 HAP1 KCNC1 SCN1B SCN3B SLC8A1	HAP1 KCNE4	ANK2 HAP1	KCNC1 KCNE4 STX1A								KCNAB2 KCNE4	KCNAB2 KCNE4 STX1A							KCNIP3 SCN1B			FXYD1 SCN1B	KCNAB2 KCNE4						KCNE4 SCN3B	ABCC8 ANK2 DPP10 HAP1 KCNIP3 SCN1B STX1A	HAP1 KCNAB2 SCN3B									KCNJ11 SCN1B SCN3B	
GO_ION_CHANNEL_REGULATOR_ACTIVITY			FXYD6 KCNAB2 KCNMB2 SCN1B		FXYD1 FXYD6 KCNIP3 WNK3		KCNIP3 WNK2	FXYD6 SCN1B SCN3B WNK3			KCNE4 STX1A	KCNAB2 WNK3				FXYD6 ITPR1			KCNAB2 KCNE4	ITPR1 KCNAB2 KCNE4 STX1A WNK2							KCNIP3 SCN1B			FXYD1 SCN1B	KCNAB2 KCNE4 NPY	FXYD6 KCNAB2		ITPR1 KCNAB2		CACNG4 DPP10	KCNE4 SCN3B	DPP10 KCNIP3 KCNMB2 SCN1B STX1A	FXYD6 KCNAB2 SCN3B									ITPR1 SCN1B SCN3B	
GO_ION_GATED_CHANNEL_ACTIVITY			ASIC1 KCNMB2					CLCA4 KCNT2 TRPM3		CLCA1 CLCA4 TRPM3																												ASIC1 CLCA4 KCNMA1 KCNMB2 KCNN3 TRPM3	ASIC1 TRPM3										
GO_ION_HOMEOSTASIS				ADCY5 ATP1A3 GRIN2C KCNJ2			ATP6V1G2 FAM155B GRIN2C HCN4 WNK2	AGT ALAS2 ANK2 ATP6V1G2 AVPR1B CACNA1C CACNB2 CRH HAP1 KCNJ2 MLLT11 SCN1B SCN3B SLC25A27 SLC30A8 SLC8A1 SV2A UNC80 WNK3		ADCY5 ANK2 GHRL HAP1											ALAS2 CACNA1C CACNA1G GSTM2 SLC30A8		KCNJ2 NCS1 SCN3B			CRH GRIN1 SV2A	ALAS2 C7 MLLT11 SCN1B SGCD SLC30A8		CACNA1G HCN4 ITPR1 KCNK3									AGT ANK2 ATP1A3 ATP6V1G2 CACNA1A CACNA1C FFAR1 HAP1 HCN4 KCNMA1 MLLT11 SCGN SCN1B SGCD SLC12A5 SV2A UNC80	FAM155B GSTM2 HAP1 HCN4 KL SCN3B SLC25A27			ADORA2A AGT AVPR1B CACNA1C CACNA1G CXCL12 GHRL GSTM2 KCNH2 KCNK3 MLLT11		AVPR1B CRH SCN1B TAC1				AGT FAM155B GRIN1 GSTM2 HCN4 ITPR1 KCNH2 SCGN SCN1B SCN3B	CACNA1C FAM155B UNC80
GO_ION_TRANSMEMBRANE_TRANSPORT		KCNB2 KCNJ2 KCNK17 NALCN NEFL RGS4 S100A1 SLC30A8 SLC8A1 SNAP25 UNC79	ABCC4 ASIC1 CACNA1G FXYD6 KCNAB2 KCNMB2 SCN1B SLC25A27 SLC7A2	ATP1A3 FXYD1 GRIN2C KCNB2 KCNH7 KCNJ2 KCNK17	CACNA1C CNGA3 CNIH2 FXYD1 FXYD6 KCNH8 KCNIP3 KCNJ11 KCNN3 SLC12A5 SNAP25 UNC79 WNK3	ATP6V1G2 CACNA2D2	ATP6V1G2 FAM155B FGF14 GRIN2C HCN4 KCNH7 KCNIP3 KCNJ3 WNK2	AGT ANK2 ASIC4 ATP6V1G2 CACNA1C CACNA1E CACNA2D2 CACNB2 CHRNA5 CLCA4 CNGA3 CNGA4 CRH FXYD6 HAP1 HECW2 KCNB2 KCNC1 KCNH8 KCNJ2 KCNJ3 KCNK17 KCNT2 NALCN RGS4 SCN1B SCN3B SLC16A12 SLC25A27 SLC26A7 SLC30A8 SLC6A17 SLC7A14 SLC8A1 TRPM3 UNC79 UNC80 WNK3	ATP1A3 ATP6V1G2 CACNA1E CACNA1G CHRNA5 CLCA1 GABRB3 GABRG2 HAP1 HECW2 KCNE4 KCNK3 RGS9	ANK2 CLCA1 CLCA4 GABRG2 HAP1 TRPM3	CHRNA3 CHRNA5 CHRNB2 CLCA4 HECW2 KCNC1 KCNE4 S100A1 UNC80	ASIC1 ATP6V1G2 CLCN4 GABRA1 KCNAB2 P2RX6 SLC16A12 WNK3		GABRB3 ITPR1		ABCC4 FXYD6 ITPR1 MAPK8IP2		AGT CACNA1C CACNA1E KCNC1 KCNJ3 RGS4 SNAP25	ATP6V1G2 KCNAB2 KCNE4 SLC26A7	ABCC4 ASIC1 ATP1A3 CACNA1G ITPR1 KCNAB2 KCNE4 KCNJ3 KCNK17 NEFL P2RX6 RGS4 S100A1 SLC16A12 SLC30A8 SLC7A2 UNC79 UNC80 WNK2			KCNJ2 KCNK17 NCS1 SCN3B	CLCA4 KCNC1 KCNJ3		ASIC1 CNGA4 CRH GRIN1 KCNJ11			CACNA1E CACNA1G CACNA1H CACNA2D2 HCN4 ITPR1 KCNH6 KCNK3 SLC16A12	CACNA1H FXYD1 RGS4 SCN1B SLC16A12 UNC80		ASIC1 ATP6V1G2 FXYD6 KCNAB2 SLC6A17	CACNA2D2 KCNH3 NEFL SLC7A2	ITPR1 KCNAB2 KCNH7		ATP6V1G2 CACNA2D1 CACNG4 DPP10 HECW2 KCNB2 KCNH7 KCNK16 KCNK17 RGS9	ABCC4 CACNA1G GSTM2 KCNE4 KCNK16 SCN3B SLC12A5 SLC7A2 UNC79	ABCC8 AGT ANK2 ASIC1 ASIC4 ATP1A3 ATP6V1G2 CACNA1A CACNA1C CHRNA5 CLCA4 CNIH2 DPP10 FGF14 GABRA1 GRIK5 HAP1 HCN4 KCNB2 KCNH3 KCNH6 KCNIP3 KCNJ3 KCNMA1 KCNMB2 KCNN3 NALCN RGS4 S100A1 SCN1B SLC12A5 SLC16A12 SLC7A14 SNAP25 TRPM3 UNC80	ABCC4 ASIC1 CNGA4 FAM155B FXYD6 GABRG2 GSTM2 HAP1 HCN4 KCNAB2 KCNH3 SCN3B SLC25A27 SLC6A17 SLC7A2 TRPM3			AGT ASIC4 CACNA1C CACNA1G CNGA3 FXYD1 GABRA1 GSTM2 KCNH2 KCNJ6 KCNK3 P2RX6 SLC7A14		CRH RGS4 S100A1 SCN1B	AGT ATP1A3 CACNA1B DPP10 GRIK3 GRIN2C KCNA6 MAPK8IP2 TRPM3			AGT CNIH2 FAM155B FGF14 GRIN1 GSTM2 HCN4 ITPR1 KCNH2 KCNJ11 P2RX6 S100A1 SCN1B SCN3B	CACNA1C CACNA2D2 FAM155B UNC80
