	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	DACH1	E2F7	EBF3	ETV1	FEV	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HES6	HEY1	HEYL	HHEX	HIC1	HLF	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	LTF	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU5F1	PROX1	RFX6	SETBP1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846
GO_GATED_CHANNEL_ACTIVITY		CACNA1H CHRNB2 KCNF1		ABCC8 CHRNB2 KCNF1 KCNJ11 SCN1B SCN3A	ABCC8 CHRNA3 CHRNB2 CLCNKA KCNF1 KCNJ11 SCN1B						ABCC8 CHRNA1 CHRNA3 CHRNB2 CLCNKA GABRE KCNF1 KCNH6 P2RX6 SCN1B SCN3A	ABCC8 CHRNA1 CHRNB2 CLCNKA GABRE KCNF1 KCNH6 P2RX6 SCN1B			ABCC8 CLCNKA KCNH6 KCNK3 P2RX6												ABCC8 CHRNA1 GABRE P2RX6	ABCC8 CHRNA1 GABRE KCNK3 P2RX6		CACNA1H CACNG4 CHRNA1 CHRNB2 CLCNKA GABRE KCNH6 KCNJ11 KCNK3 P2RX6	CACNA1H CACNG4 GABRE KCNH6 KCNJ11 KCNK3	CHRNA3 SCN3A	ABCC8 CACNA1H CHRNA1 CHRNA3 CLCNKA KCNF1 KCNJ11 KCNK3 P2RX6	CHRNA1 KCNK3 P2RX6	ABCC8 CACNG4 CHRNA1 KCNF1 KCNK3 P2RX6 SCN3A	CHRNA1 GABRE	CACNA1H CLCNKA KCNJ11 KCNK3 SCN1B	CACNA1H CHRNA3 CHRNB2 GABRE KCNH6 KCNK3 P2RX6 SCN1B		CACNA1H CHRNA3 GABRE KCNH6 KCNJ11 KCNK3	CACNA1H CHRNB2 GABRE KCNJ11 P2RX6 SCN1B				CACNA1H CACNG4 CHRNA1 CHRNA3 KCNF1 KCNH6 KCNJ11 P2RX6			ABCC8 CHRNA1 CLCNKA KCNF1 KCNH6 KCNJ11 KCNK3 SCN1B	ABCC8 CHRNA1 CHRNB2 CLCNKA GABRE KCNF1 KCNH6 KCNK3 SCN1B	CHRNA1 CLCNKA GABRE P2RX6 SCN3A		GABRE P2RX6		ABCC8 CHRNA3 CLCNKA				KCNH6 KCNJ11 KCNK3 P2RX6 SCN1B	ABCC8 CHRNA1 KCNF1 KCNJ11 P2RX6 SCN1B
GO_GERM_CELL_DEVELOPMENT																																											HSPA2 MDK																
GO_GLANDULAR_EPITHELIAL_CELL_DEVELOPMENT																												DLL1 INSM1 NKX2-2		DLL1 INSM1			INSM1 NKX2-2							DLL1 NKX2-2					DLL1 INSM1 NKX2-2				DLL1 INSM1										
GO_GLANDULAR_EPITHELIAL_CELL_DIFFERENTIATION											PROX1 RFX6	DLL1 PROX1 RFX6																DLL1 INSM1 NKX2-2		DLL1 INSM1 PROX1	DLL1 PROX1 RFX6		INSM1 NEUROD1 NKX2-2		INSM1 NEUROD1 PROX1 RFX6		INSM1 RFX6			DLL1 NKX2-2 PROX1	DLL1 PROX1 RFX6				DLL1 INSM1 NEUROD1 NKX2-2			INSM1 PROX1 RFX6	DLL1 INSM1 PROX1	PROX1 RFX6			DLL1 NEUROD1 RFX6						
GO_GLAND_DEVELOPMENT			CSF1R DRD2 MDK PROX1 SFRP1																									DRD2 EPHB3 INSM1 MDK QDPR SFRP1							CSF1R DRD2 EPHB3 INSM1 MDK PROX1 QDPR																							CSF1R MDK QDPR SFRP1	
GO_GLAND_MORPHOGENESIS			CSF1R MDK PROX1 SFRP1								MDK PROX1 SFRP1	CSF1R PROX1 SFRP1																		CSF1R PROX1 SFRP1	MDK PROX1 SFRP1				CSF1R MDK PROX1					CSF1R PROX1																		CSF1R MDK SFRP1	
GO_GLIAL_CELL_DEVELOPMENT								ADORA2A NKX2-2																				DLL1 MDK NKX2-2 SOX4			ADORA2A DLL1 MDK SOX4		MDK NKX2-2 SOX4							DLL1 NKX2-2	DLL1 MDK SOX4	ADORA2A DLL1 SOX4								ADORA2A MDK SOX4			ADORA2A DLL1 MDK SOX4					DLL1 MDK	
GO_GLIAL_CELL_DIFFERENTIATION								ADORA2A NKX2-2																				DLL1 MDK NKX2-2 SOX4			ADORA2A DLL1 MDK SOX4 TP73		MDK NKX2-2 SOX4 TP73								DLL1 MDK SOX4 TP73	ADORA2A DLL1 SOX4 TP73								ADORA2A MDK SOX4 TP73			ADORA2A DLL1 MDK SOX4 TP73						
GO_GLIAL_CELL_PROJECTION			AKR1B1 SLC1A2																											AKR1B1 SLC1A2	AKR1B1 SLC1A2		AKR1B1 SLC1A2	AKR1B1 SLC1A2					AKR1B1 SLC1A2			AKR1B1 SLC1A2					AKR1B1 SLC1A2	AKR1B1 SLC1A2	AKR1B1 SLC1A2										
GO_GLIAL_CELL_PROLIFERATION			CSF1R SOX4									CSF1R SOX4			CSF1R SOX4															CSF1R SOX4							CSF1R SOX4											CSF1R SOX4					CSF1R SOX4						
GO_GLIOGENESIS				CSF1R DLL1 MATN2 TP73	CSF1R DLL1 MATN2 TP73			ADORA2A NKX2-2							ADORA2A CSF1R MATN2 SOX4													DLL1 MATN2 MDK NKX2-2 SOX4			ADORA2A DLL1 MATN2 MDK SOX4 TP73		MATN2 MDK NKX2-2 SOX4 TP73				CSF1R MATN2 SOX4 TP73					ADORA2A DLL1 MATN2 SOX4 TP73								ADORA2A MDK SOX4 TP73			ADORA2A CSF1R DLL1 MATN2 MDK SOX4 TP73					CSF1R DLL1 MATN2 MDK	
GO_GLUCOCORTICOID_METABOLIC_PROCESS																														CACNA1H GAL	CACNA1H GAL		CACNA1H GAL				CACNA1H GAL	CACNA1H GAL																					
GO_GLUCOSE_METABOLIC_PROCESS																																					ACTN3 KCNJ11 PPP1R3C																						
GO_GLUTAMATERGIC_SYNAPSE			CPLX1 DRD2 RGS9 SLC1A2 SPARC	CADPS CNIH2 NPTX1 NPTXR RGS9	CADPS NPTX1 NPTXR SLC1A2			ADORA2A NPTXR	CNIH2 P2RX6 RGS9 SLC6A17				CADPS DRD2 SLC1A2		ADORA2A CNIH2 NPTX1 P2RX6 SLC1A2												CNIH2 CPLX1 DRD2 P2RX6 SPARC	CADPS CNIH2 CPLX1 DRD2 P2RX6 RGS9 SPARC		CACNG4 CADPS CNIH2 CPLX1 DRD2 NPTX1 P2RX6 SLC1A2 SPARC	ADORA2A CACNG4 CADPS CNIH2 CPLX1 NPTX1 SLC1A2		CADPS CPLX1 NPTX1 P2RX6 SLC1A2 SLC6A17		CACNG4 CADPS CPLX1 DRD2 NPTX1 NPTXR P2RX6 RGS9 SLC1A2 SPARC			CADPS CPLX1 DRD2 NPTXR P2RX6 RGS9 SLC6A17			CADPS CNIH2 CPLX1 DRD2 P2RX6 RGS9 SLC6A17	ADORA2A CNIH2 CPLX1 NPTX1 SLC1A2			CACNG4 CADPS CNIH2 NPTX1 P2RX6 RGS9 SLC6A17		CACNG4 CNIH2 CPLX1 DRD2 RGS9 SLC1A2	ADORA2A CNIH2 CPLX1 RGS9 SLC1A2 SPARC		ADORA2A CADPS CPLX1 DRD2 P2RX6 SLC6A17			ADORA2A CACNG4 CADPS CNIH2 CPLX1 NPTXR P2RX6 RGS9 SLC6A17 SPARC						
GO_GLUTAMATE_RECEPTOR_BINDING																														CACNG4 DRD2	ADORA2A CACNG4				CACNG4 DRD2												CACNG4 DRD2			ADORA2A DRD2			ADORA2A CACNG4						
GO_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY				CNIH2 RGS9					CNIH2 RGS9 SSTR1			CNIH2 RGS9 SSTR1			CNIH2 SSTR1												CNIH2 SSTR1	CNIH2 RGS9 SSTR1		CACNG4 CNIH2 SSTR1							RGS9 SSTR1								CACNG4 CNIH2 RGS9 SSTR1		CACNG4 CNIH2 RGS9	CNIH2 RGS9 SSTR1					CACNG4 CNIH2 RGS9 SSTR1					CNIH2 RGS9	CNIH2 RGS9
GO_GLUTAMATE_SECRETION			CPLX1 SLC1A2												ADORA2A SLC1A2															CPLX1 SLC1A2	ADORA2A CPLX1 SLC1A2		CPLX1 SLC1A2		CPLX1 SLC1A2							ADORA2A CPLX1 SLC1A2					CPLX1 SLC1A2	ADORA2A CPLX1 SLC1A2		ADORA2A CPLX1			ADORA2A CPLX1						
GO_GLUTAMINE_TRANSPORT																																						SLC38A3 SLC38A5	SLC38A3 SLC38A5									SLC38A3 SLC38A5					SLC38A3 SLC38A5						SLC38A3 SLC38A5
GO_GLUTATHIONE_CATABOLIC_PROCESS																																													DPEP1 GGT5				DPEP1 GGT5				DPEP1 GGT5						
GO_GLUTATHIONE_METABOLIC_PROCESS																																													DPEP1 GGT5				DPEP1 GGT5				DPEP1 GGT5						
GO_GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS																							FAM126A PLCG2												CSF1R ENPP2 FAM126A PLCG2 SOCS1																								
GO_GLYCINE_TRANSPORT											RGS4 SLC38A5 SLC6A17	RGS4 SLC38A5 SLC6A17																							RGS4 SLC38A5			SLC38A5 SLC6A17			RGS4 SLC38A5 SLC6A17								RGS4 SLC38A5				SLC38A5 SLC6A17						
GO_GLYCOLIPID_BINDING											DPEP1 HSPA2	DPEP1 HSPA2															DPEP1 HSPA2	DPEP1 HSPA2														DPEP1 HSPA2							DPEP1 HSPA2				DPEP1 HSPA2						
GO_GLYCOSAMINOGLYCAN_BINDING				CRISPLD2 DPYSL3 LTF PODXL2	CRISPLD2 LTF PODXL2				CRISPLD2 DPYSL3 LTBP2 PODXL2 PRELP SMOC2		CRISPLD2 MDK PODXL2 SFRP1	LTBP2 LTF PODXL2 PRELP SFRP1	CRISPLD2 DPYSL3 LTBP2 PRELP		CRISPLD2 LTBP2 LTF PRELP SMOC2										LTBP2 PODXL2		MDK PODXL2 SFRP1 SMOC2	DPYSL3 LTBP2 MDK PODXL2 SFRP1		CRISPLD2 LTF PODXL2 PRELP SFRP1 SMOC2	CRISPLD2 DPYSL3 MDK PRELP SFRP1 SMOC2		CRISPLD2 DPYSL3 LTF MDK PRELP		CRISPLD2 DPYSL3 LTF MDK PRELP SMOC2	LTF SMOC2		CRISPLD2 DPYSL3 LTF MDK PODXL2 SMOC2	CRISPLD2 DPYSL3 LTF PODXL2	LTF PRELP SMOC2	LTBP2 MDK PRELP SMOC2	LTBP2 PODXL2 PRELP SFRP1 SMOC2							DPYSL3 LTBP2 LTF MDK PRELP				CRISPLD2 DPYSL3 LTBP2 MDK PODXL2 SMOC2				CRISPLD2 DPYSL3	LTBP2 MDK PODXL2 SFRP1	MDK PODXL2 SFRP1 SMOC2
GO_GLYCOSYL_COMPOUND_METABOLIC_PROCESS																									AKR1B1 AMPD3																																		
GO_GOLGI_APPARATUS				CBFA2T3 CNIH2 GAL GLT8D2 GOLGA7B GPC2 PODXL2 RAB39B TP73		ADORA2A MUC5AC RAB39B TMEM59L		ADORA2A MUC5AC RAB39B TMEM59L		ADORA2A CABP7 GLT8D2 GPC2 MUC5AC	CNIH2 FAIM2 GAL GFRA1 GLT8D2 GOLGA7B GPC2 JAM3 MAP6 MMP11 MUC15 NTRK1 PDE2A PODXL2 RAB39B STMN3 TP73	CABP7 CBFA2T3 CNIH2 CPE FAIM2 GAL GFRA1 GLT8D2 GOLGA7B GPC2 JAM3 MAP6 MMP11 MUC15 PDE2A PODXL2 PRELP																														ADORA2A CABP7 CBFA2T3 CNIH2 CPE GOLGA7B GPC2 HEPACAM2 PDE2A PODXL2 PRELP TP73					CNIH2 CPE FAIM2 GFRA1 GLT8D2 GOLGA7B GPC2 HEPACAM2 MMP11 PDE2A RAB26 STMN3 TMEM59L						ADORA2A CBFA2T3 CNIH2 CPE FAIM2 GAL GFRA1 GLT8D2 GOLGA7B GPC2 HEPACAM2 JAM3 MAP6 MMP11 MUC5AC NTRK1 PODXL2 RAB26 STMN3 TP73						
GO_GOLGI_LUMEN			MMP11 MUC15 PODXL2	GPC2 PODXL2	GPC2 PODXL2				GPC2 MMP11 PODXL2 PRELP	GPC2 MUC5AC	GPC2 MMP11 MUC15 PODXL2	GPC2 MMP11 MUC15 PODXL2 PRELP		MUC15 PODXL2 PRELP	MMP11 MUC15 MUC5AC PRELP												MUC15 PODXL2	GPC2 MMP11 MUC15 PODXL2		MUC15 PODXL2 PRELP				GPC2 PRELP			GPC2 PRELP	MMP11 MUC15 PODXL2				GPC2 PODXL2 PRELP					GPC2 MMP11		GPC2 MMP11 MUC15 PRELP				GPC2 MMP11 MUC5AC PODXL2						
GO_GOLGI_MEMBRANE						ADORA2A RAB39B TMEM59L		ADORA2A RAB39B TMEM59L									ADORA2A RAB26 TMEM59L									RAB39B TMEM59L						RAB39B TMEM59L																											
GO_GRANULOCYTE_CHEMOTAXIS			CSF1R JAM3 MDK		CSF1R DPEP1						DPEP1 JAM3 MDK	CSF1R DPEP1 JAM3		CSF1R JAM3													DPEP1 JAM3 MDK SCG2	DPEP1 JAM3 MDK SCG2		CSF1R JAM3 SCG2	JAM3 MDK SCG2				CSF1R MDK SCG2														CSF1R DPEP1 JAM3 MDK				CSF1R DPEP1 JAM3 MDK					CSF1R MDK	
GO_GRANULOCYTE_MIGRATION			CD99L2 CSF1R JAM3 MDK								DPEP1 JAM3 MDK	CSF1R DPEP1 JAM3		CD99L2 CSF1R JAM3													CD99L2 DPEP1 JAM3 MDK SCG2	CD99L2 DPEP1 JAM3 MDK SCG2		CD99L2 CSF1R JAM3 SCG2	CD99L2 JAM3 MDK SCG2		CD99L2 MDK SCG2		CSF1R MDK SCG2														CD99L2 CSF1R DPEP1 JAM3 MDK				CD99L2 CSF1R DPEP1 JAM3 MDK					CSF1R MDK	
GO_GROWTH			ACTN3 CHRNA1 DRD2 GNG4 MDK PROX1 RGS4 SEMA6B SFRP1 SLC1A2 SLITRK6		ACTN3 CCDC85B DLL1 IGFBPL1 SLC1A2 SOCS1 TP73			CSH1 CSH2 IGFBPL1 RGS4			ACTN3 CCDC85B CHRNA1 GNG4 IGFBPL1 MAD2L2 MDK NINJ1 NKD1 PROX1 RGS4 SEMA6B SFRP1 SLITRK6 SOCS1 TP73	ACTN3 AGT CCDC85B CHRNA1 DLL1 GNG4 MAD2L2 NINJ1 NKD1 PROX1 RGS4 SEMA6B SFRP1 SLITRK6 SOCS1															ACTN3 AGT CHRNA1 DRD2 MDK NINJ1 RGS4 SFRP1 SLITRK6	ACTN3 CHRNA1 CSH2 DLL1 DRD2 MDK NINJ1 RGS4 SFRP1 SLITRK6			AGT CCDC85B DLL1 GNG4 MDK NINJ1 NKD1 PROX1 SFRP1 SLC1A2 SLITRK6 TP73				CHRNA1 DRD2 GNG4 MDK NINJ1 NKD1 PROX1 RGS4 SEMA6B SLC1A2 SLITRK6 SOCS1 TP73			AGT CCDC85B DRD2 GNG4 MDK NINJ1 NKD1 PROX1 SEMA6B SOCS1 TP73			ACTN3 CCDC85B DLL1 DRD2 MAD2L2 MDK PROX1 RGS4 SEMA6B SOCS1 TP73					CSH1 CSH2		CCDC85B CHRNA1 GNG4 MAD2L2 NKD1 PROX1 SEMA6B SLC1A2 SOCS1 TP73	AGT CHRNA1 CSH1 DLL1 DRD2 GNG4 MDK NINJ1 NKD1 PROX1 RGS4 SEMA6B SLC1A2 SLITRK6 TP73	AGT CCDC85B CHRNA1 DRD2 GNG4 MDK NKD1 PROX1 SEMA6B SLITRK6 TP73								CCDC85B DLL1 MAD2L2 MDK NKD1 SFRP1	ACTN3 AGT CCDC85B CHRNA1 GNG4 MAD2L2 MDK NINJ1 SFRP1 SOCS1
GO_GROWTH_FACTOR_ACTIVITY			GDF10 LEFTY1 MDK					CSH1 CSH2		AGT CSH2 GDF10			CSH1 LEFTY1	CSH1 CSH2														CSH2 LEFTY1 MDK										AGT GDF10 LEFTY1 MDK								CSH1 CSH2	GDF10 LEFTY1 MDK		AGT CSH1 LEFTY1 MDK	AGT GDF10 MDK			AGT CSH1 GDF10 LEFTY1 MDK				CSH1 GDF10		AGT GDF10 MDK
GO_GROWTH_FACTOR_BINDING											FLT1 IGFBPL1 NTRK1		FLT1 LTBP2	FLT1 IGFBPL1																			FLT1 IGFBPL1 NTRK1																										
GO_GROWTH_HORMONE_RECEPTOR_BINDING								CSH1 CSH2						CSH1 CSH2																																CSH1 CSH2													
GO_GTPASE_ACTIVITY			GNG4 RASL11B RGS16 RGS4 RGS9 TUBA1A TUBB3	RAB39B RASL11B RGS16 RGS5 RGS9		RAB39B TUBB4A		RAB39B RGS4	GNAO1 RASL11B RGS5 RGS9 TUBB3		GNAO1 GNG4 RAB39B RASD1 RASL11B RGS16 RGS4 RGS5 TUBA1A	GNAO1 GNG4 RASD1 RGS16 RGS4 RGS9 TUBA1A TUBB3			RASL11B RGS16 RGS5 TUBA1A		RAB26 TUBB4A											RAB26 RGS16 RGS4 RGS5 RGS9 TUBA1A		GNG4 RASD1 RASL11B RGS16 RGS5 TUBB3	GNAO1 GNG4 RAB39B RASD1 RASL11B RGS16 TUBB3			GNAO1 RAB26 TUBB4A	GNAO1 GNG4 RAB26 RASD1 RASL11B RGS4 RGS9			GNAO1 GNG4 RAB39B RASD1 RGS16 RGS9 TUBB3		GNG4 RAB26 RASL11B TUBA1A TUBB3 TUBB4A		GNG4 RASL11B RGS16 RGS4 TUBB3			GNG4 RAB26 RAB39B RGS5 RGS9 TUBA1A TUBB3 TUBB4A		GNAO1 RAB26 RASL11B RGS5 RGS9	GNAO1 GNG4 RASL11B RGS9 TUBB3	GNAO1 GNG4 RAB26 RASL11B RGS4 RGS5 RGS9 TUBA1A TUBB3	GNAO1 GNG4 RASL11B RGS5 TUBB3			GNAO1 GNG4 RAB26 RASL11B RGS16 RGS5 RGS9 TUBA1A TUBB3 TUBB4A	GNG4 RAB26 TUBB4A	RASD1 RGS16 RGS4			RASD1 RGS9 TUBA1A TUBB3	GNG4 RAB26 RASL11B RGS9
GO_GTPASE_REGULATOR_ACTIVITY				RGS16 RGS5 RGS9							ARHGAP9 RGS16 RGS4 RGS5 RUNDC3A	ARHGAP9 RGS16 RGS4 RGS9 RUNDC3A					RUNDC3A TBC1D3C																																						RGS16 RGS4			ARHGAP9 RGS9 TBC1D3C	
GO_GUANYL_NUCLEOTIDE_BINDING						RAB39B TUBB4A					ARL9 GNAO1 PDE2A RAB39B RASD1 RASL11B TUBA1A						RAB26 TUBB4A														GNAO1 PDE2A RAB39B RASD1 RASL11B TUBB3									RAB26 RASL11B TUBA1A TUBB3 TUBB4A					ARL9 PDE2A RAB26 RAB39B TUBA1A TUBB3 TUBB4A					ARL9 GNAO1 PDE2A RASL11B TUBB3									
GO_G_PROTEIN_COUPLED_RECEPTOR_BINDING										ADORA2A AGT							ADORA2A AGT								AGT GAL GNAO1						ADORA2A AGT GAL GNAO1 SFRP1 WNT9A																			ADORA2A AGT GAL GNAO1 WNT9A						AGT GNAO1		GAL SFRP1 WNT9A	AGT GAL SFRP1 WNT9A
GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY												AGT CPE FFAR2 GABRE GAL GNAO1 GNG4 PDE2A PTGDR2 RASD1 RGS16 RGS4 RGS9 SSTR1 SYP					ADORA2A AGT PDE6B SYP								AGT GAL GNAO1 RGS4 SSTR1 SSTR2		AGT CPE DRD2 FFAR2 GABRE GAL PTGDR2 RGS4 RGS5 SSTR1 SYP	ARHGEF25 DRD2 GABBR2 GABRE GAL PTGDR2 RGS16 RGS4 RGS5 RGS9 SSTR1 SSTR2 SYP			ADORA2A AGT CHGA CPE GABBR2 GABRE GAL GNAO1 GNG4 OR51E1 PDE2A PDE6B PTGDR2 RASD1 RGS16 SYP							AGT ARHGEF25 DRD2 GABRE GAL GNAO1 GNG4 OR51E1 PDE2A PDE6B RASD1 RGS16 RGS9 SYP												ADORA2A AGT CPE DRD2 FFAR2 GABBR2 GABRE GAL GNAO1 GNG4 PDE2A PTGDR2 RGS5						AGT ARHGEF25 GNAO1			
GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER										ADORA2A AGT		AGT GNAO1 PDE2A PTGDR2 SSTR1			ADORA2A AGT PDE2A SSTR1		ADORA2A AGT					CHGA SSTR1			AGT GNAO1 SSTR1 SSTR2		AGT DRD2 PTGDR2 SSTR1	DRD2 PTGDR2 SSTR1 SSTR2		CHGA DRD2 PDE2A PTGDR2 SSTR1	ADORA2A AGT CHGA GNAO1 PDE2A PTGDR2		AGT CHGA GNAO1 PDE2A SSTR2					AGT DRD2 GNAO1 PDE2A									CHGA DRD2 GNAO1 PDE2A PTGDR2	ADORA2A GNAO1 PTGDR2 SSTR1		ADORA2A AGT DRD2 GNAO1 PDE2A PTGDR2			ADORA2A AGT CHGA GNAO1 PTGDR2 SSTR1			AGT GNAO1			
GO_HAIR_CELL_DIFFERENTIATION												DLL1 SLITRK6																DLL1 SLITRK6		DLL1 SLITRK6	DLL1 SLITRK6																		DLL1 SLITRK6										
GO_HEAD_DEVELOPMENT			CSF1R DRD2 FAIM2 KIF1A MDK MMP2 PROX1 RGS4 SFRP1 SLC1A2 SLC38A3 SSTR1 SYNGR3		CDH22 CHRNB2 CRISPLD2 CSF1R DLL1 EPHB3 SLC1A2				CDH22 CHRNB2 CRISPLD2 CSF1R DSCAML1 NEUROD2 SLC38A3 SLC6A17 SSTR1 SYNGR3		CDH22 CHRNB2 CRISPLD2 EPHB3 FAIM2 MDK NEUROD2 PROX1 RGS4 SFRP1 SLC6A17 SSTR2	CHRNB2 CSF1R DLL1 FAIM2 NEUROD2 PROX1 RGS4 SFRP1 SLC6A17 SSTR1	CHRNB2 CRISPLD2 DRD2 FAIM2 SLC1A2 SSTR2 TOX		CRISPLD2 CSF1R DSCAML1 FAIM2 KCNK3 PROX1 SLC1A2 SSTR1		NEUROD2 NEUROG3 SYNGR3		NEUROD2 NEUROG3	NEUROD2 NEUROG3 SYNGR3		DLL1 DSCAML1 SLC38A3 SSTR1			EPHB3 KCNK3 MMP2 RGS4 SSTR1 SSTR2 TOX		DRD2 DSCAML1 EPHB3 MDK NEUROD2 RGS4 SFRP1 SSTR1	DLL1 DRD2 DSCAML1 EPHB3 KCNK3 MDK MMP2 NEUROD2 NKX2-2 RGS4 SFRP1 SLC38A3 SSTR1 SSTR2 TOX		CDH22 CHRNB2 CRISPLD2 CSF1R DLL1 DRD2 EPHB3 FAIM2 KCNK3 NEUROD2 NEUROG3 PROX1 SFRP1 SLC1A2 SSTR1	CDH22 CRISPLD2 DLL1 DSCAML1 EPHB3 FAIM2 KCNK3 MDK MMP2 NEUROD2 PROX1 SFRP1 SLC1A2 SYNGR3		CDH22 CRISPLD2 DSCAML1 KCNK3 MDK MMP2 NEUROD1 NKX2-2 SLC1A2 SLC6A17 SSTR2 SYNGR3 TOX		CDH22 CRISPLD2 CSF1R DRD2 DSCAML1 EPHB3 KCNK3 MDK MMP2 NEUROD1 PROX1 RGS4 SLC1A2 SSTR2 TOX			CHRNB2 CRISPLD2 DRD2 EPHB3 KCNK3 MDK MMP2 PROX1 SLC38A3 SLC6A17	CRISPLD2 DRD2 DSCAML1 MMP2 SLC1A2 SLC38A3	CSF1R DLL1 EPHB3 FAIM2 KCNK3 KIF1A NKX2-2 PROX1 SLC38A3 SYNGR3	CHRNB2 DLL1 DRD2 MDK MMP2 PROX1 RGS4 SLC6A17 TOX	DLL1 EPHB3 KCNK3 KIF1A MMP2 RGS4 SFRP1 SLC1A2 SLC38A3			CDH22 DLL1 KIF1A MMP2 NEUROD1 NEUROD2 NKX2-2 SFRP1 SLC6A17 SSTR1 TOX			CSF1R DSCAML1 EPHB3 FAIM2 KCNK3 PROX1 SLC1A2 SLC38A3 SSTR1 SYNGR3	CHRNB2 CSF1R DLL1 DRD2 DSCAML1 EPHB3 FAIM2 KCNK3 MDK NEUROD2 PROX1 RGS4 SLC1A2 SSTR2 SYNGR3 TOX	CDH22 CRISPLD2 DRD2 DSCAML1 FAIM2 MDK NEUROD2 PROX1 SLC6A17 SYNGR3			CDH22 CHRNB2 CRISPLD2 CSF1R DLL1 DSCAML1 EPHB3 FAIM2 KCNK3 MDK MMP2 NEUROD1 NEUROG3 SLC38A3 SLC6A17 SSTR1 SYNGR3		CRISPLD2 DSCAML1 NEUROG3 RGS4		CDH22 CRISPLD2 FAIM2 PROX1	CSF1R DLL1 KCNK3 MDK MMP2 NEUROD2 SFRP1 SLC38A3	
GO_HEAD_MORPHOGENESIS																															CRISPLD2 MMP2		CRISPLD2 MMP2	CRISPLD2 MMP2	CRISPLD2 MMP2			CRISPLD2 MMP2	CRISPLD2 MMP2														CRISPLD2 MMP2						
GO_HEART_DEVELOPMENT					DLL1 DLL4 HEYL LEFTY1 TP73							AGT CPE DLL1 PDE2A PROX1 RGS4 SOX4 SPARC			AGT CPE HSPB7 PDE2A PROX1 SOX4												AGT CPE DLL4 RGS4 SOX4 SPARC			DLL1 HEYL LEFTY1 PDE2A PROX1 SOX4 SPARC TP73	AGT CPE DLL1 HEYL PDE2A PROX1 SOX4 TP73							AGT DLL4 HEYL LEFTY1 PDE2A PROX1 SOX4 TP73			CPE DLL1 DLL4 PROX1 RGS4 SOX4 TP73	CPE DLL1 DLL4 HEYL HSPB7 LEFTY1 PDE2A RGS4 SOX4 TP73						CPE DLL4 HEYL HSPB7 LEFTY1 PROX1 SOX4 SPARC TP73		AGT CPE DLL4 PDE2A PROX1 SOX4 TP73	LEFTY1 SOX4		AGT CPE DLL1 DLL4 HEYL LEFTY1 SOX4 SPARC TP73		LEFTY1 RGS4 TP73	AGT SOX4			
GO_HEART_GROWTH											PROX1 RGS4 TP73	AGT PROX1 RGS4													AGT RGS4						AGT PROX1 TP73				PROX1 RGS4 TP73			AGT PROX1 TP73			PROX1 RGS4 TP73								AGT PROX1 RGS4 TP73	AGT PROX1 TP73					RGS4 TP73				
GO_HEART_MORPHOGENESIS					DLL1 DLL4 HEYL LEFTY1																									DLL1 HEYL LEFTY1 PROX1 SOX4	CPE DLL1 HEYL PROX1 SOX4						DLL4 LEFTY1 SOX4	DLL4 HEYL LEFTY1 PROX1 SOX4		DLL1 DLL4 LEFTY1 PROX1	CPE DLL1 DLL4 PROX1 SOX4	CPE DLL1 DLL4 HEYL LEFTY1 SOX4						CPE DLL4 HEYL LEFTY1 PROX1 SOX4	CPE DLL1 DLL4 LEFTY1 PROX1	CPE DLL4 PROX1 SOX4	LEFTY1 SOX4		CPE DLL1 DLL4 HEYL LEFTY1 SOX4					CPE DLL1 DLL4	
