Cluster	FCgroup	bindgroup	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0051588	regulation of neurotransmitter transport	15/363	139/18670	8.84189755285407e-08	8.60456240801431e-06	7.42866351185773e-06	ADCY1/STX1A/PRKCG/CHRNA5/CACNB2/UNC13A/CHRNB2/GRIK5/SYN1/SV2A/CHRNA3/SYP/RGS4/STXBP5L/SYT4	15
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0046928	regulation of neurotransmitter secretion	13/363	104/18670	1.13721405200531e-07	1.07831219597837e-05	9.30950126783294e-06	ADCY1/STX1A/PRKCG/CHRNA5/CACNB2/UNC13A/CHRNB2/GRIK5/SYN1/CHRNA3/SYP/STXBP5L/SYT4	13
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0030073	insulin secretion	18/363	207/18670	1.30462496060349e-07	1.20612577607793e-05	1.04129671197642e-05	STX1A/SSTR5/RAPGEF4/BRSK2/CACNA1C/KCNJ11/SFRP1/SNAP25/SLC30A8/NKX6-1/FFAR1/VGF/GPR119/STXBP5L/GCK/UCN3/GIP/CHGA	18
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0030534	adult behavior	15/363	144/18670	1.41523026669762e-07	1.27646866493849e-05	1.10202654657096e-05	PBX3/TMOD1/GRIN1/NRXN2/CHRNA5/EFNB3/CHRNB2/CEND1/UNC79/UCHL1/PCDH17/NPY/CHRNA3/BRS3/GIP	15
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0048167	regulation of synaptic plasticity	17/363	187/18670	1.54133347965645e-07	1.35710743042132e-05	1.17164522400953e-05	MAP1B/ADCY1/RGS14/BRSK1/GRIN1/AGT/ARC/SCT/SNAP25/UNC13A/MAP1A/KIT/JPH4/SYP/LZTS1/SYT4/GIP	17
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:1904062	regulation of cation transmembrane transport	23/363	342/18670	2.70260120428457e-07	2.32423703568473e-05	2.00660696513956e-05	KCNAB2/WNK2/GRIN1/REM2/AGT/KCNH2/SCN1B/WNK3/S100A1/ARC/CACNB2/MAPK8IP2/CACNA1C/KCNJ11/KCNJ2/ANK2/JPH4/CACNG7/HECW2/FHL1/CNIH2/RGS4/SLC8A1	23
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:2000300	regulation of synaptic vesicle exocytosis	11/363	78/18670	3.13260493639643e-07	2.63281205790773e-05	2.27301214643311e-05	ADCY1/STX1A/PRKCG/CHRNA5/CACNB2/CHRNB2/GRIK5/SYN1/SYP/STXBP5L/SYT4	11
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0050796	regulation of insulin secretion	16/363	176/18670	3.58251798187519e-07	2.94403366599432e-05	2.54170223135145e-05	STX1A/SSTR5/RAPGEF4/BRSK2/CACNA1C/KCNJ11/SFRP1/SNAP25/SLC30A8/NKX6-1/FFAR1/STXBP5L/GCK/UCN3/GIP/CHGA	16
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0097485	neuron projection guidance	20/363	277/18670	5.40964252383488e-07	4.34888218546552e-05	3.7545642505243e-05	TUBB3/CELSR3/SCN1B/DPYSL4/TUBB2B/VSTM2L/PAX6/PLXNC1/KIF5A/EFNB3/LGR6/BOC/GFRA3/CRMP1/NFASC/KIF5C/DOK6/GFRA1/RET/ARX	20
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:1903305	regulation of regulated secretory pathway	15/363	160/18670	5.60981963734604e-07	4.41385383380971e-05	3.81065687795533e-05	ADCY1/STX1A/PRKCG/CHRNA5/CACNB2/CACNA1H/CHRNB2/GRIK5/GATA2/SYN1/SYP/CDK5R2/STXBP5L/SYT4/SYT5	15
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0060047	heart contraction	20/363	280/18670	6.41297253735852e-07	4.94066092565662e-05	4.26547054951938e-05	GCH1/ACE/AGT/KCNH2/SCN1B/S100A1/CACNB2/CACNA1C/KCNJ11/CACNA1H/KCNJ2/ANK2/ATP1A3/CACNG7/TACR3/RGS4/SLC8A1/SGCD/GNAO1/CHGA	20
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0015837	amine transport	12/363	102/18670	6.83543228460396e-07	5.15865889560519e-05	4.45367693215979e-05	STX1A/AGT/DDC/CHRNB2/SV2A/CHRNA3/SLC38A3/FFAR3/RGS4/SYT4/SYT5/CHGA	12
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0021700	developmental maturation	20/363	284/18670	8.01533493591735e-07	5.92814171860447e-05	5.11800228644996e-05	MAP1B/DEFB1/GRIN1/DCHS1/CDKN1C/UNC13A/CEND1/GATA2/C1QL1/CCL19/MMP2/NKX6-1/NFASC/SYP/CDK5R2/IGSF21/RET/SYT4/ASCL1/FEV	20
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0007218	neuropeptide signaling pathway	12/363	104/18670	8.44667485872394e-07	6.12466737795317e-05	5.2876707629535e-05	NPPB/NPW/SCG5/SSTR5/ECEL1/SSTR1/CPE/SSTR3/PCSK1N/PYY/NPY/PTGDR2	12
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0003015	heart process	20/363	290/18670	1.11114752446856e-06	7.90196835670143e-05	6.82208591439909e-05	GCH1/ACE/AGT/KCNH2/SCN1B/S100A1/CACNB2/CACNA1C/KCNJ11/CACNA1H/KCNJ2/ANK2/ATP1A3/CACNG7/TACR3/RGS4/SLC8A1/SGCD/GNAO1/CHGA	20
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0010769	regulation of cell morphogenesis involved in differentiation	20/363	301/18670	1.97525350430342e-06	0.000137820518092718	0.000118985975740859	MAP1B/LIMS2/BRSK1/APOA1/GRIN1/SPP1/TUBB2B/BRSK2/ARC/MAP2/PLXNC1/EFNB3/CHRNB2/NKX6-1/CHRNA3/HECW2/PAK3/LZTS1/RET/ISLR2	20
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0007411	axon guidance	19/363	276/18670	2.12089021207359e-06	0.000145241703782373	0.000125392982713825	TUBB3/CELSR3/SCN1B/TUBB2B/VSTM2L/PAX6/PLXNC1/KIF5A/EFNB3/LGR6/BOC/GFRA3/CRMP1/NFASC/KIF5C/DOK6/GFRA1/RET/ARX	19
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0008016	regulation of heart contraction	18/363	251/18670	2.20993289231479e-06	0.000148587851559638	0.000128281846170158	GCH1/AGT/KCNH2/SCN1B/S100A1/CACNB2/CACNA1C/KCNJ11/CACNA1H/KCNJ2/ANK2/ATP1A3/CACNG7/TACR3/RGS4/SLC8A1/GNAO1/CHGA	18
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0051952	regulation of amine transport	11/363	95/18670	2.34211646967819e-06	0.000154663334015534	0.000133527053619059	STX1A/AGT/CHRNB2/SV2A/CHRNA3/SLC38A3/FFAR3/RGS4/SYT4/SYT5/CHGA	11
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0008306	associative learning	10/363	78/18670	2.65262413500056e-06	0.000172094807916352	0.000148576343517206	RGS14/BRSK1/GRIN1/NDRG4/AGT/SNAP25/CHRNB2/MAP1A/KIT/NPTX2	10
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0022604	regulation of cell morphogenesis	26/363	484/18670	3.24162471390101e-06	0.000206681520551826	0.000178436438425803	MAP1B/LIMS2/PLEKHO1/BRSK1/APOA1/GRIN1/SPP1/TUBB2B/BRSK2/ARC/MAP2/PLXNC1/PALMD/UNC13A/EFNB3/CHRNB2/KIT/NKX6-1/CACNG7/CHRNA3/HECW2/PAK3/LZTS1/RET/SYT4/ISLR2	26
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0086012	membrane depolarization during cardiac muscle cell action potential	6/363	23/18670	3.9557723387393e-06	0.000247939764553525	0.000214056333691281	SCN1B/CACNB2/CACNA1C/KCNJ2/ANK2/SLC8A1	6
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0002027	regulation of heart rate	11/363	101/18670	4.29711142659602e-06	0.000260503574681181	0.000224903174406656	GCH1/AGT/KCNH2/SCN1B/CACNB2/CACNA1C/KCNJ2/ANK2/TACR3/RGS4/SLC8A1	11
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0007631	feeding behavior	11/363	101/18670	4.29711142659602e-06	0.000260503574681181	0.000224903174406656	NPW/GRIN1/AGT/NEGR1/CHRNB2/PYY/UCHL1/NPY/TACR3/BRS3/DACH1	11
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:1903522	regulation of blood circulation	19/363	297/18670	6.17401494220149e-06	0.000368250117036469	0.000317925081828474	GCH1/ACE/AGT/KCNH2/SCN1B/S100A1/CACNB2/CACNA1C/KCNJ11/CACNA1H/KCNJ2/ANK2/ATP1A3/CACNG7/TACR3/RGS4/SLC8A1/GNAO1/CHGA	19
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0043270	positive regulation of ion transport	18/363	275/18670	7.91969302606496e-06	0.000464873409688702	0.000401343842072766	WNK2/APOA1/GRIN1/AGT/KCNH2/SCN1B/WNK3/S100A1/ARC/CACNB2/KCNJ11/KCNJ2/ANK2/CHRNB2/FFAR1/SLC38A3/FHL1/SYT4	18
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0035637	multicellular organismal signaling	15/363	204/18670	1.15172201219356e-05	0.000665479375170589	0.000574535010359055	AGT/KCNH2/SCN1B/CACNB2/CACNA1C/KCNJ11/CACNA1H/KCNJ2/ANK2/ATP1A3/JAM3/CACNG7/NFASC/SLC8A1/SCN3A	15
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0098930	axonal transport	8/363	58/18670	1.55204408215275e-05	0.000882993694738597	0.000762323838246041	MAP2/KIF5A/AP3B2/MAP1A/UCHL1/KIF5C/KIF1A/CNIH2	8
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0050808	synapse organization	22/363	408/18670	1.76215790089811e-05	0.000987342411745641	0.000852412266893777	MAP1B/TUBA1A/GRIN1/NRXN2/ARC/CACNB2/BSN/UNC13A/INA/CHRNB2/LRFN1/SYN1/CAMKV/C1QL1/PCDH17/GABRA1/NFASC/ELFN1/FRMPD4/RAB39B/PAK3/IGSF21	22
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0019932	second-messenger-mediated signaling	23/363	439/18670	1.79688412263138e-05	0.000991772759028486	0.000856237163227178	NPPB/DEFB1/ADCY1/GRIN1/RAPGEF4/AGT/APLP1/SAMD14/SCT/CACNA1C/ANK2/ADCY2/JPH4/RUNDC3A/PTGDR2/NCALD/PDE2A/SLC8A1/SGCD/UCN3/GNG2/GIP/CHGA	23
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0006936	muscle contraction	20/363	360/18670	2.78445353492716e-05	0.00151425134884715	0.00130731386554707	TMOD2/TMOD1/AGT/KCNH2/SCN1B/CACNB2/CACNA1C/CACNA1H/KCNJ2/ANK2/CHRNB2/KIT/CHRNA3/TACR3/SLC8A1/KCNB2/SGCD/MLN/GNAO1/CHGA	20
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0035418	protein localization to synapse	8/363	63/18670	2.88197163894072e-05	0.00154456972765258	0.00133348893682795	GRASP/GRIN1/NRXN2/BSN/SNAP25/KIF5A/MAP1A/KIF5C	8
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0032386	regulation of intracellular transport	22/363	423/18670	3.05428684686812e-05	0.00161353610853119	0.00139303037692496	MX2/MAP1B/ADCY1/GRASP/STX1A/PRKCG/IFI27/NDRG4/CHRNA5/BRSK2/CACNB2/LCP1/MAP2/CHRNB2/GRIK5/REEP2/GATA2/SYN1/SYP/CNIH2/STXBP5L/SYT4	22
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0010959	regulation of metal ion transport	21/363	394/18670	3.24020855170279e-05	0.00168764665129534	0.00145701297810446	KCNAB2/WNK2/GRIN1/REM2/AGT/KCNH2/SCN1B/WNK3/S100A1/CACNB2/CACNA1C/KCNJ2/ANK2/JPH4/FFAR1/HECW2/FHL1/RGS4/SLC8A1/GCK/GNAO1	21
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0008277	regulation of G protein-coupled receptor signaling pathway	12/363	149/18670	3.54679976288162e-05	0.00179206920608964	0.00154716515387261	TMOD2/RGS14/RGS5/RGS11/APLP1/GNG4/RGS16/TUB/PTGDR2/SYP/RGS4/CHGA	12
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0051047	positive regulation of secretion	22/363	428/18670	3.64486030678912e-05	0.00179206920608964	0.00154716515387261	NPPB/PARD6A/STX1A/SPP1/AGT/CACNB2/SCT/CADPS/CACNA1H/UNC13A/CHRNB2/GATA2/CCL19/SLC30A8/NKX6-1/FFAR1/FFAR2/CDK5R2/SYT4/GCK/UCN3/GIP	22
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0008089	anterograde axonal transport	7/363	48/18670	3.67538521185569e-05	0.00179206920608964	0.00154716515387261	MAP2/KIF5A/AP3B2/MAP1A/KIF5C/KIF1A/CNIH2	7
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0010107	potassium ion import	7/363	48/18670	3.67538521185569e-05	0.00179206920608964	0.00154716515387261	WNK2/KCNH2/WNK3/KCNJ11/KCNJ2/SLC12A5/ATP1A3	7
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0016486	peptide hormone processing	6/363	33/18670	3.68299782755037e-05	0.00179206920608964	0.00154716515387261	ECE2/SCG5/ACE/CPE/PCSK1N/CES1	6
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:1903532	positive regulation of secretion by cell	21/363	399/18670	3.89265132438654e-05	0.00186948371397162	0.00161400020052828	PARD6A/STX1A/SPP1/AGT/CACNB2/SCT/CADPS/CACNA1H/UNC13A/CHRNB2/GATA2/CCL19/SLC30A8/NKX6-1/FFAR1/FFAR2/CDK5R2/SYT4/GCK/UCN3/GIP	21
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0007187	G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger	16/363	256/18670	4.41332328906101e-05	0.00209236788755739	0.00180642503855898	ADCY1/SSTR5/AGT/APLP1/SSTR1/SSTR3/ADCY2/NPY/PTGDR2/FFAR3/GRIK3/PDE2A/UCN3/GNG2/GNAO1/CHGA	16
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0031667	response to nutrient levels	24/363	499/18670	4.69419899503426e-05	0.00219736049159958	0.00189706936068473	EIF4EBP1/MAP1B/APOA1/GRIN1/SPP1/PRKCG/RRAGD/SCT/KCNJ11/SFRP1/SSTR1/SSTR3/PCSK1N/NPY/VGF/SLC38A3/GAST/SLC8A1/CSH2/CSH1/UCN3/GIP/ASCL1/SST	24
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0002791	regulation of peptide secretion	24/363	500/18670	4.84443252899527e-05	0.00223933893652806	0.00193331103426877	PARD6A/STX1A/APOA1/SSTR5/RAPGEF4/BRSK2/SCT/CACNA1C/KCNJ11/SFRP1/SNAP25/CCL19/SLC30A8/NKX6-1/FFAR1/CD200/FFAR3/FFAR2/STXBP5L/SYT4/GCK/UCN3/GIP/CHGA	24
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0032412	regulation of ion transmembrane transporter activity	16/363	260/18670	5.31252090994481e-05	0.00242539534876246	0.00209394099023556	WNK2/GRIN1/REM2/SCN1B/WNK3/S100A1/ARC/CACNB2/MAPK8IP2/KCNJ11/ANK2/JPH4/CACNG7/HECW2/FHL1/CNIH2	16
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0008088	axo-dendritic transport	8/363	69/18670	5.62312392681906e-05	0.00253589174163133	0.00218933695379233	MAP2/KIF5A/AP3B2/MAP1A/UCHL1/KIF5C/KIF1A/CNIH2	8
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0001764	neuron migration	12/363	157/18670	5.92257640842231e-05	0.00261340454277795	0.00225625686096198	MAP1B/CELSR3/TUBB2B/PAX6/GATA2/GFRA3/IGSF10/NKX6-1/CDK5R2/DCX/ARX/ASCL1	12
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0008217	regulation of blood pressure	13/363	182/18670	5.93634347196723e-05	0.00261340454277795	0.00225625686096198	NPPB/GCH1/ACE/AGT/DLL1/NPY/TACR3/BRS3/SUCNR1/FFAR3/NCALD/CES1/CHGA	13
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0048168	regulation of neuronal synaptic plasticity	7/363	52/18670	6.24771336448721e-05	0.00270045915580369	0.0023314145966675	GRIN1/AGT/ARC/UNC13A/KIT/SYP/SYT4	7
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0050770	regulation of axonogenesis	13/363	183/18670	6.2801375716365e-05	0.00270045915580369	0.0023314145966675	MAP1B/BRSK1/GRIN1/SPP1/TUBB2B/BRSK2/MAP2/PLXNC1/EFNB3/NKX6-1/PAK3/RET/ISLR2	13
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0022898	regulation of transmembrane transporter activity	16/363	268/18670	7.60688547226496e-05	0.0032333635030386	0.00279149227312518	WNK2/GRIN1/REM2/SCN1B/WNK3/S100A1/ARC/CACNB2/MAPK8IP2/KCNJ11/ANK2/JPH4/CACNG7/HECW2/FHL1/CNIH2	16
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0086091	regulation of heart rate by cardiac conduction	6/363	38/18670	8.45830508207494e-05	0.00355441047653558	0.00306866498970494	KCNH2/SCN1B/CACNB2/CACNA1C/KCNJ2/ANK2	6
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0007586	digestion	11/363	139/18670	8.76276265585109e-05	0.00364097711250981	0.00314340143526864	APOA4/APOA1/WNK3/SCT/SLC26A7/PGA3/UCN3/PGA4/ARX/PGA5/SST	11
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0045956	positive regulation of calcium ion-dependent exocytosis	5/363	25/18670	0.00010422957348679	0.00428267736393497	0.00369740697526822	STX1A/CACNB2/CACNA1H/CDK5R2/SYT4	5
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0050806	positive regulation of synaptic transmission	12/363	168/18670	0.000113571346957717	0.00461524001153447	0.00398452163473401	ADCY1/RGS14/STX1A/GRIN1/ARC/CACNB2/SNAP25/UNC13A/CHRNB2/CACNG7/RGS4/GIP	12
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0055123	digestive system development	11/363	146/18670	0.00013604235662657	0.00540951220220492	0.00467024864344525	DCHS1/CDKN1C/SCT/SFRP1/PYY/KIT/NPY/IGF2/RET/GIP/ASCL1	11
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0061337	cardiac conduction	11/363	146/18670	0.00013604235662657	0.00540951220220492	0.00467024864344525	AGT/KCNH2/SCN1B/CACNB2/CACNA1C/KCNJ11/KCNJ2/ANK2/ATP1A3/CACNG7/SLC8A1	11
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0007626	locomotory behavior	13/363	198/18670	0.000139387053819668	0.00548354601090567	0.00473416499703307	PBX3/TMOD1/GRIN1/NEGR1/SNAP25/EFNB3/CHRNB2/CEND1/UCHL1/C1QL1/CHRNA3/GIP/GNAO1	13
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0032409	regulation of transporter activity	16/363	283/18670	0.00014329141014958	0.00556010696924506	0.00480026314016688	WNK2/GRIN1/REM2/SCN1B/WNK3/S100A1/ARC/CACNB2/MAPK8IP2/KCNJ11/ANK2/JPH4/CACNG7/HECW2/FHL1/CNIH2	16
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0007215	glutamate receptor signaling pathway	9/363	100/18670	0.000144340256638055	0.00556010696924506	0.00480026314016688	GRIN1/ARC/MAPK8IP2/UNC13A/SSTR1/GRIK5/CACNG7/GRIK3/CNIH2	9
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0031110	regulation of microtubule polymerization or depolymerization	8/363	79/18670	0.000148255795551783	0.00565206115412881	0.00487965087258338	MAP1B/CLIP3/STMN3/STMN2/MAP2/NAV3/MAP1A/STMN4	8
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0050708	regulation of protein secretion	22/363	472/18670	0.000151948993194553	0.00573292000277898	0.00494945955663905	PARD6A/STX1A/APOA1/SSTR5/RAPGEF4/BRSK2/CACNA1C/KCNJ11/SFRP1/SNAP25/CCL19/SLC30A8/NKX6-1/FFAR1/CD200/FFAR2/STXBP5L/SYT4/GCK/UCN3/GIP/CHGA	22
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0051668	localization within membrane	11/363	148/18670	0.000153477306726641	0.00573292000277898	0.00494945955663905	GRASP/NRXN2/ARC/SNAP25/KIF5A/GRIK5/REEP2/CALY/CACNG7/KIF5C/CNIH2	11
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0098840	protein transport along microtubule	4/363	15/18670	0.000161910002664296	0.00592815039457985	0.00511800977676715	KIF5A/MAP1A/KIF5C/KIF1A	4
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0099118	microtubule-based protein transport	4/363	15/18670	0.000161910002664296	0.00592815039457985	0.00511800977676715	KIF5A/MAP1A/KIF5C/KIF1A	4
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0050433	regulation of catecholamine secretion	7/363	62/18670	0.000194486862972534	0.0069719000376819	0.00601912066673001	STX1A/AGT/CHRNB2/FFAR3/SYT4/SYT5/CHGA	7
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:2001257	regulation of cation channel activity	12/363	178/18670	0.000195670571826066	0.0069719000376819	0.00601912066673001	GRIN1/REM2/SCN1B/S100A1/ARC/CACNB2/MAPK8IP2/KCNJ11/ANK2/JPH4/CACNG7/CNIH2	12
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0007019	microtubule depolymerization	6/363	44/18670	0.00019607290533232	0.0069719000376819	0.00601912066673001	MAP1B/STMN3/STMN2/NAV3/MAP1A/STMN4	6
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0043266	regulation of potassium ion transport	9/363	105/18670	0.000209466376686222	0.00737720629510142	0.00636903779939159	KCNAB2/WNK2/KCNH2/WNK3/KCNJ2/ANK2/FHL1/RGS4/GCK	9
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0097091	synaptic vesicle clustering	4/363	16/18670	0.000212581007489571	0.0074162694877022	0.0064027626188269	BRSK1/BRSK2/SYN1/PCDH17	4
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0050432	catecholamine secretion	7/363	64/18670	0.00023764556961061	0.00821320856467324	0.00709079205734364	STX1A/AGT/CHRNB2/FFAR3/SYT4/SYT5/CHGA	7
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0006883	cellular sodium ion homeostasis	4/363	17/18670	0.000273745107300931	0.00928724226420958	0.00801804838670908	C7/AGT/ATP1A3/SLC8A1	4
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0021514	ventral spinal cord interneuron differentiation	4/363	17/18670	0.000273745107300931	0.00928724226420958	0.00801804838670908	PAX6/GATA2/NKX6-1/ASCL1	4
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0001508	action potential	10/363	133/18670	0.00027693425602043	0.00931002617057772	0.00803771864602836	KCNH2/SCN1B/CACNB2/CACNA1C/CACNA1H/KCNJ2/ANK2/CHRNB2/SLC8A1/SCN3A	10
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0019935	cyclic-nucleotide-mediated signaling	13/363	215/18670	0.000312804800240692	0.0104211905521629	0.00899703138103384	NPPB/DEFB1/ADCY1/RAPGEF4/APLP1/SCT/ADCY2/RUNDC3A/PDE2A/UCN3/GNG2/GIP/CHGA	13
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0043268	positive regulation of potassium ion transport	6/363	48/18670	0.000319316899234413	0.010543159762222	0.00910233228738699	WNK2/KCNH2/WNK3/KCNJ2/ANK2/FHL1	6
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0003012	muscle system process	21/363	465/18670	0.000326702384367222	0.0106915523662831	0.00923044556856808	TMOD2/TMOD1/AGT/KCNH2/SCN1B/CACNB2/CACNA1C/CACNA1H/KCNJ2/ANK2/CHRNB2/KIT/CHRNA3/TACR3/RGS4/SLC8A1/KCNB2/SGCD/MLN/GNAO1/CHGA	21
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:1901379	regulation of potassium ion transmembrane transport	8/363	90/18670	0.000366169445052172	0.0118780228754643	0.0102547731010456	KCNAB2/WNK2/KCNH2/WNK3/KCNJ2/ANK2/FHL1/RGS4	8
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0045666	positive regulation of neuron differentiation	18/363	371/18670	0.000372451384195685	0.0119767410326578	0.0103400004417896	MAP1B/GPC2/NDRG4/AGT/SCN1B/TUBB2B/STMN2/PLXNC1/NEGR1/UNC13A/GATA2/NKX6-1/CACNG7/PAK3/RET/SYT4/ISLR2/ASCL1	18
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0086003	cardiac muscle cell contraction	7/363	69/18670	0.000379889253673674	0.012110607414528	0.0104555726532872	KCNH2/SCN1B/CACNB2/CACNA1C/KCNJ2/ANK2/SGCD	7
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0071695	anatomical structure maturation	11/363	165/18670	0.000394447911614324	0.0124672510867502	0.010763477426237	GRIN1/DCHS1/CDKN1C/CEND1/C1QL1/MMP2/NKX6-1/NFASC/CDK5R2/RET/FEV	11
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0014072	response to isoquinoline alkaloid	5/363	33/18670	0.000409838788155073	0.0126298653216455	0.0109038688111784	GRIN1/PRKCG/TACR3/RGS4/GNAO1	5
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0043278	response to morphine	5/363	33/18670	0.000409838788155073	0.0126298653216455	0.0109038688111784	GRIN1/PRKCG/TACR3/RGS4/GNAO1	5
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0051955	regulation of amino acid transport	5/363	33/18670	0.000409838788155073	0.0126298653216455	0.0109038688111784	AGT/SV2A/SLC38A3/RGS4/SYT4	5
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0060078	regulation of postsynaptic membrane potential	10/363	140/18670	0.000417777410523717	0.0127293262193327	0.0109897373895523	STX1A/GRIN1/CHRNA5/MAPK8IP2/CHRNB2/GRIK5/GABRA1/CHRNA3/GRIK3/RGS4	10
