	AEBP1	ARNT2	ARX	ASCL1	ASCL2	E2F7	ETV1	FEV	FOXD4L5	FOXJ1	GATA2	HES4	HLF	HMBOX1	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU2F2	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	TFCP2L1	TP73	ZNF519	ZNF846
GO_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	1	1	1	1	1	1	1	0.00209831805767	1	1	1	1	1	1	1	1	1	0.367018822932	1	1	1	1	1	1	0.0236040874435	1	1	1	1	1	1	1	1	1	0.372374864067	1	1	1	1	1	1
GO_POTASSIUM_CHANNEL_ACTIVITY	1	1	1	0.00212449455954	1	1	0.0511767600882	1	1	1	0.102619312326	1	1	1	1	1	0.0511767600882	0.0	1	0.0236212964214	1	1	1	1	1	1	1	0.195605899338	1	1	1	1	1	1	0.453506440278	1	1	1	1	1	1
GO_POTASSIUM_CHANNEL_COMPLEX	1	1	1	0.0569997983046	1	1	1	0.937021188464	1	1	0.589343661763	1	1	1	1	1	1	0.00272492047444	1	1	1	1	1	1	1	1	1	0.0156671047472	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	0.0343995587503	1	1	1	1	1	1	0.346855891231	1	1	1	1	1	0.386429077276	5.01953976424e-05	1	0.434906630106	1	1	1	1	1	1	1	0.0702669775388	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_POTASSIUM_ION_TRANSPORT	1	1	1	0.00521934643698	1	1	0.18510441517	1	1	1	0.0222737176061	1	1	1	1	1	0.0421924644993	0.000677365705302	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_PRESYNAPSE	1	1	0.0510240901366	1	1	1	0.00332210773316	1	1	1	0.17656623895	1	1	1	1.81526956244e-06	0.00127953365504	0.000936038895658	0.0	1	1	1	0.0434642635768	1	1	1.27196053843e-05	0.0272348413098	1	0.0480003866092	1	1	0.0	1	1	0.0211829960335	5.35269731683e-05	1	0.000596836540287	1	1	1	1
GO_PRESYNAPTIC_MEMBRANE	1	1	1	1	1	1	1	1	1	1	0.0513683653341	1	1	1	1	1	1	0.10780466507	1	1	1	1	1	1	0.169865563743	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_BLOOD_CIRCULATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00017375619677	1	1	1	0.0325629884744	1	1	1	1	1	0.00347934234752	1	1	1	1	1	0.629933934567	0.0150650548566	1	1	1	1	1	1
GO_REGULATION_OF_BLOOD_PRESSURE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.22744603274	1	1	1	1	1	1	1	1
GO_REGULATION_OF_CATION_TRANSMEMBRANE_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.899697575437	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_CELL_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0100356576763	1	1	0.00821325583105	1	1	1	1	1	2.97507916536e-05	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0101059560318	1	1	1	1	1	0.0142117373337	1	1	0.000683780326141	1	1	1	1	1	0.0911339529868	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_EXOCYTOSIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.182258659125	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_HEART_RATE_BY_CARDIAC_CONDUCTION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0406954023043	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_HORMONE_LEVELS	1	1	1	1	1	1	1	1	1	1	0.00015010262392	1	1	1	0.000159544417308	1	0.316590009932	0.00639679106168	1	1	1	1	1	1	1	1	1	0.0444901377669	1	1	1	1	1	0.85697500463	1	1	1	1	1	1	1
GO_REGULATION_OF_HORMONE_SECRETION	1	1	1	1	1	1	1	0.223386405186	1	1	0.00376808742337	1	1	1	8.51594595619e-05	1	1	0.102929784572	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.389332764611	1	1	0.113915955083	1	1	1	1
GO_REGULATION_OF_INSULIN_SECRETION	1	1	1	1	1	1	1	1	1	1	0.366472639946	1	1	1	0.00543612507498	1	1	0.214960576852	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORT	1	1	1	0.204668522878	1	1	0.00606321109477	1	1	1	0.165525557768	1	1	1	0.851459372194	1	1	6.65373187214e-06	1	1	1	1	1	1	0.396662930792	0.168464639914	1	0.0500324110245	1	1	0.287783210749	1	1	0.0651456214832	0.171573801457	1	0.00178619015846	1	1	1	1
GO_REGULATION_OF_ION_TRANSPORT	1	1	1	0.018511291347	1	1	5.05670504973e-05	1	1	1	0.0681678646388	1	1	1	0.121534694029	1	1	2.01768314546e-05	1	0.349555677966	1	1	1	1	0.00230682336558	0.404286886158	1	0.128878546442	1	1	0.285084326052	1	1	0.0151313861297	0.0499964651082	1	0.000108289494068	1	1	1	1
GO_REGULATION_OF_MEMBRANE_POTENTIAL	1	1	1	1	1	1	0.0	0.0599165546678	0.410231523488	1	0.0	1	1	1	0.00808929619574	1	0.0698853414274	0.0	1	1	1	0.00079956465312	1	1	0.0129916716588	0.0315121333511	1	0.0318371722758	1	1	1	1	1	0.00184362611923	0.00532820309331	1	0.6715274376	1	1	1	1
GO_REGULATION_OF_METAL_ION_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.854017916226	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	1	1	1	1	1	1	0.478294566224	1	1	1	1	1	1	1	1	0.0322781302241	1	1	1	1	1	0.000461683161285	1	1	6.91650562268e-06	1	1	1	1	1	0.0	1	1	1	0.616011981812	1	1	1	1	1	1
GO_REGULATION_OF_NEURON_DIFFERENTIATION	1	1	1	1	1	1	0.0419136891336	1	1	1	1	1	1	1	1	0.0402164567314	1	1	1	1	1	0.00434801722146	1	1	4.41415646036e-05	1	1	0.576814207246	1	1	0.0	1	1	1	0.0518446065007	1	1	1	1	1	1
GO_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	1	1	1	1	1	1	0.252690554953	1	1	1	1	1	1	1	1	0.211460762417	1	1	1	1	1	0.111801205225	1	1	0.0	1	1	0.556766821352	1	1	0.00147982348012	1	1	1	0.533279612143	1	1	1	1	1	1
GO_REGULATION_OF_NEUROTRANSMITTER_LEVELS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00512567901009	1	1	1	1	1	1	1	0.0214876518554	1	1	1	1	1	1	1	1	1	0.533154932038	1	1	1	1	1	1
GO_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.323940427246	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_PEPTIDE_HORMONE_SECRETION	1	1	1	1	1	1	0.408542036297	1	1	1	0.10088204023	1	1	1	0.000411094349377	1	1	0.0303588380449	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.44017108357	1	1	1	1
GO_REGULATION_OF_PEPTIDE_SECRETION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.243986998651	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_REGULATED_SECRETORY_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.664330757191	0.968523690319	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_SECRETION	1	1	1	1	1	1	0.0372952516695	0.791111206554	1	1	0.00777257013969	1	1	1	0.000678520753971	1	0.0372952516695	0.00380335074525	1	1	1	1	1	1	0.0373546397005	1	1	0.457359648793	1	1	1	1	1	1	1	1	0.0115750895906	1	1	1	1
GO_REGULATION_OF_SYNAPTIC_PLASTICITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.102613488056	1	1	0.859367101767	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_SYNAPTIC_VESICLE_CYCLE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0243336444993	1	1	1	1	1	1	1	0.765677629137	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_SYNAPTIC_VESICLE_EXOCYTOSIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.713292338864	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_SYSTEM_PROCESS	1	1	1	1	1	1	0.00476094194299	1	1	1	0.556110967884	1	1	1	1	1	1	5.16239128387e-05	1	1	1	0.0	1	1	0.874291317537	1	1	7.95876723355e-05	1	1	1	1	1	1	0.00778177575553	1	1	1	1	1	1
GO_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	1	1	1	0.427181743782	1	1	0.0146173336143	1	1	1	0.100875154138	1	1	1	1	1	1	9.04568650506e-05	1	1	1	1	1	1	0.428777839841	0.6399212935	1	0.0861628959184	1	1	0.82091720797	1	1	0.0520557426159	0.482577901216	1	0.0239934998124	1	1	1	1
GO_REGULATION_OF_TRANSPORT	1	1	1	0.026218730027	0.0659944287365	1	0.0	0.00253824085679	1	1	0.0	1	1	1	3.99327885052e-05	1	0.0119470225261	0.0	1	0.412382306111	1	1	1	1	0.0	1	1	0.00335109413947	1	1	0.0	1	1	0.0118539785085	0.0024940827598	0.204210361355	0.0	0.17228610452	1	1	1
GO_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING	1	1	1	1	0.399166268521	1	0.000207306952582	1	0.185043326305	1	0.156841946534	1	1	1	1	1	0.00319198288958	0.00045644350771	1	1	1	0.000356519066733	1	1	0.0	0.235508139219	1	0.00262361015245	1	1	1.55827267093e-05	1	1	0.207871147042	0.00239398536447	1	1	0.647894534207	0.927588708138	1	1
GO_SECRETION	1	1	1	1	1	1	1	1	1	1	0.140989146014	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_SIGNAL_RELEASE	1	1	1	1	0.64881576284	1	0.00297143494224	0.00221654903533	1	1	0.000149341102752	1	1	1	0.000988037823	1	0.00026747560969	0.0021268465293	1	1	1	1	1	1	0.00607536497696	1	1	0.00151816769513	1	1	0.347392782359	1	1	0.715489125726	0.00517324228698	1	0.00074373290659	1	1	1	1
GO_SITE_OF_POLARIZED_GROWTH	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.105740357542	1	1	1	1	1	1	1	1	1	1	1	1	0.0333197852919	1	1	1	1	1	1	1	1	1	1
GO_SOMATODENDRITIC_COMPARTMENT	1	1	0.00905339758974	1	1	1	0.0	0.000274091675033	0.0700731353606	1	0.0	1	1	1	0.0	0.0481957665262	0.0	0.0	1	1	1	1.14457672085e-05	1	1	1.22068448085e-05	0.000483735616436	0.0914265627211	0.0	0.00129186775925	1	0.0	1	1	0.000237311655751	0.0	1	1.93280252477e-05	0.0744660979126	1	1	1
GO_SYNAPSE	1	0.0144808531018	0.000965971276713	0.023120755452	0.000187884996512	0.400870679082	1.432846913e-05	3.6280516916e-05	0.000266100503684	0.0394814892982	5.84145812876e-06	1	0.0192636196969	0.253414298873	3.10870007721e-05	4.17289010836e-05	1.43286090646e-05	4.19191620749e-06	0.155762515415	0.075093954905	0.0145409661732	1.64414536924e-05	1	0.0184876186513	3.04278744576e-05	0.0	0.00608726169924	3.25125571976e-06	5.80050516532e-05	1	7.82640130481e-09	1	0.00562543543856	1.57339715652e-05	1.7667429126e-05	0.000380507495745	4.19969081333e-05	3.5970992055e-05	0.635946469078	1	0.000381896944632
GO_SYNAPSE_ASSEMBLY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0577573881323	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_SYNAPSE_ORGANIZATION	1	1	1	1	1	1	0.0410788693601	1	1	1	1	1	1	1	0.0187398709059	1	1	0.253475791403	1	1	1	0.437124399533	1	1	0.0077481425349	0.498572922557	1	1	1	1	8.54299931996e-06	1	1	1	1	1	1	1	1	1	1
GO_SYNAPTIC_MEMBRANE	1	1	1	1	1	1	0.00275978769265	0.00019164046936	1	0.760972776364	6.55050766458e-05	1	0.0150196809611	1	0.000106913926007	0.0102934934344	0.0	0.0	1	1	1	0.000642062154359	1	1	4.82843793748e-05	0.00296510808549	0.693474430243	0.011405354654	1	1	0.00191137946377	1	1	0.000105469207322	7.23163819258e-05	0.00338253302598	0.207288126743	0.00136780146285	1	1	1
GO_SYNAPTIC_SIGNALING	1	1	1	1	0.00137715414873	1	0.0	0.000711954622746	0.0195713875014	1	0.0	1	1	1	0.000199455508839	0.00442495715596	0.0	0.0	0.0916263303303	1	0.456750793849	0.0	1	0.00176643772	0.0	0.0956657512537	1	0.0	0.770369313979	1	0.0	1	0.0477443603298	0.0	0.0	1	9.21851418584e-05	0.000109530740574	1	0.714346331671	0.920113697571
GO_SYNAPTIC_VESICLE_EXOCYTOSIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00860205436843	1	1	1	1	1	1	1	0.234327306298	1	1	1	1	1	1	1	1	1	1	1	1	0.0545894514196	1	1	1
GO_SYNAPTIC_VESICLE_LOCALIZATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.504627297019	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_SYNAPTIC_VESICLE_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.736883415488	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_TAXIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.224369140029	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_TRANSMEMBRANE_TRANSPORT	1	1	1	1	1	1	0.0103718412528	1	1	1	0.00707437134844	1	1	1	1	1	1	1.18096712716e-05	1	1	1	1	1	1	0.964394721032	0.00661070842375	1	0.00783739301561	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_TRANSMISSION_OF_NERVE_IMPULSE	1	1	1	1	1	1	0.217056957778	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_TRANSPORTER_ACTIVITY	1	1	1	1	1	1	0.131281361887	1	1	1	0.413209432103	1	1	1	1	1	1	0.000776486835652	1	1	1	1	1	1	1	0.167363755389	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_TRANSPORTER_COMPLEX	1	1	1	0.00486675413802	1	1	0.0	0.0160971202777	0.00120688086598	1	0.0	1	1	1	0.000167523734315	1	0.240303112108	0.0	1	0.0180886745657	1	0.00035153419985	1	1	0.108943166655	0.0404198135992	1	0.0	1	1	1	1	1	3.75685054816e-05	0.000728114040613	1	0.000433642927635	1	1	1	1
GO_TRANSPORT_VESICLE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.812626590938	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_TRANSPORT_VESICLE_MEMBRANE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.462970465944	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_TUBULIN_BINDING	1	1	1	1	1	1	0.140807805426	1	1	1	1	1	1	1	1	1	0.492745835648	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000434732395186	1	1	1	1	1	1	1	1	1	0.961489995709
GO_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE	1	1	1	1	1	1	0.686845256346	0.314768718465	1	1	1	1	1	1	1	0.221491257911	0.000253169691243	1	1	1	1	1	1	1	6.42653904093e-05	1	1	0.149916661308	1	1	0.0560609505197	1	1	1	0.993325383809	1	0.135913805961	0.0659185132974	1	1	1
GO_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0109336205809	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_VOLTAGE_GATED_CALCIUM_CHANNEL_COMPLEX	1	1	1	1	1	1	1	1	0.925781230694	1	1	1	1	1	0.188972013513	1	1	0.00840446768263	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.065334840004	1	1	1	1	1	1	1
GO_VOLTAGE_GATED_CATION_CHANNEL_ACTIVITY	1	1	1	0.000788439690367	1	1	0.00198589226698	1	1	1	0.000124888863917	1	1	1	1	1	0.450168033019	0.0	1	0.0146918547218	1	0.11227807059	1	1	0.0367744407756	0.612333188861	1	0.0176012139383	1	1	0.0130034060122	1	1	0.0356163013892	2.11612534189e-05	1	0.00636479469061	1	1	1	1
GO_VOLTAGE_GATED_ION_CHANNEL_ACTIVITY	1	1	1	0.000323054260812	1	1	0.0	1	0.545702409337	1	0.00494721412687	1	1	1	1	1	0.534073847805	0.0	1	0.00204096401766	1	0.0120569453685	1	1	0.83200568136	1	1	0.0320698272771	1	1	0.00923663861514	1	1	0.10682054378	1.15685708885e-05	1	9.73236549924e-05	1	1	1	1
GO_VOLTAGE_GATED_POTASSIUM_CHANNEL_ACTIVITY	1	1	1	0.0264384721018	1	1	1	1	1	1	0.239932156305	1	1	1	1	1	1	0.00071556126861	1	0.110745856364	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
