	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CBX2	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	DZIP1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF117	ZNF382	ZNF492	ZNF514	ZNF519	ZNF788	ZNF846	ZNF853	ZNF883
GO_AXONAL_FASCICULATION			CELSR3 EPHA4		CDK5R1 CELSR3 EPHB3									CDK5R1 EPHA4		CDK5R1 CELSR3 CNR1 EPHA4 EPHB3					CELSR3 EPHA4		CDK5R1 CELSR3		CDK5R1 CELSR3								CELSR3 EPHA4 EPHB3	CELSR3 EPHA4 EPHB3		CNR1 EPHA4 EPHB3				CDK5R1 CELSR3 EPHA4 EPHB3					CELSR3 EPHA4			EPHA4 EPHB3	EPHA4 EPHB3				CDK5R1 EPHA4				CDK5R1 CELSR3 CNR1 EPHA4 EPHB3	CDK5R1 CELSR3 EPHB3				CDK5R1 CELSR3 CNR1 EPHA4 EPHB3							CDK5R1 CNR1		CDK5R1 CELSR3 CNR1 EPHA4		
GO_AXONAL_GROWTH_CONE														EPHA4 MAPK8IP1		BOC EPHA4 KIF5C MAPK8IP1		BOC EPHA4 PTCH1	EPHA4 PTCH1		EPHA4 KIF5C PTCH1												BOC EPHA4 KIF5C		BOC MAPK8IP1 PTCH1	BOC EPHA4 MAPK8IP1						MAPK8IP1 PTCH1				BOC PTCH1							BOC EPHA4 MAPK8IP1 PTCH1			BOC EPHA4 MAPK8IP1	EPHA4 KIF5C MAPK8IP1 PTCH1				EPHA4 PTCH1										EPHA4 MAPK8IP1 PTCH1		
GO_AXONAL_TRANSPORT		DLG2 KIF5A	AP3B2 DLG2 DST KIF1A KIF5A MAP2 NEFL UCHL1	AP3B2 CNIH2 MAP1A	DLG2 DST MAP1A									AP3B2 CNIH2 DLG2 DST MAP2		AP3B2 CNIH2 DST HAP1 KIF5A KIF5C MAP1A MAP2 UCHL1	AP3B2 CNIH2 DLG2 DST HAP1 KIF5A MAP1A MAP2 UCHL1	DLG2 DST HAP1 KIF5A		DLG2 DST MAP2	CNIH2 DLG2 DST HAP1 KIF5A KIF5C MAP2								DST KIF5A MAP2		DST KIF5C MAP1A		CNIH2 HAP1 KIF5A KIF5C MAP2 NEFL	AP3B2 CNIH2 HAP1 KIF5A MAP2 NEFL	CNIH2 DST HAP1 KIF5A MAP1A MAP2	AP3B2 CNIH2 DLG2 DST HAP1 KIF5A MAP1A MAP2	KIF1A KIF5C UCHL1	AP3B2 KIF5A MAP1A MAP2			DST KIF5A MAP2			AP3B2 DLG2 HAP1 KIF5A		CNIH2 KIF1A UCHL1	AP3B2 CNIH2 DST UCHL1	AP3B2 CNIH2 DLG2 DST KIF1A UCHL1		DST MAP2 NEFL	DST KIF5A MAP2		CNIH2 DST KIF1A MAP1A MAP2 NEFL		KIF1A KIF5C	CNIH2 DLG2 DST HAP1 KIF5A MAP1A NEFL UCHL1	CNIH2 DST KIF5C MAP1A NEFL	CNIH2 DLG2 HAP1 KIF5A MAP1A MAP2 UCHL1				AP3B2 CNIH2 DLG2 DST MAP1A UCHL1				AP3B2 DLG2 DST UCHL1	DST KIF5A MAP2		AP3B2 CNIH2 DST HAP1				
GO_AXONAL_TRANSPORT_OF_MITOCHONDRION			NEFL UCHL1													HAP1 UCHL1	HAP1 UCHL1																HAP1 NEFL	HAP1 NEFL																						HAP1 NEFL UCHL1		HAP1 UCHL1															
GO_AXONEMAL_DYNEIN_COMPLEX_ASSEMBLY		CCDC39 CCDC40 TTC25												CCDC40 LRRC49 TEKT2 TTC25			CCDC39 CCDC40 TEKT2	CCDC39 LRRC49 TTC25									CCDC40 TEKT2 TTC25		CCDC39 CCDC40 TTC25				CCDC40 LRRC49 TTC25	CCDC39 CCDC40 LRRC49 TTC25	CCDC39 LRRC49 TEKT2 TTC25	CCDC39 LRRC49 TEKT2 TTC25					CCDC39 TTC25	CCDC39 CCDC40		CCDC40 LRRC49 TTC25			CCDC40 LRRC49 TTC25		CCDC40 TTC25				CCDC39 CCDC40 LRRC49 TEKT2 TTC25				CCDC39 CCDC40 LRRC49 TEKT2 TTC25					CCDC39 CCDC40 LRRC49 TEKT2 TTC25	CCDC40 LRRC49						CCDC39 LRRC49 TEKT2 TTC25		CCDC39 LRRC49 TEKT2		
GO_AXONEME_ASSEMBLY		CCDC39 CCDC40 DNAJB13 TTC25		DCX DNAJB13 TEKT2										CCDC40 FOXJ1 LRRC49 TEKT2 TPGS1 TTC25		CCDC39 DCX DNAJB13 RSPH4A TEKT2	CCDC39 CCDC40 DNAJB13 FOXJ1 RSPH4A TEKT2	CCDC39 DNAJB13 FOXJ1 LRRC49 RSPH4A TPGS1 TTC25			DNAJB13 FOXJ1 LRRC49 RSPH4A TTC25						CCDC40 TEKT2 TTC25		CCDC39 CCDC40 TPGS1 TTC25				CCDC40 DNAJB13 LRRC49 TTC25	CCDC39 CCDC40 DNAJB13 LRRC49 TTC25	CCDC39 DNAJB13 LRRC49 TEKT2 TPGS1 TTC25	CCDC39 DNAJB13 FOXJ1 LRRC49 TEKT2 TPGS1 TTC25					CCDC39 DNAJB13 TTC25	CCDC39 CCDC40 DNAJB13 FOXJ1 RSPH4A TPGS1		CCDC40 DNAJB13 FOXJ1 LRRC49 TPGS1 TTC25		DNAJB13 FOXJ1 RSPH4A	CCDC40 DNAJB13 LRRC49 TPGS1 TTC25		CCDC40 TTC25				CCDC39 CCDC40 FOXJ1 LRRC49 RSPH4A TEKT2 TTC25			CCDC39 DNAJB13 FOXJ1 TPGS1 TTC25	CCDC39 CCDC40 LRRC49 RSPH4A TEKT2 TTC25	CCDC40 DNAJB13 FOXJ1 LRRC49 RSPH4A TPGS1 TTC25	CCDC40 DCX FOXJ1 LRRC49 RSPH4A TPGS1			CCDC39 CCDC40 DNAJB13 FOXJ1 LRRC49 RSPH4A TEKT2 TPGS1 TTC25	CCDC40 FOXJ1 LRRC49 TPGS1						CCDC39 LRRC49 TEKT2 TTC25		CCDC39 FOXJ1 LRRC49 TEKT2 TPGS1		
GO_AXONOGENESIS_INVOLVED_IN_INNERVATION																																			NPTX1 NTRK1	ITGA4 NPTX1 NTRK1		NPTX1 NTRK1		ITGA4 NPTX1				ITGA4 NTRK1				ITGA4 NPTX1																									
GO_AXON_CHOICE_POINT_RECOGNITION																EFNB3 GAP43 ROBO1	EFNB3 GAP43	GAP43 ROBO1	GAP43 ROBO1		GAP43 ROBO1								EFNB3 ROBO1				GAP43 ROBO1		EFNB3 ROBO1	EFNB3 GAP43				EFNB3 GAP43 ROBO1				EFNB3 GAP43		EFNB3 ROBO1	EFNB3 ROBO1	GAP43 ROBO1								EFNB3 GAP43 ROBO1	EFNB3 ROBO1	EFNB3 GAP43			EFNB3 GAP43												
GO_AXON_CYTOPLASM		DLG2 KIF5A	AP3B2 DLG2 DST KIF1A KIF5A NEFL UCHL1		DLG2 DST MAP1A									AP3B2 DLG2 DST		AP3B2 DST HAP1 KIF5A KIF5C MAP1A UCHL1	AP3B2 DLG2 DST HAP1 KIF5A MAP1A UCHL1	DLG2 DST HAP1 KIF5A			DLG2 DST HAP1 KIF5A KIF5C										DST KIF5C MAP1A		HAP1 KIF5A KIF5C NEFL	AP3B2 HAP1 KIF5A NEFL	DST HAP1 KIF5A MAP1A	AP3B2 DLG2 DST HAP1 KIF5A MAP1A	KIF1A KIF5C UCHL1	AP3B2 KIF5A MAP1A			DST KIF5A			AP3B2 DLG2 HAP1 KIF5A				AP3B2 DLG2 DST KIF1A UCHL1		DST NEFL	DST KIF5A		DST KIF1A MAP1A NEFL		KIF1A KIF5C	DLG2 DST HAP1 KIF5A MAP1A NEFL UCHL1	DST KIF5C MAP1A NEFL	DLG2 HAP1 KIF5A MAP1A UCHL1				AP3B2 DLG2 DST MAP1A UCHL1				AP3B2 DLG2 DST UCHL1			AP3B2 DST HAP1				
GO_AXON_DEVELOPMENT	ARX CHL1 GRIN1 KIF5C NKX6-1	BRSK2 CELSR3 CHRNB2 KIF5A NTNG2 NTRK2 PTCH1 SPTBN4 STXBP1 TUBB3	ADCY1 APOA1 BOC BRSK2 CELSR3 CSF1R DOK6 DRD2 EPHA4 ETV1 GAP43 GFRA3 ISL1 JAM3 KIF5A LGR6 LINGO1 LMX1A MAP1B MAP2 MAP6 NEFL NFASC NKX6-1 PAK3 PAX6 SEMA6B SLITRK6 SPP1 STXBP1 TUBB2B TUBB3 UCHL1 VASH2 VSTM2L	ADCY1 BRSK2 CDK5R1 CHRNB2 CSF1R MAP1A MATN2 NPTX1 NR4A3 NTRK2 PAK3 SCN1B STXBP1	ADCY1 BRSK2 CDK5R1 CELSR3 CHRNB2 CSF1R EPHB3 MAP1A MATN2 NPTX1 NR4A3 NTRK2 SCN1B SPTBN4 STXBP1						ITGA4 TMEFF1 UCHL1			APBB1 BRSK1 BRSK2 CDK5R1 CHRNB2 CSF1R DSCAML1 EFNB3 EPHA4 EVL MAP2 MAP6 MATN2 NR4A3 NREP NTRK1 RTN4RL1 SHC3 SPTBN4 STXBP1 TUBB3 VASH2		APOA1 BOC CDK5R1 CELSR3 CHRNB2 CNR1 CRMP1 EFNB3 EPHA4 EPHA8 EPHB3 EVL GAP43 GFRA1 GFRA3 ISL1 ISLR2 JAM3 KIF5A KIF5C LGR6 LINGO1 MAP1A MAP1B MAP2 MAP6 NCAM1 NFASC NR4A3 NTNG2 NTRK1 PAX6 PLXNC1 RET ROBO1 RTN4RL1 SCN1B SEMA6B SLITRK6 SPP1 SPRY3 SPTBN4 TMEFF1 UCHL1 VASH2	ADCY1 APBB1 ARX BRSK1 BRSK2 CDK5R1 CHRNB2 CNR1 CRMP1 CSF1R DOK6 EFNB3 EPHA8 ETV1 GAP43 GFRA1 GFRA3 ISL1 ISLR2 JAM3 KIF5A LGR6 LINGO1 MAP1A MAP1B MAP2 MAP6 NFASC NR4A3 NTNG2 PAX6 PLXNC1 RET SCN1B SEMA6B SHC3 SLITRK6 SPP1 SPTBN4 TMEFF1 TUBB3 UCHL1	ADCY1 APBB1 BCL2 BOC BRSK2 CRMP1 DRD2 DSCAML1 EPHA4 EPHB3 GAP43 GFRA1 KIF5A LGR6 LINGO1 MATN2 NFASC NR4A3 NTRK2 PAX6 PTCH1 ROBO1 RTN4RL1 SCN1B SHC3 SLITRK6 SPRY3 VASH2 VSTM2L	APBB1 CHRNB2 DRD2 EPHA4 GAP43 LGR6 NREP NTRK2 PAX6 PTCH1 ROBO1 SLITRK6	ADCY1 BCL2 CHRNB2 CRMP1 CSF1R EVL GFRA1 JAM3 LGR6 MAP2 MATN2 NFASC NREP PAX6 PTCH1 ROBO1 RTN4RL1 SHC3 SLITRK6	ADCY1 APBB1 APOA1 BCL2 BRSK1 CELSR3 CHL1 CSF1R DSCAML1 EPHA4 GAP43 ISL1 KIF5A KIF5C LGR6 LINGO1 MAP2 MATN2 NCAM1 NPTX1 NR4A3 NREP PLXNC1 PTCH1 ROBO1 RTN4RL1 SEMA6B SHC3 SPTBN4 VSTM2L	CHL1 CNR1 NCAM1 NTRK1			BRSK2 CDK5R1 CELSR3 TMEFF1	EPHB3 ETV1 GFRA1 ITGA4 NFASC SPP1 UCHL1	ADCY1 BRSK2 DSCAML1 EPHA8 MAP6 STXBP1 VASH2	APBB1 CDK5R1 CXCL12 DOK6 LGR6 NCAM1 ROBO1 RTN4RL1	ADCY1 BRSK1 CSF1R EFNB3 EPHB3 EVL JAM3 KIF5A MAP2 MATN2 NFASC NR4A3 NREP NTRK1 NTRK2 PLXNC1 ROBO1 RTN4RL1 SEMA6B SLITRK6 SPRY3 TUBB2B	CELSR3 EPHA8 GAP43 MAP1A NCAM1	ARX EPHB3 ETV1 EVL KIF5C MAP1A MAP6 NFASC PAX6 RTN4RL1 SHC3 SPTBN4	ARX CXCL12 EPHA8 ITGA4 KIF5C PAK3	APBB1 APOA1 ARX BCL2 BOC CELSR3 DRD2 DSCAML1 EPHA4 EPHB3 ETV1 GAP43 GFRA3 ISL1 JAM3 KIF5A KIF5C LGR6 LMX1A MAP2 NCAM1 NEFL PAK3 PAX6 ROBO1 RTN4RL1 SHC3 SLITRK6 SPTBN4 TUBB2B	ADCY1 APBB1 APOA1 BCL2 BRSK2 CELSR3 DRD2 DSCAML1 EPHA4 EPHB3 EVL GFRA3 ISL1 JAM3 KIF5A LGR6 LMX1A MAP2 MAP6 MATN2 NEFL NFASC NREP PTCH1 RTN4RL1 SHC3 SLITRK6 STXBP1 TUBB2B VASH2	ADCY1 APOA1 BOC BRSK1 BRSK2 CHRNB2 CNR1 CSF1R DOK6 DRD2 EFNB3 EPHB3 ETV1 GFRA3 JAM3 KIF5A LGR6 LINGO1 MAP1A MAP2 NFASC NKX6-1 NPTX1 NREP NTNG2 NTRK1 NTRK2 PAX6 PLXNC1 PTCH1 ROBO1 RTN4RL1 SHC3 SLITRK6 TMEFF1 TUBB3 VASH2 VSTM2L	ADCY1 APBB1 APOA1 BCL2 BOC CNR1 DOK6 DSCAML1 EFNB3 EPHA4 EPHB3 EVL GAP43 GFRA3 ITGA4 JAM3 KIF5A LINGO1 MAP1A MAP2 MAP6 MATN2 NFASC NKX6-1 NPTX1 NREP NTNG2 NTRK1 NTRK2 PAK3 PLXNC1 SHC3 SLITRK6 TUBB3 VSTM2L	ARX EPHA8 KIF5C PAK3 TMEFF1 UCHL1	APOA1 DSCAML1 ISLR2 KIF5A LINGO1 MAP1A MAP2 MAP6 MATN2 NFASC NPTX1 NR4A3 NREP NTRK1 RET SEMA6B STXBP1 VASH2	APBB1 APOA1 EVL ISLR2 MAP1A NTRK1 RET STXBP1 VASH2	APBB1 BRSK2 CDK5R1 CELSR3 CHL1 CSF1R CXCL12 DRD2 DSCAML1 EFNB3 EPHA4 EPHB3 ETV1 EVL GAP43 ISL1 ISLR2 ITGA4 LINGO1 LMX1A MAP6 MATN2 NCAM1 NPTX1 NR4A3 NREP NTNG2 NTRK2 PAK3 PLXNC1 PTCH1 ROBO1 RTN4RL1 SEMA6B SLITRK6 SPTBN4 VASH2	ADCY1 BRSK1 CHL1 EPHA4 KIF5A MAP2 NTRK2 ROBO1 SPRY3 TMEFF1 TUBB2B	CDK5R1 CSF1R GRIN1 LGR6 LINGO1 MAP1A MATN2 NPTX1 NR4A3 PTCH1 SCN1B VSTM2L	ARX ITGA4 TMEFF1 TUBB2B	ADCY1 APOA1 BCL2 BOC BRSK1 BRSK2 CHRNB2 CXCL12 DOK6 DRD2 EFNB3 EPHA4 EPHB3 ETV1 EVL GAP43 GFRA1 GRIN1 ISLR2 ITGA4 KIF5A LGR6 LINGO1 MAP1B MATN2 NCAM1 NREP NTRK1 NTRK2 PLXNC1 RTN4RL1 SCN1B SEMA6B SPP1 SPTBN4 STXBP1 TUBB3 VSTM2L	APBB1 BCL2 CELSR3 CHL1 DRD2 DSCAML1 EPHA4 LMX1A NTRK2 PAX6 ROBO1 SHC3 SLITRK6 SPTBN4	ADCY1 APOA1 BCL2 BOC BRSK2 CSF1R EFNB3 EPHB3 EVL NKX6-1 NREP NTRK2 PLXNC1 PTCH1 ROBO1 SEMA6B SHC3 SPRY3 TUBB2B TUBB3 UCHL1	APBB1 BCL2 BRSK2 CHL1 CHRNB2 CXCL12 DRD2 EFNB3 GFRA1 GRIN1 ISLR2 MAP6 NCAM1 NKX6-1 NTNG2 NTRK2 PLXNC1 RET ROBO1 RTN4RL1 SCN1B SEMA6B SPP1 SPTBN4 UCHL1	APOA1 BOC BRSK1 BRSK2 DOK6 EPHA4 EPHA8 EPHB3 ETV1 GAP43 GFRA3 ISL1 ITGA4 LGR6 LMX1A MATN2 NPTX1 NREP NTRK2 PAX6 ROBO1 SHC3 SPTBN4 TUBB3 UCHL1 VASH2	BCL2 CSF1R EPHA4 EPHB3 LINGO1 MATN2 NTNG2 NTRK1 PAX6 SEMA6B	ADCY1 BCL2 EPHB3 MAP2 NEFL NFASC NREP NTRK2 SLITRK6	ADCY1 BOC DOK6 DSCAML1 EPHA8 ETV1 KIF5A LGR6 MAP2 NTRK2 ROBO1 SLITRK6 SPRY3		APBB1 APOA1 BOC BRSK2 CDK5R1 EFNB3 EPHA4 ETV1 GRIN1 JAM3 LMX1A MAP1A MAP1B MAP2 MAP6 MATN2 NEFL NFASC NPTX1 NR4A3 NTNG2 PAX6 PLXNC1 PTCH1 RET SHC3 SPTBN4 TUBB3 VSTM2L		ARX CRMP1 ITGA4 KIF5C NKX6-1 PAK3 TMEFF1	ADCY1 BOC BRSK2 DRD2 DSCAML1 EFNB3 EPHA4 ETV1 EVL GAP43 GFRA1 GFRA3 GRIN1 ISLR2 KIF5A LGR6 LINGO1 MAP1A NCAM1 NEFL NFASC NKX6-1 NREP NTRK2 ROBO1 RTN4RL1 SLITRK6 SPP1 SPTBN4 STXBP1 UCHL1 VSTM2L	BRSK1 BRSK2 CDK5R1 CELSR3 CNR1 CSF1R DSCAML1 EFNB3 EPHA4 EPHB3 EVL GFRA3 ITGA4 KIF5C LGR6 LINGO1 MAP1A MAP6 NEFL NFASC NR4A3 NREP NTRK2 PLXNC1 PTCH1 RET ROBO1 SCN1B SEMA6B STXBP1 TUBB3	ADCY1 APBB1 APOA1 BCL2 BOC BRSK1 BRSK2 CDK5R1 CELSR3 CHL1 CHRNB2 CSF1R DOK6 DRD2 DSCAML1 EFNB3 EPHB3 ETV1 EVL GAP43 GFRA1 ISL1 JAM3 KIF5A LGR6 LINGO1 LMX1A MAP1A MAP1B MAP2 MAP6 MATN2 NFASC NKX6-1 NPTX1 NR4A3 PTCH1 RET SCN1B SEMA6B SHC3 SLITRK6 SPP1 SPTBN4 TUBB2B TUBB3 UCHL1 VASH2	ADCY1 APBB1 APOA1 CELSR3 CNR1 CRMP1 DOK6 DRD2 DSCAML1 EPHA8 GAP43 GFRA1 ISL1 LINGO1 MAP1B MAP2 NFASC NR4A3 NTRK1 NTRK2 PAX6 RET RTN4RL1 SEMA6B SHC3 SLITRK6 SPP1 TUBB2B TUBB3		BRSK2 EFNB3 EPHA4 GAP43 KIF5A NREP PTCH1 RET SEMA6B	ADCY1 APBB1 APOA1 BCL2 BRSK1 CDK5R1 CELSR3 CHRNB2 CNR1 CSF1R CXCL12 DSCAML1 EPHA4 EPHB3 ETV1 EVL GFRA1 ISL1 ISLR2 JAM3 LGR6 LINGO1 MAP1A MAP6 MATN2 NR4A3 NREP NTRK1 NTRK2 PTCH1 RET ROBO1 RTN4RL1 SHC3 SPRY3 TUBB3 UCHL1		APBB1 APOA1 DSCAML1 EPHA4 ISLR2 SCN1B SPP1 TMEFF1	MAP1B NKX6-1 SPRY3	ARX EPHA8 EVL GFRA3 LGR6 NKX6-1 PTCH1 SLITRK6 SPP1 UCHL1	ETV1 EVL KIF5A MAP2 MATN2 NREP ROBO1 SEMA6B SHC3 SPRY3 STXBP1 TUBB2B TUBB3		BCL2 CDK5R1 CNR1 CSF1R GAP43 MATN2 NKX6-1 NR4A3 RTN4RL1 SCN1B SPTBN4 STXBP1 TMEFF1 TUBB3	CRMP1 NEFL SPRY3	APBB1 CDK5R1 CELSR3 CNR1 EFNB3 EPHA4 GRIN1 LINGO1 MAP1A MAP2 MAP6 MATN2 PTCH1 RET RTN4RL1 SCN1B TMEFF1	EPHA8 NKX6-1	
GO_AXON_EXTENSION																																																																	MAP1B NKX6-1								
GO_AXON_GUIDANCE_RECEPTOR_ACTIVITY																EPHB3 GFRA3 ROBO1		EPHB3 ROBO1											EPHB3 ROBO1				EPHB3 GFRA3 ROBO1	EPHB3 GFRA3	EPHB3 GFRA3 ROBO1	EPHB3 GFRA3				EPHB3 ROBO1						EPHB3 ROBO1		EPHB3 GFRA3 ROBO1								GFRA3 ROBO1	EPHB3 GFRA3 ROBO1					EPHB3 ROBO1											
GO_AXON_HILLOCK														MAP2 SPTBN4		MAP2 SPTBN4	MAP2 SPTBN4				MAP2 SPTBN4												MAP2 SPTBN4																				MAP2 SPTBN4					MAP2 SPTBN4															
GO_AXON_INITIAL_SEGMENT			CNGA3 MAP2 NFASC		MAP1A SPTBN4									CNGA3 MAP2 SPTBN4	CNGA3 SPTBN4	CNGA3 MAP1A MAP2 NFASC SPTBN4	CNGA3 MAP1A MAP2 NFASC SPTBN4	CNGA3 NFASC		CNGA3 MAP2 NFASC	MAP2 SPTBN4								MAP2 NFASC		MAP1A NFASC SPTBN4		MAP2 SPTBN4	MAP2 NFASC	CNGA3 MAP1A MAP2 NFASC	CNGA3 MAP1A MAP2 NFASC		MAP1A MAP2 NFASC		CNGA3 SPTBN4							CNGA3 SPTBN4			MAP2 NFASC			CNGA3 MAP1A MAP2 NFASC SPTBN4			MAP1A NFASC SPTBN4	MAP1A NFASC	MAP1A MAP2 NFASC SPTBN4	MAP2 NFASC			CNGA3 MAP1A									MAP1A MAP2		
GO_AXO_DENDRITIC_PROTEIN_TRANSPORT		DLG2 KIF5A	DLG2 KIF5A		DLG2 MAP1A											KIF5A KIF5C MAP1A	DLG2 KIF5A MAP1A	DLG2 KIF5A			DLG2 KIF5A KIF5C										KIF5C MAP1A		KIF5A KIF5C		KIF5A MAP1A	DLG2 KIF5A MAP1A		KIF5A MAP1A						DLG2 KIF5A												DLG2 KIF5A MAP1A	KIF5C MAP1A	DLG2 KIF5A MAP1A				DLG2 MAP1A											
GO_AXO_DENDRITIC_TRANSPORT			AP3B2 DLG2 DST KIF1A KIF5A MAP2 NEFL UCHL1	AP3B2 CNIH2 MAP1A	DLG2 DST MAP1A									AP3B2 CNIH2 DLG2 DST MAP2		AP3B2 CNIH2 DST HAP1 KIF5A KIF5C MAP1A MAP2 UCHL1	AP3B2 CNIH2 DLG2 DST HAP1 KIF5A MAP1A MAP2 UCHL1	DLG2 DST HAP1 KIF5A		DLG2 DST MAP2	CNIH2 DLG2 DST HAP1 KIF5A KIF5C MAP2								DST KIF5A MAP2		DST KIF5C MAP1A		CNIH2 HAP1 KIF5A KIF5C MAP2 NEFL	AP3B2 CNIH2 HAP1 KIF5A MAP2 NEFL	CNIH2 DST HAP1 KIF5A MAP1A MAP2	AP3B2 CNIH2 DLG2 DST HAP1 KIF5A MAP1A MAP2	KIF1A KIF5C UCHL1	AP3B2 KIF5A MAP1A MAP2			DST KIF5A MAP2					CNIH2 KIF1A UCHL1	AP3B2 CNIH2 DST UCHL1	AP3B2 CNIH2 DLG2 DST KIF1A UCHL1		DST MAP2 NEFL	DST KIF5A MAP2		CNIH2 DST KIF1A MAP1A MAP2 NEFL		KIF1A KIF5C	CNIH2 DLG2 DST HAP1 KIF5A MAP1A NEFL UCHL1	CNIH2 DST KIF5C MAP1A NEFL	CNIH2 DLG2 HAP1 KIF5A MAP1A MAP2 UCHL1				AP3B2 CNIH2 DLG2 DST MAP1A UCHL1				AP3B2 DLG2 DST UCHL1	DST KIF5A MAP2		AP3B2 CNIH2 DST HAP1				
GO_AZOLE_TRANSMEMBRANE_TRANSPORT																																												SLC38A3 SLC38A5	SLC38A3 SLC38A5												SLC38A3 SLC38A5					SLC38A3 SLC38A5									SLC38A3 SLC38A5		
GO_AZOLE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY																																												SLC38A3 SLC38A5	SLC38A3 SLC38A5												SLC38A3 SLC38A5					SLC38A3 SLC38A5									SLC38A3 SLC38A5		
GO_A_BAND			DST S100A1 SMTNL2		ANK2 DST									DST MYBPC3 S100A1		ANK2 DST MYBPC3 SMTNL2	ANK2 DST MYBPC3 S100A1 SMTNL2		ANK2 SMTNL2	DST S100A1									ANK2 DST SMTNL2						ANK2 DST MYBPC3 S100A1										ANK2 DST		DST MYBPC3 S100A1	ANK2 DST S100A1			ANK2 DST					ANK2 DST S100A1 SMTNL2	ANK2 DST MYBPC3 S100A1	ANK2 MYBPC3 S100A1 SMTNL2			MYBPC3 SMTNL2	ANK2 DST MYBPC3 SMTNL2											
GO_BASAL_DENDRITE			MAP1B MAP2													MAP1B MAP2	MAP1B MAP2																																				MAP1B MAP2					MAP1B MAP2	MAP1B MAP2														
GO_BASEMENT_MEMBRANE		COLQ FGF9 NTNG2	APLP1 COLQ DST SMOC1 SPARC TMEFF2		APLP1 DST FGF9 MATN2 SMOC1									APLP1 DST FBN1 MATN2 SMOC2		APLP1 DST FGF9 NTNG2 SMOC1 THBS4 TMEFF1	APLP1 DST NTNG2 SPARC THBS4 TMEFF1 USH2A	DST FGF9 MATN2 SMOC1 SMOC2 SPARC TMEFF2 USH2A		DST FGF9 MATN2 SMOC1 USH2A	DST MATN2 SMOC2 THBS4 TMEFF2								DST MATN2 SMOC1 SMOC2		APLP1 DST FGF9 TMEFF2 USH2A		APLP1 COLQ FBN1 FGF9 SMOC2 SPARC THBS4 USH2A	COLQ FGF9 MATN2 SMOC1 SPARC THBS4 USH2A	APLP1 COLQ DST FBN1 FGF9 NTNG2 SMOC2 SPARC THBS4 TMEFF1 USH2A	COLQ DST FGF9 MATN2 NTNG2 SMOC1 SMOC2 THBS4 TMEFF2 USH2A				DST FGF9 MATN2 NTNG2 SMOC1 SMOC2 SPARC TMEFF2 USH2A	DST SMOC2 THBS4 TMEFF1			APLP1 COLQ MATN2 SMOC2 THBS4 USH2A	DST FBN1 FGF9 TMEFF2 USH2A	APLP1 FGF9 SMOC1 SMOC2 THBS4 USH2A	APLP1 DST FGF9 NTNG2 SMOC2 THBS4	DST MATN2 SMOC1 SMOC2 THBS4 USH2A	DST MATN2 NTNG2	DST SMOC2 USH2A			APLP1 DST MATN2 NTNG2 SMOC2 THBS4		FBN1 TMEFF1		APLP1 DST SMOC1 SMOC2 SPARC THBS4	APLP1 COLQ FGF9 MATN2 SMOC1 SPARC THBS4 TMEFF2 USH2A					FBN1 MATN2 NTNG2 SMOC1	THBS4 TMEFF1 USH2A			COLQ DST MATN2		DST MATN2 THBS4 TMEFF1		APLP1 MATN2 SMOC2 THBS4 TMEFF1		
GO_BASEMENT_MEMBRANE_ORGANIZATION																																																	MMP11 NTNG2														MMP11 NTNG2										
GO_BASIC_AMINO_ACID_TRANSMEMBRANE_TRANSPORT				SLC7A2 SLC7A4																	AGT SLC7A4		AGT SLC7A2																					AGT SLC7A2					SLC7A2 SLC7A4									AGT SLC7A2	AGT SLC7A2			AGT SLC7A2 SLC7A4									AGT SLC7A2		
GO_BASIC_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY			SLC38A3 SLC7A4	SLC7A2 SLC7A4										SLC38A3 SLC7A2																				SLC38A3 SLC7A2						SLC38A5 SLC7A2	SLC38A5 SLC7A2			SLC38A3 SLC38A5 SLC7A2	SLC38A3 SLC38A5		SLC38A5 SLC7A2		SLC7A2 SLC7A4							SLC38A5 SLC7A2	SLC38A3 SLC38A5 SLC7A2					SLC38A3 SLC38A5 SLC7A2 SLC7A4									SLC38A3 SLC38A5 SLC7A2		
GO_BASIC_AMINO_ACID_TRANSPORT			SLC38A3 SLC7A4	SLC7A2 SLC7A4										SLC38A3 SLC7A2							AGT SLC7A4		AGT SLC7A2											SLC38A3 SLC7A2										AGT SLC38A3 SLC7A2	AGT SLC38A3				SLC7A2 SLC7A4								SLC38A3 SLC7A2		AGT SLC7A2			AGT SLC38A3 SLC7A2 SLC7A4									AGT SLC38A3 SLC7A2		
