	AEBP1	ARNT2	ARX	ASCL1	ASCL2	E2F7	ETV1	FEV	FOXD4L5	FOXJ1	GATA2	HES4	HLF	HMBOX1	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU2F2	RFX6	SIM1	SIX2	SMAD9	SOX4	SPIB	TFCP2L1	TP73	ZNF519	ZNF846
GO_POTASSIUM_CHANNEL_ACTIVITY	1	1	1	0.00189909672749	1	1	0.0457459777257	1	1	1	0.0917288430124	1	1	1	1	1	0.0457459777257	0.0	1	0.0211148075657	1	1	1	1	1	1	1	0.174845792958	1	1	1	1	1	0.405370113869	1	1	1	1	1	1
GO_POTASSIUM_CHANNEL_COMPLEX	1	1	1	0.0509510502723	1	1	1	0.837554891455	1	1	0.526787010867	1	1	1	1	1	1	0.00243581609368	1	1	1	1	1	1	1	1	1	0.0140046904769	1	1	1	1	1	1	1	1	1	1	1	1
GO_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	0.0307492817937	1	1	1	1	1	1	0.3100410568	1	1	1	1	1	0.345413511804	4.48707950376e-05	1	0.388744841504	1	1	1	1	1	1	1	0.0628101402626	1	1	1	1	1	1	1	1	1	1	1	1
GO_POTASSIUM_ION_TRANSPORT	1	1	1	0.00466557271171	1	1	0.165459000587	1	1	1	0.019910230947	1	1	1	1	1	0.037715174655	0.000605505177873	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_PRESYNAPSE	1	1	0.0456095168165	1	1	1	0.00296964000509	1	1	1	0.157827063218	1	1	1	1.62272364612e-06	0.00114378488874	0.000836733989862	0.0	1	1	1	0.0388520054627	1	1	1.13704110367e-05	0.024344877889	1	0.0429067277048	1	1	0.0	1	0.0189352535762	4.78489360189e-05	1	0.000533519489566	1	1	1	1
GO_PRESYNAPTIC_MEMBRANE	1	1	1	1	1	1	1	1	1	1	0.0459172461573	1	1	1	1	1	1	0.0963638413533	1	1	1	1	1	1	0.151837618126	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_BLOOD_CIRCULATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000155323688876	1	1	1	0.0291076051022	1	1	1	1	1	0.00311019049425	1	1	1	1	0.56306833204	0.0134665291445	1	1	1	1	1	1
GO_REGULATION_OF_BLOOD_PRESSURE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.20330636401	1	1	1	1	1	1	1	1
GO_REGULATION_OF_CATION_TRANSMEMBRANE_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.804193662637	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_CELL_DEVELOPMENT	1	1	1	1	1	1	0.915519187909	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00897082834361	1	1	0.00734180198573	1	1	1	1	1	2.65949926612e-05	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	1	1	1	1	1	1	0.89598220237	1	1	1	1	1	1	1	1	0.00903366692978	1	1	1	1	1	0.0127037667276	1	1	0.000611239015356	1	1	1	1	1	0.0814625024696	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_EXOCYTOSIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.162915297535	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_HEART_RATE_BY_CARDIAC_CONDUCTION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0363769904432	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_HORMONE_LEVELS	1	1	1	1	1	1	1	1	1	1	0.000134179407102	1	1	1	0.000142619581774	1	0.282987928931	0.00571808220802	1	1	1	1	1	1	1	1	1	0.0397690039491	1	1	1	1	0.766006678169	1	1	1	1	1	1	1
GO_REGULATION_OF_HORMONE_SECRETION	1	1	1	1	1	1	0.900445409713	0.199677686884	1	1	0.00336829936122	1	1	1	7.61257498714e-05	1	0.900445409713	0.0920063583449	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.348008910382	1	1	0.101826469525	1	1	1	1
GO_REGULATION_OF_INSULIN_SECRETION	1	1	1	1	1	1	1	1	1	1	0.327575479558	1	1	1	0.00485934853835	1	1	0.192146128566	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORT	1	1	1	0.182946467078	1	1	0.00541989840981	1	1	1	0.147958297678	1	1	1	0.761076733049	1	1	5.94796432263e-06	1	1	1	1	1	1	0.35456092701	0.150585401671	1	0.0447230844421	1	1	0.257238905292	1	0.0582323467407	0.153364532553	1	0.00159668634309	1	1	1	1
GO_REGULATION_OF_ION_TRANSPORT	1	1	1	0.0165470670762	1	1	4.52030159703e-05	1	1	1	0.0609338150728	1	1	1	0.108636592811	1	1	1.80366040125e-05	1	0.312454236901	1	1	1	1	0.00206207976955	0.361375481854	1	0.115200984121	1	1	0.254826537798	1	0.0135258209415	0.0446909569407	1	9.68020332437e-05	1	1	1	1
GO_REGULATION_OF_MEMBRANE_POTENTIAL	1	1	1	1	1	1	0.0	0.0535582465221	0.366689053159	1	0.0	1	1	1	0.00723099551462	1	0.0624690148956	0.0	1	1	1	0.000714738941609	1	1	0.0116131671963	0.0281682750448	1	0.0284588205045	1	1	1	1	0.00164802826792	0.00476287798599	1	0.600246620835	1	1	1	1
GO_REGULATION_OF_METAL_ION_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.763363620028	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	1	1	1	1	1	1	0.427526827841	1	1	1	1	1	1	1	1	0.0288529793066	1	1	1	1	1	0.000412704627077	1	1	6.18286433385e-06	1	1	1	1	1	0.0	1	1	0.550624297725	1	1	1	1	1	1
GO_REGULATION_OF_NEURON_DIFFERENTIATION	1	1	1	1	1	1	0.0374659850604	1	1	1	1	1	1	1	1	0.0359488778544	1	1	1	1	1	0.00388669681017	1	1	3.9459175507e-05	1	1	0.515587692412	1	1	0.0	1	1	0.0463429454018	1	1	1	1	1	1
GO_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	1	1	1	1	1	1	0.225871296997	1	1	1	1	1	1	1	1	0.189017777111	1	1	1	1	1	0.0999361766411	1	1	0.0	1	1	0.497668648762	1	1	0.0013228245636	1	1	0.476674746762	1	1	1	1	1	1
GO_REGULATION_OF_NEUROTRANSMITTER_LEVELS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00458184422053	1	1	1	1	1	1	1	0.0192075804742	1	1	1	1	1	1	1	1	0.476563384352	1	1	1	1	1	1
GO_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.289558013473	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_PEPTIDE_HORMONE_SECRETION	1	1	1	1	1	1	0.365178922191	0.933572499125	1	1	0.0901759546323	1	1	1	0.000367482914848	1	1	0.0271373645316	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.393450378259	1	1	1	1
GO_REGULATION_OF_PEPTIDE_SECRETION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.21809154812	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.901121787209	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_REGULATED_SECRETORY_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.59381395265	0.865712821094	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_SECRETION	1	1	1	1	1	1	0.0333376717656	0.707135409164	1	1	0.00694787695059	1	1	1	0.000606537636367	1	0.0333376717656	0.00339982070544	1	1	1	1	1	1	0.0333907549196	1	1	0.408814225534	1	1	1	1	1	1	1	0.0103469058734	1	1	1	1
GO_REGULATION_OF_SYNAPTIC_PLASTICITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09172364488	1	1	0.768144718311	1	1	0.89486685506	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_SYNAPTIC_VESICLE_CYCLE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.021751557864	1	1	1	1	1	1	1	0.684401944854	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_SYNAPTIC_VESICLE_EXOCYTOSIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.637577788036	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_SYSTEM_PROCESS	1	1	1	1	1	1	0.00425580763739	1	1	1	0.49708245462	1	1	1	1	1	1	4.61477607452e-05	1	1	1	0.0	1	1	0.781484650242	1	1	7.1145042369e-05	1	1	1	1	0.894522356221	0.00695610521351	1	1	1	1	1	1
GO_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	1	1	1	0.381840022682	1	1	0.0130663216602	1	1	1	0.090169807226	1	1	1	1	1	1	8.08611786296e-05	1	1	1	1	1	1	0.383266673079	0.571995462418	1	0.0770190384215	1	1	0.733776949337	1	0.0465316720364	0.431355477938	1	0.0214475121758	1	1	1	1
GO_REGULATION_OF_TRANSPORT	1	1	1	0.023436599216	0.0589910472785	1	0.0	0.00226894351368	1	1	0.0	1	1	1	3.56968741322e-05	1	0.0106793708393	0.0	1	0.368611516802	1	1	1	1	0.0	1	1	0.00299555049797	1	1	0.0	1	0.0105962012136	0.00222947080709	0.182536947545	0.0	0.154001224809	1	1	1
GO_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING	1	1	1	1	0.356798465387	1	0.000185315115049	1	0.165404409672	1	0.140196341245	1	1	1	1	1	0.0028533220974	0.000408020867818	1	1	1	0.000318697483598	1	1	0.0	0.210512699322	1	0.00234525464228	1	1	1.39298267393e-05	1	0.185809155011	0.00213999389712	1	1	0.579122315461	0.829123829373	1	1
GO_SECRETION	1	1	1	1	1	1	1	1	1	1	0.126026172061	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_SIGNAL_RELEASE	1	1	1	1	0.579945707375	1	0.00265617485665	0.00198138366073	1	1	0.000133498681464	1	1	1	0.000883215625003	1	0.000239100621996	0.001901198999	1	1	1	1	1	1	0.00543076227747	1	1	0.00135710025035	1	1	0.310520935784	1	0.639541278249	0.00462436062646	1	0.000664830843614	1	1	1	1
GO_SITE_OF_POLARIZED_GROWTH	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0945186426172	1	1	1	1	1	1	1	1	1	1	1	1	0.0297840900936	1	1	1	1	1	1	1	1	1
GO_SOMATODENDRITIC_COMPARTMENT	1	1	0.00809279623039	1	1	1	0.0	0.00024501478316	0.0626368743958	1	0.0	1	1	1	0.0	0.0430813707092	0.0	0.0	1	1	1	1.02316950428e-05	1	1	1.09120409706e-05	0.000432417492095	0.0817240522855	0.0	0.00115481023627	1	0.0	1	0.000212136704238	0.0	1	1.72778366886e-05	0.06656361451	1	1	1
GO_SYNAPSE	1	0.0129443250515	0.000863490600534	0.0206673851311	0.00016795358068	0.358321937143	1.28086159775e-05	3.24320411337e-05	0.000237871414102	0.0352919078488	5.22185012741e-06	1	0.0172195586829	0.226518206658	2.77894543964e-05	3.73024523012e-05	1.28087399478e-05	3.74727738306e-06	0.139231494342	0.0671248362474	0.0129980585328	1.46974611929e-05	1	0.0165259077265	2.72002518953e-05	0.0	0.00544139626827	2.90639402634e-06	5.18519795742e-05	1	6.99625557488e-09	0.00502857250428	1.40650274325e-05	1.5793391105e-05	0.000340141052982	3.75420268597e-05	3.21553549221e-05	0.56844260417	1	0.00034138307118
GO_SYNAPSE_ASSEMBLY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0516282365589	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_SYNAPSE_ORGANIZATION	1	1	1	1	1	1	0.0367197624942	1	1	1	1	1	1	1	0.0167513877654	1	1	0.226573132973	1	1	1	0.390727178562	1	1	0.00692604179513	0.445652500137	1	1	1	1	7.63683139837e-06	1	1	1	1	1	1	1	1	1
GO_SYNAPTIC_MEMBRANE	1	1	1	1	1	1	0.00246698359184	0.000171310631471	1	0.680196625342	5.85563897064e-05	1	0.0134259733191	0.94387730874	9.55723952225e-05	0.00920130412689	0.0	0.0	1	1	1	0.000573947068855	1	1	4.31625079358e-05	0.00265051949201	0.619863673678	0.0101951834708	1	1	0.00170859293358	1	9.42809501758e-05	6.46451329502e-05	0.00302365352369	0.185288028653	0.00122268772678	1	1	1
GO_SYNAPTIC_SIGNALING	1	1	1	1	0.00123104805326	1	0.0	0.000636424116831	0.0174946631424	1	0.0	1	1	1	0.000178296610795	0.00395547245298	0.0	0.0	0.0819026126726	1	0.408270031932	0.0	1	0.00157902965542	0.0	0.0855132881989	1	0.0	0.688595492721	1	0.0	0.0426778739151	0.0	0.0	1	8.24061049814e-05	9.79115899008e-05	1	0.638519845646	0.822442446163
GO_SYNAPTIC_VESICLE_EXOCYTOSIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00768934568074	1	1	1	1	1	1	1	0.209457229731	1	1	1	1	1	1	1	1	1	1	1	0.0487964992403	1	1	1
GO_SYNAPTIC_VESICLE_LOCALIZATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.451064200774	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_SYNAPTIC_VESICLE_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.658664372752	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_TAXIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.200556068185	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_TRANSMEMBRANE_TRANSPORT	1	1	1	1	1	1	0.00927133805173	1	1	1	0.00632376580812	1	1	1	0.910032334761	1	1	1.05569973294e-05	1	1	1	1	1	1	0.862022226337	0.00590930210868	1	0.0070058206962	1	1	1	1	1	1	1	1	1	1	1	1
GO_TRANSMISSION_OF_NERVE_IMPULSE	1	1	1	1	1	1	0.194019996927	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_TRANSPORTER_ACTIVITY	1	1	1	1	1	1	0.117348763839	1	1	1	0.369350818201	1	1	1	1	1	1	0.000694109750722	1	1	1	1	1	1	1	0.149601367692	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_TRANSPORTER_COMPLEX	1	1	1	0.00435039281385	1	1	0.0	0.0143890764088	0.00107884029014	1	0.0	1	1	1	0.00014975242153	1	0.214798686871	0.0	1	0.0161693010412	1	0.000314241467438	1	1	0.0973814932921	0.0361306491292	1	0.0	1	1	1	1	3.35833909051e-05	0.000650869028336	1	0.0003876393324	1	1	1	1
GO_TRANSPORT_VESICLE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.989067524182	1	1	0.726366634977	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_TRANSPORT_VESICLE_MEMBRANE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.413829422423	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_TUBULIN_BINDING	1	1	1	1	1	1	0.125864087915	1	1	1	1	1	1	1	1	1	0.440444115387	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000388613154265	1	1	1	1	1	1	1	1	0.859425918963
GO_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE	1	1	1	1	1	1	0.613938225553	0.281359994158	1	1	1	1	1	1	1	0.197983729742	0.00022631241748	0.939197934558	1	1	1	1	1	1	5.74482177107e-05	1	1	0.134006164366	1	1	0.0501118406329	1	1	0.887881528042	1	0.121489545022	0.058923193209	1	1	1
GO_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00977350812713	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_VOLTAGE_GATED_CALCIUM_CHANNEL_COMPLEX	1	1	1	1	1	1	1	1	0.827508290814	1	1	1	1	1	0.16891605079	1	1	0.00751272496393	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0584014750963	1	1	1	1	1	1	1
GO_VOLTAGE_GATED_CATION_CHANNEL_ACTIVITY	1	1	1	0.000704794286441	1	1	0.00177520019515	1	1	1	0.000111640456463	1	1	1	0.994325414246	1	0.402386124185	0.0	1	0.0131329343526	1	0.100362425339	1	1	0.032872135279	0.547336044755	1	0.0157335671933	1	1	0.0116236554371	1	0.0318369025599	1.89166032225e-05	1	0.00568948119685	1	1	1	1
GO_VOLTAGE_GATED_ION_CHANNEL_ACTIVITY	1	1	1	0.000288782891678	1	1	0.0	1	0.487778757423	1	0.00442231563192	1	1	1	1	1	0.47738463658	0.0	1	0.00182442898107	1	0.0107776292561	1	1	0.743688317469	1	1	0.0286667826614	1	1	0.00825659393371	1	0.0954841687916	1.03414718206e-05	1	8.6999499729e-05	1	1	1	1
GO_VOLTAGE_GATED_POTASSIUM_CHANNEL_ACTIVITY	1	1	1	0.0236330218746	1	1	1	1	1	1	0.214467121033	1	1	1	1	1	1	0.000639648081477	1	0.0989928538872	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
