	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	DACH1	E2F7	EBF3	ETV1	FEV	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	INSM1	ISL1	LMX1A	LMX1B	LTF	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU5F1	PROX1	RFX6	SETBP1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846
REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS			TUBA1A TUBB3								TUBA1A TUBB3																										TUBA1A TUBB3 TUBB4A					TUBA1A TUBB3 TUBB4A				TUBA1A TUBB3				TUBA1A TUBB3 TUBB4A					TUBA1A TUBB3	
REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES			MMP11 MMP2																						MMP11 MMP2										MMP11 MMP2			MMP11 MMP2						MMP11 MMP2						MMP11 MMP2						
REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS			CAMK2B TUBA1A TUBB3		CAMK2B TUBB4A																																TUBA1A TUBB3 TUBB4A					CAMK2B TUBA1A TUBB3 TUBB4A								TUBA1A TUBB3 TUBB4A	CAMK2B TUBB4A				TUBA1A TUBB3	
REACTOME_ACTIVATION_OF_TRKA_RECEPTORS																												ADORA2A NTRK1																			ADORA2A NTRK1			ADORA2A NTRK1						
REACTOME_ADAPTIVE_IMMUNE_SYSTEM																					CD200 DYNC1I1 HECW2 PLCG2																																			
REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION																																										DPEP1 GGT5				DPEP1 GGT5				DPEP1 GGT5						
REACTOME_AGGREPHAGY			TUBA1A TUBB3					DYNC1I1 TUBB3		DYNC1I1 TUBA1A	TUBA1A TUBB3		DYNC1I1 TUBB4A	DYNC1I1 TUBA1A					DYNC1I1 TUBB4A								DYNC1I1 TUBB3			DYNC1I1 TUBB4A	DYNC1I1 TUBB4A						TUBA1A TUBB3 TUBB4A		DYNC1I1 TUBB3	DYNC1I1 TUBA1A		TUBA1A TUBB3 TUBB4A			DYNC1I1 TUBB3	TUBA1A TUBB3	DYNC1I1 TUBB3			DYNC1I1 TUBA1A TUBB3 TUBB4A				DYNC1I1 TUBB3	DYNC1I1 TUBA1A TUBB3	
REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE																																			SLC38A3 SLC38A5	SLC38A3 SLC38A5									SLC38A3 SLC38A5					SLC38A3 SLC38A5						SLC38A3 SLC38A5
REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE																																					TUBA1A TUBB4A																			
REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION						ADORA2A DPEP1 IGHG1	ADORA2A DPEP1											ADORA2A IGHG1																																ADORA2A DPEP1 GGT5 GNG4 IGHG1 PLCG2	GNG4 IGHG1 PLCG2					
REACTOME_ARACHIDONIC_ACID_METABOLISM																																										DPEP1 GGT5														
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION																			DYNC1I1 TUBB4A																		CNIH2 TUBA1A TUBB3 TUBB4A			DYNC1I1 TUBA1A															CNIH2 DYNC1I1 TUBA1A TUBB3	
REACTOME_ASSEMBLY_AND_CELL_SURFACE_PRESENTATION_OF_NMDA_RECEPTORS			CAMK2B TUBA1A TUBB3		CAMK2B TUBB4A					CAMK2B TUBA1A	TUBA1A TUBB3														CAMK2B TUBA1A					CAMK2B TUBB4A					CAMK2B TUBB3		TUBA1A TUBB3 TUBB4A					CAMK2B TUBA1A TUBB3 TUBB4A			CAMK2B TUBB3	TUBA1A TUBB3				TUBA1A TUBB3 TUBB4A	CAMK2B TUBB4A				TUBA1A TUBB3	
REACTOME_AURKA_ACTIVATION_BY_TPX2																																					TUBA1A TUBB4A					TUBA1A TUBB4A														
REACTOME_AUTOPHAGY													DYNC1I1 TUBB4A						DYNC1I1 TUBB4A																		TUBA1A TUBB3 TUBB4A			DYNC1I1 TUBA1A		TUBA1A TUBB3 TUBB4A								DYNC1I1 TUBA1A TUBB3 TUBB4A				DYNC1I1 TUBB3	DYNC1I1 TUBA1A TUBB3	
REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING																																GNAO1 GNG4 PDE6B			GNAO1 GNG4 PDE6B																					
REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM								CYP27A1 OSBPL6						CYP27A1 OSBPL6																																CYP27A1 OSBPL6	CYP27A1 OSBPL6			CYP27A1 OSBPL6						
REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS																								AMBP SPARC																																
REACTOME_BIOLOGICAL_OXIDATIONS																							NNMT PODXL2		CYP27A1 DPEP1 NNMT PODXL2															GGT5 NNMT										CYP27A1 DPEP1 GGT5 NNMT PODXL2						
REACTOME_CA2_PATHWAY										GNAO1 GNG4 PDE6B	GNAO1 GNG4																GNG4 PDE6B	GNAO1 GNG4 PDE6B		GNAO1 PDE6B		GNAO1 GNG4 PDE6B			GNAO1 GNG4 PDE6B			GNAO1 PDE6B							GNAO1 GNG4	GNAO1 GNG4 PDE6B	GNAO1 GNG4			GNAO1 GNG4 PDE6B						
REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN			TUBA1A TUBB3								TUBA1A TUBB3																										TUBA1A TUBB3 TUBB4A					TUBA1A TUBB3 TUBB4A				TUBA1A TUBB3				TUBA1A TUBB3 TUBB4A					TUBA1A TUBB3	
REACTOME_CARDIAC_CONDUCTION				CAMK2B KCNJ11 SCN1B SCN3A	CAMK2B KCNJ11 SCN1B					CAMK2B SCN1B SCN3A													KCNK3 SCN3A					CACNG4 KCNJ11 KCNK3		CAMK2B KCNJ11 KCNK3		CACNG4 CAMK2B KCNK3 SCN3A		CAMK2B KCNJ11 KCNK3 SCN1B	CAMK2B KCNK3 SCN1B							CACNG4 CAMK2B KCNJ11			CAMK2B KCNJ11 KCNK3 SCN1B										KCNJ11 KCNK3 SCN1B	CAMK2B KCNJ11 SCN1B
REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI																			DYNC1I1 TUBB4A																					DYNC1I1 HSPA2 TUBA1A																
REACTOME_CELL_CELL_COMMUNICATION			ACTN3 SDK2 SFTPA2	ACTN3 CDH5 SFTPA2	ACTN3 CDH5 SDK2 SFTPA2								CDH5 SFTPA2	ACTN3 CDH5 SDK2																CDH5 SDK2 SFTPA2	CDH5 SDK2 SFTPA2				CDH5 SDK2 SFTPA2		CDH5 SFTPA2													ACTN3 CDH5 SDK2 SFTPA2						
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION					CDH5 SDK2									CDH5 SDK2																CDH5 SDK2	CDH5 SDK2				CDH5 SDK2									CDH5 SDK2												
REACTOME_CELL_CYCLE																			DYNC1I1 TUBB4A	CDKN1C HSPA2 PCBP4																																				
REACTOME_CELL_CYCLE_MITOTIC																			DYNC1I1 TUBB4A																																					
REACTOME_CELL_JUNCTION_ORGANIZATION					CDH5 SDK2									CDH5 SDK2																	CDH5 SDK2													CDH5 SDK2												
REACTOME_CILIUM_ASSEMBLY																																					TUBA1A TUBB3 TUBB4A																			
REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS_									ADORA2A AGT			DRD2 FFAR2 SSTR2				ADORA2A AGT							AGT GAL SSTR1 SSTR2	AGT DRD2 FFAR2 GAL PTGDR2 SSTR1	DRD2 GAL PTGDR2 SSTR1 SSTR2									FFAR2 GAL PTGDR2 SSTR1		AGT DRD2 FFAR2											ADORA2A AGT DRD2 FFAR2 GAL PTGDR2									
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS_																																																								GNG4 WNT9A
REACTOME_COLLAGEN_DEGRADATION			COL16A1 MMP11 MMP2											COL16A1 MMP11									COL16A1 MMP2		COL16A1 MMP11 MMP2			COL16A1 MMP2		COL16A1 MMP2					COL16A1 MMP11 MMP2			MMP11 MMP2	COL16A1 MMP2					COL16A1 MMP11 MMP2	COL16A1 MMP11		COL16A1 MMP11			COL16A1 MMP11 MMP2	COL16A1 MMP11					
REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING			GNG4 RGS9					GNAO1 RGS9		GNAO1 GNG4	GNAO1 GNG4 RGS9																	GNAO1 GNG4				GNAO1 GNG4 RGS9			GNAO1 GNG4 RGS9			GNAO1 RGS9				GNG4 RGS9		GNAO1 RGS9	GNAO1 GNG4 RGS9	GNAO1 GNG4 RGS9	GNAO1 GNG4			GNAO1 GNG4 RGS9						GNG4 RGS9
REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING			TUBA1A TUBB3								TUBA1A TUBB3																										TUBA1A TUBB3 TUBB4A					TUBA1A TUBB3 TUBB4A				TUBA1A TUBB3				TUBA1A TUBB3 TUBB4A					TUBA1A TUBB3	
REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC			KIF1A TUBA1A TUBB3		KIF19 TUBB4A						KIF19 TUBA1A TUBB3																										KIF1A TUBA1A TUBB3 TUBB4A		KIF1A TUBB3			KIF1A TUBA1A TUBB3 TUBB4A				KIF19 TUBA1A TUBB3				KIF19 TUBA1A TUBB3 TUBB4A					TUBA1A TUBB3	
REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC			TUBA1A TUBB3					DYNC1I1 TUBB3		DYNC1I1 TUBA1A	TUBA1A TUBB3		DYNC1I1 TUBB4A	DYNC1I1 TUBA1A					DYNC1I1 TUBB4A								DYNC1I1 TUBB3			DYNC1I1 TUBB4A	DYNC1I1 TUBB4A						TUBA1A TUBB3 TUBB4A		DYNC1I1 TUBB3	DYNC1I1 TUBA1A		TUBA1A TUBB3 TUBB4A			DYNC1I1 TUBB3	TUBA1A TUBB3	DYNC1I1 TUBB3			DYNC1I1 TUBA1A TUBB3 TUBB4A				DYNC1I1 TUBB3	DYNC1I1 TUBA1A TUBB3	
REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT													DYNC1I1 TUBB4A						DYNC1I1 TUBB4A												DYNC1I1 TUBB4A						TUBA1A TUBB3 TUBB4A		DYNC1I1 TUBB3	DYNC1I1 TUBA1A		TUBA1A TUBB3 TUBB4A								DYNC1I1 TUBA1A TUBB3 TUBB4A				DYNC1I1 TUBB3	DYNC1I1 TUBA1A TUBB3	
REACTOME_CRMPS_IN_SEMA3A_SIGNALING		DPYSL3 DPYSL4		DPYSL3 DPYSL4				DPYSL3 DPYSL4																											DPYSL3 DPYSL4											DPYSL3 DPYSL4										
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM																																											CSH1 GFRA1													
REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS_																					MUC15 PLCG2																																			
REACTOME_DECTIN_2_FAMILY			MUC15 PLCG2											MUC15 MUC5AC							MUC15 PLCG2				MUC15 PLCG2																					MUC15 PLCG2				MUC5AC PLCG2						
REACTOME_DEFECTIVE_C1GALT1C1_CAUSES_TN_POLYAGGLUTINATION_SYNDROME_TNPS_														MUC15 MUC5AC																																										
REACTOME_DEFECTIVE_GALNT3_CAUSES_FAMILIAL_HYPERPHOSPHATEMIC_TUMORAL_CALCINOSIS_HFTC_														MUC15 MUC5AC																																										
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX			COL16A1 MMP11 MMP2																				COL16A1 MMP2		COL16A1 MMP11 MMP2										COL16A1 MMP11 MMP2									COL16A1 MMP11 MMP2							COL16A1 MMP11					
REACTOME_DEVELOPMENTAL_BIOLOGY									MAFA NEUROG3 PMP22 TUBB4A										EPHB3 GFRA1 LEFTY1 TUBB4A																		CACNA1H EPHB3 KLK12 LEFTY1 NKX2-2 TUBA1A TUBB3 TUBB4A					CACNA1H CACNG4 INSM1 MAFA MMP2 MSI1 NEUROD1 NKX2-2 PAX4 TUBA1A TUBB3 TUBB4A										DSCAML1 LEFTY1 NEUROG3 SCN1B				
REACTOME_DISEASE				ABCC8 ADAMTSL2 CAMK2B DLL1 DYNC1I1 GPC2 KCNJ11 LTF NOXO1 SFTPA2	ABCC8 ADAMTSL2 CAMK2B CDKN1C DLL1 DLL4 DPEP1 GPC2 HEYL KCNJ11 LTF NOXO1 PLCG2 SFTPA2 TUBB4A	ADORA2A DPEP1 IGHG1 KIT MUC5AC TUBB4A			ABCC8 ADAMTSL2 ADORA2A GPC2 MUC5AC TUBB4A					ABCC8 ADORA2A CYP27A1 DPEP1 DYNC1I1 IGHG1 LTF MUC15 MUC5AC PPP1R3C PRELP RBP1 SPON2 TUBA1A				ADORA2A IGHG1 MUC5AC								CYP27A1 IGHG1 MUC5AC								ADAMTSL2 CAMK2B CDKN1C CYP27A1 DLL4 DYNC1I1 GGT5 GPC2 KCNJ11 PPP1R3C PRELP SPON2					ADAMTSL2 ADORA2A CDKN1C DLL1 DLL4 DPEP1 DYNC1I1 GNG4 GPC2 HEYL PRELP RBP1 TUBB3		ADORA2A KIT MUC5AC									ADAMTSL2 ADORA2A CDKN1C CYP27A1 DLL1 DLL4 DPEP1 DYNC1I1 GGT5 GNG4 GPC2 HEYL IGHG1 KIT MUC5AC NOXO1 PLCG2 PPP1R3C RBP1 SFTPA2 TUBA1A TUBB3 TUBB4A	ABCC8 CAMK2B GNG4 IGHG1 KIT PLCG2 TUBB4A		DYNC1I1 GPC2 LTF NOXO1			
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM								GPC2 PRELP			GPC2 PRELP																			GPC2 PRELP	GPC2 PRELP			GPC2 PRELP					GPC2 PRELP							GPC2 PRELP										
REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS									ADAMTSL2 MUC5AC	ADAMTSL2 MUC15	ADAMTSL2 MUC15 SPON2			MUC15 MUC5AC SPON2													ADAMTSL2 MUC15 SPON2	ADAMTSL2 MUC15		ADAMTSL2 SPON2				ADAMTSL2 SPON2										ADAMTSL2 SPON2												
REACTOME_DISEASES_OF_GLYCOSYLATION									ADAMTSL2 GPC2 MUC5AC		ADAMTSL2 GPC2 MUC15 PRELP SPON2	PRELP SPON2	MUC15 PRELP	MUC15 MUC5AC PRELP SPON2													ADAMTSL2 MUC15 PRELP SPON2	ADAMTSL2 MUC15 PRELP		ADAMTSL2 GPC2 PRELP SPON2	GPC2 PRELP SPON2			ADAMTSL2 GPC2 PRELP SPON2					ADAMTSL2 GPC2 PRELP					ADAMTSL2 GPC2 SPON2		GPC2 MUC15 PRELP SPON2										
REACTOME_DISEASES_OF_METABOLISM				ADAMTSL2 GPC2 SFTPA2	ADAMTSL2 GPC2 SFTPA2				ADAMTSL2 GPC2 MUC5AC		ADAMTSL2 GPC2 MUC15 PRELP SFTPA2 SPON2	CYP27A1 PRELP SPON2	MUC15 PRELP SFTPA2	CYP27A1 MUC15 MUC5AC PPP1R3C PRELP SPON2											CYP27A1 GPC2 MUC15 PPP1R3C	CYP27A1 MUC5AC	ADAMTSL2 MUC15 PRELP SFTPA2 SPON2	ADAMTSL2 CYP27A1 MUC15 PRELP SFTPA2		ADAMTSL2 GPC2 PPP1R3C PRELP SFTPA2 SPON2	GPC2 PPP1R3C PRELP SFTPA2 SPON2	CYP27A1 PPP1R3C PRELP SFTPA2 SPON2		ADAMTSL2 CYP27A1 GPC2 PPP1R3C PRELP SPON2												CYP27A1 GPC2 MUC15 PPP1R3C PRELP SFTPA2 SPON2				ADAMTSL2 CYP27A1 GPC2 MUC5AC PPP1R3C SFTPA2						
REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS					CAMK2B DLL1 DLL4 HEYL																																																			
REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS																							EPHB3 MMP2		EPHB3 MMP2			EPHB3 MMP2				EPHB3 MMP2			EPHB3 MMP2				EPHB3 MMP2											EPHB3 MMP2						
REACTOME_EPH_EPHRIN_SIGNALING																							EPHB3 MMP2																EPHB3 MMP2																	
REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT								CNIH2 DYNC1I1 TUBB3					DYNC1I1 TUBB4A	CNIH2 DYNC1I1 TUBA1A					DYNC1I1 TUBB4A																		CNIH2 TUBA1A TUBB3 TUBB4A		CNIH2 DYNC1I1 TUBB3	DYNC1I1 TUBA1A		CNIH2 TUBA1A TUBB3 TUBB4A			CNIH2 DYNC1I1 TUBB3					CNIH2 DYNC1I1 TUBA1A TUBB3 TUBB4A				DYNC1I1 TUBB3	CNIH2 DYNC1I1 TUBA1A TUBB3	
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION			COL16A1 JAM3 MMP11 MMP2 SPARC																				COL16A1 LTBP2 MMP2		COL16A1 JAM3 LTBP2 MMP11 MMP2 SPARC																			COL16A1 LTBP2 MMP11 MMP2						COL16A1 JAM3 LTBP2 MMP11 MMP2 SPARC	COL16A1 LTBP2 MMP11					
REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING			GNG4 MMP2																																				GNG4 MMP2			GNG4 MMP2														
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION			DOCK8 KIF1A TUBA1A TUBB3						DOCK8 TUBB4A																												KIF1A TUBA1A TUBB3 TUBB4A			DOCK8 TUBA1A		KIF1A TUBA1A TUBB3 TUBB4A								KIF19 TUBA1A TUBB3 TUBB4A	DOCK8 TUBB4A			DOCK8 TUBB3	DOCK8 TUBA1A TUBB3	
REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS																																																			IGHG1 PLCG2					
REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS																																																			IGHG1 PLCG2					
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC			TUBA1A TUBB3								TUBA1A TUBB3																										TUBA1A TUBB3 TUBB4A					TUBA1A TUBB3 TUBB4A				TUBA1A TUBB3				TUBA1A TUBB3 TUBB4A					TUBA1A TUBB3	
REACTOME_GABA_B_RECEPTOR_ACTIVATION																												GABBR2 GNG4				GABBR2 GNG4							GABBR2 GNG4			GABBR2 GNG4			GABBR2 GNG4	GABBR2 GNG4	GABBR2 GNG4			GABBR2 GNG4						
REACTOME_GABA_RECEPTOR_ACTIVATION																												GABBR2 GNG4				GABBR2 GNG4							GABBR2 GNG4			GABBR2 GNG4			GABBR2 GNG4		GABBR2 GNG4									
REACTOME_GAP_JUNCTION_ASSEMBLY			TUBA1A TUBB3								TUBA1A TUBB3																										TUBA1A TUBB3 TUBB4A					TUBA1A TUBB3 TUBB4A				TUBA1A TUBB3				TUBA1A TUBB3 TUBB4A					TUBA1A TUBB3	
REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION			TUBA1A TUBB3								TUBA1A TUBB3																										TUBA1A TUBB3 TUBB4A					TUBA1A TUBB3 TUBB4A				TUBA1A TUBB3				TUBA1A TUBB3 TUBB4A					TUBA1A TUBB3	
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE			CPLX1 SLC1A2																								CPLX1 SLC1A2	CPLX1 SLC1A2		CPLX1 SLC1A2		CPLX1 SLC1A2							CPLX1 SLC1A2					CPLX1 SLC1A2	CPLX1 SLC1A2											
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM																															GPC2 PRELP																									
REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT			KIF1A TUBA1A TUBB3					DYNC1I1 KIF19 TUBB3			KIF19 TUBA1A TUBB3		DYNC1I1 TUBB4A						DYNC1I1 TUBB4A											DYNC1I1 KIF19 TUBB4A	DYNC1I1 TUBB4A						KIF1A TUBA1A TUBB3 TUBB4A		DYNC1I1 KIF1A TUBB3	DYNC1I1 TUBA1A		KIF1A TUBA1A TUBB3 TUBB4A			DYNC1I1 KIF19 TUBB3					DYNC1I1 KIF19 TUBA1A TUBB3 TUBB4A				DYNC1I1 TUBB3	DYNC1I1 TUBA1A TUBB3	
REACTOME_GPCR_LIGAND_BINDING												DRD2 FFAR2 GABBR2 SSTR2				ADORA2A AGT							AGT GAL SSTR1 SSTR2	AGT DRD2 FFAR2 GAL PTGDR2 SSTR1	DRD2 GABBR2 GAL PTGDR2 SSTR1 SSTR2			ADORA2A AGT GABBR2 GAL GNG4 PTGDR2 WNT9A						FFAR2 GABBR2 GAL PTGDR2 SSTR1 WNT9A													ADORA2A AGT DRD2 FFAR2 GABBR2 GAL GNG4 PTGDR2 WNT9A									
REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING																																																		CSH1 SOCS1				CSH1 SOCS1		
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS		PDE6B PTGDR2 RGS5	CAMK2B GAL GNG4 RGS16 RGS4 RGS9 SSTR1	CAMK2B GABBR2 GAL GPC2 RGS16 RGS5 RGS9	CAMK2B GAL GPC2 PTGDR2 RGS16			GAL GNAO1 GPC2 RBP1 RGS5 RGS9 SSTR1		CAMK2B GAL GNAO1 GNG4 GPC2 PDE6B RGS16 RGS4 RGS5 SSTR2	AGT CLPS GAL GNAO1 GNG4 GPC2 PTGDR2 RBP1 RGS16 RGS4 RGS9 SSTR1			AGT PDE6B RBP1 RGS16 RGS5 SSTR1		AGT PDE6B							AGT GAL GNAO1 RGS4 SSTR1 SSTR2	AGT GAL PTGDR2 RGS4 RGS5 SSTR1	CAMK2B GABBR2 GAL GPC2 PTGDR2 RGS16 RGS4 RGS5 RGS9 SSTR1 SSTR2		GAL GNG4 PDE6B PTGDR2 RBP1 RGS16 RGS5 SSTR1	AGT GABBR2 GAL GNAO1 GNG4 PDE6B PTGDR2 RBP1 RGS16		AGT CAMK2B CLPS GAL GNAO1 GPC2 PDE6B SSTR2		CAMK2B CLPS GABBR2 GAL GNAO1 GNG4 PDE6B RBP1 RGS4 RGS9 SSTR2		CAMK2B GABBR2 GAL GPC2 PTGDR2 RGS9 SSTR1	AGT CAMK2B CLPS GAL GNAO1 GNG4 PDE6B RBP1 RGS16 RGS9			CLPS GABBR2 GNAO1 PDE6B PTGDR2 RGS4 RGS9	GABBR2 GNG4 GPC2 PTGDR2 RBP1 RGS16 RGS4			CAMK2B GABBR2 GNG4 PTGDR2 RBP1 RGS5 RGS9 SSTR1		GABBR2 GNAO1 GPC2 PTGDR2 RGS5 RGS9	CAMK2B GABBR2 GNAO1 GNG4 PTGDR2 RGS9 SSTR1	AGT GABBR2 GNAO1 GNG4 GPC2 PDE6B RBP1 RGS4 RGS5 RGS9 SSTR2	AGT GABBR2 GAL GNAO1 GNG4 PTGDR2 RGS5			AGT CLPS GABBR2 GAL GNAO1 GNG4 GPC2 PDE6B PTGDR2 RBP1 RGS16 RGS5 RGS9 SSTR1	CAMK2B CLPS GNG4 PTGDR2		AGT GNAO1 GPC2		GAL PDE6B PTGDR2 RGS9	AGT CAMK2B GAL GNG4 RGS9
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS				FFAR2 RGS16 RGS5			ARHGEF25 RGS4			FFAR2 GNG4 RGS16 RGS4 RGS5	AGT FFAR2 GNG4 RGS16 RGS4			AGT FFAR2 RGS16 RGS5									AGT RGS4	AGT FFAR2 RGS4 RGS5	ARHGEF25 RGS16 RGS4 RGS5										AGT ARHGEF25 GNG4 RGS16											AGT FFAR2 GNG4 RGS4 RGS5	AGT FFAR2 GNG4 RGS5					RGS16 RGS4	AGT ARHGEF25			
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS			GNG4 RGS16 RGS4							GNG4 RGS16 RGS4	GNG4 RGS16 RGS4														RGS16 RGS4		GNG4 RGS16	GNG4 RGS16				GNG4 RGS4			GNG4 RGS16				GNG4 RGS16 RGS4							GNG4 RGS4				GNG4 RGS16		RGS16 RGS4				
REACTOME_G_PROTEIN_ACTIVATION										GNAO1 GNG4	GNAO1 GNG4																	GNAO1 GNG4				GNAO1 GNG4			GNAO1 GNG4										GNAO1 GNG4	GNAO1 GNG4	GNAO1 GNG4			GNAO1 GNG4						
REACTOME_G_PROTEIN_MEDIATED_EVENTS										CAMK2B GNAO1																				CAMK2B GNAO1		CAMK2B GNAO1			CAMK2B GNAO1										CAMK2B GNAO1											
REACTOME_HCMV_EARLY_EVENTS													DYNC1I1 TUBB4A						DYNC1I1 TUBB4A												DYNC1I1 TUBB4A						TUBA1A TUBB3 TUBB4A			DYNC1I1 TUBA1A		TUBA1A TUBB3 TUBB4A								DYNC1I1 TUBA1A TUBB3 TUBB4A				DYNC1I1 TUBB3	DYNC1I1 TUBA1A TUBB3	
REACTOME_HCMV_INFECTION													DYNC1I1 TUBB4A						DYNC1I1 TUBB4A																		TUBA1A TUBB3 TUBB4A			DYNC1I1 TUBA1A		TUBA1A TUBB3 TUBB4A								DYNC1I1 TUBA1A TUBB3 TUBB4A				DYNC1I1 TUBB3	DYNC1I1 TUBA1A TUBB3	
REACTOME_HEDGEHOG_OFF_STATE																																					TUBA1A TUBB3 TUBB4A					TUBA1A TUBB3 TUBB4A													TUBA1A TUBB3	
REACTOME_HEMOSTASIS			CD99L2 DOCK8 GNG4 JAM3 KIF1A PLCG2 SCG3 SPARC TUBA1A TUBB3								GNG4 JAM3 KIF19 P2RX6 PDE2A SCG3 SPARC TUBA1A TUBB3														CD99L2 DOCK8 JAM3 P2RX6 PLCG2 SCG3 SPARC TUBA1A																	GNG4 JAM3 KIF1A P2RX6 PDE2A TUBA1A TUBB3 TUBB4A									DOCK8 GNG4 PLCG2 TUBB4A					
REACTOME_HIGHLY_CALCIUM_PERMEABLE_NICOTINIC_ACETYLCHOLINE_RECEPTORS					CHRNA3 CHRNB2					CHRNA1 CHRNA3 CHRNB2	CHRNA1 CHRNB2	CHRNA1 CHRNB2	CHRNA3 CHRNB2														CHRNA1 CHRNB2			CHRNA1 CHRNA3					CHRNA3 CHRNB2							CHRNA1 CHRNA3				CHRNA1 CHRNB2										
REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS					CHRNA3 CHRNB2					CHRNA1 CHRNA3 CHRNB2	CHRNA1 CHRNB2	CHRNA1 CHRNB2	CHRNA3 CHRNB2														CHRNA1 CHRNB2			CHRNA1 CHRNA3					CHRNA3 CHRNB2							CHRNA1 CHRNA3				CHRNA1 CHRNB2										
REACTOME_HIGHLY_SODIUM_PERMEABLE_POSTSYNAPTIC_ACETYLCHOLINE_NICOTINIC_RECEPTORS					CHRNA3 CHRNB2					CHRNA3 CHRNB2			CHRNA3 CHRNB2																						CHRNA3 CHRNB2																					
REACTOME_HSF1_DEPENDENT_TRANSACTIVATION										CAMK2B HSPA2															CAMK2B HSPA2					CAMK2B HSPA2					CAMK2B HSPA2										CAMK2B HSPA2											CAMK2B HSPA2
