	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	CSRNP3	DACH1	DPF3	DZIP1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF853	ZNF883
REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION	1	1	1	1	0.024347105555071025	1	0.017007259687920273	1	1	0.0043017735136055	1	1	0.07828341768913205	1	0.0010177253314161971	1	1	0.013418313187307906	0.028139948823428962	1	1	1	1	1	1	1	0.00046116809510377	1	1	1	0.020805214677438788	1	0.0005651259191187252	0.0009092875609194584	1	1	0.039958785378414796	1	1	0.041303938673688756	1	0.00022823157730411658	0.024347105555071025	0.0029618159036961522	0.007065526384625986	0.07023051929775093	1	1	0.007912162138289602	1	1	1	1	0.01835575665906608	0.028139948823428962	0.06843849463166152	0.0005652180242683436	1	1	0.0018824558774511724	1	0.008065803636729707	1	1	1	0.05536204376451215	1	1
REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1	1	1	0.04840357561995656	1	1	1	1	1	1	1	1	1	1	0.07460542296169126	0.08174478727298684	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07085175241883146	0.07952537234384405	1	1	1	1	1	1	1	1	1	1	1	0.03405131169922804	1	1	1	1	0.0488681926344634	1	1	1	1	1	0.04747934767122941	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12	1	1	0.03830949036479736	1	1	1	1	1	1	1	1	1	1	0.0594920157452663	0.06530647424646263	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05644204061578795	0.06349705774945691	1	1	1	1	1	1	1	1	1	1	1	0.026820798694457304	1	1	1	1	0.038682835547907635	1	1	1	1	0.08088218961438409	0.03756707971356965	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ADRENALINE_NORADRENALINE_INHIBITS_INSULIN_SECRETION	1	1	0.0006123353158747902	1	0.022214538971302655	1	1	1	1	1	1	0.003280415732023756	1	0.01375791406604554	1.2088015014954934e-05	0.05437797861263649	0.0006769973701759024	0.01582100775815598	0.04957498688908113	1	1	1	1	1	1	1	0.0011366252001233645	1	1	1	0.0009963706185684984	1	0.0001135449604182659	0.0017471240171179625	1	1	1	0.006962909419789165	1	1	1	0.009089146103613999	7.736010263448279e-05	0.0011033930273631753	0.005253678085702096	0.0041207763445411105	1	1	0.011800186611486851	1	0.007170911606277142	1	1	0.07090487308057847	0.0004178777505915443	0.0028965632032685873	0.0005880605381858306	1	1	0.0011812812479582435	1	1	1	0.00032673728988397155	1	0.03620079050291458	1	0.0014743251756547116
REACTOME_AGGREPHAGY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0421939558961284	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.041418925085216385	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION	1	1	1	1	1	1	0.044226985177675315	1	1	0.01169673452853659	1	1	1	1	0.010648272545632831	1	1	0.01894710414782952	0.06713973637641768	1	0.09082327453472394	1	1	1	1	0.07166624640443575	0.006302233288070336	1	1	1	1	1	0.006121406019598652	0.025189467125456333	1	1	1	1	1	1	1	0.0025596477940627027	0.037436636505850385	0.005998845912688844	0.06563439659313486	1	1	1	0.010243298439331805	1	1	1	1	0.06194957903005038	0.06713973637641768	1	0.013370913867914114	1	1	0.013599204199592374	1	0.031685746540688564	1	1	1	0.09297359060713983	1	1
REACTOME_AQUAPORIN_MEDIATED_TRANSPORT	1	1	0.037272937879805235	0.07084089964460527	0.068635864107227	1	1	1	1	1	1	1	1	1	0.0030503672534192283	1	1	0.005491043696224107	0.028843519173471277	1	1	1	1	1	1	1	0.0005889001323831078	1	1	1	0.05143435318381817	1	0.0021327081299736816	0.07401849763811119	1	1	0.03519130430244477	1	1	1	1	0.008554092692469095	0.068635864107227	0.006554923700234472	1	0.022696631499759645	1	1	0.003564161315351755	1	1	1	1	1	1	0.025623495193607737	0.036280070966241196	1	1	0.011401620022511771	1	1	1	1	1	1	1	1
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07662823952460862	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ASSEMBLY_AND_CELL_SURFACE_PRESENTATION_OF_NMDA_RECEPTORS	1	1	0.024234250762742104	0.05275245101771309	0.00567520449057457	1	1	1	1	1	1	1	1	0.0450952964048712	1	1	1	1	1	1	1	1	1	0.004750261644993037	1	1	0.004217446844793082	1	1	1	0.03381520180101916	0.0049702528768208465	1	1	1	0.04376041287707699	1	1	1	0.026488078157798856	1	1	1	0.004097800449978428	1	1	1	0.021529243905464623	1	1	0.00038481801627854306	1	1	0.031452093201940645	0.002363349219681732	1	0.023568455863802407	1	1	1	0.014422553515932579	1	1	1	1	0.011704799485722561	1	1
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	1	1	1	1	1	1	1	1	1	1	1	1	1	0.024483490064153512	1	0.049144576161694764	0.055129710394081544	1	1	1	1	1	1	1	1	1	0.010467801744181493	1	0.0687856038340735	1	0.016814889768696495	0.015541704525704136	0.022242557877960922	1	1	1	1	1	1	1	1	1	0.09036781212487544	1	1	1	1	0.03939019667123367	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03526979504423544	1	1	1	1
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS	1	1	0.05196007542060088	1	1	1	1	1	1	1	1	1	1	0.011211614656513325	0.012930969248184931	1	1	1	0.04333380414918031	1	1	1	1	1	1	1	1	1	1	1	1	0.0627341550318411	1	1	1	1	0.009481202768685915	0.005641056910021036	1	0.00972572896081425	1	0.007379176011399036	1	1	1	1	1	1	1	1	1	1	1	0.007578620564284044	1	0.0021877255394339157	1	1	1	0.07085940060643758	1	1	1	1	1	1	1	1
REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING	1	1	1	1	1	1	1	1	1	1	1	0.0727351747841608	1	1	1	1	1	1	1	1	0.04320046937582167	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07737582467518023	1	1	1	1	1	1	1	1	1	1	1	1	0.03965317286347214	1	1	1	1	1	1	1	1	1	1	0.0727351747841608	1	1
REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN	1	1	0.09878252619494565	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CA2_ACTIVATED_K_CHANNELS	1	1	1	1	1	1	1	1	1	1	1	1	1	0.010810271835936414	1	1	0.0013345137262400497	1	0.005531412568749228	1	1	1	1	1	1	1	1	1	0.0017123930267739507	1	0.0003240559532484699	1	0.010210333257046678	0.011604435562678428	1	1	1	0.0002173471194703014	1	0.0011476819844478126	1	1	4.439703689662622e-05	1	0.00016086779039869992	0.00461488384595754	1	1	1	1	1	1	1	0.00029792657330596217	1	0.0007599885339391044	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CA2_PATHWAY	1	1	0.05764545186496617	1	1	1	1	1	1	1	1	0.029079785919086998	1	0.025811810970348792	0.03054938622058001	1	1	0.06813510198296613	1	1	1	1	1	1	1	1	1	1	0.07076209394034061	1	1	1	0.023458642136051644	0.02904041297615001	1	0.08021025051324049	0.04840646658642478	1	1	1	1	0.015641810222933983	1	0.0761139445101282	0.04438155318808201	0.03572417558219132	1	1	0.05192047092838914	1	1	1	1	1	0.00813140734127571	0.010765191536991181	0.011081271666718573	1	1	0.02063334236895198	1	1	0.025662566393198305	1	1	0.029079785919086998	1	1
REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN	1	1	0.022814021378768867	1	0.04900805756667881	1	1	1	1	1	1	0.07798081981098337	1	1	1	1	0.0292114468523178	0.0032060221239562647	0.017501117712157566	1	1	1	1	1	1	1	0.0002825063177410714	1	0.03679563551118925	1	0.004974565291111177	0.0005480316884212133	0.0067120227389403375	0.008455953108495118	1	0.041974170522457555	1	1	1	1	1	0.004344318194204777	1	0.0038386620398566107	0.01722896567092791	1	1	1	1	1	0.00034503361101956287	1	1	1	0.017501117712157566	0.013568326771050798	0.0003203880969118167	1	1	1	0.013803512367948856	1	1	1	1	0.0011446022874840311	1	1
REACTOME_CARDIAC_CONDUCTION	1	1	3.86795759010905e-06	1.9748451198342565e-05	1.9044185485261877e-06	1	1	1	1	1	1	1.6717288299439304e-05	0.011996621280423003	1.8314480798586885e-07	9.245797460977201e-10	0.0025509312103050297	0.053578552264185286	1	0.0019032306485241568	1	1	1	1	1	1	0.021299667016653534	0.0818517110485002	1	0.00040775150122440706	1	0.02366851178286533	0.001464721740921937	8.518352847541877e-07	4.253076024696156e-08	1	9.15795622769e-06	0.00012544093473165763	6.621224690750438e-08	1	1.143328913988384e-06	0.02346871127119221	9.319431373500109e-06	0.00013759137870905658	0.0005110379311665803	1.3588399816466534e-06	0.005375203725957234	0.008167609823034327	0.005416328604668452	0.001288839914199924	1	2.5973493517406077e-05	1	1	5.890747290038245e-05	2.235329699118438e-09	8.265977393451251e-06	4.872116728948939e-07	1	0.043316189856732024	5.435932368680341e-07	0.019384445421218643	0.06745053651410671	0.017569159426510383	0.004362282793528793	0.0002841925007690538	2.1680974353621707e-06	1	0.0026670061697959824
REACTOME_CARGO_TRAFFICKING_TO_THE_PERICILIARY_MEMBRANE	1	1	1	1	1	1	1	1	1	1	1	1	0.01359552700566824	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CA_DEPENDENT_EVENTS	1	1	0.015275227885923726	0.003653875774573545	0.0034714647617315464	1	1	1	1	1	1	1	1	1	0.0052259302740564895	0.08864416825750565	1	0.026784060029867995	0.011649155803166833	1	1	1	1	1	0.007954388233140652	1	0.002568748349941141	1	1	1	1	0.0202294602800005	0.026859019255277006	1	1	0.031872795609263926	0.01866443517540184	0.09549650816589272	1	1	1	0.0002504806287718653	0.037311157468057354	0.030136713386809788	1	1	1	1	0.020092330670161918	1	0.09723333949641766	1	1	0.019975682243853266	0.011649155803166833	1	1	1	1	0.003384457794899043	1	1	1	1	1	0.007251716140644904	1	1
REACTOME_CD28_CO_STIMULATION	1	1	0.07920773357264776	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09884498775281947	1	1	1	1	1	1	0.078480129635915	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02852192364943107	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07232657951828547	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09522009220530114	1	1
REACTOME_CELL_CELL_COMMUNICATION	1	1	1	0.023988244654066126	0.092662422654747	1	1	1	1	1	1	1	0.07526431054591387	1	1	0.099030805338993	1	1	0.08574881352855923	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07928306344673586	1	1	1	1	0.03682450389270897	0.05889953731129016	1	1	1	0.092662422654747	1	1	1	1	1	1	1	1	1	1	1	0.025828046900962742	1	1	1	1	1	0.01688213122825699	1	1	1	1	1	1	1
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	1	1	1	0.017339999362356195	1	1	1	1	1	1	1	1	0.021507468714385025	1	1	1	1	1	1	1	1	1	1	1	1	0.03204165302383133	1	1	1	1	1	1	1	1	1	1	1	0.013260147801689048	0.016517056338470004	1	1	0.08017236695425156	1	1	1	1	1	1	1	1	1	1	1	1	0.05061011410095029	1	1	1	1	1	0.002491891120200207	1	1	1	1	1	1	1
REACTOME_CELL_CYCLE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03586263231778186	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CELL_CYCLE_MITOTIC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02414155283479036	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CELL_JUNCTION_ORGANIZATION	1	1	1	0.042416108890258375	1	1	1	1	1	1	1	1	0.04080235131822685	1	1	1	1	1	1	1	1	1	1	1	1	0.05992024502631388	1	1	1	1	1	1	1	1	1	1	1	0.040965835796171635	0.03158350326651593	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.006619617433142211	1	1	1	1	1	1	1
REACTOME_CGMP_EFFECTS	1	1	1	1	1	1	1	1	1	1	1	0.012496406628284329	1	0.002758250134086815	0.036540897551257	1	1	1	4.187551075485185e-05	1	1	1	1	1	1	1	1	1	0.0001774876833250394	1	0.026810655016305418	0.025653753334650364	0.00253507240423112	0.0030626574442933485	1	0.006364546084599909	1	0.020821717853776733	1	1	1	0.02496988642575848	0.00028375816710402013	1	0.017193154414048117	0.014582119545897942	1	1	1	1	1	1	1	9.227368851061346e-05	0.017386824125786404	0.004529576056703566	1	1	1	0.02918771702983136	1	1	1	1	1	0.012496406628284329	1	1
REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS	1	1	0.032094510936715226	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.040704593438008585	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0031990244886188623	0.0386461167326162	1	0.06840408993365876	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	1	1	1	1	1	1	1	1	1	1	1	1	0.01309115334842359	0.06174180847555666	0.07002755787602744	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03274705170998715	0.0332812385978819	1	0.03355206864949212	1	0.04246860873760916	1	1	1	1	1	1	1	1	1	1	0.019017051134726293	0.007708030342135963	1	0.02253312343624536	1	1	1	1	1	1	0.01713931042205541	1	1	1	1	1
REACTOME_CILIUM_ASSEMBLY	1	1	1	1	1	1	1	1	1	1	1	1	0.03313384568088351	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS_	0.048649827678080015	1	1	1	1	1	6.730215743933066e-06	0.012045146983635568	1	0.024564462953540867	1	1	0.005610692026345121	1	0.052259458392986846	1	1	1	0.010051489169377592	1	0.006294994372265994	1	1	1	1	0.013728894758688548	0.09897851639405086	1	0.028992501636666	0.02907732754203962	0.00737955812319302	1	1	0.009657681197319468	0.06875438788218147	1	1	1	1	1	1	0.03350633235842748	1	1	0.02540223564163957	0.09184834064240877	1	1	1	1	1	1	0.00046423657032523824	0.07599219403419788	1	0.027256178962213773	1	1	1	0.024714501212395712	1	0.08234405969300829	1	1	1	0.06572821272061302	1	1
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS_	1	1	0.010764195387278908	1	0.04276991925538054	1	1	1	1	1	1	0.08074170135915237	1	0.007167722926326392	0.0021250778350121458	0.0382376763010811	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06557918778117555	1	0.006226192144816678	0.008524980649253777	1	1	0.09979005874939095	1	1	0.01691559007510235	1	0.015507972541011328	1	0.03190500970744947	0.006953802107727336	0.09721967062837922	1	1	1	1	1	1	1	1	0.03252733238109662	0.052740432736093856	0.002053117624159051	1	1	0.021483419309266227	1	0.003066274100017252	1	1	1	0.018585621161273602	1	1
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.010637313258661574	1	1	1	1	1	1	1	0.013496389516847174	1	0.08091483534948452	1	0.09388370652084077	0.021232427854394498	1	1	1	1	1	1	1	0.056908676654560786	1	1	1	0.08695273839203455	1	1	1	0.04666837904610888	1	1	1	1	1	0.08795618444803877	1	1	1	0.008210769088677128	1	1	1	1	1	0.04183504488404599	1	1	1	1
REACTOME_COLLAGEN_CHAIN_TRIMERIZATION	1	1	1	0.05275245101771309	1	1	1	1	1	1	1	1	1	0.0450952964048712	0.051357188314495095	1	1	1	0.018608759332143343	1	1	1	1	1	1	1	0.004217446844793082	1	0.03837447103590552	1	0.03381520180101916	0.0049702528768208465	0.04189366688704821	1	1	1	1	1	1	0.026488078157798856	1	1	1	0.041418925085216385	1	0.09315589790111278	1	0.021529243905464623	1	1	1	1	1	1	1	0.06903810238140573	1	1	1	0.03795484890643519	1	1	1	0.019213443711296296	1	0.08113682078308959	1	1
REACTOME_COLLAGEN_DEGRADATION	1	1	0.06223777660247021	1	1	1	1	1	1	1	1	1	1	0.028596384435541466	1	0.010841153088114064	0.06002008321711394	1	1	1	1	1	1	1	1	1	0.011926489187940592	1	0.0103507286949176	1	0.01972708751803509	0.0033248135235871557	0.026010018626477782	1	1	1	1	1	1	1	1	1	0.015855872466388643	1	1	1	1	0.04297080907082629	1	1	1	1	1	1	1	1	1	1	1	0.09384842534130433	1	1	1	0.03849816315517807	1	1	1	1
REACTOME_COLLAGEN_FORMATION	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08052812062155779	0.09341145563805975	1	1	1	0.02833271501759904	1	1	1	1	1	1	1	0.029310670734097988	1	1	1	0.05768337386997813	0.013817280142188304	0.07398742039746953	1	1	1	1	1	1	0.0948425930709147	1	1	1	1	1	1	1	0.07845654212971098	1	1	1	1	1	1	1	1	1	0.014450195532340615	1	1	1	1	1	0.07063983140992947	1	1	1	1
REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0806473515796825	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06779456725901034	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING	1	1	0.0028691411150573165	1	1	1	1	1	1	1	1	0.010304860926219628	1	0.040120163499528294	0.0011652002716007193	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04398047633835511	1	1	1	0.021142701134809316	1	1	1	0.00398791170522228	1	1	0.01617509714310339	0.086052037434448	1	1	1	1	0.021740896310851077	1	1	0.027886542535112024	0.016431497019886554	0.012513575753377415	0.0208470802336016	1	1	0.03370990672206631	1	1	1	0.017595607089766485	1	0.010304860926219628	1	1
REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.024816744254278378	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.024347889142478207	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03827902100631242	1	1	1	1	1	1	1	1	0.040262922896344366	1	1	0.036788237684553415	1	0.012964774358101394	1	1	0.03730641663544321	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.084697674647366	1	1	1	1
REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05889847957424854	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05784157021565828	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT	1	1	1	1	0.05228904694947534	1	1	1	1	1	1	1	0.04912739630932972	1	1	1	1	1	1	1	1	1	1	1	1	1	0.040222481977174374	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY	1	1	0.08759641244745442	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.009942710018540746	1	1	1	1	0.01914065324401626	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03931470933427339	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CREB1_PHOSPHORYLATION_THROUGH_NMDA_RECEPTOR_MEDIATED_ACTIVATION_OF_RAS_SIGNALING	1	1	0.0593407659550198	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07150146435984628	1	1	1	1	1	1	1	0.011228213381673124	1	0.06971677416460587	1	1	1	1	1	1	1	1	0.007170911606277142	1	1	0.07090487308057847	0.04957498688908113	1	1	1	1	1	1	1	1	1	1	0.03620079050291458	1	1
REACTOME_CRMPS_IN_SEMA3A_SIGNALING	1	1	1	0.007788958618352604	0.007520147268306743	1	1	1	1	1	1	0.012496406628284329	1	0.002758250134086815	0.036540897551257	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.045690322512493275	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CS_DS_DEGRADATION	1	1	0.016247293371175697	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.035637794003140044	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	1	1	1	1	1	1	1	1	1	1	0.05611024875001591	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.018538461779770143	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_DAG_AND_IP3_SIGNALING	1	0.013042623265163478	0.020114103994692045	0.004892506393517793	0.004650326854014342	1	1	1	1	1	1	0.07179076022424336	1	1	0.0010425069385466834	1	1	0.0027969275366697133	0.001816256338057931	1	0.0038764027018067804	1	1	1	0.009703754058793201	1	0.0034494988493098955	1	1	1	1	0.003846180782175468	0.005660060123375166	1	1	0.038487551205688586	0.022648170670920842	1	1	1	1	3.7297020062720954e-05	0.004650326854014342	0.0033510796130410414	1	1	1	1	0.0018010542252356876	1	1	1	1	0.0037806325296261267	0.001816256338057931	0.05820556104478625	1	1	1	0.0006011262564730169	1	1	1	1	1	0.0009549935413611932	1	1
REACTOME_DEFECTIVE_B4GALT7_CAUSES_EDS_PROGEROID_TYPE	1	1	0.032094510936715226	1	1	1	1	1	1	1	1	1	1	0.05009245752098335	0.05505709227676858	1	1	1	0.026626136776552345	1	1	1	1	1	1	1	1	1	1	1	1	0.03898628506611623	1	1	1	1	0.005666048789602973	0.031779828739048166	1	0.005813916076151671	1	0.03796930489935524	1	1	1	1	1	1	1	1	1	1	1	0.0035601649629800614	1	0.0007849693035226757	1	1	1	0.04422698517903889	1	1	1	1	1	1	1	1
REACTOME_DEFECTIVE_CHST14_CAUSES_EDS_MUSCULOCONTRACTURAL_TYPE	1	1	0.005286031305155925	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0119393409730153	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_DEFECTIVE_CHST3_CAUSES_SEDCJD	1	1	0.005286031305155925	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0119393409730153	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_DEFECTIVE_CHSY1_CAUSES_TPBS	1	1	0.005286031305155925	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0119393409730153	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_DEFECTIVE_EXT2_CAUSES_EXOSTOSES_2	1	1	1	1	1	1	1	1	1	1	1	1	1	0.025749457311235346	0.028409387714635193	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.002774205824453313	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0196796995584958	1	0.035637794003140044	1	1	1	1	1	1	1	1	1	1	1	1
