	ARNT2	ARX	ASCL1	ASCL2	CCDC17	E2F7	EBF3	ETV1	FEV	FOXJ1	FOXP2	GATA2	HES4	HEY1	HHEX	HIC1	HLF	INSM1	ISL1	LMX1A	LMX1B	LTF	MAFA	MAFB	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU5F1	RFX6	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846
GO_CELLULAR_RESPONSE_TO_DEXAMETHASONE_STIMULUS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.001130577541634925	1	1	1	1
GO_CELLULAR_RESPONSE_TO_DNA_DAMAGE_STIMULUS	0.0996516507473918	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CELLULAR_RESPONSE_TO_DRUG	1	1	1	1	1	1	1	1	0.0723796360556338	0.02465529999414673	1	0.049774552152456186	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05825986238159453	0.01145212688831787	1	1	1	1	1	1	1	0.0337940112629862	1	1	1	8.231049584217498e-05	1	1	1	1	1	0.01956967062925896
GO_CELLULAR_RESPONSE_TO_ENDOGENOUS_STIMULUS	1	1	1	1	0.04583673909426844	1	0.07190901688587847	1	0.0678797699566076	1	1	1	1	1	1	1	1	1	0.049405267281166454	1	1	1	1	1	1	1	1	0.0448814082788177	1	1	1	0.006982949622518997	0.07005440649140149	1	0.07156367677039055	1	0.07703339724577907	1	1	0.034872899199191676	0.015608061092048375	1	0.047017922480332985	1	0.07156367677039055	1	0.06247564994025645	0.02737984730423948	0.05981756611107547
GO_CELLULAR_RESPONSE_TO_ESTRADIOL_STIMULUS	1	1	1	1	1	1	1	1	0.094064851405957	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05772796460849461	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03081496474153722	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CELLULAR_RESPONSE_TO_FATTY_ACID	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.017755860756490383	1	1
GO_CELLULAR_RESPONSE_TO_GLUCAGON_STIMULUS	1	1	1	1	1	1	1	1	1	1	0.003558722114203272	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CELLULAR_RESPONSE_TO_GLUCOSE_STARVATION	1	1	1	1	1	0.06044082960036734	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CELLULAR_RESPONSE_TO_GROWTH_HORMONE_STIMULUS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.026220396266751322	1	1	1	1	1	1
GO_CELLULAR_RESPONSE_TO_HORMONE_STIMULUS	1	1	1	0.09578738642443319	0.010079487188846104	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0761427927566325	0.0761427927566325	1
GO_CELLULAR_RESPONSE_TO_HYDROGEN_PEROXIDE	1	1	0.08570242286926966	0.03093181303493686	1	1	1	0.0935728808706544	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.025115792040589002	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CELLULAR_RESPONSE_TO_HYDROPEROXIDE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0027388275581838872	1	1	1	1	1	1
GO_CELLULAR_RESPONSE_TO_INORGANIC_SUBSTANCE	1	1	1	0.0226131712085198	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05268355960012627	1	1	1	1	1	1	1	1	1	1	0.07316756352641729	1	1	1	1	1	1
GO_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS	1	1	1	1	1	1	1	0.02919669076709641	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09380002724684045	1	1	1	1	1	1	1	1	1	1	0.010005603443471123
GO_CELLULAR_RESPONSE_TO_KETONE	1	1	1	1	1	1	1	1	1	1	0.0436590029478382	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0784116004193609	0.025913989590441333	1	1	1	0.0754839835374459	1	0.010598642577142492	1	1	1	1
GO_CELLULAR_RESPONSE_TO_LIPID	1	1	1	0.022375960321585953	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0695935293112232	1	1	0.07539159166736442	1	1	1	1	1	1	1	1	1	1	1	1	0.06755927609563606	1	1	1	1
GO_CELLULAR_RESPONSE_TO_MECHANICAL_STIMULUS	0.02140567644675595	1	1	1	1	1	1	1	0.09272330286809893	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CELLULAR_RESPONSE_TO_NICOTINE	1	1	1	1	1	0.002285621162015916	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CELLULAR_RESPONSE_TO_NITROGEN_COMPOUND	1	1	1	1	1	1	1	0.003735577725933692	0.03603700298113055	1	0.09826141289731838	1	1	1	1	1	1	0.08198971463658222	0.011050220284579804	1	1	1	1	1	1	1	1	0.004081390782452066	1	1	1	1	0.0974710520751898	1	1	1	0.009736910572544888	0.02104317695029534	0.006355136690599172	0.0014679534518798887	1	1	0.0003654062412505876	1	0.0267998295445393	1	0.003951353206454011	0.042799686083692	0.0019462804802782285
GO_CELLULAR_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND	1	1	1	0.07485635164223692	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0036122053803899767	1	1	1	1	1	1	1	1	1	0.06687817544720409	1	1	0.07202368747817134	1	1	1	1	1	1	1	0.04968937149223729	0.06477070443265187	1	1	1	0.013401490575036812	1	1	0.05659785539983242	0.0189979300002876
GO_CELLULAR_RESPONSE_TO_OSMOTIC_STRESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02435861309233356	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	1	1	1	0.04847123775594786	0.03520356122867252	1	1	0.009506689857839645	1	1	1	1	1	1	1	1	1	1	0.008221454189071498	1	1	1	1	1	1	1	1	0.057324487693827475	0.040539480422098095	1	1	1	1	1	1	1	0.08978268224752461	1	0.0477553434020731	0.044404717758292134	1	1	0.012049209380439962	1	0.04338971800425906	0.09571403734444917	0.02934042923696878	0.02934042923696878	0.018980008525937953
GO_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0884090723410017	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CELLULAR_RESPONSE_TO_PEPTIDE	1	1	1	0.0962747507399534	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.026729506045035323	1	1	1	1	1	1	1	1	1	0.04186913313475071	0.08319983553212973	0.05961418822764086	1	1	0.020312136810008208	1	1	1	1	1	0.04219730706205016
GO_CELLULAR_RESPONSE_TO_PEPTIDE_HORMONE_STIMULUS	1	1	1	1	1	1	1	0.09022939321595935	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06802340027383791	1	1	1	1	1	1	1	1	1	1	1	0.08064301958573072	1	1	0.05106472033308718	1	1	1	1	1	0.05078815836404216
GO_CELLULAR_RESPONSE_TO_PH	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.007041146936181075	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CELLULAR_RESPONSE_TO_PROSTAGLANDIN_STIMULUS	1	1	1	1	1	1	1	1	0.03555545073926658	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CELLULAR_RESPONSE_TO_PURINE_CONTAINING_COMPOUND	1	0.002287850334168562	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CELLULAR_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES	1	1	1	0.011433910761035837	1	1	1	0.057242457816523484	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09166129257353006	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CELLULAR_RESPONSE_TO_RETINOIC_ACID	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07918079133256017	1	1	1	1	1	1	1	1	1
GO_CELLULAR_RESPONSE_TO_STARVATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07161164539843812	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CELLULAR_RESPONSE_TO_STEROID_HORMONE_STIMULUS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.043147832686476484	1	1	0.0376716974528839	1
GO_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03042589074023938	1	1	1	1	1	1	1	1	1	1	1	0.03369348250915383	0.00027073666529375817	0.05091955373307666	1	1	1	0.049947368612208054	1	1	1	1	1	1	1	1	1	0.02962996839173726	1
GO_CELLULAR_RESPONSE_TO_VIRUS	1	0.04925735593369707	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08575741982426233	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CELLULAR_SODIUM_ION_HOMEOSTASIS	1	1	1	1	1	1	1	1	0.024398980714107843	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03752698661715437	1	1	1	1	1	1	0.001506571742320273	0.001861858414577089	1	1
GO_CELLULAR_TRANSITION_METAL_ION_HOMEOSTASIS	1	1	1	1	1	0.06912749038055943	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03665404967666919	1	1	1	1	1	1	0.02618093083152906	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CELL_ACTIVATION	1	1	1	0.018202563177272202	1	1	1	0.07498397094145648	1	1	1	1	1	0.03569708700630869	1	1	1	1	1	1	1	0.07183286800094679	1	1	1	1	1	1	1	1	1	1	1	1	0.08414705889276441	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CELL_ADHESION_MEDIATED_BY_INTEGRIN	1	1	1	1	1	1	1	1	0.015921207966437256	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CELL_ADHESION_MEDIATOR_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08406545694270728	1	1	1	1	1	1	1	1	1	1
GO_CELL_ADHESION_MOLECULE_BINDING	1	1	1	0.01657368582878327	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0693376392695052	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CELL_AGING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0755084572844621	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CELL_BODY	0.0066218488339681025	0.00569673055442621	1	0.022961474748420585	1	0.0003540141725578705	1	1	5.79804776412729e-07	1	0.00017779979608645302	1	1	1	1	0.07511065063643141	0.03639749744531451	1	0.0009042117219186796	0.02042609434685627	1	1	0.07942300652003853	0.055063069732850245	0.029377141856712585	0.07410236876902665	0.03639749744531451	0.0014056021424576626	0.00014993184576206353	1	1	0.07710756472833913	0.08378451150838806	0.0005669381443238475	1	1	0.08892319174841212	0.06387722148768837	1.1198315053029262e-08	1	0.06714878705970384	0.02539856330355994	0.0028803892804332154	1	0.014355095453981948	0.000592465591033875	0.00025092265033654915	4.6049776764034434e-05	0.0030463127663739042
GO_CELL_BODY_MEMBRANE	1	1	1	0.003277487734862361	1	1	1	1	0.06612892282640392	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09875136938574058	1	1	1	1	1	1	1	1	1	1
GO_CELL_CELL_ADHESION	1	1	0.06670709954232568	0.002687993786944509	1	1	1	1	1	1	1	1	0.09524871665905332	1	1	1	1	1	1	1	1	1	0.023268827711186213	1	1	1	1	0.01242859095740878	1	1	1	1	0.07559221671065586	1	0.05174971946106832	1	0.08140394546885987	0.06029086956197671	0.08388495441591093	1	1	1	0.0038395647194681137	1	1	1	1	1	0.012028315546693147
GO_CELL_CELL_ADHESION_MEDIATED_BY_CADHERIN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.019177896756461754	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	1	0.06853911504859045	0.046635974034625716	0.04061730921038453	1	1	1	1	1	1	1	0.05128587438227716	0.004751810615026608	1	1	1	1	1	1	1	0.07016395023669642	1	0.0018405572948925197	1	1	0.010703533154310163	1	0.008013438770287262	1	1	1	1	1	1	0.07285553516334042	1	1	1	1	1	1	1	0.02291710133241609	0.018327171796212793	1	1	1	1	1
GO_CELL_CELL_CONTACT_ZONE	0.018936018273521094	0.06370246910962685	1	0.017658188934026264	1	1	1	0.055557679101814195	0.0033536859443294986	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.006693715254471044	1	1	1	1	1	1	1	1	1	1	1	1	0.0384757580571069	1	1	1	1	1	1	1	1	1	1
GO_CELL_CELL_JUNCTION	0.013059042018213285	0.0017021371879953895	0.0932792517409824	0.04631387616640492	1	1	1	1	0.03781445572321318	0.08852946456450084	1	1	1	1	1	1	0.08685622468922738	1	1	1	1	1	1	0.06548123934052086	0.020862488700052362	0.047686685212987134	1	0.013059042018213285	0.041105389365221234	1	1	1	1	1	1	1	1	1	0.0843146415351318	1	1	1	1	1	1	1	1	1	0.018397743941885425
GO_CELL_CELL_JUNCTION_ASSEMBLY	0.06598931245277373	1	0.03521514764631606	0.061833836892967176	1	1	1	1	1	0.09036683107237076	1	1	1	1	1	1	1	1	0.014010071514434896	1	1	1	1	1	1	1	1	0.008533838626784696	1	1	1	1	1	1	0.02324436869003821	1	1	1	0.04155745509630726	1	1	1	0.06235986678478056	1	1	0.08122274891130721	1	1	0.031031518235548172
GO_CELL_CELL_JUNCTION_ORGANIZATION	1	1	0.01950279485182338	1	1	1	1	1	1	1	1	0.08955762739720086	1	1	1	1	1	1	0.03533761502467048	1	1	1	1	1	1	1	1	2.892190568359876e-05	1	1	1	0.04703179783167022	1	1	0.04466761821087328	1	1	1	1	1	1	1	0.06256674021951025	1	1	1	1	1	0.007107782925234174
GO_CELL_CELL_SIGNALING	0.030374386542192156	4.34673751953385e-05	0.00013555832049172434	0.023988603190458813	1	0.00012734956748905457	1	0.0046443762745354	2.384765307450465e-08	0.042309569953038584	0.000976222537778404	1	1	0.0102200469290884	1	0.0008112220288574168	0.03442302005779663	1	0.0028411965966568253	0.01246935708672059	0.0009833284600807568	1	0.000325944496459174	0.02963890180027784	1	1	1	0.030374386542192156	0.0022317632226280804	1	0.049864030561734385	3.7664101657619575e-05	0.010133883930601661	0.00011532991750040633	0.02232949606489376	0.005282265905160344	0.0061200905150320395	0.004935960460057398	0.0	0.0032367163100699425	0.0001200974578910996	1	3.2733625809910905e-09	0.06820124876512856	0.006544669138676129	0.06195211653362365	0.004353169502141707	4.762486834586355e-05	0.00010008709026410045
GO_CELL_CELL_SIGNALING_BY_WNT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04648343620261641	1	1	1	1	1	1	0.029247368574221277	0.053537394719392895	1	1	1	1	1	1	0.03872205338416357	1
GO_CELL_CELL_SIGNALING_INVOLVED_IN_CARDIAC_CONDUCTION	1	1	0.010611432553832234	1	1	1	1	0.011716281759119873	4.010808496324181e-06	1	1	1	1	1	1	1	1	1	0.005359873029567308	1	0.026570409559550923	1	0.01714254916202318	1	1	1	1	1	1	1	1	0.006693715252676702	1	1	1	1	1	0.010183254765841143	0.00019927178004364166	0.0207621606400189	1	1	0.04140675376399561	1	1	1	1	1	0.0021315853781129768
GO_CELL_CHEMOTAXIS	1	1	0.01789077694664354	1	1	1	1	0.07566754632123074	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.013839791790229095	1	1	1	1	1	1
GO_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING	1	1	1	1	1	1	1	1	0.06612892282640392	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09875136938574058	1	1	1	1	1	1	1	1	1	1
GO_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING_INVOLVED_IN_CARDIAC_CONDUCTION	1	1	1	1	1	1	1	1	0.04173852685557544	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06331870943446738	1	1	1	1	1	1	1	1	1	1
GO_CELL_COMMUNICATION_INVOLVED_IN_CARDIAC_CONDUCTION	1	1	0.030556155810937624	1	1	1	1	0.033602087488841414	1.039245714817838e-05	1	1	1	1	1	1	1	1	1	0.015787987191881236	1	0.009996211081256035	1	0.04830553444661445	1	1	1	1	1	1	1	1	0.0195891695610817	1	1	1	1	1	0.02937050939539243	0.00038620492663943295	0.057902787662851285	1	1	1	1	1	1	1	1	0.010353849277692895
GO_CELL_CORTEX	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06017942295194756	1	0.0812480155866051	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CELL_CYCLE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.053894783891746845	1	1	1	1	1	0.06210104989949028	1	1	1	1	1	1	1	1	1	1	1
GO_CELL_CYCLE_ARREST	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.025235703017460587	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.033745956447551295	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CELL_CYCLE_CHECKPOINT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.026409019580617032	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.043857375750008365	1
GO_CELL_CYCLE_DNA_REPLICATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08805298985024401	1	1	1	0.0900938105230027	1	1	1	1	1	1	1	1	1	1	1	1
GO_CELL_CYCLE_G1_S_PHASE_TRANSITION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0883895809700721	1	1	0.005055668586482098	1
GO_CELL_CYCLE_G2_M_PHASE_TRANSITION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0710402626207578	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CELL_CYCLE_PHASE_TRANSITION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09648006843943713	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08905867193744232	1	1	1	1	1	1	1	1	1	0.02810832666324592	1
GO_CELL_CYCLE_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06510421062334404	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.016326350453792382	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CELL_DIFFERENTIATION_IN_HINDBRAIN	1	1	1	1	1	1	1	1	0.03555545073926658	1	1	0.005421973334715946	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.004891472090206128	0.05418538303974618	0.010116086547102388	1	1	1	1	1	1	1	1	1
GO_CELL_DIFFERENTIATION_IN_SPINAL_CORD	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04986150602304995	1	1	1	1	1	1	1	1	0.020251705126351993	0.0702353433716778	0.0026348338679158534	1	1	1	1	1	1	1	1	1	1	1	0.014501732148642699	1	0.017755860756490383	1
GO_CELL_DIVISION	1	1	1	1	1	1	1	1	1	1	1	0.08368009469213022	1	1	1	1	1	1	1	1	1	1	1	0.023255916421621947	1	1	1	1	1	1	1	0.08193597465754165	0.04168921248558266	1	1	1	1	0.06852725378051006	1	1	1	1	1	1	1	1	1	1	1
GO_CELL_FATE_COMMITMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09801404535443603	1	1	1	1	1	1	1	1	0.02216320285553286	0.062027855492750694	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07773015239103365	1
GO_CELL_FATE_COMMITMENT_INVOLVED_IN_FORMATION_OF_PRIMARY_GERM_LAYER	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.027630919685610933	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CELL_FATE_DETERMINATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.043820125050590075	1	0.002316965624095113	1	1	1	1	1	1	1	1	0.011336084239737754	0.04077012158758986	1	1	1	1	1	1	1	1	1	0.06734902381597618	1	1	1	1	1	1
GO_CELL_FATE_SPECIFICATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04652021098814918	1	0.025769060143051248	1	1	1	1	1	1	1	1	1	0.04214861071446574	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CELL_GROWTH	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09862392925100505	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08133153618989486	1	1	1	1	1	1	1	1	1	1
GO_CELL_JUNCTION_ASSEMBLY	0.007810869626519001	1	0.0002685031672030602	0.0011807924138965697	1	0.06500170755259405	1	1	0.016045994834121835	0.0036595666488176137	1	1	1	1	1	1	1	1	0.016435208775245957	1	1	1	0.05600084243985326	0.03960049601962945	1	1	0.06442904467493615	0.007810869626519001	1	1	0.0762658141706648	0.00025447094938035875	1	0.05892655666321844	0.004928209990441079	1	0.05189166920125643	1	0.0005484636134657217	0.0826294173298816	1	1	0.004803029318714236	1	1	1	1	1	0.008587209357936665
GO_CELL_JUNCTION_MAINTENANCE	1	0.014409108125948755	1	1	1	0.029510257704870257	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04379113944868118	1	1	1	1	0.006206732030558992	1
GO_CELL_JUNCTION_ORGANIZATION	0.015614023221757978	0.0005962493407499769	0.002479947409296357	0.0006845748030828158	1	0.0021114878821276717	1	1	0.0018468765292947165	0.002914616271939119	1	0.06806124808853553	1	1	1	1	1	1	0.09695072121204706	0.04464469392278492	0.026967958511803114	1	0.014367472491837452	0.053665231544719694	1	1	1	0.00017050962511788725	0.03959617825917383	1	1	8.211631676990905e-05	1	0.007461730935834576	0.005219614262928163	1	1	0.05412868527929482	2.2275302021812493e-06	1	1	1	0.00011905113280519242	1	1	1	1	1	0.005056321527722063
GO_CELL_LEADING_EDGE	1	1	1	1	1	0.05711545682784347	1	1	1	1	0.05616179965928214	1	1	1	1	0.026660334730175705	1	1	1	1	1	1	1	0.0961301617955519	1	1	0.05990723205299586	1	1	1	1	1	1	0.01623437992721488	1	1	1	1	1	0.027886293259588024	1	1	1	1	1	1	0.003938823488301435	0.06409500025172277	1
GO_CELL_MATRIX_ADHESION	1	1	1	1	1	1	1	1	0.03819410311697391	1	1	1	1	1	1	1	1	1	1	0.05124015644645108	1	1	1	1	1	1	1	1	1	1	1	0.05864896312030554	0.0995143077077627	1	1	1	1	1	1	1	1	1	1	1	0.05255900730037544	1	1	1	1
GO_CELL_MATURATION	1	0.07775492010182361	1	1	1	1	1	1	0.011394987937040635	1	1	1	1	1	1	1	1	1	1	1	1	0.01603780011859901	1	0.019972979346918995	1	1	0.05553118606711571	1	1	1	0.0629295276402091	1	1	1	1	1	1	1	0.035272088678219626	1	1	1	0.03563920022709466	1	1	1	1	0.02638464593473744	1
