	AEBP1	ARNT2	ARX	ASCL1	ASCL2	E2F7	ETV1	FEV	FOXJ1	GATA2	HES4	HLF	ISL1	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	RFX6	SETBP1	SIX2	SMAD9	SOX4	SPIB	TFCP2L1	TP73	ZNF519	ZNF846
GO_POTASSIUM_ION_TRANSPORT	1	1	1	0.00430960227501	1	1	0.152832674558	1	1	0.0183910110322	1	1	1	1	1	0.0348373216767	0.000559311623257	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_PRESYNAPSE	1	1	0.0421292845082	1	1	1	0.00274307076687	1	1	0.145783056639	1	1	1	1.49894412849e-06	0.00105652348899	0.000772898574877	0.0	1	1	1	0.0358873993704	1	1.05030718133e-05	0.0224872452408	1	0.0396327286211	1	0.0	1	0.0174904325991	4.41988087674e-05	1	0.000492817872903	1	1	1	1
GO_PRESYNAPTIC_MEMBRANE	1	1	1	1	1	1	1	1	1	0.0424135238963	1	1	1	1	1	1	0.0890103786947	1	1	1	1	1	0.140250731984	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_BLOOD_CIRCULATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000143474347702	1	1	1	0.026886551551	1	1	1	1	0.00287289655917	1	1	1	0.520095558257	0.0124389944067	1	1	1	1	1	1
GO_REGULATION_OF_CATION_TRANSMEMBRANE_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.979177367753	1	1	1	1	1	1	1	1	0.742815369062	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_CELL_DEVELOPMENT	1	1	1	1	1	1	0.845644175186	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00828635444313	1	0.00678163014007	1	1	1	1	2.45662647376e-05	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	1	1	1	1	1	1	0.827598646492	1	1	1	1	1	1	1	0.00834439787831	1	1	1	1	1	0.0117344409484	1	0.000564607837969	1	1	1	1	0.075246217568	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_EXOCYTOSIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.150482969797	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_HEART_RATE_BY_CARDIAC_CONDUCTION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0336012589477	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_HORMONE_LEVELS	1	1	1	1	1	1	1	1	1	0.000123943164169	1	1	1	0.000131739448061	1	0.261391581961	0.00528180713359	1	1	1	1	1	1	1	1	0.036734416176	1	1	1	0.707543307572	1	1	1	1	1	1	1
GO_REGULATION_OF_HORMONE_SECRETION	1	1	1	1	1	1	0.8317210974	0.184439559599	1	0.00311131221183	1	1	1	7.03184278943e-05	1	0.8317210974	0.0849853712233	1	1	1	1	1	1	1	1	1	1	1	1	0.321449713228	1	1	0.094056086657	1	1	1	1
GO_REGULATION_OF_INSULIN_SECRETION	1	1	1	1	1	1	1	1	1	0.302575939445	1	1	1	0.00448859169986	1	1	0.177483029399	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORT	1	1	1	0.168985460687	1	1	0.00500637604599	1	1	0.13666750244	1	1	1	0.702989770988	1	1	5.49425661223e-06	1	1	1	1	1	0.327501606435	0.139094092442	1	0.041310499772	1	0.237607817009	1	0.0537888198564	0.14166110666	1	0.00147487168697	1	1	1	1
GO_REGULATION_OF_ION_TRANSPORT	1	1	1	0.0152844744134	1	1	4.17547453637e-05	1	1	0.0562841092639	1	1	1	0.100346481187	1	1	1.66607435139e-05	1	0.288608821068	1	1	1	0.00190475651498	0.333795952589	1	0.106409882512	1	0.23537959659	1	0.0124937612178	0.0412808265676	1	8.94173168875e-05	1	1	1	1
GO_REGULATION_OF_MEMBRANE_POTENTIAL	1	1	1	1	1	1	0.0	0.0494714259867	1	0.0	1	1	1	0.00667927854272	1	0.0577021500517	0.0	1	1	1	0.000660211076623	1	0.0107270624494	0.0260189076475	1	0.0262872813755	1	1	1	0.00152229631393	0.00439948222316	1	0.554435490037	1	1	1	1
GO_REGULATION_OF_METAL_ION_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.70510206987	1	1	1	1	1	1	1	1	1	0.980054365325	1	1	1	1
GO_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	1	1	1	1	1	1	0.394899024159	1	1	1	1	1	1	1	0.0266513585922	1	1	1	1	1	0.000381219788978	1	5.71123779103e-06	1	1	1	1	0.0	1	1	0.508601343466	1	1	1	1	1	1
GO_REGULATION_OF_NEURON_DIFFERENTIATION	1	1	1	1	1	1	0.0346071488318	1	1	1	1	1	1	1	0.03320582011	1	1	1	1	1	0.00359015614604	1	3.64491007937e-05	1	1	0.476239012791	1	0.0	1	1	0.0428067371775	1	1	1	1	1	1
GO_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	1	1	1	1	1	1	0.208634142324	1	1	1	1	1	1	1	0.174593421323	1	1	1	1	1	0.092310061005	1	0.0	1	1	0.459687799031	1	0.00122190323968	1	1	0.440295886703	1	1	1	1	1	1
GO_REGULATION_OF_NEUROTRANSMITTER_LEVELS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00423226261581	1	1	1	1	1	1	0.0177419788656	1	1	1	1	1	1	1	0.440193083321	1	1	1	1	1	1
GO_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.267460139906	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_PEPTIDE_HORMONE_SECRETION	1	1	1	1	1	1	0.337309075144	0.862319488953	1	0.083294662303	1	1	1	0.000339447902525	1	1	0.0250666637104	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.363422903333	1	1	1	1
GO_REGULATION_OF_PEPTIDE_SECRETION	1	1	1	1	1	1	1	1	1	1	1	1	1	0.201448138864	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.83234579522	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_REGULATED_SECRETORY_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.548493841252	0.799639220087	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_SECRETION	1	1	1	1	1	1	0.0307938435268	0.653165985354	1	0.00641776292523	1	1	1	0.000560265278045	1	0.0307938435268	0.00314042818113	1	1	1	1	1	0.0308428740717	1	1	0.377614676564	1	1	1	1	1	1	0.00955742752826	1	1	1	1
GO_REGULATION_OF_SYNAPTIC_PLASTICITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0847242431255	1	1	0.709518070792	1	0.826568538036	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_SYNAPTIC_VESICLE_CYCLE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0200918245954	1	1	1	1	1	1	0.632167825181	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_SYNAPTIC_VESICLE_EXOCYTOSIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.588917688232	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_SYSTEM_PROCESS	1	1	1	1	1	1	0.00393110303125	1	1	0.459146373116	1	1	1	1	1	1	4.26274153398e-05	1	1	1	0.0	1	0.721839817859	1	1	6.5717696104e-05	1	1	1	0.826250388536	0.00642536294423	1	1	1	1	1	1
GO_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	1	1	1	0.3526988232	1	1	0.0120693288377	1	1	0.0832889896841	1	1	1	1	1	1	7.46925898054e-05	1	1	1	1	1	0.354016570589	0.528341307473	1	0.071141861756	1	0.677773794913	1	0.042981060055	0.398435453842	1	0.019810982896	1	1	1	1
GO_REGULATION_OF_TRANSPORT	1	1	1	0.021648280032	0.0544896040481	1	0.0	0.00209583690271	1	0.0	1	1	1	3.29738157792e-05	1	0.00986452242371	0.0	1	0.340479957791	1	1	1	0.0	1	1	0.00276700403657	1	0.0	1	0.00978770007204	0.00205937600471	0.168607203901	0.0	0.142249202485	1	1	1
GO_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING	1	1	1	1	0.329568313279	1	0.000171177658146	1	1	0.129497794428	1	1	1	1	1	0.0026356280744	0.000376893374887	1	1	1	0.000294384134778	1	0.0	0.194447740914	1	0.00216632536488	1	1.28672481872e-05	1	0.171629667831	0.0019767260326	1	1	0.534924209303	0.76584327196	1	1
GO_RETROGRADE_AXONAL_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.996583668921	1	1	1	1	1	1	1
GO_SECRETION	1	1	1	1	1	1	1	1	1	0.116409094486	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_SIGNAL_RELEASE	1	1	1	1	0.535684724116	1	0.00245352300586	0.00183021736795	1	0.000123314377953	1	1	1	0.000815833571165	1	0.00022085995314	0.00175615085707	1	1	1	1	1	0.00501641069037	1	1	0.00125356361375	1	0.286823082308	1	0.590731243748	0.00427153485038	1	0.000614110832423	1	1	1	1
GO_SITE_OF_POLARIZED_GROWTH	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.087305931666	1	1	1	1	1	1	1	1	1	1	0.0275114136552	1	1	1	1	1	1	1	1	1
GO_SOMATODENDRITIC_COMPARTMENT	1	1	0.00747532022829	1	1	1	0.0	0.000226322899952	1	0.0	1	1	1	0.0	0.0397940427721	0.0	0.0	1	1	1	9.45122007912e-06	1	1.00796670748e-05	0.00039942869685	0.0754878037494	0.0	0.00106670754756	0.0	1	0.000195952981914	0.0	1	1.59598583291e-05	0.0614843259199	1	1	1
GO_SYNAPSE	1	0.0119566425042	0.000797613729302	0.0190903891133	0.000155140666257	0.330975494105	1.18315675224e-05	2.99580209879e-05	0.0325989551204	4.82353069797e-06	1	0.0159056473964	1	2.56696031549e-05	3.44569088672e-05	1.18316812299e-05	3.46143813879e-06	0.128606593668	0.0620027181222	0.0120062751753	1.35763231575e-05	1	2.51253516766e-05	0.0	0.00502623299546	2.68469722342e-06	4.78964760287e-05	6.46259046277e-09	1	1.29921347758e-05	1.45886523772e-05	0.000314191758368	3.46782055933e-05	2.97024453366e-05	0.525059635849	1	0.000315339001746
GO_SYNAPSE_ASSEMBLY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0476887070582	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_SYNAPSE_ORGANIZATION	1	1	1	1	1	1	0.0339178736033	1	1	1	1	1	1	0.0154732016332	1	1	0.20928256261	1	1	1	0.360907607559	1	0.00639759420011	0.411641192788	1	1	1	7.05429487735e-06	1	1	1	1	1	1	1	1	1
GO_SYNAPTIC_MEMBRANE	1	1	1	1	1	1	0.0022787666381	0.000158241591353	0.628283544863	5.40894249978e-05	1	0.0124015356439	1	8.82814900205e-05	0.00849924319329	0.0	0.0	1	1	1	0.000530161168098	1	3.9869911916e-05	0.00244829928203	0.572555636821	0.00941728360966	1	0.00157824003597	1	8.70885769606e-05	5.97136691005e-05	0.00279296274274	0.171148321397	0.00112940638009	1	1	1
GO_SYNAPTIC_SIGNALING	1	1	1	1	0.00113712880265	1	0.0	0.000587871417943	1	0.0	1	1	1	0.0001646946092	0.00365368371308	0.0	0.0	0.0756527332821	1	0.377112040014	0.0	1	0.0	0.0789878344741	1	0.0	0.636041231217	0.0	1	0.0	0.0	1	7.61196492821e-05	9.04422167006e-05	1	0.589787807517	0.759671251068
GO_SYNAPTIC_VESICLE_EXOCYTOSIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00710265516019	1	1	1	1	1	1	0.193472844287	1	1	1	1	1	1	1	1	1	1	0.0450730628506	1	1	1
GO_SYNAPTIC_VESICLE_LOCALIZATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.41663985483	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_SYNAPTIC_VESICLE_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.608394690313	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_TAXIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.185250870528	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_TRANSMEMBRANE_TRANSPORT	1	1	1	1	1	1	0.00856393293484	1	1	0.0058412754351	1	1	1	0.840576208912	1	1	9.75170693807e-06	1	1	1	1	1	0.796230356085	0.00545843707184	1	0.00647128475551	1	1	1	1	1	1	1	1	1	1	1
GO_TRANSMISSION_OF_NERVE_IMPULSE	1	1	1	1	1	1	0.179213886464	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_TRANSPORTER_ACTIVITY	1	1	1	1	1	1	0.108393837736	1	1	0.341162814178	1	1	1	1	1	1	0.00064115591768	1	1	1	1	1	1	0.13818516042	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_TRANSPORTER_COMPLEX	1	1	1	0.00401847138518	1	1	0.0	0.0132911432347	1	0.0	1	1	1	0.000138328129757	1	0.19840659566	0.0	1	0.0149355248457	1	0.000290268086727	1	0.0899503558627	0.0333737168838	1	0.0	1	1	1	3.10215592485e-05	0.000601214206404	1	0.000358066872314	1	1	1	1
GO_TRANSPORT_VESICLE	1	1	1	1	1	1	1	1	1	1	1	1	1	0.913578976182	1	1	0.67092923199	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_TRANSPORT_VESICLE_MEMBRANE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.382247075605	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_TUBULIN_BINDING	1	1	1	1	1	1	0.116259386938	1	1	1	1	1	1	1	1	0.406830440339	1	1	1	1	1	1	1	1	1	1	1	0.000358966353741	1	1	1	1	1	1	1	1	0.793832260093
GO_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE	1	1	1	1	1	1	0.567082457988	0.259887919201	1	1	1	1	1	1	0.182874911887	0.000209047213979	0.867515515337	1	1	1	1	1	5.30657969566e-05	1	1	0.12378009007	1	0.0462880334353	1	1	0.820116515305	1	0.112218611461	0.0544269314467	1	1	1
GO_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00902778609272	1	1	1	1	1	1	1	1	1	1	1	1	0.961924998428	1	1	1	1	1	1	1
GO_VOLTAGE_GATED_CALCIUM_CHANNEL_COMPLEX	1	1	1	1	1	1	1	1	1	1	1	1	1	0.156025860914	1	1	0.00693951139985	1	1	1	1	1	1	1	1	1	1	1	1	0.0539450352015	1	1	1	1	1	1	1
GO_VOLTAGE_GATED_CATION_CHANNEL_ACTIVITY	1	1	1	0.000651025149574	1	1	0.00163976554847	1	1	0.000103123715234	1	1	1	0.918435505903	1	0.371676944288	0.0	1	0.0121308579888	1	0.0927037764009	1	0.030363835975	0.505564080326	1	0.0145330410498	1	0.0107367496872	1	0.0294076044279	1.74736138105e-05	1	0.00525538866487	1	1	1	1
GO_VOLTAGE_GATED_ION_CHANNEL_ACTIVITY	1	1	1	0.000266751773907	1	1	0.0	1	1	0.00408490643761	1	1	1	1	1	0.440951569067	0.0	1	0.00168523842721	1	0.00995528293025	1	0.686928663025	1	1	0.02647937145	1	0.00762661973487	1	0.0881978393955	9.55262241975e-06	1	8.03626145722e-05	1	1	1	1
GO_VOLTAGE_GATED_POTASSIUM_CHANNEL_ACTIVITY	1	1	1	0.0218297132591	1	1	1	1	1	0.198100346366	1	1	1	1	1	1	0.000590849386543	1	0.0914387417899	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
