	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CBX2	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	DZIP1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF117	ZNF382	ZNF492	ZNF519	ZNF788	ZNF846	ZNF853	ZNF883
GO_CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT			AP3B2 KIF1A KIF5A MAP1B MAP2 MAP6 NEFL UCHL1	AP3B2 CCDC88A CNIH2 MAP1A										AP3B2 CCDC88A CNIH2 MAP2 MAP6		AP3B2 CCDC88A CNIH2 HAP1 KIF5A KIF5C MAP1A MAP1B MAP2 MAP6 TUB UCHL1	AP3B2 CCDC88A CNIH2 HAP1 KIF5A MAP1A MAP1B MAP2 MAP6 TUB UCHL1				CNIH2 HAP1 KIF5A KIF5C MAP2										CCDC88A KIF5C MAP1A MAP6 SYT4	KIF5C SYT4	CNIH2 HAP1 KIF5A KIF5C MAP2 NEFL	AP3B2 CCDC88A CNIH2 HAP1 KIF5A MAP2 MAP6 NEFL		AP3B2 CNIH2 HAP1 KIF5A MAP1A MAP2 MAP6 TUB	KIF1A KIF5C SYT4 UCHL1	AP3B2 KIF5A MAP1A MAP2 MAP6															CCDC88A CNIH2 KIF1A MAP1A MAP1B MAP2 MAP6 NEFL TUB		KIF1A KIF5C SYT4	CNIH2 HAP1 KIF5A MAP1A NEFL UCHL1	CNIH2 KIF5C MAP1A MAP6 NEFL	CCDC88A CNIH2 HAP1 KIF5A MAP1A MAP1B MAP2 MAP6 TUB UCHL1									KIF5A MAP2 TUB					
GO_CYTOSKELETON_ORGANIZATION			ACTL6B BRSK2 FIGNL2 FRMPD4 FTCD JAM3 LIMCH1 MAP1B MAP2 MAP6 MTSS1 NEFL PAK3 PAK6 PAX6 PROX1 PRPH RGS4 SFRP1 STMN2 SYNM TMEFF2 TMOD1 TMOD2 TPPP3 TTLL6 TUBB2B		ABLIM2 ANK2 BRSK2 CCDC78 CCDC88A CDK5R1 INA KIF19 MAP1A PAK6 PPM1E SAMD14 SPTBN4 STMN3 SYNM TEKT2 TTLL6 TUBB4A									AIF1 BRSK1 BRSK2 CCDC40 CCDC78 CCDC88A CDK5R1 CIT EVL INSRR KIF19 LIMCH1 LRRC49 MAP2 MAP6 MTSS1 PPM1E SAMD14 SPTBN4 STARD9 STMN3 SYNM TEKT2 TMOD2 TTLL7		AIF1 ANK2 CCDC88A CDK5R1 CIT CRMP1 DCX EVL FIGNL2 FRMPD4 GHRL INA JAM3 KRT4 MAP1A MAP1B MAP2 MAP6 MAP9 MAST1 MTSS1 NEFM PAK6 PAX6 PROX1 RGS4 SAMD14 SFRP1 SPTBN4 STARD9 STMN2 STMN3 STMND1 SYNM TEKT2 TMOD2 TTLL6	AIF1 ANK2 BRSK1 BRSK2 CCDC40 CCDC78 CCDC88A CDK5R1 CRMP1 FIGNL2 FRMPD4 GHRL INA JAM3 KIF19 KRT4 LIMCH1 MAP1A MAP1B MAP2 MAP6 MAP9 MAST1 MTSS1 NAV3 NEFM PAK6 PAX6 PGM5 PPM1E PROX1 RGS4 SAMD14 SFRP1 SPTBN4 STARD9 STMN2 STMND1 SYNM TEKT2 TMOD2 TTLL6	ABLIM2 ACTL6B AIF1 BRSK2 CCDC88A CIT CRMP1 FRMPD4 FTCD GHRL HEPACAM2 KRT4 LRRC49 MAP9 MTSS1 NEFM PAK6 PAX6 PPM1E PROX1 RGS4 SAMD14 SFRP1 STARD9 STMND1 SYNM TMEFF2 TMOD2 TTLL7	ABLIM2 ANK2 CIT GHRL KRT4 PAX6 PGM5 PPM1E SAMD14 SYNM TMOD1 TMOD2 TTLL6 TTLL7	ABLIM2 AIF1 CRMP1 EVL FIGNL2 FTCD INA JAM3 KRT4 LIMCH1 MAP2 NAV3 PAX6 PGM5 STARD9 STMN2 TMOD1 TMOD2 TTLL6 TTLL7 TUBB4A	ABLIM2 ANK2 BRSK1 CIT FIGNL2 FTCD GHRL KRT4 LRRC49 MAP2 MAP9 MAST1 NEFM PAK6 PPM1E PROX1 PRPH SPTBN4 STMN2 TAC1 TMEFF2 TMOD1 TTLL6 TTLL7		BRSK1 CCDC78 CDK5R1 FIGNL2 NEFM STARD9 TUBB4A				AIF1 BRSK2 CCDC40 CCDC78 MAP6 MTSS1 NAV3 NEFM PPM1E TEKT2 TTLL6	ABLIM2 AIF1 CDK5R1 CXCL12 HEPACAM2 MAST1 NAV3 NEFM PGM5 STARD9 STMND1 TAC1	ABLIM2 ANK2 BRSK1 CCDC40 CCDC88A EVL FTCD INSRR JAM3 LIMCH1 MAP2 NAV3 PPM1E STMND1 TTLL7 TUBB2B TUBB4A		ABLIM2 CCDC88A CIT DCX EVL HEPACAM2 MAP1A MAP6 NAV3 PAX6 PGM5 PRPH RGS4 SPTBN4 SYNM TMEFF2 TTLL6 TTLL7		ABLIM2 ACTL6B AIF1 ANK2 CCDC40 FIGNL2 FRMPD4 FTCD JAM3 KRT4 LIMCH1 LRRC49 MAP2 MAP9 NAV3 NEFL PAK3 PAK6 PAX6 PGM5 PPM1E RGS4 SAMD14 SFRP1 SPTBN4 STARD9 SYNM TAC1 TMOD1 TTLL7 TUBB2B	ABLIM2 ACTL6B AIF1 ANK2 BRSK2 CCDC40 CCDC88A CIT EVL FIGNL2 FRMPD4 JAM3 KRT4 LRRC49 MAP2 MAP6 MAP9 NAV3 NEFL PAK6 PPM1E RGS4 SAMD14 SFRP1 STARD9 STMND1 TMOD1 TTLL6 TTLL7 TUBB2B	ABLIM2 ACTL6B AIF1 ANK2 BRSK1 BRSK2 CCDC78 FIGNL2 HEPACAM2 INSRR JAM3 KRT4 LRRC49 MAP1A MAP2 MAP9 MAST1 MTSS1 NEFM PAX6 PGM5 PPM1E PROX1 PRPH SAMD14 SFRP1 STARD9 STMN2 STMND1 TEKT2 TMOD1 TMOD2 TPPP3 TTLL6 TTLL7	ACTL6B AIF1 ANK2 CCDC78 CIT EVL FTCD INSRR JAM3 LRRC49 MAP1A MAP2 MAP6 MAP9 MAST1 MTSS1 NAV3 NEFM PAK3 PAK6 PGM5 PROX1 PRPH SAMD14 SFRP1 STMN2 STMND1 TEKT2 TMEFF2 TMOD1 TMOD2 TPPP3 TTLL6 TTLL7				ABLIM2 ACTL6B BRSK2 CCDC88A CDK5R1 CIT CXCL12 EVL GHRL HEPACAM2 KIF19 KIT LIMCH1 MAP6 NAV3 NEFM PAK3 PAK6 PROX1 RGS4 SPTBN4 STMN3 SYNM TMEFF2 TPPP3 TTLL7				ANK2 BRSK1 BRSK2 CCDC40 CIT CXCL12 EVL FIGNL2 INSRR KRT4 LIMCH1 LRRC49 MAP1B MAST1 MTSS1 NAV3 NEFM PROX1 SAMD14 SPTBN4 STARD9 STMN2 STMN3 STMND1 SYNM TMOD1 TPPP3 TTLL6 TTLL7				AIF1 ANK2 BRSK1 BRSK2 CIT FIGNL2 FTCD HEPACAM2 INA MTSS1 NAV3 PAX6 PGM5 PPM1E RGS4 SAMD14 SFRP1 SPTBN4 STMND1 SYNM TMOD1 TTLL6	ABLIM2 CCDC40 INSRR LIMCH1 MAP9 PAK6 PAX6 STMN3				ABLIM2 AIF1 ANK2 BRSK2 CCDC40 CCDC78 CCDC88A CDK5R1 FRMPD4 FTCD GHRL HEPACAM2 INA INSRR JAM3 LRRC49 MAP1A MAP1B MAP2 MAP6 MAP9 MAST1 MTSS1 NAV3 NEFL PAK6 PAX6 PPM1E SAMD14 SFRP1 SPTBN4 STMN2 TEKT2 TMOD1 TPPP3 TTLL6 TTLL7 TUBB4A				AIF1 ANK2 BRSK1 BRSK2 CCDC40 CCDC78 CDK5R1 EVL FIGNL2 KIF19 KRT4 LIMCH1 LRRC49 MAP1A MAP6 MAP9 MAST1 MTSS1 NEFL PAK6 PGM5 PPM1E PROX1 STMN3 SYNM TEKT2 TMOD1 TMOD2 TTLL7	ABLIM2 ACTL6B AIF1 ANK2 BRSK1 BRSK2 CCDC40 CCDC88A CDK5R1 CIT EVL FIGNL2 FRMPD4 FTCD HEPACAM2 JAM3 KIF19 KRT4 LIMCH1 LRRC49 MAP1A MAP1B MAP2 MAP6 MTSS1 NAV3 NEFM PAK6 PPM1E PROX1 RGS4 SAMD14 SPTBN4 STARD9 STMN3 STMND1 SYNM TAC1 TMEFF2 TMOD1 TMOD2 TPPP3 TTLL6 TUBB2B	CCDC40 CCDC78 CCDC88A CIT CRMP1 DCX FRMPD4 KRT4 LIMCH1 LRRC49 MAP1B MAP2 MTSS1 NAV3 NEFM PAX6 PGM5 PROX1 STARD9 STMN2 STMND1 SYNM TMOD1 TTLL6 TTLL7 TUBB2B			AIF1 ANK2 BRSK1 CCDC40 CCDC78 CCDC88A CDK5R1 CXCL12 EVL FIGNL2 FTCD GHRL HEPACAM2 INSRR JAM3 KIF19 KIT LIMCH1 LRRC49 MAP1A MAP6 MAP9 MAST1 MTSS1 NAV3 NEFM PAK6 PPM1E SAMD14 STARD9 STMN3 SYNM TEKT2 TMOD1 TPPP3 TUBB4A	ABLIM2 CCDC40 EVL FTCD KIT LRRC49 MAP9 SAMD14 STMN3 TUBB4A				AIF1 CIT EVL KRT4 MAP2 NAV3 PAK6 PGM5 PROX1 PRPH TMOD1 TUBB2B	ABLIM2 AIF1 CCDC78 CDK5R1 FIGNL2 LRRC49 MAST1 PPM1E SFRP1 SPTBN4 STMN3 TEKT2 TMOD1	CRMP1 NEFL	AIF1 CCDC78 CDK5R1 CIT FIGNL2 LIMCH1 LRRC49 MAP1A MAP2 MAP6 MAP9 MTSS1 NAV3 PAK6 SAMD14 SFRP1 SYNM TEKT2 TMOD1 TMOD2 TPPP3 TTLL6 TTLL7		
GO_CYTOSOLIC_CALCIUM_ION_TRANSPORT	GRIN1 TRPA1		CACNA1C CACNA2D1 RGS9 SLC8A1 TRPA1											CACNA1C FAM155B GSTM2 ITPR1 RGS9 TRPA1		ANK2 CACNA2D1 FAM155B GRIN2C GSTM2 HAP1 SLC8A1	ANK2 CACNA1C CACNA2D1 FAM155B GRIN2C HAP1 ITPR1 RGS9 SLC8A1 TRPA1		ANK2 CACNA1C HAP1		ANK2 CACNA1C HAP1 ITPR1 TRPA1										CACNA1C ITPR1 TRPA1				ANK2 CACNA1C CACNA2D1 FAM155B GSTM2 HAP1 ITPR1 SLC8A1					CACNA1C CACNA2D1 GRIN2C RGS9 SLC8A1		ANK2 GRIN1 RGS9		ANK2 CACNA2D1 GRIN1 GSTM2 HAP1 ITPR1 RGS9	ANK2 CACNA1C CACNA2D1 ITPR1 SLC8A1 TRPA1		CACNA2D1 GRIN1 GRIN2C GSTM2 RGS9 TRPA1				ANK2 CACNA2D1 ITPR1		ANK2 GRIN1 GSTM2 RGS9 SLC8A1			ANK2 CACNA2D1 GRIN1 GRIN2C GSTM2 HAP1 ITPR1 RGS9 SLC8A1	ANK2 CACNA1C GRIN2C GSTM2 ITPR1 RGS9	ANK2 CACNA1C CACNA2D1 HAP1 ITPR1 RGS9 SLC8A1	CACNA1C FAM155B GRIN2C GSTM2 HAP1 SLC8A1 TRPA1			ANK2 CACNA1C CACNA2D1 FAM155B GRIN2C GSTM2 ITPR1 RGS9				GRIN2C ITPR1 TRPA1	CACNA1C RGS9 SLC8A1			FAM155B GRIN1 GRIN2C GSTM2 ITPR1 RGS9		CACNA1C FAM155B
GO_CYTOSOLIC_TRANSPORT																														BAIAP3 CES1		CES1 SYT4					CES1 KIF1A SYT4																		CES1 KIF1A SYT4					CES1 MAP2												
GO_DECIDUALIZATION			SPP1 TPPP3													GHRL SPP1	GHRL SPP1																							GHRL TPPP3				SPP1 TPPP3									GHRL TPPP3					SPP1 TPPP3				GHRL TPPP3										
GO_DEFENSE_RESPONSE																									ADORA2A HLA-DQA2 MAPK8IP2 SCUBE1																											ADORA2A KIT NAIP								FFAR3 HLA-DQA2 ISL1 KIT MEP1B TAC1												
GO_DEFENSE_RESPONSE_TO_FUNGUS																																						CHGA SPON2																																		
GO_DEFENSE_RESPONSE_TO_GRAM_POSITIVE_BACTERIUM																											CHGA ZG16																																													
GO_DELAYED_RECTIFIER_POTASSIUM_CHANNEL_ACTIVITY			KCNA6 KCNB2 KCNE4	KCNA6 KCNB2 KCNC1	KCNB2 KCNC1 KCNH2												KCNB2 KCNC1 KCNE4 KCNH2	KCNC1 KCNE4	KCNC1 KCNE4	KCNC1 KCNE4													KCNC1 KCNE4		KCNB2 KCNC1 KCNE4	KCNA6 KCNB2 KCNC1 KCNE4 KCNH2		KCNB2 KCNE4 KCNH2	KCNB2 KCNC1	KCNC1 KCNE4 KCNH2		KCNC1 KCNH2		KCNB2 KCNC1	KCNC1 KCNE4											KCNB2 KCNC1 KCNE4	KCNC1 KCNE4	KCNB2 KCNC1 KCNE4 KCNH2	KCNB2 KCNC1 KCNE4											KCNB2 KCNC1 KCNH2		
GO_DELTA_CATENIN_BINDING																					DACT1 PTPRT															DACT1 PTPRT												DACT1 PTPRT																								
GO_DENDRITE_CYTOPLASM	GRIK3 KIF5C		GRIK3 KIF5A MAP2													KIF5A KIF5C MAP2	GRIK3 KIF5A MAP2				KIF5A KIF5C MAP2								KIF5A MAP2			GRIK3 KIF5C	KIF5A KIF5C MAP2	KIF5A MAP2			GRIK3 KIF5C	KIF5A MAP2			KIF5A MAP2										KIF5A MAP2				GRIK3 KIF5C			GRIK3 KIF5A MAP2		GRIK3 MAP2							KIF5A MAP2					
GO_DENDRITE_DEVELOPMENT	GRIN1 MAPK8IP2		ACTL6B CAMK1 CAMK2B EPHA4 KIF1A LZTS1 MAP1B MAP2 MAP6 MAPK8IP2 PAK3 SEZ6 SRCIN1	CAMK1 CAMK2B CDK5R1 CELSR2 CHRNB2 MAP1A PAK3 SDK1	CAMK1 CAMK2B CDK5R1 CELSR2 CHRNA3 CHRNB2 MAP1A		ARHGAP33 KNDC1 MAPK8IP2				CHRNA3 TMEFF1			CAMK1 CDK5R1 CELSR2 CHRNB2 EPHA4 HECW2 LZTS1 MAP2 MAP6 SLC12A5 SRCIN1		ARHGAP33 CAMK1 CAMK2B CDK5R1 CELSR2 CHRNA3 CHRNB2 EPHA4 GHRL KNDC1 MAP1A MAP1B MAP2 MAP6 SRCIN1 TMEFF1	ARHGAP33 CDK5R1 CHRNB2 GHRL HECW2 KNDC1 MAP1A MAP1B MAP2 MAP6 MAPK8IP2 SEZ6 SRCIN1 TMEFF1	ACTL6B ARHGAP33 EPHA4 GHRL HECW2 SDK1 SEZ6 SRCIN1	CELSR2 CHRNB2 EPHA4 GHRL SDK1 SRCIN1	CELSR2 CHRNA3 CHRNB2 HECW2 MAP2 SDK1 SRCIN1			CDK5R1 CELSR2 NEUROG3 SDK1		CDK5R1 MAPK8IP2 NEUROG3 TMEFF1		KNDC1 MAP6 MAPK8IP2	CDK5R1 HECW2 LZTS1 MAPK8IP2		CAMK2B MAP1A SLC12A5		MAPK8IP2 PAK3	ACTL6B CAMK1 CELSR2 EPHA4 HECW2 LZTS1 MAP2 PAK3 SRCIN1	ACTL6B CAMK1 CAMK2B CELSR2 EPHA4 HECW2 LZTS1 MAP2 MAP6 SDK1 SRCIN1	ACTL6B ARHGAP33 CHRNB2 LZTS1 MAP1A MAP2 NEUROG3 SDK1 SLC12A5 SRCIN1 TMEFF1	ACTL6B ARHGAP33 CELSR2 EPHA4 HECW2 MAP1A MAP2 MAP6 PAK3 SEZ6 SLC12A5 SRCIN1	CHRNA3 KIF1A MAPK8IP2 PAK3 TMEFF1	CAMK2B CELSR2 CHRNA3 MAP1A MAP2 MAP6 SRCIN1		ACTL6B CAMK1 CAMK2B CDK5R1 CELSR2 EPHA4 GHRL KNDC1 LZTS1 MAP6 PAK3 SDK1 SEZ6	EPHA4 MAP2 MAPK8IP2 SDK1 SRCIN1 TMEFF1	CAMK2B CDK5R1 GRIN1 MAP1A NEUROG3 SEZ6 SRCIN1	KIF1A TMEFF1	ARHGAP33 CAMK1 CAMK2B CHRNA3 CHRNB2 EPHA4 GRIN1 HECW2 MAP1B SDK1 SLC12A5	CELSR2 EPHA4 HECW2 SDK1 SRCIN1	CHRNA3 KIF1A LZTS1 SDK1 SLC12A5 SRCIN1	CHRNB2 GRIN1 HECW2 MAP6 SEZ6 SLC12A5	ARHGAP33 CHRNA3 EPHA4 HECW2 KIF1A LZTS1 SDK1 SLC12A5 SRCIN1		ACTL6B LZTS1 MAP2 SEZ6			ARHGAP33 CAMK2B CDK5R1 CHRNA3 EPHA4 GHRL GRIN1 HECW2 KIF1A KNDC1 MAP1A MAP1B MAP2 MAP6 SDK1 SLC12A5		KIF1A MAPK8IP2 PAK3 TMEFF1		CAMK1 CAMK2B CDK5R1 CELSR2 EPHA4 HECW2 LZTS1 MAP1A MAP6 SDK1 SEZ6 SLC12A5 SRCIN1	ACTL6B ARHGAP33 CDK5R1 CHRNB2 HECW2 LZTS1 MAP1A MAP1B MAP2 MAP6 SEZ6 SLC12A5 SRCIN1		ARHGAP33 MAP2	EPHA4 SDK1	CAMK1 CDK5R1 CELSR2 CHRNB2 EPHA4 GHRL HECW2 KNDC1 MAP1A MAP6 NEUROG3 SDK1 SEZ6 SRCIN1	CAMK2B CHRNA3 MAPK8IP2 SDK1 SRCIN1	ARHGAP33 CELSR2 EPHA4 NEUROG3 TMEFF1				ARHGAP33 CDK5R1 KNDC1 SLC12A5 TMEFF1		CAMK1 CAMK2B CDK5R1 CELSR2 EPHA4 GRIN1 LZTS1 MAP1A MAP2 MAP6 NEUROG3 SEZ6 SLC12A5 TMEFF1		NEUROG3 SDK1
GO_DENDRITE_EXTENSION																																					SYT4 UNC13A																		SYT4 UNC13A																	
GO_DENDRITE_MEMBRANE																		GABRG2 KCNC1 MPP2	GABRG2 KCNC1														GABRA1 KCNC1 MPP2						KCNC1 MPP2						KCNC1 MPP2		KCNC1 MPP2	GABRA1 MPP2							GABRA1 GABRG2	GABRA1 GABRG2 KCNC1		GABRA1 KCNC1 MPP2	GABRG2 KCNC1 MPP2			GABRA1 KCNC1 MPP2								KCNC1 MPP2		
GO_DENDRITE_MORPHOGENESIS	GRIN1 MAPK8IP2		CAMK2B EPHA4 KIF1A LZTS1 MAP2 MAP6 MAPK8IP2 PAK3 SRCIN1	CAMK2B CDK5R1 CELSR2 CHRNB2 PAK3	CAMK2B CDK5R1 CELSR2 CHRNA3 CHRNB2		ARHGAP33 KNDC1 MAPK8IP2							CDK5R1 CELSR2 CHRNB2 EPHA4 HECW2 LZTS1 MAP2 MAP6 SRCIN1		ARHGAP33 CAMK2B CDK5R1 CELSR2 CHRNA3 CHRNB2 EPHA4 KNDC1 MAP2 MAP6 SRCIN1	ARHGAP33 CDK5R1 CHRNB2 HECW2 KNDC1 MAP2 MAP6 MAPK8IP2 SRCIN1		CELSR2 CHRNB2 EPHA4 SRCIN1	CELSR2 CHRNA3 CHRNB2 HECW2 MAP2 SRCIN1			CDK5R1 CELSR2 NEUROG3		CDK5R1 MAPK8IP2 NEUROG3		KNDC1 MAP6 MAPK8IP2	CDK5R1 HECW2 LZTS1 MAPK8IP2				MAPK8IP2 PAK3	CELSR2 EPHA4 HECW2 LZTS1 MAP2 PAK3 SRCIN1	CAMK2B CELSR2 EPHA4 HECW2 LZTS1 MAP2 MAP6 SRCIN1	ARHGAP33 CHRNB2 LZTS1 MAP2 NEUROG3 SRCIN1	ARHGAP33 CELSR2 EPHA4 HECW2 MAP2 MAP6 PAK3 SRCIN1	CHRNA3 KIF1A MAPK8IP2 PAK3	CAMK2B CELSR2 CHRNA3 MAP2 MAP6 SRCIN1		CAMK2B CDK5R1 CELSR2 EPHA4 KNDC1 LZTS1 MAP6 PAK3	EPHA4 MAP2 MAPK8IP2 SRCIN1	CAMK2B CDK5R1 GRIN1 NEUROG3 SRCIN1		ARHGAP33 CAMK2B CHRNA3 CHRNB2 EPHA4 GRIN1 HECW2	CELSR2 EPHA4 HECW2 SRCIN1	CHRNA3 KIF1A LZTS1 SRCIN1		ARHGAP33 CHRNA3 EPHA4 HECW2 KIF1A LZTS1 SRCIN1			CELSR2 HECW2 MAP2		ARHGAP33 CAMK2B CDK5R1 CHRNA3 EPHA4 GRIN1 HECW2 KIF1A KNDC1 MAP2 MAP6		KIF1A MAPK8IP2 PAK3		CAMK2B CDK5R1 CELSR2 EPHA4 HECW2 LZTS1 MAP6 SRCIN1	ARHGAP33 CDK5R1 CHRNB2 HECW2 LZTS1 MAP2 MAP6 SRCIN1		ARHGAP33 MAP2		CDK5R1 CELSR2 CHRNB2 EPHA4 HECW2 KNDC1 MAP6 NEUROG3 SRCIN1	CAMK2B CHRNA3 MAPK8IP2 SRCIN1	ARHGAP33 CELSR2 EPHA4 NEUROG3				ARHGAP33 CDK5R1 KNDC1		CAMK2B CDK5R1 CELSR2 EPHA4 GRIN1 LZTS1 MAP2 MAP6 NEUROG3		
GO_DENDRITE_SELF_AVOIDANCE																		DSCAML1 VSTM2L			DSCAML1 VSTM2L															DSCAML1 VSTM2L																				DSCAML1 VSTM2L																
GO_DENDRITE_TERMINUS														MAP2 MAPK8IP1		MAP2 MAPK8IP1	MAP2 MAPK8IP1																		MAP2 MAPK8IP1	MAP2 MAPK8IP1																	MAP2 MAPK8IP1						MAP2 MAPK8IP1											MAP2 MAPK8IP1		
GO_DENDRITIC_GROWTH_CONE														MAP2 MAPK8IP1		MAP2 MAPK8IP1	MAP2 MAPK8IP1																		MAP2 MAPK8IP1	MAP2 MAPK8IP1																	MAP2 MAPK8IP1						MAP2 MAPK8IP1											MAP2 MAPK8IP1		
GO_DENDRITIC_SHAFT			EPHA4 LZTS1 MAP2 MPP2 SEZ6 SLC8A1	CNIH2 MAP1A										CNIH2 EPHA4 LZTS1 MAP2		CNIH2 EPHA4 KIRREL3 MAP1A MAP2 MPP2 SLC8A1	CNIH2 KIRREL3 MAP1A MAP2 SEZ6 SLC8A1	EPHA4 KIRREL3 MPP2 SEZ6	EPHA4 KIRREL3		CNIH2 EPHA4 KIRREL3 MAP2 SEZ6												CNIH2 EPHA4 KIRREL3 LZTS1 MAP2 MPP2	CNIH2 EPHA4 KIRREL3 LZTS1 MAP2 MPP2	CNIH2 KIRREL3 LZTS1 MAP1A MAP2 SLC8A1	CNIH2 EPHA4 KIRREL3 MAP1A MAP2 SEZ6 SLC8A1		MAP1A MAP2	MAP1A MPP2 SLC8A1	EPHA4 LZTS1 MPP2 SEZ6 SLC8A1	EPHA4 MAP2 SLC8A1	MAP1A SEZ6			EPHA4 KIRREL3 MPP2 SLC8A1	CNIH2 KIRREL3 LZTS1 MPP2	CNIH2 MPP2 SEZ6	CNIH2 EPHA4 KIRREL3 LZTS1 MPP2 SLC8A1	EPHA4 SLC8A1	LZTS1 MAP2 SEZ6	KIRREL3 MAP2		CNIH2 EPHA4 MAP1A MAP2 MPP2 SLC8A1			CNIH2 EPHA4 KIRREL3 MAP1A SLC8A1	CNIH2 EPHA4 KIRREL3 LZTS1 MAP1A SEZ6	CNIH2 KIRREL3 LZTS1 MAP1A MAP2 MPP2 SEZ6 SLC8A1	MAP2 MPP2 SEZ6 SLC8A1			CNIH2 EPHA4 KIRREL3 MAP1A MPP2 SEZ6					MAP2 SLC8A1			CNIH2 EPHA4 LZTS1 MAP1A MAP2 MPP2 SEZ6		
GO_DENDRITIC_SPINE_DEVELOPMENT		SDK1 SRCIN1	CAMK1 CAMK2B EPHA4 KIF1A PAK3 SRCIN1	CAMK1 CAMK2B CDK5R1 PAK3 SDK1	CAMK1 CAMK2B CDK5R1									CAMK1 CDK5R1 EPHA4 SLC12A5 SRCIN1		ARHGAP33 CAMK1 CAMK2B CDK5R1 EPHA4 SRCIN1		ARHGAP33 EPHA4 SDK1 SRCIN1	EPHA4 SDK1 SRCIN1				CDK5R1 SDK1							CAMK2B SLC12A5			CAMK1 EPHA4 PAK3 SRCIN1	CAMK1 CAMK2B EPHA4 SDK1 SRCIN1	ARHGAP33 SDK1 SLC12A5 SRCIN1	ARHGAP33 EPHA4 PAK3 SLC12A5 SRCIN1	KIF1A PAK3			CAMK1 CAMK2B CDK5R1 EPHA4 PAK3 SDK1	EPHA4 SDK1 SRCIN1	CAMK2B CDK5R1 SRCIN1		ARHGAP33 CAMK1 CAMK2B EPHA4 SDK1 SLC12A5	EPHA4 SDK1 SRCIN1	KIF1A SDK1 SLC12A5 SRCIN1		ARHGAP33 EPHA4 KIF1A SDK1 SLC12A5 SRCIN1					ARHGAP33 CAMK2B CDK5R1 EPHA4 KIF1A SDK1 SLC12A5		KIF1A PAK3		CAMK1 CAMK2B CDK5R1 EPHA4 SDK1 SLC12A5 SRCIN1				EPHA4 SDK1	CAMK1 CDK5R1 EPHA4 SDK1 SRCIN1	CAMK2B SDK1 SRCIN1	ARHGAP33 EPHA4				ARHGAP33 CDK5R1 SLC12A5		CAMK1 CAMK2B CDK5R1 EPHA4 SLC12A5		
GO_DENDRITIC_SPINE_MORPHOGENESIS			CAMK2B EPHA4 KIF1A PAK3 SRCIN1	CAMK2B CDK5R1 PAK3	CAMK2B CDK5R1									CDK5R1 EPHA4 SRCIN1		ARHGAP33 CAMK2B CDK5R1 EPHA4 SRCIN1		ARHGAP33 EPHA4 SRCIN1	EPHA4 SRCIN1														EPHA4 PAK3 SRCIN1	CAMK2B EPHA4 SRCIN1		ARHGAP33 EPHA4 PAK3 SRCIN1	KIF1A PAK3	CAMK2B SRCIN1		CAMK2B CDK5R1 EPHA4 PAK3	EPHA4 SRCIN1	CAMK2B CDK5R1 SRCIN1		ARHGAP33 CAMK2B EPHA4	EPHA4 SRCIN1	KIF1A SRCIN1		ARHGAP33 EPHA4 KIF1A SRCIN1					ARHGAP33 CAMK2B CDK5R1 EPHA4 KIF1A		KIF1A PAK3		CAMK2B CDK5R1 EPHA4 SRCIN1					CDK5R1 EPHA4 SRCIN1	CAMK2B SRCIN1	ARHGAP33 EPHA4				ARHGAP33 CDK5R1		CAMK2B CDK5R1 EPHA4		
GO_DENDRITIC_TRANSPORT																KIF5A KIF5C					KIF5A KIF5C												KIF5A KIF5C																																							
