	AEBP1	ARNT2	ARX	ASCL1	ASCL2	E2F7	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HES4	HEYL	HIC1	HLF	HMBOX1	INSM1	ISL1	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	RFX6	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TFCP2L1	TP73	ZFP69B	ZNF519	ZNF846	ZNF883
GO_METAL_ION_TRANSPORT	1	1	1	0.00446614010136	0.293950977967	0.0690154160047	3.66860844027e-05	1.00919146151e-06	1	1	1	0.000308487567331	1	1	1	1	1	1	1	0.275121401898	1	0.103565593794	2.45380535779e-05	1	1	1	0.0979808037571	1	1	1	0.00201103989972	0.00238039971843	1	1.86275224285e-05	1	1	1	1	0.474851780342	1	0.000103581056422	8.40447315942e-05	0.000510978925915	8.5422865137e-06	1	0.758242192892	1	1	1	1	1
GO_METENCEPHALON_DEVELOPMENT	1	1	1	1	1	1	1	0.82451032437	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.467616008206	1	1	0.289779837012	1	1	0.445083270153	1	1
GO_MICROTUBULE_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.474520407624	1	1	1	1	1	1	1	1
GO_MONOVALENT_INORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	0.00061404484606	0.996873462794	1	0.000284625180341	0.00136774272705	1	1	1	0.0364252472836	1	1	1	1	1	1	1	1	1	0.591552284776	0.0	1	0.267880419057	0.434646963253	0.130598727909	1	1	1	1	1	1	0.0315952100473	1	1	1	1	1	1	1	0.00710355672444	5.8102202777e-05	0.0884951791355	1	1	1	1	1	1	1
GO_MONOVALENT_INORGANIC_CATION_TRANSPORT	1	1	1	0.000208385479066	0.00614994879889	1	3.57896690885e-05	3.27600572803e-05	1	1	1	0.000735498468432	1	1	1	1	1	1	1	1	1	1	2.39208014015e-05	1	0.935571329236	1	0.967124684212	1	1	1	1	1	1	0.000610366139886	0.889508020532	1	1	1	0.37561312737	1	0.13932412956	0.0616184535274	7.50125394662e-05	0.00240402050342	1	1	1	1	1	1	1
GO_MULTICELLULAR_ORGANISMAL_SIGNALING	1	1	1	1	0.390565051678	1	0.000269171616546	5.66368152377e-08	1	1	1	0.183481538019	1	1	1	1	1	1	0.445698613979	1	1	0.000336114226835	0.0	1	1	1	0.011346109668	1	1	1	0.00990699191874	0.00836085095957	1	0.000417491843433	1	1	1	1	0.0975552629251	1	0.291688646832	1.06979134071e-05	4.16233580742e-05	0.0553578879015	1	2.04376611845e-05	1	1	1	1	1
GO_MUSCLE_CONTRACTION	1	1	1	1	1	1	0.192300830026	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.144219472331	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_MUSCLE_SYSTEM_PROCESS	1	1	1	1	1	1	0.0872448353922	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0963643369907	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NERVOUS_SYSTEM_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0740463188762	1	1	1	1	1
GO_NEURAL_NUCLEUS_DEVELOPMENT	1	1	1	1	1	1	1	0.117630516291	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEUROGENESIS	1	1	0.000427168463078	1	1	0.00106142697414	1.48001846169e-05	0.0	0.00464854296995	1	1	0.648365428008	1	1	1	1	1	1	0.050800404638	0.313881973692	0.00168991298367	0.000595375078349	0.000929324332348	1	0.174582448219	1	1.06309565701e-05	1	0.489469130709	1	0.000666904458395	1	1	1	5.98977431164e-05	1	1	1	0.0	1	1	1.37616908862e-05	1.34396764597e-05	0.486814789072	1	0.000688610433237	1	0.0609299939958	1	1	1
GO_NEURONAL_DENSE_CORE_VESICLE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01532908383	0.900720543367	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEURON_DEVELOPMENT	1	1	1.62928475171e-05	1	1	0.00562838649769	3.20915041685e-05	1.02949246421e-05	0.131707658977	1	1	0.957614693142	1	1	1	1	1	1	0.079232904083	0.00724494088629	0.000227751066239	0.0172747482299	0.0178169995477	0.957247084898	1	1	0.00105825525404	1	1	1	0.000517661741174	1	1	1	0.000299433044473	1	1	1	0.0	1	0.528473560321	2.21421628146e-05	3.38243076894e-05	0.43452206775	1	0.00149889809901	1	1	1	1	1
GO_NEURON_DIFFERENTIATION	1	1	2.6162040665e-06	1	1	0.00255546805969	0.0	0.0	0.00870002105673	1	1	0.822453102659	1	1	1	1	1	1	0.0675413515266	0.0599387488683	0.00195611814746	0.000699388034467	0.0025045883545	1	0.177103468165	1	0.0	1	0.232817868078	1	0.000199591446714	1	0.528448502039	1	4.35790109066e-05	1	1	1	0.0	1	0.987706746851	0.0	1.5368827273e-06	0.48840651272	1	0.00294299881294	1	0.149206432262	1	1	1
GO_NEURON_PROJECTION	1	0.00183819398771	2.24695334787e-05	3.54643631573e-05	0.000432408380818	1.24793905076e-05	4.14103495038e-05	2.35253584643e-05	2.72106404589e-05	0.0589657526482	1	3.04453751498e-05	1	1	0.5861851613	0.0638543707307	1	1	0.146756062261	1.78762771452e-05	5.48070412414e-05	1.82866971632e-05	2.65951416911e-05	1	1.99540041415e-05	0.000532978448116	2.89681063409e-05	1	0.00040732295736	1	3.6311647035e-05	0.000117382695539	0.000101634723242	3.22618902615e-05	1.49052742748e-05	0.305527820531	1	1	4.94957185238e-08	1	3.71775801364e-05	3.04454160168e-05	3.76924279311e-05	3.02020302574e-05	1	2.84808727242e-05	1	1	2.88925689658e-05	3.94066529854e-05	1
GO_NEURON_PROJECTION_GUIDANCE	1	1	1	1	1	1	0.000508978866665	0.214856220401	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0880018682786	1	1	1	1	1	1	1	1
GO_NEURON_PROJECTION_TERMINUS	1	1	0.000126040540122	1	1	1	0.182453577864	0.00140205154027	1	1	1	1	1	1	1	1	1	1	1	0.0452808928177	1	1	0.000994764776681	1	1	1	0.501651467175	1	1	1	0.0381392885851	1	1	1	0.714220256029	1	1	1	1	1	0.223623766307	0.026944945384	0.0559012814689	1	1	0.0186023134304	1	1	1	1	1
GO_NEURON_TO_NEURON_SYNAPSE	1	1	0.00318150781156	1	1	6.14151169251e-05	0.254617811013	0.000118251073693	1	1	1	1	1	1	1	1	1	1	1	0.000272821736549	0.00339733923281	0.329898435595	0.00823854630345	1	1	1	0.0152780123496	1	1	1	0.000217687167819	1	1	1	0.00488668644474	1	1	1	0.000108822547472	1	1	0.0	0.00927296779238	1	1	0.0	0.193436324497	1	1	0.00712106521013	1
GO_NEUROTRANSMITTER_SECRETION	1	1	0.453923375838	1	1	1	0.226005133571	0.000373208997015	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00708134996732	0.415254410633	1	1	1	1	1	1	1	0.000122793039664	1	1	1	0.0673002882012	1	1	1	0.0111210507513	1	1	0.0240717312163	0.0959140875633	1	1	7.70778612136e-05	1	1	1	1	1
GO_NEUROTRANSMITTER_TRANSPORT	1	1	0.0529090467152	1	1	1	0.0100698032703	0.000183239331635	1	1	1	1	1	1	1	1	1	1	1	1	1	0.069956878104	0.565535122597	1	1	1	1	1	1	1	0.000215851549221	1	1	1	0.0362722836764	1	1	1	0.0104898260998	1	1	0.109644318685	0.0446824836928	1	1	0.00017892073423	1	1	1	1	1
GO_PANCREATIC_A_CELL_DIFFERENTIATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.79669086925	1	1	1	1	1	1	1	1	1	1	1	1
GO_PASSIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.0339191548609	1	0.000889496192706	0.0	0.0198245548307	0.00177253834792	0.0	0.0	0.000199999657299	0.675534023627	1	0.0	1	1	1	1	1	1	0.195833461388	0.0	1	0.0	0.0	1	0.0226635166914	0.115365487622	0.0	1	0.486241332832	1	0.00256329858358	0.0	0.122119357433	0.0	1	1	1	1	0.0258163002007	0.0870028613527	0.0	0.0	0.0	0.0	1	0.00026642324019	1	1	1	0.438578053835	0.0159095304005
GO_PEPTIDE_HORMONE_SECRETION	1	1	0.255744543324	1	0.491330592283	1	0.31230168904	1.14350939684e-05	0.0510358861825	1	1	0.000311748946797	1	1	1	1	1	1	1	4.61793376205e-07	0.846237083789	0.000525012219696	0.000975363621047	1	1	1	1	1	1	1	1	1	0.00179653304997	0.0748301273377	1	1	1	1	0.315208515685	1	0.0358945688885	0.0137440945567	0.00284699572712	0.0303669534657	1	0.000243596460557	1	1	1	1	1
GO_PEPTIDE_SECRETION	1	1	1	1	1	1	1	0.0809347316935	1	1	1	0.246722539976	1	1	1	1	1	1	1	0.00117625450144	1	1	0.544254143965	1	1	1	1	1	1	1	1	1	0.162730114864	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_PERIKARYON	1	1	0.120209943831	1	1	1	0.049819156531	0.0194461578572	0.131554264594	1	1	1	1	1	1	1	1	1	1	1	1	0.385477450576	0.0140869782273	1	1	1	0.114882598041	1	1	1	0.463660090867	1	1	0.328404206602	1	1	1	1	1	1	1	0.359749037201	1	1	1	0.229112675849	1	1	0.0390611697342	1	1
GO_PLASMA_MEMBRANE_PROTEIN_COMPLEX	1	1	1	0.0106127608652	1	1	0.000407409607938	0.000824518250286	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0256329033603	0.000423917501718	1	0.800345378272	1	0.334010440294	1	1	1	1	1	1	0.00375273390751	1	1	1	1	1	1	1	0.0181013077905	0.0251917705604	0.00400315232667	1	1	1	1	1	1	1
GO_POSITIVE_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.686940339796	1
GO_POSITIVE_REGULATION_OF_ION_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.290325556722	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.204485380758	1
GO_POSITIVE_REGULATION_OF_SECRETION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.758650205276	1	1	1	1	1
GO_POSITIVE_REGULATION_OF_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0874442890276	1	1	1	1	1
GO_POSTSYNAPSE	1	1	6.869361171e-06	0.074669809368	1	0.000772859290608	2.79579327279e-05	2.4730606496e-06	0.00710607294166	1	1	5.54071864034e-05	1	1	1	1	1	1	1	0.0	4.69484098153e-05	8.89495821249e-05	1.85577099177e-05	1	1	1	8.43942273868e-05	1	1	1	1.4135277671e-05	0.0305757682029	1	0.0518567756192	0.0	1	1	1	0.0	1	8.03430132725e-05	1.16782575537e-05	1.60829635951e-05	0.000767606635806	1	1.19840584856e-05	1	1	1	0.0086980720689	1
GO_POSTSYNAPTIC_DENSITY_MEMBRANE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0116437016318	1	1	1	1	1	1	1	1	1
GO_POSTSYNAPTIC_MEMBRANE	1	1	1	1	1	1	0.242212610775	0.000283955493307	1	1	1	0.00810609508983	1	1	1	1	1	1	1	0.00775090194222	1	0.0133775987856	0.000918875669131	1	1	1	0.14761873794	1	1	1	0.000205365744108	0.302174692894	1	1	0.0139557575657	1	1	1	0.194730247555	1	0.00457095979505	0.0013060912573	0.000642242530936	1	1	0.00630314510715	1	1	1	0.990897005627	1
GO_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.665915525773	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.15724169166	1	1	1	0.0550531168817	1	1	1	1	1
GO_POTASSIUM_CHANNEL_ACTIVITY	1	1	0.0487764452259	0.0	0.256487895001	1	0.0	3.8006531472e-06	0.0531330111517	1	1	0.0019249115743	1	1	1	1	1	1	1	0.0247355267037	1	0.00164119283186	0.0	1	2.23490134599e-05	1	0.00492168429093	1	1	1	1	1	1	0.0180653851879	1	1	1	1	1	1	1	0.000169348502393	0.0	0.00369232544184	1	1	1	1	1	1	1
GO_POTASSIUM_CHANNEL_COMPLEX	1	1	0.0422875656069	0.000131249525484	1	1	0.0579234420751	0.0014855007296	0.453599346903	1	1	0.199409075213	1	1	1	1	1	1	1	0.0166561106214	1	1	9.52448522811e-05	1	0.0145370011498	1	0.00365632031723	1	1	1	1	1	1	0.00136093319589	1	1	1	1	1	1	1	0.199409075213	4.62820236669e-06	0.0318306959387	1	1	1	1	1	1	1
GO_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	0.853657164317	0.00017631712209	0.24480489481	1	0.00013548042539	5.07763982277e-05	0.131554264594	1	1	0.00551523498138	1	1	1	1	1	1	1	0.541887976662	1	0.00888895529006	8.27139302584e-06	1	0.000567722654752	1	0.0148211642164	1	1	1	1	1	1	0.00494989487803	1	1	1	1	1	1	1	5.29504215665e-05	1.17028632941e-05	0.0871095424872	1	1	1	1	1	1	1
GO_POTASSIUM_ION_TRANSPORT	1	1	1	0.000440188587989	0.00370430905059	1	1.78146116983e-05	1.95058209383e-05	0.698142029156	1	1	3.34402166444e-05	1	1	1	1	1	1	1	0.12794011349	1	0.00573342381501	1.38274099979e-05	1	0.00885526212482	1	0.107197944311	1	1	1	1	1	1	0.0325707007677	0.465465276183	1	1	1	0.769483208282	1	0.0816442247229	0.00563228553843	2.25037232215e-05	0.0772394072573	1	1	1	1	1	1	1
GO_PRESYNAPSE	1	1	0.0	1	1	0.00925653858563	0.0	0.0	0.0294683457744	1	1	0.000212687902217	1	1	1	1	1	1	1	0.0	0.00052574256687	0.0	0.0	1	1	1	0.00123018465711	1	1	1	0.0	0.00543793895814	0.0125703072589	0.32220844139	0.0	1	1	1	0.0	1	0.0	0.0	0.0	0.000144416662281	1	0.0	1	1	1	1	1
GO_PRESYNAPTIC_MEMBRANE	1	1	1	1	1	1	1	0.125205851019	1	1	1	0.0464863373426	1	1	1	1	1	1	1	1	1	1	0.0140869782273	1	1	1	1	1	1	1	0.000158709645659	1	1	1	1	1	1	1	1	1	1	1	0.601096037673	1	1	1	1	1	1	1	1
GO_REGULATION_OF_BLOOD_CIRCULATION	1	1	1	1	1	1	0.00830270215981	0.000222740265674	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0520322731811	0.000132335370691	1	1	1	0.448155229251	1	1	1	0.0230375838763	1	1	8.21514605399e-05	1	1	1	1	1	1	0.418056057532	9.19376102223e-05	0.00311856469367	1	1	0.0049648894454	1	1	1	1	1
GO_REGULATION_OF_CATION_TRANSMEMBRANE_TRANSPORT	1	1	1	1	1	1	1	0.00097897021091	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0393681881417	1	1	1	1	1	1	1	1	1	0.499384237549	1	1	1	1	1	0.102249289721	1
GO_REGULATION_OF_CELLULAR_LOCALIZATION	1	1	1	1	1	1	1	0.00660411741894	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_CELL_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.18868076791	1	1	1	1	1	1	1	1	1	1	1	0.0320178726735	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.805689148255	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	1	1	1	1	1	1	0.942922608855	0.521444225391	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.536128554441	1	1	1	0.016493071971	1	1	1	1	1	1	1	0.0685998191346	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_EXOCYTOSIS	1	1	1	1	1	1	1	0.100783754035	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00771074470287	0.013075865033	1	1	1	1	1	1	1	0.9407959465	1	1	1	1	1	1	1	0.257197848093	1	1	1	1	1	1	0.0225835593299	1	1	0.0115880328874	1	1
GO_REGULATION_OF_HEART_RATE	1	1	1	1	1	1	0.0165777855516	4.16016700153e-05	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.237330396786	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00253068393182	1	1	1	1	1	1	1	1
GO_REGULATION_OF_HEART_RATE_BY_CARDIAC_CONDUCTION	1	1	1	1	1	1	0.000547708812824	0.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0.198427304917	0.000829088573132	1	1	1	1	1	1	1	1	1	1	0.281396076218	1	1	1	1	1	1	1	0.000595383213666	0.00331174713666	1	1	1	1	1	1	1	1
GO_REGULATION_OF_HORMONE_LEVELS	1	1	0.0956802691629	1	1	1	0.215702002571	5.53643773538e-06	0.110740181063	1	1	2.07252106879e-05	1	1	1	1	1	1	1	0.0	1	0.000381448658954	5.90727944433e-05	1	1	1	1	1	1	1	1	1	0.0699522903805	0.0736498648679	1	1	1	1	0.127937867317	1	0.0109043589911	1	2.63684442885e-05	0.056624702471	1	0.00224333896464	1	1	1	1	1
GO_REGULATION_OF_HORMONE_SECRETION	1	1	1	1	1	1	0.545485480485	1.59595776441e-05	0.473246150922	1	1	0.000599905801635	1	1	1	1	1	1	1	2.93710590262e-05	1	0.0300092233417	0.242749470611	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0640763563742	1	0.00120595955792	0.0529159532089	1	0.075045642178	1	1	1	1	1
GO_REGULATION_OF_INSULIN_SECRETION	1	1	1	1	1	1	1	1.91731472099e-06	0.727121674022	1	1	0.036833759482	1	1	1	1	1	1	1	0.000232253732484	0.302939117808	0.0117474340862	0.113913739447	1	1	1	1	1	1	1	1	1	0.0325864213123	1	1	1	1	1	1	1	1	1	0.0284843268424	1	1	0.0402908166055	1	1	1	1	1
GO_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORT	1	1	0.471208998168	0.00517210319168	1	1	1.36136924244e-05	0.0	1	1	1	0.115075779152	1	1	1	1	1	1	1	0.022285615051	1	0.0213325208263	1.4984840141e-05	1	0.980510246949	1	1	1	1	1	0.0675022977585	0.295462595877	1	0.000207241793182	1	1	0.0501834664514	1	0.0381299363405	1	3.81473739177e-05	0.000249220125822	0.000129195981525	2.95067447342e-05	1	1	1	1	1	0.133920726064	1
GO_REGULATION_OF_ION_TRANSPORT	1	1	1	0.0034004078593	0.318935161016	1	2.61842537106e-05	1.83277052124e-05	1	1	1	0.115419767089	1	1	1	1	1	1	1	0.0802604664605	1	0.456324029684	0.00027722595334	1	1	1	1	1	1	1	0.0170603486327	1	1	0.0016749867273	1	1	0.752162924917	1	0.0707049300192	1	7.20662472165e-05	0.00814889587406	0.00168888043812	0.000478294426316	1	0.533193219349	1	1	1	1	1
GO_REGULATION_OF_MEMBRANE_POTENTIAL	1	1	0.368193197225	2.11778154702e-05	0.000893167978681	1	4.42235725373e-06	0.0	3.35042580257e-05	1	1	0.0	1	1	1	1	1	1	1	0.000623022665325	1	0.000570558376576	0.0	1	1	1	5.46172202798e-07	1	0.190370097733	1	0.000470505392413	0.0732069417102	0.257110532387	0.0	0.000126004364678	1	1	1	0.00118212836152	1	5.81917019205e-06	0.0	0.0	0.0	1	2.65715817549e-06	1	1	0.0896759229782	0.00514777111851	1
GO_REGULATION_OF_METAL_ION_TRANSPORT	1	1	1	1	1	1	1	0.0135143327225	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.41431025165	1	1	0.279009987132	1	1	1	1	1	1	1	1	1	0.164626497886	1	1	1	1	1	1	1
GO_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	1	1	1	1	1	1	1	0.229811620309	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0099668111535	1	1	1	1	1	1	1	1	1	1	1	0.00502801832437	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_NEURON_DIFFERENTIATION	1	1	0.0703826023537	1	1	1	0.11993379268	0.0633696315749	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0175178134256	1	1	1	0.074095841813	1	1	1	0.465027886996	1	1	1	0.0	1	1	0.0467314628031	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	1	1	1	1	1	1	0.178311426981	0.217686014342	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0129104061323	1	1	1	1	1	1	1	0.00136679018398	1	1	0.072424886117	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_NEUROTRANSMITTER_LEVELS	1	1	1	1	1	1	1	0.00891503349698	1	1	1	1	1	1	1	1	1	1	1	1	1	0.516118628902	1	1	1	1	1	1	1	1	0.0118626103331	1	1	1	0.326800052401	1	1	1	0.531424615825	1	1	0.898445217746	1	1	1	0.00974093322595	1	1	1	1	1
GO_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	1	1	1	1	1	1	1	0.0284412446323	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.067259234203	1	1	1	1	1
GO_REGULATION_OF_PEPTIDE_HORMONE_SECRETION	1	1	1	1	1	1	0.546364415257	0.0	0.136408672968	1	1	0.00603408074067	1	1	1	1	1	1	1	4.18917825432e-05	1	0.00388272162797	0.0379480178402	1	1	1	1	1	1	1	1	1	0.170266070513	1	1	1	1	1	1	1	0.447191212694	1	0.0132494376399	0.527649175673	1	0.0691166908793	1	1	1	1	1
GO_REGULATION_OF_PEPTIDE_SECRETION	1	1	1	1	1	1	1	0.0769710042164	1	1	1	1	1	1	1	1	1	1	1	0.140849752531	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL	1	1	1	1	1	1	0.776765134629	0.282375462708	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_REGULATED_SECRETORY_PATHWAY	1	1	1	1	1	1	1	0.205248418395	1	1	1	1	1	1	1	1	1	1	1	1	1	0.609825614387	0.152633285355	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0571236281668	1	1	0.0557933863122	1	1
GO_REGULATION_OF_SECRETION	1	1	1	1	1	0.309772374403	0.00409128922544	7.05770678122e-06	0.206675070609	1	1	0.000502369627666	1	1	1	1	1	1	1	0.000165399266123	1	0.000143702339079	0.000409085946595	1	1	1	1	1	1	1	0.00576493440158	1	0.00486386655286	1	1	1	1	1	0.243579285496	1	0.145444843215	1	0.000942427682978	0.00741813571601	1	4.32702552122e-05	1	1	1	1	1
GO_REGULATION_OF_SYNAPTIC_PLASTICITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00317212720655	1	0.543416751433	1	1	1	1	1	1	1	1	1	1	1	1	0.0138744617194	1	1	1	0.0720349077417	1
GO_REGULATION_OF_SYNAPTIC_VESICLE_CYCLE	1	1	1	1	1	0.0132421666094	1	1.36927909056e-06	1	1	1	0.993322296879	0.186672072186	1	1	1	1	1	1	1	1	0.0601721988961	1	1	1	1	1	1	1	1	0.00117979716916	1	1	1	1	1	1	1	0.292108132185	1	1	0.110351208582	0.067965748736	1	1	0.00419177926085	1	1	1	1	1
GO_REGULATION_OF_SYNAPTIC_VESICLE_EXOCYTOSIS	1	1	1	1	1	1	1	0.015633815062	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0564016467657	1	1	1	1	1
GO_REGULATION_OF_SYSTEM_PROCESS	1	1	1	1	1	0.208320212306	0.00607266625288	0.00292311746497	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000422662969823	1	0.0396082020709	1	0.0510403156299	1	0.435309596359	1	0.00371958322992	1	1	7.27911467422e-05	1	1	1	1	1	1	0.424215620796	9.8121116763e-05	0.0214611615974	1	1	0.0	1	1	1	1	1
GO_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	1	1	1	0.00249824816034	1	1	2.73171178459e-05	9.15367766252e-06	1	1	1	0.500154503661	1	1	1	1	1	1	1	0.160563049341	1	0.194142582077	0.000205751958922	1	1	1	1	1	1	1	0.121397794603	1	1	0.00147409246897	1	1	0.375063042507	1	0.214169420321	1	9.20179746133e-05	0.000399296618286	7.92862412254e-05	7.84020988878e-05	1	0.264540358303	1	1	1	0.44444765485	1
GO_REGULATION_OF_TRANSPORT	1	1	0.0412156607846	0.000758773597074	0.00219839812565	0.0696238418005	0.0	0.0	1	1	1	0.0	1	1	1	1	1	1	1	0.000120760036067	0.353362251017	0.000338212548034	0.0	1	1	1	1	1	1	1	0.0	1	1	0.00052382517499	0.0541820591337	1	1	1	2.08455695925e-05	1	1.94358725367e-05	0.000234971691576	0.0	0.0	1	0.0	1	1	0.212092101975	0.0862271520132	1
GO_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING	1	1	0.00150193891161	1	1	0.10555586768	1.19398381797e-05	0.0	0.00177000555534	1	1	0.00696015399964	1	1	1	1	1	1	1	0.0219596563168	0.16613156069	0.00450719077248	0.000114914572819	1	1	1	4.51768591546e-05	1	1	1	0.0	0.018866478582	0.00139937161737	0.00117499992069	0.00704347480549	1	1	1	4.8936181551e-05	1	0.00265691733143	0.0	0.0	0.359416355423	1	0.0	0.202550431072	1	1	0.000275028482999	1
