	AEBP1	ARNT2	ARX	ASCL1	ASCL2	E2F7	ETV1	FEV	FOXD4L5	FOXJ1	GATA2	HES4	HLF	HMBOX1	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU2F2	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	TFCP2L1	TP73	ZNF519	ZNF846
GO_POSTSYNAPTIC_MEMBRANE	1	1	1	1	1	1	0.000431481074739	7.59393541285e-05	1	0.082258298536	0.00156610777503	1	0.0276114055521	1	0.000622899219214	0.000479086467018	3.62505711805e-05	2.40052026326e-05	1	1	1	0.0346413412759	1	1	5.07330038764e-05	0.00305457482265	0.372710438819	0.0281692408699	1	1	0.0052657032063	1	1	0.00714858926852	7.20587270709e-05	0.000486861833161	0.239434608001	0.00927143711044	1	1	1
GO_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	1	1	1	1	1	1	1	0.00203471230096	1	1	1	1	1	1	1	1	1	0.355888699632	1	1	1	1	1	1	0.0228884700325	1	1	1	1	1	1	1	1	1	0.361082289764	1	1	1	1	1	1
GO_POTASSIUM_CHANNEL_ACTIVITY	1	1	1	0.00206009517896	1	1	0.0496251079846	1	1	1	0.099507749665	1	1	1	1	1	0.0496251079846	0.0	1	0.0229051567483	1	1	1	1	1	1	1	0.189674440373	1	1	1	1	1	1	0.439753108515	1	1	1	1	1	1
GO_POTASSIUM_CHANNEL_COMPLEX	1	1	1	0.0552715845811	1	1	1	0.908601851183	1	1	0.571470208637	1	1	1	1	1	1	0.00264231922279	1	1	1	1	1	1	1	1	1	0.0151921292414	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	0.033356622477	1	1	1	1	1	1	0.336337293958	1	1	1	1	1	0.374710262787	4.86740826124e-05	1	0.421717455925	1	1	1	1	1	1	1	0.0681364526027	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_POTASSIUM_ION_TRANSPORT	1	1	1	0.00506112537262	1	1	0.179491439575	1	1	1	0.0215984357035	1	1	1	1	1	0.0409132388295	0.000656834126037	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_PRESYNAPSE	1	1	0.049477069188	1	1	1	0.00322140266799	1	1	1	0.171212188741	1	1	1	1.76025644349e-06	0.00124074829324	0.000907666065431	0.0	1	1	1	0.0421464755442	1	1	1.2334121285e-05	0.0264091374753	1	0.0465450554937	1	1	0.0	1	1	0.0205407839028	5.19046768399e-05	1	0.000578745954367	1	1	1	1
GO_PRESYNAPTIC_MEMBRANE	1	1	1	1	1	1	1	1	1	1	0.0498109027121	1	1	1	1	1	1	0.104535858294	1	1	1	1	1	1	0.164714722138	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_BLOOD_CIRCULATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000168489765943	1	1	1	0.0315757360823	1	1	1	1	1	0.00337387038945	1	1	1	1	1	0.610829343841	0.0146083332246	1	1	1	1	1	1
GO_REGULATION_OF_BLOOD_PRESSURE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.220548936567	1	1	1	1	1	1	1	1
GO_REGULATION_OF_CATION_TRANSMEMBRANE_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.872410363676	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_CELL_DEVELOPMENT	1	1	1	1	1	1	0.993180943203	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00973142072408	1	1	0.0079642690181	1	1	1	1	1	2.88491347986e-05	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	1	1	1	1	1	1	0.97198629562	1	1	1	1	1	1	1	1	0.00979958771692	1	1	1	1	1	0.0137808885891	1	1	0.000663054237345	1	1	1	1	1	0.0883706814105	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_EXOCYTOSIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.176731984385	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_HEART_RATE_BY_CARDIAC_CONDUCTION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.039461570344	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_HORMONE_LEVELS	1	1	1	1	1	1	1	1	1	1	0.0001455531334	1	1	1	0.000154708750013	1	0.306989348594	0.00620287424635	1	1	1	1	1	1	1	1	1	0.0431412423904	1	1	1	1	1	0.830983692705	1	1	1	1	1	1	1
GO_REGULATION_OF_HORMONE_SECRETION	1	1	1	1	1	1	0.976828232667	0.216612438563	1	1	0.00365386226276	1	1	1	8.25783996503e-05	1	0.976828232667	0.0998088056499	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.377525867008	1	1	0.110461816352	1	1	1	1
GO_REGULATION_OF_INSULIN_SECRETION	1	1	1	1	1	1	1	1	1	1	0.355359088262	1	1	1	0.0052713317788	1	1	0.208442163056	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORT	1	1	1	0.198462221221	1	1	0.00587940747049	1	1	1	0.1605063406	1	1	1	0.825635401829	1	1	6.45208400085e-06	1	1	1	1	1	1	0.384633703198	0.16335628613	1	0.0485154605724	1	1	0.279056205641	1	1	0.0631704001282	0.166371153198	1	0.00173204621121	1	1	1	1
GO_REGULATION_OF_ION_TRANSPORT	1	1	1	0.0179500844125	1	1	4.90344692039e-05	1	1	1	0.0661009933342	1	1	1	0.117849522252	1	1	1.95653378997e-05	1	0.338955192513	1	1	1	1	0.00223689662386	0.392026399664	1	0.124970671493	1	1	0.276439183572	1	1	0.0146726532188	0.0484806056318	1	0.000105007362404	1	1	1	1
GO_REGULATION_OF_MEMBRANE_POTENTIAL	1	1	1	1	1	1	0.0	0.0580998951976	0.397790731162	1	0.0	1	1	1	0.0078440674297	1	0.0677663909897	0.0	1	1	1	0.000775328735546	1	1	0.012597813241	0.0305567452636	1	0.0308719289126	1	1	1	1	1	0.00178774101886	0.00516668163407	1	0.651161206683	1	1	1	1
GO_REGULATION_OF_METAL_ION_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.828116328481	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	1	1	1	1	1	1	0.46378939724	1	1	1	1	1	1	1	1	0.0312995156763	1	1	1	1	1	0.000447689294369	1	1	6.70689382587e-06	1	1	1	1	1	0.0	1	1	1	0.597329656435	1	1	1	1	1	1
GO_REGULATION_OF_NEURON_DIFFERENTIATION	1	1	1	1	1	1	0.0406429165412	1	1	1	1	1	1	1	1	0.0389971484808	1	1	1	1	1	0.00421621138966	1	1	4.28037391474e-05	1	1	0.559320795637	1	1	0.0	1	1	1	0.0502727033296	1	1	1	1	1	1
GO_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	1	1	1	1	1	1	0.245027856533	1	1	1	1	1	1	1	1	0.205048480901	1	1	1	1	1	0.108411197058	1	1	0.0	1	1	0.539881511756	1	1	0.00143496664683	1	1	1	0.51710668099	1	1	1	1	1	1
GO_REGULATION_OF_NEUROTRANSMITTER_LEVELS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00497029764164	1	1	1	1	1	1	1	0.0208362028893	1	1	1	1	1	1	1	1	1	0.516985805967	1	1	1	1	1	1
GO_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.314116812136	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_PEPTIDE_HORMONE_SECRETION	1	1	1	1	1	1	0.396152488962	1	1	1	0.0978231586307	1	1	1	0.000398633939512	1	1	0.0294384170411	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.426822217791	1	1	1	1
GO_REGULATION_OF_PEPTIDE_SECRETION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.236588247046	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.977562048924	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_REGULATED_SECRETORY_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.644182818517	0.939148747685	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_SECRETION	1	1	1	1	1	1	0.0361645145541	0.767117787866	1	1	0.00753694351423	1	1	1	0.000657954148941	1	0.0361645145541	0.00368805644816	1	1	1	1	1	1	0.0362221011917	1	1	0.443489431403	1	1	1	1	1	1	1	1	0.0112241799571	1	1	1	1
GO_REGULATION_OF_SYNAPTIC_PLASTICITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0995021042916	1	1	0.833303201119	1	1	0.970776210594	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_SYNAPTIC_VESICLE_CYCLE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0235959054606	1	1	1	1	1	1	1	0.742455682067	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_SYNAPTIC_VESICLE_EXOCYTOSIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.691659309167	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_SYSTEM_PROCESS	1	1	1	1	1	1	0.00461661785567	1	1	1	0.539245561091	1	1	1	1	1	1	5.00592979549e-05	1	1	1	0.0	1	1	0.847774758069	1	1	7.71754923451e-05	1	1	1	1	1	0.970402426096	0.00754586988639	1	1	1	1	1	1
GO_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	1	1	1	0.414226876232	1	1	0.0141741873417	1	1	1	0.0978164835915	1	1	1	1	1	1	8.77152403589e-05	1	1	1	1	1	1	0.415774558907	0.620513778224	1	0.083550365205	1	1	0.796019644923	1	1	0.0504774367361	0.467942821359	1	0.0232660747734	1	1	1	1
GO_REGULATION_OF_TRANSPORT	1	1	1	0.0254238355096	0.0639934626056	1	0.0	0.00246129875876	1	1	0.0	1	1	1	3.87225272558e-05	1	0.0115848363298	0.0	1	0.399876279336	1	1	1	1	0.0	1	1	0.00324951024189	1	1	0.0	1	1	0.0114946135671	0.00241847934474	0.19801795741	0.0	0.167061853174	1	1	1
GO_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING	1	1	1	1	0.387061097727	1	0.00020102357043	1	0.179432207267	1	0.152086059309	1	1	1	1	1	0.00309522266324	0.000442608467741	1	1	1	0.000345712900123	1	1	0.0	0.228366535297	1	0.00254408000669	1	1	1.5110469575e-05	1	1	0.201567720747	0.0023214163738	1	1	0.628245192202	0.899455494335	1	1
GO_SECRETION	1	1	1	1	1	1	1	1	1	1	0.136714010599	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_SIGNAL_RELEASE	1	1	1	1	0.629138467292	1	0.00288136063207	0.0021493589283	1	1	0.00014481469667	1	1	1	0.000958088623572	1	0.000259368470349	0.00206237580636	1	1	1	1	1	1	0.00589119277711	1	1	0.00147214842519	1	1	0.336857895788	1	1	0.693789438916	0.0050164189554	1	0.000721189460025	1	1	1	1
GO_SITE_OF_POLARIZED_GROWTH	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.102534153278	1	1	1	1	1	1	1	1	1	1	1	1	0.0323095866638	1	1	1	1	1	1	1	1	1	1
GO_SOMATODENDRITIC_COMPARTMENT	1	1	0.0087789400585	1	1	1	0.0	0.000265783991641	0.0679484893707	1	0.0	1	1	1	0.0	0.0467345105785	0.0	0.0	1	1	1	1.10988894468e-05	1	1	1.18369008548e-05	0.000469073295195	0.0886544168823	0.0	0.00125270846697	1	0.0	1	1	0.000230118812462	0.0	1	1.8742257088e-05	0.0722082455119	1	1	1
GO_SYNAPSE	1	0.0140418450874	0.000936691083519	0.0224197925032	0.000182190306274	0.388713811128	1.38942253721e-05	3.51809524067e-05	0.000258035049518	0.038284466027	5.66442727123e-06	1	0.0186796022643	0.245729647655	3.01448446648e-05	4.04642014314e-05	1.38943607455e-05	4.06487654336e-06	0.151039366537	0.07281706386	0.0141001354188	1.59431701211e-05	1	0.0179271298156	2.95056965827e-05	0.0	0.00590272871896	3.15272380735e-06	5.62470310592e-05	1	7.58921681054e-09	1	0.00545490317163	1.52571303844e-05	1.71319896914e-05	0.000368974226384	4.07240849123e-05	3.4880810017e-05	0.616659516404	1	0.000370321552217
GO_SYNAPSE_ASSEMBLY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0560062019685	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_SYNAPSE_ORGANIZATION	1	1	1	1	1	1	0.0398334102556	1	1	1	1	1	1	1	0.0181717328658	1	1	0.245789264111	1	1	1	0.423867958493	1	1	0.00751325660925	0.483452696714	1	1	1	1	8.28409419951e-06	1	1	1	1	1	1	1	1	1	1
GO_SYNAPTIC_MEMBRANE	1	1	1	1	1	1	0.00267612937813	0.000185831944249	1	0.737893555068	6.35197375203e-05	1	0.0145643359205	1	0.00010367348864	0.00998143934657	0.0	0.0	1	1	1	0.000622600701358	1	1	4.68209875351e-05	0.00287522563021	0.672442492981	0.0110595914588	1	1	0.00185344045514	1	1	0.000102272562423	7.01245965042e-05	0.00327999602532	0.201002384432	0.00132634039541	1	1	1
GO_SYNAPTIC_SIGNALING	1	1	1	1	0.00133540955002	1	0.0	0.000690374478199	0.0189780376845	1	0.0	1	1	1	0.000193410109398	0.00429081866939	0.0	0.0	0.0888481252852	1	0.442899051256	0.0	1	0.00171289255869	0.0	0.0927650475238	1	0.0	0.74700504008	1	0.0	1	0.0462967927827	0.0	0.0	1	8.93911313221e-05	0.000106210983239	1	0.692681320044	0.892207237595
GO_SYNAPTIC_VESICLE_EXOCYTOSIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00834128045766	1	1	1	1	1	1	1	0.227221520719	1	1	1	1	1	1	1	1	1	1	1	1	0.0529343222255	1	1	1
GO_SYNAPTIC_VESICLE_LOCALIZATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.489323448806	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_SYNAPTIC_VESICLE_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.714534806721	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_TAXIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.2175653579	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_TRANSMEMBRANE_TRANSPORT	1	1	1	1	1	1	0.0100574117668	1	1	1	0.00685991262263	1	1	1	0.9872285232	1	1	1.1451764431e-05	1	1	1	1	1	1	0.935145030006	0.00641030661944	1	0.00759980092435	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_TRANSMISSION_OF_NERVE_IMPULSE	1	1	1	1	1	1	0.210474968963	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_TRANSPORTER_ACTIVITY	1	1	1	1	1	1	0.127300619588	1	1	1	0.400678312413	1	1	1	1	1	1	0.000752950525672	1	1	1	1	1	1	1	0.162288787475	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_TRANSPORTER_COMPLEX	1	1	1	0.00471922233111	1	1	0.0	0.0156091077437	0.00117029784431	1	0.0	1	1	1	0.000162446216376	1	0.233016082792	0.0	1	0.0175402821301	1	0.000340879133446	1	1	0.105639831408	0.0391943380364	1	0.0	1	1	1	1	1	3.64299013169e-05	0.000706044037106	1	0.000420499043282	1	1	1	1
GO_TRANSPORT_VESICLE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.787980546438	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_TRANSPORT_VESICLE_MEMBRANE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.448930070153	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_TUBULIN_BINDING	1	1	1	1	1	1	0.136538171851	1	1	1	1	1	1	1	1	1	0.477802383079	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000421555469209	1	1	1	1	1	1	1	1	1	0.932328425322
GO_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE	1	1	1	1	1	1	0.666014386387	0.30522330228	1	1	1	1	1	1	1	0.214774774582	0.000245496184454	1	1	1	1	1	1	1	6.23176267811e-05	1	1	0.145370805039	1	1	0.0543612048378	1	1	1	0.963198148842	1	0.13179258855	0.063919850415	1	1	1
GO_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0106021598798	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_VOLTAGE_GATED_CALCIUM_CHANNEL_COMPLEX	1	1	1	1	1	1	1	1	0.897702857335	1	1	1	1	1	0.183241738449	1	1	0.00814968404871	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0633538786018	1	1	1	1	1	1	1
GO_VOLTAGE_GATED_CATION_CHANNEL_ACTIVITY	1	1	1	0.000764541003531	1	1	0.00192569453217	1	1	1	0.000121103604644	1	1	1	1	1	0.436515964124	0.0	1	0.014246448902	1	0.108873600518	1	1	0.035659496348	0.593762447111	1	0.0170676005826	1	1	0.0126091915622	1	1	0.0345364731522	2.05199247914e-05	1	0.00617184797811	1	1	1	1
GO_VOLTAGE_GATED_ION_CHANNEL_ACTIVITY	1	1	1	0.00031326244106	1	1	0.0	1	0.529152679411	1	0.00479724312831	1	1	1	1	1	0.517876817671	0.0	1	0.00197909686435	1	0.0116914264792	1	1	0.806771797847	1	1	0.0310975288155	1	1	0.00895662584902	1	1	0.103581579498	1.12179711548e-05	1	9.43738963457e-05	1	1	1	1
GO_VOLTAGE_GATED_POTASSIUM_CHANNEL_ACTIVITY	1	1	1	0.0256369148941	1	1	1	1	1	1	0.232656381343	1	1	1	1	1	1	0.000693871786572	1	0.107387855656	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
