	ARNT2	ARX	ASCL1	ASCL2	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HES4	HEY1	HIC1	HLF	HMBOX1	INSM1	ISL1	LMX1A	LMX1B	MAFA	MAFB	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	RFX6	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF883
NABA_MATRISOME	1	0.041329284368233465	0.012214359765040261	1	1	0.02478392276824881	0.002266474355569925	0.015017767950818994	0.0008078429016847855	0.0829762566016714	1	0.005724649884965793	1	0.019496256341601903	1	1	0.0067694600117409465	1	0.013846866862071705	1	0.0001831975949062592	0.01804691604620756	0.04469814093330571	1	1	1	0.012368695521255968	1	1	0.0569752327420725	0.07849775522170321	5.370079223732116e-05	1	1	1	1	1	0.00014709477940944016	1	0.006159204290199671	1	0.01470112425886061	1	1	0.05418254797119104	0.05418254797119104	0.027025352717801487	1	1	0.008337509720888536	0.03819102220371384
NABA_MATRISOME_ASSOCIATED	1	0.07954549492594387	0.03295618363345365	1	1	0.05002195786421626	0.005406774474723264	1	0.005100359369567098	1	1	0.09086192940202564	1	0.0082826190266021	1	1	1	1	0.06304328618237987	1	0.0016197563747273325	1	0.01499499733832399	1	1	1	0.027284061685278305	1	1	0.051476134725324973	1	0.05176678057384687	1	1	1	1	1	0.01602126821726535	1	1	1	0.03419968185515376	1	1	1	1	1	1	1	0.0029269355155190357	0.06877009367402276
NABA_PROTEOGLYCANS	1	1	1	1	1	1	1	0.07671247971759831	1	0.007430756583160392	0.006853154111353232	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.027700024836979975	1	1	1	1	1	1	1	0.025066205339842496	1	1	1	0.049612897239789566	1	1	1	1	1	1	1
NABA_SECRETED_FACTORS	1	1	0.028296900698624894	1	1	1	0.008944463494793942	1	0.005054981586040563	1	1	1	1	1	1	1	1	1	1	1	1	0.02694546637898665	0.0047151792615716115	1	1	1	0.02131537120135296	1	1	1	1	0.042351342657309776	1	1	0.05756168378754123	1	1	0.05587839673104744	1	1	1	1	1	1	1	1	1	1	1	0.006723915837279604	1
PID_AJDISS_2PATHWAY	1	1	1	1	1	1	1	1	0.053016377309158536	1	1	1	1	1	1	1	1	1	1	1	1	0.040674035277341036	1	1	1	1	0.009703754057132752	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_AMB2_NEUTROPHILS_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06574030297981026	1	1	1	1	1	1	1
PID_ANGIOPOIETIN_RECEPTOR_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05122404845470685	1	1	1	1	1	0.05789640326237744	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_AR_NONGENOMIC_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01435147094116862	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_AVB3_INTEGRIN_PATHWAY	1	1	1	1	1	1	0.05718719331438282	1	1	1	1	1	1	1	1	1	0.009529190664615328	1	1	1	0.03172555667385146	0.08726215131336779	1	1	1	1	1	1	1	1	0.04189990954990275	1	0.005049133179270027	1	1	1	1	0.021097689153428467	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_AVB3_OPN_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02509238788668955	1	1	1	1	1	0.03980637477340965	1	1	1	1	1	1	1
PID_BCR_5PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07963706665409642	1	1	1	1	1	0.08959394619947003	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_BETA_CATENIN_NUC_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.055878391493120794	1	1	1	1	1	1	1	1	1	1	1	1
PID_CMYB_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08817927629486721	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05260205099033266	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_CONE_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.014225435898325145	1	1	1	1	1	0.02283392174249932	1	1	1	1	1	1	1
PID_E2F_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01510095027092273	1	1	1	1	1	1	1	0.009838163386055254	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08197418961869019	1	1	1	1	0.009686131519267116	0.027790054475124837	1	1	1	1
PID_ENDOTHELIN_PATHWAY	0.017079835824127865	1	1	1	1	1	1	0.009316728836987864	0.08528214661558164	1	0.021120240334797313	1	1	1	0.011403524617339289	1	1	1	1	0.018652083127388863	1	0.06608537651609925	1	1	1	1	4.181798936964132e-05	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_EPO_PATHWAY	1	1	1	1	1	1	1	1	0.0267290883061585	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_ERBB1_INTERNALIZATION_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02378789768281131	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_ERBB4_PATHWAY	1	1	1	1	1	1	1	1	0.034715412995874106	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_ER_NONGENOMIC_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.010009082006414816	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_FGF_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.004028874382615011	1	1	1	1	1	1	1	1	1	1	0.017391844359398667	1	1	1	1	1	1	1	1	1	1	1
PID_HEDGEHOG_2PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00414374676652296	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_HEDGEHOG_GLI_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.032644316155788444	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_HES_HEY_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08640442736785614	1	1	1	1	1	1	1
PID_HIF2PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02624214254307833	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_HNF3B_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00842978246158832	1	0.030361589232001385	1	0.002991298466668346	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.017195973820209542	1	0.05144176749428353	1
PID_IFNG_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0415943642652683	1
PID_IL4_2PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05493956705188441	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_ILK_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05144176749428353	1
PID_INSULIN_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01865208313059563	1	0.03326783887706375	1	1	1	1	1	1	1	1	1	1
PID_INTEGRIN1_PATHWAY	1	1	1	1	1	1	0.04663139144582518	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08624467038073103	1	1	1	1	1	0.09693247136138172	1	0.03155288079050622	1	1	1	1	1	1	1	1	1	1	1
PID_INTEGRIN2_PATHWAY	1	1	1	1	1	1	1	0.05505188172344244	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03521691466576515	1	1	1	1	1	1	1
PID_INTEGRIN_A4B1_PATHWAY	1	1	1	1	1	1	0.012811952079655575	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.028201552384116257	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_INTEGRIN_A9B1_PATHWAY	1	1	1	1	1	1	0.007477668582842267	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.016695287628268884	1	0.07460542296169126	1	1	1	1	1	1	1	1	1	1	1
PID_KIT_PATHWAY	1	1	1	0.014108266306980144	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_LIS1_PATHWAY	1	1	1	1	0.025346664518396733	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09078548545982368	1	1	1	1	1	1	1	1	1	1	1
PID_LKB1_PATHWAY	1	1	1	1	0.008291641799561322	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_LPA4_PATHWAY	1	1	1	1	1	1	1	1	1	1	0.0012654045320732443	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_LYSOPHOSPHOLIPID_PATHWAY	1	1	1	1	1	1	1	1	1	1	0.022392961171399994	1	1	1	1	1	1	1	0.02513827932353574	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09446740780259	1	1	1	1	1	0.02885617485724734	1	1	1	1	1	1	1
PID_NFAT_3PATHWAY	0.01229469678318651	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_NOTCH_PATHWAY	1	1	1	1	0.015399576731190412	1	1	1	1	1	1	1	1	1	1	1	0.04750960050047992	1	1	1	1	1	0.04971286608129266	1	1	1	1	1	1	1	1	0.07109265239247675	1	1	1	1	1	0.08008654176933461	1	0.09120881060149433	1	1	1	1	1	1	1	1	1	1	1
PID_P38_MK2_PATHWAY	1	1	1	1	1	1	1	0.030471341189766243	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_P38_MKK3_6PATHWAY	1	0.010476106058204815	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_P53_DOWNSTREAM_PATHWAY	1	1	1	1	1	1	1	1	1	1	0.08546339511984047	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0818517110485002	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_P73PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08291898102479967	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_P75_NTR_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0639391772376583	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02436021203452632	1	1	1	1
PID_PLK1_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0683738746534921	1	0.031618993085929636	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03609580273237978	1	1	1	1	1	1	1	1	1	1
PID_PS1_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0026987045290983724	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_RAC1_REG_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05747672672097659	1	1	1	1	1	1	1
PID_RET_PATHWAY	1	1	1	1	1	1	1	0.014317237220330958	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_RHOA_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.028294189178524	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_RHOA_REG_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08031735857305189	1	1	1	1	1	1	1
PID_RHODOPSIN_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.014225435898325145	1	0.0644011003058933	1	1	1	1	1	1	1	1	1	1	1
PID_S1P_S1P3_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02213454802276138	1	0.09638855404468383	1	1	1	1	1	1	1	1	1	1	1
PID_SHP2_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05539255536492571	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_SMAD2_3NUCLEAR_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0846310470163969	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_SYNDECAN_1_PATHWAY	1	1	1	1	1	1	1	1	0.04912739631077345	1	1	1	1	1	1	1	0.030179728382529247	1	1	1	0.008957468377515876	1	1	1	1	1	1	1	1	1	1	1	0.019682334864585038	1	1	1	1	0.051736046639719646	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_SYNDECAN_4_PATHWAY	1	1	1	1	1	1	0.012075887349957015	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02662839784763038	1	1	1	1	1	0.04218151655779734	1	1	1	1	1	1	1
PID_TOLL_ENDOGENOUS_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06944100343497961	1	1	1	1	1	1	1	1	1	1	1
PID_TRKR_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06244850526521062	1	1	1	1	0.015348265666261574	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_TXA2PATHWAY	0.013657816812875923	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_UPA_UPAR_PATHWAY	1	1	1	1	1	1	1	1	0.04168383033347334	1	1	1	1	1	1	1	1	1	1	1	1	0.031850416078350596	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_VEGFR1_2_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09301142973524401	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_VEGFR1_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.015796082131994682	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_VEGF_VEGFR_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.002362481152779705	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS	1	1	1	1	1	1	1	1	1	1	1.4989531882281248e-05	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.003629698205923404	1	1	1	1	1	1	1	1	1	1
REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE	1	0.004539035065892483	1	1	1	1	1	1	1	1	1	1	1	1	0.0008551044198975566	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03714289887651223	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS	1	1	1	1	0.030650079244613604	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.015058002735337195	1	1	1	1	1	1	1	1	0.02206563294693742	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS	1	0.012936596016773882	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09638855404468383	1	1	1	1	1	1	1	0.00738145981215621	0.005993439987247107	1	1
REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.008679082969496266	1	1	1	1	1	1	0.01660620120112255	1	1	1	1	1	1	1	0.007886122024927777	1	1	1
REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES	1	1	1	1	1	1	1	0.06922539673916295	1	1	1	1	1	1	1	1	1	1	0.0068905135586813104	1	0.03769305978899051	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.028201552384116257	1	1	1	1	1	0.04460850870362387	1	1	1	1	1	1	1
REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS	1	0.00024483720018741995	1	0.04242034210272394	0.050915339296043416	1	0.08666158458756579	1	1	1	0.04410467146730346	1	1	1	0.02428752641241283	1	1	1	1	1	1	1	1	1	1	1	0.03438263483831894	1	1	1	0.06416267130592812	1	0.07208797807216416	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.066114742022235	0.05471196989063076	0.04084513978746496	1
REACTOME_ACTIVATION_OF_SMO	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0027756739310785816	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ACTIVATION_OF_TRKA_RECEPTORS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0005093481316427173	1	1	1	1	0.0006479647154058465	1	1	1	1	1	1	1	1	1	1	0.00032177937940058854	1	1	1	1	1	1	1	1	1	1	0.0015165214603403143	1	1	1	1	1	1	1
REACTOME_ADAPTIVE_IMMUNE_SYSTEM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.010794260882186713	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.028279169362491974	1	1	1
REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY	1	1	1	1	1	1	1	1	1	1	0.000548508741698206	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY	1	1	1	1	1	1	1	1	1	1	0.0010991759314261662	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION	1	1	1	1	1	1	1	1	1	0.08725685151643148	0.011744616478407965	1	1	1	1	1	0.04406214478414827	1	1	1	1	1	1	1	1	1	1	1	1	1	0.020636243260011344	1	1	1	1	1	1	1	1	0.09406961130169289	1	1	1	1	1	0.030014910020839225	1	1	1	1	1
REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07460542296169126	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0594920157452663	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ADRENALINE_NORADRENALINE_INHIBITS_INSULIN_SECRETION	1	1	1	1	1	1	1	0.00569944229723518	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0066671553080492885	1	1	1	1	1	1	1	1	0.01375791406604554	1	1	1	1	1	1	1	1	1	1	0.0005787904190999171
REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.015848708427870117	1	1	1	1	1	1	1
REACTOME_AGGREPHAGY	1	0.028456049912305437	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.027793651042879564	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.002628613905058974	1	1	1	1	1	1	1	1	1	1	1	0.000986636382035444	0.0134397005671687	1	1
REACTOME_AMINE_LIGAND_BINDING_RECEPTORS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.038769295616478905	1	1	1	1	1	0.004484592151880351	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_AMINO_ACIDS_REGULATE_MTORC1	1	1	1	1	1	1	0.0029541501542772464	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07092387488918916	1	1	1	1	1	1	1	1	1	1	1	0.07328264578446086	1
REACTOME_AMYLOID_FIBER_FORMATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.016570296054231104	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.017265825173135574	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04422580021101019	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	1	0.08649086854199806	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000916529943665978	1	2.6882696165686504e-05	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.005851392002465539	1	1	1
REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION	1	1	1	1	1	1	1	1	1	1	0.0448074647731489	1	1	1	1	0.09604548728176376	0.042937147608893	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01652758760552442	1	1	1	1	1	1	1	1	1	1	1	1	0.027040474600155795	1	0.07570230568364922	1	1	1	1	1
REACTOME_AQUAPORIN_MEDIATED_TRANSPORT	1	1	1	1	1	1	1	1	1	1	0.014698512618171122	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02186747160038993	1	1	1	1	1	1	1	1	0.0678420372799966	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09802869193980746	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ASSEMBLY_AND_CELL_SURFACE_PRESENTATION_OF_NMDA_RECEPTORS	1	6.1159358369922145e-06	1	0.01024409035082574	0.006903565222004637	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.018097860869495608	1	1	1	1	1	1	0.0450952964048712	1	1	1	1	1	1	1	0.01647854241303026	0.0134397005671687	0.049410662916633985	1
