	AEBP1	ARNT2	ARX	ASCL1	ASCL2	E2F7	ETV1	FEV	FOXJ1	FOXP2	GATA2	HIC1	HLF	INSM1	ISL1	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU5F1	RFX6	SETBP1	SIX2	SMAD9	SOX4	SPIB	ST18	TFCP2L1	TP73	ZFP69B	ZNF492	ZNF519	ZNF846
GO_MUSCLE_CONTRACTION	1	1	1	1	1	1	0.785060182147	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NERVOUS_SYSTEM_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.677100114248	1	1	1	1	1
GO_NEURAL_NUCLEUS_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.523480566138	1	1	1	1	1	1	0.87335203665	1	1	1	1	1	1	1	1
GO_NEUROGENESIS	1	0.450037829897	0.000346682636962	1	0.712925707797	1.68010495982e-06	0.0	0.0	1	1	0.0374575847642	1	1	1	0.994379489214	0.0247977587952	1.76861111054e-05	8.40561491655e-06	0.0	1	0.00127841636565	1	0.0	1	0.733550325645	0.0	1	0.00121134248973	1	1.41937326488e-05	1	1.22156167661e-05	1	0.115670186636	8.68169943857e-06	8.72869237867e-06	0.00118442669361	1	3.74273889303e-06	1	0.158889543732	1	0.207578924648	1
GO_NEURONAL_DENSE_CORE_VESICLE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.39037770054	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEURON_DEVELOPMENT	1	1	3.24351417784e-05	1	1	0.000695550049994	0.0	0.0	1	1	0.0166484492076	1	1	1	1	0.000142730215886	1.03821460922e-05	5.20341151165e-05	2.07257211375e-05	1	0.0925669835407	1	7.57169587573e-06	1	1	0.0	1	0.0466361630796	1	0.000243208280617	1	1.73661565688e-05	1	0.205518178027	2.5556565256e-05	2.59156252058e-05	0.00365399331842	1	0.000211034053308	1	1	1	1	1
GO_NEURON_DIFFERENTIATION	1	1	3.98792634526e-06	1	0.682304182867	2.48435710799e-05	0.0	0.0	1	1	0.041864318836	1	1	1	1	0.000415820562946	0.0	0.0	0.0	1	9.9054883812e-05	1	0.0	1	0.0493683756898	0.0	1	0.000252174913726	1	1.24833615744e-06	1	0.0	1	0.0499971076077	0.0	0.0	0.000361366285247	1	0.0	1	0.377267241276	1	1	1
GO_NEURON_PROJECTION	1	6.57626683039e-05	3.73378284131e-05	1.23768315075e-05	2.09335939999e-05	1.46552650702e-05	1.13958195049e-05	3.65209288478e-06	2.07055831943e-05	0.0428317758707	1.78169713433e-05	0.288652866244	0.00151529579842	1	0.00151038750463	3.87918396072e-06	2.00898946812e-05	2.72343451855e-05	1.44506267561e-05	1	2.58913277231e-05	7.65600902974e-05	1.59054138962e-05	1	0.0223958092158	1.10050546351e-05	2.22965794126e-05	3.26283235114e-05	3.38695836752e-05	3.48227229992e-05	1	3.20171226128e-05	1	2.48931524355e-05	2.89534702517e-05	3.08521774031e-05	2.4190490316e-05	1	2.43888060557e-05	1	1	1	2.49471974403e-05	2.92705767242e-05
GO_NEURON_PROJECTION_GUIDANCE	1	1	1	1	1	1	0.00462114911403	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.136878062118	1	1	1	1	1	1	1	1	1	1	1	1	0.204529735475	1	1	1	1	1	1	1	1
GO_NEURON_PROJECTION_TERMINUS	1	1	0.00268129185477	1	1	1	1	0.429216564279	1	1	1	1	1	1	1	0.28952972949	1	1	0.0208993902036	1	1	1	0.435306959	1	1	0.974495778879	1	1	1	1	1	1	1	1	0.235482997456	0.787864535525	1	1	0.587093671206	1	1	1	1	1
GO_NEURON_SPINE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0246715424953	0.226388270563	1	0.36436815042	1	1	1	1	1	1	1	0.462255593518	1	1	0.221026864435	1	0.000382597592954	1	1	1	0.0434014577639	1	1	1	1	1	1	1	0.442158238877
GO_NEURON_TO_NEURON_SYNAPSE	1	1	0.000381870866022	1	1	8.12239914938e-06	1	0.000477060346315	1	1	0.762798148313	1	1	1	1	0.000109451051731	0.000349245207794	0.0249524654748	0.000645388058065	1	1	1	0.0041079014527	1	1	0.0	0.33760865714	0.0440661384566	1	0.00909528687819	1	0.0	1	0.0122967242796	8.94981628141e-06	3.63638455295e-05	1	1	1.93977131691e-06	1	1	1	1	0.00153436793405
GO_NEUROPEPTIDE_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.760462215145	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEUROTRANSMITTER_SECRETION	1	1	0.180558811345	1	1	1	0.675648206187	0.00245227702508	1	1	1	1	1	1	1	1	0.905310176377	0.00272435281503	0.303438790615	1	1	1	1	1	1	9.27373113322e-05	1	1	1	1	1	0.0731067126854	1	0.310355455687	0.016069267621	0.15000525934	0.0493217027403	1	0.000743963549162	1	1	1	1	1
GO_NEUROTRANSMITTER_TRANSPORT	1	1	0.000789275598909	1	0.232559078139	1	0.0524061875163	0.0012638172196	1	1	1	1	1	1	1	1	0.597909957618	0.00623758291972	0.0288544470261	1	1	1	1	1	1	0.000171787871936	1	1	1	1	1	0.16189443421	1	0.0576977160026	0.0123016113376	0.0259093019722	0.0432553550191	1	0.00203927946105	1	1	1	1	1
GO_PASSIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	0.013284273433	0.0	0.0134643581868	0.540092800253	0.0	0.0	1	1	0.0	1	1	1	0.451844506031	0.0	0.19305200794	0.0	0.0	1	0.0148028016076	0.000515769881168	0.0	1	1	0.625255583928	0.0	0.181177836336	6.42045408883e-05	1	1	0.0105621733698	1	6.75251399562e-06	0.00036635972554	0.0	0.0	1	0.0107691706021	1	1	1	0.0659416409155	1
GO_PEPTIDE_HORMONE_SECRETION	1	1	0.00702632273383	1	1	1	1	0.0	1	1	0.0203234028244	1	1	1	1	0.0	0.948674838133	0.00102338958451	0.00113030234527	1	1	1	1	1	1	1	1	0.0263875358352	0.0338807654522	1	1	1	1	0.425898458889	0.0960977121082	0.0792108019153	0.0190043746849	1	0.0913987150927	1	1	1	1	1
GO_PEPTIDE_SECRETION	1	1	1	1	1	1	1	0.109194667561	1	1	1	1	1	1	1	0.00250651701428	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_PERIKARYON	1	1	0.0337691876755	1	1	1	0.529702890614	0.18611658847	1	1	1	1	1	1	1	1	1	1	0.217149581579	1	1	1	0.00395484529712	1	1	0.0736736372593	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_PLASMA_MEMBRANE_PROTEIN_COMPLEX	1	1	1	0.0731645098508	1	1	0.00786369168879	0.145785339208	1	1	1	1	1	1	1	1	1	1	0.0304949730114	1	1	1	0.442897600782	1	1	1	1	1	0.101847417285	1	1	1	1	1	0.45805582642	0.298926666205	0.0541206130916	1	1	1	1	1	1	1
GO_PLASMA_MEMBRANE_REGION	1	1	1	1	1	1	1	0.502748307335	1	1	0.204779326463	1	1	1	1	0.515961645508	0.834691462871	0.604686347705	0.000672553895862	1	1	1	0.549276498465	1	1	0.00878148078062	0.271037997713	1	1	0.351190547268	1	1	1	1	1	0.0555316110506	1	1	1	1	1	1	1	1
GO_POSITIVE_REGULATION_OF_ION_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.243622214404	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_POSITIVE_REGULATION_OF_LIPID_LOCALIZATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0184135436261	1	1	1
GO_POSITIVE_REGULATION_OF_LIPID_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00174101265483	1	1	1
GO_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.321988201826	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_POSITIVE_REGULATION_OF_TRANSPORT	1	1	1	1	0.522948149679	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.187869744613	1	1	1	1	1
GO_POSTSYNAPSE	1	0.856968398415	2.72701822479e-05	0.241824837139	1	0.000421397785886	7.67880117936e-05	0.0	3.60318313852e-05	1	7.72344259081e-06	1	0.0238019345595	1	1	0.0	5.78877202573e-06	1.40013919259e-05	0.0	1	1	1	8.65225847302e-06	1	1	1.29507684754e-06	8.91464540465e-05	0.563959751864	0.00505155347376	2.64819994982e-05	1	1.50806598298e-05	1	1.45380157512e-05	9.21385697206e-06	1.60031325191e-05	0.000249167919672	1	1.09951202173e-05	1	1	1	1	0.000733362173639
GO_POSTSYNAPTIC_DENSITY_MEMBRANE	1	1	1	1	1	0.574812189687	1	0.450504556761	1	1	1	1	1	1	1	1	1	1	0.508117936585	1	1	1	1	1	1	0.410379621461	1	1	1	1	1	0.226410807664	1	0.0462073800739	0.0155526103484	1	1	1	0.0141931214493	1	1	1	1	0.0271682135187
GO_POSTSYNAPTIC_MEMBRANE	1	1	1	1	1	0.0331091897549	0.00311077674744	0.0	2.72514007938e-05	1	4.74756169527e-05	1	0.00122477009348	1	1	1.64697165139e-05	0.00403086297129	2.59596906107e-05	9.98314862943e-06	1	1	1	0.00109247764353	1	1	1.34705153418e-05	0.000138768039665	0.478477037611	0.00179661371528	0.00079502046286	1	0.000111384370641	1	2.31353127456e-05	3.8034321139e-05	2.79079706038e-05	0.00131466990432	1	2.83508758705e-05	1	1	1	1	0.00216867833954
GO_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	1	1	1	1	1	0.155821036906	1	0.0676936215138	1	1	1	1	1	1	1	1	1	0.396855716081	1	1	1	1	1	1	1	0.235401901989	1	1	1	1	1	0.0810959264544	1	0.029298148417	0.0589232045827	0.506611536906	1	1	0.00265986897979	1	1	1	1	0.0109051372173
GO_POTASSIUM_CHANNEL_ACTIVITY	1	1	1	0.000137430210081	1	1	9.1066778336e-06	0.000345321287488	1	1	0.157748752869	1	1	1	1	0.550375829736	1	0.499812157928	5.13487307877e-05	1	0.00157724974469	1	0.00337237965825	1	1	1	1	1	1	1	1	1	1	1	0.0738259929742	0.000114918959371	1	1	1	1	1	1	1	1
GO_POTASSIUM_CHANNEL_COMPLEX	1	1	0.0982895776035	0.00141394896792	1	1	0.0835764161334	0.00278748433153	1	1	0.536742373742	1	1	1	1	0.238847432633	1	1	0.00326327920967	1	0.16336365756	1	0.000107343670554	1	1	1	1	1	0.101005338334	1	1	1	1	1	1	8.0277984374e-05	0.447517097127	1	1	1	1	1	1	1
GO_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	0.00529595277567	1	1	0.0042707471731	0.00755564492396	1	1	0.73670901881	1	1	1	1	1	1	1	0.000288288008336	1	0.0380846481732	1	0.0246628748939	1	1	1	1	1	1	1	1	1	1	1	0.0823895663091	0.000754967047578	1	1	1	1	1	1	1	1
GO_POTASSIUM_ION_TRANSPORT	1	1	1	0.0055605118562	0.0832022643771	1	0.000464248531897	0.00422992600284	1	1	0.0330763914254	1	1	1	1	0.779108443466	1	1	0.0052489015281	1	0.183379969897	1	0.0359322491135	1	1	1	1	1	1	1	1	1	1	1	1	0.00568214602999	1	1	1	1	1	1	1	1
GO_PRESYNAPSE	1	0.0361662681049	3.07097152019e-06	1	1	0.0236141129465	2.16634656414e-06	0.0	0.434083366281	1	0.0172800251206	1	1	1	0.415997535622	0.0	0.000111941646807	2.50442851879e-06	0.0	1	1	1	0.00159990832021	1	1	0.0	0.00572754795853	1	1	0.00660106280816	1	0.0	1	9.55472723226e-05	1.99391068082e-05	0.0	1.62932988856e-06	1	0.000552419924247	1	1	1	1	1
GO_PRESYNAPTIC_MEMBRANE	1	1	1	1	1	1	1	0.845453825521	1	1	0.134674062585	1	1	1	1	1	1	1	0.00901935774666	1	1	1	0.782699901641	1	1	0.0135977592183	1	1	1	1	1	1	1	1	1	0.38190713994	1	1	1	1	1	1	1	1
GO_PROTEIN_LOCALIZATION_TO_SYNAPSE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.901015662712	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_BLOOD_CIRCULATION	1	1	1	1	1	1	0.232069802743	0.129988069179	1	1	1	1	1	1	1	1	1	1	0.0127077136442	1	1	1	0.023559174361	1	1	1	1	1	0.000424573703617	1	1	1	1	0.54594447925	0.00154566537816	0.0713911514402	1	1	1	1	1	1	1	1
GO_REGULATION_OF_CATION_CHANNEL_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0316907738113	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_CATION_TRANSMEMBRANE_TRANSPORT	1	1	1	1	1	1	1	0.00608068666922	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0357880520745	1	1	1	1	0.617264749367	1	1	0.131089366751	1	1	1	1	1	1	1
GO_REGULATION_OF_CELL_DEVELOPMENT	1	1	1	1	1	1	0.110647501266	0.0670180086308	1	1	1	1	1	1	1	1	1	0.853426207708	1	1	0.711301993306	1	0.000806033209179	1	1	0.000807527910396	1	1	0.036502976001	0.770277026719	1	0.000183241711979	1	1	0.0373546726576	0.223393416852	1	1	0.028175686228	1	1	1	1	1
GO_REGULATION_OF_CELL_MORPHOGENESIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.437179405385	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	1	1	1	1	1	1	0.0170406953055	0.0472871070695	1	1	1	1	1	1	1	1	0.472097568718	1	1	1	1	1	0.00386754461698	1	1	0.0001951281056	1	1	1	1	1	0.100494282055	1	1	0.313069289973	0.617830748285	1	1	1	1	1	1	1	1
GO_REGULATION_OF_EXOCYTOSIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.233170415925	0.959991382747	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0598724352077	1
GO_REGULATION_OF_HEART_RATE	1	1	1	1	1	1	1	0.0627959234332	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0789177290294	1	1	1	1	1	1	1	1
GO_REGULATION_OF_HEART_RATE_BY_CARDIAC_CONDUCTION	1	1	1	1	1	1	0.0838750045068	0.000658545510937	1	1	1	1	1	1	1	1	1	1	0.124821052385	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.123689044281	0.425113411516	1	1	1	1	1	1	1	1
GO_REGULATION_OF_HORMONE_LEVELS	1	1	0.0297936376407	1	1	1	1	0.00077046788657	1	1	0.00458210141514	1	1	1	1	1.76346631298e-07	1	0.00284174716563	0.0032863410826	1	1	1	1	1	1	1	1	1	0.316762852328	1	1	1	1	0.109370964148	1	0.00736789761471	0.635227067956	1	1	1	1	1	1	1
GO_REGULATION_OF_HORMONE_SECRETION	1	1	1	1	1	1	1	0.000106612327863	1	1	0.174752013658	1	1	1	1	0.000136712206659	1	0.0379153351735	0.546365027383	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.80885260838	1	0.175507107822	0.15943250579	1	1	1	1	1	1	1
GO_REGULATION_OF_INSULIN_SECRETION	1	1	1	1	1	1	1	0.000168103094809	1	1	1	1	1	1	1	0.00660605031579	1	0.112364451756	0.521062477811	1	1	1	1	1	1	1	1	0.417248603341	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORT	1	1	1	0.11767878737	0.3376364313	1	0.0	0.0	1	1	0.425383543945	1	1	1	1	0.0402531900058	1	1	0.00454026730007	1	0.390409465548	1	1	1	1	0.97435897286	0.111632617842	1	0.00660293237323	1	1	0.196856512922	1	5.28810248926e-05	0.0278924225203	0.00284399208883	0.000105600138995	1	1	1	1	1	1	1
GO_REGULATION_OF_ION_TRANSPORT	1	1	1	0.122511577614	0.0347179623074	1	2.0600200179e-06	0.0	1	1	0.721549607472	1	1	1	1	0.0232960610423	1	1	0.00140386520888	1	0.0945580717316	1	1	1	1	0.00188306267913	0.568499083226	1	0.0239219879827	1	1	0.296991764311	1	2.73425517008e-05	0.0429292608305	0.00319114239049	7.58659859947e-05	1	0.567464773822	1	1	1	1	1
GO_REGULATION_OF_LIPID_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.307644031428	1	1	1
GO_REGULATION_OF_MEMBRANE_POTENTIAL	1	1	1	0.00439239585607	1	1	0.0	0.0	1	1	0.0	1	1	1	1	0.0	0.341700992851	0.0242540295473	0.0	1	1	0.609837343206	2.42525859395e-07	1	1	0.0104238366896	0.0822727295611	1	0.000143919479025	0.100491468373	1	0.297904038457	1	0.00179351034272	0.00254218114893	4.45342514632e-06	1.49442052333e-05	1	0.0121252905546	1	1	1	1	1
GO_REGULATION_OF_METAL_ION_TRANSPORT	1	1	1	1	1	1	1	0.376851413412	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999000073288	1	1	0.41773600422	1	1	1	1	1	1	1	0.148722334349	1	1	1	1	1	1	1
GO_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	1	1	1	1	1	0.0880092788409	0.0193796457906	0.0113527563996	1	1	1	1	1	1	1	1	0.0940121611968	0.374109707547	1	1	1	1	0.0	1	1	0.0	1	1	0.0431518260143	0.394953534724	1	2.24533459988e-05	1	1	0.00231491004403	0.00785330699627	1	1	0.00185803759014	1	1	1	1	1
GO_REGULATION_OF_NEURON_DIFFERENTIATION	1	1	0.473183408019	1	1	0.195886525415	0.000512650384649	0.0122004674719	1	1	1	1	1	1	1	1	0.155223511174	1	1	1	0.506244575668	1	0.000315835419977	1	1	2.40779714419e-05	1	1	0.0212284917718	0.234927358242	1	1.44330376983e-06	1	1	0.000423260226581	0.167724095587	1	1	0.00918907339612	1	1	1	1	1
GO_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	1	1	1	1	1	0.696896201779	0.00209880802167	0.0477680659688	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0140719181468	1	1	4.66660939225e-06	1	1	0.0817656618037	1	1	0.00137868873452	1	1	0.00293285845551	1	1	1	0.085328986479	1	1	1	1	1
GO_REGULATION_OF_NEUROTRANSMITTER_LEVELS	1	1	0.0313322281133	1	1	1	1	0.155391866117	1	1	1	1	1	1	1	1	1	0.0435922405965	0.186712222491	1	1	1	1	1	1	0.00673130274612	1	1	1	1	1	1	1	1	0.0893568542909	0.163944061636	0.288839452076	1	0.0600277033641	1	1	1	1	1
GO_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.622539401534	1	1	1	1	1
GO_REGULATION_OF_PEPTIDE_HORMONE_SECRETION	1	1	0.641312014288	1	1	1	1	0.000213020730594	1	1	1	1	1	1	1	0.000785174960802	1	0.0265619190848	0.120965371804	1	1	1	1	1	1	1	1	0.453583173522	1	1	1	1	1	1	1	0.336364216636	1	1	1	1	1	1	1	1
GO_REGULATION_OF_PEPTIDE_SECRETION	1	1	1	1	1	1	1	0.881703081617	1	1	1	1	1	1	1	0.902114154421	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL	1	1	1	1	1	1	0.770728321232	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_REGULATED_SECRETORY_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05946913568	1
GO_REGULATION_OF_SECRETION	1	1	1	1	0.402669715883	1	0.109136446946	0.000120688314722	1	1	0.149125549681	1	1	1	1	0.00546509558942	1	0.00885002861549	0.0104734328243	1	1	1	1	1	1	0.0853304887895	1	0.945976930818	0.825973529396	1	1	1	1	0.806586437119	1	0.326900143551	0.0106076661644	1	0.0154946022661	1	1	1	1	1
GO_REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY	1	1	1	1	1	1	0.480571431049	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_SYNAPTIC_PLASTICITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0154374026397	1	1	1	1	1	1	1	1	1	1	1	1	0.0874172533519	1	1	1	1	0.0475975983008
GO_REGULATION_OF_SYNAPTIC_VESICLE_CYCLE	1	1	0.739779026708	1	1	0.103669246225	1	0.00012737833771	1	1	1	1	1	1	1	1	1	0.246192417269	1	1	1	1	1	1	1	0.0235537875292	1	1	1	1	1	0.361863198141	1	1	0.03694506071	1	1	1	0.307560889667	1	1	1	1	1
GO_REGULATION_OF_SYNAPTIC_VESICLE_EXOCYTOSIS	1	1	1	1	1	1	1	0.517126190364	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.659946202486	1	1	1	1	1
GO_REGULATION_OF_SYSTEM_PROCESS	1	1	1	1	0.0385189778605	0.345054859842	0.00102972520232	1	1	1	1	1	1	1	1	1	1	1	0.00421251073224	1	0.463364578274	1	9.89449768918e-06	1	1	0.088739116867	1	1	1.70100325071e-05	1	1	1	1	0.395106324961	0.0014434356527	0.00221991368061	0.707276752663	1	7.52624401524e-05	1	1	1	1	1
GO_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	1	1	1	0.135301899179	0.112153318106	1	5.50137385757e-06	0.0	1	1	0.488890296646	1	1	1	1	0.211176663648	1	1	0.00767042547726	1	0.40973733652	1	1	1	1	1	0.151406942128	1	0.0340429271701	1	1	0.645081565039	1	6.28801743685e-05	0.0487957034346	0.000384739745092	0.000344531026208	1	1	1	1	1	1	1
GO_REGULATION_OF_TRANSPORT	1	1	0.00605301563496	0.00787269914366	0.000144344983619	0.0278093697315	0.0	0.0	1	1	0.0	1	1	1	1	0.00084353598349	0.0265649314463	0.00111861443391	0.0	1	0.242347615886	1	1	1	1	0.0	1	0.0146460149063	0.014874678994	1	1	3.9341632136e-05	1	4.16069352571e-06	0.000901732737976	0.0	0.0	1	0.0	1	1	1	0.242347615886	1
GO_REGULATION_OF_TRANSPORTER_ACTIVITY	1	1	1	1	1	1	1	0.66896893263	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.294411447981	1	1	1	1	0.263548040009	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING	1	1	0.166893044127	1	0.408842852718	0.0564293566629	0.0	0.0	1	1	1	1	1	1	1	0.264687710761	1	0.000470948592677	0.000145291689144	1	1	1	0.000588649277501	1	1	0.0	0.528205587255	0.0750006182649	0.0149775145854	0.0482430029312	1	4.73500358402e-05	1	0.0122521331771	0.000356569560223	3.00152379566e-05	0.278455550875	1	0.0	0.555350520136	1	1	1	0.00299787825607
GO_RESPONSE_TO_AXON_INJURY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0413186063577	1	1	1	1	1	1	1	1	0.0768231595831	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_SECRETION	1	1	1	1	0.275757666289	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_SENSORY_ORGAN_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.145442442269	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_SIGNAL_RELEASE	1	1	0.0169259671461	1	0.0277569128348	0.244267766493	0.015017075549	0.0	1	1	0.00257759096999	1	1	1	1	0.000423739314562	1	3.06720355843e-05	0.00251949046166	1	1	1	1	1	1	0.00225467518593	1	1	0.0180048074956	0.79772971081	1	0.305518879589	1	0.0114612676279	8.84654246578e-05	0.00348318294714	0.000230650980955	0.72522351877	5.18674637594e-05	1	1	1	1	1
GO_SITE_OF_POLARIZED_GROWTH	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.302603167046	1	1	1	1	1	1	1	1	1	1	1	1	0.0494502189372	1	1	1	1	1	1	1	1	1	1	1	1
GO_SODIUM_CHANNEL_ACTIVITY	1	1	1	0.035060118379	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_SOMATODENDRITIC_COMPARTMENT	1	1	8.22124321576e-06	0.554975330175	0.208075393704	2.31247270793e-05	0.0	0.0	1	1	0.0	1	1	1	0.0585509259834	0.0	0.0003603689586	0.0	0.0	1	0.131248133833	0.301721384017	0.0	1	0.867502894779	0.0	4.28811067441e-05	0.013105565333	7.25282868963e-06	3.44455847445e-06	1	5.28625115581e-06	1	2.01499909647e-07	0.0	0.0	3.18254135634e-06	1	2.89255030761e-06	1	1	1	0.000205337584897	0.000150324260674
GO_SYNAPSE	1	0.000166884988484	2.56250390251e-05	0.0	5.97046686779e-06	0.0	0.0	0.0	5.14952136865e-05	1	8.27798853564e-06	1	0.00127859954291	0.070386977923	0.042094658065	0.0	5.68219657138e-06	1.05855349508e-05	0.0	0.119817323027	0.0117449265006	0.0020052931606	7.63637850065e-06	0.944010153645	0.00196962460988	0.0	1.12255022666e-05	1.11862486247e-05	2.21919906279e-05	2.19523159091e-05	1	1.60454017973e-05	1	1.30601602759e-05	1.7512388153e-05	1.46926956515e-05	1.1474411898e-05	1	1.10930627706e-05	0.0721875563515	1	1	0.0117449265006	1.42809926318e-05
GO_SYNAPSE_ASSEMBLY	1	0.560152121975	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00795451030883	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
