	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CBX2	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	LTF	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF117	ZNF382	ZNF492	ZNF514	ZNF519	ZNF788	ZNF846	ZNF853	ZNF883
GO_GLIAL_CELL_FATE_COMMITMENT																														ASCL1 PAX6																							NKX2-2 PAX6																				
GO_GLIAL_CELL_FATE_SPECIFICATION																														ASCL1 PAX6																							NKX2-2 PAX6																				
GO_GLIAL_CELL_MIGRATION				CDK5R1 CDK5R2	CDK5R1 CDK5R2										CDK5R1 CDK5R2 EPHA4																																						CDK5R1 CDK5R2 EPHA4																		CDK5R1 CDK5R2 EPHA4		
GO_GLIAL_CELL_PROJECTION			AKR1B1 CNGA3 NFASC												AKR1B1 CNGA3 NFASC		CNGA3 NFASC		CNGA3 NFASC											AKR1B1 NFASC SYT4			AKR1B1 NFASC		AKR1B1 CNGA3 NFASC	CNGA3 NFASC		AKR1B1 NFASC															CNGA3 NFASC																				
GO_GLIAL_CELL_PROLIFERATION													ASCL2 CSF1R			CSF1R PRKCH		ASCL2 PRKCH	CSF1R PRKCH																																																						
GO_GLIOGENESIS			CSF1R DNER EPHA4 ID4 MDK PAX6 TTBK1	CDK5R1 CDK5R2 CSF1R DLL1 DNER TP73 TTBK1	CDK5R1 CDK5R2 CSF1R DLL1 TP73						ADORA2A NKX2-2					ASCL1 CDK5R1 CDK5R2 CSF1R DLL1 GAP43 PRKCH		ASCL2 EPHA4 GAP43 PAX6 PRKCH TTBK1		ADORA2A DNER EPHA4 GAP43 ID4 PRKCH TTBK1		ADORA2A CDK5R1 DNER PRKCH		ADORA2A CDK5R1					GAP43 NKX2-2							ADORA2A ASCL2 CDK5R2 DNER EPHA4 GAP43 MDK TTBK1				ASCL2 CDK5R1 CSF1R EPHA4 GAP43 ID4 MDK TP73 TTBK1								DLL1 EPHA4 GAP43 ID4 PAX6 TP73 TTBK1	CDK5R2 CSF1R DNER			ADORA2A ASCL2	CDK5R1 CDK5R2 DLL1 DNER EPHA4 NKX2-2 PAX6 PRKCH TP73									CDK5R1 CSF1R DLL1 DNER EPHA4 PRKCH TP73 TTBK1		DNER EPHA4 TTBK1					CDK5R1 DLL1 GAP43 ID4 MDK				ADORA2A PRKCH TTBK1
GO_GLOMERULUS_DEVELOPMENT					BASP1 HEYL										ANGPT2 HEYL MTSS1 RET		BASP1 MTSS1																			BASP1 BCL2 HEYL MTSS1								BASP1 BCL2 HEYL MTSS1	ANGPT2 BASP1 BCL2 MTSS1		BASP1 BCL2 MTSS1 RET						BASP1 HEYL MTSS1 RET			BASP1 MTSS1	HEYL MTSS1 RET	ANGPT2 BCL2 MTSS1	ANGPT2 MTSS1 RET			BCL2 HEYL MTSS1 RET									HEYL MTSS1		
GO_GLUCOSE_METABOLIC_PROCESS																																														BRS3 KCNJ11 PGM5																											
GO_GLUTAMATERGIC_SYNAPSE	GRIK3 PCDH17	CAMKV CLSTN2 CPLX2 DLG2 NTNG2	ADCY1 BSN CALY CPLX1 CPT1C DGKB DRD2 EPHA4 FRMPD4 GRIK3 GRIK5 PAK3 RGS9 SCN2A SPARC STXBP1 UNC13A	CNIH2 DGKB GRIK3 LRRTM3 NPTXR PAK3 RGS9 STXBP1	ADCY1 CADPS DGKB NPTXR STXBP1			CLSTN2 NPTX2 PCDH17			ADORA2A CPT1C NPTX2 NPTXR	ADORA2A DGKB	BSN CPT1C EFNB3 EPHA4 RGS9 SLC6A17 STXBP1	ADORA2A CAMKV GHRL MAPK10	BSN CADPS CAMKV CNIH2 CNR1 CPLX2 CTTNBP2 DGKB EFNB3 EPHA4 FRMPD4 GHRL GRIK5 SLC6A17 SV2A	ADCY1 CNIH2 DLG2 EFNB3 GHRL GRIK3 GRIK5 LRRTM3 NTNG2 RGS9 SNAP25 SPARC STX1A	DGKB DLG2 FRMPD4 GHRL GRIK5 MAPK10 NPTXR PCDH17 SCN2A SNAP25 STX1A	CADPS CTTNBP2 DRD2 EPHA4	CADPS CPLX1 DGKB DLG2 SCN2A	ADCY1 ADORA2A BSN CALY CAMKV CNIH2 DGKB DLG2 EPHA4 GHRL GRIK5 LRRTM3 MAPK10 PCDH17 SNAP25 STX1A	CNR1 NPTX2			ADORA2A LRRTM3				ADCY1 CPLX1 DGKB EFNB3 SNAP25		BSN CTTNBP2 LRRTM3 SYT4	GRIK3 PAK3 PCDH17 SYT4	BSN CALY CNIH2 CPT1C CTTNBP2 EPHA4 FRMPD4 GRIK5 LRRTM3 PAK3 PCDH17 SCN2A SNAP25 STX1A	ADCY1 BSN CADPS CALY CNIH2 CPLX1 CTTNBP2 DGKB DRD2 EPHA4 RGS9 SNAP25 SPARC STXBP1		ADCY1 BSN CACNG4 CADPS CLSTN2 CNIH2 CNR1 CPLX1 CPLX2 CPT1C DRD2 GRIK5 NTNG2 SNAP25	ADCY1 ADORA2A CACNG4 CALY CLSTN2 CNIH2 CNR1 CPLX1 CPLX2 CTTNBP2 DLG2 EFNB3 EPHA4 GRIK5 NTNG2 PAK3 PCDH17 SNAP25 STX1A	CLSTN2 GRIK3 NPTX2 PAK3 PCDH17 SYT4 UNC13A		CADPS MAPK10 NPTX2 STXBP1	CACNG4 CADPS CAMKV CPLX1 CPT1C DGKB DLG2 DRD2 EFNB3 EPHA4 GHRL LRRTM3 MAPK10 NPTXR NTNG2 PAK3 RGS9 SCN2A SNAP25 SPARC STX1A		MAPK10 NPTXR RGS9 UNC13A	CLSTN2 LRRTM3 NPTX2 PCDH17 UNC13A	ADCY1 BSN CADPS CALY CLSTN2 CPLX1 DLG2 EFNB3 EPHA4 GRIK5 MAPK10 NPTXR PCDH17 RGS9 SLC6A17 SNAP25 STX1A SV2A UNC13A	CLSTN2 CPLX2 CTTNBP2 DGKB DLG2 EPHA4 PCDH17 SCN2A SNAP25		CADPS CNIH2 CPLX1 CPLX2 DGKB EFNB3 FRMPD4 GRIK5 MAPK10 NPTX2 RGS9 SLC6A17 SNAP25	CNIH2 CPLX1 CTTNBP2 DGKB EPHA4 MAPK10	BSN NTNG2 UNC13A		ADCY1 CALY CPLX1 DGKB MAPK10 SV2A		BSN CACNG4 CADPS CALY CAMKV CNIH2 CPLX2 DGKB EFNB3 EPHA4 FRMPD4 GHRL GRIK5 NTNG2 RGS9 SLC6A17 SNAP25	CTTNBP2 NPTX2	GRIK3 LRRTM3 PAK3 PCDH17 SYT4 UNC13A	CALY CNIH2 CPLX2 CPT1C DGKB DLG2 EFNB3 EPHA4 FRMPD4 MAPK10 STX1A STXBP1 SV2A	ADORA2A BSN CALY CAMKV CLSTN2 CNIH2 CNR1 CPLX1 CPLX2 DGKB EFNB3 EPHA4 GRIK5 MAPK10 RGS9 SPARC STXBP1	ADCY1 CTTNBP2 DGKB GRIK3 RGS9 SCN2A SPARC	ADCY1 ADORA2A BSN CALY CAMKV CNR1 CPLX1 CTTNBP2 DLG2 FRMPD4 GRIK5 LRRTM3 PCDH17 SCN2A SV2A			ADCY1 BSN CACNG4 CADPS CNIH2 CNR1 CPLX1 EPHA4 GRIK5 MAPK10 NPTXR RGS9 SLC6A17 SPARC STX1A SV2A UNC13A				CALY CLSTN2 DLG2 PCDH17	CPLX1 DGKB MAPK10 RGS9 SCN2A STXBP1				CLSTN2 CNR1 CTTNBP2 EPHA4 RGS9		ADORA2A SPARC
GO_GLUTAMATE_METABOLIC_PROCESS			ATCAY GAD2																													ATCAY GAD2																								ATCAY GAD2																	
GO_GLUTAMATE_RECEPTOR_ACTIVITY			GRIK3 GRIK5													GRIK3 GRIK5																																																									
GO_GLUTAMATE_RECEPTOR_BINDING																						ADORA2A CDK5R1		ADORA2A CDK5R1																CACNG4 CDK5R1 DRD2																						CACNG4 CDK5R1											
GO_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	GRIK3 MAPK8IP2		GRIK3 GRIK5 MAPK8IP2 RGS9 SSTR1 SULT1A4 UNC13A	CDK5R1 CNIH2 GRIK3 RGS9									RGS9 SSTR1 SULT1A4			CDK5R1 CNIH2 DLG2 GRIK3 GRIK5 MAPK8IP2 RGS9 SSTR1 SULT1A4				CNIH2 DLG2 GRIK5 SSTR1				CDK5R1 MAPK8IP2		MAPK8IP2 SULT1A4					GRIK3 MAPK8IP2	CNIH2 GRIK5 SSTR1 SULT1A4	CNIH2 RGS9 SSTR1 SULT1A4		CACNG4 CNIH2 GRIK5 SSTR1	CACNG4 CNIH2 DLG2 GRIK5	GRIK3 MAPK8IP2 UNC13A			CACNG4 CDK5R1 DLG2 RGS9 SULT1A4		RGS9 UNC13A		DLG2 GRIK5 RGS9 SULT1A4 UNC13A		CNIH2 SULT1A4	CNIH2 GRIK5 RGS9						CACNG4 CDK5R1 CNIH2 GRIK5 RGS9 SSTR1		GRIK3 MAPK8IP2 UNC13A	CNIH2 DLG2 SULT1A4	CNIH2 GRIK5 RGS9 SSTR1 SULT1A4	CDK5R1 GRIK3 RGS9 SULT1A4				CACNG4 CDK5R1 CNIH2 GRIK5 RGS9 SSTR1 UNC13A							CDK5R1 CNIH2 RGS9				
GO_GLUTAMATE_SECRETION			CPLX1 STXBP1													HRH3 SNAP25 STX1A	SNAP25 STX1A			ADORA2A SNAP25 STX1A								CPLX1 SNAP25				SNAP25 STX1A	CPLX1 HRH3 SNAP25 STXBP1			ADORA2A CPLX1 SNAP25 STX1A		CPLX1 STXBP1		CPLX1 SNAP25 STX1A				CPLX1 SNAP25 STX1A			CPLX1 SNAP25									STX1A STXBP1	ADORA2A CPLX1 STXBP1		ADORA2A CPLX1 HRH3			CPLX1 STX1A					CPLX1 HRH3 STXBP1						
GO_GLYCINE_TRANSPORT															RGS4 SLC6A17																																																										
GO_GLYCOLIPID_BINDING																																																CLIP3 DPEP1					CLIP3 DPEP1																				
GO_GLYCOLIPID_BIOSYNTHETIC_PROCESS																												ST6GALNAC5 ST8SIA3																																													
GO_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS																																		BGN MUC5B										B3GAT1 BCL2 BGN CHST8 FUT1 GALNT16 MUC15 MUC5B ST8SIA5																									BCL2 CHST8 GALNT16 ST6GALNAC5				
GO_GLYCOPROTEIN_COMPLEX																																				PGM5 SGCD																					PGM5 SGCD																
GO_GLYCOPROTEIN_METABOLIC_PROCESS			BGN MUC15 SPOCK3 ST6GALNAC5 ST8SIA5 TET1 VCAN																															BGN MUC5B										B3GAT1 BCL2 BGN CHST8 FUT1 GALNT16 MUC15 MUC5B SPOCK3 ST8SIA5																													
GO_GLYCOSAMINOGLYCAN_BINDING		COLQ FGF9 PTCH1	APLP1 BGN LGR6 MDK PODXL2 SFRP1 SPOCK3 VCAN						APOB FBN1				APLP1 FBN1 LTBP2 PODXL2 PRELP				FGF9 LTBP2 PRELP RTN4RL1 SFRP1 SPOCK3 VCAN	FGF9 LGR6 LTBP2 PTCH1		LGR6 LTBP2 PTCH1 RTN4RL1 VCAN										FGF9 LTBP2 PODXL2		APLP1 COLQ FBN1 FGF9 LGR6 MDK PODXL2 RTN4RL1 SFRP1 SPOCK3 VCAN	COLQ FGF9 LGR6 LTBP2 MDK PODXL2 PTCH1 RTN4RL1 SFRP1 SPOCK3 VCAN		FBN1 FGF9 PODXL2 PRELP SFRP1 SPOCK3					APOB FGF9 MDK PRELP PTCH1 RTN4RL1 SPOCK3 VCAN		BGN LGR6 LTBP2 PRELP		APLP1 BGN COLQ LGR6 MDK PODXL2 RTN4RL1 SPOCK3							APOB BGN LGR6 MDK					APLP1 FGF9 LGR6 RTN4RL1 SPOCK3 VCAN		LGR6 LTBP2 PRELP PTCH1 SPOCK3				APLP1 LGR6 LTBP2 PODXL2 PTCH1 RTN4RL1	FBN1 LTBP2 RTN4RL1			APOB COLQ LGR6 PTCH1			APOB LTBP2 MDK RTN4RL1 SFRP1				
GO_GLYCOSPHINGOLIPID_BIOSYNTHETIC_PROCESS			ST6GALNAC5 ST8SIA5																									ST6GALNAC5 ST8SIA3				ST6GALNAC5 ST8SIA5																											ST8SIA3 ST8SIA5														
GO_GLYCOSPHINGOLIPID_METABOLIC_PROCESS																												ST6GALNAC5 ST8SIA3																																													
GO_GLYCOSYLATION																																												B3GAT1 FUT1 GALNT16 MUC15 MUC5B ST8SIA5																													
GO_GLYCOSYL_COMPOUND_METABOLIC_PROCESS																														AKR1B1 AMPD3																						AMPD3 GUSBP3				AKR1B1 AMPD3 DLG2																	
GO_GOLGI_APPARATUS	DOCK4 HLA-DQA2 PCSK1N PTHLH RAB39B			AP3B2 BAIAP3 CCDC88A CHST8 CNIH2 DOCK4 KCNJ2 KCNJ6 MANEAL RAB39B RSAD2 SGSM1 ST6GALNAC5 TP73	ATP8B2 BAIAP3 CBFA2T3 CHST8 CLCN4 CLSPN GPC2 MANEAL MUC5B PODXL2 PTPRN STMN3 TMEM59L TP73	ADORA2A RAB39B TMEM59L					ADORA2A DUSP26 PRKD1 PTHLH RAB39B TMEM59L				AP3B2 ATP8B2 AVPR1B B3GAT1 BAIAP3 BEND5 CCDC88A CERKL CHST8 CNIH2 EPHA4 GFRA1 GPC2 JAKMIP2 JAM3 KCNJ2 KCNJ6 LGR6 MANEAL MAP6 MMD2 MUC15 MUC5B NCAM1 PDE2A PODXL2 PTHLH PTPRN RAB39B RTN1 SLC22A13 ST8SIA3 STMN2 STMN3 SYN1 TP73 VGF	AP3B2 ATP1A3 B3GAT1 BEND5 CABP7 CBFA2T3 CNIH2 DUSP26 HLA-DQA2 ICA1L KCNIP3 MAP6 MMD2 MUC15 PODXL2 PRELP PTHLH RSAD2 RTN1 SGSM1 SNAP25 SPP1 STMN2 SYN1 TENM2 VGF				ADORA2A ATP1A3 ATP8B2 CERKL CNGA4 CNIH2 CPE EPHA4 ICA1L JAKMIP2 KCNJ6 LGR6 NCAM1 PCSK1N PDE2A PTCH1 PTPRN RIC3 RSAD2 RTN1 SNAP25 STMN2 TENM2 VCAN VGF ZDHHC11					BGN CLCN4 DUSP26 GFRA1 ICA1L SGSM1 SPP1 TMEM59L			CCDC88A CNGA4 DUSP26 ICA1L KCNJ6 MMD2 MUC5B PDE2A SNAP25 ST6GALNAC5 ST8SIA3 TENM2		ATP8B2 AVPR1B BAIAP3 CCDC88A CLSPN CNGA4 NPY PCSK1N PODXL2 SLC22A13 ST6GALNAC5 SYT4	DUSP26 HLA-DQA2 PCSK1N RAB39B RIC3 SYT4 TMEM59L			BGN EPHA4 MUC5B	AVPR1B B3GAT1 BAIAP3 BEND5 CBFA2T3 CERKL CLCN4 CLIP3 CLSPN CLSTN2 CNGA4 CNIH2 FUT1 HEPACAM2 JAM3 KCNJ2 MANEAL MUC15 PDE2A PODXL2 PRELP PTHLH RSAD2 SGSM1 SLC22A13 SNAP25 ST6GALNAC5 STMN2 SYN1 TP73 VGF	ADORA2A AP3B2 ATP1A3 AVPR1B B3GAT1 BAIAP3 BEND5 CERKL CLCN4 CLIP3 CLSTN2 CNGA4 CNIH2 CPE EPHA4 ICA1L JAM3 KCNJ2 MAP6 MUC15 MUC5B NPY PCSK1N PDE2A PRELP PTPRN RAB39B RIC3 RSAD2 SNAP25 ST6GALNAC5 STMN2 SYN1 TENM2 VGF ZDHHC11	CLSTN2 HLA-DQA2 NPY PCSK1N RAB39B RIC3 SYT4 TMEM59L	AP3B2 ATP8B2 CABP7 DUSP26 FUT1 GPC2 HEPACAM2 KCNIP3 MANEAL MAP6 PDE2A PRELP RAB26 RAB39B RSAD2 SGSM1 TMEM59L TP73 VGF		ATP1A3 ATP8B2 AVPR1B BAIAP3 BEND5 CABP7 CCDC88A DOCK4 EPHA4 HEPACAM2 JAKMIP2 KCNIP3 KCNJ6 MAP6 NCAM1 PRELP PTCH1 PTPRN RAB26 RTN1 SLC22A13 SNAP25 ST8SIA5 STMN3 TENM2 TP73 VCAN ZDHHC11		ATP8B2 BGN CBFA2T3 CLSPN GPC2 LGR6 PRELP RAB26 RSAD2 SGSM1 STMN3 TP73	BST2 CLCN4 CLSTN2 DOCK4 HLA-DQA2 NPY PRKD1 RIC3	AP3B2 ATP1A3 ATP8B2 AVPR1B B3GAT1 BGN CERKL CHST8 CLSTN2 EPHA4 FUT1 GAD2 GALNT16 GFRA1 ICA1L KCNJ2 LGR6 MUC15 MUC5B NCAM1 NPY PODXL2 PRKD1 RAB39B RIC3 RSAD2 SNAP25 ST8SIA5 STMN2 TP73 ZDHHC11		ATP8B2 BAIAP3 CNIH2 DUSP26 JAKMIP2 KCNJ6 MANEAL MMD2 PTPRN RAB26 SNAP25 TENM2 TMEM59L VGF	AP3B2 ATP1A3 ATP8B2 AVPR1B CLSPN CNIH2 CPE DUSP26 GALNT16 GFRA1 ICA1L KCNIP3 KCNJ2 KCNJ6 MANEAL MAP6 MMD2 NCAM1 NPY PCSK1N PTPRN RIC3 RSAD2 RTN1 SNAP25 SPP1 ST8SIA3 TENM2 VGF	AP3B2 ATP1A3 BAIAP3 CABP7 CBFA2T3 CLIP3 CNIH2 CPE EPHA4 GPC2 HEPACAM2 JAKMIP2 KCNJ2 LGR6 PDE2A PODXL2 SGSM1 SYN1 TENM2 TP73					ATP1A3 B3GAT1 BAIAP3 CBFA2T3 CCDC88A CERKL CHST8 CLCN4 CLIP3 CNGA4 CNIH2 EPHA4 GAD2 GALNT16 HEPACAM2 ICA1L JAKMIP2 JAM3 MAP6 MMD2 PDE2A PTCH1 PTPRN RAB26 RAB39B RSAD2 RTN1 SNAP25 STMN2 TENM2 TP73 VGF			ATP1A3 CHST8 CNGA4 CNIH2 DUSP26 EPHA4 GAD2 GFRA1 ICA1L JAKMIP2 LGR6 MMD2 MUC5B NCAM1 PCSK1N PDE2A RIC3 SGSM1 ST8SIA3 TENM2 TMEM59L VCAN ZDHHC11	ADORA2A ATP1A3 ATP8B2 BAIAP3 BGN CBFA2T3 CERKL CHST8 CLSTN2 CNGA4 CNIH2 CPE EPHA4 KCNIP3 KCNJ2 KCNJ6 LGR6 MAP6 PTCH1 PTPRN RIC3 RSAD2 RTN1 SGSM1 SLC22A13 STMN3 TENM2 TP73 VGF	ATP8B2 CABP7 CBFA2T3 CLCN4 CNGA4 CPE DUSP26 FUT1 GFRA1 GPC2 JAKMIP2 KCNJ6 LGR6 MMD2 MUC15 MUC5B PRELP PTCH1 PTHLH RSAD2 STMN3 TENM2 TP73			ATP1A3 AVPR1B BEND5 CLSPN EPHA4 FUT1 PRKD1 PTCH1	AP3B2 ATP1A3 CBFA2T3 CCDC88A CERKL CHST8 CNGA4 CNIH2 EPHA4 FUT1 GFRA1 HEPACAM2 JAKMIP2 KCNIP3 KCNJ2 LGR6 MANEAL MUC5B PODXL2 PTCH1 RSAD2 RTN1 SLC22A13 ST6GALNAC5 TP73		CABP7 CCDC88A CHST8 EPHA4 SLC22A13 SPP1 STMN3		AP3B2 CLSTN2 GPC2 LGR6 PTCH1 RIC3 SPP1			AP3B2 BAIAP3 CERKL CHST8 CNIH2 DOCK4 GALNT16 ICA1L KCNJ2 PRKD1 PTPRN SGSM1 ST6GALNAC5				ADORA2A CERKL CLCN4 PRELP PRKD1 RAB26
GO_GOLGI_LUMEN			BGN MUC15 PODXL2 VCAN		GPC2 MUC5B PODXL2								GPC2 PODXL2 PRELP		GPC2 MUC15 MUC5B PODXL2	MUC15 PODXL2 PRELP																		BGN MUC5B					GPC2 PRELP			BGN GPC2 PRELP		BGN MUC15 MUC5B PODXL2														GPC2 MUC15 MUC5B PRELP															
GO_GOLGI_MEMBRANE						ADORA2A RAB39B TMEM59L		CLSTN2 RIC3																							HLA-DQA2 RAB39B RIC3 SYT4 TMEM59L						CLSTN2 HLA-DQA2 RAB39B RIC3 SYT4 TMEM59L																																				
GO_GOLGI_ORGANIZATION		ATP8B2 ZFP69B																																																																							
GO_GOLGI_VESICLE_TRANSPORT																																																																									PRKD1 RAB26
GO_GPI_LINKED_EPHRIN_RECEPTOR_ACTIVITY															EPHA4 EPHA8																																	EPHA4 EPHA8																									
GO_GRANULOCYTE_CHEMOTAXIS	DPEP1 VAV3																															DPEP1 JAM3 MDK SCG2								CSF1R MDK SCG2 VAV3																																	
GO_GRANULOCYTE_DIFFERENTIATION																																																											CBFA2T3 GATA2														
GO_GRANULOCYTE_MIGRATION	DPEP1 VAV3																															DPEP1 JAM3 MDK SCG2																																									
GO_GROWTH		BASP1 COLQ CSH2 FGF9 NKD1 PTCH1 RNF157									CSH1 CSH2 IGFBPL1 ITGA4 RGS4			AGT ARX CSH2 FHL1 GHRL ITGA4 RNF157 SPTBN4		ARX BASP1 CDK5R1 DLL1 GAP43 GHRL GNG4 MAP2 NDRG4 NKD1 PROX1 RASAL1 ROS1 SPP1 SPTBN4		BASP1 CSH1 DRD2 FGF9 GAP43 LGR6 PTCH1 RNF157														AGT ARX BASP1 BCL2 COLQ FGF9 FHL1 GAP43 LGR6 LMX1A MAP2 MDK NDRG4 PAPPA2 RASAL1 RGS4 SFRP1 SPTBN4 UNC79											ARX BST2 CSH2 FHL1 ITGA4 UNC13A	AGT BASP1 BCL2 COLQ GAP43 GNG4 ISLR2 ITGA4 LGR6 MAP1B MDK NKD1 PAPPA2 PROX1 RASAL1 RNF157 ROS1 SLC12A5 SPTBN4 TP73 UNC13A									BASP1 CDK5R1 DLL1 GHRL GNG4 IGFBPL1 LMX1A MAP1B MAP2 NDRG4 NKD1 PTCH1 RASAL1 RNF157 ROS1 SFRP1 SLC12A5 SPTBN4 TP73		ARX BST2 CSH2 FHL1 ITGA4 SYT4 UNC13A											COLQ FHL1 LGR6 PTCH1 SPP1			BCL2 CDK5R1 DLL1 GAP43 MDK SFRP1 SLC12A5 UNC79			BST2 IGFBPL1	
GO_GROWTH_FACTOR_ACTIVITY		CSH2 FGF9 VGF									CSH1 CSH2			AGT CSH2								AGT GDF1								FGF14 FGF9 GDF11		AGT FGF14 FGF17 FGF9 MDK						AGT GDF11 MDK VGF					CSH2 GDF1											CSH1 CSH2					AGT FGF14 FGF9 GDF1 GDF11 MDK VGF		GDF1 GDF11												
GO_GROWTH_HORMONE_RECEPTOR_BINDING											CSH1 CSH2								CSH1 CSH2																																			CSH1 CSH2																			
GO_GROWTH_HORMONE_SECRETION																																								DRD2 GHRL																																	
GO_GTPASE_ACTIVITY	DIRAS1 RAB39B	MX1 RGS5 RRAGD		GCH1 MX2 RAB39B RGS5 RGS9 RRAGD		RAB39B TUBB4A									GNAO1 GNG2 GNG4 RAB39B RAB3C RASD1 RGS17 RGS4 RGS5 TUBA1A	GNAO1 GNG2 GNG4 MX1 RASD1 RGS17 RGS9 RRAGD TUBA1A																DIRAS1 GCH1 GNG2 MX1 MX2 RAB3C RGS17 RGS4 RGS5 TUBA1A TUBB2B	MX1 MX2 RAB26 RAB3C RGS5 RGS9 TUBA1A TUBB2B		GNG2 GNG4 MX1 MX2 RAB3C RASD1 RGS17 RGS5 RRAGD	GCH1 GNAO1 GNG2 GNG4 MX2 RAB39B RAB3C RASD1 RGS17 RRAGD								GNAO1 GNG4 MX1 MX2 RAB39B RASD1 RGS9		MX2 RAB26 RGS17 TUBA1A TUBB4A	GCH1 GNAO1 GNG2 MX1 RAB3C RASD1 RGS17 RGS9						GCH1 GNG2 GNG4 MX2 RAB26 RAB39B RAB3C RGS17 RGS5 RGS9 RRAGD TUBA1A TUBB4A				GCH1 GNAO1 GNG4 MX1 RGS17 RGS9 RRAGD	GCH1 MX1 MX2 RGS17 RGS5 RGS9 RRAGD	GCH1 GNAO1 GNG2 GNG4 MX2 RGS17 RGS5 RRAGD			GNAO1 GNG4 MX1 MX2 RGS17 RGS5 RGS9 TUBA1A TUBB4A	GNG4 RAB26 RAB3C TUBB4A								GNG4 MX1 RAB26 RGS17 RGS9 RRAGD		
GO_GTPASE_BINDING				CCDC88A DENND2A DOCK4 PAK3 PSD RRAGD SGSM1 SH2D3C										DENND2A DOCK8 SGSM1 SH2D3C																												DENND2A MCF2L SGSM1 SH2D3C VAV3																											DENND2A DOCK4 DOCK8 MCF2L PTPRN SGSM1 STXBP5L				
GO_GTPASE_REGULATOR_ACTIVITY	DOCK4 VAV3			CCDC88A DOCK4 RASAL1 RGS5 RGS9 SGSM1									CCDC88A RGS5 RGS9 VAV3	ARHGAP9 SGSM1 STARD8	ARHGAP9 CCDC88A RGS17 RGS4 RGS5 RUNDC3A STARD8 STXBP5L VAV3		CCDC88A RASAL1 RGS17 RGS4 RGS5 SGSM1 STXBP5L									RAP1GAP2 RASAL1		CCDC88A RAP1GAP2 RASAL1 RGS17 STXBP5L														ARHGAP9 RAP1GAP2 RASAL1 RGS9 SGSM1 VAV3											CCDC88A RAP1GAP2 RASAL1 RGS17 RGS5 RGS9 STXBP5L VAV3			RASAL1 RGS17 RGS5 RUNDC3A SGSM1 STXBP5L	ARHGAP9 RAP1GAP2 RASAL1 RGS17 RGS9 SGSM1 STARD8					CCDC88A RAP1GAP2 RGS17 RGS5 RGS9 RUNDC3A STXBP5L					ARHGAP9 RGS9 SGSM1 STARD8		ARHGAP9 DOCK4 RGS9 SGSM1 STXBP5L		RGS17 RGS9 RUNDC3A STXBP5L		RAP1GAP2 RASAL1
GO_GTP_DEPENDENT_PROTEIN_BINDING																																GCH1 RAB3C				GCH1 RAB3C											GCH1 RAB3C	GCH1 RAB3C					GCH1 RAB3C																				
GO_GUANOSINE_CONTAINING_COMPOUND_METABOLIC_PROCESS																			AMPD3 DLG2	AMPD3 DLG2																				AMPD3 DLG2																AMPD3 DLG2			AMPD3 DLG2														
GO_GUANYL_NUCLEOTIDE_BINDING						RAB39B TUBB4A								CNGA3 CNGA4 DIRAS1 TUBB4A																CNGA4 DIRAS1 MX2 RAB3C		CNGA4 DIRAS1 GCH1 MX1 MX2 RAB3C TUBA1A TUBB2B				CNGA3 CNGA4 GCH1 GNAO1 IFI44L MX2 PDE2A RAB39B RAB3C RASD1 RRAGD																	CNGA3 CNGA4 GCH1 MX2 PDE2A RAB26 RAB39B RAB3C RRAGD TUBA1A TUBB4A																				
GO_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY	DOCK4 VAV3			CCDC88A DENND2A DOCK4 PSD SH2D3C										DENND2A DOCK8 SH2D3C														CCDC88A DOCK8 RAPGEF4 SH2D3C					ARHGEF25 DENND2A DOCK8 PSD RAPGEF4 SH2D3C							CCDC88A DENND2A DOCK4 DOCK8 MCF2L PSD SH2D3C VAV3		DENND2A MCF2L SH2D3C VAV3		ARHGEF25 DENND2A DOCK8 MCF2L PSD RAPGEF4		ARHGEF25 DENND2A RAPGEF4							CCDC88A DENND2A MCF2L PSD RAPGEF4 SH2D3C VAV3										DOCK8 MCF2L PSD			ARHGEF25 SH2D3C			DENND2A DOCK4 DOCK8 MCF2L				
GO_G_PROTEIN_ALPHA_SUBUNIT_BINDING															CCDC88A RGS4		CCDC88A RGS4																							CCDC88A RGS4																																	
GO_G_PROTEIN_BETA_GAMMA_SUBUNIT_COMPLEX			GNG2 GNG4												GNG2 GNG4	GNG2 GNG4																			GNG2 GNG4	GNG2 GNG4																	GNG2 GNG4						GNG2 GNG4														
GO_G_PROTEIN_BETA_SUBUNIT_BINDING			GNG2 GNG4												GNG2 GNG4	GNG2 GNG4																			GNG2 GNG4	GNG2 GNG4																	GNG2 GNG4						GNG2 GNG4														
