	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CBX2	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	LTF	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF117	ZNF382	ZNF492	ZNF514	ZNF519	ZNF788	ZNF846	ZNF853	ZNF883
GO_EMBRYONIC_ORGAN_DEVELOPMENT	1	1	1	1	0.04457982789978043	1	1	1	1	1	1	1	0.031313809489228794	1	1	1	0.035921978141483235	1	1	1	1	1	1	1	1	0.006330600365423211	1	1	1	1	1	0.0762322805534098	1	1	1	1	1	1	1	0.04107035837562922	1	1	1	1	1	1	1	1	1	1	1	0.010787738348708276	1	1	1	1	1	0.01423647225098712	1	0.046907518052913155	1	1	0.01689677074300744	1	1	1	1	1	1	1	1	1	1
GO_EMBRYONIC_ORGAN_MORPHOGENESIS	1	1	1	0.0722741843776441	0.029532135672304616	1	1	1	1	1	1	1	1	0.06519910522285766	1	1	0.013640635576857907	1	1	1	1	1	1	1	1	0.01350128821032226	1	1	1	1	1	0.023555181207646658	1	1	1	0.057901971405461605	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09917722969544818	1	1	1	1	0.030460714615837547	0.04499276372496874	1	1	1	0.0790278316980062	1	1	1	0.08788650291781297	1	1	1	1	1	1
GO_EMBRYONIC_PATTERN_SPECIFICATION	1	0.017053971597721373	1	1	0.06064959913489143	1	1	1	1	1	1	1	1	1	1	1	1	0.036629041340844104	0.07472316808993784	0.02508621081465734	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06749926803006412	1	1	1	1	1	1	1	1	1	1	1	1	0.012983820146135638	1	1	1	1	0.031875763670120794	1	1	1	0.04097247044713037	1	1	1	1	1	1	1	1	1	1	1
GO_EMBRYONIC_PLACENTA_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	0.01145117299226972	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05759287852939221	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.023669604127285804	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09269083845460391	1	1	1	1	1	1	1	0.031183920331021686	1	1	1	1	1	1	1	1	1
GO_EMBRYONIC_SKELETAL_SYSTEM_MORPHOGENESIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04772956773608017	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01809250355388814	1	1	1	1	1	1	1	1	1
GO_EMBRYO_DEVELOPMENT	1	0.002987188230363369	0.07993994702694462	1	0.007695068494642299	1	1	1	1	1	1	1	1	1	1	1	0.0014792862741577206	0.016007341905414196	1	0.09890313671609352	1	1	1	1	1	0.09811007773633817	1	1	1	1	1	0.06508888111265487	1	1	1	0.09867496947293775	1	1	1	0.0011229122790894497	1	1	1	1	0.014514482048419985	1	1	1	1	1	1	0.022150570282738036	0.03754557399239522	1	1	1	1	0.009163652506304576	1	1	1	1	0.06250213958037709	1	1	0.0814001540783178	1	1	1	1	1	1	1
GO_EMBRYO_DEVELOPMENT_ENDING_IN_BIRTH_OR_EGG_HATCHING	1	0.011230992180886856	1	1	0.08516014478708955	1	1	1	1	1	1	1	1	1	1	1	0.009859922447935765	1	1	1	1	1	1	1	1	0.09633496606762681	1	1	1	0.05449588512083481	1	1	1	1	1	1	1	1	1	0.03386287957208778	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01449253191905675	1	1	1	1	1	1	1	0.08284399027944511	1	1	1	1	0.08203419348430419	1	1
GO_EMBRYO_IMPLANTATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.045589490407004996	1	1	1	0.04267504248330445	1	1	1	1	1	0.03259403758273949	1	1	1	1	1	1	0.03946429756740044	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ENDOCARDIAL_CUSHION_DEVELOPMENT	1	1	1	1	0.02723905640538271	1	1	1	1	1	1	1	1	1	0.0037652382413190244	0.08206988024714623	0.05432792504625916	1	1	0.061672549419134026	1	1	1	1	1	1	1	0.02033153887920014	1	1	1	0.09402522087827536	1	1	1	1	1	1	1	0.003036745344465852	1	1	1	1	0.038041176088584705	1	0.051367442704361554	0.05552887194881195	1	1	0.019528271343106196	1	1	1	1	1	1	1	1	1	1	0.08623201357169374	1	1	1	1	1	1	1	1	1	1	1
GO_ENDOCARDIAL_CUSHION_FORMATION	1	1	1	1	0.00820580470634591	1	1	1	1	1	1	1	1	1	0.004609781738971863	1	0.01696358575455692	1	1	1	1	1	1	1	1	1	1	0.006055807736741192	1	1	1	1	1	1	0.03833907111714718	1	1	1	1	0.0038962689472694656	1	1	1	1	0.01163922147481622	1	0.0159832839922891	0.017362785190072727	1	1	0.005808289536841538	1	1	1	1	1	1	1	1	1	1	0.027855605836373365	1	1	1	1	1	1	1	1	1	1	1
GO_ENDOCARDIAL_CUSHION_MORPHOGENESIS	1	1	1	1	0.016984799334518574	1	1	1	1	1	1	1	1	1	0.0014783676005731827	0.05278668581451651	0.034455100468902655	1	1	0.03926779435762251	1	1	1	1	1	1	1	0.012609670951269303	1	1	1	0.0608100880107596	1	1	0.07538523645692674	1	1	1	1	0.0011846223182235827	1	1	1	1	0.02389533845873859	1	0.03252385756219678	0.03523996239394911	1	1	0.012103322625443669	1	1	1	1	1	1	1	1	1	1	0.05557180734353562	1	1	1	1	1	1	1	1	1	1	1
GO_ENDOCRINE_HORMONE_SECRETION	1	1	1	1	1	1	1	1	1	1	1	1	1	0.009113893048741106	1	1	1	1	1	0.06657219534701042	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.041173886578764085	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ENDOCRINE_PANCREAS_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	0.0026871595033267637	1	1	1	1	0.08206988024714623	1	1	1	1	1	1	1	1	1	1	1	1	0.002223717747107945	1	1	1	0.08623201357169374	1	1	1	1	0.00028223209072386624	1	0.022249224988504235	1	0.017202032442454884	1	1	1	0.02033153887920014	1	0.05552887194881195	1	1	1	1	2.389777842826124e-05	1	1	1	1	0.07261874110461863	0.08414287697865785	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ENDOCRINE_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02734754761802871	0.0318093014762445	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.019328821333579715	1	1	0.026294559906593462	1	1	1	1	0.0026556155112847923	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ENDOCRINE_SYSTEM_DEVELOPMENT	1	1	0.006695773087229573	1	1	1	1	1	1	1	0.019319059053689913	1	1	0.05617254374282388	1	0.04393923241409414	1	1	1	1	1	1	1	1	1	1	1	1	0.000951000658871437	0.014720845381614778	1	0.05587818698412028	0.0479709749150653	1	1	1	0.04024494195516204	0.0019361084200728573	1	0.006769670778227543	1	1	1	1	1	1	1	1	1	1	1	1	0.005830787869326781	1	0.04637987909793173	1	1	1	0.011299413739737418	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ENDOCYTIC_VESICLE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08493045743840766	1	1	1	1	1	1	1
GO_ENDOCYTIC_VESICLE_LUMEN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02893431612240971	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ENDOCYTIC_VESICLE_MEMBRANE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.026779468862865863	1	1	1	1	1	1	1
GO_ENDOCYTOSIS	1	1	1	1	1	1	1	0.05360977283817925	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08430233861187553	1	1	0.08396389365376788	1	1	0.053709058196340975	0.04355721023049597	1	1	1	1	1	1	1	0.05892824403032759	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.062409114354670225	1	1	1	0.08430233861187553	1	1	1	1	1	1	1
GO_ENDODERMAL_CELL_DIFFERENTIATION	1	1	0.07003091442026033	0.023780840126372715	0.0283728233425522	1	1	1	1	1	1	1	1	1	1	1	0.0564940185201257	1	0.03534402707738149	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.025259121466311485	1	1	1	1	1	1	1	0.08808587400819046	0.03959563064009919	1	1	0.05773907527851663	1	1	1	1	0.02172184632440799	1	1	1	1	1	1	1	1	0.08952806662488333	1	1	1	1	1	1	1	1	1	1	1
GO_ENDODERM_DEVELOPMENT	1	1	1	0.06345663764272069	0.07489338420743819	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0918985645828585	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09514799190207457	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08329264845872242	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ENDODERM_FORMATION	1	1	0.09518516967771373	0.03311261630874163	0.039388517074472884	1	1	1	1	1	1	1	1	1	1	1	0.07725578571133418	1	0.04886226192654464	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03992707562027986	1	1	1	1	1	1	1	1	0.05461044616092536	1	1	0.07891235046034062	1	1	1	1	0.03450620254364911	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ENDOMEMBRANE_SYSTEM_ORGANIZATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07875581645804774	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ENDOPEPTIDASE_ACTIVITY	1	1	0.023894453506385083	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09096150420790416	1	1	1	1	1	1	1	0.020467747208756215	1	0.03340524522799715	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ENDOPEPTIDASE_REGULATOR_ACTIVITY	0.030885777020118077	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06983000224829006	1	1	0.05645355607757285	0.00378856243102077	0.07830175214559398	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05904982058610253	1	0.07830175214559398	1	1	1	1	1	1	0.029599030234373824	1	1	1	0.02498766180735712	0.09612769133405996	1	1	1	1	1	1	1	1	0.06168663122804441	0.0009477870953183976	1	1	1	1	1	1	1	1
GO_ENDOPLASMIC_RETICULUM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.016579988547603453	1	1	1	0.009119408240375382	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04398425308336673	1	1	1	1	1	1	0.00565236982339401	1	1	1	1	1	1	1	1	1	0.0921907619050415	1	1	1	1	0.09928942389463935	0.04555635948350556	0.07985322459754007	1	1	1	1	1	1	1	1	1
GO_ENDOPLASMIC_RETICULUM_CALCIUM_ION_HOMEOSTASIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01941857696843241	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02736741759320982	0.01163922147481622	1	1	1	1	1	1	1	1	1	1	1	1	0.023136477636313102	1	1	1	0.027855605836373365	1	1	1	1	1	1	1	1	1	1	1
GO_ENDOPLASMIC_RETICULUM_GOLGI_INTERMEDIATE_COMPARTMENT_MEMBRANE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05189856623083999	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ENDOPLASMIC_RETICULUM_LUMEN	1	1	1	1	0.09898307332293488	1	1	1	0.010456389122102894	1	1	1	1	1	1	1	0.014805966809726012	1	1	0.05891774812734962	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.008623894221757133	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08209062661687216	1	1	0.08216373981654224	1	1	1	1	0.030332034238680694	1	1
GO_ENDOSOME	1	0.05856726295607628	0.02270580558887414	1	1	1	1	1	0.08799225089261542	1	1	1	1	1	1	1	1	1	0.04993414617934355	1	1	1	1	1	1	1	1	1	0.016346809401555418	1	0.09898227520854086	1	1	1	1	0.01596208112957409	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05576237008844609	0.017857383632456703	0.016527674480772303	0.004266397606492611	0.03536812281883406	1	1	1	1	1	1	1	1	1	1	1	0.06293395150106529	1	1	1	1	1	0.04538413966490207	1
GO_ENDOSOME_LUMEN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02525717184747789	1	0.011311275880429239	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ENDOSOME_MEMBRANE	1	1	1	1	1	1	1	1	0.026423018642077745	1	1	0.0499115287384051	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.061880434734976175	1	1	1	1	1	0.03810496433079247	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09419137029764202	1	1	1	1	1	1	1	0.056622461854585304	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS	1	1	1	1	1	1	1	0.0006607099083382195	1	1	1	1	1	0.018434997467175362	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.006768075551402575	1	1	1	1	0.06711907839212716	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.015049337331944912	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ENDOTHELIAL_CELL_FATE_COMMITMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0022601365705091636	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.001964622029165475	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ENDOTHELIAL_CELL_MIGRATION	1	1	1	1	1	1	1	0.01104495845971798	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07271737024255875	1	1	1	1	1	1	1	1	0.05227716517166603	1	0.090590873366302	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.088647171485152	1	0.09484837145795644	1	1	1	1	1	1	1	1	1	1	1	0.038269839294519326
GO_ENDOTHELIAL_CELL_PROLIFERATION	1	1	0.011674642472428776	1	1	1	1	0.005485712619667571	1	1	0.045419338185381575	1	0.020708481107274967	0.023083778332723015	0.0652538951172118	1	0.02595699648961891	1	1	1	1	1	1	1	1	1	1	1	0.03817573779559047	1	0.05050593371578738	0.07943303233715471	0.02205645954961366	1	1	0.006398873151142959	1	0.00290808441917223	1	0.00036218982249236475	1	1	0.08475759208778455	0.02116035908659286	1	1	1	0.08878638556923135	1	1	1	1	1	1	1	1	1	0.0141848163423558	0.06383828122022306	1	0.05050593371578738	1	1	1	1	1	1	1	1	1	1	1	0.019576195392375095
GO_ENDOTHELIUM_DEVELOPMENT	1	1	1	0.03321863790240309	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.027787684179148675	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ENERGY_HOMEOSTASIS	1	1	1	0.01418345787424058	0.001036091930240679	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03926779435762251	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02525717184747789	1	0.07958707294462664	1	1	1	1	1	1	1	0.03523996239394911	1	1	1	1	0.07538523645692674	1	1	1	0.054637666378088534	0.00489236117783276	1	1	1	0.05557180734353562	0.006016898549908389	1	1	1	1	1	0.010171024366451897	1	1	1	1
GO_ENSHEATHMENT_OF_NEURONS	1	1	0.010336811995124595	1	1	1	1	1	1	1	1	1	1	1	0.048583544301190607	1	1	1	0.012479278791382331	1	1	1	1	1	1	1	1	1	1	1	1	0.07612529406863622	0.018182491618921937	1	1	1	1	1	1	1	1	0.024320149086856535	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06392495588277958	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ENTEROENDOCRINE_CELL_DIFFERENTIATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.059734053253499786	0.03517881734902717	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03708628495047295	1	0.05077321979241278	1	1	0.0009890266940855152	1	0.006063316050867074	1	0.006897271165624885	1	1	1	0.008189650832949313	1	0.023262399511214338	1	1	1	1	2.7148919188313414e-05	1	1	1	1	0.03088577702170492	0.036127575116206456	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ENTRY_INTO_HOST	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.049948799392409704	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ENZYME_ACTIVATOR_ACTIVITY	1	1	1	0.019657085146227105	1	1	1	1	1	1	1	1	1	0.0772063565235308	1	0.05378470005684666	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.030167718355718742	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.027276433889140028	1	1	1	1
GO_ENZYME_INHIBITOR_ACTIVITY	1	1	1	1	1	0.026319091504917402	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.003488104790960622	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08678021730103902	1	1	1	1	1	1	1	1	1	1	0.0037456972005575073	1	1	1	1	1	1	1	1
GO_ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY	1	1	1	0.024753763206041057	0.008793581263016215	1	1	1	1	1	1	1	0.02642201008286893	1	0.0016874581324503035	1	1	0.09446491636644738	0.08979359307849033	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04279872395142914	1	0.09147433104126679	1	1	1	1	1	1	1	0.010412981508991503	1	1	1	0.09916450981761149	1	1	1	1	1	0.06989363365628765	1	1	0.012463436310876874	0.015005979737238162	1	1	1	1	1	1	1	1	1	1	1
GO_ENZYME_REGULATOR_ACTIVITY	0.06496171619951552	1	1	0.047946740688477374	1	1	1	1	1	1	1	1	1	1	1	0.09679008640318143	1	1	1	1	1	0.09207846061590574	1	1	1	0.0014855888685284535	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09978264848625273	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0015208211882733469	1	1	1	1	1	1	1	1
GO_EPHRIN_RECEPTOR_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	0.004385921054961162	1	0.00013082828008137426	1	1	1	1	1	1	1	1	1	1	1	1	0.003811819360695634	1	1	1	1	0.01788198039689126	1	1	0.027604015414832817	1	1	1	0.0019595972777312065	1	1	1	0.017562678005687227	1	1	1	0.000520706210805244	1	1	1	1	0.024777485707151548	1	1	0.010544976621020163	0.0010563197335464736	1	1	1	0.0005371638065360118	0.01788198039689126	1	1	1	1	1	1	1	1	1	1	1
GO_EPHRIN_RECEPTOR_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	0.00876093896362351	1	0.006456438744213422	0.03289092808940164	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05275605078729728	1	1	1	0.0054670857112426585	1	1	1	0.034080274427114254	1	1	1	1	1	1	1	1	0.005009348526573865	1	1	0.0207344001921973	0.034080274427114254	1	1	1	0.001092592631749656	0.03468126233813196	1	1	1	1	1	1	1	1	0.010141350482262057	1	1
GO_EPHRIN_RECEPTOR_SIGNALING_PATHWAY	1	1	0.049327250302456216	0.07505107410932199	0.08834962945273261	1	1	1	1	1	1	1	0.010768377459978495	1	0.0015065966342828752	1	1	1	1	1	1	1	1	1	1	1	1	0.06741493637782958	1	1	0.010878027246866151	1	0.06953270995405048	1	1	0.032005224199546434	0.02064313349235336	1	1	0.00016663609960865244	1	1	1	0.0679812432363539	1	1	1	0.006366973952431354	1	1	1	1	0.005495643810290329	1	1	1	0.0679812432363539	1	1	1	0.010878027246866151	0.06953270995405048	1	1	1	1	1	1	1	1	0.08698960488308227	1	1
GO_EPIDERMAL_GROWTH_FACTOR_RECEPTOR_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	0.013673955603076493	1	0.08392560165745011	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0756855988066154	1	1	1	1	1	1	1	1	1	1	1	1	0.07167118631137748	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_EPITHELIAL_CELL_APOPTOTIC_PROCESS	1	1	1	1	1	1	1	0.001938409447413747	1	1	1	1	1	0.0499478855877975	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01907455213982867	1	1	1	1	0.0780540868535049	1	0.05000077416570137	1	0.0723155985513112	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.041175485770199916	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_EPITHELIAL_CELL_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07151156647184953	1	1	1	1	1	1	1	0.09362970312252283	1	0.039926543228425704	1	1	1	1	0.06863467868640183	1	1	1	1	0.06810152613865528	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_EPITHELIAL_CELL_DIFFERENTIATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.082662592688593	1	1
GO_EPITHELIAL_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.007085798357379103	1	1	0.06657219534701042	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.026714301376553284	1	1	1	1	1	1	1	0.014173126951949944	0.041173886578764085	1	0.05550990194872352	0.059979478452309776	1	1	1	1	0.02298597297942373	1	1	0.006846522190863347	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.029032864481085108	1	1
GO_EPITHELIAL_CELL_FATE_COMMITMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0004838290909819909	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.004885488251783254	1	0.016704917554719145	1	1	1	1	1	0.0023704630391916393	1	1	1	1	1	1	0.0008738847332743216	1	1	1	1	0.009326830357115345	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_EPITHELIAL_CELL_PROLIFERATION	1	1	0.0012807274550608039	1	1	1	1	0.02634019360026718	1	1	0.04179686116562431	1	1	0.012406677206658667	0.005581061744149296	1	0.0015167362384657102	0.01344414945455119	1	0.05215039473913596	1	1	1	1	1	1	1	1	1	1	0.04846290760986793	0.006238135430328806	0.011116947823396672	1	0.07189793641127273	0.010238104928651404	1	0.041783153273400764	1	4.221124341541316e-05	1	1	0.09809665126652278	1	0.03647502432724081	1	1	0.015102957791639504	1	1	1	0.010917791322662462	1	1	1	1	0.057774190516652224	0.01464114419402407	0.02490972928869828	0.047282771162028725	0.04846290760986793	0.027154447097561762	1	1	1	1	1	1	0.04784402688979994	1	1	1	0.08630504681407847
GO_EPITHELIAL_CILIUM_MOVEMENT_INVOLVED_IN_DETERMINATION_OF_LEFT_RIGHT_ASYMMETRY	1	0.00043245545564651877	1	1	1	1	1	1	1	1	1	1	0.0014497276636109557	1	1	0.0057565859312637135	0.003629095062438026	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.006722880549355992	0.00019718730956197472	1	1	0.00954205343290071	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0003293115708834504	1	1	1	0.005977666420837191	0.00014673665734055152	1	1	1	0.00019718730956197472	1	1	1	1	1	1	1	1	1	1	1
GO_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	1	1	0.056172083923600846	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.055143130073122326	1	1
GO_EPITHELIAL_TUBE_MORPHOGENESIS	1	0.06851156426351768	0.09431562667933135	1	1	1	1	1	1	1	1	1	1	0.08084244270509622	1	1	1	1	1	0.07834790924720658	1	1	1	1	1	1	1	1	1	1	1	0.08744719603623785	0.07096985330568306	1	1	0.08756833011788023	1	1	1	1	1	1	1	0.02763598098660669	0.07750506358881504	1	1	1	1	1	1	1	0.029253855111696203	1	1	1	0.02763598098660669	0.01714710502379002	1	1	1	0.029025964298162066	1	1	1	1	1	1	0.056625435806070046	1	0.039904023286018386	1	1
