	ARNT2	ARX	ASCL1	ASCL2	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HES4	HIC1	HLF	HMBOX1	INSM1	ISL1	LMX1A	LMX1B	LTF	MAFA	MAFB	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	RFX6	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF883
GO_INHIBITORY_POSTSYNAPTIC_POTENTIAL	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0038618014730001926	1	1	1	1	1	1	1
GO_INHIBITORY_SYNAPSE	1	0.001385231014382815	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_INNATE_IMMUNE_RESPONSE	1	1	1	1	1	1	1	1	1	1	1	0.07265711650869433	1	1	0.00032319586407425493	0.03469092021170239	0.023571446217329317	1	1	1	0.02596430789793447	1	1	1	1	1	1	1	0.05308046904158803	1	1	1	1	1	1	0.08955695865654378	1	1	1	1	1	1	1	1	1	0.07265711650869433	0.0191586087454938	1	1	1
GO_INNATE_IMMUNE_RESPONSE_ACTIVATING_SIGNAL_TRANSDUCTION	1	1	1	1	1	1	1	1	0.07503427354395331	1	1	1	1	1	1	0.03383354472236377	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_INNERVATION	1	1	1	1	1	1	1	0.014375674548968709	0.004569811696486736	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.027422896907834615	1	1	1	1	1	1	1	1	1	1	1
GO_INNER_EAR_MORPHOGENESIS	1	1	1	1	0.07586967309430226	1	0.027193177801605017	1	1	1	1	1	1	1	1	0.027193177801605017	1	1	1	1	1	0.04345325262468991	1	1	1	1	1	1	1	0.023121365775164104	0.05958124492556949	1	1	1	1	1	1	1	1	0.027193177801605017	1	1	1	1	1	1	1	1	1	1
GO_INORGANIC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	1	0.00394265381428438	1	0.00026216376151055876	0.0008931868290125156	1	0.0018131592810919361	0.004950718045571012	0.054875907829732284	1	1	1	1	1	1	1	1	1	1	0.0436590029478382	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07279771046620853	0.02433033251725436	1	1	0.01405015003350063	1	1	1	0.018935629639889595	1	0.0005858099531168559	1
GO_INORGANIC_ION_TRANSMEMBRANE_TRANSPORT	1	0.00707932686620838	1	0.0006948252749344741	0.004799587272759975	1	0.00025160273992985704	0.00041448398611132475	0.05165587665452254	1	1	1	1	1	1	1	1	1	1	0.07613572279453429	1	1	1	0.04481798855955066	1	1	1	1	1	0.0032715799687383917	1	1	1	1	1	1	0.0007914340497670036	1	5.6125406493801044e-05	0.02007401753188398	1	1	1	1	0.004297904222063442	1	1	1	0.006983185956765281	0.05908309506651843
GO_INOSITOL_PHOSPHATE_BIOSYNTHETIC_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.009224907892843692	1	1	1	1	1	1	1
GO_INOSITOL_PHOSPHATE_METABOLIC_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05387253067666353	1	1	1	1	1	1	1
GO_INSULIN_METABOLIC_PROCESS	1	1	1	1	1	1	1	0.0010139200001382243	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0005501431509745691	1	1	1	1	1	1	1
GO_INSULIN_SECRETION	1	0.0006565465084670263	1	1	4.336199473964353e-05	1	1	0.0007986121332148599	1	0.03319124755307268	0.00618580038627381	1	1	0.007839976554614547	1	1	1	0.010415117220435754	0.0031997973442744465	0.006121349388201303	1	0.0312406203404596	1	1	1	1	0.0405823899003489	1	0.014819108429157901	1	1	0.011865217106627357	1	1	1	1	0.028311698366813354	1	1.5708785628953947e-06	1	0.0024606255045614978	1	1.5177089625728613e-05	1	1	1	1	1	0.05198132136875322	1
GO_INSULIN_SECRETION_INVOLVED_IN_CELLULAR_RESPONSE_TO_GLUCOSE_STIMULUS	1	1	1	1	0.0029681039363248507	1	1	0.07709251337689693	1	0.0034537371828918806	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00036218945419885795	1	1	1	1	1	1	1
GO_INTEGRAL_COMPONENT_OF_SYNAPTIC_VESICLE_MEMBRANE	1	1	1	1	1	1	1	0.001751662203919091	1	1	1	1	1	1	1	1	1	1	1	0.006035662260740704	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.004638758018889133	1	1	1	1	1	1	1	1	1	1	1
GO_INTEGRIN_MEDIATED_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02419013915882129	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_INTERACTION_WITH_SYMBIONT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02249571869940492	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_INTERCALATED_DISC	0.003235681218746289	0.012092878556094533	1	1	1	1	1	0.0004581463263575447	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.001021994691950301	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.014272386861552855	1	1	1	1	1	1	1	1	1	0.017266683408881933	1
GO_INTERLEUKIN_12_PRODUCTION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.035351936221791336	1	1	1	1	1	1	1
GO_INTERLEUKIN_6_PRODUCTION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.027685933634052806	1	1	1	1	1	1	1	1	1	1	1	0.058645131742572465	1	1	1	1	1	1	1
GO_INTERMEDIATE_FILAMENT_BASED_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09167387698367868	1	1	1	1	1	1	1	1	1	1	1
GO_INTERMEDIATE_FILAMENT_CYTOSKELETON	1	1	1	1	1	1	1	1	1	0.044712893315059565	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_INTRACELLULAR_CAMP_ACTIVATED_CATION_CHANNEL_ACTIVITY	1	1	1	1	1	1	1	0.0017221215814411384	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000216168110783177	1	1	1	1	1	1	1	1	1	1
GO_INTRACELLULAR_CGMP_ACTIVATED_CATION_CHANNEL_ACTIVITY	1	1	1	1	1	1	1	0.0010139200001382243	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_INTRACELLULAR_LIGAND_GATED_ION_CHANNEL_ACTIVITY	1	1	1	1	1	1	1	0.017713389300065496	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3.889919358879279e-05	1	1	1	1	1	1	1	1	0.03359992397571443	0.0023616800644650215	1	1	1	1	1	1	1	1	0.0058136461505448045	1
GO_INTRACELLULAR_TRANSPORT	1	1	1	1	0.08423997211001699	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09237007096985772	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00910469730271668	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_INTRINSIC_COMPONENT_OF_ORGANELLE_MEMBRANE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.011678666620673628	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.008337494330166395	1	1	1	1	1	1	1	1	1
GO_INTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE	1	0.0034821157350409804	0.00021506204924381933	0.00020087032931270787	0.039477117602544354	1	0.062271096639961554	2.4843951843211975e-05	0.0002848359353313512	1	0.009074131181666556	1	1	1	1	0.009169267333041575	1	1	0.008289126709998151	0.013631612155852513	1	1	1	0.018433306317158782	1	1	1	1	1	0.004827783724311696	0.031450947819214314	0.03543420492744287	0.028718053991241943	1	1	1	0.002134158264991859	1	1.6920175721080177e-05	1	1	1	0.016313847500438072	0.05986155967799223	1	0.040026440091804005	0.07832537903099845	0.0037524536271685838	0.037746803680589136	1
GO_INTRINSIC_COMPONENT_OF_POSTSYNAPTIC_DENSITY_MEMBRANE	1	1	1	1	0.023710407425066693	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.034396862080616764	1	0.0020452876041748835	1	1	1	1	1	1	1	1	1	0.0012643686584805636	1
GO_INTRINSIC_COMPONENT_OF_POSTSYNAPTIC_MEMBRANE	1	1	1	1	1	1	1	1	0.011997838930723814	1	0.019531278700689714	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.020630360304242923	1	1	1	1	1	0.03030305512074949	1	1	1	1	0.028375030543660862	1	0.007547518806151676	1	1	1	1	1	1	1	1	1	0.012434233379366777	1
GO_INTRINSIC_COMPONENT_OF_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	1	1	1	1	0.045441503405800776	1	1	1	1	1	0.008134266728031525	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06497950600538882	1	0.007333408012951459	1	1	1	1	1	1	1	1	1	0.0034947867832297863	1
GO_INTRINSIC_COMPONENT_OF_PRESYNAPTIC_MEMBRANE	1	1	1	1	1	1	0.018177714056538452	1	0.04151606607035896	1	0.009398163716753394	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04051986854368561	0.01475458235501581	1	1	1	1	1	1	0.0095112429507751	1	1	1	1	0.002388815692459745	1	1	1	0.010495638124842666	1	1
GO_INTRINSIC_COMPONENT_OF_SYNAPTIC_MEMBRANE	1	1	1	1	1	1	0.06426974794745632	1	0.026963666057284064	1	0.003085165870504003	1	1	0.04032677658955108	1	1	1	1	1	1	1	1	1	1	1	0.0364303213647551	1	1	1	1	1	0.0528894145361799	1	1	1	1	0.060862860550303655	1	0.0064393951132657445	1	1	1	1	0.009209527279991692	1	1	1	0.03835944681395109	0.027898940360425506	1
GO_INTRINSIC_COMPONENT_OF_SYNAPTIC_VESICLE_MEMBRANE	1	0.010338922409692364	1	1	0.0182695460443969	1	1	0.004440381627057732	1	1	1	1	1	1	1	1	1	1	1	0.0005582014597685925	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00010166005461698102	1	1	1	0.024755033193945564	1	1	1	1	1	1	1
GO_INWARD_RECTIFIER_POTASSIUM_CHANNEL_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.005752441486919224	1	1	1	1	1	0.0033672454777878835	1
GO_IONOTROPIC_GLUTAMATE_RECEPTOR_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.009945948067671573	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_IONOTROPIC_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0015269386517657857	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ION_CHANNEL_BINDING	1	0.06935446958811797	1	1	1	1	1	0.014305959271344815	1	1	1	1	1	0.026511015696490503	1	1	1	1	1	1	1	1	1	1	1	1	1	0.056385706754250586	1	1	1	1	1	1	1	1	1	1	0.0020954511434112533	1	1	1	1	1	1	1	1	1	0.09565435389180554	1
GO_ION_CHANNEL_REGULATOR_ACTIVITY	1	1	0.02076586358967636	1	0.09700850779032011	1	0.03544749739486086	0.052109222017971635	1	1	1	1	1	0.021865086407095946	1	1	1	1	1	0.0079133790162772	1	0.05622602276331823	1	1	1	1	1	0.046886137737128464	1	1	1	1	1	1	1	1	1	1	0.006809825780267675	1	1	1	1	1	1	1	1	1	0.08021067457192022	1
GO_ION_GATED_CHANNEL_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06555179954170165	1	1	1	1	1	1	1	1	1	1	1
GO_ION_HOMEOSTASIS	1	1	1	0.020659728704209734	1	1	1	0.005665020574619928	1	0.09828560442117362	1	1	1	1	1	1	1	0.0973686008673671	1	1	1	1	1	1	1	1	1	0.009650324671530042	1	0.03903885079332847	1	1	1	1	1	1	1	1	0.01846637229690029	1	1	1	0.02766236796602195	1	0.043244707589781495	1	1	1	0.015894223995326362	0.054050662475919165
GO_ION_TRANSMEMBRANE_TRANSPORT	1	0.004358160183005166	1	0.0005387446241091887	0.0017451571479144556	1	0.0020993099567854223	0.00020167483512611994	0.08339570452787548	1	1	1	1	1	1	1	1	1	1	0.045270805587222296	1	1	1	0.09178110985167498	1	1	1	1	1	0.004463766672709424	0.07844298746542877	1	1	1	1	1	0.004001080939860069	1	3.809905694518445e-05	0.007678537871656621	1	1	0.08101647563698966	1	0.00987011705756824	0.015775221616423418	1	1	0.005886393734058415	0.014144686275772256
GO_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	0.023738057887323194	1	0.0007291995420335429	0.014936040773430914	1	0.0013207151742584688	0.0036009456524339623	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0010006605321906115	1	1	1	1	1	0.0034421590737399033	1	1	1	1	1	1	1	1	0.0012294859375111544	0.02089929073666741	1	1	1	1	1	1	1	0.0791119614010457	0.0570169593238774	0.06006068186814617
GO_ION_TRANSPORT	0.05743212689090693	0.0029160550710475297	1	0.004694917188804659	0.03428799785234404	1	0.007979269133479572	0.0007531844490815676	1	1	0.02625799419876973	1	1	1	1	1	1	1	1	1	1	1	1	0.016987447084504614	1	1	1	1	1	0.013039683541691716	1	1	1	1	1	1	0.004047475008931545	1	0.0006926098152337801	0.022507054269972016	1	1	0.09945210062873444	1	0.003129240185311133	0.013039683541691716	1	0.034981904638144656	0.03298037682306576	0.03814158863710293
GO_ISOPRENOID_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.006305588972595699	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ISOPRENOID_METABOLIC_PROCESS	1	1	1	1	1	1	1	0.08191677495751382	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07840124477532728	1	1	1	1	1	1	0.007002961697360588	1	1	1	1	1	1	1	1	1	1	1	1	1	0.039062297387749245	1	1	1	1	1	1	1
GO_I_BAND	1	0.07678295517820777	1	1	1	1	1	0.07673601863202695	1	1	1	1	1	1	1	1	1	0.03570942136647681	1	1	1	0.010377311834493419	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_JNK_CASCADE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05698368792695385	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08500758152104793	1	1	1	1
GO_KERATINOCYTE_PROLIFERATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.027773486303578232	1	1	1	1	1	1	1
GO_KIDNEY_EPITHELIUM_DEVELOPMENT	1	1	1	1	1	1	1	0.01822159549527147	0.0022886696462018907	1	1	1	1	1	1	1	1	0.0033997176890863123	1	0.08520938062645522	1	0.0765380868481329	3.976921968662506e-05	1	1	0.027358184952156916	1	1	1	0.041677099586653554	0.017342013325261085	1	0.0004070213673097456	1	1	1	1	0.033429148744632764	1	1	1	1	0.03772123738354827	1	1	0.041677099586653554	1	1	0.01860897781660331	1
GO_KIDNEY_MESENCHYME_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0007376882870566703	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_KIDNEY_MORPHOGENESIS	1	1	1	1	1	1	1	1	0.05189856622665667	1	1	1	1	1	1	1	1	0.0010467490666664636	1	1	1	1	1	1	1	1	1	1	1	0.01948897695729479	1	1	1	1	1	1	1	0.015507368830520063	1	1	1	1	0.012916325809713691	1	1	0.01948897695729479	1	1	1	1
GO_KINASE_ACTIVATOR_ACTIVITY	1	1	1	1	0.05880826752707624	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07804839530918262	1	1	1	1	1	1	1
GO_KINASE_ACTIVITY	0.00669631912660551	0.0906739596687639	1	1	1	1	1	1	0.007470205490646142	1	1	0.08485663058892912	0.043424515267424524	1	0.08126875373968023	1	1	1	0.08126875373968023	1	1	0.029864861645189977	1	1	1	1	1	1	1	0.02492395636646838	1	0.07940820566314888	0.03842321324131026	1	1	1	1	0.015411825236527954	1	1	1	1	1	1	1	1	1	1	1	1
GO_KINASE_BINDING	0.00748745961831454	0.003006568037473234	1	0.07198027901254	0.00583466892359763	1	1	0.04042689461744653	1	0.0029646077456056963	1	1	0.045608934901941955	0.05488724392113742	1	1	1	1	1	1	1	1	0.015307781144526356	1	1	1	0.02514092310022298	1	1	1	1	1	1	0.026729023382513595	1	1	1	1	1	0.038367342613682465	1	1	0.04166751042052441	1	0.03639897542669779	1	1	1	1	1
GO_KINASE_INHIBITOR_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.030361585012657955	1
GO_KINASE_REGULATOR_ACTIVITY	1	1	1	1	0.070327014563481	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.041621551234303555	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_KINESIN_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.004332972281912761	1	1	1	1
GO_LAMELLIPODIUM	1	1	1	1	1	1	1	1	1	1	0.048802664044448774	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07099263876531181	1	1	1
GO_LATERAL_PLASMA_MEMBRANE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.011429907736273281	1	1	1	1	1	1	1	1	1	1
GO_LATE_ENDOSOME	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0971049905979291	1
GO_LAYER_FORMATION_IN_CEREBRAL_CORTEX	1	1	1	1	0.0012324319296000974	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_LBD_DOMAIN_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0003015441962800347	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_LEADING_EDGE_MEMBRANE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0069548546249303955	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.031912909484686725	1
GO_LEARNING	1	0.08154884298513143	1	1	0.0038819782064799524	1	0.05061681837890286	0.08323514843784197	1	1	1	1	1	1	1	1	1	0.0036054727691592348	1	1	1	1	1	1	1	1	1	0.008638846701962133	1	1	1	0.004128624031793371	1	1	1	1	1	1	0.00010422440481705486	1	1	1	0.0009539528782283035	1	1	0.0432778988691318	1	1	1	1
GO_LENS_DEVELOPMENT_IN_CAMERA_TYPE_EYE	1	1	1	1	1	1	1	0.02095082040559859	1	1	1	1	1	1	1	1	1	1	1	1	1	0.002424466536616654	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.010495638124842666	1	1
GO_LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03323769695014078	1	1	1	1	1	1	1	1	1	1	1	0.018567506095858333	1
GO_LEUKOCYTE_CHEMOTAXIS	1	1	0.009064257456864455	1	1	1	1	1	0.06120739373703421	1	1	1	1	1	1	0.019777701677634818	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03228984472067875	1	1	1	1	1	1	1
GO_LEUKOCYTE_DIFFERENTIATION	1	1	1	0.031526957963437074	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05575521720121612	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_LEUKOCYTE_MEDIATED_IMMUNITY	1	1	1	0.025870896478897842	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07418920729511824	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_LEUKOCYTE_MIGRATION	1	1	0.01499059185860585	1	1	1	1	1	0.049859277929706014	1	1	1	1	1	1	0.03865657939532319	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_LEUKOCYTE_MIGRATION_INVOLVED_IN_INFLAMMATORY_RESPONSE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0007125862109941261	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.010804932994462946	1	1	1	0.0030493857883167053	1	1	1	1	1	1	1
GO_LEUKOCYTE_PROLIFERATION	0.09484805406402397	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08009841062641332	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_LEUKOTRIENE_METABOLIC_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04737589774577233	1	1	1	0.0007859668018197485	1	1	1	1	1	1	1
GO_LIGAND_GATED_CALCIUM_CHANNEL_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0015983256553266934	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_LIGAND_GATED_CATION_CHANNEL_ACTIVITY	0.01382663079592883	0.04869054762590774	1	0.00857824734487822	0.08230206713868016	1	1	0.007216881390572305	1	1	0.015525612268930566	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.011441662500477179	1	1	0.0019168542407292932	1	1	1	1	1	1	1	1	0.004535176138387276	0.002463060598118072	1	1	0.0024190623038375936	1	1	1	1	1	0.0008769753323725205	1
GO_LIGAND_GATED_ION_CHANNEL_ACTIVITY	0.022232280444266728	0.07584090180977787	1	0.01389476502462994	1	1	1	0.016984174501256444	1	1	0.024912129363038327	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01845520217060992	1	1	0.003915338943089597	1	1	1	1	1	1	1	1	0.012800384175758461	0.005007312573820144	1	1	0.005951135338124303	1	1	1	1	1	0.0022231157112734268	1
GO_LIGASE_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	0.05451595603743864	1	0.03988827534394701	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08311076673301365	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_LIGASE_ACTIVITY_FORMING_CARBON_NITROGEN_BONDS	1	0.010765912365927832	1	1	1	1	1	1	1	1	1	0.005373658400620651	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08266179298381693	1	1	1	1	1	1	1	1	1	1	1
GO_LIMBIC_SYSTEM_DEVELOPMENT	1	1	1	1	0.0013778908206617535	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.008523388419956479	1	1	1	1	1	0.021207306119182645	1	0.0047156146663412946	0.030185233727918814	1	1	0.0025013479133085825	1	1	1	1	1	1	1
GO_LIPID_BINDING	0.03880213403580823	1	1	0.07822922537885235	1	1	1	0.0034811246103481075	0.010654409818786958	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.008140799081461925	1	1	1	1	1	0.059186691984798534	1	1	0.00029971784283844283	1	0.029921170110341566	1	0.019849514690686743	1	1	1	1	0.056094423373101665	0.03370963643815106	1
GO_LIPID_DROPLET	1	1	1	1	0.06353152982051313	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_LIPID_EXPORT_FROM_CELL	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.060148369155435866	1	1	1	0.018284708233410996	1	1	1	1	1	1	1
