	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	CSRNP3	CXXC4	DACH1	DZIP1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HES6	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU2F2	POU5F1	PROX1	RFX6	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF853	ZNF883
GO_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS									APOA4 DHRS2	APOA4 DPEP1																																																								
GO_CELLULAR_RESPONSE_TO_CORTICOSTEROID_STIMULUS			EIF4EBP1 ISL1 SSTR3 SSTR5	EIF4EBP1 SSTR5	EIF4EBP1 SSTR3 SSTR5								SSTR3 SSTR5	ISL1 SSTR2 SSTR3 SSTR5	EIF4EBP1 ISL1 SSTR3 SSTR5	EIF4EBP1 SSTR2 SSTR5		EIF4EBP1 SSTR3 SSTR5																			EIF4EBP1 SSTR2 SSTR3								EIF4EBP1 SSTR3 SSTR5									EIF4EBP1 ISL1 SSTR2 SSTR3 SSTR5				EIF4EBP1 ISL1 SSTR3 SSTR5								
GO_CELLULAR_RESPONSE_TO_DRUG					DDC DPEP1 KCNH2					DPEP1 UCHL1				CERS1 DDC DPEP1 KCNH2 PDE2A QDPR UCHL1	CERS1 DPEP1 KCNH2 PDE2A QDPR UCHL1				CERS1 DPEP1 PDE2A QDPR									DDC DPEP1 PDE2A		DDC QDPR							KCNH2 PDE2A		DDC KCNH2 QDPR	DDC KCNH2			DDC QDPR		DDC QDPR UCHL1	DDC DPEP1 PDE2A QDPR UCHL1				CERS1 DDC DPEP1 KCNH2 PDE2A QDPR		DDC PDE2A UCHL1		DDC DPEP1 KCNH2 QDPR UCHL1				DDC DPEP1 KCNH2 QDPR UCHL1		DDC KCNH2						DPEP1 KCNH2
GO_CELLULAR_RESPONSE_TO_ENDOGENOUS_STIMULUS			ADCY1 AKR1B1 APLP1 ATP6V0E2 CACNA2D1 CALY DDC EIF4EBP1 EPHA4 GNG2 ISL1 LEFTY1 MAP1B MMP2 NKX6-1 PARD6A PDGFD PTPN22 RGS4 RGS9 SFRP1 SLC8A1 SSTR1 SSTR3 SSTR5 STMN2 TRPM2 UCN3	ADAMTSL2 ADCY1 APLP1 CACNA1A DDC EIF4EBP1 FUT7 GCK LEFTY1 PARD6A PDGFD RGS9 RRAGD SSTR5 TMPRSS6 TRPM2	ADAMTSL2 ADCY1 APLP1 ATP1A3 CDKN1C DDC EIF4EBP1 FUT7 GCK LEFTY1 PARD6A PDGFD RRAGD SSTR3 SSTR5 TRPM2								ADAMTSL2 AGT CACNA1A CSH2 GABRB3 GHRL PGF SSTR3 SSTR5	ADAMTSL2 AKR1B1 APLP1 ATP6V0E2 CACNA1A CACNA2D1 DDC EPHA4 FUT7 GABRB3 GCK GDF1 GHRL GNAO1 GNG2 ISL1 LEFTY1 MAP1B PARD6A PDE2A PDGFD PTPN22 RGS4 RRAGD SFRP1 SLC8A1 SPRY3 SST SSTR2 SSTR3 SSTR5 STMN2 TMPRSS6 UCN3	ADAMTSL2 ADCY1 ADCY2 AGT AKR1B1 APLP1 ATP1A3 ATP6V0E2 CACNA1A CACNA2D1 CALY CDKN1C EIF4EBP1 FUT7 GCK GDF1 GHRL GNAO1 GNG2 ISL1 LTBP2 MAP1B PDE2A PGF PTPN22 RGS4 RGS9 RRAGD SFRP1 SLC8A1 SST SSTR1 SSTR3 SSTR5 STMN2 TMPRSS6 UCN3	ADAMTSL2 ADCY1 ATP1A3 ATP6V0E2 CACNA1A CACNA1H CSH1 DDC EIF4EBP1 EPHA4 GABRB3 GHRL IGF2 LEFTY1 LTBP2 MMP2 PDGFD PGF PTPN22 RGS4 RGS9 RRAGD SFRP1 SPRY3 SST SSTR2 SSTR5 TMPRSS6 TRPM2 UCN3			ADCY1 ADCY2 AGT ATP1A3 CACNA1A CALY EIF4EBP1 EPHA4 FFAR3 GABRA1 GABRB3 GCK GDF1 GHRL ISL1 LTBP2 NREP PDE2A PGF SSTR1 STMN2 TAC1 TMPRSS6 TRPM2 UCN3																ADAMTSL2 ADCY1 AGT AKR1B1 ATP1A3 ATP6V0E2 CACNA1A CACNA1H CALY CDKN1C EPHA4 FFAR3 FUT7 GABRA1 GCK GNAO1 GNG2 IGF2 MMP2 NKX6-1 NREP PARD6A PDE2A PDGFD PGF PTPN22 RRAGD SFRP1 SLC8A1 SST SSTR5 STMN2 TMPRSS6		ADAMTSL2 ADCY2 AGT AKR1B1 APLP1 CACNA1H EIF4EBP1 FUT7 GCK GNAO1 MMP2 NREP PDE2A SSTR2 SSTR3									ADAMTSL2 AKR1B1 ATP1A3 ATP6V0E2 CACNA1A CDKN1C DDC EPHA4 FFAR3 GABRA1 GNG2 ISL1 LEFTY1 LTBP2 MMP2 NREP PARD6A PDE2A RGS4 SFRP1 SLC8A1 SST SSTR5						ADAMTSL2 ADCY1 AKR1B1 APLP1 ATP1A3 CACNA1A CACNA2D1 CALY DDC EIF4EBP1 EPHA4 FFAR3 FUT7 GABRA1 GABRB3 GCK GNAO1 LEFTY1 LTBP2 MMP2 NKX6-1 NREP PDE2A PTPN22 RGS9 RRAGD SLC8A1 TAC1		ADCY1 ADCY2 AGT AKR1B1 APLP1 ATP1A3 ATP6V0E2 CACNA1A CACNA2D1 CDKN1C CSH1 DDC EIF4EBP1 FFAR3 FUT7 GABRA1 GABRB3 GNAO1 GNG2 ISL1 LEFTY1 LTBP2 MAP1B NKX6-1 PDGFD PGF PTPN22 RGS4 RGS9 RRAGD SLC8A1 SSTR2 SSTR3 SSTR5 TAC1 TMPRSS6 TRPM2 UCN3		FFAR3 GABRA1 ISL1 KIT LEFTY1 TAC1	ATP1A3 CACNA2D1 DDC EPHA4 GDF1 NREP RRAGD	ADAMTSL2 ADCY1 ADCY2 AGT AKR1B1 APLP1 ATP1A3 CACNA2D1 CALY CDKN1C CSH1 DDC EIF4EBP1 EPHA4 FUT7 GABRA1 GCK GHRL GNAO1 ISL1 KIT LEFTY1 LTBP2 MMP2 NREP PARD6A PDGFD PGF PTPN22 RGS9 SPRY3 SSTR1 SSTR3 SSTR5 TMPRSS6		DDC EIF4EBP1 EPHA4 LEFTY1 PARD6A PDGFD RGS4 TAC1						
GO_CELLULAR_RESPONSE_TO_ESTRADIOL_STIMULUS			SFRP1 SSTR1 SSTR3											SFRP1 SSTR2 SSTR3	SFRP1 SSTR1 SSTR3	SFRP1 SSTR2														SSTR1 SSTR2			SFRP1 SSTR1 SSTR2				SSTR2 SSTR3													SFRP1 SSTR1													SFRP1 SSTR3			
GO_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS																							BRSK2 CARTPT			BRSK2 RRAGD SLC38A3																																								
GO_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS																							BRSK2 CARTPT			BRSK2 RRAGD SLC38A3																																								
GO_CELLULAR_RESPONSE_TO_FATTY_ACID														FFAR2 GNG2 SFRP1														FFAR2 GNG2				FFAR2 FFAR3 GNG2 SFRP1		FFAR2 GNG2 SFRP1	FFAR3 GNG2 SFRP1											FFAR3 GNG2 SFRP1				FFAR2 GNG2 SFRP1												FFAR2 GNG2				
GO_CELLULAR_RESPONSE_TO_GLUCAGON_STIMULUS															ADCY1 ADCY2				ADCY1 ADCY2									ADCY1 ADCY2					ADCY1 ADCY2	ADCY1 ADCY2								ADCY1 ADCY2						ADCY1 ADCY2										ADCY1 ADCY2								
GO_CELLULAR_RESPONSE_TO_GLUCOSE_STARVATION												BRSK1 BRSK2																																																						
GO_CELLULAR_RESPONSE_TO_GROWTH_HORMONE_STIMULUS										CSH1 CSH2			CSH2 GHRL			CSH1 GHRL	CSH1 GHRL	CSH1 CSH2																																								CSH1 GHRL								
GO_CELLULAR_RESPONSE_TO_HISTAMINE																			GABRA1 GABRB3								GABRA1 GABRB3					GABRA1 GABRB3																				GABRA1 GABRB3		GABRA1 GABRB3												
GO_CELLULAR_RESPONSE_TO_HORMONE_STIMULUS													AGT CSH2 GHRL PGF SSTR3 SSTR5		ADCY1 ADCY2 AGT ATP1A3 ATP6V0E2 EIF4EBP1 FUT7 GCK GHRL GNG2 ISL1 MAP1B PGF SFRP1 SST SSTR1 SSTR3 SSTR5 UCN3	ADCY1 ATP1A3 ATP6V0E2 CACNA1H CSH1 EIF4EBP1 GHRL IGF2 PGF SFRP1 SST SSTR2 SSTR5 UCN3		ADCY1 CSH1 CSH2 EIF4EBP1 GCK GNG2 SSTR3 SSTR5	ADCY1 ADCY2 AGT ATP1A3 EIF4EBP1 FFAR3 GCK GHRL ISL1 PGF SSTR1 UCN3																		ADCY2 AGT CACNA1H EIF4EBP1 FUT7 GCK SSTR2 SSTR3														CSH2 FBN1 FFAR3 IGF2 NKX6-1 SST					FFAR3 ISL1 KIT										
GO_CELLULAR_RESPONSE_TO_HYDROGEN_PEROXIDE																	PDGFD TRPC6																																																	
GO_CELLULAR_RESPONSE_TO_INORGANIC_SUBSTANCE					ADCY1 DPEP1 SYT2 TRPM2																									KCNK3 SYT2 SYT4 TRPM2										CACNA1H KCNK3 SYT2 TRPM2																										
GO_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS							FFAR3 IGF2																														AGT EIF4EBP1 FUT7 GCK																													
GO_CELLULAR_RESPONSE_TO_KETONE			ADCY1 AKR1B1 EIF4EBP1 GNG2 SFRP1 SPP1												ADCY1 ADCY2 AKR1B1 EIF4EBP1 GNG2 SFRP1 SPP1			ADCY1 EIF4EBP1 GNG2										ADCY1 ADCY2 GNG2					ADCY1 ADCY2 AKR1B1 SFRP1	ADCY1 ADCY2 AKR1B1 GNG2 SFRP1			ADCY2 AKR1B1 EIF4EBP1	ADCY2 AKR1B1								AKR1B1 GNG2 SFRP1		ADCY1 ADCY2 AKR1B1 GNG2				ADCY1 AKR1B1 EIF4EBP1 SPP1		ADCY1 ADCY2 AKR1B1 EIF4EBP1 GNG2 SPP1	ADCY1 AKR1B1 GNG2 SPP1					EIF4EBP1 SPP1						
GO_CELLULAR_RESPONSE_TO_LIPID																																																						ADCY1 ADCY2 ATP1A3 CES1 EIF4EBP1 FFAR2 FFAR3 GNG2 GPBAR1 ISL1 PTPN22 RET SPON2 SPP1 SSTR2 SSTR3 SSTR5 WNT9A		CES1 FFAR3 ISL1				CES1 EIF4EBP1 SPP1 WNT9A						
GO_CELLULAR_RESPONSE_TO_MECHANICAL_STIMULUS																																					AGT KCNJ2 PDE2A																											AGT KCNJ2 PDE2A		
GO_CELLULAR_RESPONSE_TO_NITROGEN_COMPOUND			ADCY1 AKR1B1 APLP1 ATP6V0E2 CACNA2D1 CALY DDC EIF4EBP1 EPHA4 GNG2 MAP1B MMP2 NKX6-1 PDGFD PTPN22 RGS4 RGS9 SFRP1 SLC8A1 TRPM2	ADCY1 APLP1 CACNA1A CHRNB2 DDC EIF4EBP1 FUT7 GCK PDGFD RGS9 RRAGD TRPM2	ADCY1 APLP1 ATP1A3 CHRNA3 CHRNB2 DDC DPEP1 EIF4EBP1 FUT7 GCK LY6H PDGFD RRAGD TRPM2					CHRNA3 CSH1 CSH2 DPEP1 RGS4				AKR1B1 APLP1 ATP6V0E2 CACNA1A CACNA2D1 CHRNA3 CHRNB2 DDC DPEP1 EPHA4 FUT7 GABRB3 GCK GHRL GNAO1 GNG2 IFIT1 LY6H MAP1B PDE2A PDGFD PTPN22 RGS4 RRAGD SFRP1 SLC8A1	ADCY1 ADCY2 AGT AKR1B1 APLP1 ATP1A3 ATP6V0E2 CACNA1A CACNA2D1 CALY CHRNB2 DPEP1 EIF4EBP1 FUT7 GCK GHRL GNAO1 GNG2 IFIT1 MAP1B PDE2A PTPN22 RGS4 RGS9 RRAGD SFRP1 SLC8A1	ADCY1 ATP1A3 ATP6V0E2 CACNA1A CSH1 DDC EIF4EBP1 EPHA4 GABRB3 GHRL IGF2 MMP2 PDGFD PTPN22 RGS4 RGS9 RRAGD SFRP1 TRPM2		ADCY1 CHRNA3 CHRNB2 CSH1 CSH2 EIF4EBP1 GCK GNG2 TRPM2	ADCY1 ADCY2 AGT ATP1A3 CACNA1A CALY DPEP1 EIF4EBP1 EPHA4 FFAR3 GABRA1 GABRB3 GCK GHRL PDE2A TRPM2				CSH2 GABRB3 IGF2									ADCY2 AGT APLP1 ATP6V0E2 CACNA1A CALY DDC DPEP1 EPHA4 FBN1 FFAR3 GABRA1 GABRB3 GCK GNG2 LY6H RGS4 SFRP1 TRPM2	ADCY1 ADCY2 AKR1B1 ATP1A3 ATP6V0E2 CACNA1A CACNA2D1 CALY CSH2 DPEP1 EPHA4 MMP2 RGS4 RGS9 SFRP1 TRPM2	ADCY1 ADCY2 AKR1B1 APLP1 ATP6V0E2 CACNA2D1 CHRNB2 FBN1 FUT7 GCK GNG2 IFIT1 NKX6-1 PDE2A PDGFD PTPN22 RRAGD SFRP1 SLC8A1	ADCY1 AGT AKR1B1 ATP1A3 ATP6V0E2 CACNA1A CALY EPHA4 FFAR3 FUT7 GABRA1 GCK GNAO1 GNG2 IFIT1 IGF2 LY6H MMP2 NKX6-1 PDE2A PDGFD PTPN22 RRAGD SFRP1 SLC8A1		ADCY2 AGT AKR1B1 APLP1 CHRNA3 EIF4EBP1 FUT7 GCK GNAO1 MMP2 PDE2A	ADCY2 AKR1B1 CACNA2D1 FUT7 GNAO1 MMP2 SLC8A1	ATP1A3 CACNA1A CACNA2D1 DDC EPHA4 GABRB3 GHRL GNAO1 MMP2 PDGFD RGS4 RGS9 SLC8A1 TRPM2			ADCY1 ADCY2 AGT APLP1 ATP1A3 CACNA2D1 CALY CHRNA3 CHRNB2 DDC EPHA4 FUT7 GNAO1 MAP1B MMP2 PDE2A RGS9	ADCY2 AGT AKR1B1 CACNA1A CACNA2D1 DDC EPHA4 FBN1 GABRB3 MMP2 SLC8A1 TRPM2		APLP1 ATP1A3 ATP6V0E2 CACNA2D1 CHRNB2 DDC EIF4EBP1 FUT7 GNAO1 GNG2 IFIT1 LY6H MMP2 NKX6-1 PDGFD PTPN22 RGS4 RGS9 RRAGD	AKR1B1 ATP1A3 ATP6V0E2 CACNA1A CHRNA3 DDC DPEP1 EPHA4 FFAR3 GABRA1 GNG2 MMP2 PDE2A RGS4 SFRP1 SLC8A1		ADCY1 ADCY2 AKR1B1 CACNA2D1 CALY GNG2 PDGFD		APLP1 ATP1A3 CACNA1A CALY CHRNA3 DDC DPEP1 EPHA4 GCK GHRL GNG2 IFIT1 MAP1B MMP2 PDE2A RGS9 RRAGD SFRP1 SLC8A1	CSH2 FBN1 FFAR3 GABRA1 IGF2 LY6H NKX6-1	ADCY1 AKR1B1 APLP1 ATP1A3 CACNA1A CACNA2D1 CALY DDC EIF4EBP1 EPHA4 FFAR3 FUT7 GABRA1 GABRB3 GCK GNAO1 LY6H MMP2 NKX6-1 PDE2A PTPN22 RGS9 RRAGD SLC8A1	AKR1B1 APLP1 ATP1A3 ATP6V0E2 CALY DDC EIF4EBP1 EPHA4 FUT7 GABRB3 GNAO1 IFIT1 PTPN22 RGS9 RRAGD	ADCY1 ADCY2 AGT AKR1B1 APLP1 ATP1A3 ATP6V0E2 CACNA1A CACNA2D1 CHRNB2 CSH1 DDC DPEP1 EIF4EBP1 FFAR3 FUT7 GABRA1 GABRB3 GNAO1 GNG2 LY6H MAP1B NKX6-1 PDGFD PTPN22 RGS4 RGS9 RRAGD SLC8A1 TRPM2	ADCY1 AGT AKR1B1 APLP1 CACNA1A CALY FUT7 GCK GNAO1 GNG2 IFIT1 MAP1B PDE2A PDGFD RRAGD SLC8A1		ATP1A3 CACNA2D1 DDC EPHA4 RRAGD	ADCY1 ADCY2 AGT AKR1B1 APLP1 ATP1A3 CACNA2D1 CALY CHRNB2 CSH1 DDC DPEP1 EIF4EBP1 EPHA4 FUT7 GABRA1 GCK GHRL GNAO1 IFIT1 LY6H MMP2 PDGFD PTPN22 RGS9		DDC EIF4EBP1 EPHA4 PDGFD RGS4	AGT ATP1A3 CALY FFAR3 GNAO1 NKX6-1	ATP1A3 CSH1 DDC GCK GNG2 IFIT1 RGS9 SLC8A1			LY6H NKX6-1	
GO_CELLULAR_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND			ADCY1 APLP1 CALY EIF4EBP1 GNG2 ISL1 PAK3 RGS4 RGS9 SFRP1 SLC8A1 SPP1 SSTR1 SSTR3 SSTR5 TRPM2												ADCY1 ADCY2 APLP1 ATP1A3 CALY EIF4EBP1 GNAO1 GNG2 IFIT1 ISL1 PDE2A RGS4 RGS9 SFRP1 SLC8A1 SPP1 SSTR1 SSTR3 SSTR5				ADCY1 ADCY2 ATP1A3 CALY CES1 EIF4EBP1 GABRA1 GABRB3 ISL1 PDE2A SSTR1 TRPM2													ADCY2 APLP1 CALY CES1 GABRA1 GABRB3 GNG2 GPBAR1 ISL1 PAK3 RGS4 SFRP1 SSTR1 TRPM2																		APLP1 ATP1A3 CALY GNG2 GPBAR1 IFIT1 PDE2A RGS9 SFRP1 SLC8A1 SSTR1 SSTR5		ADCY1 APLP1 ATP1A3 CALY CES1 EIF4EBP1 GABRA1 GABRB3 GNAO1 GPBAR1 PDE2A RGS9 SLC8A1 SPP1		ADCY1 ADCY2 APLP1 ATP1A3 CES1 EIF4EBP1 GABRA1 GABRB3 GNAO1 GNG2 GPBAR1 ISL1 RGS4 RGS9 SLC8A1 SPP1 SSTR2 SSTR3 SSTR5 TRPM2		CES1 GABRA1 ISL1				CES1 EIF4EBP1 RGS4 SPP1	ATP1A3 CALY CES1 GNAO1 SPP1					
GO_CELLULAR_RESPONSE_TO_OSMOTIC_STRESS																																																																AKR1B1 WNK3		
GO_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND			ADCY1 AKR1B1 APLP1 ATP6V0E2 BAIAP3 BRSK2 CACNA2D1 CALY EIF4EBP1 EPHA4 GNG2 GRIK5 MAP1B MMP2 NKX6-1 PDGFD PTPN22 PTPRN RGS4 RGS9 SFRP1 SLC8A1 SPP1 SSTR1 SSTR3 TRPC6 TRPM2 WNT9A	ADCY1 APLP1 BAIAP3 BRSK2 CACNA1A CHRNB2 EIF4EBP1 FFAR2 FUT7 GCH1 GCK KCNJ11 PDGFD RGS9 RRAGD TRPM2 WNT9A	ADCY1 APLP1 ATP1A3 BAIAP3 BRSK2 CHRNA3 CHRNB2 DPEP1 EIF4EBP1 FFAR2 FUT7 GCH1 GCK KCNJ11 LY6H PDGFD PTPRN RRAGD SSTR3 TRPM2 WNT9A					APOA4 CHRNA3 CSH1 CSH2 DPEP1 RGS4				AKR1B1 APLP1 ATP6V0E2 BAIAP3 CACNA1A CACNA2D1 CERS1 CHRNA3 CHRNB2 DPEP1 EPHA4 FFAR2 FUT7 GCK GHRL GNAO1 GNG2 GRIK5 LY6H MAP1B PDE2A PDGFD PTPN22 PTPRN RET RFX6 RGS4 RRAGD SFRP1 SLC8A1 SPP1 SSTR2 SSTR3 TRPC6 WNT9A	ADCY1 ADCY2 AGT AKR1B1 APLP1 ATP1A3 ATP6V0E2 BAIAP3 BRSK2 CACNA1A CACNA2D1 CALY CERS1 CHRNB2 DPEP1 EIF4EBP1 FFAR2 FUT7 GCK GHRL GNAO1 GNG2 GRIK5 MAP1B PDE2A PTPN22 PTPRN RET RFX6 RGS4 RGS9 RRAGD SFRP1 SLC8A1 SPON2 SPP1 SSTR1 SSTR3 TRPC6	ADCY1 ATP1A3 ATP6V0E2 BAIAP3 BRSK2 CACNA1A CSH1 EIF4EBP1 EPHA4 FFAR2 GHRL GRIK5 IGF2 MMP2 PDGFD PTPN22 RGS4 RGS9 RRAGD SFRP1 SSTR2 TRPC6 TRPM2 WNT9A		ADCY1 BAIAP3 CHRNA3 CHRNB2 CSH1 CSH2 EIF4EBP1 GCH1 GCK GNG2 SSTR3 TRPM2	ADCY1 ADCY2 AGT ATP1A3 CACNA1A CALY CERS1 CES1 DPEP1 EIF4EBP1 EPHA4 FFAR2 FFAR3 GCK GHRL GRIK5 PDE2A PTPRN SPON2 SSTR1 TRPC6 TRPM2				APOA4 BRSK2 CSH2 IGF2							AGT AKR1B1 APLP1 BAIAP3 GNAO1 GPBAR1 MMP2 PTPRN RGS4 SSTR1 SSTR2 TRPC6 TRPM2					ADCY1 AGT AKR1B1 ATP1A3 ATP6V0E2 BAIAP3 CACNA1A CALY CES1 EPHA4 FFAR3 FUT7 GCH1 GCK GNAO1 GNG2 GPBAR1 GRIK5 IGF2 KCNJ11 LY6H MMP2 NKX6-1 PDE2A PDGFD PTPN22 PTPRN RFX6 RRAGD SFRP1 SLC8A1 TRPC6 WNT9A		ADCY2 AGT AKR1B1 APLP1 CHRNA3 EIF4EBP1 FUT7 GCK GNAO1 KCNJ11 MMP2 NEUROD1 PDE2A RET SPON2 SSTR2 SSTR3 WNT9A	ADCY2 AKR1B1 CACNA2D1 FUT7 GNAO1 MMP2 RET SLC8A1 SPON2 SSTR3 WNT9A					ADCY2 AGT AKR1B1 CACNA1A CACNA2D1 EPHA4 FBN1 FFAR2 GPBAR1 MMP2 SLC8A1 TRPC6 TRPM2		APLP1 ATP1A3 ATP6V0E2 BRSK2 CACNA2D1 CHRNB2 EIF4EBP1 FUT7 GCH1 GNAO1 GNG2 GPBAR1 GRIK5 KCNJ11 LY6H MMP2 NKX6-1 PDGFD PTPN22 PTPRN RET RFX6 RGS4 RGS9 RRAGD SPON2 SPP1 SSTR3					APLP1 ATP1A3 BAIAP3 BRSK2 CACNA1A CALY CERS1 CHRNA3 DPEP1 EPHA4 FFAR2 GCH1 GCK GHRL GNG2 GPBAR1 GRIK5 KCNJ11 MAP1B MMP2 NEUROD1 PDE2A PTPRN RET RGS9 RRAGD SFRP1 SLC8A1 SPON2 SSTR1	APOA4 CES1 CSH2 FBN1 FFAR3 IGF2 LY6H NKX6-1	ADCY1 AKR1B1 APLP1 ATP1A3 BRSK2 CACNA1A CACNA2D1 CALY CES1 EIF4EBP1 EPHA4 FFAR3 FUT7 GCK GNAO1 GPBAR1 LY6H MMP2 NKX6-1 PDE2A PTPN22 RGS9 RRAGD SLC8A1 SPON2 SPP1 TRPC6	AKR1B1 APLP1 ATP1A3 ATP6V0E2 BAIAP3 BRSK2 CALY EIF4EBP1 EPHA4 FUT7 GCH1 GNAO1 GPBAR1 GRIK5 KCNJ11 PTPN22 PTPRN RET RFX6 RGS9 RRAGD SSTR1 WNT9A	ADCY1 ADCY2 AGT AKR1B1 APLP1 APOA4 ATP1A3 ATP6V0E2 BAIAP3 BRSK2 CACNA1A CACNA2D1 CES1 CHRNB2 CSH1 DPEP1 EIF4EBP1 FFAR2 FFAR3 FUT7 GCH1 GNAO1 GNG2 GPBAR1 GRIK5 LY6H MAP1B NKX6-1 PDGFD PTPN22 RET RGS4 RGS9 RRAGD SLC8A1 SPON2 SPP1 SSTR2 SSTR3 TRPM2 WNT9A	ADCY1 AGT AKR1B1 APLP1 APOA4 CACNA1A CALY CERS1 FFAR2 FUT7 GCH1 GCK GNAO1 GNG2 GPBAR1 GRIK5 MAP1B PDE2A PDGFD RET RFX6 RRAGD SLC8A1 SPP1 WNT9A		ATP1A3 BRSK2 CACNA2D1 EPHA4 RET RRAGD	ADCY1 ADCY2 AGT AKR1B1 APLP1 ATP1A3 BAIAP3 CACNA2D1 CALY CHRNB2 CSH1 DPEP1 EIF4EBP1 EPHA4 FUT7 GCH1 GCK GHRL GNAO1 GRIK5 LY6H MMP2 NEUROD1 PDGFD PTPN22 PTPRN RET RFX6 RGS9 SSTR1 SSTR3 WNT9A		CES1 EIF4EBP1 EPHA4 PDGFD RGS4 SPP1 WNT9A	AGT APOA4 ATP1A3 CALY CES1 FFAR3 GNAO1 NKX6-1 SPP1					
GO_CELLULAR_RESPONSE_TO_OXYGEN_RADICAL																																							APOA4 GCH1																APOA4 GCH1							APOA4 GCH1				
GO_CELLULAR_RESPONSE_TO_PEPTIDE			ADCY1 AKR1B1 ATP6V0E2 CACNA2D1 EIF4EBP1 EPHA4 MAP1B NKX6-1 PTPN22										AGT CACNA1A CSH2 GHRL		ADCY1 ADCY2 AGT AKR1B1 ATP1A3 ATP6V0E2 CACNA1A CACNA2D1 EIF4EBP1 FUT7 GCK GHRL MAP1B PTPN22	ADCY1 ATP1A3 ATP6V0E2 CACNA1A CSH1 EIF4EBP1 EPHA4 GHRL IGF2 PTPN22			ADCY1 ADCY2 AGT ATP1A3 CACNA1A EIF4EBP1 EPHA4 FFAR3 GCK GHRL																ADCY1 AGT AKR1B1 ATP1A3 ATP6V0E2 CACNA1A EPHA4 FFAR3 FUT7 GCK IGF2 NKX6-1 PTPN22		ADCY2 AGT AKR1B1 EIF4EBP1 FUT7 GCK						ADCY2 AGT AKR1B1 CACNA1A CACNA2D1 EPHA4 FBN1								CSH2 FBN1 FFAR3 IGF2 NKX6-1	ADCY1 AKR1B1 ATP1A3 CACNA1A CACNA2D1 EIF4EBP1 EPHA4 FFAR3 FUT7 GCK NKX6-1 PTPN22		ADCY1 ADCY2 AGT AKR1B1 ATP1A3 ATP6V0E2 CACNA1A CACNA2D1 CSH1 EIF4EBP1 FFAR3 FUT7 MAP1B NKX6-1 PTPN22			ATP1A3 CACNA2D1 EPHA4	ADCY1 ADCY2 AGT AKR1B1 ATP1A3 CACNA2D1 CSH1 EIF4EBP1 EPHA4 FUT7 GCK GHRL PTPN22			AGT ATP1A3 FFAR3 NKX6-1					
GO_CELLULAR_RESPONSE_TO_PEPTIDE_HORMONE_STIMULUS							FFAR3 IGF2			CSH1 CSH2								ADCY1 CSH1 CSH2 EIF4EBP1 GCK					CSH2 IGF2														ADCY2 AGT EIF4EBP1 FUT7 GCK														CSH2 FBN1 FFAR3 IGF2 NKX6-1															
GO_CELLULAR_RESPONSE_TO_PROSTAGLANDIN_E_STIMULUS			GNG2 SFRP1											GNG2 SFRP1	GNG2 SFRP1																	GNG2 SFRP1		GNG2 SFRP1	GNG2 SFRP1											GNG2 SFRP1				GNG2 SFRP1																
GO_CELLULAR_RESPONSE_TO_PROSTAGLANDIN_STIMULUS			GNG2 SFRP1											GNG2 SFRP1	GNG2 SFRP1																	GNG2 SFRP1		GNG2 SFRP1	GNG2 SFRP1											GNG2 SFRP1				GNG2 SFRP1																
GO_CELLULAR_RESPONSE_TO_PURINE_CONTAINING_COMPOUND			SLC8A1 TRPM2																																				SLC8A1 TRPM2				SLC8A1 TRPM2											SLC8A1 TRPM2												
GO_CELLULAR_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES	APOA4 DPEP1				DPEP1 GCH1 PDGFD TRPM2					APOA4 DPEP1							GCH1 PDGFD TRPC6																						APOA4 GCH1 MMP2 PDGFD TRPM2																											APOA4 DPEP1
GO_CELLULAR_RESPONSE_TO_RETINOIC_ACID																																					RET WNT9A	RET WNT9A																												
GO_CELLULAR_RESPONSE_TO_STARVATION																							BRSK2 CARTPT			BRSK2 RRAGD SLC38A3																															BRSK2 RRAGD									
GO_CELLULAR_RESPONSE_TO_STEROID_HORMONE_STIMULUS					ATP1A3 EIF4EBP1 SSTR3 SSTR5																																																													
