	ARX	ASCL1	ASCL2	E2F7	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HIC1	HLF	HMBOX1	ISL1	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU2F2	POU5F1	RFX6	SIM1	SIX2	SMAD9	SOX4	SPIB	TFCP2L1	TP73	ZFP69B	ZNF519	ZNF846
GO_REGULATION_OF_CELL_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.30173813211	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_CELL_MORPHOGENESIS	0.205262900782	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0966702792628	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	1	1	1	1	1	0.663640222862	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0932243667144	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_EXOCYTOSIS	1	1	1	1	1	0.436107907716	1	1	0.94216094235	1	1	1	1	1	1	1	0.0190200984345	0.0181764346492	1	1	1	1	1	1	1	1	1	1	1	1	0.0412278350086	1	1	1	1	1	0.0284117916978	1	1	1	1
GO_REGULATION_OF_HEART_RATE	1	1	1	1	0.354033956619	0.0152908129481	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.589941346334	1	1	1	1	1	1	1	1	1	1	1	1	0.210750458437	1	1	1	1	1	1
GO_REGULATION_OF_HEART_RATE_BY_CARDIAC_CONDUCTION	1	1	1	1	0.329875242982	0.00257697585931	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_HORMONE_LEVELS	0.44979507108	1	1	1	1	0.0183397182908	1	1	1	0.00115953416636	1	1	1	1	8.54146430461e-05	1	0.272293112457	0.00583396743558	1	1	1	1	1	1	1	1	1	1	1	1	0.481216660489	1	0.152166611729	1	0.00512937270374	1	1	1	1	1	1
GO_REGULATION_OF_HORMONE_SECRETION	1	1	1	1	1	0.00386869168882	1	1	1	0.0266262574973	1	1	1	1	0.00129713521599	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00983300737208	1	1	1	1	1	1
GO_REGULATION_OF_INSULIN_SECRETION	0.727586684505	1	1	1	1	0.0199140451019	1	1	1	1	1	1	1	1	0.037327583941	0.98006137843	1	0.810520211363	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.225795890861	1	1	1	1	1	1
GO_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORT	1	0.990573094473	1	1	0.000507936760109	0.00104471252899	1	1	1	1	1	1	1	1	1	1	1	0.0677141486835	1	1	1	1	1	1	1	1	1	1	0.119579432753	1	0.60031389368	1	0.0107543653189	1	1	1	1	1	1	1	1
GO_REGULATION_OF_ION_TRANSPORT	1	0.26307947537	1	1	4.43560824337e-05	0.00293857512683	1	1	1	0.479182216189	1	1	1	1	1	1	1	0.0586773160193	1	1	1	1	1	1	1	1	1	1	1	1	0.242068127625	1	0.00283719133354	1	0.808049740775	1	1	1	1	1	1
GO_REGULATION_OF_MEMBRANE_POTENTIAL	1	1	1	1	0.0	1.36838487474e-06	1	1	1	0.0	1	1	1	1	0.000885426071726	1	1	9.38952575061e-05	1	1	1	0.00190858291218	1	0.0947877720176	1	1	0.147143167873	0.468198013933	0.258508219283	1	0.112826261113	1	0.455348893468	0.212956902513	3.62492756811e-07	1	0.0580365313752	1	1	1	1
GO_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	1	1	1	1	1	0.211723817282	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0431712978722	1	0.869360749416	1	1	1	1	1	1	0.166440825262	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_NEURON_DIFFERENTIATION	0.0896561262595	1	1	1	1	0.242104840482	1	1	1	1	1	1	1	1	1	0.528136494092	1	1	1	1	1	1	1	0.125133009625	1	1	0.455210005743	1	1	1	0.0269976885043	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	1	1	1	1	1	0.530432136883	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00649553577551	1	1	0.532414612861	1	1	1	0.407525007429	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_NEUROTRANSMITTER_LEVELS	0.0858380359464	1	1	1	0.301271716916	0.00940220469915	1	1	0.186368545744	1	1	1	1	1	1	1	0.235318712963	1	1	1	1	1	1	0.00114177592563	1	1	1	0.317037827219	1	1	0.511834753499	1	1	1	1	1	0.0137144211169	1	1	1	1
GO_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	1	1	1	1	1	0.635738590397	1	1	0.604113499731	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.933737864607	1	1	1	1	1	1	1	1	1	1	1	1	0.0383031446965	1	1	1	1
GO_REGULATION_OF_PEPTIDE_HORMONE_SECRETION	0.811803263547	1	1	1	1	0.00901934206686	1	1	1	1	1	1	1	1	0.00837886132745	1	1	0.268964207328	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.103897734771	1	1	1	1	1	1
GO_REGULATION_OF_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.291341539025	1	1	1	1
GO_REGULATION_OF_REGULATED_SECRETORY_PATHWAY	1	1	1	1	1	0.129172664244	1	1	1	1	1	1	1	1	1	1	0.202483117473	0.0317018476439	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0466814389134	1	1	0.433913543006	1
GO_REGULATION_OF_SECRETION	0.223439536104	1	1	1	0.384337965494	0.00159280029929	1	1	1	0.0358523666465	1	1	1	1	0.0822002938538	1	0.0875222458019	0.00853929419687	1	1	1	1	1	1	1	1	1	1	1	1	0.0723462537041	1	1	1	0.0206162195408	0.0223283315024	0.0182284184685	1	1	1	1
GO_REGULATION_OF_SYNAPTIC_PLASTICITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.013350875599	1	1	1	1	1	1	0.0347227070988	1	1	1	0.484009791137	1	0.0146775520319	1	1	1	0.0126741635893
GO_REGULATION_OF_SYNAPTIC_VESICLE_CYCLE	0.267963395414	1	1	0.0307576894519	0.957756750115	2.71746231739e-05	1	1	1	0.115006463903	1	1	0.251295538518	1	1	0.349135502815	0.0144418582679	0.779299691449	1	1	1	1	1	0.000758252984046	1	1	1	0.441587809329	1	1	0.0311350721817	1	1	0.0185075470945	0.0925966379755	0.48489424731	0.0198125524585	1	1	1	1
GO_REGULATION_OF_SYNAPTIC_VESICLE_EXOCYTOSIS	1	1	1	1	1	0.0457039567233	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0201787755586	1	1	1	1
GO_REGULATION_OF_SYSTEM_PROCESS	1	1	1	1	0.523178195934	1	1	1	1	1	1	1	1	1	1	1	1	0.0336890751498	1	1	1	0.00143533158733	1	1	1	1	1	1	1	1	1	1	0.389155542624	1	0.135014094197	1	0.0201837966629	1	1	1	1
GO_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	1	1	1	1	0.00776566050336	0.00520536045588	1	1	1	1	1	1	1	1	1	1	1	0.600651918504	1	1	1	1	1	1	1	1	1	1	0.144768036054	1	1	1	0.0208589553309	1	1	1	1	1	1	1	1
GO_REGULATION_OF_TRANSPORT	0.00975253415941	0.0163266269155	0.0286491563034	1	0.0	0.0	1	1	1	0.0	1	1	0.122849136039	1	0.0152813047318	0.158948467459	0.00505851100867	0.0	1	1	1	1	1	7.46221129044e-06	1	0.0761615166477	1	0.057618640084	1	1	0.0	0.234561105224	0.000741924374608	1	0.0	0.0	0.000155311213871	1	1	1	1
GO_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING	0.00888154685401	1	1	1	0.000348030581178	3.45612919705e-06	0.670925373713	1	1	0.695529733219	1	1	1	1	1	1	1	0.713248339256	1	1	1	0.0678340228568	1	9.60670433479e-05	1	0.0495314118116	1	0.159333902012	1	1	0.0	1	0.0456546621654	0.0782352817723	0.000131137309691	1	0.0	0.0287960402136	1	1	0.0103064221294
GO_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT	1	1	1	1	1	0.0228693352554	1	1	1	1	1	1	1	1	1	1	0.0255501484382	0.0821725066737	1	1	1	1	1	0.00722378320958	1	0.802240596905	1	1	1	1	0.00637142115092	1	1	1	1	0.296238959538	0.151302375761	1	1	1	1
GO_SECRETORY_VESICLE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.366058911903	1	1	1	1
GO_SIGNAL_RELEASE	0.00330416463832	1	1	1	0.0032263307287	8.58620332211e-06	1	1	1	0.000441872018048	1	1	1	1	0.00363561404619	1	0.00206335306916	0.00675534285339	1	1	1	1	1	0.0652234354774	1	1	1	1	1	1	0.0143800146072	1	0.0225338006578	0.0204359705664	0.000857611672621	0.0033098943116	0.000316919142834	1	1	1	1
GO_SOMATODENDRITIC_COMPARTMENT	0.0	1	1	0.0026539761303	2.39455128836e-07	5.11642257894e-06	1	1	1	0.00471820323306	1	0.506538341466	1	0.429746006182	0.000426341347511	0.229879106749	2.33054869317e-05	0.0	1	1	1	0.0373920187379	1	1.98574736937e-05	0.33384425196	1	0.000417091027571	8.69081159871e-05	1	1	0.0	1	5.74851485128e-05	7.44935458319e-06	0.0	0.000351928909802	0.00303725724138	1	1	1	0.00649363530534
GO_SYNAPSE	0.0	0.000361375925301	0.00040552039762	2.63304164971e-05	1.55512157881e-05	1.62356482689e-05	0.0	0.330557963371	1	0.0	1	0.0149539431841	0.270924046318	0.151230993206	1.68771570876e-05	4.96036064757e-06	2.09674413021e-06	3.51431113099e-07	1	1	1	1.50639783796e-05	0.84652446644	3.2362465926e-05	0.00755580896163	0.0192411349983	0.051381103873	2.83736092732e-06	1	1	3.37501356862e-06	0.00500968445117	1.58941478895e-05	1.12464023196e-05	9.26259450384e-06	0.0	9.45016327858e-06	0.0678763360329	1	0.499584781197	0.000316239115593
GO_SYNAPSE_ORGANIZATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0171555455983	1	1	1	1	1	1	1	1	1	1
GO_SYNAPTIC_MEMBRANE	1	1	1	0.0324453653855	0.193741868268	0.00101963228201	0.902897266676	0.651069756639	1	6.98538488919e-06	1	0.168957707527	1	1	0.136365666725	0.322141728698	0.537138286214	0.000425107185866	1	1	1	0.415077038563	1	4.22523645873e-05	1	1	1	0.0113691457918	1	1	1.64744344355e-05	1	0.0020583654486	1	0.000179093340573	1	0.0145896210442	1	1	1	0.0654330543318
GO_SYNAPTIC_SIGNALING	0.00555708205016	1	1	0.121590614574	0.0	0.0	0.000354837756191	1	1	0.000636391485929	1	1	1	0.940888034181	0.007427888224	0.0106841110179	0.000253941131428	0.0	1	1	1	0.00153812590976	1	4.48623389548e-06	1	0.0405300873141	0.0314878607819	0.00113265880584	1	1	0.0	1	0.0	9.66463883803e-05	0.0	0.0237316492654	0.0	0.43710322092	1	1	0.0500082558853
GO_SYNAPTIC_VESICLE_EXOCYTOSIS	0.0581865419333	1	1	1	0.274811530585	0.00198597231877	1	1	0.643525802065	1	1	1	1	1	1	1	0.0311607700342	0.0300834656191	1	1	1	1	1	0.00167448366052	1	1	1	1	1	1	1	1	1	1	1	0.880929870474	8.85393229586e-05	1	1	1	1
GO_SYNAPTIC_VESICLE_LOCALIZATION	1	1	1	0.118511676956	1	1	1	1	1	1	1	1	1	1	0.97242573892	0.0541609023381	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_SYNAPTIC_VESICLE_MEMBRANE	0.104554922251	1	1	1	0.354033956619	0.847959321118	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.244925772343	1	0.210750458437	1	0.386734181072	1	1	1	1
GO_TAXIS	0.611823457954	1	1	1	0.158632097656	1	1	1	1	1	1	1	1	1	0.0150446084373	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_TRANSMEMBRANE_TRANSPORT	1	1	1	1	0.0413142076823	0.0329358501728	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_TRANSPORTER_ACTIVITY	1	1	1	1	0.113228639632	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_TRANSPORTER_COMPLEX	1	0.000742566034747	1	1	8.65907340852e-05	0.000561560693319	0.00291554517802	1	1	7.98167275273e-05	1	1	1	1	0.00171993119987	0.565096369763	0.546757901802	3.04971189502e-06	1	1	1	3.66656929345e-05	1	1	1	1	0.000120300705283	1	0.631248913426	1	1	1	0.0131664918271	1	0.000353383109443	1	0.207357520273	1	1	1	1
GO_TRANSPORT_VESICLE	0.00115262818764	1	1	1	0.547351327601	0.0145853241635	1	1	1	1	1	1	1	1	0.084114147817	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0292406988583	1	0.500865345785	1	0.011311028687	1	0.175510672907	1	1	1	1
GO_TRANSPORT_VESICLE_MEMBRANE	0.00244831962843	1	1	1	0.00162068745636	0.000227474701578	1	1	1	1	1	1	1	1	0.0407208233664	0.024405209663	1	0.0385893673888	1	1	1	1	1	1	1	1	1	1	1	1	0.67784956321	1	0.00871972178601	1	0.371475269376	1	0.304603241456	1	1	1	1
GO_TUBULIN_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.087712322912	1	1	1	1	1	1	1	1	1	1
GO_T_TUBULE	1	1	1	1	0.409777593185	0.816626779644	1	1	1	1	1	1	1	1	1	1	0.355848484732	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE	9.68655656201e-05	1	1	0.589946556685	0.00389023936537	1.64920179078e-05	0.0344655547156	1	1	0.435926749743	0.495215812517	1	0.00217265636009	1	0.0827939987251	0.00786488747378	0.000484782338305	0.000459283493562	1	1	1	1	1	2.97612097988e-05	1	1	0.268234285801	0.0207572582191	1	1	0.000117297004133	1	0.0186378656249	0.0188292866831	0.000234376003477	0.00195449871994	2.19917372368e-05	1	1	1	1
GO_VOLTAGE_GATED_CALCIUM_CHANNEL_COMPLEX	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.119687517349	1	1	1	1	1	1	1	1
GO_VOLTAGE_GATED_CATION_CHANNEL_ACTIVITY	1	0.0315911587054	1	1	0.000682181790077	0.0165230106758	1	1	1	0.0135658657925	1	1	1	1	0.56732693659	1	0.195903516944	0.0	1	0.0364314859476	0.0531669840464	0.00223015306844	1	0.635744900697	1	0.865887301857	1	1	0.389155261184	1	0.00450526526455	1	0.711354780032	0.181681862999	0.00499388178355	1	1	1	1	1	1
GO_VOLTAGE_GATED_ION_CHANNEL_ACTIVITY	1	0.000717624688288	0.245721522208	1	1.58022187902e-05	0.00235725783448	1	1	1	0.0162398661148	1	1	1	1	1	1	0.091525046655	0.0	1	0.0965958416494	0.00777486006988	0.00349056777044	1	0.772457779105	1	1	1	1	0.492617106881	0.815822078831	0.00764972989092	1	0.150282688101	0.0280974847116	0.0299852007918	1	1	1	1	1	1
GO_VOLTAGE_GATED_POTASSIUM_CHANNEL_ACTIVITY	1	0.113794253764	1	1	0.0549006749991	1	1	1	1	0.949911344789	1	1	1	1	1	1	1	0.044279499036	1	0.00751344838661	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.230264359736	1	1	1	1	1	1
