	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	LTF	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF514	ZNF519	ZNF846	ZNF883
REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA_	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.014157683726745862	1	1	1	1	1	1	1	1	1	1	1	0.017649056890553516	0.02329398242155023	1	1	0.02778991733959557	1	1	1	1	1	1	1	0.01990326662411601	1	1	0.01499876883930551	1	1	1	1	1	1	1	1	1	1	0.03926031589055978	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.052054914598482105	1	1	1	1	1	1	1	1	1	1	1	0.06395024968751628	0.08264421331359861	1	0.09220953472614513	0.015345852844464214	1	1	1	0.06957886456011741	1	1	1	0.009482307138376944	1	1	0.00628667717235587	1	1	1	1	1	1	1	1	1	1	0.025139358860950756	0.06831402230002048	1	1	0.09290506018919675	1	1	1	1	1	1	1	1
REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING	1	1	0.0007546261162707513	1	1	1	1	1	1	1	1	1	1	0.016790896828508428	0.0023379843353232843	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06395024968751628	1	1	0.01414218751017704	0.015345852844464214	1	1	1	1	1	1	1	0.07149082200549683	1	1	0.054945880572680794	0.004326171258204448	1	1	1	1	0.008207397613807843	1	1	1	0.06333503210994307	0.003518234725783498	0.008831211355505575	1	1	0.09290506018919675	0.007629514098301038	1	1	1	1	1	1	1
REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES	1	1	0.07703148718990316	1	1	1	1	1	1	1	1	1	1	1	1	0.06783644278158063	1	1	1	1	1	1	1	1	1	1	1	1	0.02073316066192543	1	1	0.09728802217933885	1	1	1	1	1	1	0.08213969309283375	1	1	1	0.08436087789040214	0.03176141012101241	1	0.06508758256524527	1	1	1	1	1	1	1	1	0.08213969309283375	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS	1	1	0.010084756182094257	0.03989969877857358	0.0008316899534540623	1	1	1	1	1	1	0.07942854473641558	1	1	0.03297828488201926	1	1	0.04084513978746496	0.02845775826181518	1	1	1	1	0.020410099872266274	0.05108350719935206	1	0.000987710140977316	1	1	1	0.040949237913148195	0.003941175721091761	1	1	1	1	1	1	1	0.05108350719935206	1	1	1	1	0.006895001390893052	1	0.0860884309201404	1	0.07616397403915554	0.020016113681866177	1	0.010084756182094257	1	1	1	1	0.0148547912510415	0.04595212313265207	1	1	0.02260675448415872	0.06416267130592812	1	1	1	1	1	1	1
REACTOME_ACTIVATION_OF_RAC1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.013349361399607518	1	1	1	1	1	1	1	0.014632905526083206	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ACTIVATION_OF_SMO	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.022286034092891427	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03700256273985181	1	1	1	1	1	1	1	1	1	1	0.00899010781268439	1	1	1	1	1	1	0.025546368776017903	1	1	1	1	0.05488891255119377	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ADAPTIVE_IMMUNE_SYSTEM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03672387569945723	0.06724181433236753	0.082727525073504	1	1	1	1	1	1	1	1	1	1	1	0.09397593486093858	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY	1	1	1	0.0027571501348284677	0.0026057313698371054	1	1	1	1	1	1	1	1	1	0.0007302636407129359	0.007014395275700136	1	0.0028085310532971475	0.00020448559146668543	1	1	1	1	1	1	1	5.965251951378647e-05	1	1	1	0.007913383382378125	0.010520044568949172	1	0.0005370057472279255	1	1	1	0.00139220571450005	1	1	1	1	0.0003477753877355605	0.00307221950522385	0.0027571501348284677	1	1	1	1	0.0016215546646677348	1	1	1	1	0.008685956116770921	1	0.018036400723743573	1	1	1	0.0005440118639769009	1	1	1	1	1	1	1	1
REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY	1	1	1	0.00545997719464264	0.005163230820758757	1	1	1	1	1	1	1	1	1	0.0020942453703347574	0.013711019069091002	1	0.005560610730735771	0.0005982547480245515	1	1	1	1	1	1	1	0.00017671730987811607	1	1	1	0.015434345379166325	0.020400172222415858	1	0.001548782557809547	1	1	1	0.002774205824453313	1	1	1	1	0.0010101047805124441	0.006076588954617379	0.00545997719464264	1	1	1	1	0.0032273261740548564	1	1	1	1	0.016910798973643337	1	0.034499950353275466	1	1	1	0.001568632970754602	1	1	1	1	1	1	1	1
REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION	1	1	1	1	1	1	1	1	1	0.02220648607397324	1	1	1	1	0.04087346941948744	1	1	0.09356910593467604	0.023998960174157258	1	1	1	1	1	1	1	0.0045115491353346915	1	1	1	1	1	1	0.02635152206254665	0.0854545926048208	1	1	1	1	1	1	1	0.04649621919172575	1	0.09158860493708854	1	0.060108831826959475	1	1	0.04836752435212144	1	1	1	1	1	1	1	0.042368201389891946	1	1	0.0784193656990071	1	1	1	1	1	1	1	1
REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1	1	1	0.04701975157228311	1	1	1	1	1	1	1	1	1	1	0.07514694117692189	0.08063260502554082	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06716435284579236	0.07085175241883146	1	1	1	1	1	1	1	1	1	1	1	0.03087637063500015	1	1	1	1	0.04701975157228311	1	1	1	1	0.0978077115764785	0.04933446844088607	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12	1	1	0.03719802488218582	1	1	1	1	1	1	1	1	1	1	0.059932423480137276	0.06439953841948154	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05345076908354551	0.05644204061578795	1	1	1	1	1	1	1	1	1	1	1	0.02429151410634267	1	1	1	1	0.03719802488218582	1	1	1	1	0.07845121822710222	0.03905760019499904	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ADRENALINE_NORADRENALINE_INHIBITS_INSULIN_SECRETION	1	1	0.006758571884482145	1	1	1	1	1	1	1	1	0.0357371232458672	1	0.0914314772852618	0.00016120218782567086	1	0.012090916198175927	0.021458772727674158	0.04595459283725112	1	1	1	1	1	1	1	0.0014644998222695937	1	1	1	0.006557882061717257	1	1	0.0012209680255077515	0.012703975702040293	1	1	1	0.007489822524242462	1	1	1	0.06330651465471515	0.0016698149113766325	0.021085048012967955	0.04853010583052819	0.0035474773468425758	1	1	1	1	0.006758571884482145	1	1	1	0.006458899601385348	0.02092099350782095	0.007276292183579058	1	1	0.011839207571390342	1	1	1	0.0006531546715582426	1	1	0.030361242218539197	1
REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.028294008925787706	1	1	1	1	0.06050916133760931	1	1	1	0.04123045920684232	1	1	1	1	1	1	1	1
REACTOME_AGGREPHAGY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.049410662916633985	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.005251504045670541	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_AMINE_LIGAND_BINDING_RECEPTORS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02928699040064675	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09870304113310457	1	1	1	1	1	1	1	1	0.022655581224743204	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_AMINO_ACIDS_REGULATE_MTORC1	1	1	1	0.0721000628768107	0.0685909716748867	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04355119072714975	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	1	1	0.027568482084359136	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08649086854199806	1	1	1	1	1	1	1	1	0.039957191542042025	1	0.012102990337697572	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.028224795286103	0.08558927820877149	1	0.02206530332174228	1	1	1	1	1	1	1	1	0.09650324117546527	1	1	1	0.05206994568102463	1	1	1	0.09024736254156962	1	1	0.04624863493349163	1
REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION	0.05260713296478414	1	1	1	0.0968846501514865	0.01413813960529997	1	1	1	0.00656717831566922	1	1	1	1	0.062129857811759615	1	1	1	0.02017014981618892	1	1	1	1	1	1	0.05482785530443257	0.002234971487768078	1	1	1	1	1	1	0.037446175004354765	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.011939452807211648	1	1	1	1	1	1	0.04852294518010236	1	1	1	0.014725694651032906	1	1	1	1	1	1	0.06771219804291262	0.07085940060300744
REACTOME_AQUAPORIN_MEDIATED_TRANSPORT	1	1	0.035788882863908356	0.0653727923580032	0.06216459342766667	1	1	1	1	1	1	1	1	1	0.0029476347665848834	1	1	0.008584740977886529	0.025875222792062558	1	1	1	1	1	1	1	0.0008196723549322993	1	1	1	0.03481701926115832	1	1	0.0018654983802112168	0.06321153252303191	1	1	0.03519130430244477	1	1	1	1	0.007069218135790645	0.07195212940293727	0.008367028762885198	1	0.019746184168766945	1	1	0.0039642698314866776	1	1	1	1	1	1	0.024206077760489997	0.03827976180060444	1	1	0.011928874644779541	1	1	1	1	1	1	0.09167115730313591	1
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05732211915352181	1	1
REACTOME_ASSEMBLY_AND_CELL_SURFACE_PRESENTATION_OF_NMDA_RECEPTORS	1	1	0.003212403634045957	1	0.004847554162309753	1	1	1	1	1	1	0.08015890499557088	1	0.04556245763868971	0.05036734676721755	1	1	0.049410662916633985	1	1	1	1	1	0.004750261644993037	1	1	0.005390529924603982	1	1	1	0.022588875262320895	0.00522758958405678	1	1	1	1	0.04858785669325805	1	1	1	1	1	1	1	0.005251504045670541	1	0.08508581275007598	1	1	1	1	0.003212403634045957	1	1	1	1	0.013834199691820093	0.02491023859364061	1	1	0.03924546502078263	0.015953393048970588	1	1	1	1	1	1	1
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS	1	1	0.05048187294497364	1	1	1	1	1	1	1	1	1	1	0.0804642859874527	0.08629722848313293	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06433168563242031	1	1	1	1	1	1	0.05395535515995986	1	0.011515391989431856	1	0.05546978728863061	1	1	1	1	1	1	1	1	1	1	1	0.05395535515995986	1	0.01712587148176481	1	1	1	0.07252471299985841	1	1	1	1	1	1	1	1
REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06596211102327576	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_BIOLOGICAL_OXIDATIONS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06975648687348923
REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN	1	1	0.09523554160445136	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09723915909450498	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CA2_ACTIVATED_K_CHANNELS	1	1	1	1	1	1	1	1	1	1	1	1	1	0.010897248747746335	1	1	1	1	0.005093992858034024	1	1	1	1	1	1	1	1	1	0.0015697137720354082	1	0.006388353879829389	1	1	1	0.010210333257046678	1	1	1	0.007015206357054327	1	1	1	1	0.0024714480645968706	1	0.005404710715723682	1	1	1	1	1	1	1	1	0.007015206357054327	1	0.014632120112041624	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CA2_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.029789178393376914	1	1	0.09002684003235117	1	1	1	1	1	1	1	1	1	1	0.0655418432905559	1	1	1	1	0.08905211167616822	0.09549086688604946	1	1	1	1	1	1	1	0.0629566664600939	1	0.08860317977945975	1	1	1	1	0.055523306822901186	1	1	1	1	1	0.053272588492506934	0.04240467373789125	0.05914011121111351	1	1	0.0899602078609365	1	1	0.025662566393198305	1	1	1	1	1
REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN	1	1	0.021873905126383986	1	0.044273036671567456	1	1	1	1	1	1	0.07703731361808708	1	1	1	1	0.027266742826631885	0.005052444256239963	0.001859617583138018	1	1	1	1	1	1	1	0.005052444256239963	1	0.03395730125759111	1	0.002838064129964124	0.0005848940112619383	1	0.03661285326918484	0.03953387458252178	1	0.0466180224759245	1	1	1	1	1	0.025092774949876384	1	0.00038124768425229494	0.016959225534195488	1	1	1	0.028557145780292892	1	0.0003124778715776211	1	1	1	1	0.012784646447011938	0.003250716265656539	1	1	0.03702299699980771	0.015270904449758649	1	1	1	1	0.03465843684523828	0.008466864709131494	1
REACTOME_CARDIAC_CONDUCTION	1	1	0.0006636352481483865	0.0008176670231736516	9.633064360681232e-05	1	1	1	1	1	1	0.003498646743968825	1	7.42518227803135e-06	1.969118212929999e-06	0.032814494765599056	1	1	0.08823304356938166	1	1	1	1	1	1	0.09818334143419993	1	1	0.002314341701698197	1	0.0411637628461099	0.022724023158815387	1	0.0001179167086030608	0.00015159958192290102	1	0.00011546961097874675	0.00012544093473165763	6.857896457379553e-07	1	0.0002197328285092892	0.043316189856732024	0.0009371148439530907	0.0010901411742068046	0.004913607914037499	0.0017784705133575551	0.06556435482413059	0.05625676512438971	0.028790840765778203	0.009981861710677276	1	0.00012669453121150198	1	0.07330102716553055	0.0037713215203155626	1.8717025022207956e-05	0.000160206184634748	0.0007908979012518635	1	0.043316189856732024	0.000580390745384296	1	0.048343341382486416	0.017569159426510383	0.0015259583444112712	1	0.0024303844760261706	5.83136195991818e-05	0.029545837447810697
REACTOME_CARGO_TRAFFICKING_TO_THE_PERICILIARY_MEMBRANE	1	1	1	1	1	1	1	1	1	1	1	1	0.013036330149335362	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CA_DEPENDENT_EVENTS	1	1	0.01463143376756415	0.0032085469132241418	0.002958287713177965	1	1	1	1	1	1	1	1	1	0.005081195278437423	0.08277883753570014	1	0.03607343386209416	0.010390859529930463	1	1	1	1	1	0.00894376214886683	1	0.003294769601068559	1	1	1	0.09205103299520556	0.021001556053565018	1	0.02481843940635442	1	1	0.03546074852038794	0.01866443517540184	0.09985577655968148	1	1	1	0.00019385028871954368	0.03919822848463261	0.03546074852038794	1	1	1	1	0.021564744859191576	1	0.09376902161853606	1	1	0.01615837333289527	0.014003497046079505	1	1	1	1	0.0035503071778502093	1	1	1	1	1	1	0.0055618962452622656	1
REACTOME_CD28_CO_STIMULATION	1	1	0.01069866081223314	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.029201089072314113	1	1	1	0.010386711392737502	0.09728802217933885	1	1	0.019846392452135375	1	1	1	0.08213969309283375	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08213969309283375	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CELL_CELL_COMMUNICATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08986308330398052	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08986308330398052	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	1	1	1	0.09598900441435754	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.026082457835269635	1	1	1	1	1	1	1	1	1	1	1	1	0.06792379697057471	0.026082457835269635	1	1	0.07047049979391506	1	1	1	1	1	1	1	1	1	1	1	1	0.05975210220507854	1	1	1	1	1	0.03308241811616042	1	1	1	1	1	1	1
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08264869851776058	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CELL_JUNCTION_ORGANIZATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04915871752223455	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04915871752223455	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.061786331133144023	1	1	1	1	1	1	1
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	1	1	1	1	1	1	1	1	0.015072330285675672	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CGMP_EFFECTS	1	1	1	1	1	1	1	1	1	1	1	0.01232908018739276	1	0.0027910961633087483	0.03601251506460201	1	1	1	3.548310374934527e-05	1	1	1	1	1	1	1	1	1	0.0001557877445687028	1	0.019989562563627605	0.02634533863025934	1	0.0023235390079270335	0.00253507240423112	1	0.007125082170336583	1	0.021882266652137217	1	1	1	0.02252934609166135	0.0003073858411993813	1	0.017000430461710847	0.013175748880421057	1	1	1	1	1	1	1	6.750754262185854e-05	0.019783803832689628	0.004310465296833321	1	1	1	0.02991703679491209	1	1	1	1	1	1	0.010400497512856433	1
REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS	1	1	0.031154243207728083	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.066316505366953	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03940041066374467	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08947842234794912	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CILIUM_ASSEMBLY	1	1	1	1	1	1	1	1	1	1	1	1	0.031316053930246834	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS_	1	1	1	1	1	1	1	0.012045146983635568	1	1	1	1	0.005103125343275505	0.017735559247906707	0.023538674489363087	1	0.04767106823991063	1	1	1	0.014510090511277718	1	1	1	1	1	1	1	0.07211478667608218	1	1	1	1	0.056581599477058875	0.06665217507612364	0.06447194334492223	1	1	1	1	1	1	1	1	1	0.05867978005354113	1	1	1	1	1	1	1	0.09199356269634795	1	1	1	0.04812850036394023	1	1	0.057954851105471605	1	1	1	1	1	1	0.043184035219053674	1
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS_	1	1	0.04234517107269653	1	1	1	1	1	1	1	1	1	1	0.028352375603723057	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07680149012496762	0.08376787051934831	1	1	1	1	1	1	1	1	1	0.03989969877857358	1	1	1	1	1	1	1	1	1	1	0.04026131118917353	0.0148547912510415	0.01123420399477515	1	1	1	1	1	1	1	1	1	0.002262398451410963	1
REACTOME_CLEC7A_DECTIN_1_SIGNALING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05701746909452399	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	1	1	1	1	0.09625399945639779	1	1	1	1	1	1	1	1	1	1	1	0.06093384188209661	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09188960329409279	1	1	1	1	1	1	1	1	0.06644782936614346	1	1	1	1	1	0.03800613499752137	1	1	0.06367028132284025	1	1	1	1	0.07298108500673472	1	1	1	1	1	1	1	1	1	1	1	1	0.027768680774488352	1
REACTOME_COLLAGEN_CHAIN_TRIMERIZATION	1	1	1	0.04858785669325805	0.04615044059741491	1	1	1	1	1	1	1	1	1	1	1	0.028456049912305437	0.049410662916633985	1	1	1	1	1	1	1	1	0.049410662916633985	1	1	1	1	0.03301740702420197	1	1	1	1	1	1	1	1	0.031168615380353426	1	1	1	1	1	0.012612984615698597	1	1	0.02979983345451187	1	1	1	1	0.025596417682346773	1	1	1	1	1	0.03924546502078263	1	1	1	1	1	1	0.009022457074641776	1
REACTOME_COLLAGEN_DEGRADATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0692804420476607	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_COLLAGEN_FORMATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07783287428156604	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05804962526748647	1
REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING	1	1	0.020553776218789843	1	1	1	1	1	1	1	1	0.07395575666931109	1	0.04054009654743951	0.008000873436755818	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03724397794562939	1	1	1	0.022655581224743204	1	1	1	0.023591146145514608	1	1	0.015920989095599358	0.07853837248727169	1	1	1	1	0.020553776218789843	1	1	1	0.01968775692837743	0.011787394910139581	0.022043471829249817	1	1	0.03486735781131012	1	1	1	0.027336024598903275	1	1	0.06333987601153201	1
REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING	1	1	0.07703148718990316	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.029201089072314113	1	1	1	0.0755916971317181	0.09728802217933885	1	1	1	1	1	1	1	1	1	1	1	1	0.002305960285512554	1	1	1	1	1	1	0.07703148718990316	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	1	1	0.012944427626102706	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04760839017173457	1	1	1	0.04947015692289247	0.07634117462508372	1	1	1	1	0.046521138945881946	1	1	0.0067550919022283384	1	0.02432235972974861	1	1	0.008548419587689371	1	1	1	1	1	1	1	1	1	1	1	0.06152452956943277	1	1	1	1	0.07147295714211666	1	1	1	1	1	1	1
REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0687057444608068	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00881801002239524	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT	1	1	1	1	0.04551096696106327	1	1	1	1	1	1	1	0.047223898963286604	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0499779911857865	1	1	1	0.05251151816638455	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04884176271242757	1	1	1	1	1	1	0.05425351255319932	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
