	ARX	ASCL1	ASCL2	E2F7	ETV1	FEV	FOXD4L5	GATA2	HES4	HLF	ISL1	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROG3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU2F2	RFX6	SIM1	SIX2	SMAD9	SOX4	SPIB	TFCP2L1	TP73
GO_SYNAPSE_ORGANIZATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0492265041761	1	1	1	1	1	1	1
GO_SYNAPTIC_MEMBRANE	1	1	1	1	0.0503302794986	0.0267581194214	1	0.000581631928795	1	1	1	0.192766678643	0.75363853058	1	0.00072870871708	1	1	1	2.54339760133e-05	1	1	1	1	1	0.000256051950237	1	1	0.693564820069	1	1	0.207448480102	1
GO_SYNAPTIC_SIGNALING	1	1	1	1	0.0	0.0479272891769	0.978913787061	0.000715553138342	1	1	1	0.175941670491	0.541142568648	0.0015505975982	5.93811461935e-06	1	1	0.00274434011	0.0	1	1	0.00122144860578	1	1	0.0	1	1.71413627492e-05	0.00106288994126	1	0.00813242891934	0.0228106610183	0.107456984692
GO_SYNAPTIC_VESICLE_EXOCYTOSIS	1	1	1	1	0.0596157160759	1	1	1	1	1	1	1	1	0.00584306945777	0.564173830506	1	1	1	0.00162522341377	1	1	1	1	1	1	1	1	1	1	1	0.0022469848057	1
GO_SYNAPTIC_VESICLE_LOCALIZATION	1	1	1	1	1	1	1	1	1	1	1	0.775812602853	0.0594152810285	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_SYNAPTIC_VESICLE_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	0.17105647882	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_TAXIS	1	1	1	1	1	1	1	1	1	1	1	0.0368932074566	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_TRANSPORTER_COMPLEX	1	0.0443319723824	1	1	0.00252135463578	1	0.02274516012	0.000220260082919	1	1	1	0.371398543523	1	1	0.000155295491302	1	1	0.00164508975951	1	1	1	0.000706975974127	1	0.102675061546	1	1	0.046286197259	1	1	1	1	1
GO_TRANSPORT_VESICLE	1	1	1	1	1	1	1	1	1	1	1	0.0232133204437	1	1	0.76558528454	1	1	1	1	1	1	1	1	1	0.0186359457371	1	1	1	1	1	1	1
GO_TRANSPORT_VESICLE_MEMBRANE	1	1	1	1	0.0356012253782	1	1	1	1	1	1	0.0167166775437	1	1	0.0453987623123	1	1	1	1	1	1	1	1	1	0.604114490748	1	1	1	1	1	1	1
GO_TUBULIN_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.294471793975	1	1	1	1	1	1	1
GO_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE	1	1	1	1	0.0126355995328	0.0457704805555	1	0.491240553475	1	1	1	0.218660223046	0.0205915015465	4.86633665882e-05	0.00266002049356	1	1	1	8.60887838239e-06	1	1	0.304165527902	1	1	0.000588569357698	1	1	0.584423989822	1	0.00059789759267	0.0652456829196	1
GO_VOLTAGE_GATED_CATION_CHANNEL_ACTIVITY	1	0.01970502931	1	1	0.0455641008357	1	1	0.0238773626134	1	1	1	1	1	1	4.20005499604e-05	1	0.531606350606	0.00916472968515	0.0899460253733	1	1	1	1	1	0.00385321635521	1	1	0.0282906548969	1	1	1	1
GO_VOLTAGE_GATED_ION_CHANNEL_ACTIVITY	1	0.00203606919111	1	1	0.000289948184594	1	1	0.137255878848	1	1	1	1	1	0.462494248013	2.00256328657e-05	1	1	0.00976120089594	0.54831276731	1	1	1	1	1	0.00603110858083	1	1	0.163864206375	1	1	1	1
GO_VOLTAGE_GATED_POTASSIUM_CHANNEL_ACTIVITY	1	0.193152101656	1	1	1	1	1	1	1	1	1	1	1	1	0.0157385284866	1	0.164871304583	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
