	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	CSRNP3	CXXC4	DACH1	DZIP1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU2F2	POU5F1	PROX1	RFX6	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF853	ZNF883
GO_CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT		HOOK3 KIF5A SYNE2	AP3B2 DST KIF1A KIF5A MAP1B MAP2 MAP6 TUBA1A UCHL1	AP3B2 CNIH2 MAP1A										AP3B2 CNIH2 DST HOOK3 KIF5A KIF5C MAP1B MAP2 MAP6 TUB TUBA1A UCHL1	AP3B2 CNIH2 MAP2 MAP6 SYNE2 TUB TUBA1A UCHL1				CNIH2 DST KIF5A KIF5C MAP2								DST KIF5A MAP2 SYNE2		DST KIF5C SYNE2 SYT4	KIF5C SYT4		AP3B2 CNIH2 KIF5A MAP2 MAP6 TUBA1A	CNIH2 DST HOOK3 KIF5A MAP1A MAP2 TUB	AP3B2 CNIH2 DST HOOK3 KIF5A MAP1A MAP2 MAP6 TUB	KIF1A KIF5C SYT4 UCHL1	AP3B2 KIF5A MAP1A MAP2 MAP6								AP3B2 CNIH2 DST MAP6 SYNE2 UCHL1			DST KIF5A MAP2 SYNE2		CNIH2 DST HOOK3 KIF1A MAP1A MAP1B MAP2 MAP6 TUB TUBA1A		CNIH2 DST KIF5A MAP1A UCHL1	CNIH2 DST KIF5C MAP1A MAP6				KIF5A SYNE2				AP3B2 DST		AP3B2 CNIH2 DST HOOK3 SYNE2			
GO_CYTOSKELETON_ORGANIZATION		ABLIM2 BRSK2 CCDC39 GOLGA8B HOOK3 INA SYNE2 TUBB3	APOA1 CSF1R DST FOXJ1 FRMPD4 GAN JAM3 LIMCH1 MAP1B MAP2 MAP6 MDK PAK3 PARD6A PAX6 PRPH SFRP1 SPC25 STMN2 TMOD1 TMOD2 TUBA1A		ABLIM2 ANK2 ARC BRSK2 CSF1R INA KIF19 MAP1A PARD6A SAMD14 SPTBN4 STMN3 TEKT2 TUBB4A							CSF1R DST FOXJ1 HOOK3 KIF19 LCP1 LIMCH1 LRRC49 PARD6A SAMD14 SPC25 SPTBN4 STARD9 STMN3 TMOD2		ANK2 APOA1 ARC CRMP1 DCX DST FRMPD4 FSD1 GHRL HOOK3 INA JAM3 LCP1 MAD2L2 MAP1B MAP2 MAP6 MAST1 NEFM PAK6 PARD6A PAX6 RGS4 SAMD14 SFRP1 SMTNL2 SPC25 SPTBN4 STARD9 STMN2 STMN3 TEKT2 TMOD2 TUBA1A	ARC BRSK1 BRSK2 CRMP1 CSF1R DNAJB13 EML1 FOXJ1 FSD1 GHRL INA KIF19 LCP1 MAD2L2 MAP2 MAP6 PAK6 PGM5 SMTNL2 SPTBN4 STARD9 STMN2 STMN4 SYNE2 TUBA1A TUBB3	ABLIM2 BRSK2 DNAJB13 DST FOXJ1 FRMPD4 GAN GHRL GOLGA8B HEPACAM2 HOOK3 LRRC49 PAK6 PAX6 PLEKHH2 RGS4 SAMD14 SFRP1 SPC25 STARD9 SYNE2 TMEFF2 TPGS1	ABLIM2 CCDC39 HOOK3 PAX6 PGM5 PLEKHH2 RGS14 SAMD14 SMTNL2 SYNE2 TMOD2	BST2 CRMP1 CSF1R DST INA JAM3 MAP2 NAV3 PGM5 STARD9 TRPM2	ABLIM2 ANK2 APOA1 BRSK1 DNAJB13 DST FOXJ1 FSD1 GHRL LRRC49 MAP2 NEFM PAK6 PLEKHH2 PRPH SPTBN4 STMN2 TAC1 TMEFF2 TMOD1 TRPM2						BRSK2 BST2 NAV3 NEFM SYNE2 TEKT2						ABLIM2 ACTL6B ANK2 APOA1 DNAJB13 FRMPD4 GOLGA8B JAM3 LIMCH1 LRRC49 MAP2 MDK NAV3 PAK3 PAK6 PAX6 PGM5 RGS4 SAMD14 SFRP1 SPC25 SPTBN4 STARD9 STMN4 TAC1 TMOD1 TRPM2 TUBA1A TUBB2B	ABLIM2 ACTL6B ANK2 BRSK2 CCDC39 DNAJB13 JAM3 LRRC49 MAP2 MAP6 MDK NAV3 PLEKHH2 SAMD14 SFRP1 SPC25 STARD9 TMOD1 TRPM2 TUBA1A TUBB2B	ACTL6B ANK2 APOA1 ARC BRSK1 BRSK2 CLIP3 CSF1R DST EML1 GAN HEPACAM2 HOOK3 JAM3 LCP1 LRRC49 MAP1A MAP2 MAST1 NEFM PARD6A PRPH RGS14 SAMD14 SFRP1 SPC25 STARD9 STMN2 STMN4 TEKT2 TMOD1 TMOD2 TPGS1 TPPP3 TUBB3	ACTL6B ANK2 APOA1 ARC CCDC39 CLIP3 DNAJB13 DST FSD1 GAN HOOK3 JAM3 LCP1 LRRC49 MAP1A MAP2 MAP6 MAST1 MDK NAV3 NEFM PAK3 PAK6 PARD6A PGM5 PRPH RGS14 SAMD14 SPC25 STMN2 STMN4 TEKT2 TMEFF2 TMOD1 TMOD2 TPGS1 TPPP3				ABLIM2 ACTL6B BRSK2 CSF1R GHRL HEPACAM2 KIF19 KIT LIMCH1 MAP6 MDK NAV3 NEFM PAK3 PAK6 RGS14 RGS4 SPTBN4 STMN3 TMEFF2 TPPP3 TRPM2	ANK2 CSF1R FOXJ1 MAD2L2 MAP1A NAV3 PAK6 PARD6A SAMD14 STMN3 TPGS1 TRPM2			ANK2 CCDC39 DST GOLGA8B MAST1 NAV3 PAK6 PAX6 PGM5 SPTBN4 STARD9 SYNE2 TMEFF2 TRPM2	APOA1 ARC BRSK2 DNAJB13 FOXJ1 GOLGA8B PAK6 PGM5 SAMD14 SPC25 TPPP3 TUBA1A TUBB3 TUBB4A		ANK2 APOA1 BRSK2 CLIP3 EML1 FOXJ1 FSD1 HEPACAM2 INA NAV3 PARD6A PAX6 PGM5 RGS14 RGS4 SAMD14 SFRP1 TMOD1 TUBB3				ABLIM2 ANK2 APOA1 ARC BRSK2 CCDC39 CLIP3 DST EML1 FOXJ1 FRMPD4 GHRL HEPACAM2 HOOK3 INA JAM3 LRRC49 MAP1A MAP1B MAP2 MAP6 MAST1 NAV3 PAX6 RGS14 SAMD14 SFRP1 SPTBN4 STMN2 STMN4 TEKT2 TPPP3 TUBA1A TUBB3 TUBB4A			ANK2 BRSK1 BRSK2 CSF1R DST EML1 GAN GOLGA8B KIF19 LCP1 LIMCH1 LRRC49 MAD2L2 MAP1A MAP6 MAST1 PAK6 PGM5 STMN3 TEKT2 TMOD2 TUBB3	ACTL6B APOA1 ARC BRSK2 CSF1R DNAJB13 EML1 FOXJ1 GOLGA8B HOOK3 KIF19 LIMCH1 LRRC49 NAV3 SMTNL2 STARD9 STMN3 SYNE2 TAC1 TMOD2 TRPM2 TUBB3	APOA1 CLIP3 DCX FRMPD4 FSD1 GAN LIMCH1 MAP1B MAP2 MDK NAV3 NEFM PAX6 PGM5 PLEKHH2 RGS14 SPC25 STARD9 STMN2 STMN4 TMOD1 TPGS1 TUBB3			ANK2 APOA1 CCDC39 CSF1R DNAJB13 FOXJ1 FSD1 GOLGA8B HEPACAM2 KIT LIMCH1 LRRC49 MAD2L2 MAP1A MAST1 NAV3 NEFM PAK6 PARD6A SAMD14 SMTNL2 STARD9 TEKT2 TPGS1 TUBA1A TUBB3 TUBB4A	ARC FOXJ1 FSD1 KIT LRRC49 SAMD14 STMN3 TPGS1 TUBB4A	APOA1 GOLGA8B PAK6 PARD6A STMN3 TPGS1			ABLIM2 ARC CCDC39 DST EML1 GOLGA8B HOOK3 LRRC49 MAD2L2 MDK SFRP1 SYNE2 TEKT2 TMOD1	ARC CCDC39 EML1 GAN GOLGA8B HOOK3 LIMCH1 MAP2 NAV3 PAK6 PLEKHH2 RGS14 SAMD14 SFRP1 SMTNL2 SYNE2 TEKT2 TMOD2 TPGS1		
GO_CYTOSOLIC_CALCIUM_ION_TRANSPORT																																ANK2 CACNA2D1 RGS9 TRPM2						CACNA1C CACNA2D1 RGS9 SLC8A1 TRPM2	ANK2 RGS9 TRPM2		ANK2 CACNA2D1 GRIN1 JPH4 RGS9	ANK2 CACNA1C CACNA2D1 JPH4 SLC8A1 TRPM2		CACNA2D1 GRIN1 JPH4 RGS9					ANK2 GRIN1 JPH4 RGS9 SLC8A1				CACNA2D1 RGS9 SLC8A1 TRPM2												
GO_CYTOSOLIC_TRANSPORT		BAIAP3 HOOK3 KIF5A	BAIAP3 KIF1A KIF5A MAP2																									BAIAP3 CES1		CES1 SYT4					CES1 KIF1A SYT4																				CES1 MAP2										
GO_DECIDUALIZATION															GHRL SPP1																							GHRL TPPP3											GHRL TPPP3																
GO_DEFENSE_RESPONSE	APOA4 DPEP1 HLA-DQA2 IFNE LSP1 MAPK8IP2 TAC1						ABCC9 CCL19 FFAR3 IFNE MUC2 TAC1														ADORA2A AGT APOA1 APOA4 C2CD4B FUT7 IFI27 MUC2		ADORA2A BST2 CCL19 CRISP3 HLA-DQA2 IFI27 IFNE MAPK8IP2 MUC5AC SCUBE1																									ADORA2A KIT MUC5AC		APOA4 BST2 CCL19 CHGA FFAR3 HLA-DQA2 IFI27 MAPK8IP2 MUC5AC PAK3 SUCNR1 TAC1				ADCY1 ADORA2A AGT APOA1 APOA4 ASIC4 C2CD4B C7 CCL19 CD200 CRISP3 DEFB1 EXOSC4 FFAR2 FUT7 GCH1 IFI27 IFI6 IFIT1 ISL1 MDK MEP1B MUC17 MX2 NEAT1 SCUBE1 SLC30A8 SPP1 VGF											
GO_DEFENSE_RESPONSE_TO_FUNGUS																																				CHGA SPON2																													
GO_DEFENSE_RESPONSE_TO_OTHER_ORGANISM																							BST2 CCL19 CRISP3 HLA-DQA2 IFI27 IFNE MUC5AC																											APOA4 BST2 CCL19 CHGA HLA-DQA2 IFI27 MUC5AC PAK3															
GO_DEFENSE_RESPONSE_TO_VIRUS							ABCC9 IFNE															BST2 IFI27	BST2 IFI27 IFNE		BST2 IFNE																																ABCC9 IFI27 IFI6 IFIT1 IFNE MX2					ABCC9 EXOSC4 IFIT1 IFNE PTPN22			
GO_DELAYED_RECTIFIER_POTASSIUM_CHANNEL_ACTIVITY				KCNA6 KCNB2										KCNB2 KCNH2																				KCNA6 KCNB2 KCNH2		KCNB2 KCNH2																													
GO_DEMETHYLATION																													TOX UTY																																				
GO_DENDRITE_CYTOPLASM	GRIK3 KIF5C		GRIK3 KIF5A MAP2											KIF5A KIF5C MAP2	GRIK3 MAP2				KIF5A KIF5C MAP2								KIF5A MAP2			GRIK3 KIF5C	KIF5A KIF5C MAP2	KIF5A MAP2	KIF5A MAP2		GRIK3 KIF5C	KIF5A MAP2											KIF5A MAP2			GRIK3 KIF5C					GRIK3 MAP2										
GO_DENDRITE_DEVELOPMENT	GRIN1 MAPK8IP2		EPHA4 KIF1A LZTS1 MAP1B MAP2 MAP6 MAPK8IP2 PAK3 TRPC6	CAMK2B CHRNB2 MAP1A PAK3	ARC CAMK2B CHRNA3 CHRNB2 MAP1A					CHRNA3 TMEFF1		CHRNB2 EPHA4 HECW2 LZTS1		ARC CAMK2B CHRNA3 CHRNB2 DNM3 EPHA4 GHRL MAP1B MAP2 MAP6	ARC CHRNB2 GHRL MAP2 MAP6 MAPK8IP2 SEZ6 TMEFF1		CHRNB2 EPHA4 TRPC6						MAPK8IP2 TMEFF1			DNM3 HECW2 LZTS1				MAPK8IP2 PAK3		ACTL6B CAMK2B DNM3 EPHA4 HECW2 LZTS1 MAP2 MAP6 TRPC6	ACTL6B ARC CHRNB2 LZTS1 MAP1A MAP2 SLC12A5	ACTL6B ARC EPHA4 HECW2 MAP1A MAP2 MAP6 PAK3 SEZ6 SLC12A5 TRPC6	CHRNA3 KIF1A MAPK8IP2 PAK3 TMEFF1	ARC CAMK2B CHRNA3 MAP1A MAP2 MAP6		ACTL6B CAMK2B EPHA4 GHRL LZTS1 MAP6 PAK3 SEZ6		KIF1A TMEFF1	ARC CAMK2B CHRNA3 CHRNB2 EPHA4 GRIN1 HECW2 MAP1B SLC12A5 TRPC6		ARC CHRNA3 DNM3 SLC12A5	ARC CHRNB2 GRIN1 HECW2 MAP6 SEZ6 SLC12A5	CHRNA3 DNM3 EPHA4 HECW2 LZTS1 SLC12A5	ACTL6B DNM3 MAP2 SEZ6 TRPC6			ARC CAMK2B CHRNA3 EPHA4 GHRL GRIN1 HECW2 KIF1A MAP1A MAP1B MAP2 MAP6 SLC12A5	MAPK8IP2 PAK3 TMEFF1		CAMK2B DNM3 EPHA4 HECW2 LZTS1 MAP1A MAP6 SEZ6	ACTL6B ARC CHRNB2 HECW2 LZTS1					ARC CAMK2B CHRNA3 MAPK8IP2	EPHA4 TMEFF1				ARC DNM3 EPHA4 MAP2 SLC12A5		
GO_DENDRITE_EXTENSION		CACNG7 SYT2														CACNG7 SYT2													SYT2 SYT4						SYT4 UNC13A				SYT2 UNC13A	CACNG7 UNC13A	SYT2 UNC13A									CACNG7 SYT4 UNC13A	CACNG7 SYT2	CACNG7 SYT2													
GO_DENDRITE_MEMBRANE														DDN MPP2 TACR3												DDN GABRA1												MPP2 TACR3			DDN MPP2				GABRA1 MPP2 TACR3					GABRA1 TACR3															
GO_DENDRITE_MORPHOGENESIS	GRIN1 MAPK8IP2		EPHA4 KIF1A LZTS1 MAP2 MAP6 MAPK8IP2 PAK3 TRPC6	CAMK2B CHRNB2 PAK3	ARC CAMK2B CHRNA3 CHRNB2							CHRNB2 EPHA4 HECW2 LZTS1		ARC CAMK2B CHRNA3 CHRNB2 DNM3 EPHA4 MAP2 MAP6	ARC CHRNB2 MAP2 MAP6 MAPK8IP2		CHRNB2 EPHA4 TRPC6									DNM3 HECW2 LZTS1	DNM3 MAP2 TRPC6			MAPK8IP2 PAK3		CAMK2B DNM3 EPHA4 HECW2 LZTS1 MAP2 MAP6 TRPC6		ARC EPHA4 HECW2 MAP2 MAP6 PAK3 TRPC6	CHRNA3 KIF1A MAPK8IP2 PAK3	ARC CAMK2B CHRNA3 MAP2 MAP6		CAMK2B EPHA4 LZTS1 MAP6 PAK3			ARC CAMK2B CHRNA3 CHRNB2 EPHA4 GRIN1 HECW2 TRPC6		ARC CHRNA3 DNM3	ARC CHRNB2 GRIN1 HECW2 MAP6	CHRNA3 DNM3 EPHA4 HECW2 LZTS1	DNM3 MAP2 TRPC6	DNM3 HECW2 MAP2		ARC CAMK2B CHRNA3 EPHA4 GRIN1 HECW2 KIF1A MAP2 MAP6	MAPK8IP2 PAK3		CAMK2B DNM3 EPHA4 HECW2 LZTS1 MAP6	ARC CHRNB2 HECW2 LZTS1					ARC CAMK2B CHRNA3 MAPK8IP2					ARC DNM3 EPHA4 MAP2		
GO_DENDRITE_SELF_AVOIDANCE																																		DSCAML1 VSTM2L																	DSCAML1 VSTM2L														
GO_DENDRITE_TERMINUS														MAP2 MAPK8IP1	MAP2 MAPK8IP1																		MAP2 MAPK8IP1	MAP2 MAPK8IP1															MAP2 MAPK8IP1					MAP2 MAPK8IP1											
GO_DENDRITIC_CELL_CHEMOTAXIS																																CCR6 TRPM2																																	
GO_DENDRITIC_CELL_DIFFERENTIATION																			DHRS2 TRPM2																			DHRS2 TRPM2				DHRS2 TRPM2																							
GO_DENDRITIC_CELL_MIGRATION														CCL19 DOCK8				DOCK8 TRPM2														CCR6 DOCK8 TRPM2						DOCK8 TRPM2			CCR6 DOCK8	DOCK8 TRPM2												CCL19 DOCK8											
GO_DENDRITIC_GROWTH_CONE														MAP2 MAPK8IP1	MAP2 MAPK8IP1																		MAP2 MAPK8IP1	MAP2 MAPK8IP1															MAP2 MAPK8IP1					MAP2 MAPK8IP1											
GO_DENDRITIC_SHAFT			EPHA4 LZTS1 MAP2	CNIH2 MAP1A								EPHA4 LZTS1		CNIH2 EPHA4 JPH4 MAP2 MPP2 SLC8A1	CNIH2 MAP2 SEZ6	MPP2 SEZ6		JPH4 MAP2	CNIH2 EPHA4 JPH4 MAP2 SEZ6												CNIH2 EPHA4 MAP2	CNIH2 EPHA4 LZTS1 MAP2 MPP2	CNIH2 LZTS1 MAP1A MAP2 SLC8A1	CNIH2 EPHA4 MAP1A MAP2 SEZ6 SLC8A1		MAP1A MAP2	MAP1A MPP2 SLC8A1	EPHA4 LZTS1 MPP2 SEZ6 SLC8A1	MAP1A SEZ6		EPHA4 JPH4 MPP2	EPHA4 JPH4 MPP2 SLC8A1	CNIH2 JPH4 MPP2	CNIH2 JPH4 MPP2 SEZ6	CNIH2 EPHA4 LZTS1 MPP2 SLC8A1	MAP2 SEZ6			CNIH2 EPHA4 JPH4 MAP1A MAP2 MPP2 SLC8A1		CNIH2 EPHA4 MAP1A SLC8A1	CNIH2 EPHA4 LZTS1 MAP1A SEZ6	LZTS1 SLC8A1	JPH4 MAP2 SEZ6 SLC8A1			CNIH2 EPHA4 MAP1A						EPHA4 MAP2		
GO_DENDRITIC_SPINE_DEVELOPMENT			EPHA4 KIF1A PAK3	CAMK2B PAK3										ARC CAMK2B DNM3 EPHA4														CAMK2B SLC12A5				CAMK2B DNM3 EPHA4		ARC EPHA4 PAK3 SLC12A5	KIF1A PAK3						ARC CAMK2B EPHA4 SLC12A5		ARC DNM3 SLC12A5		DNM3 EPHA4 SLC12A5				ARC CAMK2B EPHA4 KIF1A SLC12A5			CAMK2B DNM3 EPHA4						ARC CAMK2B					ARC DNM3 EPHA4 SLC12A5		
GO_DENDRITIC_SPINE_HEAD																																DNM3 MX2											DNM3 MX2																						
GO_DENDRITIC_SPINE_MORPHOGENESIS			EPHA4 KIF1A PAK3	CAMK2B PAK3	ARC CAMK2B									ARC CAMK2B DNM3 EPHA4																		CAMK2B DNM3 EPHA4		ARC EPHA4 PAK3	KIF1A PAK3	ARC CAMK2B		CAMK2B EPHA4 PAK3			ARC CAMK2B EPHA4		ARC DNM3						ARC CAMK2B EPHA4 KIF1A			CAMK2B DNM3 EPHA4						ARC CAMK2B					ARC DNM3 EPHA4		
GO_DENDRITIC_TRANSPORT														KIF5A KIF5C					KIF5A KIF5C												KIF5A KIF5C																																		
GO_DENDRITIC_TREE	CACNA1B GRIK3 GRIN1 KIF5C		ATCAY BSN CACNA1B CACNA1C CNGA3 CPLX1 CPT1C EPHA4 FRMPD4 GRIK3 GRIK5 KIF1A KIF5A LZTS1 MAP1B MAP2 MAP6 NFASC PALMD PCSK2 PRRT2 PSD SCGN	CNIH2 GRIK3 KCNB2 KCNJ2 MAP1A MX2 PSD	ARC CHRNA3 MAP1A PCSK2 PRRT2 PSD SAMD14	ADORA2A ELFN1				ADORA2A CHRNA3 CPT1C		BSN CPT1C EPHA4 GNAO1 LZTS1 MAPK8IP1 P2RX6 PRKCG PRR7 SAMD14		ARC BSN CACNA1B CHRNA3 CNGA3 CNIH2 CPLX2 DNM3 EPHA4 FRMPD4 GAP43 GNAO1 GRIK5 JPH4 KCNB2 KCNJ2 KIF5A KIF5C MAP1B MAP2 MAP6 MAPK8IP1 MAST1 MPP2 NFASC P2RX6 PALMD PCSK2 PRKCG PRRT2 RET SAMD14 SCGN SLC8A1 SV2A SYN1	ADCY2 APBB1 ARC ATCAY CNIH2 GAP43 GNAO1 GRIK3 GRIK5 MAP2 MAP6 MAPK8IP1 NCS1 NFASC P2RX6 PALMD PRR7 SCGN SEZ6 SYN1 TUBB3	APBB1 CNGA3 FRMPD4 GRIK5 KCNJ2 KIF5A MPP2 MX2 NFASC PALMD PCSK2 PRRT2 SAMD14 SEZ6 TPGS1	APBB1 CACNA1C EPHA4 GAP43 MX2 PRRT2 RGS14 SAMD14		ADCY2 ADORA2A APBB1 BSN CACNA1C CNIH2 EPHA4 GAP43 GRIK5 JPH4 KIF5A KIF5C MAP2 PALMD PRRT2 PSD SCGN SEZ6							APBB1 ATCAY CACNA1B DNM3 LZTS1 MAST1 PALMD	ADCY2 CACNA1C CPLX1 DNM3 KIF5A MAP2 NFASC	ATCAY CACNA1B CPLX1 GAP43	ATCAY BSN KIF5C MX2 NFASC PRR7 PRRT2 SYT4	ATCAY CACNA1B GRIK3 KIF5C SYT4	ADCY2 APBB1 ATCAY BSN CACNA1B CACNA1C CNIH2 CPT1C EPHA4 FRMPD4 GAP43 GRIK5 KCNJ2 KIF5A KIF5C MAP2 MX2 P2RX6 PALMD PCSK2 PSD SAMD14 SCGN SYN1	APBB1 ATCAY BSN CNIH2 CPLX1 DNM3 EPHA4 KIF5A LZTS1 MAP2 MAP6 MPP2 MX2 NFASC PRRT2 PSD SAMD14 SCGN	ADCY2 ARC BSN CNGA3 CNIH2 CPLX1 CPLX2 CPT1C ELFN1 GRIK5 KCNB2 KCNJ2 KIF5A LZTS1 MAP1A MAP2 MAPK8IP1 MAST1 MX2 NCS1 NFASC P2RX6 PALMD PRR7 PRRT2 RGS14 SAMD14 SLC8A1 SYN1 TPGS1 TUBB3	ADORA2A APBB1 ARC ATCAY CACNA1C CNGA3 CNIH2 CPLX1 CPLX2 ELFN1 EPHA4 GAP43 GNAO1 GRIK5 KCNB2 KCNJ2 KIF5A MAP1A MAP2 MAP6 MAPK8IP1 MAST1 MX2 NCS1 NFASC PALMD PRR7 PRRT2 PSD RGS14 SAMD14 SCGN SEZ6 SLC8A1 SYN1 TPGS1	CACNA1B CHRNA3 GRIK3 KIF1A KIF5C SYT4	ADCY2 ARC BSN CHRNA3 CPLX1 GNAO1 KCNB2 KIF5A MAP1A MAP2 MAP6 NFASC P2RX6 PRRT2 RET	APBB1 GNAO1 KCNB2 MAP1A MPP2 P2RX6 PCSK2 PRRT2 SLC8A1	CACNA1C CNGA3 CPLX1 CPT1C EPHA4 GAP43 GNAO1 LZTS1 MAP6 MPP2 NCS1 P2RX6 PCSK2 PSD RGS14 SCGN SEZ6 SLC8A1			ADCY2 ARC BSN CACNA1B CHRNA3 CPLX1 EPHA4 GAP43 GNAO1 GRIK5 GRIN1 JPH4 KCNB2 KCNJ2 KIF5A MAP1B MAST1 MPP2 MX2 NCS1 P2RX6 PALMD PRKCG PRR7 PSD SAMD14 SV2A TPGS1	ADCY2 APBB1 CACNA1B CACNA1C CPLX2 ELFN1 EPHA4 JPH4 MAST1 MPP2 PALMD SCGN SLC8A1	ARC CHRNA3 CNIH2 DNM3 JPH4 MPP2 MX2 PRR7 SAMD14 TUBB3	APBB1 ARC CNGA3 CNIH2 CPLX1 CPLX2 FRMPD4 GNAO1 GRIK5 GRIN1 JPH4 KCNJ2 MAP6 MPP2 P2RX6 PALMD PCSK2 RET SEZ6 TPGS1	ATCAY CHRNA3 CNIH2 CPLX1 DNM3 EPHA4 GAP43 KCNJ2 LZTS1 MPP2 PALMD PSD RGS14 SAMD14 SLC8A1 SYN1 TUBB3		ADCY2 ATCAY CPLX1 DNM3 KIF5A MAP2 SV2A TPGS1	ADORA2A RGS14	APBB1 ARC BSN CHRNA3 CNGA3 CNIH2 CPLX2 ELFN1 EPHA4 FRMPD4 GRIK5 GRIN1 JPH4 KIF1A MAP1A MAP1B MAP2 MAP6 MAPK8IP1 MAST1 MPP2 MX2 NCS1 NFASC PALMD PRKCG PRR7 PRRT2 PSD RET RGS14 SAMD14 SCGN SLC8A1 TUBB3	ATCAY CACNA1B GRIK3 KIF5C SYT4	ATCAY CACNA1B CNIH2 CPLX2 CPT1C EPHA4 FRMPD4 GAP43 GNAO1 GRIN1 KIF5A MAP1A MAPK8IP1 PRKCG PRR7 RGS14 SCGN SLC8A1 SV2A	ADORA2A BSN CACNA1B CACNA1C CNIH2 CPLX1 CPLX2 DNM3 EPHA4 GNAO1 GRIK5 KCNJ2 KIF5C LZTS1 MAP1A MAP6 MAPK8IP1 MAST1 NCS1 NFASC PALMD PRKCG PRR7 PSD RET SEZ6 TUBB3		ADORA2A APBB1 BSN CACNA1C CPLX1 FRMPD4 GAP43 GNAO1 GRIK5 JPH4 KCNB2 KCNJ2 MAP1B MAP2 MAPK8IP1 MX2 NFASC P2RX6 PRRT2 RET RGS14 SEZ6 SLC8A1 SV2A SYN1 TPGS1 TUBB3			APBB1 BSN CNIH2 CPLX1 EPHA4 GNAO1 GRIK5 KCNJ2 MAP1A MAST1 MX2 NCS1 PRKCG RET SAMD14 SV2A TPGS1 TUBB3	ARC CHRNA3 NCS1 PRRT2 PSD SAMD14 TPGS1	APBB1 EPHA4 TPGS1			ARC CNIH2 GAP43 KCNJ2 P2RX6 PRKCG PRR7	ARC DNM3 EPHA4 KCNB2 KCNJ2 MAP2 PRKCG PRRT2 RGS14 SAMD14 SYN1 TPGS1		ADORA2A P2RX6 PRR7
GO_DENSE_CORE_GRANULE			KIF1A STXBP5L SYT5		CADPS SYT2									CADPS STXBP5L SYT2 SYT5	NCS1 SYT5	STXBP5L SYT2	CADPS SYT2	CADPS SYT2									STXBP5L SYT2		NPY SYT2 SYT4		SCG2 STXBP5L SYT5	CADPS STXBP5L SYT2	CADPS NCS1 SCG2 STXBP5L SYT2 SYT5	CHGA NCS1 NPY SCG2 SYT5	KIF1A NPY SYT4	CADPS CHGA SCG2		CADPS NCS1 SCG2 SYT2		KIF1A NPY	CADPS NCS1 NPY SYT2			CADPS NPY STXBP5L	STXBP5L SYT5				CADPS KIF1A NCS1 STXBP5L SYT5	CHGA SYT4	CHGA STXBP5L SYT2 SYT5	NCS1 SYT2 SYT5	SYT2 SYT5	STXBP5L SYT2 SYT5			CADPS CHGA NCS1 STXBP5L SYT5					STXBP5L SYT2 SYT5			
GO_DENSE_CORE_GRANULE_EXOCYTOSIS			BAIAP3 UNC13A		BAIAP3 CADPS									BAIAP3 CADPS				BAIAP3 CADPS											BAIAP3 SYT4			BAIAP3 CADPS	BAIAP3 CADPS		SYT4 UNC13A			BAIAP3 CADPS			CADPS UNC13A								BAIAP3 CADPS	SYT4 UNC13A							CADPS UNC13A								
GO_DENSE_CORE_GRANULE_MEMBRANE			KIF1A SYT5											CADPS SYT5																			CADPS SYT5		KIF1A SYT4														CADPS KIF1A SYT5								CADPS SYT5								
GO_DENSE_CORE_GRANULE_TRANSPORT			KIF1A KIF5A MAP2											KIF5A MAP2					KIF5A MAP2								KIF5A MAP2				KIF5A MAP2	KIF5A MAP2	KIF5A MAP2	KIF5A MAP2	KIF1A SYT4	KIF5A MAP2											KIF5A MAP2		KIF1A MAP2																
GO_DENTATE_GYRUS_DEVELOPMENT			LMX1A MDK																												LMX1A MDK					MDK NEUROD1		LMX1A MDK NEUROD1											LMX1A NEUROD1																
GO_DENTATE_GYRUS_MOSSY_FIBER														MAP1B MAPK8IP1																																			MAP1B MAPK8IP1					MAP1B MAPK8IP1											
GO_DERMATAN_SULFATE_METABOLIC_PROCESS			BGN VCAN																																																														
GO_DERMATAN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS			BGN VCAN																																																														
GO_DETECTION_OF_ABIOTIC_STIMULUS																														KIT TAC1																				ELOVL4 TAC1															
GO_DETECTION_OF_CALCIUM_ION														KCNMB2 KCNMB3			KCNMB2 KCNMB3																KCNMB2 KCNMB3													KCNMB2 KCNMB3																			
GO_DETECTION_OF_LIGHT_STIMULUS					ELOVL4 PLEKHB1																																																												
