	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	CSRNP3	CXXC4	DACH1	DZIP1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU2F2	POU5F1	PROX1	RFX6	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF853	ZNF883
GO_ENDOCARDIAL_CUSHION_DEVELOPMENT	0	0	2	0	0	0	0	0	0	0	0	0	2	3	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ENDOCARDIAL_CUSHION_MORPHOGENESIS	0	0	2	0	0	0	0	0	0	0	0	0	2	3	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ENDOCRINE_HORMONE_SECRETION	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ENDOCRINE_PANCREAS_DEVELOPMENT	0	0	2	0	0	0	0	0	0	2	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	4	0	0	4	0	3	2	0	0	0	4	3	2	0	0	0	6	0	0	0	3	2	0	0	2	0	0	0	0	0	0	0	0
GO_ENDOCRINE_PROCESS	3	0	0	0	0	0	2	2	0	0	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	2	3	0	0	4	2	0	0	3	0	0	0	2	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ENDOCRINE_SYSTEM_DEVELOPMENT	2	0	6	0	0	0	0	0	0	2	0	0	2	5	4	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	6	0	5	5	2	6	0	5	0	0	0	0	5	4	3	0	0	0	7	3	0	0	4	6	0	0	0	0	0	0	0	0	0	0	0
GO_ENDOCYTIC_VESICLE_LUMEN	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
GO_ENDOCYTOSIS	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	13	5	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
GO_ENDODERMAL_CELL_DIFFERENTIATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ENDODERM_DEVELOPMENT	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
GO_ENDODERM_FORMATION	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ENDOMEMBRANE_SYSTEM_ORGANIZATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ENDOPEPTIDASE_ACTIVITY	0	0	14	5	0	0	0	0	0	0	0	0	0	12	9	12	0	0	8	0	0	0	0	0	0	0	0	3	0	0	0	0	15	0	0	8	5	11	0	0	0	0	6	11	9	0	0	0	0	0	9	8	0	9	0	0	0	0	0	0	0	0	6	0	0
GO_ENDOPEPTIDASE_REGULATOR_ACTIVITY	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ENDOPLASMIC_RETICULUM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
GO_ENDOPLASMIC_RETICULUM_LUMEN	3	0	0	0	0	0	0	0	0	0	0	0	0	9	0	7	0	0	8	0	0	0	0	0	0	3	0	0	0	0	10	0	11	9	0	0	0	10	0	0	0	0	0	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ENDOSOME	0	0	15	0	10	0	0	2	0	0	0	0	0	22	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	22	0	11	0	0	0	4	0	0	0	0	0	0	0	0	20	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
GO_ENDOSOME_LUMEN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ENDOTHELIAL_CELL_DEVELOPMENT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ENDOTHELIAL_CELL_MIGRATION	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ENDOTHELIAL_CELL_PROLIFERATION	0	0	0	0	0	0	2	0	0	0	0	0	3	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	8	5	0	8	0	5	0	7	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0
GO_ENDOTHELIUM_DEVELOPMENT	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
GO_ENERGY_RESERVE_METABOLIC_PROCESS	0	0	0	2	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
GO_ENSHEATHMENT_OF_NEURONS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ENTEROENDOCRINE_CELL_DIFFERENTIATION	0	0	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	0	3	0	3	2	0	0	0	3	2	2	0	0	0	5	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0
GO_ENTRY_INTO_HOST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ENVELOPE	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
GO_ENZYME_ACTIVATOR_ACTIVITY	0	0	0	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	9	0	0
GO_ENZYME_INHIBITOR_ACTIVITY	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7	0	4	0	0	0	3	0	0	0	0	0	0	0	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	2	0	0	0	0	0	0	0	0	18	8	0	0	0	0	0	0	0
GO_ENZYME_REGULATOR_ACTIVITY	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	0	6	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_EPHRIN_RECEPTOR_ACTIVITY	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	2	0	0	0	0	0	0	0	2	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0
GO_EPHRIN_RECEPTOR_BINDING	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	2	0	0	0	0	0	0	0	2	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0
GO_EPHRIN_RECEPTOR_SIGNALING_PATHWAY	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	4	2	0	0	0	0	0	0	4	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GO_EPITHELIAL_CELL_APOPTOTIC_PROCESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_EPITHELIAL_CELL_DEVELOPMENT	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	6	0	0	0	0	0	2	0	0	0	0	0	0	6	8	0	0	7	3	0	0	0	0	0	5	0	8	0	0	0	6	0	6	0	5	0	0	0	0	0	0	0	0	0	0	0	0
GO_EPITHELIAL_CELL_DIFFERENTIATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_EPITHELIAL_CELL_FATE_COMMITMENT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_EPITHELIAL_CELL_MATURATION	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0
GO_EPITHELIAL_CELL_PROLIFERATION	0	0	9	0	0	0	0	0	0	0	0	0	4	0	9	0	0	0	8	0	0	0	0	0	0	0	0	0	0	3	13	0	0	13	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
GO_EPITHELIAL_CILIUM_MOVEMENT_INVOLVED_IN_DETERMINATION_OF_LEFT_RIGHT_ASYMMETRY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0
GO_EPITHELIAL_STRUCTURE_MAINTENANCE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
GO_EPITHELIAL_TUBE_MORPHOGENESIS	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
GO_EPITHELIUM_DEVELOPMENT	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	19	0	0	4	0	0	0	0	0	6	0	0	0	18	0	0	0	16	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ERK1_AND_ERK2_CASCADE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ERYTHROCYTE_HOMEOSTASIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ESTABLISHMENT_OF_CELL_POLARITY	0	0	5	0	0	0	0	0	0	0	0	0	3	6	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	6	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0
GO_ESTABLISHMENT_OF_ENDOTHELIAL_BARRIER	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ESTABLISHMENT_OF_LYMPHOCYTE_POLARITY	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GO_ESTABLISHMENT_OF_MITOCHONDRION_LOCALIZATION	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION	0	4	8	0	0	0	0	0	0	0	0	0	0	12	0	0	4	0	0	0	0	0	0	0	0	0	5	0	6	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_POSTSYNAPTIC_MEMBRANE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	2	2	0	0	0	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ESTABLISHMENT_OF_RNA_LOCALIZATION	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ESTABLISHMENT_OF_TISSUE_POLARITY	0	2	0	0	3	0	0	0	0	0	0	3	0	0	4	0	0	0	4	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	5	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ESTABLISHMENT_OR_MAINTENANCE_OF_BIPOLAR_CELL_POLARITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
GO_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY	0	0	7	0	0	0	0	0	0	0	0	0	3	9	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	5	8	0	0	0	0	0	0	0	6	0	0	0	0	3	0	0	8	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0
GO_ESTABLISHMENT_OR_MAINTENANCE_OF_MONOPOLAR_CELL_POLARITY	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_EUKARYOTIC_INITIATION_FACTOR_4E_BINDING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_EXCITATORY_EXTRACELLULAR_LIGAND_GATED_ION_CHANNEL_ACTIVITY	0	0	0	0	2	0	0	0	0	0	0	3	0	4	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GO_EXCITATORY_SYNAPSE	0	0	2	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	4	4	0	2	0	0	0	0	4	0	0	4	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
GO_EXCITATORY_SYNAPSE_ASSEMBLY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GO_EXCRETION	0	2	0	0	2	0	0	0	0	2	0	0	3	3	0	0	0	0	4	0	2	0	2	0	0	3	0	0	0	0	4	0	0	4	0	4	0	0	0	0	4	3	0	0	3	0	0	0	0	0	3	0	3	4	0	0	0	0	0	0	0	2	0	0	0
GO_EXIT_FROM_MITOSIS	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_EXOCRINE_SYSTEM_DEVELOPMENT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GO_EXOCYTIC_INSERTION_OF_NEUROTRANSMITTER_RECEPTOR_TO_POSTSYNAPTIC_MEMBRANE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	2	2	0	0	0	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_EXOCYTIC_PROCESS	0	0	4	0	0	0	0	0	0	0	0	0	0	5	3	4	0	0	5	0	0	0	0	0	0	0	3	0	2	0	4	4	6	7	0	0	0	3	0	0	6	3	0	5	0	0	3	0	5	0	4	3	0	4	0	0	5	2	0	0	0	0	0	0	0
GO_EXOCYTIC_VESICLE	0	0	10	3	6	0	0	0	0	0	0	0	0	12	7	7	0	0	9	0	4	0	0	0	0	0	4	0	6	0	13	7	11	13	3	4	0	9	4	3	12	4	5	8	6	0	3	0	15	0	9	5	5	9	0	0	8	3	2	0	0	0	6	0	2
GO_EXOCYTOSIS	0	6	15	0	10	0	0	0	0	0	0	0	0	23	0	15	0	8	16	0	5	4	4	0	4	0	10	0	8	0	0	20	26	24	0	10	0	0	0	0	21	0	0	0	0	7	0	2	24	7	0	0	13	19	0	0	22	8	0	0	0	0	10	0	3
GO_EXOGENOUS_PROTEIN_BINDING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	4	0	0	4	0	0	0	3	0	0	4	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_EXOPEPTIDASE_ACTIVITY	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	6	0	4	5	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0
GO_EXPORT_ACROSS_PLASMA_MEMBRANE	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	2	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0
GO_EXTERNAL_SIDE_OF_PLASMA_MEMBRANE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_EXTRACELLULAR_LIGAND_GATED_ION_CHANNEL_ACTIVITY	2	0	0	2	2	0	0	0	0	0	0	3	0	6	5	0	2	0	4	0	0	0	0	0	2	3	0	0	0	0	4	0	4	0	2	3	2	0	0	0	6	2	0	4	0	0	0	0	3	2	4	0	3	0	0	0	3	2	0	0	0	0	0	0	0
GO_EXTRACELLULAR_MATRIX	0	0	16	0	8	0	0	0	0	3	0	7	6	17	11	13	0	0	14	0	7	3	5	0	4	4	7	0	0	0	16	10	14	16	0	10	8	17	9	0	17	7	0	0	11	0	0	0	14	7	13	10	13	16	0	0	17	5	4	4	0	7	7	0	4
GO_EXTRACELLULAR_MATRIX_BINDING	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_EXTRACELLULAR_MATRIX_DISASSEMBLY	0	0	3	0	0	0	0	0	0	0	0	2	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	3	0	0	0	2	0	0	0	0	0	0	0
GO_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT	0	0	5	0	0	0	0	0	0	0	0	3	3	0	0	5	0	0	4	0	2	0	2	0	2	2	3	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	0	0	3	0	4	4	0	0	0	6	0	0	0	0	0	0	0	3
GO_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT_CONFERRING_COMPRESSION_RESISTANCE	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_EXTRACELLULAR_STRUCTURE_ORGANIZATION	0	0	11	0	0	0	0	0	0	0	0	0	0	10	0	7	0	4	0	0	3	2	2	3	0	0	0	0	0	0	9	0	0	10	0	0	5	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	4	0	0	0	0	0	0	2
GO_EXTRACELLULAR_TRANSPORT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0
GO_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
GO_EXTRINSIC_COMPONENT_OF_CYTOPLASMIC_SIDE_OF_PLASMA_MEMBRANE	0	0	3	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GO_EXTRINSIC_COMPONENT_OF_MEMBRANE	0	3	7	0	0	0	0	0	0	0	0	0	0	12	7	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	8	0	8	12	0	0	0	9	0	0	9	0	0	7	6	4	4	0	8	0	0	0	0	10	0	0	8	4	0	0	3	0	0	0	0
GO_EXTRINSIC_COMPONENT_OF_ORGANELLE_MEMBRANE	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
