	ARNT2	ARX	ASCL1	ASCL2	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HES4	HEY1	HIC1	HLF	HMBOX1	INSM1	ISL1	LMX1A	LMX1B	MAFA	MAFB	NEUROD1	NEUROD2	NEUROG3	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU2F2	POU5F1	RFX6	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF883
GO_CYTOSKELETON_ORGANIZATION	DNAJB13 EML1 PARD6A SPTBN4 STARD9	ACTL6B BRSK2 PAK6 RGS4 SMTNL2 STMN4 TMEFF2 TPPP3 TRPM2 TUBB2B TUBB3		DNAJB13 DST GAN PAK6 RGS14 TRPM2	ARC BRSK1 BRSK2 EML1 FSD1 MAD2L2 MAP2 MAP6 PLEKHH2 TEKT2 TPGS1 TUBB3			ANK2 CCDC39 CLIP3 DST FRMPD4 GOLGA8B HOOK3 JAM3 LIMCH1 MAP1A MAP1B MAST1 NAV3 NEFM PAX6 PLEKHH2 RGS4 SAMD14 SFRP1 TEKT2 TMOD2	ACTL6B ARC CCDC39 CRMP1 EML1 LCP1 NEFM TMOD2 TRPM2		ABLIM2 LIMCH1 PAX6 STMN2 TMOD1 TMOD2 TUBB4A	CSF1R EML1 MAST1 SPC25 STMN4 TUBA1A					ABLIM2 BRSK1 CSF1R JAM3 PARD6A SMTNL2 TPGS1 TUBB2B		HEPACAM2 MAP1A MAP6 NAV3 PGM5 PRPH RGS14 RGS4 TMEFF2 TRPM2								ARC CCDC39 DNAJB13 GOLGA8B MAST1								PAK6 PLEKHH2 TMOD1			ABLIM2 ANK2 BRSK1 CLIP3 FRMPD4 HEPACAM2 JAM3 LCP1 MAP1A MAP1B MAP2 MAP6 MDK NEFM PAK6 RGS14 RGS4 SAMD14 SPC25 SPTBN4 TMEFF2 TMOD1 TPGS1 TPPP3 TUBA1A TUBB2B	CRMP1 FOXJ1 GOLGA8B LCP1 LRRC49 PARD6A SYNE2 TUBB2B			ARC BRSK1 CLIP3 DST EML1 GAN GHRL HOOK3 JAM3 KIF19 MAP6 MDK PLEKHH2 RGS14 STMN3 SYNE2 TMOD1 TPPP3					CSF1R LCP1 MAST1 SPTBN4 STMN3 TUBA1A TUBB3		
GO_CYTOSOLIC_CALCIUM_ION_TRANSPORT								ANK2 CACNA1C CCL19 JPH4 SLC8A1											CACNA1C TRPM2																														
GO_DECIDUALIZATION		SPP1 TPPP3																																				SPP1 TPPP3				GHRL TPPP3							
GO_DEFENSE_RESPONSE													CFH CRISP3 SCUBE1	IFNE MUC16 MUC5AC		CD200 IFI6 IFIT1 MAPK8IP2 MX2	ADORA2A CCL19 CSF1R DEFB1 FFAR2 GCH1 IFI27 JAM3 MX2											APOA1 C7 CCL19 EXOSC4 LSP1 PDE2A SLC30A8 SPP1 VGF							CRISP3 GGT5 MUC16 SPON2					ISL1 MEP1B TAC1									CFH CRISP3 DPEP1 MUC2 MUC3A
GO_DEFENSE_RESPONSE_TO_BACTERIUM															CHGA ZG16																																		
GO_DEFENSE_RESPONSE_TO_GRAM_POSITIVE_BACTERIUM															CHGA ZG16						DEFB1 ZG16																												
GO_DEFENSE_RESPONSE_TO_OTHER_ORGANISM												C7 CSF1R MUC5AC MX2 SPON2 ZG16		IFNE MUC16 MUC5AC			CCL19 CSF1R DEFB1 FFAR2 GCH1 IFI27 MX2																		CRISP3 MUC16 SPON2											C7 FFAR2 GCH1 IFIT1 MX2 ZG16			CFH CRISP3 MUC2 MUC3A
GO_DEFENSE_RESPONSE_TO_VIRUS																IFI6 IFIT1 MX2															IFIT1 PTPN22 SPON2																		
GO_DENDRITE_CYTOPLASM																																						KIF5A MAP2											
GO_DENDRITE_DEVELOPMENT	CHRNB2 DNM3	ACTL6B CAMK2B SEZ6			ARC DNM3 MAP2 MAP6 SLC12A5		MAP1A TMEFF1 TRPC6		ACTL6B ARC EPHA4 HECW2 TRPC6	DNM3 GHRL	CHRNA3 CHRNB2 HECW2				ARC MAP6					LZTS1 TRPC6							ARC GRIN1			KIF1A LZTS1								MAP1A MAP1B MAP2 MAP6 SEZ6 SLC12A5				ARC GHRL MAP6 SEZ6						CAMK2B GRIN1 LZTS1 MAP1A MAP6 SEZ6 TMEFF1	
GO_DENDRITE_MEMBRANE																																						GABRA1 MPP2				GABRA1 MPP2						DDN MPP2	
GO_DENDRITE_MORPHOGENESIS	CHRNB2 DNM3				ARC DNM3 MAP2 MAP6				ARC EPHA4 HECW2 TRPC6		CHRNA3 CHRNB2 HECW2				ARC MAP6					LZTS1 TRPC6							ARC GRIN1			KIF1A LZTS1																		CAMK2B GRIN1 LZTS1 MAP6	
GO_DENDRITIC_CELL_DIFFERENTIATION									DHRS2 TRPM2																													CCL19 DHRS2											
GO_DENDRITIC_CELL_MIGRATION		DOCK8 TRPM2																																															
GO_DENDRITIC_SHAFT		MPP2 SEZ6 SLC8A1			CNIH2 JPH4 MAP2			JPH4 MAP1A SLC8A1												LZTS1 MPP2																		CNIH2 MAP1A MAP2 MPP2 SEZ6				JPH4 MPP2 SEZ6						CNIH2 LZTS1 MAP1A MPP2 SEZ6	
GO_DENDRITIC_SPINE_DEVELOPMENT					ARC DNM3 SLC12A5				ARC EPHA4																																								
GO_DENDRITIC_SPINE_MORPHOGENESIS					ARC DNM3				ARC EPHA4																																								
GO_DENDRITIC_TREE	DNM3 KCNJ2 PRKCG SV2A	GAP43 KCNB2 KCNJ2 MPP2 MX2 PRKCG SEZ6 SLC8A1 SYN1 TUBB3		DNM3 ELFN1 KCNB2 KCNJ2 RGS14	APBB1 ARC CACNA1C CNGA3 CNIH2 DNM3 JPH4 MAP2 MAP6 PSD SYN1 TPGS1 TUBB3			BSN CACNA1C CNGA3 CPLX2 FRMPD4 JPH4 KCNB2 KCNJ2 KIF5A MAP1A MAP1B MAST1 PCSK2 PRKCG PSD RET SAMD14 SLC8A1 SV2A				MAST1 MX2 P2RX6 PRR7			ARC MAP6 PRKCG				CACNA1C GNAO1 MAP1A MAP6 RGS14	CPLX1 LZTS1 MPP2	ADCY2 CPT1C FRMPD4 P2RX6 PALMD PCSK2 SYN1				ADCY2 DNM3 KCNJ2 NCS1 RET		ARC GRIN1 MAPK8IP1 MAST1 PRRT2 SV2A					ADORA2A GRIK5 KIF1A PRRT2	CPLX1 LZTS1 PALMD SV2A		DNM3 P2RX6	ARC CPLX1 KCNB2 MX2 NFASC PRRT2 TPGS1		ADCY2 APBB1 BSN CACNA1C CNIH2 CPLX2 FRMPD4 GAP43 GNAO1 GRIK5 KCNB2 KIF5A MAP1A MAP1B MAP2 MAP6 MPP2 NFASC PALMD PCSK2 PSD RET RGS14 SAMD14 SCGN SEZ6 SV2A TPGS1			GAP43 RET	ADCY2 ADORA2A ARC CACNA1C CNGA3 JPH4 MAP6 MPP2 P2RX6 PCSK2 PRR7 PRRT2 RGS14 SEZ6 SYN1			ATCAY CACNA1B GNAO1 GRIK3	KIF5A MX2 PALMD SLC8A1 TUBB3	CPLX2 GRIK5 MAST1 NCS1 TUBB3	APBB1 CNIH2 CPT1C GRIN1 LZTS1 MAP1A MAP6 MAPK8IP1 MPP2 P2RX6 PRR7 RET SCGN SEZ6	
GO_DENSE_CORE_GRANULE								STXBP5L SYT2							CHGA STXBP5L SYT5							CHGA NPY	CADPS SYT2							CADPS KIF1A		KIF1A NPY						CHGA STXBP5L		STXBP5L SYT5									
GO_DENSE_CORE_GRANULE_MEMBRANE																														CADPS KIF1A																			
GO_DENSE_CORE_GRANULE_TRANSPORT																																						KIF5A MAP2											
GO_DENTATE_GYRUS_DEVELOPMENT																																						LMX1A MDK				MDK NEUROD1							
GO_DERMATAN_SULFATE_METABOLIC_PROCESS																																						BGN VCAN											
GO_DERMATAN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS																																						BGN VCAN											
GO_DETECTION_OF_ABIOTIC_STIMULUS																																												STRC TAC1					
GO_DETECTION_OF_CALCIUM_ION																																						KCNMB2 KCNMB3											
GO_DEVELOPMENTAL_CELL_GROWTH		PAK6 RGS4 SPP1 SYT2						AGT ISLR2 MAP1B RGS4 SYT2																														AGT CACNG7 MAP1B MAP2 PAK6 RGS4 SPP1						ISLR2 RGS4					
GO_DEVELOPMENTAL_GROWTH		ANXA6 GAP43 PAK6 RGS4 SPP1 SYT2 UNC79																					DLL1 NKD1 SFRP1 SYT2 TP73								DLL1 MDK PLAG1 RGS4 SYT2 TP73							AGT ANXA6 CACNG7 GAP43 MAP1B MAP2 MDK NDRG4 PAK6 RGS4 SLC12A5 SPP1 SPTBN4						ISLR2 RGS4 TP73			ANXA6 NKD1 NKX6-1 SPTBN4		
GO_DEVELOPMENTAL_GROWTH_INVOLVED_IN_MORPHOGENESIS		PAK6 SPP1 SYT2																					NKD1 SFRP1 SYT2																								NKD1 NKX6-1		
GO_DEVELOPMENTAL_MATURATION	CEND1 SPTBN4	ACTL6B C1QL1 CAMK2B DCHS1 IGSF21 SEZ6			BAIAP3 C1QL1 CDK5R2 SYP TFCP2L1			AKR1B1 BAIAP3 CCL19 FEV MAP1B PTPRN RET SYP											DEFB1 MMP2 PTPRN				AKR1B1 DCHS1 DEFB1			CCR6 TFCP2L1	CCR6 GRIN1		AKR1B1 TFCP2L1					AKR1B1 CEND1			AKR1B1 CEND1 DCHS1	AKR1B1 BAIAP3 CCL19 CDK5R2 CEND1 FEV IGSF21 MAP1B NFASC RET SEZ6 SPTBN4 SYP				AKR1B1 BAIAP3 C1QL1 CCR6 CDK5R2 CEND1 DCHS1 DEFB1 MMP2 PTPRN SEZ6					C1QL1 CDK5R2 MMP2 NKX6-1 SPTBN4 SYP	AKR1B1 CAMK2B GRIN1 RET SEZ6 SYP	
GO_DEVELOPMENTAL_PROCESS_INVOLVED_IN_REPRODUCTION						SSTR3 TSSK4																																				ASCL2 CCR6 DEFB1 GGT5 GHRL ID4 JAM3 MDK PTPRN TPPP3 VGF							
GO_DEVELOPMENT_OF_PRIMARY_FEMALE_SEXUAL_CHARACTERISTICS								DACH1 PCYT1B PTPRN SFRP1																																								DACH1 PCYT1B VGF	
GO_DICARBOXYLIC_ACID_TRANSPORT		SNAP25 STX1A																		CPLX1 SLC26A7												ADORA2A SNAP25																	
GO_DIENCEPHALON_DEVELOPMENT											CHRNB2 PAX6																																						
GO_DIGESTION					MUC2 SCT WNK3			SLC26A7 SST UCN3 WNK3														SCT SST			APOA1 PGA5			APOA1 ENPP7 SST	CLPS ENPP7								PGA4 SCT					GHRL NEUROD1 PGA3 PGA4 SCT	CLPS ENPP7	SCT TAC1					
GO_DIGESTIVE_SYSTEM_DEVELOPMENT								CCDC39 GIP RET SFRP1	CCDC39 IGF2 PYY													CCDC39 NPY SCT	DCHS1 SFRP1														CCDC39 DCHS1 SCT								ASCL1 DCHS1				
GO_DIGESTIVE_SYSTEM_PROCESS					MUC2 SCT WNK3																							APOA1 ENPP7														GHRL NEUROD1 SCT		SCT TAC1					
GO_DIOL_BIOSYNTHETIC_PROCESS																																										GCH1 QDPR							
GO_DIOL_METABOLIC_PROCESS																																										GCH1 QDPR							
GO_DISTAL_AXON	MAP3K12 PRKCG	BRSK2 GAP43 PRKCG SLC18A1 SLC8A1 SNAP25 STMN4 TUBB3 UCN3			APBB1 BRSK1 BRSK2 CDK5R2 MAP2 SNAP25 SYP TUBB3			CPLX2 MAP1B PRKCG PTPRN SLC8A1 SYP TMOD2 UCN3	CRMP1 EPHA4 GAP43 TMOD2 UCN3 UNC13A		SLC18A1 STMN2 TMOD2		MAP3K12 PRKCG							CPLX1 KCNAB2					NCS1 SLC18A1	APBB1 CPLX2	GRIN1 MAPK8IP1 PRRT2					BRSK1 CDK5R2 GRIK5 KCNAB2 PRRT2 SNAP25						APBB1 BOC BRSK1 CDK5R2 CPLX2 GAP43 GRIK5 MAP1B MAP2 NTS SCGN SLC18A1 SNAP25 SYP UCN3				BRSK1 CDK5R2 PRRT2 PTPRN STMN3			ATCAY GRIK3 KCNA6	KCNA6 SLC8A1 TUBB3	CDK5R2 CPLX2 GRIK5 NCS1 STMN3 SYP TUBB3	APBB1 GRIN1 MAPK8IP1 SCGN SYP	
GO_DIVALENT_INORGANIC_CATION_HOMEOSTASIS		ANXA6 SLC30A8 SLC8A1 TRPM2						AGT ANK2 AVPR1B CACNA1C CACNB2 CCL19 JPH4 SLC30A8 SLC8A1 SV2A TRPC6												CCR6 SLC30A4 TRPC6							CCR6 GRIN1 SV2A						ANXA6 SV2A					AGT ANK2 ANXA6 CACNA1A CACNA1C CCL19 FFAR1 SCGN SGCD SV2A				AGT AVPR1B CACNA1C CCR6 GHRL JPH4 KCNK3 TRPC7							
GO_DIVALENT_INORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		ANXA6 SLC30A8 SLC8A1 TRPM2		TRPC7 TRPM2			CACNG6 SLC30A4 TRPC6 TRPC7	CACNA1C CACNB2 CACNB4 SLC30A8 SLC8A1 TRPC6											CACNA1C TRPM2	CACNB4 SLC30A4 TRPC6	ANXA6 CACNB4 SLC30A8	CACNA1C CACNG6 SLC30A8 TRPC6			CACNG6 NCS1 TRPC7													ANXA6 CACNA1A CACNA1C CACNB4 CACNG7									ANXA6 NCS1		
GO_DIVALENT_INORGANIC_CATION_TRANSPORT		ANXA6 CAMK2B KCNJ2 RGS4 S100A1 SLC30A8 SLC8A1 TRPM2		KCNJ2 TRPC7 TRPM2			AHNAK CACNG6 FGF14 SLC30A4 TRPC6 TRPC7	AGT ANK2 CACNA1C CACNB2 CACNB4 CCL19 JPH4 KCNJ2 RGS4 SLC30A8 SLC8A1 TRPC6 WNK3											AGT CACNA1C RGS4 TRPM2	CACNB4 SLC30A4 TRPC6	ANXA6 CACNB4 RGS4 S100A1 SLC30A8	CACNA1C CACNG6 SLC30A8 TRPC6			CACNG6 KCNJ2 NCS1 TRPC7													AGT ANK2 ANXA6 CACNA1A CACNA1C CACNB4 CACNG7 CCL19 FFAR1 FGF14 RGS4 S100A1						RGS4 S100A1				AGT ANXA6 CAMK2B FGF14 GRIN1 S100A1	
GO_DNA_BINDING_TRANSCRIPTION_ACTIVATOR_ACTIVITY																																							FOXJ1 NFAT5 POU5F1 TP73										
GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY																															AEBP1 ATOH8 HES4 HES6 NFAT5 PLAG1 POU5F1 TFCP2L1 TP73 ZBTB25 ZNF846								FOXJ1 NFAT5 POU5F1 TFCP2L1 TP73 ZNF514 ZNF518A ZNF519										
GO_DNA_BINDING_TRANSCRIPTION_FACTOR_BINDING																															ATOH8 DLL1 HES6 MAD2L2														ASCL1 BEX1 DUSP26				
GO_DNA_BINDING_TRANSCRIPTION_REPRESSOR_ACTIVITY																						AEBP1 PAX6 ZNF846									AEBP1 POU5F1 ZBTB25 ZNF846																		
GO_DNA_TEMPLATED_TRANSCRIPTION_INITIATION	NAT14 TAF9B																																																
GO_DOPAMINERGIC_SYNAPSE											CHRNA5 CHRNB2																																						
GO_DOPAMINE_BIOSYNTHETIC_PROCESS										DDC GCH1																																DDC GCH1				DDC GCH1			
GO_DOPAMINE_METABOLIC_PROCESS										DDC GCH1																																DDC GCH1				DDC GCH1			
GO_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY								CALY RGS4									CALY GNG2		GNAO1 RGS4																			GNAO1 GNG2 RGS4											
GO_DORSAL_ROOT_GANGLION_DEVELOPMENT		RGS4 TUBB3																																															
GO_DORSAL_VENTRAL_AXIS_SPECIFICATION								PAX6 SFRP1																																									
GO_DRUG_BINDING								NKTR PDE2A SFRP1															NKTR SFRP1					ACE PDE2A																					
GO_EARLY_ENDOSOME																									APOA1 RET																								
GO_EAR_DEVELOPMENT									EPHA4 GABRB3 KCNK3 SPARC											SPARC STRC	CEP290 DLL1 STRC																					CEP290 DCHS1 KCNK3 NEUROD1 STRC							
GO_EAR_MORPHOGENESIS								CEP290 MAFB STRC																																									
GO_EATING_BEHAVIOR																																										ADORA2A GHRL UCHL1							
GO_ELECTRON_TRANSFER_ACTIVITY																													AKR1B1 QDPR																				
GO_ELECTRON_TRANSPORT_CHAIN																													AKR1B1 QDPR																				
GO_EMBRYONIC_MORPHOGENESIS																									APOA1 CFC1 RET		ATOH8 CCDC39 WNT9A				ATOH8 DLL1 MMP2 POU5F1 STRC										MAFB MFAP2 RET								
GO_EMBRYONIC_ORGAN_DEVELOPMENT																																									MAFB MFAP2	ASCL2 CEP290 DSCAML1 NDRG4 NEUROD1 SCT STRC		SCT STRC					
GO_EMBRYONIC_ORGAN_MORPHOGENESIS																											CCDC39 WNT9A														MAFB MFAP2	CEP290 DSCAML1 NDRG4 NEUROD1 STRC							
GO_EMBRYONIC_PLACENTA_DEVELOPMENT									HEY1 IGF2																																								
GO_EMBRYO_DEVELOPMENT																																									MAFB MFAP2 RET	ASCL2 CACNA1C CEP290 DCHS1 DSCAML1 ISL1 MMP2 NDRG4 NEUROD1 SCT STMN3 STRC					DACT1 MMP2 NKD1 STMN3 WNT9A		
GO_EMBRYO_DEVELOPMENT_ENDING_IN_BIRTH_OR_EGG_HATCHING																							DCHS1 DLL1 NKD1 SFRP1 WNT9A																	DACT1 ISL1							DACT1 NKD1 STMN3 WNT9A		
GO_EMBRYO_IMPLANTATION		SPP1 TPPP3					FUT7 SPP1																													FUT7 MMP2 SCGB1A1 SPP1		SCGB1A1 SPP1 TPPP3				MMP2 TPPP3 TRO						FUT7 TPPP3	
GO_ENDOCARDIAL_CUSHION_DEVELOPMENT																																										DCHS1 ISL1							
GO_ENDOCARDIAL_CUSHION_MORPHOGENESIS																																										DCHS1 ISL1							
GO_ENDOCRINE_HORMONE_SECRETION																																										AGT GHRL							
GO_ENDOCRINE_PANCREAS_DEVELOPMENT								GIP PAX6			GIP PAX6										DLL1 GIP																					NEUROD1 RFX6							
GO_ENDOCRINE_PROCESS																																										AGT AVPR1B GHRL		AVPR1B CES1 TAC1	AGT CES1				
GO_ENDOCRINE_SYSTEM_DEVELOPMENT											GIP PAX6										APOA1 DLL1 GIP ISL1										DLL1 MDK											ISL1 MDK NEUROD1 RFX6							
GO_ENDOCYTOSIS															ARC STX1A SYT5													AMPH ANKRD13B APOA1 APOC3 CCL19												SYP SYT5									
GO_ENDODERMAL_CELL_DIFFERENTIATION																															MMP2 POU5F1																		
GO_ENDODERM_DEVELOPMENT					ARC DUSP2 POU5F1																										MMP2 POU5F1					ARC MMP2													
GO_ENDODERM_FORMATION					DUSP2 POU5F1																										MMP2 POU5F1																		
GO_ENDOMEMBRANE_SYSTEM_ORGANIZATION																																															ANXA6 REEP2 SYP		
GO_ENDOPEPTIDASE_ACTIVITY						ADAMTSL2 SEC11C USP6		ADAMTSL2 F10 PCSK2 SFRP1 TMPRSS6 USP41 USP6				CELA3A CELA3B KLK12 MMP11									ADAMTSL1 BLMH F10 MEP1B MMP11 PCSK2 USP41 USP6		CELA3B KLK12 PGA3 SFRP1						CELA3A CELA3B KLK12		CELA3B KLK12 MMP2 PLGLB2							ADAM12 ADAMTSL1 BLMH ECE2 MEP1B PCSK1 PCSK2 PGA3 PGA5 SEC11C TMPRSS6 UCHL1 USP41		ADAMTS2 MEP1B		ADAMTSL2 F10 MMP2 PCSK1 PCSK2 PGA3 PGA4 SEC11C TMPRSS6 UCHL1	F10 USP6		ADAMTS2 UCHL1 USP41			BLMH ECE2 KLK12 PGA4 SEC11C USP41	
GO_ENDOPEPTIDASE_REGULATOR_ACTIVITY																			AGT SERPINA10 SPOCK3																										AGT BST2 PCSK1N	PCSK1N SPOCK3			
GO_ENDOPLASMIC_RETICULUM																					ADAMTSL1 APOA1 ATP1A3 COL14A1 CPT1C ELOVL4 F10 GIP GPC2 LIPC S100A1 SCG2 SERPINA10																	ADAMTSL1 APBB1 ATP1A3 CERKL CES1 COL14A1 GIP GRIK5 LIPC PDGFD REEP2 RTN1 S100A1 SCGB1A1 SERPINA10 SEZ6 SGCD SPP1 SV2A THBS4 TPST2 VCAN VGF						CES1 PDGFD S100A1 TPST2 VGF				APBB1 CAMK2B CPT1C GRIN1 KCNJ11 PDE2A RTN1 S100A1 SCG3 SERPINA10 SEZ6 TPST2 VGF	
GO_ENDOPLASMIC_RETICULUM_LUMEN		F10 SCG3 SPP1								GHRL GIP VCAN											ADAMTSL1 APOA1 COL14A1 F10 GIP LIPC SCG2 SERPINA10							APOA1 SPP1 VGF										ADAMTSL1 CES1 COL14A1 GIP LIPC PDGFD SERPINA10 SPP1 VCAN VGF				CHGB F10 GHRL LIPC VGF		CES1 PDGFD VGF					
GO_ENDOSOME								ANK2 APOC3 AVPR1B BAIAP3 CALY CLIP3 GFRA1 GRAP2 PSD PTPRN RET SLC26A7 USP6																			ARC CALY GRAP2 KCNJ11																						
GO_ENDOSOME_LUMEN																																						PGA3 PGA5				CSH1 PGA3 PGA4							
GO_ENDOTHELIAL_CELL_PROLIFERATION									IGF2 PGF PPP1R16B SCG2 SPARC												APOA1 PGF SCG2						ATOH8 PPP1R16B			ATOH8 PGF	ATOH8 MDK PGF																		
GO_ENDOTHELIUM_DEVELOPMENT			PPP1R16B SCUBE1						HEY1 PPP1R16B																		ATOH8 PPP1R16B				ATOH8 DLL1																	ATOH8 PDE2A SCUBE1	
GO_ENSHEATHMENT_OF_NEURONS																																						ANK2 ID4 JAM3 NFASC											
GO_ENTEROENDOCRINE_CELL_DIFFERENTIATION																																										NEUROD1 RFX6							
GO_ENTRY_INTO_HOST																						CLDN6 EFNB3																											
GO_ENZYME_ACTIVATOR_ACTIVITY								AGAP11 RGS11 RGS16 RGS4 SPDYA STXBP5L TBC1D8B USP6																																			CLPS SPDYA USP6						TBC1D3C TBC1D3H
GO_ENZYME_INHIBITOR_ACTIVITY																			AGT SERPINA10 SPOCK3						APOA1 SPINK4																				AGT BST2 PCSK1N SCGB1A1	PCSK1N SCG5 SPOCK3		AGT CAMK2N2 CDKN1C MAPK8IP1 SERPINA10	
GO_ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY			HHEX LEFTY1 NPPB PARD6A PDGFD						ADAMTSL2 CSH1 EPHA4 GFRA1 IGF2 LEFTY1 PDGFD PGF																					ATOH8 CSF1R LEFTY1 PGF																		AGT ATOH8 ATP6V0E2 CDKN1C CFC1 EFNB3 EIF4EBP1 FUT7 GRIN1 RET	
GO_ENZYME_REGULATOR_ACTIVITY																																													AGT BST2 PCSK1N PPP1R16B SCGB1A1				DPEP1 TBC1D3C TBC1D3H
GO_EPHRIN_RECEPTOR_SIGNALING_PATHWAY																																																EFNB3 GRIN1	
GO_EPITHELIAL_CELL_DEVELOPMENT											PAX6 TMOD1												AKR1B1 DLL1 FOXJ1						AKR1B1 TFCP2L1 TMOD1		DLL1 STRC TFCP2L1						AKR1B1 INSM1 TMOD1		AKR1B1 FOXJ1 PDE2A TFCP2L1									AKR1B1 FOXJ1 PDE2A TMOD1	
GO_EPITHELIAL_CELL_DIFFERENTIATION													SCUBE1 TFCP2L1										AKR1B1 DLL1 FOXJ1 GSTA2 KLK12						AKR1B1 KLK12 TFCP2L1 TMOD1										AKR1B1 FOXJ1 PDE2A PYY TFCP2L1						ARX ASCL1 CES1 PPP1R16B				
GO_EPITHELIAL_CELL_MATURATION																													AKR1B1 TFCP2L1										AKR1B1 TFCP2L1										
GO_EPITHELIAL_CELL_PROLIFERATION									IGF2 LIMS2 PGF PPP1R16B SCG2 SPARC													AKT3 PAX6 PTPRN SPARC					ATOH8 LIMS2 PPP1R16B			ATOH8 GPBAR1 PGF																			
GO_EPITHELIAL_CILIUM_MOVEMENT_INVOLVED_IN_DETERMINATION_OF_LEFT_RIGHT_ASYMMETRY																						CCDC39 DNAH11																											
GO_EPITHELIAL_TUBE_MORPHOGENESIS							CCDC39 CEP290 MDK																DCHS1 DLL1 SFRP1							CSF1R PGF							CCDC39 DCHS1 PGF					AGT CEP290 DCHS1 MDK NDRG4							
GO_EPITHELIUM_DEVELOPMENT	CELSR3 NPY PARD6A SCUBE1 UPK2								ADAMTSL2 CCDC39 EPHA4 HEY1 INSM1 NKD1 PGF PPP1R16B PYY				CELSR3 SCUBE1 TFCP2L1										AKR1B1 DCHS1 DLL1 FOXJ1 GSTA2 KLK12 NKD1 SFRP1						AKR1B1 GPC6 KLK12 TFCP2L1 TMOD1										AKR1B1 CEP290 FOXJ1 GPC6 NKD1 PARD6A PDE2A PYY TFCP2L1						AGT ARX ASCL1 CES1 DCHS1 PPP1R16B				
GO_ERK1_AND_ERK2_CASCADE																	CCL19 CSF1R GPBAR1		AGT GPBAR1 RGS14											CSF1R GPBAR1								AGT CCL19 GPBAR1 NDRG4 PDGFD PTPN22 RGS14											
GO_ESTABLISHMENT_OF_CELL_POLARITY		BRSK2 DOCK8			BRSK1 BRSK2 MAP2			CCL19 JAM3 MAP1B PAX6									BRSK1 CCL19 JAM3																					BRSK1 CCL19 JAM3 MAP1B MAP2											
GO_ESTABLISHMENT_OF_MITOCHONDRION_LOCALIZATION																																						MAP1B UCHL1											
GO_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION					AP3B2 CNIH2 DNM3 LIN7A MAP2																																												
GO_ESTABLISHMENT_OF_RNA_LOCALIZATION																																				ARC C12orf50 MX2													
GO_ESTABLISHMENT_OF_TISSUE_POLARITY	CELSR3 PARD6A																BRSK1 PARD6A						NKD1 SFRP1																GPC6 NKD1 PARD6A								DACT1 NKD1		
GO_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY					BRSK1 BRSK2 LIN7A MAP2			CCL19 DST JAM3 MAP1B PAX6									BRSK1 CCL19 JAM3 PARD6A															BRSK1 DST LIN7A																	
GO_EUKARYOTIC_INITIATION_FACTOR_4E_BINDING																																					EIF4EBP1 HHEX												
GO_EXCITATORY_EXTRACELLULAR_LIGAND_GATED_ION_CHANNEL_ACTIVITY											CHRNA3 CHRNA5 CHRNB2																																						
GO_EXCITATORY_SYNAPSE								BSN KCNJ3 SYP													KCNJ3 P2RX6 SYP																	BSN KCNJ3 SYP										CADM3 GRIN1 P2RX6 SYP	
GO_EXCITATORY_SYNAPSE_ASSEMBLY					LRFN1 NRXN2																																												
GO_EXCRETION											CHRNA3 CHRNB2								AGT NFAT5												MDK NFAT5							AGT KCNMA1 MDK				ADORA2A AGT MDK NFAT5						AGT MDK	
GO_EXIT_FROM_MITOSIS		NPM2 UBE2S																			NPM2 UBE2S																	NPM2 UBE2S										NPM2 UBE2S	
GO_EXOCYTIC_PROCESS		SNAP25 STX1A							RAB3C UNC13A																		PRRT2 SV2A					GRIK5 PRRT2 SNAP25	CPLX1 SV2A			CPLX1 PRRT2		CPLX2 GRIK5 RAB3C SNAP25 STX1A SV2A									CPLX2 GRIK5		
GO_EXOCYTIC_VESICLE		SLC18A1 SNAP25 STX1A SV2B SYN1 SYT2			BRSK1 LGI3 SNAP25 SVOP SYN1 SYP			BSN LGI3 PTPRN SLC6A17 SV2A SV2B SVOP SYP SYT2	DDC RAB3C UNC13A	DDC RAB3C	SLC18A1 STX1A				STX1A SYT5						STX1A SV2B SYN1 SYP	LGI3 PTPRN SV2B					GRIN1 PRRT2 SV2A			KIF1A RAB3C		AMPH BRSK1 KIF1A PRRT2 SNAP25	DDC SV2A			AMPH PRRT2 RAB26 SV2B	DDC PRRT2 SYN1	AMPH BRSK1 BSN LGI3 RAB26 RAB3C SLC18A1 SNAP25 STX1A SV2A SV2B SVOP SYP		SYP SYT5		BRSK1 DDC PRRT2 PTPRN RAB26 SVOP SYN1 SYT2				DDC SVOP SYT5	LGI3 SYP		
