PeakID (cmd=annotatePeaks.pl NKX6_1_merged_hg19.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1388	chr1	240353992	240354843	+	0	NA	intron (NM_001348094, intron 4 of 14)	intron (NM_001348094, intron 4 of 14)	99234	NM_020066	56776	Hs.24889	NM_020066	ENSG00000155816	FMN2	-	formin 2	protein-coding
6916	chr2	23626816	23627933	+	0	NA	intron (NM_052920, intron 1 of 13)	intron (NM_052920, intron 1 of 13)	19324	NM_052920	114818	Hs.130593	NM_025067	ENSG00000119771	KLHL29	KBTBD9	kelch like family member 29	protein-coding
4057	chr13	95293761	95294426	+	0	NA	Intergenic	Intergenic	39982	NM_180989	160897	Hs.439363	NM_180989	ENSG00000152749	GPR180	ITR	G protein-coupled receptor 180	protein-coding
2921	chr12	6516110	6516762	+	0	NA	Intergenic	ERVL-E-int|LTR|ERVL	23108	NM_002342	4055	Hs.1116	NM_002342	ENSG00000111321	LTBR	D12S370|LT-BETA-R|TNF-R-III|TNFCR|TNFR-RP|TNFR2-RP|TNFR3|TNFRSF3	lymphotoxin beta receptor	protein-coding
4884	chr15	68053401	68054364	+	0	NA	intron (NM_002757, intron 18 of 20)	intron (NM_002757, intron 18 of 20)	-63965	NM_001365915	390598	Hs.451224	NM_001031807	ENSG00000188779	SKOR1	CORL1|FUSSEL15|LBXCOR1	SKI family transcriptional corepressor 1	protein-coding
14334	chr8	109260513	109261451	+	0	NA	promoter-TSS (NM_001568)	promoter-TSS (NM_001568)	-36	NM_001568	3646	Hs.405590	NM_001568	ENSG00000104408	EIF3E	EIF3-P48|EIF3S6|INT6|eIF3-p46	eukaryotic translation initiation factor 3 subunit E	protein-coding
2331	chr11	33111154	33111696	+	0	NA	intron (NM_001326, intron 17 of 20)	intron (NM_001326, intron 17 of 20)	13729	NR_015451	283267	Hs.533701	NR_015451	ENSG00000280798	LINC00294	NCRNA00294	long intergenic non-protein coding RNA 294	ncRNA
12472	chr6	87864862	87865366	+	0	NA	promoter-TSS (NM_001351444)	promoter-TSS (NM_001351444)	-169	NM_001351444	23036	Hs.444800	NM_015021	ENSG00000188994	ZNF292	Nbla00365|ZFP292|ZN-16|Zn-15|bA393I2.3	zinc finger protein 292	protein-coding
4761	chr15	47510421	47511198	+	0	NA	intron (NM_001198999, intron 1 of 19)	intron (NM_001198999, intron 1 of 19)	34523	NM_001198999	80031	Hs.511265	NM_020858	ENSG00000137872	SEMA6D	-	semaphorin 6D	protein-coding
7057	chr2	43133606	43134543	+	0	NA	Intergenic	Intergenic	-114351	NM_012205	23498	Hs.368805	NM_012205	ENSG00000162882	HAAO	3-HAO|HAO|VCRL1|h3HAO	3-hydroxyanthranilate 3,4-dioxygenase	protein-coding
489	chr1	64572783	64573327	+	0	NA	intron (NR_110665, intron 3 of 3)	MIRc|SINE|MIR	4833	NR_110666	101927034	Hs.680824	NR_110665	ENSG00000223949	ROR1-AS1	-	ROR1 antisense RNA 1	ncRNA
12651	chr6	123153690	123154493	+	0	NA	Intergenic	Intergenic	43688	NM_006714	10924	Hs.486357	NM_006714	ENSG00000172594	SMPDL3A	ASM3A|ASML3a|yR36GH4.1	sphingomyelin phosphodiesterase acid like 3A	protein-coding
15148	chr9	137675102	137675599	+	0	NA	intron (NM_001278074, intron 29 of 65)	intron (NM_001278074, intron 29 of 65)	65865	NR_039691	100616333		NR_039691	ENSG00000264744	MIR3689C	-	microRNA 3689c	ncRNA
6845	chr2	8495209	8496000	+	0	NA	Intergenic	Intergenic	-27055	NR_034135	339789	Hs.565619	NR_034135	ENSG00000236790	LINC00299	C2orf46|NCRNA00299	long intergenic non-protein coding RNA 299	ncRNA
12611	chr6	117223675	117224198	+	0	NA	intron (NM_173560, intron 6 of 18)	intron (NM_173560, intron 6 of 18)	25531	NM_173560	222546	Hs.352276	NM_173560	ENSG00000185002	RFX6	MTCHRS|MTFS|RFXDC1|dJ955L16.1	regulatory factor X6	protein-coding
3714	chr13	30682775	30683474	+	0	NA	promoter-TSS (NR_046998)	promoter-TSS (NR_046998)	-112	NR_046998	100874146	Hs.574116	NR_046998	ENSG00000224511	LINC00365	-	long intergenic non-protein coding RNA 365	ncRNA
9977	chr3	192288538	192289538	+	0	NA	intron (NM_004113, intron 2 of 5)	intron (NM_004113, intron 2 of 5)	56227	NR_046598	100873987	Hs.628012	NR_046598	ENSG00000230126	FGF12-AS2	-	FGF12 antisense RNA 2	ncRNA
12857	chr6	148438630	148440029	+	0	NA	Intergenic	Intergenic	-154135	NM_001346505	23328	Hs.193133	NM_015278	ENSG00000111961	SASH1	CAPOK|DUH1|SH3D6A|dJ323M4.1	SAM and SH3 domain containing 1	protein-coding
53	chr1	8326743	8327139	+	0	NA	Intergenic	LTR24C|LTR|ERV1	-51204	NM_001080397	50651	Hs.463036	NM_001080397	ENSG00000162426	SLC45A1	DNB5|IDDNPF	solute carrier family 45 member 1	protein-coding
6202	chr18	29171325	29172148	+	0	NA	promoter-TSS (NM_000371)	promoter-TSS (NM_000371)	6	NM_000371	7276	Hs.427202	NM_000371	ENSG00000118271	TTR	ATTR|CTS|CTS1|HEL111|HsT2651|PALB|TBPA	transthyretin	protein-coding
9468	chr3	114369333	114370317	+	0	NA	intron (NM_001348803, intron 6 of 13)	intron (NM_001348803, intron 6 of 13)	-26033	NM_001164346	26137	Hs.202577	NM_015642	ENSG00000181722	ZBTB20	DPZF|HOF|ODA-8S|PRIMS|ZNF288	zinc finger and BTB domain containing 20	protein-coding
4019	chr13	79410344	79410901	+	0	NA	intron (NR_046869, intron 1 of 4)	intron (NR_046869, intron 1 of 4)	3563	NR_046869	100874126	Hs.577893	NR_046869		LINC00331	NCRNA00331	long intergenic non-protein coding RNA 331	ncRNA
4946	chr15	75743977	75744668	+	0	NA	promoter-TSS (NM_015477)	promoter-TSS (NM_015477)	-291	NM_001145358	25942	Hs.513039	NM_015477	ENSG00000169375	SIN3A	WITKOS	SIN3 transcription regulator family member A	protein-coding
8199	chr20	17537171	17539957	+	0	NA	intron (NM_001278606, intron 1 of 8)	intron (NM_001278606, intron 1 of 8)	914	NM_001278606	631	Hs.129702	NM_001195	ENSG00000125864	BFSP1	CP115|CP94|CTRCT33|LIFL-H	beaded filament structural protein 1	protein-coding
4079	chr13	97963258	97963951	+	0	NA	intron (NM_207304, intron 2 of 6)	intron (NM_207304, intron 2 of 6)	89017	NM_144778	10150	Hs.657347	NM_144778	ENSG00000139793	MBNL2	MBLL|MBLL39|PRO2032	muscleblind like splicing regulator 2	protein-coding
15152	chr9	138981498	138981968	+	0	NA	intron (NM_144653, intron 1 of 5)	intron (NM_144653, intron 1 of 5)	5402	NM_144653	138151	Hs.112895	NM_144653	ENSG00000148411	NACC2	BEND9|BTBD14|BTBD14A|BTBD31|NAC-2|RBB	NACC family member 2	protein-coding
9892	chr3	177792707	177793648	+	0	NA	Intergenic	Intergenic	258524	NR_110826	102724550	Hs.570526	NR_110826	ENSG00000231574	LINC02015	KCCAT211	long intergenic non-protein coding RNA 2015	ncRNA
11131	chr5	40879497	40879970	+	0	NA	Intergenic	Intergenic	-29866	NM_000587	730	Hs.78065	NM_000587	ENSG00000112936	C7	-	complement C7	protein-coding
13101	chr7	19409374	19410110	+	0	NA	Intergenic	Intergenic	-224698	NM_152898	222894	Hs.592168	NM_152898	ENSG00000146618	FERD3L	N-TWIST|NATO3|NTWIST|PTFB|bHLHa31	Fer3 like bHLH transcription factor	protein-coding
12908	chr6	154832411	154833012	+	0	NA	promoter-TSS (NM_001368117)	promoter-TSS (NM_001368117)	-892	NM_001368117	154043	Hs.16064	NM_173515	ENSG00000153721	CNKSR3	CNK3|CNK3/IPCEF1|MAGI1	CNKSR family member 3	protein-coding
10354	chr4	79971340	79972282	+	0	NA	intron (NR_038342, intron 2 of 5)	intron (NR_038342, intron 2 of 5)	78909	NR_038342	100505875	Hs.480055	NR_038342		LINC01088	-	long intergenic non-protein coding RNA 1088	ncRNA
2685	chr11	102470201	102471115	+	0	NA	intron (NM_004771, intron 6 of 9)	intron (NM_004771, intron 6 of 9)	25405	NM_004771	9313	Hs.591946	NM_004771	ENSG00000137674	MMP20	AI2A2|MMP-20	matrix metallopeptidase 20	protein-coding
4225	chr14	31502828	31503715	+	0	NA	intron (NM_001254728, intron 1 of 5)	intron (NM_001254728, intron 1 of 5)	7422	NM_001254728	11154	Hs.293411	NM_007077	ENSG00000100478	AP4S1	AP47B|CLA20|CLAPS4|CPSQ6|SPG52	adaptor related protein complex 4 subunit sigma 1	protein-coding
11745	chr5	141458606	141459566	+	0	NA	Intergenic	Intergenic	-29258	NM_030571	80762	Hs.9788	NM_030571	ENSG00000131507	NDFIP1	N4WBP5	Nedd4 family interacting protein 1	protein-coding
4366	chr14	60162554	60163238	+	0	NA	intron (NM_021136, intron 3 of 8)	intron (NM_021136, intron 3 of 8)	-49158	NR_049851	100847088		NR_049851	ENSG00000263629	MIR5586	-	microRNA 5586	ncRNA
12554	chr6	108879400	108880023	+	0	NA	Intergenic	CpG	-1317	NM_201559	2309	Hs.220950	NM_001455	ENSG00000118689	FOXO3	AF6q21|FKHRL1|FKHRL1P2|FOXO2|FOXO3A	forkhead box O3	protein-coding
8571	chr21	37005568	37006329	+	0	NA	Intergenic	Intergenic	-52886	NR_073512	100506403	Hs.536609	NR_073512	ENSG00000159216	LOC100506403	-	uncharacterized LOC100506403	ncRNA
3407	chr12	98896941	98897816	+	0	NA	intron (NR_038383, intron 1 of 3)	intron (NR_038383, intron 1 of 3)	255	NR_038383	643770	Hs.129589	NR_038383	ENSG00000245017	LINC02453	-	long intergenic non-protein coding RNA 2453	ncRNA
5358	chr16	68988956	68989763	+	0	NA	intron (NM_024562, intron 14 of 17)	intron (NM_024562, intron 14 of 17)	111925	NM_024562	79613	Hs.13526	NM_024562	ENSG00000103047	TANGO6	TMCO7	transport and golgi organization 6 homolog	protein-coding
4759	chr15	46196122	46196715	+	0	NA	intron (NR_135680, intron 2 of 4)	intron (NR_135680, intron 2 of 4)	199025	NR_135680	105370802	Hs.447522	NR_135680	ENSG00000259200	LOC105370802	-	uncharacterized LOC105370802	ncRNA
8146	chr20	10055135	10055870	+	0	NA	intron (NR_040710, intron 3 of 4)	intron (NR_040710, intron 3 of 4)	39867	NM_001303472	63926	Hs.70903	NM_022096	ENSG00000132623	ANKEF1	ANKRD5	ankyrin repeat and EF-hand domain containing 1	protein-coding
11392	chr5	82726212	82726639	+	0	NA	Intergenic	Intergenic	-41068	NM_001164098	1462	Hs.643801	NM_004385	ENSG00000038427	VCAN	CSPG2|ERVR|GHAP|PG-M|WGN|WGN1	versican	protein-coding
9056	chr3	41935491	41936094	+	0	NA	intron (NM_001322501, intron 15 of 35)	intron (NM_001322501, intron 15 of 35)	67803	NM_017886	54986	Hs.656192	NM_017886	ENSG00000168038	ULK4	FAM7C1|REC01035	unc-51 like kinase 4	protein-coding
14992	chr9	110309104	110309867	+	0	NA	Intergenic	Intergenic	-57435	NM_001314052	9314	Hs.376206	NM_004235	ENSG00000136826	KLF4	EZF|GKLF	Kruppel like factor 4	protein-coding
8101	chr20	3534246	3534999	+	0	NA	intron (NM_139322, intron 6 of 24)	L2c|LINE|L2	82957	NM_139321	8455	Hs.276252	NM_012070	ENSG00000088812	ATRN	DPPT-L|MGCA	attractin	protein-coding
13384	chr7	82896423	82897187	+	0	NA	Intergenic	Intergenic	-104605	NM_033026	27445	Hs.12376	NM_014510	ENSG00000186472	PCLO	ACZ|PCH3	piccolo presynaptic cytomatrix protein	protein-coding
2448	chr11	59401081	59401502	+	0	NA	Intergenic	L1ME4a|LINE|L1	-18044	NM_002556	5007	Hs.597091	NM_002556	ENSG00000110048	OSBP	OSBP1	oxysterol binding protein	protein-coding
1812	chr10	77052833	77053707	+	0	NA	intron (NR_120651, intron 1 of 3)	intron (NR_120651, intron 1 of 3)	-2871	NR_038225	253264	Hs.662111	NR_038223	ENSG00000226051	ZNF503-AS1	-	ZNF503 antisense RNA 1	ncRNA
15301	chrX	67264694	67265651	+	0	NA	3' UTR (NM_002547, exon 25 of 25)	3' UTR (NM_002547, exon 25 of 25)	388165	NM_002547	4983	Hs.128824	NM_002547	ENSG00000079482	OPHN1	ARHGAP41|MRX60|OPN1	oligophrenin 1	protein-coding
2964	chr12	14933601	14934486	+	0	NA	Intergenic	MamRep605|Unknown|Unknown	6773	NM_177925	55766	Hs.524280	NM_018267	ENSG00000246705	H2AFJ	H2AJ	H2A histone family member J	protein-coding
4684	chr15	35095970	35097027	+	0	NA	intron (NR_120329, intron 2 of 2)	intron (NR_120329, intron 2 of 2)	-8748	NM_005159	70	Hs.118127	NM_005159	ENSG00000159251	ACTC1	ACTC|ASD5|CMD1R|CMH11|LVNC4	actin alpha cardiac muscle 1	protein-coding
9869	chr3	174976331	174977140	+	0	NA	intron (NM_207015, intron 4 of 13)	LTR78|LTR|ERV1	12150	NR_046713	100874244	Hs.581176	NR_046713		NAALADL2-AS2	-	NAALADL2 antisense RNA 2	ncRNA
4547	chr14	89764261	89765059	+	0	NA	intron (NM_001085471, intron 3 of 6)	L1MB3|LINE|L1	118917	NM_005197	1112	Hs.434286	NM_005197	ENSG00000053254	FOXN3	C14orf116|CHES1|PRO1635	forkhead box N3	protein-coding
6339	chr18	47182015	47183088	+	0	NA	Intergenic	Intergenic	94124	NM_006033	9388	Hs.465102	NM_006033	ENSG00000101670	LIPG	EDL|EL|PRO719	lipase G, endothelial type	protein-coding
10711	chr4	141148094	141148855	+	0	NA	Intergenic	Intergenic	-29988	NM_032547	60592	Hs.480815	NM_032547	ENSG00000153130	SCOC	HRIHFB2072|SCOCO|UNC-69	short coiled-coil protein	protein-coding
4053	chr13	94919825	94920467	+	0	NA	intron (NM_005708, intron 4 of 8)	intron (NM_005708, intron 4 of 8)	-79901	NR_046535	100873972	Hs.670344	NR_046535	ENSG00000236520	GPC6-AS1	-	GPC6 antisense RNA 1	ncRNA
766	chr1	121263769	121264550	+	0	NA	intron (NR_003955, intron 1 of 7)	intron (NR_003955, intron 1 of 7)	3249	NR_003955	647121	Hs.697682	NR_003955	ENSG00000231752	EMBP1	-	embigin pseudogene 1	pseudo
12401	chr6	68316716	68317733	+	0	NA	Intergenic	Intergenic	-448019	NR_125869	102723883	Hs.566528	NR_125869	ENSG00000223504	LOC102723883	-	uncharacterized LOC102723883	ncRNA
7724	chr2	177465570	177466457	+	0	NA	promoter-TSS (NR_031648)	promoter-TSS (NR_031648)	-233	NR_031648	100302142		NR_031648	ENSG00000283203	MIR1246	MIRN1246|hsa-mir-1246	microRNA 1246	ncRNA
12112	chr6	22141290	22142208	+	0	NA	intron (NR_034143, intron 2 of 2)	intron (NR_034143, intron 2 of 2)	5673	NR_034143	729177	Hs.730673	NR_034143	ENSG00000260455	NBAT1	CASC14|NBAT-1	neuroblastoma associated transcript 1	ncRNA
1342	chr1	235242212	235243479	+	0	NA	Intergenic	Intergenic	48407	NR_002956	677802	Hs.744743	NR_002956	ENSG00000207181	SNORA14B	ACA14b	small nucleolar RNA, H/ACA box 14B	snoRNA
9150	chr3	56784874	56785537	+	0	NA	intron (NM_019555, intron 5 of 9)	intron (NM_019555, intron 5 of 9)	24540	NM_001128616	50650	Hs.476402	NM_019555	ENSG00000163947	ARHGEF3	GEF3|STA3|XPLN	Rho guanine nucleotide exchange factor 3	protein-coding
9011	chr3	30714246	30714968	+	0	NA	intron (NM_001024847, intron 5 of 7)	intron (NM_001024847, intron 5 of 7)	66514	NM_003242	7048	Hs.82028	NM_003242	ENSG00000163513	TGFBR2	AAT3|FAA3|LDS1B|LDS2|LDS2B|MFS2|RIIC|TAAD2|TBR-ii|TBRII|TGFR-2|TGFbeta-RII	transforming growth factor beta receptor 2	protein-coding
1680	chr10	52885389	52886161	+	0	NA	intron (NM_006258, intron 1 of 17)	(TA)n|Simple_repeat|Simple_repeat	51528	NM_006258	5592	Hs.407535	NM_006258	ENSG00000185532	PRKG1	AAT8|PKG|PKG1|PRKG1B|PRKGR1B|cGK|cGK 1|cGK1|cGKI|cGKI-BETA|cGKI-alpha	protein kinase cGMP-dependent 1	protein-coding
7189	chr2	56701540	56702549	+	0	NA	Intergenic	Intergenic	-289139	NR_125368	100129434	Hs.580330	NR_125368		LOC100129434	-	uncharacterized LOC100129434	ncRNA
4016	chr13	78173209	78174100	+	0	NA	TTS (NR_126412)	TTS (NR_126412)	7032	NR_126412	104355296	Hs.667682	NR_126412	ENSG00000224347	SCEL-AS1	-	SCEL antisense RNA 1	ncRNA
1710	chr10	61668049	61668806	+	0	NA	Intergenic	Intergenic	-2113	NM_005436	8030	Hs.591360	NM_005436	ENSG00000108091	CCDC6	D10S170|H4|PTC|TPC|TST1	coiled-coil domain containing 6	protein-coding
5780	chr17	39968619	39969237	+	0	NA	promoter-TSS (NM_006455)	promoter-TSS (NM_006455)	-34	NM_021939	60681	Hs.463035	NM_021939	ENSG00000141756	FKBP10	BRKS1|FKBP65|OI11|OI6|PPIASE|hFKBP65	FKBP prolyl isomerase 10	protein-coding
6662	chr19	37663387	37664313	+	0	NA	promoter-TSS (NM_199126)	promoter-TSS (NM_199126)	-207	NM_152655	199704	Hs.659236	NM_152655	ENSG00000196967	ZNF585A	-	zinc finger protein 585A	protein-coding
6711	chr19	44716215	44717062	+	0	NA	promoter-TSS (NM_001289166)	promoter-TSS (NM_001289166)	-43	NM_001289169	7770	Hs.298089	NM_182490	ENSG00000131115	ZNF227	-	zinc finger protein 227	protein-coding
11426	chr5	92956182	92956759	+	0	NA	promoter-TSS (NR_031754)	promoter-TSS (NR_031754)	24	NR_031754	100313887		NR_031754	ENSG00000284336	MIR2277	mir-2277	microRNA 2277	ncRNA
14402	chr8	125214405	125215267	+	0	NA	intron (NR_125420, intron 2 of 2)	L2a|LINE|L2	-31073	NR_103547	157376	Hs.662360	NM_182525	ENSG00000253868	FER1L6-AS2	C8orf78	FER1L6 antisense RNA 2	ncRNA
13736	chr7	151243839	151244556	+	0	NA	Intergenic	Intergenic	-27216	NM_005614	6009	Hs.283521	NM_005614	ENSG00000106615	RHEB	RHEB2	Ras homolog, mTORC1 binding	protein-coding
6443	chr18	72460457	72461582	+	0	NA	intron (NM_001146189, intron 2 of 6)	intron (NM_001146189, intron 2 of 6)	118100	NM_001146190	55628	Hs.536490	NM_017757	ENSG00000215421	ZNF407	-	zinc finger protein 407	protein-coding
8446	chr20	57977425	57978438	+	0	NA	Intergenic	Intergenic	102265	NM_001302455	1908	Hs.1408	NM_000114	ENSG00000124205	EDN3	ET-3|ET3|HSCR4|PPET3|WS4B	endothelin 3	protein-coding
3693	chr13	28526299	28526908	+	0	NA	Intergenic	L1ME4a|LINE|L1	-1060	NR_135254	100132234	Hs.197435	NR_135254	ENSG00000260704	LINC00543	-	long intergenic non-protein coding RNA 543	ncRNA
9715	chr3	149683345	149684143	+	0	NA	3' UTR (NM_053024, exon 3 of 3)	3' UTR (NM_053024, exon 3 of 3)	4938	NM_002628	5217	Hs.91747	NM_002628	ENSG00000070087	PFN2	D3S1319E|PFL	profilin 2	protein-coding
6896	chr2	20034509	20035196	+	0	NA	Intergenic	L1M5|LINE|L1	-33763	NR_033875	400946	Hs.289062	NR_033875	ENSG00000228784	LINC00954	-	long intergenic non-protein coding RNA 954	ncRNA
4	chr1	1446881	1447626	+	0	NA	promoter-TSS (NM_001170535)	promoter-TSS (NM_001170535)	-289	NM_018188	55210	Hs.23413	NM_018188	ENSG00000197785	ATAD3A	HAYOS	ATPase family AAA domain containing 3A	protein-coding
10791	chr4	153601929	153603181	+	0	NA	Intergenic	Intergenic	-1406	NM_152680	201799	Hs.518900	NM_152680	ENSG00000170006	TMEM154	-	transmembrane protein 154	protein-coding
3681	chr13	27683978	27684681	+	0	NA	intron (NM_182488, intron 2 of 8)	L1MC5|LINE|L1	-15341	NR_046547	100874070	Hs.524923	NR_046547		USP12-AS1	-	USP12 antisense RNA 1	ncRNA
7250	chr2	66774698	66775499	+	0	NA	exon (NM_002398, exon 9 of 13)	exon (NM_002398, exon 9 of 13)	-26064	NR_110156	100507073	Hs.667940	NR_110156	ENSG00000232046	LINC01798	-	long intergenic non-protein coding RNA 1798	ncRNA
3280	chr12	76157868	76158676	+	0	NA	Intergenic	Intergenic	-252883	NM_007043	11103	Hs.645517	NM_007043	ENSG00000111615	KRR1	HRB2|RIP-1	KRR1 small subunit processome component homolog	protein-coding
8329	chr20	38647742	38648718	+	0	NA	Intergenic	Intergenic	15127	NR_109936	100505663	Hs.559348	NR_109936	ENSG00000237767	LINC01370	HI-LNC25|HILNC25	long intergenic non-protein coding RNA 1370	ncRNA
8740	chr22	32348053	32349211	+	0	NA	intron (NM_003405, intron 1 of 1)	intron (NM_003405, intron 1 of 1)	-7284	NM_015372	25775	Hs.627602	NM_015372	ENSG00000128254	C22orf24	HSN44A4A	chromosome 22 open reading frame 24	protein-coding
2015	chr10	107018565	107019358	+	0	NA	intron (NM_014978, intron 25 of 26)	MER3|DNA|hAT-Charlie	561130	NR_120625	101927549	Hs.556885	NR_120625		LINC02627	-	long intergenic non-protein coding RNA 2627	ncRNA
8613	chr21	41775635	41777072	+	0	NA	intron (NR_073202, intron 3 of 32)	intron (NR_073202, intron 3 of 32)	21342	NR_038899	100506492	Hs.667053	NR_038896	ENSG00000235123	DSCAM-AS1	M41	DSCAM antisense RNA 1	ncRNA
8986	chr3	21836264	21837360	+	0	NA	Intergenic	Intergenic	-44110	NM_024697	79750	Hs.21026	NM_024697	ENSG00000151789	ZNF385D	ZNF659	zinc finger protein 385D	protein-coding
1418	chr1	245291884	245292440	+	0	NA	Intergenic	Intergenic	-26125	NM_018012	55083	Hs.143134	NM_018012	ENSG00000162849	KIF26B	-	kinesin family member 26B	protein-coding
8144	chr20	9678844	9679368	+	0	NA	intron (NM_020341, intron 3 of 10)	intron (NM_020341, intron 3 of 10)	140618	NM_177990	57144	Hs.32539	NM_020341	ENSG00000101349	PAK5	PAK7	p21 (RAC1) activated kinase 5	protein-coding
8937	chr3	14515118	14515648	+	0	NA	intron (NR_103507, intron 9 of 13)	intron (NR_103507, intron 9 of 13)	66466	NM_001080423	80852	Hs.517819	NM_001080423	ENSG00000144596	GRIP2	-	glutamate receptor interacting protein 2	protein-coding
11518	chr5	104459280	104459907	+	0	NA	Intergenic	Intergenic	24418	NR_000039	9366	Hs.158296	NR_000039	ENSG00000232159	RAB9BP1	RAB9P1	RAB9B, member RAS oncogene family pseudogene 1	pseudo
13438	chr7	94249926	94250731	+	0	NA	intron (NM_001346715, intron 5 of 10)	intron (NM_001346715, intron 5 of 10)	35117	NM_001346720	8910	Hs.371199	NM_003919	ENSG00000127990	SGCE	DYT11|ESG|epsilon-SG	sarcoglycan epsilon	protein-coding
6523	chr19	6057012	6058006	+	0	NA	intron (NM_000635, intron 1 of 17)	MIRc|SINE|MIR	53002	NM_134433	5990	Hs.465709	NM_000635	ENSG00000087903	RFX2	-	regulatory factor X2	protein-coding
9845	chr3	172184806	172185600	+	0	NA	Intergenic	MLT1L|LTR|ERVL-MaLR	-18957	NM_198407	2693	Hs.130212	NM_004122	ENSG00000121853	GHSR	GHDP	growth hormone secretagogue receptor	protein-coding
12246	chr6	40394408	40395280	+	0	NA	intron (NM_020737, intron 2 of 2)	L3|LINE|CR1	48768	NR_160959	732253	Hs.180197	NM_001359094		TDRG1	LINC00532|lincRNA-NR_024015	testis development related 1	ncRNA
9835	chr3	171847330	171848566	+	0	NA	intron (NM_022763, intron 2 of 25)	intron (NM_022763, intron 2 of 25)	89627	NM_001135095	64778	Hs.744888	NM_022763	ENSG00000075420	FNDC3B	FAD104|PRO4979|YVTM2421	fibronectin type III domain containing 3B	protein-coding
14414	chr8	125701995	125702816	+	0	NA	intron (NM_001363301, intron 3 of 12)	intron (NM_001363301, intron 3 of 12)	38309	NM_001363301	9788	Hs.336994	NM_014751	ENSG00000170873	MTSS1	MIM|MIMA|MIMB	MTSS I-BAR domain containing 1	protein-coding
8380	chr20	47549628	47550227	+	0	NA	intron (NM_006420, intron 1 of 38)	MIR|SINE|MIR	11679	NM_006420	10564	Hs.62578	NM_006420	ENSG00000124198	ARFGEF2	BIG2|PVNH2|dJ1164I10.1	ADP ribosylation factor guanine nucleotide exchange factor 2	protein-coding
13345	chr7	78908040	78908701	+	0	NA	intron (NM_012301, intron 1 of 21)	intron (NM_012301, intron 1 of 21)	-173903	NR_038345	100505881	Hs.31474	NR_038343	ENSG00000234456	MAGI2-AS3	-	MAGI2 antisense RNA 3	ncRNA
5601	chr17	7792212	7792945	+	0	NA	intron (NM_001005273, intron 1 of 39)	intron (NM_001005273, intron 1 of 39)	409	NM_001005273	1107	Hs.25601	NM_005852	ENSG00000170004	CHD3	Mi-2a|Mi2-ALPHA|SNIBCPS|ZFH	chromodomain helicase DNA binding protein 3	protein-coding
12164	chr6	31650665	31651382	+	0	NA	Intergenic	CpG	-2873	NM_025262	80741	Hs.25738	NM_025262	ENSG00000204428	LY6G5C	C6orf20|G5C|LY6G5CA|LY6G5CB|NG33	lymphocyte antigen 6 family member G5C	protein-coding
7179	chr2	55627809	55628528	+	0	NA	intron (NM_001254943, intron 2 of 33)	intron (NM_001254943, intron 2 of 33)	18824	NM_001135597	55704	Hs.292925	NM_018084	ENSG00000115355	CCDC88A	APE|GIRDIN|GIV|GRDN|HkRP1|KIAA1212|PEHO|PEHOL	coiled-coil domain containing 88A	protein-coding
3363	chr12	93755131	93755851	+	0	NA	intron (NR_040096, intron 1 of 4)	intron (NR_040096, intron 1 of 4)	16021	NR_040096	643339	Hs.741299	NR_040096		LOC643339	-	uncharacterized LOC643339	ncRNA
12074	chr6	16849367	16850224	+	0	NA	Intergenic	Intergenic	-88074	NM_000332	6310	Hs.434961	NM_000332	ENSG00000124788	ATXN1	ATX1|D6S504E|SCA1	ataxin 1	protein-coding
13815	chr8	12812005	12812671	+	0	NA	intron (NM_020844, intron 1 of 4)	intron (NM_020844, intron 1 of 4)	9156	NM_020844	57604	Hs.202521	NM_020844	ENSG00000250305	TRMT9B	C8orf79|KIAA1456|TRM9L|hTRM9L	tRNA methyltransferase 9B (putative)	protein-coding
11456	chr5	95828157	95829005	+	0	NA	intron (NR_130776, intron 4 of 4)	intron (NR_130776, intron 4 of 4)	-59629	NM_000439	5122	Hs.78977	NM_000439	ENSG00000175426	PCSK1	BMIQ12|NEC1|PC1|PC3|SPC3	proprotein convertase subtilisin/kexin type 1	protein-coding
11523	chr5	106749771	106750630	+	0	NA	intron (NM_001962, intron 2 of 4)	L2b|LINE|L2	256438	NM_001962	1946	Hs.288741	NM_001962	ENSG00000184349	EFNA5	AF1|EFL5|EPLG7|GLC1M|LERK7|RAGS	ephrin A5	protein-coding
5844	chr17	47866190	47866810	+	0	NA	intron (NM_001199155, intron 1 of 13)	CpG	457	NM_001199158	11143	Hs.21907	NM_007067	ENSG00000136504	KAT7	HBO1|HBOA|MYST2|ZC2HC7	lysine acetyltransferase 7	protein-coding
6136	chr18	8844478	8845519	+	0	NA	Intergenic	Intergenic	127619	NM_015210	23255	Hs.707920	NM_015210	ENSG00000168502	MTCL1	CCDC165|KIAA0802|SOGA2	microtubule crosslinking factor 1	protein-coding
10568	chr4	114264885	114265774	+	0	NA	intron (NM_001354265, intron 35 of 44)	intron (NM_001354265, intron 35 of 44)	51334	NM_001354279	287	Hs.620557	NM_001148	ENSG00000145362	ANK2	ANK-2|LQT4|brank-2	ankyrin 2	protein-coding
