PeakID (cmd=annotatePeaks.pl FOXA2_PE_peaks_hg19.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
7081	chr2	64836455	64837455	+	0	NA	intron (NR_034023, intron 1 of 3)	intron (NR_034023, intron 1 of 3)	2509	NR_034023	339807	Hs.434736	NR_034023	ENSG00000233694	LINC02579	-	long intergenic non-protein coding RNA 2579	ncRNA
15136	chr5	77920522	77921522	+	0	NA	intron (NM_005779, intron 2 of 4)	intron (NM_005779, intron 2 of 4)	23573	NM_005779	10184	Hs.79299	NM_005779	ENSG00000145685	LHFPL2	-	LHFPL tetraspan subfamily member 2	protein-coding
6391	chr2	24307066	24308066	+	0	NA	promoter-TSS (NM_001206802)	promoter-TSS (NM_001206802)	138	NM_004881	9540	Hs.50649	NM_004881	ENSG00000115129	TP53I3	PIG3	tumor protein p53 inducible protein 3	protein-coding
18800	chr6	138893237	138894237	+	0	NA	promoter-TSS (NM_020464)	promoter-TSS (NM_020464)	-31	NM_020464	57224	Hs.652741	NM_020464	ENSG00000135540	NHSL1	C6orf63	NHS like 1	protein-coding
50989	chr19	45629033	45630033	+	0	NA	intron (NM_019121, intron 1 of 12)	intron (NM_019121, intron 1 of 12)	33096	NM_019121	284352	Hs.285363	NM_019121	ENSG00000104866	PPP1R37	LRRC68	protein phosphatase 1 regulatory subunit 37	protein-coding
33179	chr11	128230986	128231986	+	0	NA	Intergenic	Intergenic	152825	NR_146647	105369564	Hs.591937	NR_146647	ENSG00000272575	LINC02098	-	long intergenic non-protein coding RNA 2098	ncRNA
11760	chr3	128821575	128822575	+	0	NA	intron (NM_001204890, intron 11 of 12)	intron (NM_001204890, intron 11 of 12)	18572	NM_001204886	339122	Hs.381132	NM_198490	ENSG00000172780	RAB43	RAB11B|RAB41	RAB43, member RAS oncogene family	protein-coding
55867	chr22	40766336	40767336	+	0	NA	intron (NR_146415, intron 1 of 20)	CpG	238	NM_001350040	27352	Hs.474914	NM_015705	ENSG00000100359	SGSM3	CIP85|MAP|RABGAP5|RUSC3|RUTBC3|RabGAP-5|rabGAPLP	small G protein signaling modulator 3	protein-coding
9571	chr2	238606626	238607626	+	0	NA	intron (NM_001137553, intron 1 of 7)	Charlie16a|DNA|hAT-Charlie	6278	NM_001137552	9208	Hs.471779	NM_004735	ENSG00000124831	LRRFIP1	FLAP-1|FLAP1|FLIIAP1|GCF-2|GCF2|HUFI-1|TRIP	LRR binding FLII interacting protein 1	protein-coding
16853	chr6	2246097	2247097	+	0	NA	promoter-TSS (NM_001500)	promoter-TSS (NM_001500)	610	NR_046229	100508120	Hs.188825	NR_046229		GMDS-DT	GMDS-AS1	GMDS divergent transcript	ncRNA
37132	chr14	24563312	24564312	+	0	NA	5' UTR (NM_001308054, exon 1 of 10)	5' UTR (NM_001308054, exon 1 of 10)	292	NM_004563	5106	Hs.75812	NM_004563	ENSG00000100889	PCK2	PEPCK|PEPCK-M|PEPCK2	phosphoenolpyruvate carboxykinase 2, mitochondrial	protein-coding
53058	chr20	47423802	47424802	+	0	NA	intron (NM_020820, intron 1 of 39)	intron (NM_020820, intron 1 of 39)	20234	NM_020820	57580	Hs.153310	NM_020820	ENSG00000124126	PREX1	P-REX1	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1	protein-coding
20266	chr7	37230740	37231740	+	0	NA	intron (NM_001206482, intron 13 of 21)	intron (NM_001206482, intron 13 of 21)	162032	NM_001206482	9844	Hs.434989	NM_014800	ENSG00000155849	ELMO1	CED-12|CED12|ELMO-1	engulfment and cell motility 1	protein-coding
47910	chr18	47823801	47824801	+	0	NA	Intergenic	Intergenic	-9609	NM_001101654	30827	Hs.180933	NM_014593	ENSG00000154832	CXXC1	2410002I16Rik|5830420C16Rik|CFP1|CGBP|HsT2645|PCCX1|PHF18|SPP1|ZCGPC1|hCGBP	CXXC finger protein 1	protein-coding
20938	chr7	91874873	91875873	+	0	NA	promoter-TSS (NM_001350680)	promoter-TSS (NM_001350680)	41	NM_001350677	889	Hs.531987	NM_004912	ENSG00000001631	KRIT1	CAM|CCM1	KRIT1 ankyrin repeat containing	protein-coding
36197	chr13	36728484	36729484	+	0	NA	Intergenic	CpG	-22908	NM_001330072	9201	Hs.507755	NM_004734	ENSG00000133083	DCLK1	CL1|CLICK1|DCAMKL1|DCDC3A|DCLK	doublecortin like kinase 1	protein-coding
57194	chrX	129095198	129096198	+	0	NA	Intergenic	Intergenic	-43466	NM_021946	63035	Hs.496748	NM_021946	ENSG00000085185	BCORL1	BCoR-L1|CXorf10	BCL6 corepressor like 1	protein-coding
18612	chr6	111147302	111148302	+	0	NA	intron (NM_001287215, intron 1 of 8)	MLT1C|LTR|ERVL-MaLR	-10744	NM_001300964	23097	Hs.744895	NM_015076	ENSG00000155111	CDK19	CDC2L6|CDK11|bA346C16.3	cyclin dependent kinase 19	protein-coding
40343	chr15	81097252	81098252	+	0	NA	intron (NM_018689, intron 1 of 28)	intron (NM_018689, intron 1 of 28)	26041	NM_001293304	57214	Hs.459088	NM_018689	ENSG00000103888	CEMIP	CCSP1|HYBID|KIAA1199|TMEM2L	cell migration inducing hyaluronidase 1	protein-coding
2913	chr1	53951069	53952069	+	0	NA	Intergenic	Intergenic	26497	NM_033067	63948	Hs.131654	NM_033067	ENSG00000143006	DMRTB1	-	DMRT like family B with proline rich C-terminal 1	protein-coding
36589	chr13	100088878	100089878	+	0	NA	Intergenic	Intergenic	62182	NR_110731	102725509	Hs.648968	NR_110731		LINC01232	TCONS_00021520	long intergenic non-protein coding RNA 1232	ncRNA
24524	chr9	6715407	6716407	+	0	NA	Intergenic	Intergenic	-4956	NM_001146696	23081	Hs.709425	NM_015061	ENSG00000107077	KDM4C	GASC1|JHDM3C|JMJD2C|TDRD14C	lysine demethylase 4C	protein-coding
49171	chr19	6737693	6738693	+	0	NA	promoter-TSS (NM_001080452)	promoter-TSS (NM_001080452)	-560	NM_001080452	56927	Hs.167641	NM_020171	ENSG00000125734	GPR108	LUSTR2	G protein-coupled receptor 108	protein-coding
20154	chr7	30633912	30634912	+	0	NA	promoter-TSS (NM_001316772)	promoter-TSS (NM_001316772)	61	NM_001316772	2617	Hs.404321	NM_002047	ENSG00000106105	GARS	CMT2D|DSMAV|GlyRS|HMN5|SMAD1	glycyl-tRNA synthetase	protein-coding
12230	chr3	182478053	182479053	+	0	NA	Intergenic	Intergenic	-32739	NM_014616	23200	Hs.478429	NM_014616	ENSG00000058063	ATP11B	ATPIF|ATPIR	ATPase phospholipid transporting 11B (putative)	protein-coding
45029	chr17	38597005	38598005	+	0	NA	Intergenic	Intergenic	-2197	NM_001552	3487	Hs.462998	NM_001552	ENSG00000141753	IGFBP4	BP-4|HT29-IGFBP|IBP4|IGFBP-4	insulin like growth factor binding protein 4	protein-coding
9495	chr2	237538858	237539858	+	0	NA	Intergenic	Intergenic	60890	NM_020311	57007	Hs.471751	NM_020311	ENSG00000144476	ACKR3	CMKOR1|CXC-R7|CXCR-7|CXCR7|GPR159|RDC-1|RDC1	atypical chemokine receptor 3	protein-coding
43357	chr16	88557653	88558653	+	0	NA	intron (NM_153813, intron 3 of 9)	CpG	22827	NR_049821	100847057		NR_049821	ENSG00000263456	MIR5189	mir-5189	microRNA 5189	ncRNA
33885	chr12	27397066	27398066	+	0	NA	intron (NM_015000, intron 1 of 13)	CpG	347	NM_015000	23012	Hs.184523	NM_015000	ENSG00000211455	STK38L	NDR2	serine/threonine kinase 38 like	protein-coding
50177	chr19	30205434	30206434	+	0	NA	promoter-TSS (NM_001282929)	promoter-TSS (NM_001282929)	29	NM_001282929	83636	Hs.529094	NM_031448	ENSG00000131943	C19orf12	MPAN|NBIA3|NBIA4|SPG43	chromosome 19 open reading frame 12	protein-coding
35621	chr12	126675132	126676132	+	0	NA	Intergenic	CpG	95094	NR_110053	101927464	Hs.443932	NR_110053	ENSG00000284848	LINC02359	-	long intergenic non-protein coding RNA 2359	ncRNA
51412	chr19	50951101	50952101	+	0	NA	exon (NM_004533, exon 13 of 28)	exon (NM_004533, exon 13 of 28)	15452	NM_004533	4606	Hs.85937	NM_004533	ENSG00000086967	MYBPC2	MYBPC|MYBPCF	myosin binding protein C, fast type	protein-coding
38739	chr14	104376261	104377261	+	0	NA	Intergenic	Intergenic	11105	NM_001127393	9556	Hs.109052	NM_004894	ENSG00000156411	ATP5MPL	6.8PL|C14orf2|MLQ|MP68|PLPM	ATP synthase membrane subunit 6.8PL	protein-coding
4200	chr1	165131799	165132799	+	0	NA	Intergenic	Intergenic	193179	NM_001174069	4009	Hs.667312	NM_177398	ENSG00000162761	LMX1A	LMX1|LMX1.1	LIM homeobox transcription factor 1 alpha	protein-coding
25729	chr9	124461327	124462327	+	0	NA	intron (NM_032552, intron 3 of 16)	CpG	-43237	NM_138709	153090	Hs.522378	NM_032552	ENSG00000136848	DAB2IP	AF9Q34|AIP-1|AIP1|DIP1/2	DAB2 interacting protein	protein-coding
38733	chr14	104336280	104337280	+	0	NA	Intergenic	Intergenic	22722	NR_038436	145216	Hs.578091	NR_038436	ENSG00000258735	LINC00637	-	long intergenic non-protein coding RNA 637	ncRNA
35974	chr13	24846703	24847703	+	0	NA	intron (NM_001286795, intron 1 of 9)	intron (NM_001286795, intron 1 of 9)	2315	NM_001286793	221178	Hs.434298	NM_153023	ENSG00000182957	SPATA13	ARHGEF29|ASEF2	spermatogenesis associated 13	protein-coding
38748	chr14	104574305	104575305	+	0	NA	intron (NM_001080464, intron 12 of 15)	intron (NM_001080464, intron 12 of 15)	-8937	NR_029620	406986		NR_029620	ENSG00000207568	MIR203A	MIR203|MIRN203|hsa-mir-203a|miR-203|miRNA203|mir-203a	microRNA 203a	ncRNA
32585	chr11	112707786	112708786	+	0	NA	Intergenic	Intergenic	-123856	NM_000615	4684	Hs.503878	NM_000615	ENSG00000149294	NCAM1	CD56|MSK39|NCAM	neural cell adhesion molecule 1	protein-coding
8868	chr2	206580508	206581508	+	0	NA	exon (NM_201266, exon 3 of 17)	exon (NM_201266, exon 3 of 17)	33783	NM_201266	8828	Hs.471200	NM_003872	ENSG00000118257	NRP2	NP2|NPN2|PRO2714|VEGF165R2	neuropilin 2	protein-coding
1663	chr1	24619871	24620871	+	0	NA	Intergenic	Intergenic	-25476	NM_198174	57822	Hs.657920	NM_021180	ENSG00000158055	GRHL3	SOM|TFCP2L4|VWS2	grainyhead like transcription factor 3	protein-coding
18953	chr6	155582284	155583284	+	0	NA	intron (NM_001350501, intron 5 of 6)	intron (NM_001350501, intron 5 of 6)	-2363	NM_001001346	49861	Hs.567491	NM_001001346	ENSG00000171217	CLDN20	-	claudin 20	protein-coding
56170	chr22	45021571	45022571	+	0	NA	promoter-TSS (NR_044991)	promoter-TSS (NR_044991)	-772	NR_044991	414351	Hs.572878	NR_044991		LINC00229	C22orf10|NCRNA00229|dJ474I12.C22.2	long intergenic non-protein coding RNA 229	ncRNA
29274	chr10	118481279	118482279	+	0	NA	intron (NM_001330164, intron 2 of 12)	intron (NM_001330164, intron 2 of 12)	20298	NM_025015	259217	Hs.648448	NM_025015	ENSG00000165868	HSPA12A	-	heat shock protein family A (Hsp70) member 12A	protein-coding
34719	chr12	103964913	103965913	+	0	NA	Intergenic	Intergenic	-15638	NM_017564	55576	Hs.408249	NM_017564	ENSG00000136011	STAB2	FEEL2|FELE-2|FELL2|FEX2|HARE|SCARH1	stabilin 2	protein-coding
25945	chr9	129379659	129380659	+	0	NA	intron (NM_001174147, intron 2 of 7)	intron (NM_001174147, intron 2 of 7)	3437	NM_001174146	4010	Hs.129133	NM_002316	ENSG00000136944	LMX1B	LMX1.2|NPS1	LIM homeobox transcription factor 1 beta	protein-coding
6127	chr2	11100997	11101997	+	0	NA	Intergenic	Intergenic	49437	NM_002236	3754	Hs.23735	NM_002236	ENSG00000162975	KCNF1	IK8|KCNF|KV5.1|kH1	potassium voltage-gated channel modifier subfamily F member 1	protein-coding
9714	chr2	240523323	240524323	+	0	NA	Intergenic	Intergenic	-160731	NR_037808	150935	Hs.555582	NR_037808		LOC150935	-	uncharacterized LOC150935	ncRNA
38851	chr14	105451935	105452935	+	0	NA	promoter-TSS (NM_001364170)	promoter-TSS (NM_001364170)	-181	NM_001364170	122616	Hs.27183	NM_174891	ENSG00000140104	CLBA1	C14orf79	clathrin binding box of aftiphilin containing 1	protein-coding
10914	chr3	52118250	52119250	+	0	NA	intron (NM_001161580, intron 9 of 9)	intron (NM_001161580, intron 9 of 9)	-19622	NR_027331	100128378	Hs.640106	NM_001123039		LINC00696	C3orf74	long intergenic non-protein coding RNA 696	ncRNA
36380	chr13	53226755	53227755	+	0	NA	intron (NM_001130912, intron 2 of 13)	intron (NM_001130912, intron 2 of 13)	284	NM_001320831	10910	Hs.281902	NM_006704	ENSG00000165416	SUGT1	SGT1	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone	protein-coding
21982	chr7	155249449	155250449	+	0	NA	promoter-TSS (NM_001427)	promoter-TSS (NM_001427)	-875	NM_001427	2020	Hs.134989	NM_001427	ENSG00000164778	EN2	-	engrailed homeobox 2	protein-coding
27985	chr10	71181189	71182189	+	0	NA	Intergenic	Intergenic	-5015	NM_001057	6865	Hs.88372	NM_001057	ENSG00000075073	TACR2	NK2R|NKNAR|SKR|TAC2R	tachykinin receptor 2	protein-coding
26051	chr9	130788342	130789342	+	0	NA	Intergenic	Intergenic	40757	NM_197956	203245	Hs.373606	NM_197956	ENSG00000171169	NAIF1	C9orf90|bA379C10.2	nuclear apoptosis inducing factor 1	protein-coding
29214	chr10	115166261	115167261	+	0	NA	Intergenic	Intergenic	-143829	NM_001177660	3026	Hs.422542	NM_004132	ENSG00000148702	HABP2	FSAP|HABP|HGFAL|NMTC5|PHBP	hyaluronan binding protein 2	protein-coding
11981	chr3	141656208	141657208	+	0	NA	Intergenic	Intergenic	61223	NM_001679	483	Hs.477789	NM_001679	ENSG00000069849	ATP1B3	ATPB-3|CD298	ATPase Na+/K+ transporting subunit beta 3	protein-coding
53789	chr20	62033837	62034837	+	0	NA	3' UTR (NM_004518, exon 15 of 15)	3' UTR (NM_004518, exon 15 of 15)	-41589	NM_000744	1137	Hs.10734	NM_000744	ENSG00000101204	CHRNA4	BFNC|EBN|EBN1|NACHR|NACHRA4|NACRA4	cholinergic receptor nicotinic alpha 4 subunit	protein-coding
55975	chr22	42799603	42800603	+	0	NA	intron (NM_001318323, intron 2 of 4)	intron (NM_001318323, intron 2 of 4)	28262	NM_001318323	150372	Hs.436677	NM_145912	ENSG00000235568	NFAM1	CNAIP	NFAT activating protein with ITAM motif 1	protein-coding
46625	chr17	75920677	75921677	+	0	NA	Intergenic	Intergenic	-41008	NR_028337	400624	Hs.514521	NM_001001685	ENSG00000204283	LINC01973	-	long intergenic non-protein coding RNA 1973	ncRNA
35640	chr12	129270956	129271956	+	0	NA	Intergenic	Intergenic	37047	NM_145648	121260	Hs.507260	NM_145648	ENSG00000139370	SLC15A4	FP12591|PHT1|PTR4	solute carrier family 15 member 4	protein-coding
54796	chr22	19277965	19278965	+	0	NA	intron (NM_001835, intron 1 of 31)	intron (NM_001835, intron 1 of 31)	777	NM_001835	8218	Hs.368266	NM_001835	ENSG00000070371	CLTCL1	CHC22|CLH22|CLTCL|CLTD	clathrin heavy chain like 1	protein-coding
40311	chr15	79464040	79465040	+	0	NA	Intergenic	Intergenic	-37590	NR_029705	406960		NR_029705	ENSG00000207695	MIR184	EDICT|MIRN184|miR-184	microRNA 184	ncRNA
49210	chr19	7524285	7525285	+	0	NA	intron (NM_001130955, intron 9 of 19)	intron (NM_001130955, intron 9 of 19)	20211	NM_001130955	23370	Hs.465761	NM_015318	ENSG00000104880	ARHGEF18	P114-RhoGEF|RP78|SA-RhoGEF|p114RhoGEF	Rho/Rac guanine nucleotide exchange factor 18	protein-coding
16424	chr5	173763954	173764954	+	0	NA	intron (NR_125806, intron 1 of 5)	intron (NR_125806, intron 1 of 5)	1097	NR_125806	101928176	Hs.436014	NR_125806	ENSG00000249306	LINC01411	-	long intergenic non-protein coding RNA 1411	ncRNA
19362	chr6	169338356	169339356	+	0	NA	intron (NR_136250, intron 3 of 3)	intron (NR_136250, intron 3 of 3)	25621	NR_136248	105378146	Hs.343631	NR_136248		LOC105378146	-	uncharacterized LOC105378146	ncRNA
25106	chr9	93657208	93658208	+	0	NA	intron (NM_001135052, intron 12 of 12)	intron (NM_001135052, intron 12 of 12)	68006	NM_001174167	6850	Hs.371720	NM_003177	ENSG00000165025	SYK	p72-Syk	spleen associated tyrosine kinase	protein-coding
46249	chr17	72171403	72172403	+	0	NA	Intergenic	Intergenic	-27914	NM_000999	6169	Hs.380953	NM_000999	ENSG00000172809	RPL38	L38	ribosomal protein L38	protein-coding
52888	chr20	44399678	44400678	+	0	NA	Intergenic	Intergenic	20344	NM_080614	140686	Hs.419126	NM_080614	ENSG00000124116	WFDC3	WAP14|dJ447F3.3	WAP four-disulfide core domain 3	protein-coding
31111	chr11	47290319	47291319	+	0	NA	promoter-TSS (NM_001135943)	promoter-TSS (NM_001135943)	-107	NM_130470	8567	Hs.82548	NM_003682	ENSG00000110514	MADD	DENN|IG20|RAB3GEP	MAP kinase activating death domain	protein-coding
11021	chr3	53741935	53742935	+	0	NA	intron (NM_001128839, intron 9 of 45)	intron (NM_001128839, intron 9 of 45)	138011	NM_018397	55349	Hs.126688	NM_018397	ENSG00000016391	CHDH	-	choline dehydrogenase	protein-coding
29319	chr10	120513455	120514455	+	0	NA	exon (NM_153810, exon 1 of 9)	exon (NM_153810, exon 1 of 9)	527	NM_153810	143384	Hs.420024	NM_153810	ENSG00000151893	CACUL1	C10orf46|CAC1	CDK2 associated cullin domain 1	protein-coding
13784	chr4	90031809	90032809	+	0	NA	Intergenic	CpG	-1659	NM_145715	166815	Hs.58924	NM_145715	ENSG00000180346	TIGD2	HEL106	tigger transposable element derived 2	protein-coding
33893	chr12	28342850	28343850	+	0	NA	promoter-TSS (NM_001352080)	promoter-TSS (NM_001352080)	-39	NM_001330367	55297	Hs.653125	NM_018318	ENSG00000123106	CCDC91	HSD8|p56	coiled-coil domain containing 91	protein-coding
25011	chr9	90326547	90327547	+	0	NA	Intergenic	Intergenic	-13987	NM_001257971	1514	Hs.731507	NM_001912	ENSG00000135047	CTSL	CATL|CTSL1|MEP	cathepsin L	protein-coding
4821	chr1	205547818	205548818	+	0	NA	intron (NM_181644, intron 1 of 9)	intron (NM_181644, intron 1 of 9)	-9885	NR_152721	284578	Hs.537020	NR_027086		MFSD4A-AS1	-	MFSD4A antisense RNA 1	ncRNA
13051	chr4	6475050	6476050	+	0	NA	intron (NM_001206995, intron 2 of 9)	intron (NM_001206995, intron 2 of 9)	-1209	NM_020416	5522	Hs.479069	NM_020416	ENSG00000074211	PPP2R2C	B55-GAMMA|B55gamma|IMYPNO|IMYPNO1|PR52|PR55G	protein phosphatase 2 regulatory subunit Bgamma	protein-coding
9434	chr2	236461803	236462803	+	0	NA	intron (NM_014914, intron 1 of 16)	intron (NM_014914, intron 1 of 16)	-35738	NR_146582	27321		NR_146582		TNRC17	CAGL234	trinucleotide repeat containing 17	ncRNA
1682	chr1	24881688	24882688	+	0	NA	promoter-TSS (NM_001010980)	promoter-TSS (NM_001010980)	327	NR_109781	100506985	Hs.607088	NR_109781		NCMAP-DT	-	NCMAP divergent transcript	ncRNA
29480	chr10	124268989	124269989	+	0	NA	intron (NM_002775, intron 6 of 8)	intron (NM_002775, intron 6 of 8)	48420	NM_002775	5654	Hs.501280	NM_002775	ENSG00000166033	HTRA1	ARMD7|CADASIL2|CARASIL|HtrA|L56|ORF480|PRSS11	HtrA serine peptidase 1	protein-coding
35817	chr12	133100354	133101354	+	0	NA	intron (NM_001142641, intron 2 of 16)	intron (NM_001142641, intron 2 of 16)	34117	NM_001367871	57666	Hs.411138	NM_001142641	ENSG00000112787	FBRSL1	-	fibrosin like 1	protein-coding
13644	chr4	74904151	74905151	+	0	NA	promoter-TSS (NM_002090)	promoter-TSS (NM_002090)	-245	NM_002090	2921	Hs.89690	NM_002090	ENSG00000163734	CXCL3	CINC-2b|GRO3|GROg|MIP-2b|MIP2B|SCYB3	C-X-C motif chemokine ligand 3	protein-coding
13491	chr4	40833859	40834859	+	0	NA	intron (NM_001166051, intron 1 of 6)	intron (NM_001166051, intron 1 of 6)	24813	NM_001166051	323	Hs.479602	NM_004307	ENSG00000163697	APBB2	FE65L|FE65L1	amyloid beta precursor protein binding family B member 2	protein-coding
20025	chr7	24515344	24516344	+	0	NA	Intergenic	Intergenic	-97227	NM_001303037	51678	Hs.533355	NM_016447	ENSG00000105926	MPP6	PALS2|VAM-1|VAM1|p55T	membrane palmitoylated protein 6	protein-coding
18565	chr6	109081547	109082547	+	0	NA	intron (NR_033376, intron 3 of 4)	intron (NR_033376, intron 3 of 4)	9190	NR_033376	387111	Hs.520310	NR_033376	ENSG00000203801	LINC00222	C6orf181|NCRNA00222|dJ354J5.2	long intergenic non-protein coding RNA 222	ncRNA
12875	chr4	3232788	3233788	+	0	NA	intron (NM_002111, intron 60 of 66)	intron (NM_002111, intron 60 of 66)	-12808	NM_001330620	345222	Hs.442291	NM_001012982	ENSG00000188981	MSANTD1	C4orf44	Myb/SANT DNA binding domain containing 1	protein-coding
56091	chr22	44151681	44152681	+	0	NA	intron (NM_022785, intron 5 of 31)	MIR|SINE|MIR	56004	NM_198856	64800	Hs.658996	NM_022785	ENSG00000186976	EFCAB6	DJBP|HSCBCIP1|dJ185D5.1	EF-hand calcium binding domain 6	protein-coding
12670	chr4	816448	817448	+	0	NA	intron (NM_006651, intron 2 of 3)	intron (NM_006651, intron 2 of 3)	2969	NM_006651	10815	Hs.478930	NM_006651	ENSG00000168993	CPLX1	CPX-I|CPX1|EIEE63	complexin 1	protein-coding
30189	chr11	1379249	1380249	+	0	NA	Intergenic	Intergenic	-31415	NM_001256627	9024	Hs.170819	NM_003957	ENSG00000174672	BRSK2	C11orf7|PEN11B|SAD1|SADA|STK29	BR serine/threonine kinase 2	protein-coding
23825	chr8	125847186	125848186	+	0	NA	Intergenic	Intergenic	-13386	NR_039809	100616255		NR_039809	ENSG00000263735	MIR4662B	-	microRNA 4662b	ncRNA
6835	chr2	44314032	44315032	+	0	NA	Intergenic	CpG	-81410	NM_177969	5495	Hs.416769	NM_002706	ENSG00000138032	PPM1B	PP2C-beta|PP2C-beta-X|PP2CB|PP2CBETA|PPC2BETAX	protein phosphatase, Mg2+/Mn2+ dependent 1B	protein-coding
49214	chr19	7546910	7547910	+	0	NA	intron (NM_001300881, intron 2 of 4)	MER5B|DNA|hAT-Charlie	6511	NM_080662	92960	Hs.515100	NM_080662	ENSG00000104883	PEX11G	-	peroxisomal biogenesis factor 11 gamma	protein-coding
591	chr1	7676073	7677073	+	0	NA	intron (NM_001349609, intron 6 of 22)	intron (NM_001349609, intron 6 of 22)	-53217	NM_001349623	23261	Hs.397705	NM_015215	ENSG00000171735	CAMTA1	CANPMR	calmodulin binding transcription activator 1	protein-coding
20126	chr7	28848635	28849635	+	0	NA	intron (NM_182898, intron 9 of 10)	intron (NM_182898, intron 9 of 10)	123385	NM_001011666	9586	Hs.437075	NM_004904	ENSG00000146592	CREB5	CRE-BPA|CREB-5|CREBPA	cAMP responsive element binding protein 5	protein-coding
9253	chr2	232234768	232235768	+	0	NA	intron (NM_001271466, intron 25 of 25)	intron (NM_001271466, intron 25 of 25)	7849	NR_039937	100616317		NR_039937	ENSG00000263641	MIR4777	-	microRNA 4777	ncRNA
20798	chr7	73708659	73709659	+	0	NA	intron (NM_003388, intron 1 of 16)	intron (NM_003388, intron 1 of 16)	5354	NM_003388	7461	Hs.647018	NM_003388	ENSG00000106665	CLIP2	CLIP|CLIP-115|CYLN2|WBSCR3|WBSCR4|WSCR3|WSCR4	CAP-Gly domain containing linker protein 2	protein-coding
50746	chr19	40931292	40932292	+	0	NA	5' UTR (NM_013376, exon 1 of 2)	5' UTR (NM_013376, exon 1 of 2)	107	NM_013376	29950	Hs.269898	NM_013376	ENSG00000197019	SERTAD1	SEI1|TRIP-Br1|TRIPBR1	SERTA domain containing 1	protein-coding
44975	chr17	37812361	37813361	+	0	NA	intron (NM_001165937, intron 2 of 14)	intron (NM_001165937, intron 2 of 14)	-8738	NM_003673	8557	Hs.77628	NM_003673	ENSG00000173991	TCAP	CMD1N|CMH25|LGMD2G|LGMDR7|T-cap|TELE|telethonin	titin-cap	protein-coding
54335	chr21	43836023	43837023	+	0	NA	intron (NM_018961, intron 5 of 14)	intron (NM_018961, intron 5 of 14)	12512	NM_018961	53347	Hs.473912	NM_018961	ENSG00000160185	UBASH3A	CLIP4|STS-2|TULA|TULA-1	ubiquitin associated and SH3 domain containing A	protein-coding
43543	chr16	90070955	90071955	+	0	NA	3' UTR (NM_024043, exon 4 of 4)	3' UTR (NM_024043, exon 4 of 4)	5074	NM_024043	79007	Hs.301394	NM_024043	ENSG00000003249	DBNDD1	-	dysbindin domain containing 1	protein-coding
38658	chr14	103395921	103396921	+	0	NA	exon (NM_030943, exon 9 of 12)	exon (NM_030943, exon 9 of 12)	7428	NM_030943	81693	Hs.534494	NM_030943	ENSG00000166126	AMN	PRO1028|amnionless	amnion associated transmembrane protein	protein-coding
45222	chr17	41849963	41850963	+	0	NA	intron (NM_004090, intron 2 of 2)	intron (NM_004090, intron 2 of 2)	5882	NM_004090	1845	Hs.181046	NM_004090	ENSG00000108861	DUSP3	VHR	dual specificity phosphatase 3	protein-coding
13598	chr4	57906512	57907512	+	0	NA	exon (NM_001553, exon 2 of 5)	exon (NM_001553, exon 2 of 5)	61950	NM_000938	5431	Hs.602757	NM_000938	ENSG00000047315	POLR2B	POL2RB|RPB2|hRPB140	RNA polymerase II subunit B	protein-coding
50179	chr19	30221784	30222784	+	0	NA	Intergenic	LTR16E1|LTR|ERVL	-15588	NM_001256047	83636	Hs.529094	NM_031448	ENSG00000131943	C19orf12	MPAN|NBIA3|NBIA4|SPG43	chromosome 19 open reading frame 12	protein-coding
54411	chr21	44752788	44753788	+	0	NA	Intergenic	Intergenic	-1369	NR_103713	100126693	Hs.473952	NR_103713		LINC00322	C21orf136|NCRNA00322	long intergenic non-protein coding RNA 322	ncRNA
18074	chr6	43336471	43337471	+	0	NA	exon (NM_014345, exon 1 of 10)	exon (NM_014345, exon 1 of 10)	414	NM_014345	24149	Hs.509718	NM_014345	ENSG00000171467	ZNF318	HRIHFB2436|TZF|ZFP318	zinc finger protein 318	protein-coding
55897	chr22	41681482	41682482	+	0	NA	5' UTR (NM_001278651, exon 1 of 17)	5' UTR (NM_001278651, exon 1 of 17)	209	NM_002883	5905	Hs.183800	NM_002883	ENSG00000100401	RANGAP1	Fug1|RANGAP|SD	Ran GTPase activating protein 1	protein-coding
22959	chr8	37185624	37186624	+	0	NA	intron (NR_031672, intron 2 of 2).2	MIR3|SINE|MIR	165307	NR_121620	100507420	Hs.105962	NR_121620		LINC01605	LincDUSP	long intergenic non-protein coding RNA 1605	ncRNA
43169	chr16	86243532	86244532	+	0	NA	Intergenic	L1MB5|LINE|L1	14245	NR_103859	100506542	Hs.111902	NR_103859	ENSG00000269186	LINC01082	TCONS_00024492	long intergenic non-protein coding RNA 1082	ncRNA
35250	chr12	120672215	120673215	+	0	NA	intron (NM_001080855, intron 1 of 11)	intron (NM_001080855, intron 1 of 11)	15251	NM_025157	5829	Hs.446336	NM_002859	ENSG00000089159	PXN	-	paxillin	protein-coding
