	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	LTF	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF883
REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09366548651170015	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	1	1	1	0.0921435957249187	1	1	1	1	1	1	1	1	1	1	1	1	0.05353269441345754	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08441399221850099	1	1	1	1	1	1	1	1	1	1	1	1	1	0.009384079184525773	1	1	0.009631980330195633	1	1	1	1	1	1	1	1	0.05942126951637294	1	1	1	0.01577377290240911	1	1	1	1	1	0.08649086854199806	1
REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION	0.05260713296478414	1	1	1	1	0.01169673452853659	1	1	1	0.00656717831566922	1	1	1	1	0.01571135753578623	1	1	1	0.022985191763380985	1	0.09082327453472394	1	1	1	1	1	0.030586075548036273	1	1	1	1	1	1	0.034140402214746346	1	1	1	1	1	1	1	1	1	0.08675552312873192	1	1	1	1	1	0.0319975707069996	1	1	1	1	1	1	0.09509333838063316	0.045456597395768905	1	1	1	1	1	1	1	1	1	1
REACTOME_AQUAPORIN_MEDIATED_TRANSPORT	1	1	0.015746832179563297	1	1	1	1	1	1	1	1	1	1	1	0.0003385770661741283	1	1	1	0.014526665576810927	1	1	1	1	1	1	1	0.002621891275457422	1	1	1	0.027550045074968166	1	1	0.0007079714950199989	0.03981608219779864	1	1	1	1	1	1	1	0.0028418180646402336	0.057975313163572295	1	0.073069086126471	0.07988774058079551	1	1	0.002730005399169566	1	1	1	1	1	1	1	0.022315353191444065	1	1	0.02308147550975448	1	1	1	1	1	0.038686405426920145	1
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07847594488987686	1	1	1	0.09058037471405789	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ASSEMBLY_AND_CELL_SURFACE_PRESENTATION_OF_NMDA_RECEPTORS	1	1	1	1	0.03048112323951202	1	1	1	1	1	1	1	1	0.030684604360598167	0.014548151517125185	1	1	1	1	1	1	1	1	0.004453186233706163	1	1	0.022728647893336618	1	1	1	0.01775121835058613	0.001849433357413055	1	1	1	1	0.04534844280469741	1	1	1	1	1	0.08909288918175995	1	0.022728647893336618	1	1	1	1	1	1	0.002909382743280231	1	1	1	0.09623859052509687	1	0.09213501809038771	1	1	0.0941801415446002	0.010676893324793824	1	1	1	1	1	1
REACTOME_AURKA_ACTIVATION_BY_TPX2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05588467386411322	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS	1	1	0.028363054079583394	1	1	1	1	1	1	1	1	1	1	0.06115079571682169	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.006562927844539823	1	0.03489484651802588	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING	1	1	1	1	1	1	1	1	1	1	1	0.04706657726744945	1	1	0.09149258505054725	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08500244075789753	1	1	1	1	1	1	1	1	1	1	1	1	0.09651182179727424	1	1	1	1	0.09315137092152903	1	1	1	1	1	1	1
REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0643536152304024	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CA2_ACTIVATED_K_CHANNELS	1	1	1	1	1	1	1	1	1	1	1	1	1	0.008044183815708261	1	1	1	1	0.0033126424464907656	1	1	1	1	1	1	1	1	1	0.0007168194205837697	1	0.005341876461297801	1	1	1	0.007086538051691904	1	1	1	0.006525293251091413	1	1	1	1	0.001937631638405879	1	0.0025150877070811983	1	1	1	1	1	1	1	1	0.0025150877070811983	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CA2_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	0.04611470618713842	1	0.07174665882988118	0.005885461985501772	1	1	0.05921188093659402	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.053272588492506934	0.06141642172774009	1	1	1	1	1	1	1	0.03342906083448505	1	1	0.09870929255911887	1	1	1	1	1	1	1	1	0.09870929255911887	0.037497872966024026	1	0.03514290195303971	1	1	0.036310433777062334	1	1	1	1	1	1	1
REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN	1	1	1	1	0.0292114468523178	1	1	1	1	1	1	0.0235443611283902	1	1	1	0.053919071986311407	0.016284907484492295	0.03053802653390758	0.06691300200706496	1	1	1	1	1	1	1	0.021769140924136954	1	0.016284907484492295	1	0.016691895186733086	0.0001538726755969666	1	0.020955672275860593	0.024429537295118986	1	0.04350157021923462	1	1	1	1	1	0.012740307979039023	1	0.021769140924136954	0.05226302686572315	1	1	1	1	1	0.00027512859748679563	1	1	1	0.09256024469922775	1	0.08859695106991239	1	1	0.013909632025181695	0.010214581064862172	1	1	1	1	0.027266742826631885	1
REACTOME_CARDIAC_CONDUCTION	1	1	0.05086079422566203	0.0016116971112042355	0.010411100941306595	1	1	1	1	1	1	0.040208267191874425	1	0.0002848753685386063	0.0011146728644297887	1	1	1	0.04641034660378063	1	1	1	1	1	1	1	0.03618170144036592	1	0.003456237809361884	1	0.029402242643854826	1	1	0.00011179291916263434	3.111510344211421e-05	1	0.0006675815956292963	0.024360175624048352	4.596359786113169e-07	1	0.0004509403824024538	0.043316189856732024	0.004733794109092804	0.0005697793869868795	0.03618170144036592	0.0011416080474688783	0.03534563679702096	0.025430607354525625	0.01846432619324201	0.03749956734647164	1	0.00010269852436206595	1	0.0703556227421076	1	3.712800806043859e-05	0.0037495485698234576	0.00019212097609666579	1	0.031696143964829226	0.0055450457125783	0.08546339511984047	1	0.01629572913381061	0.0011903758319213864	0.003456237809361884	1	1
REACTOME_CA_DEPENDENT_EVENTS	1	1	1	0.022065303324683372	0.022065303324683372	1	1	1	1	1	1	1	1	1	0.009055009650692836	1	1	1	0.005682379715250763	1	1	1	1	1	1	1	0.0009756522685812064	1	1	1	0.07866786019998318	0.07223357266403663	1	0.014003497046079505	1	1	0.033051807822724655	1	0.09376902161853606	1	1	1	5.766582648158991e-05	0.03128974924536787	1	1	1	1	1	0.01683123444260104	1	0.08949219664158503	1	1	0.039835276557555366	0.009543279454620857	1	1	1	1	0.009216084824784088	1	1	1	1	1	0.020578228805943066	1
REACTOME_CD28_CO_STIMULATION	1	1	0.044015243927211234	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.013168316521945611	1	1	1	0.008084075034509919	0.05904886439555668	1	1	0.012000887881214117	1	1	1	0.07703148718990316	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CELL_CELL_COMMUNICATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03716856828675974	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0781185772201326	1	1	1	1	1	1
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.010129963443874734	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03767968046952741	0.08549285606315138	1	1	1	1	1	1	1	1	1	1	1	0.042218685015876445	1	1	1	1	1	0.022392961171399994	1	1	1	1	1	1
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.049567737439450976	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CELL_JUNCTION_ORGANIZATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01960297289518509	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08717863007694016	1	1	1	1	1	1	1	1	1	1	1	1	0.09672489612810731	1	1	1	1	1	0.042426527064583164	1	1	1	1	1	1
REACTOME_CGMP_EFFECTS	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0017812638539956849	1	1	1	1	1.4923559769175476e-05	1	1	1	1	1	1	1	1	1	4.796115493144182e-05	1	0.01680865448803126	1	1	0.0012455790026936198	0.0014761064897536036	1	0.006613650411560368	1	0.020403820572955977	1	1	1	1	0.00021358019880668433	1	0.00806209447076256	0.00890725102520551	1	1	1	1	1	1	1	8.56509270663608e-06	0.015125707797762455	1	1	1	1	0.014762340842839006	1	1	1	1	1	1	1
REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS	1	1	0.017249368458327696	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	1	1	0.09146746342875323	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.023018552972112194	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS_	1	1	1	1	1	1	1	0.012045146983635568	1	1	1	1	0.06875438788218147	0.014151384303761949	1	1	0.06284873491511667	1	0.044709298854686996	1	0.006294994372265994	1	1	1	1	1	1	1	1	1	1	1	1	0.08467104935958913	0.05221192397779728	0.06031776706796799	1	1	1	1	1	1	1	1	1	0.06407397705510276	1	1	1	1	1	1	1	0.08711183239673526	1	1	1	0.08947699494675176	1	1	1	1	1	1	1	1	1	1
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS_	1	1	0.07050715912131467	1	1	1	1	1	1	1	1	1	1	0.015507972541011328	0.09721967062837922	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02574813739262438	0.08206433394506929	0.023697525122277074	1	1	0.09865078467648614	1	1	1	1	1	0.0024117696374075237	1
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	1	1	1	0.06505398498899084	0.06505398498899084	1	1	1	1	1	1	1	1	1	1	1	0.03720594461534765	0.06785167953026916	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.050421474921588105	1	1	1	1	1	1	1	1	1	1	0.044105660470721286	1	1	1	1	1	0.00751165911164231	1
REACTOME_COLLAGEN_CHAIN_TRIMERIZATION	1	1	1	0.03048112323951202	0.03048112323951202	1	1	1	1	1	1	1	1	1	1	1	0.017011038448878635	0.03186226311639251	0.06966055725921239	1	1	1	1	1	1	1	1	1	1	1	1	0.0972727313517715	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05967026237409856	1	1	0.023338549880111192	1	1	1	1	1	1	1	1	1	1	0.014801258325361721	1	1	1	1	1	0.0022912944167986504	1
REACTOME_COLLAGEN_DEGRADATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08325558789691112	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_COLLAGEN_FORMATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06310050072175666	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08448898590401943	1	1	1	1	1	1	1	1	1	1	0.08935470385401956	1	1	1	1	1	0.01670563660885971	1
REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING	1	1	0.008801337432691736	1	1	1	1	1	1	1	1	0.02252878558255922	1	0.027200207856636127	0.0014134640523897346	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.022965115828790794	1	1	1	0.020553776218789843	1	1	1	0.01194924861477642	1	1	0.005503617650000403	1	1	1	1	1	0.019121978122364935	1	1	1	0.013505415474176052	1	0.012602682405863264	1	1	0.013049538741773392	1	1	1	1	1	0.02609825458002879	1
REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0644065103371323	0.05904886439555668	1	1	1	1	1	1	1	1	1	1	1	1	0.013168316521945611	1	1	1	1	1	1	0.07344887035081493	1	1	1	1	1	1	1	1	0.057082487048590425	1	1	1	1	1	1	1
REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	1	1	0.018836716356141592	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09859562731383553	1	1	1	0.03734028159623104	1	1	1	1	1	0.042298145503961826	1	1	1	1	0.02432235972974861	1	1	0.09859562731383553	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.049284619809564445	1	1	1	1	1	1
REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03211577290887013	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT	1	1	1	1	0.02556451340945831	1	1	1	1	1	1	1	0.03471541299784575	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.039706371722412426	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.049957220146861436	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY	1	1	0.0393664906963912	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05866097729533393	1	1	0.007903333659011302	0.014044913420305338	1	1	1	0.09303778403192187	0.017276774691550867	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02310846535374922	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CREB1_PHOSPHORYLATION_THROUGH_NMDA_RECEPTOR_MEDIATED_ACTIVATION_OF_RAS_SIGNALING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.057669202537728004	1	1	1	0.03999408980050956	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CRMPS_IN_SEMA3A_SIGNALING	1	1	1	1	0.004324600404367218	1	1	1	1	1	1	1	1	0.02496988642575848	0.014582119545897942	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0126647390841923	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CS_DS_DEGRADATION	1	1	0.008595980800452874	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.021366289525481363	1	1	0.05272151797512614	1	1	1	0.05168695887645891	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02154919317033177	1	0.07751283227211136	1	1	0.008299993349682455	1	0.0194879142406037	1	1	1	1	0.006407981033708765	1	0.0388269991914838	1	1	1	0.011639067322058994	1	0.0035442107879228857	1	1	1	1	1	1	1
REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES	1	1	0.02440540013324466	1	1	1	1	1	1	1	1	0.00769823495066102	1	1	0.031564642410457866	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03621302333090304	0.0330856313648914	1	1	1	1	1	1	1	1	1	1	0.030072739583110186	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS_	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06573740732951483	1	1	1	1	1	1	1	1	1	1	1
REACTOME_DAG_AND_IP3_SIGNALING	1	1	1	0.02673822906441603	0.02673822906441603	1	1	1	1	1	1	0.021532011057460276	1	1	0.0012904394283321796	1	1	1	0.0006863533281735723	1	1	1	1	1	1	1	0.0013184084321534728	1	1	1	0.09380485508454361	0.0862622749678682	1	0.0023321082026026563	1	1	0.039895778787534586	1	1	1	1	1	6.314349999647639e-06	0.0035496769973786257	1	1	1	1	1	0.020439741877865014	1	1	1	1	0.005142198481515647	0.0013857063624553856	0.07266964743923876	1	1	1	0.0013216674791463046	1	1	1	1	1	0.02495087201477142	1
REACTOME_DAP12_INTERACTIONS	1	1	0.07634191380236732	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04722389896132795	0.017750779962451002	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09995812751624134	0.08534817677944806	1	1	1	1	1	1	1	1	1	1	1
REACTOME_DAP12_SIGNALING	1	1	0.03474182402201831	1	1	1	1	1	1	1	1	1	1	0.07413848709519533	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04682426891031766	1	1	1	1	0.020966537753674297	0.0076256461254015084	0.06138824565260104	1	1	1	1	1	1	1	1	1	1	1	1	0.05847749883299602	1	1	1	0.04629352300715861	0.03910860176662512	1	1	1	1	1	1	1	1	1	1	1
REACTOME_DECTIN_2_FAMILY	1	1	0.028363054079583394	1	0.011251448234045114	1	1	1	1	1	1	1	1	0.06115079571682169	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03836095747488666	1	1	0.054458467727419135	1	1	1	1	1	1	1	0.03489484651802588	1	1	1	1	1	1	1	1	1	1	1	1	1	0.002697812903212804	1	1	1	1	1	1	1	1	1	1	1
REACTOME_DEFECTIVE_B4GALT7_CAUSES_EDS_PROGEROID_TYPE	1	1	0.017249368458327696	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.003906838819292435	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_DEFECTIVE_C1GALT1C1_CAUSES_TN_POLYAGGLUTINATION_SYNDROME_TNPS_	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02801408947750894	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.024806900314780944	1	1	1	1	1	1	1	0.01560443962838054	1	1	1	1	1	1	1	1	1	1	1	1	1	0.014252343195017003	1	1	1	1	1	1	1	1	1	1	1
REACTOME_DEFECTIVE_CHST14_CAUSES_EDS_MUSCULOCONTRACTURAL_TYPE	1	1	0.00275251808907373	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_DEFECTIVE_CHST3_CAUSES_SEDCJD	1	1	0.00275251808907373	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_DEFECTIVE_CHSY1_CAUSES_TPBS	1	1	0.00275251808907373	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_DEFECTIVE_GALNT3_CAUSES_FAMILIAL_HYPERPHOSPHATEMIC_TUMORAL_CALCINOSIS_HFTC_	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02496988642575848	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.022097068343008952	1	1	1	1	1	1	1	0.01387103655234001	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0126647390841923	1	1	1	1	1	1	1	1	1	1	1
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04251384720522644	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08807645189212887	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_DERMATAN_SULFATE_BIOSYNTHESIS	1	1	0.005299872006664819	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_DEVELOPMENTAL_BIOLOGY	1	1	1	1	1	0.04769059516599161	1	1	1	1	1	1	1	0.004991283029782911	1	1	1	1	1	0.06150890800257025	1	1	1	1	1	1	0.07405798931985896	0.011067895593621535	1	0.04944012410644871	0.0456802131794134	1	0.06150890800257025	1	1	0.0832076082943436	0.05247249652770947	1	0.007685350099797206	1	1	1	1	1	1	1	1	1	1	1	1	0.018573886800869577	1	1	0.058522738711049294	1	1	0.02091243769782858	1	1	1	1	1	1	1	1	1	1
REACTOME_DISEASE	1	1	1	1	0.007407160508592248	0.023698428124677373	1	1	1	1	1	1	1	1	0.06930976951669476	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM	1	1	0.06489084732599038	1	1	1	1	1	1	1	1	0.021532011057460276	1	1	1	0.04951164685986198	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.039895778787534586	0.014874019487325363	1	1	0.0009266979577713386	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07266964743923876	1	1	1	1	1	1	1	1	1	1	1
REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS	1	1	1	0.06676265811847393	0.000833353030604278	1	1	1	1	1	1	1	1	0.0890059295762432	0.04503253413679631	1	0.038223412665774004	1	1	1	1	1	1	1	1	0.011045970647102554	1	1	1	1	1	1	1	0.0023810239453743165	0.017154862230135626	1	0.09708000755480461	0.038223412665774004	0.06922464300385978	1	0.003982072744721732	1	0.042193142410348994	1	1	1	1	1	1	1	1	1	1	1	1	1	0.037451236875318705	1	1	1	1	1	1	1	1	1	1	1
REACTOME_DISEASES_OF_GLYCOSYLATION	1	1	0.057798846316437724	1	0.0019460977508994892	1	1	1	1	1	1	0.0447197960628285	1	1	0.08633767738798581	0.03630867093359491	1	1	1	1	1	1	1	1	1	0.04417098953535192	1	1	1	1	1	1	0.006013896668926821	0.013953381456376368	0.057804123424241904	1	0.024819802037385652	0.004028291894425662	0.04984606765825428	1	5.436435738037648e-05	1	0.08016158237229598	1	1	1	1	0.027533305297564814	1	1	1	1	1	1	1	1	0.019656214994837384	1	1	1	1	1	1	1	1	1	1	1
REACTOME_DISEASES_OF_METABOLISM	1	1	1	1	0.018443232076133964	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01703313609474233	1	1	1	1	0.025456658496451512	1	1	0.0010135375240479805	1	1	1	1	1	1	0.07301875502742294	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS	1	1	1	0.09647803719823955	0.09647803719823955	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
