	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	CSRNP3	DACH1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU2F2	POU5F1	PROX1	RFX6	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF853	ZNF883
KEGG_VEGF_SIGNALING_PATHWAY	1	0.023215108320433275	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.053928464411761246	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.061484382674931504	0.014190681945331352	1	1
KEGG_VIBRIO_CHOLERAE_INFECTION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.033238666506823056	0.0503012970600486	1	1
KEGG_WNT_SIGNALING_PATHWAY	1	0.0798259383010268	1	1	1	1	1	1	1	0.044480050701620644	1	0.04080040979093125	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.021725432183355653	1	1	1	1	1	1	1	1	1	0.0460948311577577	0.01829516931365316	1	1
NABA_CORE_MATRISOME	1	1	0.0036651636875107974	1	0.09180732877404862	1	1	1	1	1	1	0.041125770846797916	1	0.004852214810040945	0.029064229859438573	1	0.029165755217876677	1	1	1	1	0.01310316526939681	0.018090634128101524	0.041314683159437315	0.046430345556515484	1	1	1	0.041127087703571985	0.05457721897293677	1	1	1	0.05012929879110639	0.034332790319532625	0.05596388872148561	0.013579868002140283	1	1	1	1	1	1	1	1	1	0.028552158613037504	1	0.07070248431802473	1	1	0.051635950387117435	1	1	1	1	0.09487479241108632	1	1	1	1	1	0.042833788228058056
NABA_ECM_AFFILIATED	1	1	1	1	0.08915716523513195	1	0.02691886185072545	1	1	0.05937173013196262	0.018899674680085243	0.06521148093395901	0.06353531483922781	1	1	1	1	1	1	1	1	1	1	1	0.0001841690705979282	1	1	1	1	1	0.04951316986669185	0.002553438453037682	1	1	0.0009543532818733214	0.019441205434751696	1	1	0.017433473822456746	0.014526704935355128	0.08180756988126325	1	1	0.043887056849938766	1	1	1	1	1	1	0.024176433000662523	1	1	1	0.05241795553468831	1	1	0.034957226929916874	0.012730817120852445	1	1	1	1
NABA_ECM_GLYCOPROTEINS	1	1	0.022424060919089217	1	0.03365680308009156	1	1	1	1	1	1	1	0.0375016155168133	0.03973658862432783	0.00949371002533872	1	0.0192747643794402	1	0.07277512269416753	1	1	0.04889920201699449	0.007256742172587094	1	1	1	1	1	1	1	1	1	1	0.05462859302819023	0.011367890980408246	1	0.018360427303220406	1	1	1	1	1	1	1	1	1	0.0043109632153572885	1	1	1	1	0.033036788355749525	1	1	1	0.046051549892356713	0.05264422824887838	1	1	1	1	1	0.022965175089062484
NABA_ECM_REGULATORS	1	1	0.005175668048244431	1	1	1	1	1	1	1	1	1	1	0.026558798939080863	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.051685261961525786	1	0.004073142584928413	0.020978729638289173	1	0.007768007479936001	1	1	1	1	0.008499625871320249	1	1	1	0.025666291033272448	1	1	1	1	1	1	1	1	0.026750632612731695	1	1	1	1	1	1	1	1	1	1	1
NABA_MATRISOME	1	1	0.0001584279115272036	1	0.02411716522462759	1	0.016286119578412417	1	0.013030336023026612	0.039771444683260215	0.05149266438569444	0.021017743693191315	0.03302849789185547	0.0038963248431657105	0.0034384485686053123	1	0.026808862523397647	1	0.025714363125641015	0.002442746411004615	0.0002492442839143738	0.03453005916382279	0.015626992856436317	1	0.00038559108800073627	1	1	1	0.009641883445431154	1	0.0011960089176591415	0.002533384653982118	1	0.00037965072576684467	0.0004892386500090495	0.016030271857753853	0.015142507193239063	1	0.0029895747209474077	1	0.084829313171635	1	0.06074459355240913	0.01837593125860182	1	1	1	0.01472053384468286	0.01117514382618301	1	0.0018438729292550304	0.0014949910570741798	1	1	0.03561199649404323	1	0.04049352110572724	1	0.07093475330447252	1	0.07849062740790214	1	1
NABA_MATRISOME_ASSOCIATED	1	1	0.009455503552409983	1	0.09404921743612193	1	0.0044605340904132484	1	0.020324342460806166	0.04142903836612777	0.037152479050789555	1	0.09090713158231711	1	0.038573824895245634	1	1	1	0.08823265619080334	0.0035073274658984355	0.0003421219326120717	1	1	1	0.003489599585118186	1	1	1	0.06487077517766382	1	0.0014225095414472921	0.0010373432363615098	1	0.0030054408180862913	0.005793542073744162	0.08429722700236153	1	1	0.004354457825489377	1	0.07954549492594387	1	0.09938285466863472	0.05707217147411825	1	1	1	0.049118610383970585	0.05313434207734746	1	0.005650562763107381	0.010196398129394879	1	1	0.06362358269813251	1	1	1	0.01932600282009611	1	1	1	1
NABA_PROTEOGLYCANS	1	1	0.00682646861101277	1	1	1	1	1	1	1	1	1	1	0.004449563857759076	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08686139132976511	0.046369996747730235	1	1	1	1	1	0.06993095603625421	1	1	0.06698522714803157	1	1	1	1	1	1	1	1	1	0.05226533187923643	1	0.04446399819806701	1	1	1	1	1	1	1	1	1	1	1	1
NABA_SECRETED_FACTORS	1	1	0.08892670530923075	1	1	1	0.014287987436699567	1	0.012379047572136703	1	1	1	1	1	0.014891385228245513	1	1	1	1	0.0012752593207503438	7.464485924335573e-05	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.026210917296440206	1	1	1	1	1	1	1	1	1	0.06695340613408607	1	1	0.047812180318530295	1	1	1	1	1	1	1	0.0753145464658066	1	1	1	1
PID_AJDISS_2PATHWAY	1	1	1	1	1	1	1	1	1	1	1	0.045670462292247804	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.047577648924931326	1	1	1	1	1	1	1	0.09864721891705097	1	1	1	1	1	1	0.09079972510559675	1	1	0.02064213322270858	1	1	1	1	1	1	1	1	1	1	1
PID_AMB2_NEUTROPHILS_PATHWAY	1	1	0.07622035773563562	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06153147931885694	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_AP1_PATHWAY	0.01473873113802604	1	1	1	1	1	0.004953383187972005	1	1	1	0.0016194947689538441	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.010960231625253614	0.07603198544821954	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03907840471171142	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_AR_NONGENOMIC_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	0.09387257897185852	0.057644509513254394	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0975023124567076	1	1	1	1	1	1	1	1	1	0.04585213725143544	1	1	1	1	1	1	1	1	1	0.05460426862725021	1	1	1	1	1	1	1	1	1	1	1
PID_BETA_CATENIN_NUC_PATHWAY	1	1	0.059824593873971876	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0774980327227961	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_CONE_PATHWAY	1	1	0.0267510853200148	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03273121063014883	1	1	1	1	1	0.026414825986920132	1	1	1	1	0.036092070454029734	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_CXCR3_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08179159327645702	1	1	1	1	1	1	1	1	1	0.09657525939757594	1	1	1	1	1	1	1	1	1	1	1
PID_ENDOTHELIN_PATHWAY	1	1	1	1	1	1	1	1	1	0.04288117836653771	1	1	0.04483601654784042	1	1	1	0.030299685490769557	1	1	1	1	1	1	1	0.0036679000457882083	1	1	1	1	1	1	0.09238532217200646	1	0.07686092793271859	1	1	1	1	0.000981010516779457	1	1	1	1	0.03426772221961849	0.04745999096197129	1	1	1	0.028691662367803183	1	1	1	1	1	0.039039650857353614	1	1	1	1	1	1	1	1
PID_ER_NONGENOMIC_PATHWAY	1	1	0.07301900747687595	1	1	1	1	1	1	1	1	1	0.08994524887386324	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03041256987418328	1	0.03414648096367068	0.013742651509180859	0.08811170595216156	1	1	0.0844798759591503	1	1	0.07216020569826864	0.054951876324183635	1	1	1	0.09645180388323316	1	1	1	1	0.08538336347758269	1	1	1	1	1	1	1	1	1	1	1
PID_HDAC_CLASSII_PATHWAY	1	1	0.054811442250683684	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08263770370764556	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06434864895070624	1	1	1	1	1	1	1	1	1	1	1
PID_HEDGEHOG_GLI_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09864721891705097	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_HES_HEY_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	0.022356035255144402	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09864721891705097	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_HIF2PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.051540087668075385	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_HNF3B_PATHWAY	1	1	0.013653494752130957	0.002107201486365451	0.00016989260111888171	1	1	1	1	0.023077485567181255	1	0.0008731383752671462	0.018847233566102295	1	1	0.01610925573707056	0.001359143278264363	1	1	1	1	1	1	1	1	1	1	1	0.00040750295969249617	0.07244465124047839	6.416225261907105e-05	0.007091839946002043	1	0.00031166411073302314	1	0.01825566089785513	1	1	1	1	0.029665891490614493	1	1	1	1	1	0.0002919203993078101	1	0.08130593635349292	0.08130593635349292	0.06956645811543627	1	1	1	0.001965109724529124	0.014537259909957911	1	1	1	1	1	1	1
PID_IL8_CXCR1_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	0.07878915715647772	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.051689447062297056	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_IL8_CXCR2_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07293753461874997	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_INSULIN_PATHWAY	1	1	0.08608222130354815	1	0.03048112323951202	1	1	1	1	0.022125529229976904	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.021529243905464623	1	1	1	1	0.08508581275007598	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_INTEGRIN2_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	0.08372674323474505	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01002364939226219	0.0870050449123192	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_INTEGRIN_A4B1_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.061038797313381354	1	1	1	1	1	1	1	1	1	1	1
PID_INTEGRIN_A9B1_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	0.0390430896432753	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03087637063500015	1	1	1	1	1	1	1	1	1	0.03693043640284133	1	1	1	1	1	1	1	1	1	1	1
PID_KIT_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.022578428281613272	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_LIS1_PATHWAY	1	1	1	0.010946997274139836	1	1	1	1	1	1	1	0.011009808926465192	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.051689447062297056	1	1	1	1	0.04544586436161813	1	1	1	1	1	1	1	1	1	1	1
PID_LKB1_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	0.02114960314047465	1	1	1	0.09083422767931859	1	1	1	1	1	1	1	1	1	1	1	1	0.07811857722066806	0.03632915019250382	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08759964747443139	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_LPA4_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	0.01482883799033241	1	1	1	0.01101138450407213	1	1	1	1	1	1	1	0.002406236775177595	1	1	1	1	1	0.022071308603911488	1	1	1	1	1	1	1	0.013827274597329131	1	1	1	1	1	0.003024278470761921	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_LYSOPHOSPHOLIPID_PATHWAY	1	1	0.03581594748600181	1	1	1	1	1	1	1	1	1	0.009011889839483866	1	1	1	1	1	1	1	1	1	1	1	0.04072849487590202	1	1	1	1	1	0.08017236695425156	0.024791309334881606	1	0.011765079761590691	0.03413636476985116	1	1	1	0.007938906935155421	0.05019329304129694	1	1	1	1	0.005547774137856454	1	1	1	1	1	1	0.04493090177426029	1	1	1	1	1	1	1	1	1	1	1
PID_MET_PATHWAY	1	1	1	1	0.08649086854335974	1	1	1	1	0.06416700550723387	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06254320296229232	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_MTOR_4PATHWAY	1	1	1	0.05856055621915768	0.06848626762375276	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_NEPHRIN_NEPH1_PATHWAY	1	1	0.04641778598809276	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0975023124567076	1	1	1	1	1	1	0.05400339687140798	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_NOTCH_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	0.03804737067580244	1	1	1	1	1	0.007886122024880815	0.0031992907309734697	1	1	1	1	1	1	0.0294626331845802	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04860661486682494	1	1	1	1	1	0.0421736418809483	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_P38_ALPHA_BETA_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09220953472614513	1	1	1	0.0532044481990368	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_P38_MK2_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.041545475049548086	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_P53_DOWNSTREAM_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09130320172454309	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_PRL_SIGNALING_EVENTS_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05790026985616503	1	0.01199374312395085	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_PS1_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07228434502532599	1	1	1	1	1	1	1	1	1	1	1	1
PID_RETINOIC_ACID_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05091463600591806	1	1	1	1	1	1	1	0.0584891826665358	1	1	1	1	1	1	1	0.049221794279323605	1	1	1	1	1	1	1	1
PID_RET_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06903795917539468	1	1	1	1	1	1	1	1	1	0.011807543082013483	1	1	0.0782895166817057	1	1	1	1	1	1	1	1
PID_S1P_S1P3_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	0.05115113720160058	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0870050449123192	1	1	1	0.050056100090536626	1	1	0.04789257274592895	1	1	0.04060884950718857	1	1	1	1	1	1	1	1	1	0.04843010716498619	1	1	1	1	1	1	1	1	1	1	1
PID_SYNDECAN_4_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0743913966644133	1	1	1	1	1	1	1	1	1	0.057156816764565965	1	1	1	1	1	1	1	1	1	1	1	1	0.05779000700552994	1	1	1	1	1	1	1	1	1	1	1
PID_THROMBIN_PAR1_PATHWAY	1	1	0.08275331099263927	1	1	1	1	1	1	0.02119044539281889	1	0.03459800920868705	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03661285326918484	1	1	1	1	1	1	0.015138393757374358	1	1	0.08179159327645702	1	1	1	1	1	1	0.010374714258940765	0.07516155616399334	1	0.09657525939757594	1	1	0.09256024469922775	1	1	1	1	1	1	1	1
PID_TOLL_ENDOGENOUS_PATHWAY	1	1	0.028973180972238444	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ABC_TRANSPORTER_DISORDERS	1	1	1	0.07097358784164776	0.0827838056691852	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.018513414541602158	1	1	1	1	1	1	0.07765070347933123	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06291334938752668	0.09335001714535429	1	1
REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS	1	1	1	1	1	1	1	1	1	1	1	1	0.018894185365103677	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01762851624415518	1	1	1	1	1	1	1	1	1	1	1	1	0.017836818398216825	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS	1	1	1	1	0.003306007031922187	1	1	1	1	0.0023538660060481442	1	0.0014519167605607786	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.019323659319099518	1	1	1	1	1	1	1	0.01207894470783466	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0014489029589879188	1	1	1	1	1	1	1
REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE	1	1	1	1	1	1	1	1	1	1	1	1	0.018894185365103677	0.011197208059748442	1	1	0.014063607043962034	1	1	1	1	1	1	1	0.0030969338719981643	1	1	1	0.023382063686359755	0.011886443677641467	0.02801408947750894	0.0027862119060049206	1	1	1	0.0011270364689467405	1	1	0.0010494214767029497	1	1	0.014825204838538886	1	1	1	1	1	1	1	1	1	1	1	1	0.017010001563727117	1	1	1	1	1	1	1	1
REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS	1	1	1	1	1	1	1	1	1	1	1	1	0.05115113720160058	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06256648277932975	0.03286727798119704	1	1	1	1	1	1	1	1	1	1	0.0006742384928403178	1	1	1	1	1	0.006296579025999005	1	1	1	1	1	1	1	0.004809455183615752	1	1	1	1	1	1	1	1
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0532044481990368	1	1	0.05091463600591806	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING	1	1	0.0003231788953073078	1	1	1	1	1	1	1	1	0.001465074274537459	0.0005124574412451732	0.03304731062649213	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.008453666317879693	1	0.0011286833093806514	0.01414218751017704	1	1	1	1	1	1	0.005583687162575179	1	1	0.043200469375178296	0.03256810686030964	1	1	1	0.0005987727570934132	1	1	0.0037694156566445702	1	0.00045651741273056157	1	1	0.049221794279323605	1	1	1	1	1	1	1	1
REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES	1	1	0.005783471080154423	1	1	1	1	1	1	1	1	1	1	0.03937959781175038	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.041672631449744424	1	1	1	1	1	0.06305184776534634	1	1	0.060372896195700854	0.014263186311286535	1	0.051329143139930755	1	1	1	1	1	1	1	1	0.03994814471501695	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS	1	1	1	1	0.020671316368489512	1	1	1	1	1	1	1	0.030743586309776583	1	1	1	1	1	1	1	1	0.012510482101558362	1	1	0.01111436690773604	1	1	1	1	0.002339850032066604	1	1	1	1	1	1	1	1	1	1	0.018740840039033535	1	1	0.07007776670188193	1	1	0.0014611540400844003	1	1	0.0768309184423207	0.06207464722563549	1	1	1	0.02574813739262438	0.05655952830495514	1	1	1	1	1	1	1
REACTOME_ACTIVATION_OF_RAC1	1	1	1	0.0023866530943257303	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.013913361923713397	1	1	0.019943019349224267	1	1	1	0.010941498052834397	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	0.006622406316804108	1	1	1	0.004888191325700175	1	1	1	1	1	1	1	0.001047755789876148	1	1	1	1	1	0.009953007637098832	1	1	1	1	1	1	1	0.006165881565848963	1	1	1	1	1	0.0013195232973909343	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	0.012957732234814112	1	1	1	0.009610486694346387	1	1	1	1	1	1	1	0.002092036205001646	1	1	1	1	1	0.019323659319099518	1	1	1	1	1	1	1	0.01207894470783466	1	1	1	1	1	0.0026304317770137198	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS	1	1	1	0.015014356706613885	1	1	1	1	1	1	0.005371122423880159	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06305184776534634	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00799929097079799	1	1	1	1	1	1	1
REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION	1	1	0.06132844768147161	1	1	1	1	1	1	1	0.07247541684034586	1	0.026313407972176517	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01758539245996027	0.02635152206254665	1	1	1	1	1	1	0.005600171403948084	1	1	0.060108831826959475	1	1	0.0062740359959163605	1	1	1	1	1	1	0.02344169124273432	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1	1	1	0.031266368549622836	1	1	1	1	1	1	1	1	0.06457232515427158	0.0390430896432753	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05701451729275908	0.06716435284579236	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.042077293675365834	1	1	1	1	0.03693043640284133	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12	1	1	0.024601949777905308	1	1	1	1	1	1	1	1	0.05135100193678355	0.030806646791407655	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.045242605850180695	0.05345076908354551	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.033234697098491583	1	1	1	1	0.02911838640648523	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ADRENALINE_NORADRENALINE_INHIBITS_INSULIN_SECRETION	1	1	0.0036162651508160337	1	1	1	1	1	1	1	1	0.07878915715647772	0.04801078910086076	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05878168239600701	1	0.06971677416460587	0.011698525513260893	1	1	1	0.04697845571244441	1	1	1	0.010394175080987278	1	1	1	1	1	1	0.00569944229723518	1	1	0.03481690967936524	1	0.004666258569682169	1	1	1	1	1	1	0.002910602021111486	1	1	1	1
REACTOME_AGGREPHAGY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06966055725921239	1	1	1	1	1	1	1	1	1	1	0.0022912944167986504	1	1	1	1	1	0.019787647543242137	1	1	1	1	1	1	1	0.015314982696848611	1	1	1	1	1	1	1	1
