	ARNT2	ARX	ASCL1	ASCL2	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HES4	HEY1	HIC1	HLF	HMBOX1	ISL1	LMX1A	LMX1B	MAFA	MAFB	NEUROD2	NEUROG3	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU2F2	POU5F1	RFX6	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF883
REACTOME_DEVELOPMENTAL_BIOLOGY		AKT3 GAP43 GFRA3 LEFTY1 MSI1 PAK6 POU5F1 STX1A TUBB2B TUBB3						ANK2 CACNA1C CACNB2 CACNB4 DOK6 GFRA1 GFRA3 LGI3 MAFB PAX6 PLXNC1 RET SCN1B SCN3B TRPC6													ABLIM2 AKT3 CACNA1C EFNB3 GFRA3 LGI3 PAX6 TRPC6		CFC1 DNM3 RET SCN3B TRPC7						CACNA1H CACNB4 DNM3 DPYSL4 KLK12 MMP2 POU5F1 SCN1B							ABLIM2 AKT3 ANK2 BOC CACNA1C CACNB4 CFC1 DOK6 EFNB3 GAP43 ISL1 LGI3 MAFB NFASC PAK6 RET SCN1B SPTBN4 STX1A TUBA1A TUBB2B			DPYSL4 GAP43 MAFB RET						LGI3 MMP2 NKX6-1 SPTBN4 TUBA1A TUBB3		
REACTOME_DISEASE		AKT3 CAMK2B F10 FAM131B SNAP25 STX1A SV2B SYT2 TUBB2B TUBB3 UBE2S									ADCY1 GIP STX1A TTR TUBB4A VCAN											CCND2 DLL1 GGT5 SYT2 TTR TUBB3 UBE2S											GGT5 MUC16 SPON2														
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM																																				BGN GPC6 VCAN				BGN GPC2							
REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS					ADAMTSL1 MUC5B							MUC5AC SPON2		MUC16 MUC5AC											MUC17 MUC5B				MUC17 SPON2				MUC16 SPON2													MUC17 MUC3A MUC5B SPON2	
REACTOME_DISEASES_OF_GLYCOSYLATION						ADAMTSL2 GPC2	GPC6 MUC17			MUC17 VCAN		MUC5AC SPON2		MUC16 MUC5AC											MUC17 MUC5B				MUC17 SPON2				MUC16 SPON2				GPC6 MUC5B			ADAMTSL2 BGN GPC2						MUC17 MUC3A MUC5B SPON2	
REACTOME_DISEASES_OF_METABOLISM						ADAMTSL2 GPC2				MUC17 VCAN		MUC5AC SPON2		MUC16 MUC5AC											MUC17 MUC5B								MUC16 SPON2							ADAMTSL2 BGN GPC2 KHK						KHK MUC17 MUC3A MUC5B SPON2	
REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE																						CCND2 UBE2S													CCND2 UBE2S	CCND2 UBE2S										CDKN1C UBE2S	
REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE		SNAP25 STX1A SYN1			LIN7A SNAP25 SYN1															STX1A SYN1										LIN7A SNAP25						SNAP25 STX1A											
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS							TRPC6 TRPC7																																								
REACTOME_ELEVATION_OF_CYTOSOLIC_CA2_LEVELS							TRPC6 TRPC7																																	P2RX6 TRPC7							
REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING																																														EFNB3 GRIN1	
REACTOME_EPH_EPHRIN_SIGNALING																																														EFNB3 GRIN1	
REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT																																				ANK2 CNIH2 SPTBN4 TUBA1A TUBB2B								TUBB2B TUBB3	SPTBN4 TUBA1A TUBB3		
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION											SPOCK3 TTR VCAN						JAM3 MFAP2 TTR	MMP2 SPOCK3 TTR			SCUBE1 SPARC TMPRSS6						FBN1 TTR							ADAM12 LTBP2 MMP11 MMP2 SPP1		ADAM12 BGN COL14A1 JAM3 SPP1 TMPRSS6 VCAN				BGN DST JAM3 MMP2 SPOCK3 TMPRSS6				COL14A1 SPOCK3 TTR			
REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING																																		AKT3 MMP2		AKT3 GNG2 GNG4											
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION		DOCK8 TUBB2B TUBB3																										KIF1A TUBB2B				DOCK8 TUBA1A												DOCK8 KIF5A TUBB2B TUBB3	TUBA1A TUBB3		
REACTOME_FATTY_ACID_METABOLISM																						ACBD7 GGT5									ACBD7 ACOT7																
REACTOME_FLT3_SIGNALING																																														CAMK2B DUSP2 GRIN1 RET	
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC		TUBB2B TUBB3																																		TUBA1A TUBB2B								TUBB2B TUBB3	TUBA1A TUBB3		
REACTOME_FOXO_MEDIATED_TRANSCRIPTION																					AKT3 NPY																										
REACTOME_FRUCTOSE_METABOLISM																																								AKR1B1 KHK						AKR1B1 KHK	
REACTOME_GABA_B_RECEPTOR_ACTIVATION								KCNJ2 KCNJ3	ADCY1 GABBR2											ADCY2 KCNJ3			ADCY2 KCNJ2					ADCY1 GNG4						ADCY1 GABBR2		ADCY2 GNG2 GNG4 KCNJ3				ADCY2 KCNJ6				GNG2 KCNJ6			
REACTOME_GABA_RECEPTOR_ACTIVATION								KCNJ2 KCNJ3	ADCY1 GABBR2 GABRB3											ADCY2 KCNJ3			ADCY2 KCNJ2					ADCY1 GNG4						ADCY1 GABBR2		ADCY2 GABRA1 GNG2 GNG4 KCNJ3				ADCY2 GABRA1 KCNJ6				GNG2 KCNJ6			
REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION		SNAP25 STX1A																																		SNAP25 STX1A											
REACTOME_GAP_JUNCTION_ASSEMBLY		TUBB2B TUBB3																																		TUBA1A TUBB2B								TUBB2B TUBB3	TUBA1A TUBB3		
REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION		TUBB2B TUBB3																																										TUBB2B TUBB3	TUBA1A TUBB3		
REACTOME_GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION																																				GNG2 GNG4											
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION																												ADCY1 GNG4								ADCY2 GNG2 GNG4											
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS																																				GIP GNG2 GNG4											
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE		SNAP25 STX1A																																		SNAP25 STX1A											
REACTOME_GLUTATHIONE_CONJUGATION																						GGT5 GSTA2																									
REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT		TUBB2B TUBB3																										KIF1A TUBB2B																KIF5A TUBB2B TUBB3	TUBA1A TUBB3		
REACTOME_GPCR_LIGAND_BINDING								AGT AVPR1B CCL19 GIP MLN SST SSTR3 UCN3	BRS3 FFAR2 GABBR2 PYY SST SSTR5 UCN3	GHRL GIP NPW							ADORA2A CCL19 FFAR2 GNG2 GPBAR1 SSTR1 TAC3			GIP MLN PTGDR2 PYY UCN3				CCR6 UTS2B	CCR6 GABBR2 SSTR1 WNT9A	CCL19 ECE2 PYY SST		GNG4 GPBAR1 SSTR5		ADORA2A GNG4 NPY SST						AGT BRS3 CCL19 ECE2 FFAR1 GIP GNG2 GNG4 GPBAR1 NPW NTS PYY TAC3 UCN3				ADORA2A AGT AVPR1B CCR6 GHRL MLN SCT TAC3		AVPR1B SCT TAC1				AGT BRS3 ECE2 GPBAR1 MLN NPW SSTR5 TAC3	
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	NPY PRKCG SSTR3	CAMK2B PRKCG RGS11 RGS4 SSTR5	ADCY1 CCR6 GPC2 RGS16	RBP2 RGS14 SSTR5		GPC2 SSTR3		AGT APOC3 CCL19 GPC2 PRKCG RGS11 RGS16 RGS4 SST SSTR3	ADCY1 GABBR2 PYY RGS11 RGS16 RGS9 SST SSTR5		ADCY1 RBP2 TTR	RBP1 RGS16 RGS5			ADCY1 PRKCG SSTR1 TAS2R20		CCL19 GNG2 SSTR1 TTR	AGT GNAO1 RGS14 RGS4 SSTR2 TTR		ADCY2 APOA1 GPC2 PTGDR2 PYY RGS11 RGS4			ADCY2 APOA1 TTR		CCR6 GABBR2 SSTR1	APOA1 APOC3 CCL19 PYY RBP2 SST	CLPS GPC6 RBP2 TTR	ADCY1 GNG4 SSTR5		GNG4 NPY SST						ADCY2 AGT CCL19 GNAO1 GNG2 GNG4 GPC6 NPW PYY RBP2 RGS14 RGS4						GPC6 RGS16 RGS4				AGT CAMK2B NPW RGS11 SSTR5	
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS							TRPC6 TRPC7 UTS2B	AGT AVPR1B MLN RGS16 RGS4 TRPC6	BRS3 FFAR2 RGS16 TRPC6			GAST RGS16 RGS5					FFAR2 GNG2 TAC3																			AGT BRS3 FFAR1 GAST GNG2 GNG4 NTS RGS4 TAC3				AGT AVPR1B GHRL MLN TAC3 TRPC7		AVPR1B GAST RGS16 RGS4 TAC1		BRS3 FFAR2 GNG2		AGT BRS3 MLN TAC3	
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS																												ADCY1 GNG4 GPBAR1																			
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS		PRKCG RGS4	ADCY1 RGS16					PRKCG RGS16 RGS4	ADCY1 RGS16						ADCY1 PRKCG					ADCY2 RGS4								ADCY1 GNG4								ADCY2 GNG2 GNG4 RGS4						RGS16 RGS4					
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_CDC42																																				GNG2 GNG4											
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA																																				AKT3 GNG2 GNG4											
REACTOME_G_PROTEIN_ACTIVATION																																				GNAO1 GNG2 GNG4											
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING																																				AKT3 GNG2 GNG4											
REACTOME_G_PROTEIN_MEDIATED_EVENTS		CAMK2B PRKCG													ADCY1 PRKCG																																
REACTOME_HCMV_EARLY_EVENTS		TUBB2B TUBB3																																										TUBB2B TUBB3	TUBA1A TUBB3		
REACTOME_HCMV_INFECTION																																													TUBA1A TUBB3		
REACTOME_HDL_REMODELING																										APOA1 APOC3																					
REACTOME_HEDGEHOG_OFF_STATE		TUBB2B TUBB3									ADCY1 TUBB4A																	ADCY1 TUBB2B																TUBB2B TUBB3	TUBA1A TUBB3		
REACTOME_HEMOSTASIS		DOCK8 F10 PRKCG SCG3 SLC8A1 TUBB2B TUBB3																	F10 KCNMB3 SPARC TRPC6													DOCK8 TUBA1A												DOCK8 GNG2 KIF5A SLC8A1 TUBB2B TUBB3			
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM																																				BGN GPC6 VCAN				BGN GPC2							
REACTOME_HIGHLY_CALCIUM_PERMEABLE_NICOTINIC_ACETYLCHOLINE_RECEPTORS											CHRNA3 CHRNA5 CHRNB2																																				
REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS											CHRNA3 CHRNA5 CHRNB2																																				
REACTOME_HIGHLY_SODIUM_PERMEABLE_POSTSYNAPTIC_ACETYLCHOLINE_NICOTINIC_RECEPTORS											CHRNA3 CHRNB2																																				
REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_		TUBB2B TUBB3																																										TUBB2B TUBB3	TUBA1A TUBB3		
REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION								GIP PAX6			GIP PAX6									GIP ISL1	PAX6 PCSK1															FFAR1 GIP ISL1 PCSK1 SEC11C				ISL1 PCSK1 SEC11C							
REACTOME_INFECTIOUS_DISEASE											ADCY1 GIP STX1A TUBB4A																	ADCY1 GNG4 GPBAR1 TUBB2B																			
REACTOME_INNATE_IMMUNE_SYSTEM													CFH CRISP3 PELI3												CCR6 GRAP2 MUC17 MUC5B PELI3								CRISP3 DNM3 MUC16														CFH CRISP3 MUC3A
REACTOME_INSULIN_PROCESSING		SLC30A8 STX1A						CPE KIF5A PCSK2 SLC30A8												PCSK2 SLC30A8 STX1A	PCSK1 SLC30A8															KIF5A PCSK1 PCSK2 STX1A				CPE PCSK1 PCSK2				CPE KIF5A			
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM		SNAP25 STX1A			CACNA1C KCNJ11 RAPGEF4 SNAP25						ADCY1 STX1A				ADCY1 STX1A SYT5			CACNA1C SNAP25										ADCY1 GNG4		GNG4 SNAP25				ADCY1 RAPGEF4		ABCC8 ADCY2 CACNA1A CACNA1C FFAR1 GNG2 GNG4 SNAP25 STX1A								GNG2 SYT5			
REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS								ANK2 SCN1B SCN3B																												ANK2 NFASC SCN1B SPTBN4										SCN1B SCN3B	
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING		IFI6 MX2														IFI6 IFIT1 MX2	IFI27 MX2																											IFIT1 MX2			
REACTOME_INTERFERON_SIGNALING		CAMK2B IFI6 MX2														IFI6 IFIT1 MX2																											BST2 HLA-DQA2 USP41				
REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS															ADCY1 PRKCG RRAGD																																
REACTOME_INTRAFLAGELLAR_TRANSPORT		TUBB2B TUBB3																																										TUBB2B TUBB3	TUBA1A TUBB3		
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC											RAB36 TUBB4A											RAB36 TUBB3						KIF1A TUBB2B									RAB36 TUBB2B							KIF5A TUBB2B TUBB3	TUBA1A TUBB3		
REACTOME_INWARDLY_RECTIFYING_K_CHANNELS								KCNJ2 KCNJ3																	GABBR2 KCNJ11											ABCC8 GNG2 GNG4 KCNJ3								GNG2 KCNJ6			
REACTOME_ION_CHANNEL_TRANSPORT		ATP6V0E2 CAMK2B TRPM2 UNC79		ATP1A3 TRPC7 TRPM2			TRPC6 TRPC7 WNK2	ASIC4 TRPC6 UNC79 WNK3	ATP1A3 TRPC6 TRPM2			CLCN4 WNK3								ATP1A3 ATP6V0E2 UNC79 WNK2															ATP6V0E2 UNC79												
REACTOME_ION_HOMEOSTASIS		CAMK2B SLC8A1																																												CAMK2B KCNJ11	
REACTOME_KINESINS		TUBB2B TUBB3																										KIF1A TUBB2B								KIF5A TUBA1A TUBB2B								KIF5A TUBB2B TUBB3	TUBA1A TUBB3		
REACTOME_L1CAM_INTERACTIONS	DNM3 SPTBN4	GAP43 TUBB2B TUBB3						ANK2 SCN1B SCN3B		ANK2 DNM3													DNM3 SCN3B			SCN1B TUBB3			DNM3 SCN1B							ANK2 GAP43 NFASC SCN1B SPTBN4 TUBA1A TUBB2B	SCN3B TUBB2B							TUBB2B TUBB3	SPTBN4 TUBA1A TUBB3		
REACTOME_LEISHMANIA_INFECTION																	ADORA2A GNG2 GPBAR1											ADCY1 GNG4 GPBAR1												ADCY2 ADORA2A DPEP1 GGT5 SCT							
REACTOME_LGI_ADAM_INTERACTIONS																																				LGI3 STX1A											
REACTOME_LONG_TERM_POTENTIATION																																														CAMK2B GRIN1	
REACTOME_LTC4_CYSLTR_MEDIATED_IL4_PRODUCTION																																								DPEP1 GGT5							
REACTOME_MAPK6_MAPK4_SIGNALING																																													MAPK4 MMP2		
REACTOME_MAPK_FAMILY_SIGNALING_CASCADES																																													MAPK4 MMP2 SPTBN4		
REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS																																				AGT CES1 CPB1							AGT CES1				
REACTOME_METABOLISM_OF_CARBOHYDRATES																											AKR1B1 GPC6																			AKR1B1 B3GAT1 FUT7 KHK	
REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS								APOC3 GPC2			RBP2 TTR									APOA1 GPC2			APOA1 TTR			APOA1 APOC3 RBP2	CLPS GPC6 RBP2 TTR																				
REACTOME_METABOLISM_OF_LIPIDS																						ACBD7 AKR1B1 GGT5 SULT2A1				ACOT7 ACSS3 APOA1 ENPP7 SULT2A1																					
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS				GCH1 PNPO RBP2							RBP2 TTR						GCH1 NNMT TTR			APOA1 GPC2 NNMT			APOA1 TTR			APOA1 APOC3 PNPO RBP2	CLPS GPC6 PNPO RBP2 TTR			NNMT PNPO																	
REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS																														NNMT PNPO																	
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION		TUBB2B TUBB3																																										KIF5A TUBB2B TUBB3	TUBA1A TUBB3		
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION																															ACBD7 ACOT7																
REACTOME_MITOTIC_G2_G2_M_PHASES																																					CEP290 TUBB2B								TUBA1A TUBB3		
REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE		TUBB2B TUBB3 UBE2S										SPC25 TUBA1A																																			
REACTOME_MITOTIC_PROMETAPHASE												SPC25 TUBA1A																									CEP290 TUBB2B								TUBA1A TUBB3		
REACTOME_MUSCLE_CONTRACTION		ANXA6 CAMK2B KCNJ2 KCNK17 SLC8A1	ANXA6 SCN1B	ATP1A3 KCNJ2 KCNK17				CACNA1C CACNB2 CACNB4 KCNJ2 KCNK17 SCN1B SCN3B SLC8A1 TMOD2	ATP1A3 KCNK3 TMOD2		TMOD1 TMOD2									ANXA6 ATP1A3 CACNB4 KCNK17			CACNG6 KCNJ2 KCNK17 SCN3B											CACNA2D1 CACNG4 KCNK16 KCNK17	KCNK16 SCN3B TMOD1	ANXA6 ATP1A3 CACNA1C CACNB4 CACNG7 FGF14 SCN1B TMOD1				CACNA1C CACNB4 KCNH2 KCNK3 TMOD1					ANXA6 ATP1A3	ANXA6 CAMK2B FGF14 KCNH2 KCNJ11 SCN1B SCN3B TMOD1	
REACTOME_NCAM1_INTERACTIONS								CACNA1C CACNB2 CACNB4 GFRA1																					CACNA1H CACNB4							CACNA1C CACNB4				CACNA1C CACNB4							
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH								CACNA1C CACNB2 CACNB4 GFRA1																					CACNA1H CACNB4							CACNA1C CACNB4 SPTBN4				CACNA1C CACNB4							
REACTOME_NEDDYLATION																														GAN WSB1																	
REACTOME_NEGATIVE_REGULATION_OF_NMDA_RECEPTOR_MEDIATED_NEURONAL_TRANSMISSION																																														CAMK2B GRIN1	
REACTOME_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_WNT_LIGAND_ANTAGONISTS																						SFRP1 WNT9A																									
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT		GAP43 GFRA3 MSI1 PAK6 TUBB2B TUBB3						ANK2 CACNA1C CACNB2 CACNB4 DOK6 GFRA1 GFRA3 PLXNC1 RET SCN1B SCN3B TRPC6	CRMP1 EPHA4 GAP43 GFRA1 TRPC6												ABLIM2 CACNA1C EFNB3 GFRA3 TRPC6		DNM3 RET SCN3B TRPC7			DOK6 DPYSL4 MSI1 SCN1B TUBB3			CACNA1H CACNB4 DNM3 DPYSL4 MMP2 SCN1B				DNM3 PAK6			ABLIM2 ANK2 CACNA1C CACNB4 DOK6 EFNB3 GAP43 ISL1 NFASC PAK6 RET SCN1B SPTBN4 TUBA1A TUBB2B			DPYSL4 GAP43 RET						MMP2 SPTBN4 TUBA1A TUBB3		
REACTOME_NETRIN_1_SIGNALING							TRPC6 TRPC7														ABLIM2 TRPC6																			DSCAML1 TRPC7							
REACTOME_NEUREXINS_AND_NEUROLIGINS		STX1A SYT2			BEGAIN LIN7A NRXN2			NRXN2 SYT2																										BEGAIN NRXN2		BEGAIN LRRTM3 NRXN2 STX1A				BEGAIN NRXN2 SYT2							
REACTOME_NEURONAL_SYSTEM	CHRNB2 KCNJ2 PRKCG	CAMK2B KCNB2 KCNJ2 KCNK17 PRKCG SNAP25 STX1A SYN1 SYT2 TUBB2B TUBB3	ADCY1 KCNAB2 KCNMB2	KCNB2 KCNH7 KCNJ2 KCNK17 NRXN2	BEGAIN KCNH8 KCNJ11 KCNN3 LIN7A LRFN1 NRXN2 SNAP25 SYN1 TUBB3			CACNB2 CACNB4 CHRNA5 KCNB2 KCNH8 KCNJ2 KCNJ3 KCNK17 KCNMB3 NCALD NRXN2 PRKCG SYT2	ADCY1 CHRNA5 GABBR2 GABRB3 KCNK3 NRXN2		ADCY1 CHRNA3 CHRNA5 CHRNB2 KCNMB3 NCALD STX1A TUBB4A	GABRA1 KCNAB2 TUBA1A			ABCC9 ADCY1 PRKCG STX1A		CHRNA5 GNG2 KCNH3 KCNH6 TUBB2B		CACNB4 CPLX1 KCNAB2 KCNMB3	ADCY2 CACNB4 KCNAB2 KCNJ3 KCNK17 STX1A SYN1		KCNMB3 SYT2 TUBB3	ADCY2 KCNJ2 KCNK17	KCNJ3 KCNMB3	GABBR2 GRIN1 KCNJ11			ADCY1 BEGAIN GNG4 KCNH6 KCNK3 TUBB2B		GNG4 GRIK5 KCNAB2 LIN7A SNAP25	CPLX1 KCNH3	KCNAB2 KCNH7 NCALD TUBA1A		ADCY1 BEGAIN CACNG4 CPLX1 GABBR2 KCNB2 KCNH7 KCNK16 KCNK17 NRXN2		ABCC8 ADCY2 BEGAIN CACNA1A CACNB4 CHRNA5 GABRA1 GNG2 GNG4 GRIK5 KCNB2 KCNH3 KCNH6 KCNJ3 KCNMA1 KCNMB2 KCNMB3 KCNN3 LRRTM3 NRXN2 SNAP25 STX1A TUBA1A TUBB2B	KCNAB2 KCNH3 TUBB2B			ADCY2 BEGAIN CACNB4 GABRA1 KCNH2 KCNJ6 KCNK3 NRXN2 SYN1 SYT2	GRIK5 KCNH8		CACNA1B GRIK3 KCNA6 TSPAN7	GNG2 KCNA6 KCNJ6 NCALD TUBB2B TUBB3	GRIK5 TUBA1A TUBB3	CAMK2B GRIN1 KCNH2 KCNJ11 LRFN1	
REACTOME_NEUROTOXICITY_OF_CLOSTRIDIUM_TOXINS		SNAP25 STX1A SV2B SYT2						SV2A SV2B SYT2												STX1A SV2B																SNAP25 STX1A SV2A SV2B											
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	CHRNB2 KCNJ2 PRKCG	CAMK2B KCNJ2 PRKCG TUBB2B TUBB3						CHRNA5 KCNJ2 KCNJ3 NCALD PRKCG	ADCY1 CHRNA5 GABBR2 GABRB3		ADCY1 CHRNA3 CHRNA5 CHRNB2 NCALD TUBB4A	GABRA1 TUBA1A			ADCY1 PRKCG		CHRNA5 GNG2 TUBB2B						ADCY2 KCNJ2		GABBR2 GRIN1			ADCY1 GNG4 TUBB2B		GNG4 GRIK5 LIN7A		NCALD TUBA1A		ADCY1 CACNG4 GABBR2		ADCY2 CHRNA5 GABRA1 GNG2 GNG4 GRIK5 KCNJ3 TUBA1A TUBB2B							GRIK3 TSPAN7	GNG2 KCNJ6 NCALD TUBB2B TUBB3	GRIK5 TUBA1A TUBB3		
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE		SNAP25 STX1A SYN1			LIN7A SNAP25 SYN1															STX1A SYN1										LIN7A SNAP25																	
REACTOME_NEUTROPHIL_DEGRANULATION																														CRISP3 KCNAB2 SNAP25																	
REACTOME_NGF_STIMULATED_TRANSCRIPTION					ARC CDK5R2 ID4																				ARC VGF									ARC ID4		CDK5R2 ID4 VGF				ARC CDK5R2 ID4 VGF							
REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE								KCNMB3 PDE2A																												KCNMA1 KCNMB2 KCNMB3											
REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE		SNAP25 STX1A																																		SNAP25 STX1A											
REACTOME_NOTCH2_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS																													DLL1 MDK																		
REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY		TUBB2B TUBB3																																										TUBB2B TUBB3	TUBA1A TUBB3		
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION_					ARC CDK5R2 ID4																				ARC VGF									ARC ID4		CDK5R2 ID4 VGF				ARC CDK5R2 ID4 VGF							
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI		CHST8 ST8SIA3			CHST8 ST8SIA3			CHST8 ST8SIA3																		CHST10 ST8SIA3																					
REACTOME_ONCOGENIC_MAPK_SIGNALING		CAMK2B FAM131B																																												CAMK2B FAM131B	
REACTOME_OPIOID_SIGNALLING		CAMK2B PRKCG													ADCY1 PRKCG													ADCY1 GNG4								ADCY2 GNAO1 GNG2 GNG4											
REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE																																													SSTR3 TUBA1A TUBB3		
REACTOME_OTHER_INTERLEUKIN_SIGNALING		SNAP25 STX1A																																		SNAP25 STX1A											
REACTOME_O_LINKED_GLYCOSYLATION												MUC5AC SPON2		MUC16 MUC5AC											MUC17 MUC5B				MUC17 SPON2				MUC16 SPON2													MUC17 MUC3A MUC5B SPON2	
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS														MUC16 MUC5AC											MUC17 MUC5B																					MUC17 MUC3A MUC5B	
REACTOME_PCP_CE_PATHWAY	PARD6A PRKCG																																														
REACTOME_PEPTIDE_HORMONE_METABOLISM		SLC30A8 STX1A	ACE MBOAT4 PCSK2	ACE MBOAT4				AGT CPE GIP KIF5A PAX6 PCSK2 SLC30A8		GHRL GIP	GIP PAX6 STX1A							AGT MBOAT4		CPB1 GIP ISL1 PCSK2 SLC30A8 STX1A	PAX6 PCSK1 SLC30A8					ACE SLC30A8								CPE MBOAT4		AGT CES1 CPB1 FFAR1 GIP ISL1 KIF5A MBOAT4 PCSK1 PCSK2 SEC11C STX1A				AGT CPE GHRL ISL1 PCSK1 PCSK2 SEC11C			AGT CES1 GPR119	ACE CPE KIF5A		AGT SEC11C	
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	NPY SSTR3						ECE2 SSTR3 UTS2B	AGT AVPR1B CCL19 MLN SST SSTR3	BRS3 PYY SST SSTR5	GHRL NPW							CCL19 SSTR1 TAC3							CCR6 UTS2B	CCR6 SSTR1	CCL19 ECE2 PYY SST				NPY SST						AGT BRS3 CCL19 ECE2 NPW NTS PYY TAC3				AGT AVPR1B CCR6 GHRL MLN TAC3		AVPR1B TAC1				AGT BRS3 ECE2 MLN NPW SSTR5 TAC3	
REACTOME_PHASE_0_RAPID_DEPOLARISATION					CACNA1C CACNG6		CACNG6 FGF14	CACNA1C CACNB2 CACNB4 SCN1B SCN3B													CACNA1C CACNG6		CACNG6 SCN3B						CACNB4 SCN1B					CACNA2D1 CACNG4		CACNA1C CACNB4 CACNG7 FGF14 SCN1B				CACNA1C CACNB4						CAMK2B FGF14 SCN1B SCN3B	
REACTOME_PHASE_2_PLATEAU_PHASE					CACNA1C CACNG6			CACNA1C CACNB2 CACNB4													CACNA1C CACNG6													CACNA2D1 CACNG4		CACNA1C CACNB4 CACNG7				CACNA1C CACNB4							
REACTOME_PHASE_4_RESTING_MEMBRANE_POTENTIAL		KCNJ2 KCNK17		KCNJ2 KCNK17				KCNJ2 KCNK17															KCNJ2 KCNK17											KCNK16 KCNK17													
REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS											PODXL2 SULT2A1						GLYATL3 GSTA2 NNMT	NNMT SULT2A1			GGT5 NNMT	GGT5 GSTA2 SULT2A1												GSTA2 TPST2												PODXL2 SULT2A1 TPST2	
