	ARNT2	ARX	ASCL1	ASCL2	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HES4	HEY1	HIC1	HLF	HMBOX1	ISL1	LMX1A	LMX1B	MAFA	MAFB	NEUROD2	NEUROG3	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU2F2	POU5F1	RFX6	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF883
REACTOME_ADAPTIVE_IMMUNE_SYSTEM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09667405983643185	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION	1	1	1	1	1	1	1	1	1	1	0.030014910020839225	1	1	1	1	1	0.01042847951362813	1	1	1	1	1	1	1	1	1	1	0.0013391743289348224	1	0.03647931269974125	1	1	1	1	1	0.02691355542818763	1	1	1	0.06413330201212442	1	1	1	1	1	1	1
REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03947113079042386	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.031148938386104774	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ADRENALINE_NORADRENALINE_INHIBITS_INSULIN_SECRETION	1	1	1	1	1	1	1	0.021835273917937492	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.005167158506854674	1	1	1	1	1	1	1	1	1	1	1
REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.007450096021787478	1	1	1	1	1	1	1
REACTOME_AGGREPHAGY	1	0.012023058970378697	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.009402697582923003	0.005056260389630474	1	1
REACTOME_AMYLOID_FIBER_FORMATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.010544984702830495	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.007918897874213071	1	1	1	1	1	1	1	1	0.04106002759864924	1	1	1	1	1	0.032103806978328375	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0037992900997196877	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.030481123235864382	1	0.08094936974738953	1
REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION	1	1	1	1	1	1	1	1	1	1	0.07570230568364922	1	1	1	1	1	0.04017482808891215	1	1	1	1	1	1	1	1	1	1	0.005781780391268199	1	0.09082327453472394	1	1	1	1	1	0.06414912306233411	1	1	1	0.01894710414782952	1	1	1	1	1	1	1
REACTOME_AQUAPORIN_MEDIATED_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0033441694134976885	1	1	1	1	1	1	1	0.027977648075387718	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ARACHIDONIC_ACID_METABOLISM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06246276617848068	1	1	1	1	1	1	1
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	1	0.028020217148411963	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06845356177373607	1	1	1	1	1	1	1	1	1	0.09278426935606732	1	1	1	1	1	1	1	1	0.03699437267603034	1	1
REACTOME_ASSEMBLY_AND_CELL_SURFACE_PRESENTATION_OF_NMDA_RECEPTORS	1	0.0006074119492066599	1	1	0.028456049912305437	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.009402697582923003	0.005056260389630474	0.026488078157798856	1
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	1	1	1	1	1	1	1	0.08896549808497678	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_AUTOPHAGY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09010348078644315	0.05157270231214728	1	1
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.004177378787011077	1	1	1	0.013724306604489311	1	1	1	1	1	1	1
REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING	0.020269145110864528	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08841974068717995	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_BETA_DEFENSINS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.033869455471041254	1	1	1	1	1	1	1
REACTOME_BIOLOGICAL_OXIDATIONS	1	1	1	1	1	1	1	1	1	1	0.07453109877481301	1	1	1	1	1	0.03928146661763943	1	1	1	1	0.014743061142898473	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0358101374787444	1	1	1	1	0.01149670168020811
REACTOME_CA2_ACTIVATED_K_CHANNELS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2.965743023053413e-06	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CA2_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04373128474550314	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN	1	0.01150416593139425	1	1	0.027266742826631885	1	1	1	1	1	1	1	1	1	1	1	0.009393228427991174	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.016959225534195488	0.005444682769180087	1	1	1	1	1	1	0.008994220329839542	0.004833715828953755	1	1
REACTOME_CARDIAC_CONDUCTION	1	0.001767846369577497	1	0.0039765239181747125	0.0489101016343958	1	0.05898883359446605	1.616095555834196e-05	1	1	1	1	1	1	1	1	1	1	1	0.03488828669558153	0.08236788697090258	1	3.815953333996536e-05	1	1	1	1	1	0.06745053651410671	1	1	1	1	0.003891411736243633	0.048343341382486416	0.007901901116589949	1	1	1	0.01481777514813809	1	1	1	1	1	0.00013504373997552666	1
REACTOME_CA_DEPENDENT_EVENTS	1	0.008608124830226993	1	1	1	1	1	1	1	1	1	1	1	1	0.0011374436726786508	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	1	0.08122268756987971	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CELL_CELL_COMMUNICATION	1	1	0.041672631450836994	0.03716856828675974	1	1	1	1	1	1	1	1	1	1	1	1	0.07244465124123012	1	1	1	0.07526431054591387	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03902015874226272	1
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	1	1	0.011430055318026655	1	0.057759356672223205	1	1	1	1	1	1	1	1	1	1	1	0.020637056722648373	1	1	1	0.021507468714385025	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05392846440805621	1
REACTOME_CELL_JUNCTION_ORGANIZATION	1	1	0.022060017914685703	0.01960297289518509	1	1	1	1	1	1	1	1	1	1	1	1	0.039202536149463896	1	1	1	0.04080235131822685	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01597704975026648	1
REACTOME_CGMP_EFFECTS	1	1	1	1	1	1	1	0.007387369516512088	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0009871375633390134	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02604467943709654	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.025268307967378778	1	1	1	0.046520049857417756	1	1	1	1	1	1	1
REACTOME_CHYLOMICRON_ASSEMBLY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0004170857325466182	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CHYLOMICRON_REMODELING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0004170857325466182	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CILIUM_ASSEMBLY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09509009053982642	1	1	1	1	1	1	1	0.012642101618952295	1	1
REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS_	0.0881445155793138	1	1	1	1	1	0.06875438788218147	0.05367716452337301	0.012778835416876078	0.08061808519215408	1	1	1	1	1	1	0.0008356321145234213	0.07769327203094023	1	1	1	1	1	0.04652512724381985	0.0733057938280911	0.018783294977087084	1	1	1	0.038220284395856896	1	1	1	1	1	0.009287572470269678	1	1	1	0.007720564261071594	1	0.0733057938280911	1	1	1	0.0006032942237053085	1
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS_	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08666158458756579	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03133154514732328	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01304253790372012	1	1	1	1	1	1	1	1	0.05711572592214498	1	1	1	1	1	0.05076812097899397	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07443802853075443	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_COLLAGEN_DEGRADATION	1	1	1	1	1	1	1	0.09650178152211941	1	1	1	1	1	1	1	1	1	1	1	0.044118081805448184	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03633362815000951	1	1	1	1	1	0.07200799278986458	1	1	1	1	1	1	1
REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING	1	1	1	1	1	1	1	1	0.013657816810213497	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.015920989095599358	1	1	1	1	1	1	1	1	1	1	1
REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING	1	0.0068905135586813104	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06508758256524527	1	1	1	1	1	1	1	0.005371122423880159	0.002869346305203968	1	1
REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	1	0.0550463954805015	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01189562337027339	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.004463081826325488	0.02432235972974861	1	1
REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	1	0.0171393104250831	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.013439700566762025	0.0072660090984321135	1	1
REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT	1	0.05701117564801417	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.040447619782410626	1	1	1	1	1	1	1	0.045348442802795264	0.0018889808937017083	1	1
REACTOME_CREB1_PHOSPHORYLATION_THROUGH_NMDA_RECEPTOR_MEDIATED_ACTIVATION_OF_RAS_SIGNALING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.011228213381673124	1
REACTOME_CS_DS_DEGRADATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.013106872141936177	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07450012388668037	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES	1	1	1	1	1	1	1	1	1	1	0.0010819339515143467	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03661181593771179	1	1	1	1	1	1	1	1	1	0.0003404502710628865	1
REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS_	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0022657487742551163	1	1	1	1	1	1	1	1	1	1	0.015294631024575733	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04688995651917538	1
REACTOME_DAG_AND_IP3_SIGNALING	1	0.010497095316346239	1	1	1	1	1	1	1	1	1	1	1	1	0.001395940980350896	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_DECTIN_2_FAMILY	1	1	1	1	1	1	1	1	1	1	1	1	1	7.789603004448864e-05	1	1	1	1	1	1	1	1	1	1	0.0005600117386697079	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0004337326881787007	1
REACTOME_DEFECTIVE_B4GALT7_CAUSES_EDS_PROGEROID_TYPE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0019362518054050204	1	1	1	0.008240989166384605	1	1	1	1	1	1	1
REACTOME_DEFECTIVE_C1GALT1C1_CAUSES_TN_POLYAGGLUTINATION_SYNDROME_TNPS_	1	1	1	1	1	1	1	1	1	1	1	1	1	3.267074131063641e-05	1	1	1	1	1	1	1	1	1	1	0.00023605367985390924	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000117745720087159	1
REACTOME_DEFECTIVE_CHST14_CAUSES_EDS_MUSCULOCONTRACTURAL_TYPE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.004238785990782867	1	1	1	1	1	1	1	1	1	1	1
REACTOME_DEFECTIVE_CHST3_CAUSES_SEDCJD	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.004238785990782867	1	1	1	1	1	1	1	1	1	1	1
REACTOME_DEFECTIVE_CHSY1_CAUSES_TPBS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.004238785990782867	1	1	1	1	1	1	1	1	1	1	1
REACTOME_DEFECTIVE_GALNT3_CAUSES_FAMILIAL_HYPERPHOSPHATEMIC_TUMORAL_CALCINOSIS_HFTC_	1	1	1	1	1	1	1	1	1	1	1	1	1	2.8834397702959258e-05	1	1	1	1	1	1	1	1	1	1	0.00020845103899969075	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9.736990488051767e-05	1
REACTOME_DEFENSINS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.049915208060461236	1	1	1	1	1	1	1
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06707958239915568	1	1	0.08547408824935487	1	1	1	1	0.07004373931602981	1	1	1	1	1	1	1	0.028042917981642046	1	1	1	1	1	0.07240796230638091	1	1	1	0.07918479137759393	1	1	1
REACTOME_DERMATAN_SULFATE_BIOSYNTHESIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.008121133677209902	1	1	1	1	1	1	1	1	1	1	1
REACTOME_DEVELOPMENTAL_BIOLOGY	1	0.00890206986592279	1	1	1	1	1	0.04196691736244795	1	1	1	1	1	1	1	1	1	1	1	1	0.03981294253282952	1	0.019275824491236992	1	1	1	1	1	0.02123206320255777	1	1	1	1	1	1	0.04821552271702667	1	1	0.0028341711802519765	1	1	1	1	1	0.05157354159236016	1	1
REACTOME_DISEASE	1	0.03173582081807358	1	1	1	1	1	1	1	1	0.09552035888027399	1	1	1	1	1	1	1	1	1	1	0.06954572750703591	1	1	1	1	1	1	1	1	1	1	0.08271307933150629	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.014919710758488414	1	1	1	0.0323993467323721	1	1	1	1	1	1	1
REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS	1	1	1	1	0.06254320296407923	1	1	1	1	1	1	0.009068827201833773	1	0.000540222167193849	1	1	1	1	1	1	1	1	1	1	0.0037944342659838037	1	1	1	0.018846846560344965	1	1	1	0.0009199418729520792	1	1	1	1	1	1	1	1	1	1	1	1	0.0006255958260196204	1
REACTOME_DISEASES_OF_GLYCOSYLATION	1	1	1	1	1	0.0031275924988631854	0.06360758872018013	1	1	0.017669174130734322	1	0.03666681627788071	1	0.002362452068216614	1	1	1	1	1	1	1	1	1	1	0.015921128191209166	1	1	1	0.07266964743581728	1	1	1	0.003992690995059056	1	1	1	0.0521884644955255	1	1	0.07609432755020851	1	1	1	1	1	0.009281422699237707	1
REACTOME_DISEASES_OF_METABOLISM	1	1	1	1	1	0.00899658658840019	1	1	1	0.04804653051902408	1	0.09533656518235945	1	0.006831008949202855	1	1	1	1	1	1	1	1	1	1	0.043512202287509294	1	1	1	1	1	1	1	0.011425748789560375	1	1	1	1	1	1	0.09009897632013864	1	1	1	1	1	0.013651251306468715	1
REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0032006366975698697	1	1	1	1	1	1	1	1	1	1	1	1	0.0038416445541495925	0.07579798811344851	1	1	1	1	1	1	1	1	1	0.018168008795412915	1
REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE	1	8.589965279193201e-05	1	1	0.0003353399110980204	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.006348731176851419	1	1	1	1	1	1	1	1	1	0.0012267661249364403	1	1	1	1	1	0.033836884106374976	1	1	1	1	1	1	1	1	1	1	1
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS	1	1	1	1	1	1	0.0027076050460063117	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ELEVATION_OF_CYTOSOLIC_CA2_LEVELS	1	1	1	1	1	1	0.0009443378270542757	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.005298746611501204	1	1	1	1	1	1	1
REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.024286231395741154	1
REACTOME_EPH_EPHRIN_SIGNALING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09841732248088086	1
REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04706626039330275	1	1	1	1	1	1	1	0.09418014154112753	0.006139494186688577	1	1
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	1	1	1	1	1	1	1	1	1	1	0.022925419367126998	1	1	1	1	1	0.08274167258338871	0.06249951554365407	1	1	0.08708968103310677	1	1	1	1	1	0.07523182190793487	1	1	1	1	1	1	0.013389872985134499	1	0.08801115650293634	1	1	1	0.017711446879799753	1	1	1	0.07849059470286746	1	1	1
REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.048406466585203534	1	0.06946769547373233	1	1	1	1	1	1	1	1	1	1	1
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	1	0.026454686794944338	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03218499184325729	1	1	1	0.006935161034257509	1	1	1	1	1	1	1	1	1	1	1	0.002414470686239345	0.06359904579015652	1	1
REACTOME_FATTY_ACID_METABOLISM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06453677213420594	1	1	1	1	1	1	1	1	0.018969955956139817	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_FLT3_SIGNALING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08768205144516572	1
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC	1	0.0043135236079302475	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.042412276790393943	1	1	1	1	1	1	1	0.003355328330538976	0.0017849527421140987	1	1
REACTOME_FOXO_MEDIATED_TRANSCRIPTION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02213098134589886	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_FRUCTOSE_METABOLISM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0009654820437723366	1	1	1	1	1	0.0006745036048193542	1
REACTOME_GABA_B_RECEPTOR_ACTIVATION	1	1	1	1	1	1	1	0.048206439158179015	0.014285428398792321	1	1	1	1	1	1	1	1	1	1	0.02119044539281889	1	1	0.0017117760312207464	1	1	1	1	0.0022981121965148787	1	1	1	1	1	0.017327042728668696	1	0.0020778365808964416	1	1	1	0.035365232717385786	1	1	1	0.008994220329839542	1	1	1
REACTOME_GABA_RECEPTOR_ACTIVATION	1	1	1	1	1	1	1	0.08649456416805379	0.002086482214761709	1	1	1	1	1	1	1	1	1	1	0.03925150519684906	1	1	0.003306777051610865	1	1	1	1	0.004428116899521384	1	1	1	1	1	0.03228201964923327	1	0.0009514455138444067	1	1	1	0.008173039573204033	1	1	1	0.017011038446787974	1	1	1
REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION	1	0.002308283407811418	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02363383666638763	1	1	1	1	1	1	1	1	1	1	1
REACTOME_GAP_JUNCTION_ASSEMBLY	1	0.00906451326072899	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08322625564950259	1	1	1	1	1	1	1	0.007076300869112706	0.0037916252370601145	1	1
REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION	1	0.015934439492040653	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.012487515344530409	0.0067431917429247035	1	1
REACTOME_GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09870304113310457	1	1	1	1	1	1	1	1	1	1	1
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0013573653585146062	1	1	1	1	1	1	1	0.008218052602136927	1	1	1	1	1	1	1	1	1	1	1
