	AEBP1	ARNT2	ARX	ASCL1	ASCL2	E2F7	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HIC1	HLF	HMBOX1	INSM1	ISL1	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU2F2	POU5F1	RFX6	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TFCP2L1	TP73	ZFP69B	ZNF492	ZNF519	ZNF846
GO_MONOVALENT_INORGANIC_CATION_TRANSPORT	1	1	1	0.00400056037161	0.0580063294887	1	0.0006464048437	0.015662472213	1	1	1	1	1	1	1	1	1	1	1	1	0.0209750734204	1	1	1	0.0250600093284	1	1	1	1	1	0.425367689596	1	1	1	1	1	1	1	0.0184975161579	1	1	1	1	1	1	1	1
GO_MULTICELLULAR_ORGANISMAL_SIGNALING	1	1	1	1	1	1	0.000313306771352	0.000102158732126	1	1	1	1	1	1	1	1	1	1	1	0.0155393606182	0.0	1	1	1	0.00233626681599	1	1	1	0.495846739606	1	0.00360042875533	1	1	1	0.173559172426	1	0.898169333943	0.000353351806247	0.000155465051327	0.160357472738	1	0.0213387530149	1	1	1	1	1
GO_MUSCLE_CONTRACTION	1	1	1	1	1	1	0.878373489773	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NERVOUS_SYSTEM_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.757580830618	1	1	1	1	1
GO_NEURAL_NUCLEUS_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.585700432808	1	1	1	1	1	1	1	0.977160135105	1	1	1	1	1	1	1	1
GO_NEUROGENESIS	1	0.503525996709	0.000387843444945	1	0.797663728633	1.8794909199e-06	0.0	0.0	0.000113121746196	1	1	0.041907616895	1	1	1	1	1	0.0277436124106	1.97854091031e-05	9.40321724952e-06	0.0	1	0.00143021386911	1	0.0	0.820740500398	1	0.0	1	0.00135517406483	1	1.5878413226e-05	1	1	1.36654847518e-05	1	0.129413796479	9.71207337253e-06	9.76464530655e-06	0.00132506212657	1	4.18691141291e-06	1	0.17776993664	1	0.232246797936	1
GO_NEURONAL_DENSE_CORE_VESICLE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.436771466622	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEURON_DEVELOPMENT	1	1	3.62854377505e-05	1	1	0.000778134648087	0.0	0.0	0.0363777889655	1	1	0.0186260828405	1	1	0.378173526369	1	1	0.000159674832578	1.16143694633e-05	5.8211242647e-05	2.3185849946e-05	1	0.103564978859	1	8.47031296869e-06	1	1	0.0	1	0.0521766360908	1	0.000272082583514	1	1	1.94274631342e-05	1	0.229940998618	2.85901970818e-05	2.89918936347e-05	0.00408794158882	1	0.000236088053926	1	1	1	1	1
GO_NEURON_DIFFERENTIATION	1	1	4.4611990252e-06	1	0.763402464643	2.77925442667e-05	0.0	0.0	0.000535455802469	1	1	0.0468377868197	1	1	1	1	1	0.000465190897114	0.0	0.0	0.0	1	0.000110814533052	1	0.0	0.0552335188034	1	0.0	1	0.000282114005245	1	1.39648085962e-06	1	1	0.0	1	0.0559369660067	0.0	0.0	0.000404270205456	1	0.0	1	0.422102324039	1	1	1
GO_NEURON_PROJECTION	1	7.35696442397e-05	4.17701834561e-05	1.38458388743e-05	2.34184012765e-05	1.6394745894e-05	1.27483703618e-05	4.08550648645e-06	2.54689792989e-06	2.31633175848e-05	0.047920227919	1.99318091137e-05	0.322956325696	0.00169522570639	0.614417672125	1	0.00168973429357	4.33955072765e-06	2.24745434529e-05	3.04671766258e-05	1.61658042372e-05	1	2.89647068876e-05	8.56489657963e-05	1.77933007475e-05	0.0250562305105	1	1.2311217634e-05	2.49431854946e-05	3.65015580078e-05	3.78901786366e-05	3.89564701737e-05	1	1	3.58177902812e-05	1	2.78480158905e-05	3.23904258263e-05	3.45145514693e-05	2.7061932248e-05	1	2.7283793098e-05	1	1	1	2.79084859169e-05	3.27451805311e-05
GO_NEURON_PROJECTION_GUIDANCE	1	1	1	1	1	1	0.00516998492457	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.153141859973	1	1	1	1	1	1	1	1	1	1	1	1	1	0.228835013771	1	1	1	1	1	1	1	1
GO_NEURON_PROJECTION_TERMINUS	1	1	0.00299970810939	1	1	1	1	0.4802289724	1	1	1	1	1	1	1	1	1	0.323937509053	1	1	0.0233820134083	1	1	1	0.487043638756	1	1	1	1	1	1	1	1	1	1	1	1	0.263467306827	0.88151132732	1	1	0.656873303673	1	1	1	1	1
GO_NEURON_SPINE	1	1	1	1	1	1	1	1	0.26937212881	1	1	1	1	1	1	1	1	0.0276023925368	0.253291247555	1	0.407670312907	1	1	1	1	1	1	1	0.517196600457	1	1	0.247292585399	1	1	0.000428022917015	1	1	1	0.048557567908	1	1	1	1	1	1	1	0.494709374166
GO_NEURON_TO_NEURON_SYNAPSE	1	1	0.000427209831836	1	1	9.08638385366e-06	1	0.000533703264365	1	1	1	0.853465272656	1	1	1	1	1	0.000122444685896	0.000390710400712	0.0279167072936	0.000722016276595	1	1	1	0.00459576714128	1	1	0.0	0.377730728626	0.0493012648542	1	0.0101755687271	1	1	0.0	1	0.0137573375175	1.00120200119e-05	4.06805581646e-05	1	1	2.16997386526e-06	1	1	1	1	0.00171656281476
GO_NEUROPEPTIDE_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.85085249724	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.370852383958	1	1	1	1	1	1	1	1	1	1	1
GO_NEUROTRANSMITTER_SECRETION	1	1	0.20201498882	1	1	1	0.755956214605	0.00274349041664	1	1	1	1	1	1	1	1	1	1	1	0.00304788436858	0.339499740056	1	1	1	1	1	1	0.000103746893172	1	1	1	1	1	1	0.081792184828	1	0.347238301766	0.0179780857393	0.167829692688	0.05518129125	1	0.000832297438471	1	1	1	1	1
GO_NEUROTRANSMITTER_TRANSPORT	1	1	0.000882989201562	1	0.260195686472	1	0.0586322294611	0.00141388074358	1	1	1	1	1	1	1	1	1	1	0.66897453459	0.00697843787395	0.0322822027825	1	1	1	1	1	1	0.000192182337348	1	1	1	1	1	1	0.181131953342	1	0.0645524736686	0.0137628074785	0.0289871565799	0.0483941711133	1	0.00228143966468	1	1	1	1	1
GO_PASSIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	0.0148622003748	0.0	0.015063681166	0.604287757625	0.0	0.0	0.000111067754785	1	1	0.0	1	1	1	1	0.505547578689	0.0	0.215993065612	0.0	0.0	1	0.0165611453098	0.000577008662486	0.0	1	1	0.699571923297	0.0	0.202707609438	7.18265320709e-05	1	0.00830678705007	1	0.0118167057168	0.0229571164436	7.55390175511e-06	0.000409856717258	0.0	0.0	1	0.0120482955869	1	1	1	0.0737758174424	1
GO_PEPTIDE_HORMONE_SECRETION	1	1	0.00786086894867	1	1	1	1	0.0	0.0716345981459	1	1	0.0227376225416	1	1	1	1	1	0.0	1	0.00114490212584	0.00126451076474	1	1	1	1	1	1	1	1	0.0295222066608	0.0379057382429	1	1	1	1	1	0.476516342556	0.10751534859	0.0886216906491	0.0212619121661	1	0.102257853156	1	1	1	1	1
GO_PEPTIDE_SECRETION	1	1	1	1	1	1	1	0.122168840262	1	1	1	1	1	1	1	1	1	0.00280417250964	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_PERIKARYON	1	1	0.0377808919679	1	1	1	0.592662391591	0.208233354418	0.210925563175	1	1	1	1	1	1	1	1	1	1	1	0.24295473418	1	1	1	0.00442452818277	1	1	0.0824265065173	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_PLASMA_MEMBRANE_PROTEIN_COMPLEX	1	1	1	0.0818568773522	1	1	0.00879769512623	0.163107811348	1	1	1	1	1	1	1	1	1	1	1	1	0.0341176804525	1	1	1	0.495536697369	1	1	1	1	1	0.113948452352	1	1	1	1	1	1	0.512497403306	0.334451096759	0.0605503986888	1	1	1	1	1	1	1
GO_PLASMA_MEMBRANE_REGION	1	1	1	1	1	1	1	0.562502891175	1	1	1	0.229114305136	1	1	1	1	1	0.577287320812	0.933906802159	0.67655680805	0.000752407832605	1	1	1	0.614562653468	1	1	0.00982448034294	0.303247629575	1	1	0.392926757494	1	1	1	1	1	1	0.0621290735293	1	1	1	1	1	1	1	1
GO_POSITIVE_REGULATION_OF_ION_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.272573540106	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_POSITIVE_REGULATION_OF_LIPID_LOCALIZATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0206008851972	1	1	1
GO_POSITIVE_REGULATION_OF_LIPID_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00194774814649	1	1	1
GO_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.360253934166	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_POSITIVE_REGULATION_OF_TRANSPORT	1	1	1	1	0.585104631544	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.210195027726	1	1	1	1	1
GO_POSTSYNAPSE	1	0.958831609064	3.05072837337e-05	0.270562425377	1	0.000471430551099	8.59039601786e-05	0.0	0.0	4.03091239187e-05	1	8.6400736885e-06	1	0.0266294423435	1	1	1	0.0	6.47577843749e-06	1.56632377368e-05	0.0	1	1	1	9.6791365567e-06	1	1	1.44876869523e-06	9.97297017802e-05	0.630991200715	0.00565151664063	2.96255191472e-05	1	1	1.68706469106e-05	1	1.62635770251e-05	1.03074036342e-05	1.79026243163e-05	0.000278749961437	1	1.230010197e-05	1	1	1	1	0.000820436886
GO_POSTSYNAPTIC_DENSITY_MEMBRANE	1	1	1	1	1	0.643132931834	1	0.504048283855	1	1	1	1	1	1	1	1	1	1	1	1	0.568511032091	1	1	1	1	1	1	0.459152370528	1	1	1	1	1	1	0.253316507365	1	0.0516969710138	0.0174000472026	1	1	1	0.015879030654	1	1	1	1	0.0303956452091
GO_POSTSYNAPTIC_MEMBRANE	1	1	1	1	1	0.0370424747603	0.00348020493588	0.0	0.00109890378893	3.04862674895e-05	1	5.3111526202e-05	1	0.00137019674711	0.855466456191	1	1	1.84245991808e-05	0.00450957461181	2.90411948336e-05	1.11680104126e-05	1	1	1	0.00122219423824	1	1	1.50693400711e-05	0.000155242139494	0.535345991976	0.0020099529309	0.000889416330325	1	1	0.000124607543292	1	2.58814946907e-05	4.25493713982e-05	3.1220791568e-05	0.0014707731375	1	3.17162942167e-05	1	1	1	1	0.00242620822058
GO_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	1	1	1	1	1	0.174336746628	1	0.0757359947484	1	1	1	1	1	1	1	1	1	1	1	0.444020397386	1	1	1	1	1	1	1	0.263376527874	1	1	1	1	1	1	0.0907308152058	1	0.0327786308123	0.0659236023006	0.56682548747	1	1	0.00297574012162	1	1	1	1	0.0122004161294
GO_POTASSIUM_CHANNEL_ACTIVITY	1	1	1	0.000153745433154	1	1	1.01875021548e-05	0.000386320397957	1	1	1	0.176493557842	1	1	1	1	1	0.615792757787	1	0.559217664915	5.74444640692e-05	1	0.00176453745249	1	0.0037728817815	1	1	1	1	1	1	1	1	1	1	1	1	0.0825969775054	0.000128561813932	1	1	1	1	1	1	1	1
GO_POTASSIUM_CHANNEL_COMPLEX	1	1	0.109967693652	0.00158184276526	1	1	0.0935060903359	0.00311851363923	1	1	1	0.600538996801	1	1	1	1	1	0.267231752266	1	1	0.00365082205691	1	0.182775825111	1	0.000120087102981	1	1	1	1	1	0.113006301663	1	1	1	1	1	1	1	8.98082947749e-05	0.500705404313	1	1	1	1	1	1	1
GO_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	0.00592494692895	1	1	0.00477795873435	0.00845305591427	1	1	1	0.824274927269	1	1	1	1	1	1	1	1	0.000322514968998	1	0.0426091915857	1	0.0275926855842	1	1	1	1	1	1	1	1	1	1	1	1	0.0921781990793	0.000844607724206	1	1	1	1	1	1	1	1
GO_POTASSIUM_ION_TRANSPORT	1	1	1	0.00622093284022	0.093087469443	1	0.000519369897591	0.0047322878133	1	1	1	0.0370057735799	1	1	1	1	1	0.871713859726	1	1	0.0058723053992	1	0.205171499602	1	0.0402010049651	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00635701682824	1	1	1	1	1	1	1	1
GO_PRESYNAPSE	1	0.0404628396481	3.43541790215e-06	1	1	0.0264193041648	2.42343880064e-06	0.0	0.0663643770637	0.485674535434	1	0.0193326958743	1	1	1	1	0.465438125469	0.0	0.00012523099933	2.80163964339e-06	0.0	1	1	1	0.00178988720784	1	1	0.0	0.00640781341048	1	1	0.00738508354714	1	1	0.0	1	0.000106890484385	2.23058533148e-05	0.0	1.82268981286e-06	1	0.000618010483002	1	1	1	1	1
GO_PRESYNAPTIC_MEMBRANE	1	1	1	1	1	1	1	0.945947196926	1	1	1	0.150675876229	1	1	1	1	1	1	1	1	0.0100906176629	1	1	1	0.875732509211	1	1	0.0152129358428	1	1	1	1	1	1	1	1	1	1	0.427293861418	1	1	1	1	1	1	1	1
GO_REGULATION_OF_BLOOD_CIRCULATION	1	1	1	1	1	1	0.259648221474	0.145432970897	1	1	1	1	1	1	1	1	1	1	1	1	0.0142171359486	1	1	1	0.0263578346343	1	1	1	1	1	0.000474983880149	1	1	1	1	1	0.610835176788	0.00172920205028	0.0798727775984	1	1	1	1	1	1	1	1
GO_REGULATION_OF_BLOOD_PRESSURE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.125494910712	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_CATION_CHANNEL_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0354555822111	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_CATION_TRANSMEMBRANE_TRANSPORT	1	1	1	1	1	1	1	0.00680290184868	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0400396702709	1	1	1	1	1	0.690630832249	1	1	0.146665173783	1	1	1	1	1	1	1
GO_REGULATION_OF_CELL_DEVELOPMENT	1	1	1	1	1	1	0.123794360392	0.0749801021879	1	1	1	1	1	1	1	1	1	1	1	0.954867873656	1	1	0.795846880292	1	0.000901736978967	1	1	0.000903409310834	1	1	0.0408395701244	0.861832128138	1	1	0.000204996000491	1	1	0.0417924712987	0.249940410911	1	1	0.0315228032573	1	1	1	1	1
GO_REGULATION_OF_CELL_MORPHOGENESIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.489138713277	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	1	1	1	1	1	1	0.0190649330493	0.0529049228659	1	1	1	1	1	1	0.667943137396	1	1	1	0.528207925777	1	1	1	1	1	0.00432685879446	1	1	0.000218293765446	1	1	1	1	1	1	0.112434484674	1	1	0.350274711442	0.691264225462	1	1	1	1	1	1	1	1
GO_REGULATION_OF_EXOCYTOSIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.260879719598	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0669855312277	1
GO_REGULATION_OF_HEART_RATE	1	1	1	1	1	1	1	0.0702563914348	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0882937828136	1	1	1	1	1	1	1	1
GO_REGULATION_OF_HEART_RATE_BY_CARDIAC_CONDUCTION	1	1	1	1	1	1	0.0938401703286	0.000736736069392	1	1	1	1	1	1	1	1	1	1	1	1	0.139652079582	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.138385519576	0.47563782541	1	1	1	1	1	1	1	1
GO_REGULATION_OF_HORMONE_LEVELS	1	1	0.0333330052303	1	1	1	1	0.000861949199534	1	1	1	0.00512629878397	1	1	1	1	1	1.97274135694e-07	1	0.00317922216017	0.00367662337307	1	1	1	1	1	1	1	1	1	0.354407282167	1	1	1	1	1	0.122366105353	1	0.00824301991445	0.710728843217	1	1	1	1	1	1	1
GO_REGULATION_OF_HORMONE_SECRETION	1	1	1	1	1	1	1	0.000119268917165	1	1	1	0.195517985621	1	1	1	1	1	0.000152942137328	1	0.0424197563676	0.611305818513	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.90499534756	1	0.196362842938	0.178377448667	1	1	1	1	1	1	1
GO_REGULATION_OF_INSULIN_SECRETION	1	1	1	1	1	1	1	0.000188060074613	1	1	1	1	1	1	1	1	1	0.00739066602358	1	0.125715239222	0.582994730347	1	1	1	1	1	1	1	1	0.466838044502	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORT	1	1	1	0.131661099807	0.377761869895	1	0.0	0.0	1	1	1	0.475940146514	1	1	1	1	1	0.0450353420433	1	1	0.00507949442086	1	0.436807083441	1	1	1	1	1	0.124896591853	1	0.00738717645992	1	1	1	0.220249828228	1	5.91587020163e-05	0.0312059245257	0.00318173423986	0.000118136523877	1	1	1	1	1	1	1
GO_REGULATION_OF_ION_TRANSPORT	1	1	1	0.137068052482	0.0388424266387	1	2.30449349603e-06	0.0	1	1	1	0.807313086775	1	1	1	1	1	0.0260634470512	1	1	0.00157056137461	1	0.105792723528	1	1	1	1	0.00210666876999	0.636070294104	1	0.0267637619932	1	1	1	0.332286134457	1	3.05882491471e-05	0.0480293026076	0.00357011585714	8.48724456262e-05	1	0.634912936162	1	1	1	1	1
GO_REGULATION_OF_LIPID_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.344204529116	1	1	1
GO_REGULATION_OF_MEMBRANE_POTENTIAL	1	1	1	0.00491405750286	1	1	0.0	0.0	0.000220465128264	1	1	0.0	1	1	1	1	1	0.0	0.382309041784	0.0271352621874	0.0	1	1	0.682320388863	2.71307164068e-07	1	1	0.0116619338716	0.092047464897	1	0.000161005310632	0.112431316943	1	1	0.333306881419	1	0.00200648069598	0.00284407285172	4.98194503085e-06	1.67179900856e-05	1	0.013565533638	1	1	1	1	1
GO_REGULATION_OF_METAL_ION_TRANSPORT	1	1	1	1	1	1	1	0.421637004395	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.467383454459	1	1	1	1	1	1	1	1	0.166393902346	1	1	1	1	1	1	1
GO_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	1	1	1	1	1	0.098465594855	0.0216817732956	0.0127012199796	1	1	1	1	1	1	1	1	1	1	0.105181915228	0.418569941834	1	1	1	1	0.0	1	1	0.0	1	1	0.0482783341964	0.441891994244	1	1	2.51185646901e-05	1	1	0.00258980852795	0.00878607545909	1	1	0.00207867132371	1	1	1	1	1
GO_REGULATION_OF_NEURON_DIFFERENTIATION	1	1	0.529423006754	1	1	0.219164534389	0.000573518678997	0.0136496424711	1	1	1	1	1	1	1	1	1	1	0.173668157841	1	1	1	0.566414811045	1	0.000353333377447	1	1	2.69360525215e-05	1	1	0.023750221214	0.262845544253	1	1	1.6145868531e-06	1	1	0.000473514286299	0.187654800552	1	1	0.010280498234	1	1	1	1	1
GO_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	1	1	1	1	1	0.779729567806	0.00234803958883	0.0534430395396	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0157434276317	1	1	5.22043029361e-06	1	1	0.0914801368974	1	1	1	0.0015423948831	1	1	0.00328115462831	1	1	1	0.0954669162546	1	1	1	1	1
GO_REGULATION_OF_NEUROTRANSMITTER_LEVELS	1	1	0.035054417301	1	1	1	1	0.173856548326	1	1	1	1	1	1	1	1	1	1	1	0.0487710500616	0.208899842721	1	1	1	1	1	1	0.00753079761386	1	1	1	1	1	1	1	1	1	0.0999733449432	0.183425229627	0.323165142135	1	0.0671592576821	1	1	1	1	1
GO_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.696532779722	1	1	1	1	1
GO_REGULATION_OF_PEPTIDE_HORMONE_SECRETION	1	1	0.717537159804	1	1	1	1	0.000238310673431	0.966074426404	1	1	1	1	1	1	1	1	0.000878402822566	1	0.029717310743	0.135338083392	1	1	1	1	1	1	1	1	0.507493070392	1	1	1	1	1	1	1	1	0.376338264136	1	1	1	1	1	1	1	1
GO_REGULATION_OF_PEPTIDE_SECRETION	1	1	1	1	1	1	1	0.986504319663	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL	1	1	1	1	1	1	0.862337215089	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_REGULATED_SECRETORY_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0665343063463	1
GO_REGULATION_OF_SECRETION	1	1	1	1	0.450525604822	1	0.122103680612	0.000135016209177	1	1	1	0.166845363276	1	1	1	1	1	0.0061141807831	1	0.00990117325851	0.0117174228715	1	1	1	1	1	1	0.0954686138173	1	1	0.92415212686	1	1	1	1	1	0.90245965348	1	0.365749749554	0.0118676040441	1	0.0173351455136	1	1	1	1	1
GO_REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY	1	1	1	1	1	1	0.537689501639	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_SYNAPTIC_PLASTICITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0172711483364	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0978032140915	1	1	1	1	0.0532523105097
GO_REGULATION_OF_SYNAPTIC_VESICLE_CYCLE	1	1	0.827709984615	1	1	0.115986783244	1	0.000142500323935	1	1	1	1	1	1	1	1	1	1	1	0.275449323265	1	1	1	1	1	1	1	0.0263518032609	1	1	1	1	1	1	0.404867525344	1	1	0.0413341822438	1	1	1	0.344111446308	1	1	1	1	1
GO_REGULATION_OF_SYNAPTIC_VESICLE_EXOCYTOSIS	1	1	1	1	1	1	1	0.578590483403	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.738387211036	1	1	1	1	1
GO_REGULATION_OF_SYSTEM_PROCESS	1	1	1	1	0.0430951433291	0.386061553133	0.00115199020755	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00471280341347	1	0.518437483793	1	1.10688320145e-05	1	1	0.099282196684	1	1	1.90290616321e-05	1	1	1	1	1	0.442063020596	0.00161483157963	0.00248352861356	0.791344233396	1	8.41972348532e-05	1	1	1	1	1
GO_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	1	1	1	0.151378338213	0.125479182761	1	6.15426779427e-06	0.0	0.646722757082	1	1	0.546997197866	1	1	1	1	1	0.236271895022	1	1	0.0085814708702	1	0.458433670824	1	1	1	1	1	0.169398020237	1	0.0380871778462	1	0.76030565782	1	0.721755006029	1	7.03449321027e-05	0.0545927822435	0.000430419555042	0.000385436243422	1	1	1	1	1	1	1
GO_REGULATION_OF_TRANSPORT	1	1	0.00677194308299	0.00880777397928	0.000161481358578	0.0311129999555	0.0	0.0	1	1	1	0.0	1	1	0.343266479329	1	1	0.00094369327983	0.0297206861707	0.00125143484944	0.0	1	0.271147424528	1	1	1	1	0.0	1	0.0163857319	0.0166415635373	1	1	1	4.40118885698e-05	1	4.6544704051e-06	0.00100880056009	0.0	0.0	1	0.0	1	1	1	0.271147424528	1
GO_REGULATION_OF_TRANSPORTER_ACTIVITY	1	1	1	1	1	1	1	0.748482774886	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.329399000856	1	1	1	1	1	0.294867912083	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING	1	1	0.186724831007	1	0.457432799309	0.0631334051582	0.0	0.0	0.0226599154767	1	1	1	1	1	1	1	1	0.29614307257	1	0.000526865657725	0.000162540483754	1	1	1	0.000658542038794	1	1	0.0	0.590986706056	0.0839111850102	0.0167566203062	0.0539744097545	1	1	5.29710278654e-05	1	0.0137074474485	0.00039890384001	3.3578243676e-05	0.311546889359	1	0.0	0.621358251179	1	1	1	0.00335389713296
GO_RESPONSE_TO_AXON_INJURY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0462272959456	1	1	1	1	1	1	1	1	0.0859503014966	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_SECRETION	1	1	1	1	0.308528337057	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_SENSORY_ORGAN_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.162724142208	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_SIGNAL_RELEASE	1	1	0.0189365731869	1	0.0310543059608	0.273295855662	0.0168008834713	0.0	0.398001689831	1	1	0.0028836887076	1	1	1	1	1	0.000474050339919	1	3.43130195164e-05	0.00281868708237	1	1	1	1	1	1	0.00252241937753	1	1	0.0201435847696	0.892549406333	1	1	0.341827148863	1	0.0128226290099	9.89678049144e-05	0.00389684743098	0.000258034132861	0.811423822277	5.80247974346e-05	1	1	1	1	1
GO_SITE_OF_POLARIZED_GROWTH	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.338564691233	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0553250950398	1	1	1	1	1	1	1	1	1	1	1	1
