	ARNT2	ARX	ASCL1	ASCL2	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HES4	HEY1	HIC1	HLF	HMBOX1	ISL1	LMX1A	LMX1B	MAFA	MAFB	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	RFX6	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF883
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR4								FGF17 KLB																			FGF17 KLB											FGF17 KLB											
REACTOME_ECM_PROTEOGLYCANS																																						BGN COL1A2 VCAN											
REACTOME_ELEVATION_OF_CYTOSOLIC_CA2_LEVELS																				ITPR1 P2RX6																												ITPR1 P2RX6	
REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING																																																EFNB3 GRIN1	
REACTOME_EPH_EPHRIN_SIGNALING																																																EFNB3 GRIN1	
REACTOME_ESR_MEDIATED_SIGNALING																														GREB1 MMP2																			
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION							ADAM12 COL12A1 SPP1	COL14A1 COL1A2 JAM3 MMP13 SCUBE3 SPOCK3		MMP13 VCAN	SPOCK3 TTR VCAN						COL12A1 COL1A2 JAM3 TTR	MMP2 SPOCK3 TTR		COL12A1 COL14A1 COL1A2 MMP13 SCUBE3	COL12A1 MMP13 SCUBE1							FBN1 MMP13 TTR								ADAM12 COL12A1 COL22A1 MMP2 SCUBE3 SPP1		ADAM12 BGN COL14A1 COL1A2 JAM3 SPP1 VCAN		ADAMTS2 COL22A1		BGN JAM3 MMP2 SPOCK3				COL14A1 SPOCK3 TTR			
REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING																																				AKT3 MMP2		AKT3 GNG2 GNG4											
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION																									KIF5A TUBB2B				KIF1A TUBB2B																	DOCK8 KIF5A TUBB2B			
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS																				ACSL6 ELOVL4																													
REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS											ADCY1 ADCY5																		ADCY1 ITPR1																				
REACTOME_FLT3_SIGNALING		CAMK2B GFRA3 NEFL																																															
REACTOME_FOXO_MEDIATED_TRANSCRIPTION																					AKT3 NPY																												
REACTOME_FRS_MEDIATED_FGFR4_SIGNALING								FGF17 KLB																			FGF17 KLB											FGF17 KLB											
REACTOME_GABA_B_RECEPTOR_ACTIVATION				ADCY5 KCNJ2				KCNJ2 KCNJ3	ADCY1 GABBR2		ADCY1 ADCY5									ADCY2 KCNJ3			ADCY2 KCNJ2						ADCY1 GNG4							ADCY1 GABBR2		ADCY2 GNG2 GNG4 KCNJ3				ADCY2 KCNJ6				GNG2 KCNJ6			
REACTOME_GABA_RECEPTOR_ACTIVATION				ADCY5 KCNJ2					ADCY1 GABBR2 GABRB3 GABRG2	ADCY5 GABRG2	ADCY1 ADCY5									ADCY2 KCNJ3			ADCY2 KCNJ2						ADCY1 GNG4							ADCY1 GABBR2		ADCY2 GABRA1 GNG2 GNG4 KCNJ3				ADCY2 GABRA1 KCNJ6				GNG2 KCNJ6			
REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION		SNAP25 STX1A																																				SNAP25 STX1A											
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES																																													EVL HLA-DQA2				
REACTOME_GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION																													GNG4 ITPR1									GNG2 GNG4											
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION											ADCY1 ADCY5																		ADCY1 GNG4									ADCY2 GNG2 GNG4											
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS								CYSLTR2 GIP																														GIP GNG2 GNG4											
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE		SNAP25 STX1A																																				SNAP25 STX1A											
REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT																									KIF5A TUBB2B				KIF1A TUBB2B																	KIF5A TUBB2B			
REACTOME_GPCR_LIGAND_BINDING								AGT AVPR1B CHRM4 CRH CYSLTR2 GIP MLN SST SSTR3 UCN3	BRS3 FFAR2 GABBR2 PYY SST UCN3								ADORA2A FFAR2 GNG2 GPBAR1 SSTR1 TAC3									CRH GABBR2 SSTR1					ADORA2A GNG4 NPY SST							AGT BRS3 FFAR1 FZD4 GIP GNG2 GNG4 GPBAR1 NTS PYY TAC3 UCN3				ADORA2A AGT AVPR1B CXCL12 GHRL MLN SCT TAC3		AVPR1B CRH SCT TAC1			CHRM4 CRH SSTR3	AGT BRS3 GPBAR1 MLN TAC3	
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	NPY PRKCG SSTR3	CAMK2B CHRM4 PRKCG RGS11 RGS4				GPC2 SSTR3		AGT CHRM4 GPC2 PRKCG RGS11 RGS16 RGS4 SST SSTR3	ADCY1 GABBR2 PYY RGS11 RGS16 RGS9 SST		ADCY1 ADCY5 TTR	RBP1 RGS16 RGS5			ADCY1 PRKCG SSTR1 TAS2R20		GNG2 SSTR1 TTR	AGT GNAO1 RGS4 SSTR2 TTR		ADCY2 CHRM4 GPC2 ITPR1 PYY RGS11 RGS4			ADCY2 TTR		ADCY1 RBP1	GABBR2 SSTR1		CLPS GPC6 TTR	ADCY1 GNG4 ITPR1	CHRM4 CLPS RGS4	GNG4 NPY SST					ADCY1 CHRM4 GABBR2 GPC2 RGS9								GPC6 RGS16 RGS4				AGT CAMK2B ITPR1 RGS11	
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS								AGT AVPR1B CYSLTR2 MLN RGS16 RGS4	BRS3 FFAR2 RGS16			GAST RGS16 RGS5					FFAR2 GNG2 TAC3												GNG4 ITPR1									AGT BRS3 FFAR1 GAST GNG2 GNG4 NTS RGS4 TAC3				AGT AVPR1B GHRL MLN TAC3		AVPR1B GAST RGS16 RGS4 TAC1		BRS3 FFAR2 GNG2		AGT BRS3 ITPR1 MLN TAC3	
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS																													ADCY1 GNG4 GPBAR1																				
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS		PRKCG RGS4	ADCY1 RGS16					PRKCG RGS16 RGS4	ADCY1 RGS16		ADCY1 ADCY5				ADCY1 PRKCG					ADCY2 RGS4									ADCY1 GNG4									ADCY2 GNG2 GNG4 RGS4						RGS16 RGS4					
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_CDC42																																						GNG2 GNG4											
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA																																						AKT3 GNG2 GNG4											
REACTOME_G_PROTEIN_ACTIVATION																																						GNAO1 GNG2 GNG4											
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING																																						AKT3 GNG2 GNG4											
REACTOME_G_PROTEIN_MEDIATED_EVENTS		CAMK2B PRKCG									ADCY1 ADCY5				ADCY1 PRKCG					ADCY2 ITPR1									ADCY1 ITPR1																			CAMK2B ITPR1	
REACTOME_HEDGEHOG_OFF_STATE											ADCY1 ADCY5 TUBB4A														ADCY1 TUBB2B				ADCY1 TUBB2B																				
REACTOME_HEMOSTASIS		DOCK8 F10 PRKCG SCG3 SLC8A1 TUBB2B																							COL1A2 KIF5A TUBB2B				GNG4 ITPR1 KIF1A TUBB2B																	DOCK8 GNG2 KIF5A SLC8A1 TUBB2B			
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM																																						BGN GPC6 VCAN				BGN GPC2							
REACTOME_HIGHLY_CALCIUM_PERMEABLE_NICOTINIC_ACETYLCHOLINE_RECEPTORS											CHRNA3 CHRNA5 CHRNB2																																						
REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS											CHRNA3 CHRNA5 CHRNB2																																						
REACTOME_HIGHLY_SODIUM_PERMEABLE_POSTSYNAPTIC_ACETYLCHOLINE_NICOTINIC_RECEPTORS											CHRNA3 CHRNB2																																						
REACTOME_HSF1_DEPENDENT_TRANSACTIVATION																																																CAMK2B HSPA6	
REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION								GIP PAX6			GIP PAX6									GIP ISL1	PAX6 PCSK1																	FFAR1 GIP ISL1 PCSK1				ISL1 PCSK1							
REACTOME_INFECTIOUS_DISEASE											ADCY1 ADCY5 GIP STX1A TUBB4A																		ADCY1 GNG4 GPBAR1 ITPR1 TUBB2B																				
REACTOME_INNATE_IMMUNE_SYSTEM																			ATP6V1G2 C7 KCNAB2 PTPRN2																														
REACTOME_INSULIN_PROCESSING		SLC30A8 STX1A						CPE KIF5A PCSK2 SLC30A8												PCSK2 SLC30A8 STX1A	PCSK1 SLC30A8																	KIF5A PCSK1 PCSK2 STX1A				CPE PCSK1 PCSK2				CPE KIF5A			
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE								FGF17 KLB																			FGF17 KLB																						
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM		SNAP25 STX1A			CACNA1C KCNJ11 RAPGEF4 SNAP25			CACNA1C CACNA1E CACNA2D2 CACNB2 CYSLTR2	ADCY1 CACNA1E		ADCY1 ADCY5 STX1A				ADCY1 STX1A SYT5			CACNA1C CACNA1E SNAP25		ADCY2 ITPR1 STX1A	CACNA1C CACNA1E								ADCY1 CACNA1E CACNA2D2 GNG4 ITPR1		GNG4 SNAP25					ADCY1 RAPGEF4		ABCC8 ADCY2 CACNA1A CACNA1C FFAR1 GNG2 GNG4 SNAP25 STX1A								GNG2 SYT5		ITPR1 KCNJ11	CACNA1C CACNA2D2
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS																	COL1A2 JAM3																					COL1A2 JAM3 SPP1											
REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS								ANK2 SCN1B SCN3B																														ANK2 NFASC SCN1B SPTBN4										SCN1B SCN3B	
REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES																																																AK5 CTPS1	
REACTOME_INTERFERON_SIGNALING																																													HLA-DQA2 USP41				
REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS	CBX2 PRKCG	AKT3 CAMK2B PRKCG		ADCY5 USP13									PRKCG USP13		ADCY1 PRKCG				CBX2 KLB																														
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC																									KIF5A TUBB2B				KIF1A TUBB2B																				
REACTOME_INWARDLY_RECTIFYING_K_CHANNELS								KCNJ2 KCNJ3																		GABBR2 KCNJ11												ABCC8 GNG2 GNG4 KCNJ3								GNG2 KCNJ6			
REACTOME_ION_CHANNEL_TRANSPORT		CAMK2B NALCN UNC79		ATP1A3 FXYD1	FXYD1 FXYD6 UNC79 WNK3		ATP6V1G2 WNK2	ASIC4 ATP6V1G2 CLCA4 FXYD6 NALCN TRPM3 UNC79 UNC80 WNK3	ATP1A3 ATP6V1G2 CLCA1	CLCA1 CLCA4 TRPM3	CLCA4 UNC80	ASIC1 ATP6V1G2 CLCN4 WNK3								ASIC1 ATP1A3 UNC79 UNC80 WNK2		ASIC1 UNC80								FXYD1 UNC80		ASIC1 ATP6V1G2 FXYD6						ASIC1 ASIC4 ATP1A3 ATP6V1G2 CLCA4 NALCN TRPM3 UNC80	ASIC1 FXYD6 TRPM3						ATP1A3 TRPM3				
REACTOME_ION_HOMEOSTASIS		CAMK2B SLC8A1		ATP1A3 FXYD1	FXYD1 FXYD6 KCNJ11			FXYD6 SLC8A1								FXYD6 ITPR1				ATP1A3 ITPR1																												CAMK2B ITPR1 KCNJ11	
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES				ATP1A3 FXYD1	FXYD1 FXYD6																																												
REACTOME_IRS_MEDIATED_SIGNALLING								FGF17 KLB																			FGF17 KLB																						
REACTOME_KINESINS																									KIF5A TUBB2B				KIF1A TUBB2B																	KIF5A TUBB2B			
REACTOME_L1CAM_INTERACTIONS																																						ANK2 CHL1 NFASC SCN1B SPTBN4 TUBB2B	SCN3B TUBB2B									SCN1B SCN3B	
REACTOME_LEISHMANIA_INFECTION										ADCY5 GIP	ADCY1 ADCY5 GIP						ADORA2A GNG2 GPBAR1												ADCY1 GNG4 GPBAR1 ITPR1															CRH SCT					
REACTOME_LGI_ADAM_INTERACTIONS																																						LGI3 STX1A											
REACTOME_LONG_TERM_POTENTIATION		CAMK2B NEFL																																														CAMK2B GRIN1	
REACTOME_MAPK6_MAPK4_SIGNALING																																										MAPK4 MMP2					MAPK4 MMP2		
REACTOME_MAPK_FAMILY_SIGNALING_CASCADES																																															MAPK4 MMP2 SPTBN4		
REACTOME_MECP2_REGULATES_TRANSCRIPTION_OF_NEURONAL_LIGANDS								CRH SST																																									
REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS																																						AGT CES1 CPB1							AGT CES1				
REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS																												CLPS GPC6 TTR																					
REACTOME_METABOLISM_OF_NUCLEOTIDES																																					CTPS1 ENTPD1											AK5 CTPS1	
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS																												CLPS GPC6 TTR																					
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION																									KIF5A TUBB2B																					KIF5A TUBB2B			
REACTOME_MUSCLE_CONTRACTION		CAMK2B KCNJ2 KCNK17 SLC8A1		ATP1A3 FXYD1 KCNJ2 KCNK17	CACNA1C FXYD1 FXYD6 KCNIP3 KCNJ11		FGF14 KCNIP3	CACNA1C CACNA2D2 CACNB2 FXYD6 KCNJ2 KCNK17 SCN1B SCN3B SLC8A1 TMOD2	ATP1A3 KCNE4 KCNK3 TMOD2		KCNE4 TMOD1 TMOD2					FXYD6 ITPR1				ATP1A3 ITPR1 KCNE4 KCNK17			KCNJ2 KCNK17 SCN3B						CACNA2D2 ITPR1 KCNK3	FXYD1 SCN1B						CACNA2D1 CACNG4 KCNK16 KCNK17	KCNE4 KCNK16 SCN3B TMOD1	ATP1A3 CACNA1C FGF14 KCNIP3 SCN1B TMOD1				CACNA1C FXYD1 KCNH2 KCNK3 TMOD1						CAMK2B FGF14 ITPR1 KCNH2 KCNJ11 SCN1B SCN3B TMOD1	CACNA1C CACNA2D2
REACTOME_NCAM1_INTERACTIONS								CACNA1C CACNB2 GFRA1	CACNA1G GFRA1												CACNA1C CACNA1G								CACNA1G CACNA1H													CACNA1C CACNA1G							
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH								CACNA1C CACNB2 GFRA1	CACNA1G GFRA1												CACNA1C CACNA1G								CACNA1G CACNA1H		CACNA1G SPTBN4											CACNA1C CACNA1G							
REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING								FGF17 KLB																			FGF17 KLB											FGF17 KLB											
REACTOME_NEGATIVE_REGULATION_OF_NMDA_RECEPTOR_MEDIATED_NEURONAL_TRANSMISSION		CAMK2B NEFL					CAMK1 GRIN2C													CAMK1 NEFL																												CAMK1 CAMK2B GRIN1	
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK																											FGF17 KLB																						
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT								ANK2 CACNA1C CACNB2 DOK6 GFRA1 GFRA3 PLXNC1 RET SCN1B SCN3B			ABLIM2 EVL SHC3 TUBB4A										ABLIM2 CACNA1C CACNA1G EFNB3 GFRA3									CACNA1H DPYSL4 MMP2 SCN1B		ABLIM2 EPHA4 PAK6			PAK6 SHC3		CACNA1G CDK5R1 GFRA3 PLXNC1 SCN3B	ABLIM2 ANK2 CACNA1C CHL1 DOK6 EFNB3 ISL1 NFASC PAK6 RET SCN1B SHC3 SPTBN4 TUBB2B			DPYSL4 RET								
REACTOME_NEURONAL_SYSTEM	CHRNB2 KCNJ2 PRKCG	CAMK2B KCNB2 KCNJ2 KCNK17 NEFL PRKCG SNAP25 STX1A SYN1 TUBB2B		ADCY5 GRIN2C KCNB2 KCNH7 KCNJ2 KCNK17	KCNH8 KCNJ11 KCNN3 LIN7A LRFN2 SNAP25 SYN1		CAMK1 GRIN2C HCN4 KCNH7 KCNJ3	CACNA1E CACNA2D2 CACNB2 CHRNA5 KCNB2 KCNC1 KCNH8 KCNJ2 KCNJ3 KCNK17 LRFN2 NCALD PRKCG	ADCY1 CACNA1E CHRNA5 GABBR2 GABRB3 GABRG2 KCNK3		ADCY1 ADCY5 CHRNA3 CHRNA5 CHRNB2 KCNC1 NCALD STX1A TUBB4A				ADCY1 PPM1E PRKCG STX1A		CHRNA5 GNG2 KCNH3 KCNH6 LRFN2 TUBB2B	CACNA1E KCNC1 KCNJ3 SNAP25	CPLX1 KCNAB2	ADCY2 CAMK1 KCNAB2 KCNJ3 KCNK17 LRFN2 NEFL STX1A SYN1			ADCY2 KCNJ2 KCNK17	KCNC1 KCNJ3	ADCY1 TUBB2B	GABBR2 GRIN1 KCNJ11			ADCY1 CACNA1E CACNA2D2 GNG4 HCN4 KCNH6 KCNK3 TUBB2B		GNG4 GRIK5 KCNAB2 LIN7A SNAP25		CACNA2D2 CPLX1 KCNH3 LRFN2 NEFL	KCNAB2 KCNH7 NCALD		ADCY1 CACNG4 CPLX1 GABBR2 KCNB2 KCNH7 KCNK16 KCNK17	CAMK1 KCNK16 LRFN2 SYN1	ABCC8 ADCY2 CACNA1A CHRNA5 GABRA1 GNG2 GNG4 GRIK5 HCN4 KCNB2 KCNH3 KCNH6 KCNJ3 KCNMA1 KCNMB2 KCNN3 LRRTM3 SNAP25 STX1A TUBB2B	GABRG2 HCN4 KCNAB2 KCNH3 TUBB2B			ADCY2 GABRA1 KCNH2 KCNJ6 KCNK3 LRFN2 SYN1	GRIK5 KCNH8		CACNA1B GRIK3 GRIN2C KCNA6 TSPAN7	GNG2 KCNA6 KCNJ6 NCALD TUBB2B		CAMK1 CAMK2B GRIN1 HCN4 KCNH2 KCNJ11	
REACTOME_NEUROTOXICITY_OF_CLOSTRIDIUM_TOXINS		SNAP25 STX1A SV2B						SV2A SV2B												STX1A SV2B																		SNAP25 STX1A SV2A SV2B											
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	CHRNB2 KCNJ2 PRKCG	CAMK2B KCNJ2 NEFL PRKCG TUBB2B		ADCY5 GRIN2C KCNJ2			CAMK1 GRIN2C KCNJ3	CHRNA5 KCNJ2 KCNJ3 NCALD PRKCG	ADCY1 CHRNA5 GABBR2 GABRB3 GABRG2	ADCY5 GABRG2	ADCY1 ADCY5 CHRNA3 CHRNA5 CHRNB2 NCALD TUBB4A				ADCY1 PPM1E PRKCG		CHRNA5 GNG2 TUBB2B			ADCY2 CAMK1 KCNJ3 NEFL			ADCY2 KCNJ2		ADCY1 TUBB2B	GABBR2 GRIN1			ADCY1 GNG4 TUBB2B		GNG4 GRIK5 LIN7A					ADCY1 CACNG4 GABBR2		ADCY2 CHRNA5 GABRA1 GNG2 GNG4 GRIK5 KCNJ3 TUBB2B							GRIK3 GRIN2C TSPAN7	GNG2 KCNJ6 NCALD TUBB2B		CAMK1 CAMK2B GRIN1	
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE		SNAP25 STX1A SYN1			LIN7A SNAP25 SYN1															STX1A SYN1											LIN7A SNAP25																		
REACTOME_NEUTROPHIL_DEGRANULATION																															KCNAB2 SIRPA SNAP25																		
REACTOME_NGF_INDEPENDANT_TRKA_ACTIVATION																															ADORA2A NTRK2											ADORA2A NTRK2							
REACTOME_NGF_STIMULATED_TRANSCRIPTION					CDK5R1 CDK5R2 ID4																					CDK5R1 VGF												CDK5R2 ID4 VGF				CDK5R2 ID4 VGF							
REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE																																						KCNMA1 KCNMB2										ITPR1 PDE2A	
REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS																	COL1A2 TTR																																
REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE		SNAP25 STX1A																																				SNAP25 STX1A											
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION_					CDK5R1 CDK5R2 ID4																					CDK5R1 VGF												CDK5R2 ID4 VGF				CDK5R2 ID4 VGF							
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI		CHST8 ST8SIA3			CHST8 ST8SIA3			CHST8 ST8SIA3																			CHST10 ST8SIA3																						
REACTOME_ONCOGENIC_MAPK_SIGNALING		CAMK2B FAM131B																			FAM131B KIAA1549																											CAMK2B FAM131B	
REACTOME_OPIOID_SIGNALLING		CAMK2B PRKCG									ADCY1 ADCY5				ADCY1 PRKCG														ADCY1 GNG4 ITPR1									ADCY2 GNAO1 GNG2 GNG4										CAMK2B ITPR1	
REACTOME_OTHER_INTERLEUKIN_SIGNALING		SNAP25 STX1A																																				SNAP25 STX1A											
REACTOME_PCP_CE_PATHWAY		FZD4 PRKCG																																															
REACTOME_PEPTIDE_HORMONE_METABOLISM		SLC30A8 STX1A	MBOAT4 PCSK2					AGT CPE GIP KIF5A PAX6 PCSK2 SLC30A8		GHRL GIP	GIP PAX6 STX1A							AGT MBOAT4		CPB1 GIP ISL1 PCSK2 SLC30A8 STX1A	PAX6 PCSK1 SLC30A8															CPE MBOAT4		AGT CES1 CPB1 FFAR1 GIP ISL1 KIF5A MBOAT4 PCSK1 PCSK2 STX1A				AGT CPE GHRL ISL1 PCSK1 PCSK2			AGT CES1 GPR119	CPE KIF5A			
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	NPY SSTR3							AGT AVPR1B MLN SST SSTR3	BRS3 PYY SST									AGT SSTR2													NPY SST											AGT AVPR1B CXCL12 GHRL MLN TAC3		AVPR1B TAC1				AGT BRS3 MLN TAC3	
REACTOME_PHASE_0_RAPID_DEPOLARISATION								CACNA1C CACNA2D2 CACNB2 SCN1B SCN3B																												CACNA2D1 CACNG4		CACNA1C FGF14 SCN1B										CAMK2B FGF14 SCN1B SCN3B	CACNA1C CACNA2D2
REACTOME_PHASE_2_PLATEAU_PHASE								CACNA1C CACNA2D2 CACNB2																												CACNA2D1 CACNG4													CACNA1C CACNA2D2
REACTOME_PHASE_4_RESTING_MEMBRANE_POTENTIAL		KCNJ2 KCNK17		KCNJ2 KCNK17				KCNJ2 KCNK17															KCNJ2 KCNK17													KCNK16 KCNK17													
REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS																																																GSTM2 PODXL2	
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR4								FGF17 KLB																			FGF17 KLB											FGF17 KLB											
REACTOME_PI3K_AKT_SIGNALING_IN_CANCER																											FGF17 KLB																						
REACTOME_PI_3K_CASCADE_FGFR4								FGF17 KLB																			FGF17 KLB											FGF17 KLB											
REACTOME_PKA_ACTIVATION_IN_GLUCAGON_SIGNALLING											ADCY1 ADCY5																																						
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB											ADCY1 ADCY5																																						
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION																ABCC4 ITPR1													GNG4 ITPR1																				
REACTOME_PLATELET_CALCIUM_HOMEOSTASIS																				ITPR1 P2RX6																												ITPR1 P2RX6	
REACTOME_PLATELET_HOMEOSTASIS																				ITPR1 P2RX6									GNG4 ITPR1									GNG2 GNG4 KCNMA1 KCNMB2								GNG2 SLC8A1		ITPR1 P2RX6 PDE2A	
REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS																					NEGR1 RTN4RL1																												
REACTOME_POTASSIUM_CHANNELS		KCNB2 KCNJ2 KCNK17	KCNAB2 KCNMB2	KCNB2 KCNH7 KCNJ2 KCNK17	KCNH8 KCNJ11 KCNN3		HCN4 KCNH7 KCNJ3	KCNB2 KCNC1 KCNH8 KCNJ2 KCNJ3 KCNK17	GABBR2 KCNK3								GNG2 KCNH3 KCNH6	KCNC1 KCNJ3		KCNAB2 KCNJ3 KCNK17			KCNJ2 KCNK17	KCNC1 KCNJ3		GABBR2 KCNJ11			GNG4 HCN4 KCNH6 KCNK3		GNG4 KCNAB2			KCNAB2 KCNH7		GABBR2 KCNB2 KCNH7 KCNK16 KCNK17		ABCC8 GNG2 GNG4 HCN4 KCNB2 KCNH3 KCNH6 KCNJ3 KCNMA1 KCNMB2 KCNN3	HCN4 KCNAB2 KCNH3			KCNH2 KCNJ6 KCNK3				GNG2 KCNA6 KCNJ6		HCN4 KCNH2 KCNJ11	
REACTOME_PRESYNAPTIC_DEPOLARIZATION_AND_CALCIUM_CHANNEL_OPENING								CACNA1E CACNA2D2 CACNB2																					CACNA1E CACNA2D2																				
REACTOME_PRESYNAPTIC_FUNCTION_OF_KAINATE_RECEPTORS																																						GNG2 GNG4											
REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR																																						GNG2 GNG4											
REACTOME_PROTEIN_FOLDING		RGS11 TUBB2B							RGS11 RGS9								GNG2 TUBB2B												GNG4 TUBB2B									GNAO1 GNG2 GNG4 TUBB2B								GNG2 TUBB2B			
REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES					LIN7A LRFN2																																												
REACTOME_PTEN_REGULATION																																							CBX2 USP13										
REACTOME_RAP1_SIGNALLING																																				RAP1GAP2 RAPGEF4													
REACTOME_RAS_ACTIVATION_UPON_CA2_INFLUX_THROUGH_NMDA_RECEPTOR		CAMK2B NEFL																																														CAMK2B GRIN1	
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT								ONECUT1 PAX6													AKT3 PAX6																					NEUROD1 NEUROG3 RFX6							
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS																					AKT3 PAX6																					NEUROD1 RFX6							
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_ENDOCRINE_COMMITTED_NEUROG3_PROGENITOR_CELLS																																										NEUROD1 NEUROG3							
REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE																											HSPA12A NUP210																						
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS_		SCG3 SPP1																MMP2 SCG3 SERPINA10		PAPPA2 SCG2 SERPINA10							SPP1 VGF									MMP2 SERPINA10 SPP1		PAPPA2 SERPINA10 SPP1 VCAN VGF				CHGB MMP2 VGF						SCG3 SERPINA10 VGF	
REACTOME_REGULATION_OF_INSULIN_SECRETION		SNAP25 STX1A			CACNA1C KCNJ11 RAPGEF4 SNAP25			CACNA1C CACNA1E CACNA2D2 CACNB2			ADCY5 STX1A				STX1A SYT5			CACNA1C CACNA1E SNAP25		ITPR1 STX1A	CACNA1C CACNA1E								CACNA1E CACNA2D2 GNG4 ITPR1		GNG4 SNAP25							ABCC8 CACNA1A CACNA1C FFAR1 GNG2 GNG4 SNAP25 STX1A								GNG2 SYT5		ITPR1 KCNJ11	CACNA1C CACNA2D2
REACTOME_REGULATION_OF_SIGNALING_BY_NODAL																				CFC1 LEFTY1																													
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_		PRKCG SCG3																																															
