chr	start	end
chr11	97260254	97260487
chr11	97592407	97592720
chr11	97592944	97593313
chr11	97643835	97644190
chr11	97927591	97928262
chr11	97986543	97986844
chr11	98232143	98232793
chr11	98279884	98280297
chr11	98366330	98366530
chr11	98486484	98487275
chr11	98876481	98876686
chr11	98891220	98891978
chr11	98910423	98910812
chr11	99438053	99438257
chr11	99494954	99495776
chr11	99494954	99495776
chr11	99789535	99789921
chr11	99844784	99845297
chr11	100016191	100016762
chr11	100017929	100018155
chr11	100115673	100116098
chr11	100274323	100274830
chr11	100435441	100435639
chr11	100464944	100465342
chr11	100557646	100558755
chr11	100557646	100558755
chr11	100590207	100590773
chr11	100602176	100602649
chr11	100610522	100610979
chr11	100623574	100624584
chr11	100629971	100630231
chr11	100640110	100640845
chr11	100640110	100640845
chr11	100647037	100647651
chr11	100656070	100656413
chr11	100679695	100679914
chr11	100698839	100699325
chr11	100718740	100719211
chr11	100801153	100801355
chr11	100997924	100999245
chr11	100997924	100999245
chr11	100997924	100999245
chr11	101009205	101009487
chr11	101299766	101300067
chr11	101392499	101392800
chr11	101453607	101454753
chr11	101565867	101566407
chr11	101565867	101566407
chr11	101574409	101574877
chr11	101619543	101620043
chr11	101737455	101737933
chr11	101750910	101751223
chr11	101783611	101784073
chr11	101785585	101786121
chr11	101815799	101816604
chr11	101844876	101845260
chr11	101881729	101882137
chr11	101918206	101918442
chr11	101980699	101982641
chr11	101980699	101982641
chr11	101980699	101982641
chr11	101990880	101991584
chr11	101990880	101991584
chr11	102010090	102010300
chr11	102028143	102028547
chr11	102060967	102061184
chr11	102063553	102063923
chr11	102084285	102084529
chr11	102100076	102100495
chr11	102123667	102124314
chr11	102139308	102140064
chr11	102142901	102143179
chr11	102187906	102188426
chr11	102212634	102212939
chr11	102217567	102218370
chr11	102245356	102245559
chr11	102255322	102256341
chr11	102255322	102256341
chr11	102255322	102256341
chr11	102292710	102292912
chr11	102297876	102298082
chr11	102309555	102309995
chr11	102322351	102323929
chr11	102322351	102323929
chr11	102339400	102339776
chr11	102366263	102366615
chr11	102470428	102470928
chr11	102476690	102476928
chr11	102486655	102487001
chr11	102511546	102511887
chr11	102536997	102537253
chr11	102542448	102542929
chr11	102622542	102622990
chr11	102635581	102636084
chr11	102651260	102651769
chr11	102668911	102669172
chr11	102830920	102831183
chr11	102852291	102852497
chr11	102926027	102926300
chr11	102961989	102963251
chr11	102961989	102963251
chr11	102979782	102980586
chr11	103198462	103198974
chr11	103458597	103458919
chr11	103537473	103537696
chr11	103539179	103539400
chr11	103552991	103553337
chr11	103565019	103565218
chr11	103609821	103610601
chr11	103666936	103667580
chr11	103676499	103677145
chr11	103714470	103714935
chr11	103721987	103722195
chr11	103788998	103789630
chr11	103794207	103794789
chr11	103799542	103799966
chr11	103815221	103815546
chr11	103819063	103819303
chr11	103825003	103825234
chr11	103912421	103912928
chr11	103913984	103914534
chr11	103961307	103961639
chr11	103967595	103967871
chr11	103991494	103991828
chr11	104034278	104035229
chr11	104216738	104217041
chr11	104505151	104505421
chr11	104563426	104563792
chr11	104565165	104565859
chr11	104596450	104596924
chr11	104663363	104663936
chr11	104865779	104866069
chr11	105077485	105077812
chr11	105097266	105097491
chr11	105197165	105197815
chr11	105480777	105481410
chr11	105480777	105481410
chr11	105500765	105500981
chr11	105590227	105590484
chr11	105751683	105752053
chr11	105883349	105883630
chr11	105892565	105893360
chr11	105947452	105948781
chr11	105947452	105948781
chr11	105992226	105992550
chr11	106027063	106027302
chr11	106027810	106028019
chr11	106050095	106050306
chr11	106079324	106080062
chr11	106093175	106093378
chr11	106100446	106101096
chr11	106100446	106101096
chr11	106332816	106333231
chr11	106337614	106337834
chr11	106338309	106339498
chr11	106338309	106339498
chr11	106338309	106339498
chr11	106351484	106351751
chr11	106354017	106354464
chr11	106390261	106390566
chr11	106423707	106423912
chr11	106427734	106427952
chr11	106577135	106577333
chr11	106585067	106585482
chr11	106592057	106592358
chr11	106604568	106604978
chr11	106618246	106618525
chr11	106789176	106789547
chr11	106832429	106832671
chr11	106858811	106859387
chr11	106863911	106864315
chr11	106888311	106889139
chr11	106888311	106889139
chr11	106889446	106890175
chr11	107028019	107028814
chr11	107067439	107067963
chr11	107073995	107074293
chr11	107085819	107086367
chr11	107243525	107244047
chr11	107267918	107268475
chr11	107279648	107279882
chr11	107328300	107328942
chr11	107436029	107436978
chr11	107461384	107462553
chr11	107469422	107469692
chr11	107560221	107560549
chr11	107561717	107562339
chr11	107572952	107573279
chr11	107589865	107590241
chr11	107675153	107675376
chr11	107728884	107729989
chr11	107728884	107729989
chr11	107769168	107769477
chr11	107798853	107799728
chr11	107870619	107870891
chr11	107879478	107880359
chr11	107992108	107992750
chr11	108093183	108094291
chr11	108149390	108149598
chr11	108211792	108212036
chr11	108239667	108239899
chr11	108271763	108272531
chr11	108337881	108338580
chr11	108368419	108369397
chr11	108368419	108369397
chr11	108420154	108420536
chr11	108432275	108432721
chr11	108463579	108464867
chr11	108463579	108464867
chr11	108518932	108519264
chr11	108535537	108536149
chr11	108553116	108553453
chr11	108568756	108569209
chr11	108600500	108600823
chr11	108627003	108627317
chr11	108724510	108724772
chr11	108783514	108784151
chr11	108845532	108846172
chr11	108845532	108846172
chr11	108926881	108927580
chr11	108946587	108946867
chr11	108983225	108983615
chr11	109035652	109035916
chr11	109036330	109036622
chr11	109054337	109054812
chr11	109138029	109138266
chr11	109211461	109211712
chr11	109213930	109214224
chr11	109292890	109293226
chr11	109293556	109294239
chr11	109356906	109357241
chr11	109378901	109379111
chr11	109388895	109389155
chr11	109580311	109581172
chr11	109598822	109599077
chr11	109817130	109817565
chr11	109851842	109852416
chr11	109870839	109871134
chr11	109886365	109887100
chr11	109886365	109887100
chr11	109903800	109904024
chr11	109947251	109947585
chr11	109963130	109964666
chr11	109963130	109964666
chr11	109998996	109999263
chr11	110029181	110029598
chr11	110072149	110072729
chr11	110079830	110080467
chr11	110166556	110167777
chr11	110166556	110167777
chr11	110166556	110167777
chr11	110176259	110176669
chr11	110208407	110208788
chr11	110227972	110228326
chr11	110233862	110234187
chr11	110247470	110248068
chr11	110300541	110301426
chr11	110318258	110318814
chr11	110401726	110402306
chr11	110435989	110436329
chr11	110582757	110583756
chr11	110606405	110606910
chr11	111013142	111013381
chr11	111092629	111093074
chr11	111134186	111134683
chr11	111141265	111141512
chr11	111153374	111154275
chr11	111153374	111154275
chr11	111169582	111170470
chr11	111180125	111180566
chr11	111205379	111206362
chr11	111222096	111222552
chr11	111230811	111231285
chr11	111287856	111288109
chr11	111293610	111294170
chr11	111309087	111309352
chr11	111317407	111317653
chr11	111325560	111325887
chr11	111383345	111383933
chr11	111385448	111385721
chr11	111411140	111412456
chr11	111472824	111473617
chr11	111494457	111494661
chr11	111508476	111509198
chr11	111589237	111589672
chr11	111597099	111597590
chr11	111636712	111637598
chr11	111648156	111649163
chr11	111648156	111649163
chr11	111656739	111657126
chr11	111671497	111671725
chr11	111712294	111712607
chr11	111741616	111742357
chr11	111741616	111742357
chr11	111749428	111750308
chr11	111782598	111782837
chr11	111789319	111790068
chr11	111789319	111790068
chr11	111797453	111798063
chr11	111807626	111808583
chr11	111847635	111848400
chr11	111852888	111854141
chr11	111859566	111859883
chr11	111883886	111884494
chr11	111888323	111888742
chr11	111895474	111897192
chr11	111895474	111897192
chr11	111944697	111945431
chr11	111957034	111957824
chr11	112027885	112028243
chr11	112034747	112035082
chr11	112037422	112037658
chr11	112045968	112046473
chr11	112046850	112047073
chr11	112065745	112066076
chr11	112096807	112097634
chr11	112112318	112112531
chr11	112150753	112151518
chr11	112150753	112151518
chr11	112160641	112161182
chr11	112226342	112226650
chr11	112245342	112245718
chr11	112259127	112259766
chr11	112336299	112336722
chr11	112378191	112378572
chr11	112426509	112426869
chr11	112434980	112435347
chr11	112441147	112441745
chr11	112450123	112450524
chr11	112458990	112459199
chr11	112623305	112623756
chr11	112667865	112668167
chr11	112688142	112688707
chr11	112705291	112705861
chr11	112752084	112752425
chr11	112792425	112792635
chr11	112820974	112821188
chr11	112831886	112832580
chr11	112833152	112834256
chr11	112945821	112946384
chr11	112964569	112964916
chr11	112966042	112966272
chr11	112974514	112974772
chr11	112998474	112998694
chr11	113062901	113063440
chr11	113160337	113160546
chr11	113185085	113185772
chr11	113209361	113209615
chr11	113240392	113240866
chr11	113247631	113247955
chr11	113258395	113258804
chr11	113300237	113300623
chr11	113336609	113336874
chr11	113345161	113346186
chr11	113345161	113346186
chr11	113395126	113395376
chr11	113450059	113450364
chr11	113515052	113515286
chr11	113534520	113534728
chr11	113540822	113541725
chr11	113552600	113552895
chr11	113561530	113561866
chr11	113596549	113597033
chr11	113601724	113602232
chr11	113643950	113644862
chr11	113652709	113653124
chr11	113667354	113667609
chr11	113745994	113746754
chr11	113745994	113746754
chr11	113776926	113777513
chr11	113845736	113846289
chr11	113906867	113907351
chr11	113911594	113911873
chr11	113929950	113931294
chr11	113929950	113931294
chr11	113929950	113931294
chr11	113931955	113932520
chr11	113948421	113949611
chr11	113948421	113949611
chr11	113948421	113949611
chr11	113962511	113962758
chr11	113969505	113970413
chr11	113969505	113970413
chr11	113980207	113980654
chr11	113980207	113980654
chr11	114051116	114051412
chr11	114072934	114073232
chr11	114080216	114081275
chr11	114080216	114081275
chr11	114090641	114090918
chr11	114103375	114103739
chr11	114128459	114128772
chr11	114131687	114131964
chr11	114133476	114133901
chr11	114151219	114151850
chr11	114165764	114166199
chr11	114186436	114187132
chr11	114219078	114219562
chr11	114270701	114271686
chr11	114310014	114310850
chr11	114348701	114349183
chr11	114426753	114427281
chr11	114433063	114433904
chr11	114440396	114440635
chr11	114607368	114608024
chr11	114645283	114645832
chr11	114675862	114676638
chr11	114821052	114821308
chr11	114835748	114835982
chr11	114932626	114933371
chr11	114975554	114975767
chr11	115028200	115028452
chr11	115036786	115037174
chr11	115040677	115041095
chr11	115078180	115078463
chr11	115097205	115097648
chr11	115128678	115129243
chr11	115151031	115151246
chr11	115181428	115181682
chr11	115195448	115195741
chr11	115262040	115262591
chr11	115280492	115280789
chr11	115333204	115333471
chr11	115346189	115346559
chr11	115359526	115360308
chr11	115373647	115374363
chr11	115374836	115376031
chr11	115392284	115392692
chr11	115393142	115393420
chr11	115412154	115412570
chr11	115419461	115420266
chr11	115460695	115461376
chr11	115460695	115461376
chr11	115482953	115483611
chr11	115526822	115527346
chr11	115530157	115530616
chr11	115546910	115547444
chr11	115558523	115559138
chr11	115566532	115567095
chr11	115589054	115589329
chr11	115601632	115601923
chr11	115630514	115631349
chr11	115674037	115674321
chr11	115718638	115719142
chr11	115740442	115741092
chr11	115766130	115766519
chr11	115777444	115777860
chr11	115790022	115790373
chr11	115791884	115792292
chr11	115832083	115832346
chr11	115846026	115846629
chr11	115889674	115889933
chr11	115933445	115933824
chr11	115945074	115945307
chr11	115948875	115949079
chr11	116039094	116039631
chr11	116048107	116048760
chr11	116057340	116057900
chr11	116064115	116065261
chr11	116064115	116065261
chr11	116064115	116065261
chr11	116070037	116070254
chr11	116095256	116095465
chr11	116127731	116128056
chr11	116147195	116147766
chr11	116165485	116166026
chr11	116213650	116214024
chr11	116228677	116229006
chr11	116237933	116238322
chr11	116246922	116247564
chr11	116283244	116283557
chr11	116285942	116286146
chr11	116293617	116293908
chr11	116298543	116298752
chr11	116328124	116328800
chr11	116343453	116343746
chr11	116370198	116370417
chr11	116382316	116382557
chr11	116387875	116388512
chr11	116450735	116450949
chr11	116451478	116451849
chr11	116466300	116466649
chr11	116512184	116512746
chr11	116558279	116559090
chr11	116558279	116559090
chr11	116574088	116574502
chr11	116602035	116602342
chr11	116603299	116603652
chr11	116612896	116613746
chr11	116643263	116644116
chr11	116658457	116659213
chr11	116662085	116662360
chr11	116678935	116679364
chr11	116684354	116684671
chr11	116697531	116697853
chr11	116700290	116700574
chr11	116706680	116707072
chr11	116708083	116708835
chr11	116708083	116708835
chr11	116801046	116801529
chr11	116854642	116854907
chr11	116865447	116865653
chr11	116890311	116890602
chr11	116892033	116892340
chr11	116926234	116926471
chr11	116940737	116941148
chr11	116947926	116948599
chr11	116968667	116969499
chr11	116968667	116969499
chr11	116976622	116976958
chr11	117014692	117015954
chr11	117049130	117050148
chr11	117049130	117050148
chr11	117069751	117070431
chr11	117069751	117070431
chr11	117077388	117077720
chr11	117097107	117097385
chr11	117102786	117103828
chr11	117140539	117141031
chr11	117160621	117160902
chr11	117170028	117171258
chr11	117170028	117171258
chr11	117170028	117171258
chr11	117186432	117187230
chr11	117186432	117187230
chr11	117198310	117199207
chr11	117296981	117297382
chr11	117314309	117314784
chr11	117328204	117328621
chr11	117363195	117363702
chr11	117373009	117373401
chr11	117383105	117383917
chr11	117389972	117390626
chr11	117456633	117456942
chr11	117483126	117483488
chr11	117495918	117496209
chr11	117505349	117505580
chr11	117519295	117519688
chr11	117543725	117544371
chr11	117567294	117567843
chr11	117573768	117574358
chr11	117577054	117577289
chr11	117584142	117584662
chr11	117588641	117589196
chr11	117594783	117595104
chr11	117619950	117620266
chr11	117666698	117667313
chr11	117667535	117668195
chr11	117679925	117680403
chr11	117686962	117687314
chr11	117688111	117688666
chr11	117704109	117704624
chr11	117714688	117715136
chr11	117746067	117747924
chr11	117746067	117747924
chr11	117746067	117747924
chr11	117758876	117759447
chr11	117777666	117778369
chr11	117808268	117808492
chr11	117817476	117817854
chr11	117856702	117857336
chr11	117865062	117865401
chr11	117882794	117883155
chr11	117970080	117970578
chr11	117985121	117985351
chr11	118016137	118016824
chr11	118023143	118024099
chr11	118023143	118024099
chr11	118027224	118027736
chr11	118042429	118042769
chr11	118051045	118051559
chr11	118065894	118066309
chr11	118073399	118073807
chr11	118082925	118083441
chr11	118122584	118123158
chr11	118134557	118135499
chr11	118166548	118167129
chr11	118185739	118186853
chr11	118185739	118186853
chr11	118187529	118187740
chr11	118192233	118192730
chr11	118230086	118230584
chr11	118254048	118254460
chr11	118254048	118254460
chr11	118271810	118272754
chr11	118280783	118281054
chr11	118305440	118307338
chr11	118305440	118307338
chr11	118305440	118307338
chr11	118305440	118307338
chr11	118305440	118307338
chr11	118308612	118308819
chr11	118386014	118386255
chr11	118393422	118393676
chr11	118401218	118402460
chr11	118401218	118402460
chr11	118416244	118416576
chr11	118436551	118437193
chr11	118442765	118443915
chr11	118442765	118443915
chr11	118442765	118443915
chr11	118476652	118477078
chr11	118478338	118479290
chr11	118481381	118482191
chr11	118491601	118492568
chr11	118505182	118506160
chr11	118529597	118530768
chr11	118540945	118541366
chr11	118560334	118561265
chr11	118586363	118586834
chr11	118591940	118592559
chr11	118600142	118600721
chr11	118613113	118613528
chr11	118661248	118662567
chr11	118661248	118662567
chr11	118661248	118662567
chr11	118663511	118663771
chr11	118717492	118717697
chr11	118740585	118741542
chr11	118740585	118741542
chr11	118758437	118758754
chr11	118766368	118766573
chr11	118780051	118780477
chr11	118781231	118781649
chr11	118782210	118783523
chr11	118787456	118787720
chr11	118788566	118789516
chr11	118788566	118789516
chr11	118788566	118789516
chr11	118790579	118790799
chr11	118796667	118796962
chr11	118798869	118801212
chr11	118798869	118801212
chr11	118798869	118801212
chr11	118798869	118801212
chr11	118798869	118801212
chr11	118798869	118801212
chr11	118827246	118827668
chr11	118868361	118869279
chr11	118888935	118889872
chr11	118900117	118900534
chr11	118900974	118901788
chr11	118900974	118901788
chr11	118910360	118910773
chr11	118927353	118928432
chr11	118927353	118928432
chr11	118938141	118938734
chr11	118955495	118956348
chr11	118955495	118956348
chr11	118965206	118966622
chr11	118965206	118966622
chr11	118972155	118973430
chr11	118977865	118978787
chr11	118991783	118992649
chr11	119015640	119015860
chr11	119019661	119020684
chr11	119039360	119040280
chr11	119039360	119040280
chr11	119056106	119056393
chr11	119067488	119067818
chr11	119076555	119077438
chr11	119099752	119100177
chr11	119146732	119147169
chr11	119187380	119188253
chr11	119192198	119192549
chr11	119204883	119205468
chr11	119208790	119209240
chr11	119208790	119209240
chr11	119210598	119211303
chr11	119223662	119224024
chr11	119227131	119227648
chr11	119231808	119232385
chr11	119231808	119232385
chr11	119238893	119239656
chr11	119240169	119240509
chr11	119251797	119252525
chr11	119292624	119293091
chr11	119293302	119293527
chr11	119351876	119352589
chr11	119389643	119389862
chr11	119404620	119405032
chr11	119454882	119456148
chr11	119487790	119488130
chr11	119494769	119495100
chr11	119537203	119537533
chr11	119555306	119555789
chr11	119575358	119575834
chr11	119583826	119584353
chr11	119585162	119585587
chr11	119598306	119598614
chr11	119599437	119600343
chr11	119610924	119611153
chr11	119612142	119612455
chr11	119612917	119613547
chr11	119635189	119635549
chr11	119667810	119668744
chr11	119703165	119703556
chr11	119710317	119710701
chr11	119734657	119735290
chr11	119743552	119743789
chr11	119745541	119745856
chr11	119750838	119751594
chr11	119774066	119774671
chr11	119778189	119778544
chr11	119789201	119789767
chr11	119847866	119848065
chr11	119864383	119864667
chr11	119884026	119884321
chr11	119902373	119903049
chr11	119902373	119903049
chr11	119967418	119967998
chr11	119992710	119993116
chr11	120008866	120009172
chr11	120039496	120040329
chr11	120039496	120040329
chr11	120055862	120056563
chr11	120057952	120058225
chr11	120068167	120068529
chr11	120081452	120082168
chr11	120105869	120106155
chr11	120110711	120111225
chr11	120126004	120126597
chr11	120126845	120127087
chr11	120170581	120170921
chr11	120185382	120185609
chr11	120195810	120196518
chr11	120206504	120207721
chr11	120223162	120223360
chr11	120381890	120382677
chr11	120387489	120388293
chr11	120396246	120396991
chr11	120398060	120398292
chr11	120411577	120412020
chr11	120434750	120435960
chr11	120459968	120460611
chr11	120483508	120484823
chr11	120483508	120484823
chr11	120483508	120484823
chr11	120483508	120484823
chr11	120505989	120506230
chr11	120512491	120512814
chr11	120555612	120555847
chr11	120587554	120587899
chr11	120672983	120673210
chr11	120678237	120678521
chr11	120771405	120771632
chr11	120779334	120779630
chr11	120800075	120800951
chr11	120856588	120857061
chr11	120894659	120895401
chr11	120909863	120910100
chr11	120919572	120919830
chr11	120970614	120970912
chr11	120983386	120983597
chr11	121107097	121107552
chr11	121139448	121139794
chr11	121140907	121141327
chr11	121162975	121163920
chr11	121162975	121163920
chr11	121218611	121219435
chr11	121218611	121219435
chr11	121288118	121288416
chr11	121297896	121298134
chr11	121322587	121323384
chr11	121337022	121337783
chr11	121347128	121347376
chr11	121431063	121431515
chr11	121462084	121462346
chr11	121526090	121526922
chr11	121541887	121542120
chr11	121593163	121594177
chr11	121671563	121671980
chr11	121799840	121800129
chr11	121856177	121856405
chr11	121972415	121972846
chr11	122010198	122010470
chr11	122021446	122021812
chr11	122073532	122074131
chr11	122085944	122086355
chr11	122100249	122100583
chr11	122151771	122151983
chr11	122184720	122184979
chr11	122310797	122311292
chr11	122376505	122376712
chr11	122378037	122378444
chr11	122451107	122451986
chr11	122504139	122504384
chr11	122513005	122513720
chr11	122526307	122527711
chr11	122526307	122527711
chr11	122546150	122546468
chr11	122576669	122577302
chr11	122603162	122603899
chr11	122626268	122626869
chr11	122652150	122652348
chr11	122655619	122655970
chr11	122678774	122679226
chr11	122702526	122702748
chr11	122703315	122703518
chr11	122720957	122721200
chr11	122732419	122733041
chr11	122753439	122754323
chr11	122847947	122848368
chr11	122852335	122852734
chr11	122882127	122882566
chr11	122893552	122894081
chr11	122924852	122925614
chr11	122932573	122933777
chr11	122962150	122962563
chr11	122978826	122979154
chr11	123008223	123008623
chr11	123036846	123037408
chr11	123055887	123056139
chr11	123065398	123067014
chr11	123065398	123067014
chr11	123065398	123067014
chr11	123073094	123073634
chr11	123077697	123078063
chr11	123083651	123084203
chr11	123102034	123102297
chr11	123118033	123118505
chr11	123132103	123132488
chr11	123172348	123172988
chr11	123200082	123200423
chr11	123202091	123202363
chr11	123210895	123211410
chr11	123228611	123229445
chr11	123228611	123229445
chr11	123278221	123278789
chr11	123279137	123279516
chr11	123300715	123302075
chr11	123300715	123302075
chr11	123333222	123333563
chr11	123365225	123365727
chr11	123376503	123376967
chr11	123381926	123382237
chr11	123396009	123396347
chr11	123416279	123416535
chr11	123431732	123432044
chr11	123451361	123451561
chr11	123458724	123459418
chr11	123511767	123512091
chr11	123524472	123525766
chr11	123524472	123525766
chr11	123524472	123525766
chr11	123562981	123563186
chr11	123568741	123569310
chr11	123582137	123582393
chr11	123611926	123612838
chr11	123692894	123693592
chr11	123709055	123709375
chr11	123735935	123736933
chr11	123762779	123763470
chr11	123769851	123770087
chr11	123775400	123775699
chr11	123776290	123776778
chr11	123815798	123816232
chr11	123957158	123957358
chr11	123985701	123986241
chr11	124044778	124045099
chr11	124061160	124061558
chr11	124272378	124272849
chr11	124278978	124279413
chr11	124312496	124312824
chr11	124351532	124352068
chr11	124453876	124454255
chr11	124492384	124493134
chr11	124514434	124514721
chr11	124543300	124544054
chr11	124574821	124575425
chr11	124587617	124588394
chr11	124594794	124595559
chr11	124609442	124610273
chr11	124615538	124615863
chr11	124616430	124617134
chr11	124628332	124628974
chr11	124632192	124633268
chr11	124632192	124633268
chr11	124632192	124633268
chr11	124639906	124640315
chr11	124669438	124670761
chr11	124669438	124670761
chr11	124706675	124707510
chr11	124709675	124709917
chr11	124745901	124746625
chr11	124752302	124752750
chr11	124778484	124778776
chr11	124790664	124791474
chr11	124800011	124800484
chr11	124823746	124824342
chr11	124832011	124832373
chr11	124932804	124933769
chr11	124941802	124942473
chr11	124952953	124953199
chr11	124961270	124961556
chr11	124981039	124981946
chr11	125011737	125012038
chr11	125024236	125024760
chr11	125034416	125035400
chr11	125040572	125040850
chr11	125050086	125050534
chr11	125062238	125062590
chr11	125072337	125072595
chr11	125081546	125081797
chr11	125132197	125132487
chr11	125132900	125133665
chr11	125173628	125173859
chr11	125218558	125218934
chr11	125241220	125241785
chr11	125260990	125261335
chr11	125274672	125275005
chr11	125313712	125314107
chr11	125322461	125322805
chr11	125335389	125335610
chr11	125365165	125365448
chr11	125365747	125366278
chr11	125379249	125379673
chr11	125439113	125439835
chr11	125461957	125463120
chr11	125461957	125463120
chr11	125468771	125469244
chr11	125495433	125496668
chr11	125495433	125496668
chr11	125555059	125555749
chr11	125744355	125744643
chr11	125757435	125758161
chr11	125772637	125773512
chr11	125772637	125773512
chr11	125774096	125774418
chr11	125801301	125801759
chr11	125811825	125812283
chr11	125932338	125933339
chr11	125958937	125959278
chr11	125974390	125974607
chr11	125985739	125986186
chr11	125997771	125998050
chr11	125999908	126000534
chr11	126016563	126016895
chr11	126017408	126018044
chr11	126029674	126029955
chr11	126033026	126033783
chr11	126033026	126033783
chr11	126081106	126082050
chr11	126138421	126139259
chr11	126147705	126148059
chr11	126152452	126153482
chr11	126173625	126174489
chr11	126180514	126180803
chr11	126225105	126226133
chr11	126286279	126286855
chr11	126310578	126311264
chr11	126310578	126311264
chr11	126344855	126345079
chr11	126350011	126350778
chr11	126414356	126414778
chr11	126455790	126456276
chr11	126525224	126525475
chr11	126525859	126526083
chr11	126616921	126617262
chr11	126624693	126625494
chr11	126834377	126835219
chr11	126860012	126860577
chr11	126873158	126873801
chr11	126873158	126873801
chr11	126920039	126920367
chr11	126973353	126973872
chr11	126976121	126976530
chr11	126987152	126987510
chr11	127232571	127232839
chr11	127244211	127244563
chr11	127264879	127265173
chr11	127267892	127268575
chr11	127324842	127325254
chr11	127328263	127328492
chr11	127331362	127331796
chr11	127339489	127339731
chr11	127436526	127436765
chr11	127607074	127607340
chr11	127674818	127675498
chr11	127676542	127676939
chr11	127713827	127714340
chr11	127758325	127758537
chr11	127891439	127891792
chr11	127912175	127912638
chr11	127931292	127931681
chr11	128027693	128027933
chr11	128080245	128080724
chr11	128088867	128089128
chr11	128231361	128231854
chr11	128258089	128258396
chr11	128294432	128295150
chr11	128294432	128295150
chr11	128318370	128318966
chr11	128333169	128333573
chr11	128345775	128346399
chr11	128377071	128377401
chr11	128392049	128392717
chr11	128418481	128419051
chr11	128435837	128436093
chr11	128446619	128446844
chr11	128534274	128534524
chr11	128564562	128564982
chr11	128603612	128604190
chr11	128646817	128647312
chr11	128672461	128672773
chr11	128685121	128685665
chr11	128705978	128706246
chr11	128718612	128718968
chr11	128729822	128730163
chr11	128756371	128756579
chr11	128760574	128761070
chr11	128771791	128772147
chr11	128775007	128776012
chr11	128775007	128776012
chr11	128775007	128776012
chr11	128806661	128806931
chr11	128818635	128818895
chr11	128985613	128986023
chr11	129085479	129086059
chr11	129085479	129086059
chr11	129107259	129107634
chr11	129122389	129122759
chr11	129149079	129149869
chr11	129185788	129186235
chr11	129194147	129194927
chr11	129201722	129202012
chr11	129214243	129214470
chr11	129234123	129234532
chr11	129245445	129246318
chr11	129245445	129246318
chr11	129297321	129297582
chr11	129309929	129310402
chr11	129327177	129327421
chr11	129373637	129374020
chr11	129408217	129408770
chr11	129450072	129450317
chr11	129482287	129482688
chr11	129565538	129566204
chr11	129620628	129621159
chr11	129636876	129637266
chr11	129649329	129649801
chr11	129673558	129673924
chr11	129685713	129686365
chr11	129716435	129716704
chr11	129717023	129717746
chr11	129731595	129732176
chr11	129765014	129765855
chr11	129793134	129793414
chr11	129813117	129813459
chr11	129843730	129844003
chr11	129871578	129873600
chr11	129871578	129873600
chr11	129871578	129873600
chr11	129895369	129895657
chr11	129900971	129901406
chr11	129901974	129902274
chr11	129938941	129940556
chr11	129946587	129947110
chr11	129965835	129966132
chr11	130002052	130002404
chr11	130015063	130015564
chr11	130029448	130030255
chr11	130029448	130030255
chr11	130051297	130052014
chr11	130051297	130052014
chr11	130183998	130185130
chr11	130183998	130185130
chr11	130183998	130185130
chr11	130192301	130192943
chr11	130253584	130254298
chr11	130259987	130260192
chr11	130297550	130298535
chr11	130304513	130305087
chr11	130318131	130319288
chr11	130348626	130348970
chr11	130357264	130357483
chr11	130392007	130392644
chr11	130397518	130398223
chr11	130430076	130430626
chr11	130493928	130494338
chr11	130507009	130507242
chr11	130547313	130548089
chr11	130547313	130548089
chr11	130639926	130640267
chr11	130683176	130683394
chr11	130697760	130697991
chr11	130716311	130716609
chr11	130731937	130732165
chr11	130747266	130747552
chr11	130747962	130748174
chr11	130786144	130786745
chr11	130885877	130886432
chr11	130895078	130895510
chr11	130903102	130903518
chr11	131056561	131056875
chr11	131089219	131089724
chr11	131123336	131123983
chr11	131123336	131123983
chr11	131179932	131180521
chr11	131195015	131195759
chr11	131195015	131195759
chr11	131259413	131259813
chr11	131346312	131346689
chr11	131396398	131396618
chr11	131400458	131400896
chr11	131431530	131431768
chr11	131461731	131462290
chr11	131479079	131479339
chr11	131487075	131487358
chr11	131503687	131504042
chr11	131543895	131544134
chr11	131557970	131558336
chr11	131564601	131565030
chr11	131638404	131638609
chr11	131663767	131664306
chr11	131672503	131672903
chr11	131680302	131680589
chr11	131750217	131750758
chr11	131756312	131756691
chr11	131780458	131781598
chr11	131780458	131781598
chr11	131867820	131868335
chr11	131867820	131868335
chr11	131995960	131996401
chr11	132092647	132092867
chr11	132189336	132189619
chr11	132207975	132208176
chr11	132272005	132272206
chr11	132275286	132275961
chr11	132275286	132275961
chr11	132336962	132337248
chr11	132446724	132446960
chr11	132465650	132465852
chr11	132475969	132476537
chr11	132475969	132476537
chr11	132491494	132491972
chr11	132574880	132575149
chr11	132598040	132598264
chr11	132650028	132650226
chr11	132744474	132744767
chr11	132807072	132807283
chr11	132812687	132814247
chr11	132812687	132814247
chr11	132862760	132863000
chr11	132876960	132877434
chr11	132881411	132882109
chr11	132934052	132934581
chr11	132952553	132953208
chr11	132983501	132984186
chr11	133004381	133004952
chr11	133015284	133015483
chr11	133016776	133017039
chr11	133027024	133027338
chr11	133040946	133041547
chr11	133100231	133101000
chr11	133510900	133511490
chr11	133527236	133527550
chr11	133567611	133568048
chr11	133597499	133597739
chr11	133657565	133658002
chr11	133705139	133705510
chr11	133711621	133711820
chr11	133724279	133724982
chr11	133797582	133797938
chr11	133826227	133827284
chr11	133896574	133897111
