	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CBX2	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HES6	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	LTF	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF117	ZNF382	ZNF492	ZNF514	ZNF519	ZNF788	ZNF846	ZNF853	ZNF883
GO_CELLULAR_METABOLIC_COMPOUND_SALVAGE																																		AMPD3 BHMT					AMPD3 BHMT		AMPD3 BHMT												AMPD3 BHMT																					
GO_CELLULAR_MODIFIED_AMINO_ACID_BIOSYNTHETIC_PROCESS													GCH1 GGT5																																																													
GO_CELLULAR_MODIFIED_AMINO_ACID_CATABOLIC_PROCESS																																		BHMT DPEP1							BHMT GGT5											BHMT GGT5		DPEP1 GGT5									DPEP1 GGT5											
GO_CELLULAR_MODIFIED_AMINO_ACID_METABOLIC_PROCESS											CPT1C DPEP1																																																															
GO_CELLULAR_MONOVALENT_INORGANIC_CATION_HOMEOSTASIS					ATP1A3 ATP6V1B1 KCNJ2									AGT ATP6V1B1	ATP6V1B1 C7 KCNJ2 KCNMA1 SLC8A1	AGT ATP1A3 C7 KCNJ2 SLC8A1				AGT ATP1A3 BCL2 C7 KCNMA1											AGT C7 KCNMA1		AGT BCL2 C7 KCNJ2 KCNMA1	ATP1A3 BCL2 C7 KCNMA1			AGT ATP1A3 ATP6V1B1 BCL2 KCNJ2 KCNMA1 SLC8A1		AGT KCNJ2 KCNMA1		ATP1A3 ATP6V1B1 KCNMA1 SLC8A1	KCNMA1 SLC8A1			AGT ATP1A3 ATP6V1B1 BCL2 C7 KCNJ2	AGT BCL2 C7 KCNMA1 SLC8A1		ATP1A3 ATP6V1B1 BCL2 KCNJ2 KCNMA1	ATP1A3 C7 KCNJ2 KCNMA1 SLC8A1	BCL2 SLC8A1									AGT ATP1A3 ATP6V1B1 BCL2 KCNMA1 SLC8A1	AGT ATP6V1B1 C7 KCNJ2 SLC8A1				ATP1A3 BCL2			AGT ATP1A3	ATP1A3 C7 SLC8A1		ATP1A3 BCL2 KCNJ2		AGT ATP6V1B1 KCNJ2		
GO_CELLULAR_POTASSIUM_ION_HOMEOSTASIS					ATP1A3 KCNJ2										KCNJ2 KCNMA1	ATP1A3 KCNJ2	ATP1A3 KCNJ2			ATP1A3 KCNMA1													KCNJ2 KCNMA1	ATP1A3 KCNMA1			ATP1A3 KCNJ2 KCNMA1		KCNJ2 KCNMA1		ATP1A3 KCNMA1				ATP1A3 KCNJ2			ATP1A3 KCNJ2 KCNMA1	ATP1A3 KCNJ2 KCNMA1								ATP1A3 KCNMA1	ATP1A3 KCNJ2	ATP1A3 KCNMA1				ATP1A3 KCNJ2							ATP1A3 KCNJ2				
GO_CELLULAR_PROTEIN_CATABOLIC_PROCESS																																																														BRSK2 EPHA4 IFI27 RNF150												
GO_CELLULAR_PROTEIN_COMPLEX_DISASSEMBLY					KIF19 MAP1A SPTBN4 STMN3											ADD2 KIF19 MAP1A MAP1B NAV3 SPTBN4 STMN2 TMOD2																													ADD2 MAP1B NAV3 SPTBN4 STMN2 STMN3									ADD2 MAP1A MAP1B NAV3 SPTBN4 STMN2					ADD2 KIF19 MAP1A MAP1B NAV3 SPTBN4 STMN3 TMOD2															
GO_CELLULAR_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY																									ADD2 CDK5R1 MAPK8IP2		CCDC40 CELF5 CENPE MAPK8IP2 NAV3 RIC3 STX1A STXBP1 TEKT2 TTC25		ADD2 CALY CCDC40 CELF3 EVL MAP2 MX2 NAV3 SNAP25 TMSB15B TTBK1 TTC25 TUBB4A																ADD2 CALY CCDC40 CELF5 CHRNA3 EVL LRRC49 MAP1B MX1 MX2 NAV3 RIC3 SNAP25 SPTBN4 STMN2 STX1A STXBP1 SV2A TPPP3 TTBK1 TTC25 UNC13A									ADD2 CALY CCDC40 CDK5R1 CELF3 CELF5 CHRNA3 CLIP3 HOPX LRRC49 MAP1B MAP2 MX2 NAV3 SNAP25 SPTBN4 STMN2 TEKT2 TPPP3 TTC25 TUBB4A										CCDC40 CELF5 CENPE CHRNA3 EVL LRRC49 MAPK8IP2 TTBK1 TUBB4A										
GO_CELLULAR_RESPONSE_TO_ABIOTIC_STIMULUS																						AGT NEUROD2 WNK3																	AGT AKR1B1 INSRR KCNJ2 PDE2A	AKR1B1 KCNJ2 MAPK10 SCN2A																				AGT AKR1B1 CERS1 KCNJ2 NEUROD2 PDE2A SCN2A WNK3										KCNJ2 MAPK10 NEUROD2 SFRP1 SLC38A3		AGT AKR1B1 KCNJ2 NEUROD2 PDE2A SFRP1 SLC38A3 WNK3		
GO_CELLULAR_RESPONSE_TO_ALCOHOL																ADCY1 ADCY2 ADCY5 GNG2 SFRP1	ADCY1 ADCY5 PTCH1 SFRP1	ADCY5 PTCH1	ADCY1 ADCY5 GNG2 PTCH1	ADCY1 ADCY2 ADCY5 PTCH1									ADCY1 ADCY2 ADCY5 GNG2				ADCY2 ADCY5 GNG2 SFRP1	ADCY1 ADCY2 PTCH1 SFRP1		ADCY1 ADCY2 ADCY5 GNG2 PTCH1 SFRP1				ADCY2 ADCY5							ADCY1 ADCY5 PTCH1		ADCY5 GNG2 SFRP1			ADCY1 ADCY2 GNG2											ADCY1 ADCY2 ADCY5 PTCH1									ADCY5 PTCH1 SFRP1		
GO_CELLULAR_RESPONSE_TO_AMYLOID_BETA													ATP1A3 EPHA4	CACNA1A ITGA4	CACNA1A CACNA2D1 EPHA4	ATP1A3 CACNA1A CACNA2D1	ATP1A3 CACNA1A EPHA4			ATP1A3 CACNA1A EPHA4														ATP1A3 CACNA1A CACNA2D1 EPHA4			ATP1A3 CACNA1A EPHA4 ITGA4				ATP1A3 CACNA1A CACNA2D1 EPHA4 ITGA4				ATP1A3 CACNA2D1 EPHA4 ITGA4	CACNA1A CACNA2D1 EPHA4			ATP1A3 CACNA1A EPHA4 ITGA4		CACNA1A CACNA2D1			ATP1A3 CACNA1A EPHA4			ATP1A3 CACNA1A CACNA2D1 EPHA4	ATP1A3 EPHA4 ITGA4	ATP1A3 CACNA1A CACNA2D1			ATP1A3 CACNA2D1 EPHA4	ATP1A3 CACNA2D1 EPHA4											
GO_CELLULAR_RESPONSE_TO_CALCIUM_ION			ADCY1 SYT5 TRPM2	ADCY1 RASAL1 SYT5 TRPM2	ADCY1 DPEP1 TRPM2											ADCY1 DPEP1 NEUROD2 RASAL1 SYT5	ADCY1 RASAL1 TRPM2			ADCY1 DPEP1 RASAL1 TRPM2							ADCY1 RASAL1 SYT5		ADCY1 DPEP1 RASAL1		SYT4 TRPM2		DPEP1 NEUROD2 RASAL1 SYT5 TRPM2	ADCY1 DPEP1 NEUROD2 RASAL1 TRPM2		ADCY1 NEUROD2 RASAL1 SYT5	ADCY1 NEUROD2 RASAL1 SYT5						RASAL1 TRPM2						DPEP1 RASAL1 SYT5			ADCY1 NEUROD2		DPEP1 NEUROD2 RASAL1 SYT5					ADCY1 DPEP1 NEUROD2 RASAL1 SYT5 TRPM2	ADCY1 NEUROD2 RASAL1 SYT5			ADCY1 DPEP1 RASAL1 SYT5							NEUROD2 SYT5				DPEP1 RASAL1
GO_CELLULAR_RESPONSE_TO_CAMP															HCN4 PDE2A SLC8A1	HCN4 PDE2A SLC8A1													HCN4 PDE2A								HCN4 PDE2A SLC8A1																	HCN4 PDE2A SLC8A1						HCN4 PDE2A SLC8A1												HCN4 PDE2A		
GO_CELLULAR_RESPONSE_TO_CARBOHYDRATE_STIMULUS				ADCY5 BAIAP3 BRSK2 KCNJ11	ADCY5 BAIAP3 BRSK2 KCNJ11 PTPRN								BAIAP3 BRSK2 KCNJ11 RFX6		BAIAP3 GHRL GRIK5 PTPRN RFX6	ADCY5 BAIAP3 BRSK2 GHRL GRIK5 PTPRN RFX6	ADCY5 BAIAP3 BRSK2 GHRL GRIK5			ADCY5 GHRL GRIK5 PTPRN																ADCY5 BAIAP3 BRSK2 GRIK5 KCNJ11 PTPRN	BAIAP3 GRIK5 KCNJ11 PTPRN RFX6				ADCY5 BAIAP3 BRSK2 GHRL NEUROD1 PTPRN RFX6						ADCY5 BAIAP3 BRSK2 KCNJ11 PTPRN	ADCY5 BRSK2 GRIK5 KCNJ11 PTPRN RFX6	ADCY5 BAIAP3 BRSK2 GRIK5					BAIAP3 BRSK2 GHRL GRIK5 KCNJ11 NEUROD1 PTPRN				ADCY5 BAIAP3 BRSK2 GRIK5 KCNJ11 PTPRN RFX6					ADCY5 BAIAP3 GHRL GRIK5 NEUROD1 PTPRN RFX6							BAIAP3 GRIK5 KCNJ11 PTPRN		ADCY5 KCNJ11 PTPRN RFX6		
GO_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS																																																																						BCL2 GCH1 MAPK10 MMP2 NR4A3 PRKD1				
GO_CELLULAR_RESPONSE_TO_CORTICOSTEROID_STIMULUS															ISL1 SSTR2 SSTR3																								SSTR2 SSTR3																																			
GO_CELLULAR_RESPONSE_TO_DRUG					DPEP1 KCNH2 PPM1E						DPEP1 UCHL1				CERS1 DPEP1 KCNH2 PDE2A UCHL1	CERS1 DPEP1 KCNH2 PDE2A PPM1E UCHL1				CERS1 DPEP1 PDE2A PPM1E									DPEP1 PDE2A PPM1E										KCNH2 PDE2A										DPEP1 PDE2A PPM1E UCHL1					CERS1 DPEP1 KCNH2 PDE2A PPM1E			PDE2A PPM1E UCHL1		DPEP1 KCNH2 PPM1E UCHL1				DPEP1 KCNH2 PPM1E UCHL1											DPEP1 KCNH2 PPM1E
GO_CELLULAR_RESPONSE_TO_ENDOGENOUS_STIMULUS			ADCY1 AKR1B1 APLN APLP1 CACNA2D1 CALY CHRM4 DRD2 EPHA4 FGF17 GNG2 GPR173 ISL1 MAP1B MMP2 RGS4 RGS9 SFRP1 SLC8A1 SPRED3 SSTR1 SSTR3 STMN2 SULT1A4 TRPM2 UCN3		ADAMTSL2 ADCY1 ADCY5 APLP1 ATP1A3 ATP6V1B1 CDKN1C FGF9 GCK GPR173 HEYL NR4A3 RRAGD SSTR3 TRPM2			GABRB3 ITGA4 OR51E2					APLN APLP1 ATP1A3 ATP6V1B1 CDKN1C EPHA4 FBN1 GNAO1 GPR173 HEYL INSRR LTBP2 NR4A3 NREP PDE2A RGS9 SPRED3 SSTR1 SULT1A4	ADAMTSL2 AGT APLN ATP6V1B1 CACNA1A CSH2 GABRB3 GHRL ITGA4 SSTR3 SULT1A4	ADAMTSL2 AKR1B1 APLN APLP1 ATP6V1B1 CACNA1A CACNA2D1 CHRM4 EPHA4 EPHA8 FGF17 FGF9 GABRB3 GCK GDF1 GHRL GNAO1 GNG2 HCN4 HEYL ISL1 MAP1B NR4A3 PDE2A RGS4 RRAGD SFRP1 SLC8A1 SPRED3 SST SSTR2 SSTR3 STMN2 SULT1A4 UCN3	ADAMTSL2 ADCY1 ADCY2 ADCY5 AGT AKR1B1 APLP1 APOB ATP1A3 CACNA1A CACNA2D1 CALY CDKN1C CHRM4 EPHA8 FGF17 GCK GDF1 GHRL GNAO1 GNG2 GPR173 HCN4 HRH3 ISL1 LTBP2 MAP1B NR4A3 PDE2A RGS4 RGS9 RRAGD SFRP1 SLC8A1 SPRED3 SST SSTR1 SSTR3 STMN2 SULT1A4 UCN3	ADAMTSL2 ADCY1 ADCY5 APLN ATP1A3 CACNA1A CACNA1H CSH1 DRD2 EPHA4 FGF17 FGF9 GABRB3 GHRL GPR173 HCN4 LTBP2 MMP2 NR4A3 RGS4 RGS9 RRAGD SFRP1 SPRED3 SST SSTR2 SULT1A4 TRPM2 UCN3			ADCY1 ADCY2 ADCY5 AGT ATP1A3 CACNA1A CALY EPHA4 GABRB3 GCK GDF1 GHRL ISL1 LTBP2 NR4A3 NREP PDE2A SPRED3 SSTR1 STMN2 TRPM2 UCN3											ADAMTSL2 AGT AKR1B1 APLP1 FGF9 GNAO1 LTBP2 MMP2 RGS4 SSTR1 SSTR2 SULT1A4 TRPM2		ADCY2 ADCY5 AGT APLN APLP1 CACNA1A CALY CDKN1C CHRM4 DRD2 EPHA4 FBN1 FGF17 FGF9 GABRB3 GCK GNG2 ISL1 RGS4 SFRP1 SSTR1 SULT1A4 TRPM2 UCN3	ADCY1 ADCY2 AKR1B1 APLN ATP1A3 CACNA1A CACNA2D1 CALY CHRM4 CSH2 DRD2 EPHA4 FGF17 FGF9 GPR173 HCN4 HRH3 ISL1 LTBP2 MMP2 NREP OR51E2 RGS4 RGS9 SFRP1 SSTR1 SSTR2 SULT1A4 TRPM2 UCN3		ADAMTSL2 ADCY1 ADCY2 ADCY5 AKR1B1 APLN APLP1 ATP6V1B1 CACNA1H CACNA2D1 CDKN1C CHRM4 DRD2 FBN1 FGF17 FGF9 GCK GNG2 GPR173 HEYL INSRR NREP PDE2A RRAGD SFRP1 SLC8A1 SPRED3 SST SSTR1 STMN2	ADAMTSL2 ADCY1 AGT AKR1B1 APLN ATP1A3 ATP6V1B1 CACNA1A CACNA1H CALY CDKN1C CHRM4 EPHA4 FGF17 FGF9 GCK GNAO1 GNG2 HCN4 HEYL INSRR ITGA4 MMP2 NREP PDE2A RRAGD SFRP1 SLC8A1 SPRED3 SST STMN2 SULT1A4		ADAMTSL2 ADCY2 AGT AKR1B1 APLP1 CACNA1H GCK GNAO1 INSRR MMP2 NR4A3 NREP PDE2A SSTR2 SSTR3		ADCY5 APOB ATP1A3 ATP6V1B1 CACNA1A CACNA2D1 DRD2 EPHA4 FGF9 GABRB3 GHRL GNAO1 GPR173 HEYL ISL1 ITGA4 KIT MMP2 NR4A3 NREP OR51E2 RGS4 RGS9 SLC8A1 SSTR2 SULT1A4 TRPM2				ADCY1 ADCY2 ADCY5 AGT APLP1 ATP1A3 ATP6V1B1 CACNA1H CACNA2D1 CALY CDKN1C CHRM4 DRD2 EPHA4 FGF17 GNAO1 HEYL INSRR ITGA4 MAP1B MMP2 NREP PDE2A RGS9 SPRED3 SST STMN2 SULT1A4	ADCY2 ADCY5 AGT AKR1B1 APLN CACNA1A CACNA2D1 DRD2 EPHA4 FBN1 FGF9 GABRB3 MMP2 OR51E2 SLC8A1 TRPM2			ADAMTSL2 ADCY5 AKR1B1 ATP1A3 CACNA1A CDKN1C CHRM4 EPHA4 EPHA8 GNG2 GPR173 HEYL ISL1 ITGA4 LTBP2 MMP2 NREP PDE2A RGS4 SFRP1 SLC8A1 SST SULT1A4				APOB ATP6V1B1 KIT OR51E2	APLP1 ATP1A3 CACNA1A CACNA1H CALY EPHA4 GCK GHRL GNG2 GPR173 HCN4 HEYL INSRR LTBP2 MAP1B MMP2 NR4A3 PDE2A RGS9 RRAGD SFRP1 SLC8A1 SPRED3 SSTR1 STMN2			ADAMTSL2 ADCY1 ADCY5 AKR1B1 APLN APLP1 ATP1A3 CACNA1A CACNA2D1 CALY CHRM4 DRD2 EPHA4 FGF17 FGF9 GABRB3 GCK GNAO1 HRH3 LTBP2 MMP2 NREP PDE2A RGS9 RRAGD SLC8A1 SULT1A4		ADCY1 ADCY2 AGT AKR1B1 APLN APLP1 ATP1A3 ATP6V1B1 CACNA1A CACNA2D1 CDKN1C CHRM4 CSH1 DRD2 FGF17 FGF9 GABRB3 GNAO1 GNG2 GPR173 HCN4 ISL1 LTBP2 MAP1B NR4A3 RGS4 RGS9 RRAGD SLC8A1 SPRED3 SSTR2 SSTR3 SULT1A4 TRPM2 UCN3	ADAMTSL2 ADCY1 AGT AKR1B1 APLN APLP1 ATP6V1B1 CACNA1A CALY CDKN1C DRD2 EPHA8 FGF9 GCK GDF1 GNAO1 GNG2 GPR173 HCN4 HRH3 ISL1 LTBP2 MAP1B NR4A3 PDE2A RRAGD SLC8A1 SPRED3 STMN2 UCN3		ATP1A3 CACNA2D1 EPHA4 GDF1 NREP RRAGD	ADAMTSL2 ADCY1 ADCY2 ADCY5 AGT AKR1B1 APLP1 ATP1A3 CACNA2D1 CALY CDKN1C CHRM4 CSH1 EPHA4 GCK GHRL GNAO1 GPR173 HEYL INSRR ISL1 KIT LTBP2 MMP2 NR4A3 NREP RGS9 SPRED3 SSTR1 SSTR3 SULT1A4											
GO_CELLULAR_RESPONSE_TO_ESTRADIOL_STIMULUS			SFRP1 SSTR1 SSTR3												SFRP1 SSTR2 SSTR3	SFRP1 SSTR1 SSTR3	SFRP1 SSTR2														SSTR1 SSTR2		SFRP1 SSTR1	SFRP1 SSTR1 SSTR2					SSTR2 SSTR3															SFRP1 SSTR1																SFRP1 SSTR3				
GO_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS		BRSK2 KCNJ2 RRAGD TNFSF14		BRSK2 GDAP1 KCNJ2 RRAGD TNFSF14									BRSK1 BRSK2 GDAP1 PDE2A PRKD1 SLC38A3				BCL2 BRSK2 GDAP1 KCNJ2 RRAGD SFRP1 SLC38A3 UCN3																												AGT BCL2 BRSK1 BRSK2 GDAP1 ITGA4 KCNJ2 PDE2A PRKD1 SLC38A3				BRSK1 BRSK2 ITGA4 KCNJ2 PDE2A SFRP1 SLC38A3													BRSK2 PRKD1 RRAGD								BCL2 GDAP1 KCNJ2 PRKD1 SFRP1 SLC38A3		AGT GDAP1 KCNJ2 PDE2A RRAGD SFRP1 SLC38A3 UCN3		
GO_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS											ITGA4 PRKD1		BRSK1 BRSK2 GDAP1 PRKD1 SLC38A3				BCL2 BRSK2 GDAP1 RRAGD SFRP1 SLC38A3 UCN3										BRSK2 RRAGD SLC38A3																		BCL2 BRSK1 BRSK2 GDAP1 ITGA4 PRKD1 SLC38A3																	BRSK2 PRKD1 RRAGD								BCL2 GDAP1 PRKD1 SFRP1 SLC38A3		GDAP1 RRAGD SFRP1 SLC38A3 UCN3		
GO_CELLULAR_RESPONSE_TO_FATTY_ACID															FFAR2 GNG2 SFRP1	APOB FFAR2 GNG2 SFRP1			GNG2 OR51E2										APOB FFAR2 GNG2				FFAR2 GNG2 SFRP1			FFAR2 GNG2 SFRP1										FFAR2 OR51E2						APOB GNG2	APOB OR51E2	FFAR2 GNG2 SFRP1														APOB FFAR2 GNG2		APOB SFRP1				
GO_CELLULAR_RESPONSE_TO_GLUCAGON_STIMULUS				ADCY1 ADCY5	ADCY1 ADCY5											ADCY1 ADCY2 ADCY5	ADCY1 ADCY5		ADCY1 ADCY5	ADCY1 ADCY2 ADCY5									ADCY1 ADCY2 ADCY5				ADCY2 ADCY5	ADCY1 ADCY2		ADCY1 ADCY2 ADCY5				ADCY2 ADCY5					ADCY1 ADCY2 ADCY5	ADCY2 ADCY5	ADCY1 ADCY5					ADCY1 ADCY2					ADCY1 ADCY5		ADCY1 ADCY2				ADCY1 ADCY2 ADCY5											
GO_CELLULAR_RESPONSE_TO_GLUCOSE_STARVATION													BRSK1 BRSK2																																BCL2 BRSK1 BRSK2		BCL2 BRSK2		BRSK1 BRSK2										BCL2 BRSK1 BRSK2															
GO_CELLULAR_RESPONSE_TO_GROWTH_HORMONE_STIMULUS											CSH1 CSH2			CSH2 GHRL			CSH1 GHRL	CSH1 GHRL	CSH1 CSH2																																				CSH1 CSH2								CSH1 GHRL											
GO_CELLULAR_RESPONSE_TO_HORMONE_STIMULUS					ADCY1 ADCY5 ATP1A3 ATP6V1B1 GCK GPR173 HEYL NR4A3 SSTR3	EPHA8 KIT			APOB FBN1					AGT ATP6V1B1 CSH2 GHRL SSTR3		ADCY1 ADCY2 ADCY5 AGT APOB ATP1A3 EPHA8 GCK GHRL GNG2 GPR173 ISL1 MAP1B NR4A3 SFRP1 SST SSTR1 SSTR3 UCN3	ADCY1 ADCY5 ATP1A3 CACNA1H CSH1 GHRL GPR173 NR4A3 SFRP1 SST SSTR2 UCN3												ADCY1 ADCY2 ADCY5 APOB GNG2 INSRR NR4A3 SSTR1										ADCY2 AGT CACNA1H GCK INSRR NR4A3 SSTR2 SSTR3														APOB ATP6V1B1 KIT OR51E2		CSH1 CSH2 OR51E2						ISL1 KIT OR51E2		ADCY1 ADCY2 ADCY5 AGT ATP1A3 CSH1 GCK GHRL GPR173 HEYL INSRR ISL1 KIT NR4A3 SSTR1 SSTR3											
GO_CELLULAR_RESPONSE_TO_INORGANIC_SUBSTANCE		CACNA1H DLG2 NEUROD2		ADCY1 RASAL1 SYT5 TRPM2	ADCY1 DLG2 DPEP1 TRPM2												ADCY1 CACNA1H DLG2 KCNK3 RASAL1 TRPM2			ADCY1 DLG2 DPEP1 KCNK3 RASAL1 TRPM2							ADCY1 RASAL1 SYT5		ADCY1 DPEP1 KCNK3 RASAL1					ADCY1 DPEP1 KCNK3 NEUROD2 RASAL1 TRPM2			ADCY1 CACNA1H DLG2 KCNK3 NEUROD2 RASAL1 SYT5						CACNA1H KCNK3 RASAL1 TRPM2						DLG2 DPEP1 KCNK3 RASAL1 SYT5										ADCY1 DLG2 DPEP1 KCNK3 NEUROD2 RASAL1 SYT5 TRPM2															DPEP1 RASAL1
GO_CELLULAR_RESPONSE_TO_KETONE			ADCY1 AKR1B1 GNG2 SFRP1 SPP1												AKR1B1 GNG2 SFRP1 SPP1	ADCY1 ADCY2 ADCY5 AKR1B1 GNG2 SFRP1 SPP1			ADCY1 ADCY5 GNG2	ADCY1 ADCY2 ADCY5									ADCY1 ADCY2 ADCY5 GNG2				ADCY2 ADCY5 GNG2 SFRP1	ADCY1 ADCY2 AKR1B1 SFRP1		ADCY1 ADCY2 ADCY5 AKR1B1 GNG2 SFRP1	ADCY1 AKR1B1 GNG2 SFRP1			ADCY2 ADCY5 AKR1B1					ADCY1 ADCY2 ADCY5 SPP1	ADCY2 ADCY5 AKR1B1			ADCY5 AKR1B1 GNG2 SFRP1			ADCY1 ADCY2 AKR1B1 GNG2					ADCY1 ADCY5 AKR1B1 SPP1		ADCY1 ADCY2 AKR1B1 GNG2 SPP1	ADCY1 AKR1B1 GNG2 SPP1			ADCY1 ADCY2 ADCY5 AKR1B1		ADCY5 SPP1							ADCY5 AKR1B1 SFRP1		
GO_CELLULAR_RESPONSE_TO_LEPTIN_STIMULUS				GCK NR4A3	GCK NR4A3										GCK NR4A3	GCK NR4A3				GCK NR4A3																			GCK NR4A3															GCK NR4A3						GCK NR4A3			GCK NR4A3											
GO_CELLULAR_RESPONSE_TO_LIPID					ADCY1 ADCY5 ATP1A3 FFAR2 GDAP1 HEYL NR4A3 SSTR3 WNT9A					APOB SSTR3						ADCY1 ADCY2 ADCY5 APOB ATP1A3 FFAR2 GNG2 ISL1 NR4A3 RET SFRP1 SPON2 SPP1 SSTR1 SSTR3													ADCY1 ADCY2 ADCY5 APOB FFAR2 GNG2 NR4A3 SSTR1											ADCY2 ADCY5 RET SPON2 SSTR3 WNT9A																														APOB ATP1A3 GDAP1 NR4A3 SFRP1 SSTR3 WNT9A				
GO_CELLULAR_RESPONSE_TO_MECHANICAL_STIMULUS		KCNJ2 TNFSF14																																					AGT KCNJ2 PDE2A						AGT KCNJ2 PDE2A															AGT KCNJ2 PDE2A												AGT KCNJ2 PDE2A		
