	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CBX2	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	DZIP1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HES6	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	LTF	MAFA	MAFB	MYSM1	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF117	ZNF382	ZNF492	ZNF514	ZNF519	ZNF788	ZNF846	ZNF853	ZNF883
CHRM4	0	0	-0.91144	0	0	0	0	0	0	0	0	0	0	0	0	0.70892	-0.78934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19533	-0.89261	0	0.72123	0.052045	0	0	0	0	0	0	0	0	0.56431	0	0	-0.65874	0.87096	0	0	0.61611	0	0	0	0	-0.72226	0	0.42383	0	0	0	0.86456	0	0	0	0	0	0	-0.41549	0	0.15832	0	0
CHRNA3	0	0	0	0	0.27869	0	0	0	0	0	0.79405	0	0	0	0	0.1881	0	0	0	-0.36113	0	0	0	0	0	0	0.16638	0	0	0	0	0	0	0	0	0	0	0	0	0.39546	0.72986	0	0	0	0	0	0.04399	0	0.34552	0	0.61041	0	0	0	0	0.25535	0	0	0	0	0	0	0	0	0	0.31152	0	0	0	0	0	0	0	0	0	0
CHRNB2	0	-0.70458	0	0.28724	0.62032	0	0	0	0	0	0	0	0	0.42871	0	0.40917	0.93656	0	0.63143	-0.59888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.60062	0	0	0	0	0	0	0	0	0	0.81524	0	0	0.17332	0	0	0	0	0	0	0	0	0	0	0.89488	0	0	0	0.85663	0	0	0	0	0	0	0	0	0	0	0
CHRNB4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35229	0	0.20355	0.36435	0	0	0	0	0	0	0	0	0	0	0.48823	0	0	0	0.45275	0	0	0.45609	0.32805	0	0	0.96501	0.9278	0.092482	0	0	0	0.052045	0	0	-0.41669	0	0	0	0	0	0	0	0	0	0.70715	0.26378	-0.43561	0	0	0.19533	0	0	0	0	0.74168	0	0	0	0	0	0
CHST8	0	0	-0.5031	0.52045	0.96943	0	0	0	0	0	0	0.28724	0	-0.8691	0	0.77451	-0.73994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.99071	0	0	0	0.62619	0	0	0	0	0	0	0	0	0.60359	0	0	0.89938	0.91722	0	0	0	0	0.24796	0	0.72949	0	0	0	0	0.27869	0	0	0	0
CIT	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99793	0	0.96353	0	-0.52202	0.10777	0	-0.94601	0	0	0	0	0	0.58154	0	0	0	0	0.60669	0	0	-0.64213	0	0	-0.4494	0	0	0	0.42255	0.17332	0	0	0	-0.73664	0	0	0	0.15118	0	0	0.41817	0	0	0	0	0.56142	0	-0.89488	0.27096	0	0	0	0	0	0	0	0.74639	0	0	0	0.27869	0	0
CLCN4	0	0.27096	0	0	0.076869	0	0	0	0.40107	0	0	0.8905	0.83317	0	0	0	0	0	0	0	-0.94031	0	0	0	0	0	0.13825	0	0	0	0	0	0	0	0	0	0.72334	0.1881	0	0	0	0	0	0	0	0.40624	0	0	0	0	0	0	0	0.66914	0	0.25535	0	0	0	0	0.29533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1881
CLGN	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.89765	0	0.15832	-0.65729	0	0	0	-0.64717	0	0.75147	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32805	0.37051	0	0	0	0	0	0	0.80153	0	0.87641	0	0	0.3525	0.81524	0	0	0	0	0	0	0	0	0	0.22515	-0.81685	0	0	0	0	0	0	0	0	0	-0.39504	0	0	0	0
CLIP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.83804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26378	0.11582	0	0	0	0	0	0	0	0	0	0	0	0	0.19533	0	0.54523	0	0	0.94973	0	0	-0.59418	0	-0.8691	0.22515	0	0	-0.69554	0	0	0	0	0	0	0	0	-0.34994	0	0
CLPS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99632	0.82887	0.98637	0	0	0	0.027303	-0.95147	0	-0.75857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86456	-0.88385	0	0	0	0	0	0	0	0	0	0
CLSPN	0	0	0.17332	0	0.73812	0	0	0	0	0	0	0	0	0.92003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72515	0	0	-0.70458	0	0.59488	-0.4653	0	0	0	0	0	0.27096	0.28724	0	-0.562	0	0	0.15832	0	0	0	0	0	0	0	0	0	0	-0.84998	-0.49785	0	0.84998	-0.73717	0	0	0	0	0	0	0	0	0	0	0
CLSTN2	0	0.28724	0	0	0	0	0	0.13057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66592	0.78967	0	0.28724	0	0	0	0	0	0.77485	0.44849	0.75613	0	0	0	0	0	0	0	0	0	0	0	0.79347	0	0	0	0	0	0	0	0	0.31941	0	0	0	0	0.80392	0.75663	0
CNGA3	0	0	0.80504	0	0	0	0	0	0	0	0	0	0	-0.79971	0.55964	0.91553	-0.73622	0.87278	0	0.57831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35204	0.47596	0	0	0	0	0.98121	0	0	0	0	0	0	0.59529	0	0	0	0	0	0.82887	0	0	0	0	0	0	0	0	-0.39789	0	0	0	0	0	0	0	0	0	0	0
CNGA4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32805	0.31152	0	-0.36886	0	0	0	0.81429	0	0	0	0	0	0	0	0	0.32805	0	0.31941	0	0.27096	0.97749	0	0.29533	0.39653	0	0	0	0	0	0	-0.81908	0	0	0	0	0	0	0	0	0.9278	0	0.94973	0	0	0.41466	0.89938	0.31152	-0.65973	0	0	0.60487	0	0	0	0	0	0	0	0	0.27096	0	0
CNIH2	0	0	0	0.31152	0	0	0	0	0	0	0	0	0	-0.79736	0	0.32805	0.98637	0	0	0	0.10777	0	0	0	0	0	0	0	0	0	0	0	0	0.21045	0.64325	0	0.34932	0.59091	0	0	0	0	0	0	0	0	0	0	0.98827	0.27096	0.30343	0	0	0	0	0.98736	0	0	0.86679	0.70669	-0.66981	0	0	0	0.42701	0	0	0	0	0	0	0.16638	0	-0.66039	0	0
CNR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.60318	-0.92003	0	0	0	0	0.36679	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.55737	0.83635	0.61983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5309	0	0.83635	0	0	0.78563	0	0	0	0	0	0	-0.50335	0	0.56778	0	0
CNTD2	0	0	0.23961	-0.52862	0	0	0	0	0	0	0	0	0	-0.87476	0	0.052045	-0.90669	0.24796	0	0	0	0	0.77658	0	0	0	0	0	0	-0.96501	0	0.22515	0	0	0.42532	0	0.77728	0	0	0	0	0	0	0	0.11582	0	0.3634	0	0	0	0.3615	-0.44812	0.084387	0	0	0	0	0	0	0.58092	-0.71495	0.10777	0	0	-0.83317	0	0	0	0	0	0	0	0	0.52747	0	0
COL12A1	0	0	0	0.64139	0.23296	0	0	0	0	0	0	0	0	0	0	-0.87096	0	0.076869	0.64139	0.60702	0.92577	0	0	0	0	0	0	0	0	-0.35262	0	0.27096	0	0.13057	-0.76861	0	-0.86679	0	0	0	0	0	0	0	0.035399	0	0	0.80281	0	0.0067328	-0.71974	0	0	0	0	0.84519	0	0	-0.67179	0	0	0	0	0	0.84692	0	0	0	0	0	0	0	0	0.04399	0	0
COL21A1	0	0	0	0	0.41722	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63548	0.78042	0	0	0	0	0	0	0	0	0	-0.47022	0	0	0	0	0.32805	0	0	0	0	0	0	0.49162	0.9665	0	0	0	0	0	0	-0.34618	0.79884	0	0	0.68794	0	0.27096	0	0	-0.87922	-0.729	0	0.40822	0	0	0.70847	0	0	0	-0.4993	0.90913	0	0	0	0.77683	0	0
COL22A1	0	0	0	0.15118	0	0	0	0	0	0	0	0	0	0	0	0	0.084387	0	0	0	0.75663	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99434	0	0	0.76055	0	0	0	0	0.98344	0	-0.74201	0	0	0	0.10029	0	0.19533	0	0	0.13825	0	0	0	0	-0.75192	0.45808	0.96353	0	-0.41966	0	0.97749	0.66014	0	0	0	0	0	-0.95568	0	0.7703	0	0
COLQ	0	0.17332	-0.48331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.40682	0	0	0	0	0.56815	0.94403	0	-0.44849	0.36634	0	0	0	0	0	0	0	0	0.29533	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.87641	0	0	0	0	0	0	0	0.37831	0.1881	0	0	0.71718	0	0	0
CORO2B	0	0	0	0	-0.44829	0	0	0	0	0	0	0	0	0	0	0.36283	0	-0.68815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24796	0	0	0	0.53907	0	0.45531	0	0.37984	0	0	0.52982	-0.71115	0.50335	0.60458	0	0	0	0	0	0	0	-0.49112	0.21727	0.67493	0.21045	0	0	0.052045	0	0	0	0	0	0	0	0	-0.42123	0	0
CPA1	0	0	0.14469	0	0	0	0	0	0	0	0	0	0	0	0	0.25535	0	0	0	0.47976	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32805	0	0	0.27096	0.44073	0	0	0	0	0	0	0	0	0	0	0	-0.4463	0	0	0	0	0	0.90669	0	0	-0.74473	0.11582	-0.52491	0.47497	0	0	-0.85828	0.25535	0	0	0	0	0	0	0	-0.83635	0	0
CPB1	0	0	0.96026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.61041	0	0	0.90202	0	0	0	0	0	0	0	0	0	0	0	0	0.84519	-0.93891	0	0.87096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.87922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.35432	0.13825	0	0	0.72123	0	0	0	0	0	0	0	0	-0.78538	0	0	0	0.55766	0	0	0	0.26378	0	0	0	0	0	0	0	0	0	0.60814	0	0.17332	0.72305	0	0.65564	0.95374	0	0	0	0	-0.46997	0.9482	0.86679	0.91722	0	0	-0.93656	0	0	0	0	-0.79438	0	-0.65064	0	0	0	0
CPLX1	0	0	0.17332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68563	0	0	0	0	0.47381	0	0	0	0	0.15832	0.67741	0	0	-0.37926	0.82148	0	0.9278	0.29533	0	0	0.79211	0	0.83143	0	0	0	0.39042	0	0	0.060595	0.25535	0	-0.55766	0.016605	0	0	0	0	-0.8304	0.3931	0	0.23961	0	0	0.20355	0	0	0	0	0.24796	0	0	0	0	0	0
CPLX2	0	0.17332	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95147	-0.72065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35093	0.85308	0	0	0	0	-0.85502	0	0	0	0	0.85663	0	0.79347	0	0	0	0	0	0.75192	0	0	0.29533	0.81908	-0.94217	0	0	0	0	0	0	0	0	0	0	-0.51479	0	0	0	0
CPT1C	0	0	0.97749	0	0	0	0	0	0	0	0.68261	0	0	0.68711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57431	-0.78864	0	0.90669	-0.77266	0	0	0	0	0.092482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.81219	0	0
CRISP3	0	0	0	0	-0.45353	0	0	0	0	0	0	0.63143	0	-0.60178	0	0	0	0	-0.51132	0	0	0	-0.45448	0	0	0.12321	0	0	0	0	0	0	0	0	0.31941	0	0	0	0	0	0	-0.73779	0	0	0	0	0.016605	0	0	0	-0.46117	0	0	0.85308	0	-0.41578	0	0	0	0	0	0.59054	0	0.035399	0.016605	0	0	0	0	0	0	0	0	0	0	-0.79438
CRISPLD1	0	0	0.43238	0.62561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.367	0	0	0	0.94973	0	0	0	0	0	0	0.82772	0	0	0	0	0	0.70087	0	0	0	0	0	0	0	0	0	0	0	0.96171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRLF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56324	0	0.41921	0.32805	-0.45064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74093	-0.55964	0	0	0	0	0	0	0.22515	0	-0.70409	0	0.48996	-0.4886	0	0	0	0	0	0	0	0	0.65923	0.60359	0	0.49442	0	0	0.88819	0.80636	0	0	0	0	0	0.31152	0	-0.64436	0	0
CRMP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.90202	0.96943	-0.71615	0	0.78843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38674	0	0	0	-0.91722	0	0	0	0	0	0	0	0	0	0	0.11582	0	0	0
CRYBA2	0	0	0	0	0.21045	0	0	0	0	0	0	0	0	0	0	0.96353	-0.78571	0.71169	0	0	0	0	0	0	0	0	0	0	0	-0.55489	0	0	0	0	0	0	-0.36258	0.52111	0	0	0.084387	0	0.99913	0	0	0	0.10029	0.97637	0	0	-0.94601	0	0	0	0	0	0	0	0.74796	0.71351	-0.98893	0.55419	0	0	-0.95568	0	0	0	0	0	0	-0.91722	0	0	0	0
CSF1R	0	0	0.49723	0.1881	0.61636	0	0	0	0	0	0	0	0	0.88616	0	0	0.035399	0	0	0.30343	-0.96501	0	0	0	0	0	0	0	0	-0.5178	0	0	0	0	0	0	0.82887	0	0	0	0	0	0.89938	0	0.51132	0	0	0	-0.66435	0	0	0.32805	0	0	0	0	0	0	0	0.54932	0.83635	0	0	0	0.82553	0	0	0	0	0	0	-0.46753	0	0	0	0
CSH1	0	0	0	0	0	0	0	0	0	0	0.78439	0	0	0	0	0	0	-0.72962	0.59756	0.98996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59967	0	0	0	0.7853	0	0	0	-0.77951	0	0	0	0	-0.7874	0	0	0	0	0	0
CSH2	0	0.32805	0	0	0	0	0	0	0	0	0.94217	0	0	0	0.04399	0	0	0	0	0.71599	0	0	0	0	0.40268	0	0	0	0	0	0	0	0	0	0.27869	0	0	0	0	0	0	0	0	-0.56964	0	0.50363	0	0	0	0	0	0	0	0	0	0	0.51491	0.61694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTPS1	0	0	-0.61086	0	0	0	0	0	0	0	0	0	0	0.92396	0	0.55134	0	0	0	0	-0.76795	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85502	0	0	0	0	0	0	0	0.93222	0	-0.47456	0	-0.96501	0	0	0	0.11582	0	0	0	0	0	0	0	0	-0.66039	-0.98001	0	0	0.59215	0.18104	0	0	0	0	0	0	0	0	-0.55894	0	0
CTTNBP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64663	0	-0.43618	0.15832	0	-0.80504	0	0	0	0	0	0	0	0	-0.83635	0	0.28724	0	0.58108	0.27869	0	-0.48001	0.21727	0	0	0	0	0	0	0	0	0	0.5102	0	0	0.60772	0	0	0	0	0	0.42829	0	0	0	0.39653	0.04399	0	0	0	0	0	0	0	0	0	0	0	0.52156	0	0
CXXC4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.61413	0	0	0.74027	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9722	0	0	0	0	0	0	0	0.94601	0	0	0	0.93222	0	-0.7387	0	-0.69455	0	0.89488	0	0	0.51384	0	0	0	0.66039	0.58546	0	0	0	0.54742	-0.95568	0	0	0	-0.83143	0	0	0	0	0	0
CYMP	0	0	-0.71351	0	0	0	0	0	0	0	0	0	0	0	0	0.62652	0.29533	0.04399	0	0	-0.73994	0	0	0	0	0	0	0	0	0	0	0	0	-0.60599	0	0	0.63759	0.16638	0	0	0	0	0	0	0	0	0	0	0	-0.78166	0.57431	0	0	0	0	0	0	0	-0.62867	0.35328	-0.62441	0.035399	0	0	0	0.78967	0	0	0	0	0	0	0	0.67836	0	0
DACH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.53701	0	0	0.87641	0.5418	0	0	0	0	0	0	0	0	0	0	0	0	0.63726	0	0	0.27869	0.04399	0	0	0.98344	0	0	0	0	0	0	0	0	0.75394	0	0	0	-0.46088	0	0.87096	0	0	0	0	0.46691	0	0	0.69314	0	0	0	0	0	0	0	0	0	-0.54767	0	0
DBC1	0.60615	0	0	0.67071	0	0	0	0	0	0	0.6299	0	0	0	0	0	0.14469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19533	0	0.48823	0	0	0	0	0.77204	0	0	0	0	0	0.77311	0	0	0	0	0	0	0	0	0	0	0	0.15118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCHS1	0	0.99071	-0.471	0.15118	0.11582	0	0	0	0	0	0	0	0	0	0.32805	0.068278	0.18104	0.0067328	0	0	0	0	0	0	0	0	0	0	0	0.59909	0	0	0	0	0	0	0.10777	-0.87641	0	0	0	0	0.83474	-0.3727	0	0	0	0.8905	0	0.19533	0	0	0	0.8691	0	0	0	0	0	-0.61892	0.04399	0	0	0	-0.81524	0	0	0	-0.35147	0	0	0	0	0	0	0
DCX	0	0	0	0.85828	0	0	0	0	0	0	0	0	0	0	0	0.4202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78711	0	0	0	0	0	0	0	0.93036	0	0	0	0	0	0.50789	0	0	0	0	0	0	0	0	0	0	0	0.83474	0	0	0	0.55217	0	0	0	0	0	0	0.10029	0	0	0	0	0	0	0
DDN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17332	0.9482	0	0	-0.45143	0	0	0	0	0	0	0	0	0.027303	0	0	0	0	0	0	0	0.68472	-0.65523	0	0	0	0	0	0	0	0	0.0067328	0	0	0	-0.62825	0	0	0	0	0.97637	0	0	-0.68794	0	0	0.25535	0	0	0	0	0	0	0	0	0	0	0	-0.67398	0	0
DENND2A	0	-0.65122	0.016605	0.10029	-0.64019	0	0	0	0	0	0	0	0	-0.4038	0.53812	0.092482	0.58852	0.24796	0	0.87641	-0.77162	0	0	0	0	0	0	0	0	0	0	0	0	0	0.076869	0	0	0.016605	0	0	0	0	0.971	0	0.26378	0	0.15832	0	0.64102	0	0.41834	0	0	0	0	0.15118	0	0	-0.91144	0.26378	0	0	0	0	0	0	0	0	0	0.87278	0	0.48563	0	0	0	0
DGKB	0	0	0.092482	0.060595	0.19533	0	0	0	0	0	0	0.91144	0	0	0	0.27096	0	0.084387	0	0.21045	0.53123	0	0	0	0	0	0	0	0	0.14469	0	0	0	0	0.24796	0	0	0	0	0	0	0	0.49533	0	0	0	0	0.27096	0	0.59327	0.64139	0	0	0.9278	0	0.7261	0	0	0.40719	0.42829	0.13057	0	0	0	0	0	0	0	0	0.7261	0	0	0	0	0	0
DIRAS1	0.67088	0	0.21727	0	0	0	0	0	0	0	0	0	0	0	0.016605	0	0	0	0	0	0.53812	0	0	0	0	0	0	0	0	0	0	0.59756	0.88385	0.79612	0	0	0	0	0	0.27096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86456	0.74374	0	0	0	0	0	0	0	0	0	-0.76196	0	0	0	0	0	0	0
DKFZP434K028	0	0	0	0	0	0	0	0	0	0	0	0.43693	0	0	0	0	0	0	0.076869	0	0	0	0	0	0	0	0.52259	0	0	0	0	0	0	0	0	0	0	0	0.6252	0	0	0	0	0.17332	0	0.28724	0	0	0	-0.73284	0.10029	0	0.31152	0	0	0	0	0	0	0	0.10777	0.13825	0	0	0	0	0	0	0.35907	0.82433	0	0.69504	0	0.076869	0	0
DKFZp586B1922	0	0	0	0	0	0	0	0	-0.40132	-0.49723	0	0.30343	-0.64804	0	0	0	0	0	0	0	0	0	0.64523	0	0	0	0.10029	0	0	-0.52644	0.21045	0	0	0	0	0.25535	0	0	0	0	0	0	0	0	0.49054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.729	-0.405	0	0	0.52061	0	0.26378	0.44965	0.23296	0	0	0
DKFZp686O16217	0	0	0	0	0	0.95799	0	0	0	0	0	0	0	0	0.31941	0	0	0	0	0	-0.37038	0	0	0	0.28724	0	0	0	0	0	0	0	0	0	0	0.86254	0.32805	0	0	0	0	0	0.87278	0	0.0067328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52445	0	0	0	0.40045	0.82433	0	0	0.52796	0	0	0	0	0	0	0
DLG2	0	0.42437	-0.77592	0	-0.89938	0	0	0	0	0	0	0	0	-0.60132	0	0	0.27869	0.14469	-0.41404	0.23296	0.18104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14469	0	0	0	0	0.63912	0	0	0	0.57051	0.7254	0	0	-0.57988	0	0	0	0	0	0	0	0.14469	0	-0.76914	0.20355	0	0	-0.63346	0	0	0	0.45176	0	0	0	0	0	0	0
DLL1	0	0	0	0.21727	0.92396	0	0	0	0	0	0	0	0	0	0	0	0.27096	0	0	0	0	0	0	0	0	0	0	0.060595	0	0	0	0	0	0	-0.66832	0	0.90913	-0.47195	0	0	0	0	0	0	0	0	0	0	0.23296	-0.61396	0.72962	0	0	0	0	0.76258	0	0	0	0	0.81524	0	0	0	0.83804	0	0	0	0	0	0	0.28724	0	0	0	0
DLL3	0	0.43399	0	0	0	0	0.13057	0	0	0	0.85502	0	0	0	0	0	0.3893	0	0	0	0	0	0.15832	0	0.49401	0	0.14469	0	0	0	0	0.23961	0	0	0.82433	0.13057	0	0	0	0.30343	0	0	0	-0.66981	0	0.63589	0	0	0	0	0	0	0	0	0	0.035399	0	0	0.04399	0	0	0	0	0	0	0	0	0	0.16638	-0.57774	0	0	0	0	0.69554	0
DNAH11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34783	0.0067328	0.438	0.14469	0.5957	0	0	0	0	-0.96799	0.62582	0	0	0.26378	0	0	0	0	0.035399	0.40648	0	-0.65874	0.37051	0	0	0	0	0.13057	0	0	0	-0.58108	0	0	0	0	0	0	0.8178	0	0.69554	0	0	-0.60215	0	0.027303	0	0	0	0.47732	0	0	0	0	-0.47683	0	0	0	0.10777	0	0
DNAJC12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.83474	0	0	-0.55217	0.13057	0	0	0	0	0	0	0	0	0	-0.77356	0	0	0	0	0	0	0.40558	0.29533	0	0	0	0	0.99959	0	0	0	0	0	0	0	0	0	0	0	0	0.78385	0	0	-0.76663	-0.52086	0	0.052045	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNER	0	-0.69248	0.016605	0.73928	0	0	0	0	0	0	0	0	0	-0.44147	0	0	0	0	0	0	0.068278	0	0.41896	0	0.43598	0	0	-0.85502	0	0	0	0	0	0.23961	0	0	0.076869	0.31941	0	0	0.15118	0	0	0	0	0	0.46501	0	0	0	0	0.12321	0.092482	0.13825	0	0.75564	0	0	0	-0.44796	-0.86679	0	0	0	0.18104	0	0.35907	0	0.67926	0	0	0	0	0	0	0
DOCK4	0.48129	0	0	0.23961	0	0	0	0	0	0.035399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5444	0	0	0.084387	0	0.084387	-0.70715	0	0	0	0.20355	0.13057	0.97476	0	0.5608	0	0	0	0	0	0	0	0	0	0	0.49339	0	0	0	0.22515	0	0	0	0
DOCK8	0	0	-0.39178	0	0	0	0	0	0	0	0	0	0	0	0.12321	0.75717	0	0	0	0.91722	0	0	0	0	0	0	0	0	0	0.027303	0	0	0	0	0.43428	0	0	0	0	0	0	0.32805	0.98563	0	0	0	0.59166	0.31152	0	0.12321	0	0	0	-0.74312	0	0	0	0	0	0	0	0.59397	0	0	0	0.30343	0	0	0	-0.82292	0	0.5487	0	0	0	0
DOK6	0	0	0.99694	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.92577	0	0	0	0	0	0	0	0	0	0	0	0.90434	0	0	0	0	0	0	0	0.42264	0.56477	0	0	0	0	0	0	0	0	-0.71615	0	0	0	0.060595	0	0	0.68269	0	0	0	0	0	0	-0.99356	0.052045	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DPEP1	0.19533	0	0	0	0.15118	0.060595	0	0	0	0	0.092482	0	0	0	0	-0.80768	-0.89261	0	0	0	0.84337	0	0	0	0	0	0	0	0	0.13057	0	0	0	0.78439	0.67794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55597	0	0	0	0	0.87278	0	0	0	0	-0.53176	0	0	0	-0.93222	0	0	0	0	0	0	0	0	0	0	-0.58736
DPF3	0	0	-0.51103	-0.50789	0.49442	0	0	0	0	0	0	0.13057	0	0	0	0.18104	0	0.50231	0.9482	0.18104	0.23296	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.56704	0	0.18104	-0.58633	0	0	0	0	0.18104	0	0	0	-0.64804	0.084387	0	0	0.23296	0	0	0	0	0.61892	0	0	0.33907	0	-0.48757	0	0	0	-0.38653	0	0	0	0	0.66303	0	0	0	0	0	0
DPP10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.83317	0.076869	0	0.84337	0.13057	0	0	0	0	0	0	0	0.24796	0	0	0	0	0.44812	0.52908	0	0.23296	0	0	0	0	0	0.96501	0	0	0	0	0.22515	0	0.72065	0	0	0.64572	0.89765	0	0	0	0	-0.96171	0	-0.57877	0.59488	0	0	0	0	0	0	-0.94601	0	0	0	0	0	0	0
DPYSL4	0	0.93222	0	-0.62032	0.94601	0	0	0	0	0	0	0	0	-0.88819	0	-0.77451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31941	0	0	0	0	0	0	0	0	0	0	-0.96171	0	0	-0.48273	0	0	0	0	0	0	0	0	0	0	0.076869	0	0	-0.59637	0	0	0	0	0	0	0	0	0	0	0	0
DQ570835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.87096	0.10777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29533	0	0	0	0	0	0	0	0	0	0.35481	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82553	0.61041	0.052045	0.70917	0	0	0.38364	0	0
DQ583756	0	-0.80913	0	0	0	0	0	0	0	0	0	0.1881	0.70669	0.10777	0	0	0	0	0	0.69773	0	0	0.016605	0.076869	0	0	0.9722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15832	0	0.22515	0	0	0	0	0	0	0.74283	0	0.91322	0	0	0	0	0	0	0	0	0	0	0.8905	0	0	0	0	0	0	0	0	0
